mishnah_tref,yerushalmi_french_text
Mishnah Yoma 1:3,"On lui assignait comme compagnons des vieillards parmi les anciens du tribunal, qui lui luisaient, pendant cet intervalle de temps, la section biblique concernant la solennité du Kippour. Ils disaient: “ô notre maître, grand pontife, lis toi-même ces passages, de crainte de les oublier, ou peut être même ne les as-tu pas encore appris”. La veille du Kippour au matin, on le plaçait à la porte Orientale du temple, faisant passer devant lui des taureaux, des béliers, des agneaux, pour qu’au lendemain il puisse sans hésiter reconnaître chaque victime destinée au culte."
Mishnah Yoma 1:4,"Pendant les sept jours préliminaires, on ne refusait au pontife ni le manger, ni le boire. Mais à partir de la veille du Kippour vers le soir on ne le laissait pas manger beaucoup, car la satiété provoque le sommeil."
Mishnah Yoma 1:5,"Les plus anciens membres du tribunal remettaient le pontife aux mains des plus anciens prêtres, d’où on le conduisait à la chambre de Bet-Abtinos<sup>52</sup><i class=""footnote"">Là, on préparait l’encens sacré, et le pontife s’exerçait à le manier.</i>;là, on lui faisait prêter serment de se conformer strictement aux rites traditionnels; après quoi, on se disait adieu et l’on se séparait, en ajoutant: “O maître et pontife suprême, nous sommes les délégués du tribunal, et toi tu es le nôtre, ainsi que l’envoyé du tribunal; nous te conjurons au nom de Celui qui a fixé sa résidence en cette maison, de ne rien changer de tout ce que nous t’avons dit”. Puis, il se séparait d’eux en pleurant, et eux se retiraient en pleurant."
Mishnah Yoma 1:6,"Si le grand pontife est un homme instruit, il interprétera à haute vois des passages bibliques (pour ne pas s’exposer à s’endormir la nuit de Kippour); sinon, des savants feront devant lui des exposés d’exégèse. S’il a l’habitude de lire la Bible, il se livrera à cette lecture; sinon, on lira pour lui. Quels livres choisira-t-on? Ceux de Job, d’Ezra, ou des Chroniques. Il m’est souvent arrivé, dit Zakaria b. Qebotal, de lire Daniel devant lui."
Mishnah Yoma 1:7,"S’il voulait s’assoupir les adolescents des cohanim faisaient claquer les doigts<sup>57</sup><i class=""footnote"">LittéralementÊ: ÒÊavec le doigt médialeÊÓ, contre le pouce.</i>, en lui disant: O notre maître, grand pontife, tiens-toi debout, ou mets un pied sur la dalle de marbre (dont la fraîcheur tient en éveil), et on l’occupait ainsi, par des distractions, jusqu’au moment où c’était l’heure d’égorger la première victime (à l’aurore)."
Mishnah Yoma 1:8,"Aux jours ordinaires, on enlève la cendre de l’autel au chant du coq, ou vers ce moment, un peu avant ou après; mais au jour du Kippour, on commence dès minuit (en raison du grand nombre de victimes). Aux jours de fêtes, on commence dès la fin de la première veille (après le tiers), car dès l’aurore, tout Israël envahissait les parvis."
Mishnah Yoma 2:1,"En principe, quiconque voulait enlever les cendres de l’autel pouvait le faire. Lorsque ceux qui s’offraient pour cet acte étaient nombreux, ils montaient en courant l’escalier qui y conduit; celui des compagnons qui était le plus près du but, dans les 4 coudées voisines, avait le privilège. Si deux desservants se trouvaient à égale distance, le préposé à la section disait à tous de lever les doigts. Ils pouvaient lever un ou deux doigts, sauf le pouce qu’il est défendu de lever au Temple (pour éviter toute fraude de compte)."
Mishnah Yoma 2:2,"Un jour, deux d’entre eux se trouvaient à égale distance; en courant pour gravir l’escalier, l’un poussa l’autre compagnon, qui tomba et eut la jambe cassée. En voyant à quel danger ces courses exposaient les cohanim, le tribunal institua que l’enlèvement des cendres sur l’autel serait opéré seulement par la voie du sort. On se réunissait 4 fois par jour pour tirer au sort, et la première opération avait lieu pour cet enlèvement."
Mishnah Yoma 2:3,"La seconde opération du tirage au sort fixait: 1. Celui qui égorge, 2. Qui verse le sang, 3. Qui enlève la cendre de l’autel intérieur, 4. Qui nettoie les lampes, 5. Qui apporte les membres à l’escalier, savoir la tête et le pied droit de devant, 6. Deux autres pattes, 7. La queue, et la dernière patte, 8. L’estomac et la poitrine, 9. Les deux côtés, 10. Les intestins, 11. La farine, 12. Les gâteaux frits, 13. Les vins des libations; soit ensemble, 13 servants admis à l’honneur de ce service. Ben-Azaï dit en présence de R. aqiba, au nom de R. Josué: on devait offrir les divers membres de la façon dont la victime marchait de son vivant (savoir: la tête, un pied, la poitrine, l’estomac, deux pattes, les 2 côtés, la queue et la dernière patte)."
Mishnah Yoma 2:5,"On offre le sacrifice quotidien à l’aide de neuf personnes (en comptant depuis les présentations des membres détachés), ou par 10, ou par 11, ou même par 12 soit par 9 au moins et 12 au plus. Voici comment: le minimum habituel est de 9 servants<sup>79</sup><i class=""footnote"">Savoir: 5 pour les divers membres, 1 pour les entrailles, 1 pour le gâteau frit, 1 pour la farine, 1 pour le vin.</i>; au jour de fête, un servant de plus avait une bouteille d’eau à la main, soit 10; le soir, il y en avait 11, à cause des deux supplémentaires chargés des bûches de bois; de même, il y avait 11 le samedi, à cause de deux supplémentaires portant des cassolettes d’encens qui accompagnent les nouveaux pains de proposition; si, de plus, le jour de fête coïncidait avec le samedi, il y avait trois supplémentaires, soit ensemble 14 servants."
Mishnah Yoma 2:6,"Pour offrir le bélier, il fallait le concours de onze servants, savoir 5 pour les divers membres et deux pour chaque présentation d’entrailles, de farine et de vin."
Mishnah Yoma 2:7,"Pour le taureau, on recourait à 24 servants, savoir 1 pour la tête, 2 pour le pied droit de derrière, 2 pour la queue, 2 pour l’autre patte, 1 pour le poitrail; l’estomac, par trois, les 2 pattes de devant par deux servants, les deux côtés par deux; enfin trois pour chacun de ces objets: les entrailles, la farine, le vin. Toutefois, ce grand nombre n’est de rigueur que pour les sacrifices publics;mais, pour ceux des particuliers, si un seul cohen veut se charger de tout apporter, il le peut. Pour écorcher la victime et la dépecer, il n’y a pas de différence entre le sacrifice public et le privé (un simple israélite suffit au besoin)."
Mishnah Yoma 3:1,"Au matin le chef du service dit au cohanim: allez voir (par le sommet du Temple) si l’instant de commencer à égorger les victimes est arrivé (si la nuit est terminée). A ce moment là, celui qui est de faction s’écrie: l’aube a lui. Selon Mathia ben Samuel<sup>83</sup><i class=""footnote"">Voir Tamid, 3, 1.</i>, il disait la face de tout l’orient s’est éclairée. -Est-ce jusqu’à Hébron (dans la vallée), lui demandait-on? -Oui, répondait-il."
Mishnah Yoma 3:2,"Pourquoi fallait-il monter s’assurer du jour? C’est qu’une fois la lune brillait tellement, que l’on avait cru à l’arrivée du jour, et l’on s’était mis à égorger indûment le sacrifice quotidien du matin, qu’il fallut ensuite jeter au feu (en s’apercevant de l’erreur). A l’aube, le pontife se rendait au bain. Voici quelle était la règle au Temple: après avoir rempli ses grands besoins, on était tenu de prendre un bain complet; après avoir uriné, il suffisait de se laver les mains et les pieds."
Mishnah Yoma 3:3,"Nul ne peut entrer au parvis pour célébrer le culte, fut-il pur, sans prendre un bain officiel. Quant au grand pontife, le jour du Kippour, il devra prendre cinq bains et se laver dix fois les mains et les pieds, le tout dans une cellule spéciale, sauf le premier bain (qui est obligatoire chaque jour, non spécial du Kippour)."
Mishnah Yoma 3:4,"On étendait une toile de lin entre lui et le peuple; puis il se déshabillait, descendait et prenait le bain, remontait et s’essuyait le corps. On lui apportait le costume orné d’or qu’il revêtait; après quoi, il se lavait les mains et les pieds. On lui amenait la victime du sacrifice quotidien, qu’il égorgeait, en coupant la majeure partie du cou, laissant achever cette œuvre par un autre cohen. Il recueillait le sang qui découlait de la victime, et le versait sur l’autel. Il entrait à l’intérieur du sanctuaire pour brûler l’encens, nettoyer le luminaire, offrir la tête et certains membres des victimes, les gâteaux frits et les libations de vin."
Mishnah Yoma 3:5,"L’offre de l’encens au matin avait lieu entre l’aspersion du sang et la combustion des membres; au soir, cette opération avait lieu entre la présentation des mêmes membres et les libations. Si le grand pontife était un vieillard, ou un homme délicat, asqenh"", on chauffait pour lui de l’eau (la veille), que l’on joignait le lendemain à l’eau froide du bain, pour l’attiédir."
Mishnah Yoma 3:6,"On conduisait le pontife à la cellule de Parwa<sup>99</sup><i class=""footnote"">C’est le nom d’un magicien (conservé ainsi), disent les commentaires.</i>, salle de bain située dans le sanctuaire (le 2e bain devant avoir lieu en une place sainte). On étendait un drap de lin entre lui et le peuple. Il se lavait les mains et les pieds (avant de toucher seulement aux vêtements), et puis se déshabillait. Selon R. Meir, après s’être déshabillé (après ce contact), il se lavait les mains et les pieds, puis descendait se baigner, remontait et s’essuyait. On lui apportait le costume blanc, qu’il revêtait, puis il se lavait les mains et les pieds."
Mishnah Yoma 3:7,"Le matin, il portait des vêtements de Pélusium, d’une valeur de douze maneh, et l’après-midi des vêtements des Indes<sup>100</sup><i class=""footnote"">Neubauer, Géogr., p. 385.</i>, estimés 800 zouz. Tel est l’avis de R. Meir. Selon les autres sages, il avait le matin un costume d’étoffe de Pélusium, coûtant 18 maneh, et l’après-midi un autre de douze maneh, soit en total une valeur de 30 maneh. Si à cette somme (prise du trésor sacré), il veut en ajouter encore, il le pourra, en prenant de son bien personnel."
Mishnah Yoma 3:8,"Le grand pontife se rendait auprès du taureau particulier à sa personne, placé entre le portique et l’autel, la tête placée au sud et la face tournée vers l’ouest. Le pontife se plaçait à l’orient, tournant les regards vers l’ouest; il appuyait les deux mains sur la victime, et récitait la confession, en ces termes: “O éternel, j’ai été pervers, j’ai péché, j’ai commis des fautes devant toi, moi et ma maison”. O Dieu, pardonne les crimes, les péchés et les fautes, dont je me suis rendu coupable devant toi, moi et ma maison, comme il est écrit dans la loi de Moïse, ton serviteur (ib. 30): car, en ce jour, votre expiation aura lieu, etc.”. A ces mots, l’assemblée répondait: “Loué soit à jamais le nom de son règne glorieux!”."
Mishnah Yoma 3:9,"Le pontife arrivait à l’est du parvis et au nord de l’autel, ayant le président à sa droite et le chef de la section du service à sa gauche. Là étaient les 2 boucs auprès d’une urne, calph, contenant les 2 sorts sur tablettes en bois d’ébène, fabriquées en or par le pontife Ben-Gamala. Aussi, l’on rappelle son nom avec éloge."
