1:8, ""@45{$}(ה)@46 משל למלך. המשל הזה מובא בסנהדרין ל"ט רע"ב. ועיין בפירש"י שם. 
""12:63, ""@45{$}(סא)@46 מלמד שהבריקה לפניהם כשמש. תנחומא לך. כיון שדחקו עליו פתח את התבה וראו אותה כחמה זורחת. 
""12:64, ""@45{$}(סב)@46 ר' עזריה. ב"ר פ"מ. ילקוט רמז ס"ז. 
""12:65, ""@45{$}(סג)@46 מתעלה היתה והולכת. בב"ר פ"מ וילקוט שם ר' יוחנן אמר מתעלה והולכת וכו' ועי' ביפ"ת. 
""12:66, ""@45{$}(סד)@46 אמרו אין זו ראויה אלא לפלטין. וכן הביא רש"י עה"ת הללוה ביניהם לומר הגונה זו למלך. 
""12:67, ""@45{$}(סה)@46 כדרך שנאמר באברהם. ב"ר פ"מ. ילקוט רמז ס"ט. 
""12:68, ""@45{$}(סו)@46 ובישראל כתיב כי כבד הרעב בארץ וירדו אבותינו מצרימה. וכ"ה בכ"י פלארענץ. הכתוב כי כבד הרעב בארץ כתיב ג"כ באברהם. והוא סוף הפסוק מן ויהי רעב בארץ. רק יש לתקן שצ"ל ובישראל כתיב כי זה שנתים הרעב בקרב הארץ (בראשית מ"ה ו'). ואח"כ הביא כתוב אחר וירדו אבותינו מצרימה (במדבר כ' ט"ו). והוא נגד וירד אברם מצרימה. ונאמר לנכון בב"ר שם. או צ"ל ובישראל כתיב והרעב כבד בארץ (בראשית מ"ג א'). 
""12:69, ""@45{$}(סז)@46 כל מי שהוא בא. ב"ר ריש פמ"א. ילקוט רמז ס"ט. 
""12:70, ""@45{$}(סה)@46 זו מכת ראתן. ב"ר פמ"א. ילקוט רמז ס"ט. ורש"י עה"ת בשם ב"ר. ובכ"י פלארענץ בטעות רותם. 
""12:71, ""@45{$}(סט)@46 מיני צרעת הוא. וכן בכ"י פלארענץ הוספת המחבר לבאר מלת ראתן. ועי' ערוך ערך ראתן. 
""12:72, ""@45{$}(ע)@46 א"ר אתא. ב"ר וילקוט שם. ורש"י עה"ת. 
""12:73, ""@45{$}(עא)@46 א"ר לוי.ב"ר וילקוט שם.ועי' בתנחומא לך באותה שעה ירד מלאך מן השמים ושרביט בידו כו' .
""12:74, ""@45{$}(עב)@46 רמז רמז לו כו'. בכ"י פלארענץ הגירסא רמז רמז לו שעתידין ישראל לצאת ממנו בזה הדבר קומו צאו מתוך עמי. 
""13:4, ""@45{$}(ר)@46 מכאן ארז"ל. ערכין ט"ז ע"ב. ובגמרא שם תראה שמוסב על הכתוב עד המקום אשר שם אהלו בתתלה כי ז"ל מנין שלא ישנה אדם באכסניא שלו מן התורה שנא' עד המקום אשר היה שם אהלו בתחלה. ובגמרא שם מובא בטעות אל המקום. וז"ל עד המקום. 
""13:6, ""@45{$}(ה)@46 זו תפלה. עיין סנהדרין מ"ד ע"ב. 
""13:7, ""@45{$}(ו)@46 ותחת שהיה ללוט עזר. עיין ב"ר פמ"א. וילקוט רמז ע'. 
""13:8, ""@45{$}(ז)@46 הנביאים חתמו גזר דינם. עיין ב"ר פמ"א וילקוט רמז ע' שחושב גם ישעיה וירמיה. 
""13:9, ""@45{$}(ח)@46 ר' טובי' בר יצחק. ב"ר וילקוט שם. ועיין יבמות ס"ג ע"א וברש"י שם רות המואבית ונעמה העמונית יצאו מהם מלכים ונביאים נעמה אמו של רחבעם ויצאה ממנה חזקיה ואסא ויהושפט דהוו צדיקים גמורים וישעיה נביא עכ"ל. 
""13:10, ""@45{$}(ט)@46 ר' ברכי'. ב"ר פמ"א. ילקוט רמז ע'. ועיין פסיקתא רבתי פסקא ג' אות ג'. 
""13:11, ""@45{$}(י)@46 זמומה. זמם היה נותן בפיהם כדי שלא ירעו בשדות אחרים. 
""13:12, ""@45{$}(יא)@46 לכך נאמר והכנעני והפרזי אז יושב בארץ. עיין פסיקתא רבתי פסקא ג' אות ג' א"ר יהודה ב"ר סימון קרא סופו של פסוק והכנעני וגו' מה הדבר הזה כו' ע"ש. 
""13:13, ""@45{$}(יב)@46 ר' עזרי'. ב"ר שם ופסיקתא רבתי שם. וילקוט רמז ע'. 
""13:14, ""@45{$}(יב)@46 מלמד. ב"ר שם וילקוט שם. 
""13:15, ""@45{$}(יג)@46 מה פרדה זו. ב"ר שם וילקוט שם. ופסיקתא רבתי פ"ג. ושם הוא בשם ר' חלבו הבדל נא אין כתיב כאן אלא הפרד. 
""13:16, ""@45{$}(יד)@46 לא אמר ואשמאלה. ב"ר שם. ועיין במ"כ. 
""13:17, ""@45{$}(טו)@46 כאדם שאומר לחבירו. ב"ר שם א"ר יוחנן לשני אדם. 
""13:18, ""@45{$}(טז)@46 א"ר יוסי. ב"ר פמ"א. ובנזיר כ"ג ע"א בשם ר' יוחנן. ובילקוט רמז ע' מובא ג"כ בשם ר' יוחנן ולא נרשם בצדו שהוא מגמרא נזיר. ובכ"י פלארענץ חסרים המלות "בר חנינא". 
""13:19, ""@45{$}(יז)@46 וכמו וירא אותה שכם. הוא ראיה על מלת וירא. והוא מגמרא נזיר שם. ובכ"י פלארענץ ראיתי שנאמר לנכון וירא כמו וירא אותה שכם. 
""13:20, ""@45{$}(יח)@46 דכתיב נותני לחמי. כ"ה בגמרא שם. אבל בב"ר שם מובא הכתוב והשקה את האשה. ובילקוט רמז ע' הביא ב' הנוסחאות ביחד מגמרא ומדרש. וז"ל כי כלה משקה המד"א נותני לתמי וגו'. ד"א כי כלה משקה. כד"א והשקה את האשה. 
""13:21, ""@45{$}(יט)@46 כגן ה' כו'. ב"ר שם. וילקוט שם. ורש"י עה"ת. 
""13:22, ""@45{$}(יט)@46 מכאן אמרו כל הפורש מן הצדיק. מקורו בזבחים י"ג ע"א שאמר ר"ט לר"ע כל הפורש ממך כפורש מחייו וכ"ה בקדושין ס"ו ע"ב ירושלמי תרומות פ"ח ה"ב. תוספתא דמס' קרבנות פ"א. מקואות ספ"א. ספרא ויקרא דנדבה פרשה ד'. 
""13:23, ""@45{$}(כ)@46 נסע מקדמונו. ב"ר שם. וילקוט שם. ורש"י עה"ת. 
""13:24, ""@45{$}(כא)@46 א"ר אסי. וכ"ה בכ"י פלארענץ ובב"ר פמ"א הגי' א"ר אסי. עיין תוספתא שבת ספ"ח והמלות "אין לך בכרכיס" הוספתי כמו שהוא בב"ר. 
""13:25, ""@45{$}(כב)@46 אמר דוד זכר צדיק לברכה ושם רשעים ירקב. צ"ל אמר שלמה כי הפסוק במשלי כתיב. 
""13:26, ""@45{$}(כב)@46 וכן הוא אומר וכו' וכי רשע טוב עי' קדושין מ' ע"א. 
""13:27, ""@45{$}(כג)@46 שהיו תומסין כו' .הוא בב"ר פמ"א.וסנהדרין ק"ט ע"א. ובגמרא שם מובאים הראיות מן הכתובים שהביא המחבר. ועי' עוד בירושלמי סנהדרין פ"י סה"ג.
""13:28, ""@45{$}(כד)@46 מה עפר.שם. 
""13:29, ""@45{$}(כה)@46 ד"א מה עפר הארץ מכלה.ב"ר שם.
""13:30, ""@45{$}(כו)@46 ד"א עשוי דייש. ב"ר שם. 
""13:31, ""@45{$}(כז)@46 הוא שאמרו רז"ל. ב"ב ק' ע"א.ב"ר סוף פמ"א. ומובא בילקוט רמז ע"א. 
""13:32, ""@45{$}(כח)@46 כמו הסעת האהל כו'. כדרך כל פעל הנגזר מן השם כמו *דשן*. ועי' בת"ב פרשה עקב על פסוק לא תערוץ מפניהם שכתב לפי שיש במקרא הדומין במקרא ואין פירושם אחד כמו ויאהל אברהם נטה אהלו שנאמר ויאהל עד סדום שהסיע לוט את אהלו ולא נטה כו' והן מי"ג מדות שהתורה נדרשת וכו' עכ"ל. 
""14:24, ""@45{$}(כג)@46 והלא לא היה עדיין עמלק. ב"ר שם. 
""14:25, ""@45{$}(כד)@46 בעין גדי דתמריא. ב"ר שם. ור"ל הנקראת כעת עין גדי כמ"ש בדה"ב כ' ב' בחצצון תמר הוא עין גדי. וזה כוונת רש"י בחצצון תמר. הוא עין גדי מקרא מלא בדה"י ביהושפט עכ"ל. ועל שם התמרים הרבים והטובים אשר קצצו וכרתו שם נקרא חצצון תמר כמ"ש בעל מחקרי ארץ.
""14:26, ""@45{$}(כה)@46 בירן בירן. ת"א וב"ר שם.
""14:27, ""@45{$}(כה)@46 זה הממון.הוספתי כמו שהוא בכ"י פלארענץ.ובב"ר הגי' ר' יהודה אומר זו עבודה ר' נחמיה אמר אלו הכותבות. ופי' כותבות הוא תמרים שזה היה רוב מאכלם. 
""14:28, ""@45{$}(כו)@46 מה גרם. ב"ר פמ"ב. ילקוט רמז ע"ב. ורש"י עה"ת. 
""14:29, ""@45{$}(כז)@46 ר' יהודה כו' ור' נחמיה.ב"ר פמ"ב. ילקוט רמז ע"ג. 
""14:30, ""@45{$}(כח)@46 ד"א שהוא מעבר הנהר.הוא דעת רבנן שם. ומובא ברש"י עה"ת. 
""14:31, ""@45{$}(כט)@46 ר' יהודה אומר. ב"ר פמ"ב. וילקוט רמז ע"ג. 
""14:32, ""@45{$}(ל)@46 שהיה דומה לו.בילקוט רמז ע"ג מובא בשם ב"ר פמ"ב כי נשבה אחיו וכי אחיו היה אלא קלסתר פניו היה דומה לו ע"כ. וזה ליתא בב"ר לפנינו רק הוא בב"ר פמ"א על כי אנשים אחים אנחנו וכי אחים היו אלא שהיה קלסתר פניו דומה לו. וכן הביא המחבר בפסוק שם. 
""14:33, ""@45{$}(לא)@46 חניכו כתיב. ר"ל אף שבקרא כתיב חניכיו קרי ביה תניכו וזה אליעזר. וכן ברש"י עה"ת הביא כן חניכיו חניכו כתיב זה אליעזר שחנכו למצות והוא לשון התחלת כניסת האדם או כלי לאומנות שהוא עתיד לעמוד בה וכן חנוך לנער עכ"ל. ועי' במנחת שי שמתמה על רש"י ואמר כי לא ראה בשום מדרש חנכו רק חניכיו ע"ש. אולם לא ראינו אינה ראיה. ובודאי הוציא רש"י ז"ל וגם רבינו טוביה מאיזה מדרש אולי מהילמדנו הנאבד מאתנו. וכוונתם קרי ביה חניכו. ומצאנו הרבה דרשות כאלה. 
""14:34, ""@45{$}(לב)@46 ששמו עולה למנין שי"ח. נדרים ל"ב ע"א וע"ש ברש"י. תנחומא לך. ורש"י עה"ת. ב"ר פמ"ב ופמ"ד. ופדר"א פכ"ז. וילקוט רמז ע"ג. ובפסיקתא פסקא דהעומר ע' ע"ב ובהערה ל"ה. 
""14:35, ""@45{$}(לג)@46 כמו הרק חנית. ב"ר שם בכלי זיין הוריקן המד"א והרק חנית. וכן ת"א וזריז וכן מובא ברש"י עה"ת. 
""14:36, ""@45{$}(לד)@46 כיון שהגיע אותו צדיק. סנהדרין צ"ו ע"א. תנחומא לך אות י"ג. ורש"י עה"ת. 
""14:37, ""@45{$}(לה)@46 יש אם למקרא. ר"ל כי בתחלה הביא חניכו כתיב. כתב שיש גם אם למקרא חניכיו לשון רבים והם ענר אשכול וממרא. 
""14:38, ""@45{$}(לו)@46 הוא הלילה. ב"ר פמ"ג ושם הוא בש"ר תנחומא. וכן נשנה בפסיקתא פסקא ויהי בחצי הלילה דף ס"ג ע"ב. ובפדר"א פכ"ז. ומובא בילקוט רמז ע"ג בשם ב"ר. 
""14:39, ""@45{$}(לז)@46 היה ראוי לומר. ב"ר פמ"ג. וילקוט שם. וכי יש אדם רודף הרוגים. 
""14:40, ""@45{$}(לח)@46 א"ר פנחס. ב"ר שם. ובילקוט שם בלי שם האומר. 
""14:41, ""@45{$}(לט)@46 זה שם בן נח. עי' ב"ר פנ"ו. שם קרא אותו שלם. שנא' ומלכי צדק מלך שלם והיינו שם בן נח. ועי' נדרים ל"ב ע"ב וברש"י שם. וכן בפדר"א פכ"ז וכן רש"י עה"ת הביא כן בשם מדרש אגדה. וכן הרד"ק עה"ת הביא כן וכתב אמרו בדרש. 
""14:42, ""@45{$}(מ)@46 המקום הזה מצדיק את יושביה. ב"ר פמ"ג. ילקוט רמז ע"ד. 
""14:43, ""@45{$}(מא)@46 ד"א. ב"ר וילקוט שם. 
""14:44, ""@45{$}(מב)@46 ר' יצחק הבבלי. ב"ר פ' מ"ג. וילקוט שם. ובכ"י פלארענץ נשמט מלת "הבבלי". 
""14:45, ""@45{$}(מג)@46 גילה לו תורה. ב"ר וילקוט שם. 
""14:46, ""@45{$}(מד)@46 שנקראת לחם ויין. בב"ר שם סיים שנאמר לכו לחמו בלחמי ושתו ביין מסכתי (משלי ט' ה'). 
""14:47, ""@45{$}(מד)@46 לשון עושה. עי' רש"י עה"ת שכתב קונה כמו עושה שמים וארץ ע"י עשייתו קנאן להיות שלו. וכ"כ הרד"ק בפי' עה"ת. קונה אינו לשון קונה מאחר אלא הרי הוא כאלו אמר עושה. 
""14:48, ""@45{$}(מו)@46 ד"א כו' זה אברהם. עי' ב"ר פמ"ג. וילקוט רמז ע"ד. 
""14:49, ""@45{$}(מז)@46 אשר מיגר כו'. שרש מגן הוראתו מסירה כמו אמגנך ישראל (הושע י"א ח'). וכ"כ רש"י מגן הסגיר וכן אמגנך. וכן כתב הרד"ק בשרשים. 
""14:50, ""@45{$}(מו)@46 יאגר כל אינש. אין זה פסוק בשום מקום וצ"ל ימגר כל מלך ועם די ישלת ידה (עזרא ו' י"ב). 
""14:51, ""@45{$}(מה)@46 רב הונא. ב"ר פמ"ג. 
""14:52, ""@45{$}(מט)@46 שהיפך מגינן. ובכ"י פלארענץ מגיניון. ובב"ר שם הגי' מנגנון והמלה יונית @500 פי' מלאכת תחבולות וערמנות. ודרש מגן לשון ערמה. וגם לפני הרב בעל הערוך היתה הגי' מגנון והביא דברי המדרש בערך מגנון וכתב ס"א מנגנון. והמוספי כתב מגנון ומנגנון אחת היא. 
""14:53, ""@45{$}(נ)@46 ד"א סכסוך המלכים. עי' ב"ר שם ר' יודן אמר כמה מנגנאות עשיתי להביאן תחת ידיך כו' והמרדתו אותם אלו על אלו. ועי' בתנחומא פ' לך אשר מגן צריך מהו מגן מנגנא עשה הקדוש ברוך הוא ומסרן בידיך. והמתבר השמיט לשון זה והציג במקומה סכסוך המלכים. ובכ"י פלארענן ליתא למלות "ד"א מגן צריך" והוא מאמר אחד. 
""14:54, ""@45{$}(נא)@46 בזכות ויתן. ב"ר פמ"ג ילקוט רמז ע"ד. 
""14:55, ""@45{$}(נב)@46 אברהם התחיל במעשרות. עיין לעיל בדברי המחבר בראשית א' א' ובחר אברהם אבינו דור עשירי לנת אשר התחיל במעשרות וע"ש בהערה נ"ז. ומכאן יצא לו להראב"ד בהשגות רפ"ט מה' מלכים שאברהם הוסיף מעשר. וע"ש בכ"מ. 
""14:56, ""@45{$}(נג)@46 בקש ממנו העם. זה ליתא במדרש. ועי' ברש"י עה"ת תן לי הנפש מן השבי שלי שהצלת החזר לי הגופים לבדם עכ"ל. ועי' בתנחומא לך. 
""14:57, ""@45{$}(נד)@46 הרמה זו שבועה. ב"ר פמ"ג. ילקוט רמז ע"ה. 
""14:58, ""@45{$}(נה)@46 ד"א אברהם. ב"ר שם. 
""14:59, ""@45{$}(נו)@46 א"ר אבא בר אמי. בכ"י פלארענץ גם בב"ר שם הגי' בר ממל. 
""14:60, ""@45{$}(נז)@46 מצות ציצית. בב"ר שם וילקוט רמז ע"ו סיים המד"א ונתנו על ציצית הכנף (במדבר ט"ו) ומתרגמינן חוטא דתכלתא. 
""14:61, ""@45{$}(נח)@46 ומצות חליצה. בב"ר שם וילקוט שם סיים המד"א וחלצה נעלו מעל רגלו (דברים כ"ה). ועי' תנחומא לך בשכר שאמרת אם מחוט כו'. ועי' סוטה י"ז ע"א. 
""14:62, ""@45{$}(נט)@46 ד"א תכלת. ב"ר וילקוט שם. ודורש אם מתוט זה חוטי תכלת. ועד שרוך נעל אלו עורות אילם ועורות תחשים שנקרא נעל כמ"ש (יחזקאל ט"ז י') ואנעלך תחש. ועי' פסיקתא רבתי פל"ג. 
""14:63, ""@45{$}(ס)@46 זה הוא שמצינו בדוד. ב"ר סוף פמ"ג. ילקוט לך רמז ע"ו. ורש"י עה"ת סוף פי"ד. 
""14:64, ""@45{$}(סא)@46 א"ר יהודה. בב"ר שם א"ר יודן. 
""14:65, ""@45{$}(סב)@46 כחלק היוצאים במלתמה וכחלק היושבים על הכלים. בקרא כחלק היורד במלחמה וכחלק היושב. וכן בכ"י פלארענץ כחלק היוצאים למלחמה. 
""14:66, ""@45{$}(סג)@46 היוצאים בצבא. בקרא היוצאים לצבא. 
""14:67, ""@45{$}(סד)@46 וישימה דוד לחוק. וכן בכ"י פלארענץ. ובקרא ליתא למלת דוד. 
""14:68, ""@45{$}(סה)@46 כי נשתכחה מצוה זו. זה ליתא בב"ר. 
""14:69, ""@45{$}(סו)@46 כי ענר אשכול. עי' רש"י עה"ת שכתב וז"ל וחלק האנשים אשר הלכו. עבדי אשר הלכו אתי. ועוד ענר אשכול וממרא וגו' אע"פ שעבדי נכנסו למלחמה שנא' הוא ועבדיו ויכס וענר וחביריו ישבו על הכלים לשמור אפילו הכי הם יקחו חלקם. 
""15:23, ""@45{$}(כב)@46 גדולה האמנה. עיין מכילתא בשלח פ"ו. 
