Index Title,Keritot
Keritot 26a:2,"Ferner sagte R. Taḥlipha, Vater des R. Hona, im Namen Rabas: Wenn jemand sich der Geißelung schuldig gemacht hat und der Versöhnungstag vorüber ist, so ist er schuldig. – Selbstverständlich, es ist ja nicht anders als bei denen, die ein Sündopfer oder ein zweifelloses Schuldopfer schulden!? – Man könnte glauben, nur da, weil es eine Geldsache$fn73ist, nicht aber hierbei, wo es sich um eine körperliche [Strafe] handelt, so lehrt er uns. – Wir haben ja aber gelernt: wenn er sich bewußt wird oder er sich nicht bewußt wird, ein Gebot oder ein Verbot!? – Das ist kein Einwand; eines, wenn man ihn gewarnt hat, und eines, wenn man ihn nicht gewarnt hat. – Demnach sollte doch eine Wöchnerin, die im Zweifel$fn74ist, wenn der Versöhnungstag vorüber ist, [das Opfer] nicht bringen, denn der Versöhnungstag hat ihr gesühnt, da es eine Sünde ist, die nur Gott kennt!? R. Hoša͑ja erwiderte: <i>In all ihren Verfehlungen</i>, nicht aber in all ihren Unreinheiten$fn75. – Wie ist es aber nach R. Šimo͑n b. Joḥaj zu erklären, welcher sagt, die Wöchnerin sei eine Sünderin$fn76!? – Die Wöchnerin bringt das Opfer, um Heiliges essen zu dürfen, nicht aber zur Sühne$fn77. R. Aši sprach: Auch wir haben demgemäß gelernt: Eine Frau, die ein zweifelhaftes Geflügel-Sündopfer zu bringen hat, ist, wenn der Versöhnungstag vorüber ist, es nach dem Versöhnungstage zu bringen verpflichtet, weil es sie zum Essen von Schlachtopfern tauglich macht. – Demnach hat der zweifelhaft Aussätzige$fn78, wenn der Versöhnungstag vorüber ist, [das Opfer] nicht zu bringen, da der Versöhnungstag vorüber ist und es eine Sünde ist, die nur Gott kennt!? R. Oša͑ja erwiderte: <i>In all ihren Verfehlungen</i>, nicht aber in all ihren Unreinheiten. – R. Šemuél b. Naḥman sagte ja aber im Namen R. Jonathans, der Aussatz komme über einen wegen sieben Vergehen$fn79!? – Der Aussätzige bringt das Opfer nicht zur Sühne, sondern um Heiliges essen zu dürfen. – Demnach sollte der im Zweifel$fn80befindliche Naziräer$fn78, wenn der Versöhnungstag vorüber ist, das Opfer nicht bringen, denn es ist eine Sünde, die nur Gott kennt!? R. Oša͑ja erwiderte: <i>In all ihren Verfehlungen</i>, nicht aber in all ihren Unreinheiten. – Wie ist es aber nach R. Elea͑zar b. Haqappar zu erklären, welcher sagt, der Naziräer sei ein Sünder$fn81!? – Der Naziräer bringt das Opfer nicht zur Sühne, sondern um Heiliges essen zu dürfen$fn82. – Demnach sollte die Ehebruchsverdächtigte, [über deren Vergehen] ein Zweifel besteht, wenn der Versöhnungstag vorüber ist [das Opfer] nicht bringen, weil der Versöhnungstag es gesühnt hat, denn es ist eine Sünde, die nur Gott kennt!? R. Hoša͑ja erwiderte: <i>In all ihren Verfehlungen</i>, nicht aber in all ihren Unreinheiten$fn83. Abajje erwiderte: Der Buhle kennt sie. Raba erwiderte: Die Ehebruchsverdächtigte bringt das Opfer zur Aufklärung der Sünde. – Demnach sollte das genickbrochene Kalb, wenn der Versöhnungstag vorüber ist &amp;c.!? Abajje erwiderte: Der Totschläger kennt [die Sünde]. Raba erwiderte: Die Schrift sagt: $fn84<i>und dem Lande wird keine Sühne für das Blut, das darin vergossen worden ist &amp;c</i>. R. Papa erwiderte: Die Schrift sagt:$fn85<i>vergib deinem Volke Jisraél &amp;c</i>. Dieses möge allen Auszüglern$fn86aus Miçrajim Sühne schaffen. – Jetzt nun, wo du erklärt hast, eine Sünde, die nur Gott kennt, sühne der Versöhnungstag, sollte er doch, auch wenn er sich nach dem Versöhnungstage bewußt wird, kein Sündopfer bringen!? R. Zee͑ra erwiderte: Dies kannst du nicht sagen, denn die Schrift spricht vom Bewußtwerden beim Sündopfer$fn87, beim Fürsten und bei der Gemeinde$fn88. – Aber dies ist ja bei allen nötig!? Hätte die Schrift es nur beim einzelnen geschrieben, so wäre vom einzelnen auf jene nicht zu folgern, denn man könnte einwenden: wohl gilt dies bei einem einzelnen, der nur ein Weibchen als Opfer zu bringen$fn89hat. Und hätte sie es nur beim Fürsten geschrieben, so wäre vom Fürsten auf den einzelnen nicht zu folgern, denn man könnte einwenden: wohl gilt dies vom Fürsten, der beim Zeugenaufrufe$fn90nicht einbegriffen ist, während es beim einzelnen auch wegen des Zeugenaufrufes erfolgt; auch wäre vom Fürsten auf die Gemeinde nicht zu folgern, denn man könnte einwenden: wohl gilt dies vom Fürsten, der auch ein Weibchen als Opfer$fn91[zu bringen] hat. Und wenn sie es nur bei der Gemeinde geschrieben hätte und man von dieser auf einen einzelnen und den Fürsten folgern wollte, so könnte man einwenden: wohl gilt dies von der Gemeinde, die schuldig ist, nur bei Entfallen der Sache und Versehen bei der Tat$fn92. – Wenn auch vom Bewußtwerden bei einem nicht auf die anderen zu folgern ist, so könnte doch vom Bewußtwerden bei zweien auf einen gefolgert werden: die Schrift sollte das Bewußtwerden beim einzelnen nicht geschrieben, und man würde vom Fürsten und von der Gemeinde auf diesen gefolgert haben!? – Man könnte einwenden: wohl gilt dies vom Fürsten und von der Gemeinde, die beim Zeugenaufrufe nicht einbegriffen sind, während es beim einzelnen auch wegen des Zeugenaufrufes erfolgt. – Sollte die Schrift das Bewußtwerden bei der Gemeinde nicht geschrieben haben, und man würde vom Bewußtwerden beim einzelnen und beim Fürsten auf diese gefolgert haben!? – Man könnte einwenden: wohl gilt dies beim einzelnen und beim Fürsten, die auch ein Weibchen als Opfer [zu bringen] haben, während die Gemeinde kein Weibchen als Opfer [zu bringen] hat. – Sollte sie es beim Fürsten nicht geschrieben haben, und man würde es vom Bewußtwerden beim einzelnen und bei der Gemeinde gefolgert haben, denn wenn man einwenden wollte, weil sie bei der Aufforderung nicht einbegriffen sind, so ist vom einzelnen [das Entgegengesetzte] zu beweisen, bei dem es auch wegen der Aufforderung erfolgt; und wenn [man einwenden wollte], weil er auch ein Weibchen als Opfer [zu bringen] hat, so ist von der Gemeinde [das Entgegengesetzte] zu beweisen, die kein Weibchen als Opfer [zu bringen] hat. Diese sind schuldig, nur wenn sie sich bewußt werden; wozu ist nun [die Nennung] des Bewußtwerdens beim Fürsten nötig!? Da dies nun an sich nicht nötig ist, weil es vom einzelnen und von der Gemeinde zu folgern wäre, so ist es auf das Bewußtwerden nach dem Versöhnungstage zu beziehen, daß auch dann das Sündopfer zu bringen ist. Abajje entgegnete: Würde das Bewußtwerden beim Fürsten nicht geschrieben worden sein, so wäre es vom einzelnen und von der Gemeinde nicht zu folgern, denn man könnte einwenden: wohl gilt dies vom einzelnen und von der Gemeinde, bei denen"
Keritot 26b:1,"keine Veränderung erfolgen kann, während beim Fürsten eine Veränderung erfolgen$fn93kann. Vielmehr, erklärte Abajje, ist es aus folgendem zu entnehmen. Merke, durch [das Wort] <i>Gebote</i>$fn94könnte man es ja vom einen auf den anderen folgern, wozu wird das Bewußtwerden dreimal genannt, beim einzelnen, beim Fürsten und bei der Gemeinde? Da dies nun an sich nicht nötig ist, da es durch [das Wort] <i>Gebote</i> zu folgern wäre, so ist es auf das Bewußtwerden nach dem Versöhnungstage zu beziehen, daß auch dann das Sündopfer zu bringen ist. – Vielleicht ist bei Bewußtwerden nach dem Versöhnungstage das Sündopfer deshalb zu bringen, weil der Versöhnungstag nicht wegen dieser Sünde [allein] da ist, das Schwebe-Schuldopfer, das nur wegen dieser Sünde gebracht wird, sühnt sie auch, sodaß er, wenn er sich bewußt wird, nachdem er das Schwebe-Schuldopfer gebracht hat, kein Sündopfer zu bringen braucht!? Raba erwiderte: Die Schrift sagt:$fn95<i>oder sich bewußt wird</i>, in jedem Falle. – Wozu ist, wo du nun sagst, wenn er sich bewußt wird, bringe er ein Sündopfer, das Schwebe-Schuldopfer nötig!? R. Zera erwiderte: Wenn er$fn96stirbt, stirbt er ohne Sünde. Raba wandte ein: Wenn er stirbt, läutert ihn ja der Tod!? Vielmehr, erwiderte Raba, um ihn vor Züchtigungen zu schützen."
Keritot 26b:2,"W<small>ENN EIN</small> V<small>OGEL</small>-S<small>ÜNDOPFER WEGEN EINES</small> Z<small>WEIFELS GEBRACHT WORDEN IST</small> &amp;<small>C</small>. Rabh sagte: Jedoch sühnt es. – Weshalb ist es demnach zu begraben$fn97!? – Weil es nicht bewacht$fn98wurde. – Wann wurde es nicht bewacht: wenn vorher, so hat es ja gelebt$fn99, und wenn nachher, so bewacht es ja [der Priester]!? – Vielmehr, unsere Mišna spricht von dem Falle, wenn sie sich bewußt wird, daß sie nicht geboren$fn100hat Eigentlich sollte es zur Nutznießung erlaubt$fn101sein, und nur rabbanitisch ist es zu begraben. Die Lehre Rabhs aber bezieht sich auf das folgende: Wenn eine Frau das Vogel-Sündopfer in einem Zweifel gebracht hat, so ist es, wenn sie sich vor dem Kopfabkneifen bewußt wird, daß sie sicher geboren hat, als zweifelloses herzurichten, denn von derselben Art, von der sie es bringt, wenn sie sich nicht bewußt wird, bringt sie es auch, wenn sie sich bewußt wird. Wenn sie sich nach dem Kopfabkneifen bewußt wird, daß sie geboren hat, so sprenge er das Blut und presse das Blut aus, wie Rabh sagt, und es sühnt, und [das Fleisch] ist zum Essen erlaubt. R. Joḥanan aber sagt, es sei zum Essen verboten, mit Rücksicht darauf, man könnte sagen, das wegen eines Zweifels dargebrachte Vogel-Sündopfer dürfe gegessen werden."
Keritot 26b:3,"Levi lehrte übereinstimmend mit Rabh: Wenn das Vogel-Sündopfer wegen eines Zweifels dargebracht worden ist, und sie sich nach$fn102dem Kopfabkneifen bewußt wird, daß sie sicher geboren hat, so sprenge er das Blut und presse das Blut aus, und es sühnt, und [das Fleisch] ist zum Essen erlaubt. Es gibt eine Lehre übereinstimmend mit R. Joḥanan: Wenn ein Vogel-Sündopfer wegen eines Zweifels dargebracht worden ist, und sie sich vor dem Kopfabkneifen bewußt wird, daß sie nicht geboren hat, so ist es profan, oder es ist an eine andere zu verkaufen; wird sie sich vor$fn102 dem Kopfabkneifen bewußt, daß sie sicher geboren hat, so ist es als zweifelloses herzurichten, denn von derselben Art, von der sie es bringt, wenn sie sich nicht bewußt wird, bringt sie es auch, wenn sie sich bewußt wird. Wird sie sich nach dem Kopfabkneifen bewußt, daß sie geboren hat, so ist es sogar zur Nutznießung verboten, denn es wurde von vornherein wegen eines Zweifels gebracht; es hat nun die Sühne des Zweifels vollzogen."
Keritot 26b:4,"<sup>vi</sup><b>W</b><small>ENN JEMAND ZWEI</small> S<small>ELA͑ FÜR EIN</small> S<small>CHULDOPFER</small>$fn103<small>RESERVIERT UND DAFÜR ZWEI</small> W<small>IDDER ZU</small> S<small>CHULDOPFERN GEKAUFT HAT</small>, <small>SO IST</small>, <small>WENN EINER VON IHNEN ZWEI</small> S<small>ELA͑ WERT IST</small>, <small>DIESER ALS</small> S<small>CHULDOPFER DARZUBRINGEN</small>, <small>UND DER ANDERE IST WEIDEN ZU LASSEN</small>, <small>BIS ER EIN</small> G<small>EBRECHEN BEKOMMT</small>, <small>UND ZU VERKAUFEN</small>, <small>UND DAS</small> G<small>ELD FÄLLT DER FREIWILLIGEN</small> S<small>PENDENKASSE ZU</small>. H<small>AT ER DAFÜR ZWEI</small> W<small>IDDER FÜR PROFANE</small> [Z<small>WECKE</small>]$fn104 <small>GEKAUFT</small>, <small>VON DENEN EINER ZWEI</small> S<small>ELA͑ WERT IST UND EINER ZEHN</small> Z<small>UZ</small>$fn105 <small>WERT IST</small>, <small>SO IST</small>, <small>DER ZWEI</small> S<small>ELA͑ WERT IST</small>, <small>ALS</small> S<small>CHULDOPFER</small>$fn106<small>DARZUBRINGEN UND DER ANDERE</small> [<small>ALS</small> E<small>RSATZ</small>] <small>FÜR DIE</small> V<small>ERUNTREUUNG</small>. W<small>ENN EINEN ALS</small> S<small>CHULDOPFER UND EINEN FÜR PROFANE</small> [Z<small>WECKE</small>], <small>SO IST</small>, <small>WENN DER ZUM</small> S<small>CHULDOPFER BESTIMMTE ZWEI</small> S<small>ELA͑ WERT IST</small>, <small>DIESER ALS</small> S<small>CHULDOPFER DARZUBRINGEN UND DER ANDERE WEGEN SEINER</small> V<small>ERUNTREUUNG</small>, <small>UND DAZU BRINGE ER EINEN</small> S<small>ELA͑</small>$fn107<small>MIT DEM</small> F<small>ÜNFTEL</small>."
Keritot 26b:5,"GEMARA. Was heißt ‘Veruntreuung’, von der$fn108er im Anfangsatze lehrt: und der andere für die Veruntreuung? Wollte man sagen, der Widder$fn109des Schuldopfers, so müßte man ja annehmen, daß das Fünftel mit dem [Schuldopfer-]Widder zu entrichten sei, während es doch heißt: $fn110<i>und das, wodurch er sich am Heiligtume versündigt hat, ersetze er und füge ein Fünftel dazu</i>, wonach es mit dem Gerauhten zu entrichten ist!? Ferner lehrt er im Schlußsatze: wenn einen als Schuldopfer und einen für profane [Zwecke], so ist, wenn der zum Schuldopfer bestimmte zwei Sela͑ wert, dieser als Schuldopfer darzubringen und der andere wegen seiner Veruntreuung, und dazu bringe er einen Sela͑ mit dem Fünftel, wonach das Fünftel mit dem Gerauhten zu entrichten ist!? – Vielmehr, unter ‘Veruntreutes’ ist zu verstehen, was er vom Heiligtume genossen hat, die zwei Sela͑, die er für das Schuldopfer reserviert, wofür er die zwei Widder für profane [Zwecke] gekauft hat. Der zwei Sela͑ wert ist, den bringe er als Schuldopfer-Widder dar, und der zehn Zuz wert ist, den gebe er [als Ersatz] für das, was er vom Heiligtume genossen hat, das ist das Geraubte$fn111mit dem Fünftel. ‘Veruntreuung’ heißt also das Geraubte. – Du hast also erklärt, ‘Veruntreuung’ im Anfangsatze sei das Geraubte; wie ist nun der Schlußsatz zu verstehen: wenn einen als Schuldopfer und einen für profane [Zwecke], so ist, wenn der zum Schuldopfer bestimmte zwei Sela͑ wert ist, dieser als Schuldopfer darzubringen und der andere wegen seiner Veruntreuung, und dazu bringe er einen Sela͑ mit dem Fünftel. Demnach ist unter ‘Veruntreuung’ der Schuldopfer-Widder zu verstehen. Im Anfangsatze nennt er Veruntreuung das Geraubte,"
Keritot 27a:1,"und im Schlußsatze nennt er Veruntreuung den Schuldopfer-Widder!? – Im Anfangsatze, wo der gekaufte$fn112Widder dem Grundbetrage mit dem Fünftel entspricht, nennt er das Geraubte Veruntreuung, im Schlußsatze, wo der gekaufte Widder$fn112nicht dem Grundbetrage mit dem Fünftel$fn113entspricht, nennt er den Schuldopfer-Widder Veruntreuung, und dazu bringe er einen Sela͑ mit dem Fünftel."
Keritot 27a:2,"R. Menasja b. Gada fragte: Kann man Sühne erlangen mit einer Vereinigung$fn114von Fünfteln? Sagen wir: wenn du auch sagst, man könne Sühne erlangen mit dem Zuwachs des Heiligen, so gilt dies vielleicht nur deshalb, weil$fn115man sich damit bemüht hat, hierbei aber, wo man sich damit nicht bemüht hat, erlangt man keine Sühne; oder aber: wenn du auch sagst, man könne keine Sühne erlangen mit dem Zuwachs des Heiligen, so gilt dies vielleicht nur deshalb, weil man [den Zuwachs] nicht reserviert$fn116hat, bei der Vereinigung von Fünfteln aber$fn117hat man ihn reserviert, und man erlangt damit Sühne. Sie fragten nämlich, ob man mit dem Zuwachs des Heiligen Sühne erlange oder nicht. – Komm und höre: Wenn jemand zwei Sela͑ für ein Schuldopfer reserviert und dafür zwei Widder zu Schuldopfern gekauft hat, so ist, wenn einer von ihnen zwei Sela͑ wert ist, dieser als sein Schuldopfer darzubringen, und der andere ist weiden zu lassen, bis er ein Gebrechen bekommt, und zu verkaufen, und das Geld fällt der freiwilligen Spendenkasse zu. Doch wohl, wenn er einen Widder für vier [Zuz] gekauft hat, und er an Wert zugenommen hat und acht wert ist. Hieraus ist somit zu entnehmen, daß man mit dem Zuwachs des Heiligen Sühne erlange. – Nein, dies gilt von dem Falle, wenn der Hirt ihm billiger verkauft hat. – Komm und höre: Hat er einen Widder um einen Sela͑ gekauft und ihn gemästet und auf zwei gebracht, so ist er tauglich. Hieraus ist somit zu entnehmen, daß man mit dem Zuwachs des Heiligen Sühne erlange. – Nein, anders ist es, wenn er ihn gemästet hat, denn er hat ja acht [Zuz] aufgewendet. – Komm und höre: Wenn er einen Widder um einen Sela͑ gekauft hat und er zwei wert ist, so ist er tauglich. – Dies ebenfalls in dem Falle, wenn er ihn gemästet hat. – Demnach ist es ja der Anfangsatz!? – Der Anfangsatz spricht von dem Falle, wenn er ihn um vier gekauft und ihn um weitere vier aufgewertet hat, sodaß er acht aufgewendet hat, und der Schlußsatz spricht von dem Falle, wenn er den Widder um vier gekauft und ihn für drei aufgewertet hat, und er jetzt acht wert ist. – Wie ist demnach der Schlußsatz zu erklären: und er ersetze einen Sela͑; er hat ja sieben [Zuz] ausgegeben$fn118!? – Unter ersetzen ist zu verstehen die Ergänzung zum Sela͑. – Wenn er der Ansicht ist, man könnte mit dem Zuwachs des Heiligen keine Sühne erlangen, so nützt es ja nicht, daß er die Ergänzung zum Sela͑ zahlt, es muß ja ein Widder von zwei Sela͑ sein, was hierbei nicht der Fall ist!? – Er ist tatsächlich der Ansicht, man könne Sühne erlangen mit dem Zuwachs des Heiligen. – Demnach sollte er doch die Ergänzung zum Sela͑ nicht geben müssen!? – Er muß die Ergänzung zum Sela͑ deshalb geben, weil zu berücksichtigen ist, man könnte glauben, ein Widder, der keine zwei Sela͑ wert ist, schaffe Sühne. – Wie bleibt es damit? – Komm und höre: War er bei der Absonderung einen Sela͑ wert und bei der Sühne zwei Sela͑, so hat man seiner Pflicht nicht genügt."
Keritot 27a:3,"R. Elea͑zar$fn119fragte: Erlangt man Sühne mit dem Zuwachs des Heiligen oder nicht? Da sprach R. Joḥanan: So viele Jahre lebte dieser unter uns, und er hat von mir diese Halakha nicht gehört. – Demnach sagte es R. Joḥanan? – Allerdings, und zwar sagte er es in Bezug auf folgende Lehre: Das Junge des Dankopfers, sein Eingetauschtes und das anstelle eines abhandengekommenen Dankopfers wiederum abgesonderte benötigen nicht der Brote$fn120. Hierzu ließ R. Ḥanina im Namen R. Joḥanans sagen: Dies nur nach$fn121der Sühne, nur dann benötigt das Junge nicht der Brote, vor der Sühne aber benötigt es wohl der Brote. Demnach ist er der Ansicht, man erlange Sühne mit dem Zuwachs des Heiligen."
Keritot 27a:4,"R. Elea͑zar fragte: Kann Lebendes verdrängt$fn122werden oder nicht? Da sprach R. Joḥanan: So viele Jahre lebte dieser unter uns, und er hat von mir diese Halakha nicht gehört. – Demnach sagte es R. Joḥanan? – Allerdings. R. Joḥanan sagte nämlich: Wenn das Vieh zwei Gesellschaftern gehört hatte und einer die Hälfte geweiht hat, dann die andere Hälfte gekauft und sie ebenfalls geweiht hat, so ist es heilig und darf nicht dargebracht$fn123werden; es kann umgetauscht werden und das Eingetauschte gleicht diesem selber. Hieraus ist dreierlei zu entnehmen. – Es ist zu entnehmen, daß Lebendes verdrängt werden kann, denn er lehrt, es sei nicht darzubringen; es ist zu entnehmen, daß die Heiligkeit des Geldwertes verdrängt werden kann, denn er lehrt, das Eingetauschte gleiche diesem selber; und es ist zu entnehmen, daß es beim Geldwerte eine Verdrängung gebe, denn er lehrt, es sei heilig, doch wohl der Geldwert."
Keritot 27a:5,"R. Elea͑zar fragte: Wie ist es, wenn Lämmer billiger geworden sind: sagen wir, [erforderlich sei:]$fn124<i>das beste eurer Gelübde</i>, was hierbei der Fall ist, oder aber [erforderlich sei:]$fn125<i>im Werte von Šeqalim</i>, was hierbei nicht der Fall ist? Da sprach R. Joḥanan: So viele Jahre lebten wir im Lehrhause, und wir haben diese Halakha nicht gehört. – Etwa nicht, R. Joḥanan sagte ja im Namen des R. Šimo͑n b. Joḥaj: Die Tora hat bei [den Opfern] der der Sühne Bedürftigen$fn126deshalb keinen Wert festgesetzt, weil, wenn Lämmer billiger werden sollten, es für sie kein Mittel geben würde, Heiliges essen zu dürfen. – Lies: wir haben diese Halakha nicht gelehrt. – Aber R. Zera b. Ada wiederholte ja vor ihm alle dreißig Tage sein Studium!? – Lies: nach dieser Halakha wurde bei uns im Lehrhause nicht verlangt."
Keritot 27a:6,"Der Text. R. Joḥanan sagte im Namen des R. Šimo͑n b. Joḥaj: Die Tora hat bei [den Opfern] der der Sühne Bedürftigen deshalb keinen Wert festgesetzt, weil, wenn Lämmer billiger werden sollten, es für sie kein Mittel geben würde, Heiliges essen zu dürfen. Abajje wandte ein: Demnach sollte doch für das Sündopfer wegen Talg[genusses]$fn127ein Wert festgesetzt worden sein, denn dieses wird ja zur Sühne dargebracht, und nicht um Heiliges essen zu dürfen!? Raba wandte ein: Demnach sollte doch für das Schuldopfer des Naziräers ein Wert festgesetzt worden sein, denn dieses wird zur Aufhebung$fn128dargebracht!? R. Joḥanan sagte nämlich im Namen des R. Šimo͑n b. Joḥaj: Du hast nichts, was zur Aufhebung kommt, außer dem Schuldopfer des Naziräers. – Ein Einwand."
Keritot 27a:7,"<sup>vii</sup><b>W</b><small>ENN JEMAND SEIN</small> S<small>ÜNDOPFER ABGESONDERT HAT UND GESTORBEN IST</small>,"
Keritot 27b:1,"<small>SO DARF SEIN</small> S<small>OHN ES NICHT SEINERSTATT</small>$fn129<small>BRINGEN</small>. M<small>AN DARF ES FERNER NICHT VON EINER</small> S<small>ÜNDE FÜR EINE ANDERE</small> S<small>ÜNDE BRINGEN</small>; <small>SELBST WENN MAN EINES ABGESONDERT HAT WEGEN</small> T<small>ALGES</small>, <small>DEN MAN GESTERN GEGESSEN HAT</small>, <small>DARF MAN ES NICHT BRINGEN WEGEN</small> T<small>ALGES</small>, <small>DEN MAN HEUTE GEGESSEN HAT</small>, <small>DENN ES HEISST</small>: $fn95<i>sein Opfer &amp;c. wegen seiner Sünde</i>, <small>SEIN</small> O<small>PFER MUSS AUF DEN</small> N<small>AMEN DIESER</small> S<small>ÜNDE SEIN</small>."
Keritot 27b:2,"GEMARA. Woher dies? – Die Rabbanan lehrten: <i>Sein</i>$fn130<i>Opfer</i>; man genügt seiner Pflicht nur mit seinem Opfer, nicht aber mit dem Opfer seines Vaters. Man könnte glauben, man genüge seiner Pflicht nicht mit dem von seinem Vater wegen einer leichten [Sünde] abgesonderten Vieh bei einer schweren, oder wegen einer schweren bei einer leichten, wohl aber genüge man seiner Pflicht mit dem von seinem Vater wegen einer leichten [Sünde] abgesonderten Opfer bei einer leichten, oder wegen einer schweren bei einer schweren, so heißt es [wiederum] <i>sein Opfer</i>, man genügt seiner Pflicht mit seinem Opfer, nicht aber genügt man seiner Pflicht mit dem Opfer seines Vaters. Man könnte glauben, man genüge seiner Pflicht nicht selbst mit dem von seinem Vater wegen einer leichten [Sünde] abgesonderten Vieh bei einer leichten, oder einer schweren bei einer schweren, nur wenn er ein Vieh abgesondert hat, wie auch beim Nazirate das Scheren$fn131nicht mit dem von seinem Vater abgesonderten Vieh erfolgen darf, wohl aber genüge man seiner Pflicht mit dem von seinem Vater reservierten$fn132Gelde, selbst wegen einer leichten [Sünde] bei einer schweren, oder wegen einer schweren bei einer leichten, wie auch beim Nazirate das Scheren mit dem von seinem Vater reservierten Gelde erfolgen darf, wenn es unbezeichnet$fn133ist, nicht aber, wenn es bezeichnet ist, so heißt es [wiederum] <i>sein Opfer</i>, man genügt seiner Pflicht mit seinem Opfer, nicht aber genügt man seiner Pflicht mit dem Opfer seines Vaters. Man könnte glauben, man genüge seiner Pflicht nicht einmal mit dem von seinem Vater wegen einer leichten [Sünde] reservierten Gelde bei einer leichten, oder wegen einer schweren bei einer schweren, wohl aber genüge man seiner Pflicht mit einem Opfer, das man selber abgesondert$fn134 hat, sogar bei einer schweren wegen einer leichten oder bei einer leichten wegen einer schweren, so heißt es: <i>sein Opfer &amp;c. wegen seiner Sünde</i>, [das Opfer] muß auf den Namen dieser Sünde sein. Man könnte glauben, man genüge seiner Pflicht nicht mit seinem eigenen Opfer, selbst wegen einer leichten [Sünde] bei einer leichten, oder wegen einer schweren bei einer schweren, nur wenn man das Vieh abgesondert hat, wie man auch, wenn man ein Vieh wegen Talg[genusses] abgesondert und es wegen Blut[genusses] gebracht hat, oder wegen Blut[genusses abgesondert] und wegen Talg[genusses] gebracht hat, keine Veruntreuung$fn135begangen hat und keine Sühne erlangt, wohl aber genüge man seiner Pflicht mit dem Gelde, das man für sich reserviert hat, wegen einer leichten [Sünde] bei einer leichten, oder wegen einer schweren bei einer schweren, oder wegen einer schweren bei einer leichten, oder wegen einer leichten bei einer schweren, wie man auch, wenn man Geld [zu einem Opfer] wegen Talg[genusses] reserviert und man dafür [ein Opfer] wegen Blut[genusses] gebracht hat, oder wegen Blut[genusses reserviert] und dafür [ein Opfer] wegen Talg[genusses] gebracht hat, eine Veruntreuung begangen und Sühne erlangt hat, so heißt es: <i>sein Opfer &amp;c. wegen seiner Sünde</i>, sein Opfer muß auf den Namen seiner Sünde sein. – Was heißt keine Veruntreuung begangen hat und keine Sühne erlangt? R. Šemuél b. Šimi erklärte es vor R. Papa: Er meint es wie folgt: da man dabei keine Veruntreuung begehen$fn136kann, so hat man auch keine Sühne erlangt. Nur deshalb kann man die Bestimmung nicht abändern; wenn man aber bei [reserviertem] Gelde die Bestimmung ändert, begeht man eine Veruntreuung und hat ein Veruntreuungs-Opfer zu bringen, somit könnte man glauben, man dürfe dies auch von vornherein, so lehrt er uns."
