Index Title,Nazir
Nazir 15b:1,"auch nach dem Feste tun, denn wie die dreitägige Trauer die siebentägige$fn152aufhebt, so hebt auch die siebentägige die dreißigtägige auf. Abba Šaúl sagt dies wohl aus dem Grunde, weil er der Ansicht ist, der siebente werde hin und her mitgereclmet$fn153. – Vielleicht ist Abba Šaúl dieser Ansicht nur bei der siebentägigen Trauer, die nur rabbanitisch ist, nicht aber beim Nazirate, das ein Gebot der Tora ist. – Vielmehr, Rahb ist der Ansicht R. Joses, denn es wird gelehrt: R. Jose sagte: Wenn man für eine Flußverdächtige$fn154am zweiten Tage [das Pesaḥopfer] geschlachtet und [das Blut] gesprengt hat, und sie darauf [Fluß] wahrnimmt, so darf sie$fn155davon nicht essen, und sie ist von der Herrichtung des zweiten Pesaḥopfers$fn156frei. R. Jose sagt dies wohl aus dem Grunde, weil er der Ansicht ist, ein Teil des Tages gelte als ganzer$fn157. – Wieso denn, vielleicht aus dem Grunde, weil er der Ansicht ist, sie sei nur von jetzt ab$fn158 unrein. – Ist R. Jose denn dieser Ansicht, es wird ja gelehrt: R. Jose sagte: Wenn man für einen Flußhehafteten, der zweimal [Fluß] wahrgenommen$fn159hat, [das Pesaḥopfer] am siebenten gesclilachtet und [das Blut] gesprengt hat, oder wenn man es für eine Flußverdächtige geschlachtet und gesprengt hat, und sie darauf [Fluß] wahrnehmen, so sind sie, obgleich sie rückwirkend Lager und Sitz$fn160ver unreinigen, von der Herrichtung des zweiten Pesaḥopfers frei. – Rückwirkend erfolgt dies nur rabbanitisch. Dies ist auch einleuchtend; wieso wären sie, wenn man sagen wollte, nach der Tora, von der Herrichtung des zweiten Pesaḥopfers frei!? – Tatsächlich, kann ich dir erwidern, erfolgt die [rückwirkende] Unreinheit nach der Tora, nur haben sie bei der verborgenen Unreinheit$fn161 des Ausflusses erleichtert. Auch R. Ošaja ist der Ansicht, rückwirkend erfolge es$fn162nur rabbanitisch, denn es wird gelelirt: R. Ošaja sagte: Wenn aber [der Flußhehaftete] am siebenten Tage Fluß bemerkt, so sind die vorangehenden$fn163hinfällig. R. Joḥanan sprach zu ihm: Dies sollte nur den einen Tag hinfällig machen. – Wie du es nimmst: macht es hinfällig, so sind ja alle hinfällig, und macht es nicht hinfällig, so ist ja auch dieser Tag nicht hinfällig!? – Lies vielmehr: dies sollte auch diesen Tag nicht hinfällig machen. Jener erwiderte: R. Jose ist deiner Ansicht,"
Nazir 16a:1,"denn dieser sagt, er sei von dann ab unrein. R. Jose sagt ja aber, rückwirkend!? Wahrscheinlich rabbanitisch. – Wieso kann es nach R. Jose, der der Ansicht ist, ein Teil des Tages gelte als ganzer, vorkommen, daß eine richtige Flußbehaftete$fn164ein Opfer darzubringen hat; sobald sie es zur Hälfte des Tages wahrnimmt, gilt ja die andere Hälfte als Tag des Abwartens$fn165!? – Wenn du willst, sage ich: wenn sie drei Tage hinter einander Ausfluß hat, und wenn du willst, sage ich: wenn sie es drei Tage bei Sonnenuntergang wahrnimmt, wo keine Zeit zurückbleibt, die [als Tag] angerechnet werden könnte."
Nazir 16a:2,"<sup>i</sup> <b>W</b>ENN <small>JEMAND GESAGT HAT: ICH WILL</small> N<small>AZIR SEIN, SO SCHERE ER SICH AM EINUNDDREISSIGSTEN</small> T<small>AGE; HAT ER SICH AM DREISSIGSTEN GESCHOREN, SO HAT ER SEINER</small> P<small>FLICHT GENÜGT</small>; [<small>WENN ER ABER GESAGT HAT</small>:] <small>ICH WILL DREISSIG</small> T<small>AGE</small> N<small>AZIR SEIN, SO HAT ER, WENN ER SICH AM DREISSIGSTEN GESCHOREN HAT, SEINER</small> P<small>FLICHT NICHT GENÜGT</small>. <sup>ii</sup> W<small>ENN JEMAND ZWEI</small> N<small>AZIRATE GELOBT HAT, SO SCHERE ER SICH WEGEN DES ERSTEN AM EINUNDDREISSIGSTEN</small> T<small>AGE UND WEGEN DES ANDEREN AM EINUNDSECHZIGSTEN</small> T<small>AGE; HAT ER SICH WEGEN DES ERSTEN AM DREISSIGSTEN GESCHOREN, SO SCHERE ER SICH WEGEN DES ANDEREN AM SECHZIGSTEN; HAT ER SICH ABER AM NEUNUNDFÜNFZIGSTEN GESCHOREN, SO HAT ER SEINER</small> P<small>FLICHT GENÜGT</small>. D<small>IES BEKUNDETE AUCH</small> R. P<small>APJAS</small>: W<small>ENN JEMAND ZWEI</small> N<small>AZIRATE GELOBT UND SICH WEGEN DES ERSTEN AM DREISSIGSTEN GESCHOREN HAT, SO SCHERE ER SICH WEGEN DES ANDEREN AM SECHZIGSTEN, HAT ER SICH ABER AM NEUNUNDFÜNFZIGSTEN GESCHOREN, SO HAT ER SEINER</small> P<small>FLICHT GENÜGT, DENN DER DREISSIGSTE</small> T<small>AG WIRD IHM ANGERECHNET</small>. <sup>iii</sup> W<small>ENN JEMAND GESAGT HAT: ICH WILL</small> N<small>AZIR SEIN, UND AM DREISSIGSTEN</small> T<small>AGE UNREIN WIRD, SO SIND ALLE HINFÄLLIG</small>; R. E<small>LIE͑ZER SAGT, NUR SIEBEN SEIEN HINFÄLLIG</small>. [W<small>ENN ER ABER GESAGT HAT</small>:] <small>ICH WILL DREISSIG</small> T<small>AGE</small> N<small>AZIR SEIN, UND AM DREISSIGSTEN</small> T<small>AGE UNREIN WIRD, SO SIND ALLE HINFÄLLIG</small>. <sup>iv</sup> [W<small>ENN JEMAND GESAGT HAT</small>:] <small>ICH WILL HUNDERT</small> T<small>AGE</small> N<small>AZIR SEIN, UND AM HUNDERTSTEN</small> T<small>AGE UNREIN WIRD, SO SIND ALLE HINFÄLLIG</small>; R. E<small>LIE͑EZR SAGT, NUR DREISSIG SEIEN HINFÄLLIG</small>. W<small>IRD ER AM HUNDERTSTEN</small> T<small>AGE UNREIN, SO SIND DREISSIG</small> T<small>AGE HINFÄLLIG</small>; R. E<small>LIE͑ZER SAGT, NUR SIEBEN SEIEN HINFÄLLIG</small>."
Nazir 16a:3,"GEMARA. W<small>ENN JEMAND GESAGT HAT: ICH WILL</small> N<small>AZIR SEIN, UND AM DREISSIGSTEN</small> T<small>AGE UNREIN WIRD, SO SIND ALLE HINFÄLLIG</small>; R. E<small>LIE͑ZER SAGT, NUR SIEBEN SEIEN HINFÄLLIG</small>. R. Elie͑zer ist der Ansicht, wenn es"
Nazir 16b:1,"nach dem Vollwerden$fn1 erfolgt, seien nur sieben hinfällig."
Nazir 16b:2,"[W<small>ENN ER ABER GESAGT HAT</small>:] <small>ICH WILL DREISSIG</small> T<small>AGE</small> N<small>AZIR SEIN, UND AM DREISSIGSTEN</small> T<small>AGE UNREIN WIRD, SO SIND ALLE HINFÄLLIG</small>. Dagegen streitet R. Elie͑zer nicht, denn dieser hat vollständige [Tage] gelobt."
Nazir 16b:3,"[W<small>ENN JEMAND GESAGT HAT</small>:] <small>ICH WILL HUNDERT</small> T<small>AGE</small> N<small>AZIR SEIN, UND AM HUNDERTSTEN</small> T<small>AGE UNREIN WIRD, SO SIND ALLE HINFÄLLIG</small>; R. E<small>LIE͑ZER SAGT, NUR DREISSIG SEIEN HINFÄLLIG</small>. Alles, wie wir nach Bar Pada und nach R. Mathna$fn2 erörtert haben."
Nazir 16b:4,"<sup>v</sup> <b>W</b><small>ENN JEMAND SICH AUF EINEM</small> B<small>EGRÄBNISPLATZE BEFINDET UND EIN</small> N<small>AZIRAT GELOBT, SO WERDEN IHM, SELBST WENN ER SICH DA DREISSIG</small> T<small>AGE AUFHÄLT, DIESE NICHT ANGERECHNET UND ER BRAUCHT DAS</small> U<small>NREINHEITSOPFER NICHT DARZUBRINGEN</small>$fn3. H<small>AT ER IHN VERLASSEN</small>$fn4 <small>UND WIEDERUM BETRETEN, SO WERDEN SIE IHM ANGERECHNET UND ER MUSS DAS</small> U<small>NREINHEITSOPFER DARBRINGEN</small>. R. E<small>LIE͑ZER SAGT, NICHT, WENN AM SELBEN</small> T<small>AGE</small>$fn5, <small>DENN ES HEISST</small>: $fn6<i>und die früheren Tage sind hinfällig</i>, <small>NUR WENN ES FRÜHERE</small> T<small>AGE</small>$fn7 <small>SIND</small>."
Nazir 16b:5,"GEMARA. Es wurde gelehrt: Wenn jemand sich auf einem Begräbnisplatze befindet und ein Nazirat gelobt, so wird er, wie R. Joḥanan sagt, vom Nazirate erfaßt$fn8, und wie Reš Laqiš sagt, vom Nazirate nicht erfaßt$fn9. R. Joḥanan sagt, er werde vom Nazirate erfaßt, denn er ist der Ansicht, es besteht und schwebt, und sobald es Reinheit findet, erfaßt es ihn. Reš Laqiš aber sagt, er werde vom Nazirate nicht erfaßt; wenn er es wiederholt, so erfaßt es ihn, sonst aber nicht. R. Joḥanan wandte gegen Reš Laqiš ein: Wenn jemand sich auf einem Begräbnisplatze befindet und ein Nazirat gelobt, so werden ihm, selbst wenn er sich da dreißig Tage aufhält, diese nicht angerechnet und er braucht das Unreinheitsopfer nicht darzubringen. Nur das Unreinheitsopfer braucht er nicht darzubringen, wohl aber erfaßt es ihn!? Dieser erwiderte: Bei ihm hat weder das Gesetz von der Verunreinigung noch das Gesetz vom Opfer Geltung$fn10. Er wandte gegen ihn ein: Wenn jemand unrein ist und ein Nazirat gelobt, so ist ihm das Scheren, das Weintrinken und die Verunreinigung an Toten verboten; hat er sich geschoren, Wein getrunken oder sich an Toten verunreinigt, so erhält er die vierzig Geißelhiebe. Einleuchtend ist es, daß er die vierzig Geißelhiebe erhält, wenn du sagst, es erfasse ihn, weshalb aber erhält er die vierzig Geißelhiebe, wenn du sagst, es erfasse ihn nicht!? – Hier wird von dem Falle gesprochen, wenn"
Nazir 17a:1,"er ihn$fn11verlassen und wieder betreten hat$fn12. Er wandte gegen ihn ein: Der Unterschied zwischen einem Unreinen, der ein Nazirat gelobt hat, und einem reinen Nazir, der unrein wurde, besteht nur bierin: einem Unreinen, der ein Nazirat gelobt hat, wird der siebente Tag$fn13angerechnet, und einem reinen Nazir, der sich verimreinigt hat, wird der siebente Tag nicht angerechnet. Wieso wird er ihm angerechnet, wenn du sagst, es erfasse ihn nicht!?"
Nazir 17a:2,"Mar, Sohn des R. Aši, sagte: Alle stimmen überein, daß es ihn$fn14erfasse, und sie streiten nur über die Geißelung$fn15. R. Joḥanan ist der Ansicht, daß er, da es ihn erfaßt, Geißelhiebe erhalte, und Reš Laqiš ist der Ansicht, daß es ihn wohl erfasse, er aber keine Geißelhiebe erhalte. R. Joḥanan wandte gegen Reš Laqiš ein: Wenn jemand sich auf einem Begräbnisplatze befindet und ein Nazirat gelobt, so werden ihm, selbst wenn er sich da dreißig Tage aufhält, diese nicht angerechnet und er braucht das Unreinheitsopfer nicht darzubringen. Nur das Unreinheitsopfer braucht er nicht darzubringen, Geißelhiebe aber erhält er wohl!? – Eigentlich sollte er lehren, daß er keine Geißelhiebe erhalte, da er aber im Schlußsatze lehren will, daß, wenn er ihn verlassen und wiederum betreten hat, sie ihm angerechnet werden und er das Unreinheitsopfer darbringen müsse, so lehrt er im Anfangsatze, daß er das Unreinheitsopfer nicht darzubringen brauche. – Komm und höre: Der Unterschied zwischen einem Unreinen, der ein Nazirat gelobt hat, und einem reinen Nazir, der unrein wird, besteht nur hierin: einem Unreinen, der ein Nazirat gelobt hat, wird der siebente Tag angerechnet, und einem reinen Nazir, der unrein wird, wird der siebente Tag nicht angerechnet. Hinsichtlich der Geißelung aber gleichen sie einander!? Dieser erwiderte: Nein, sie gleichen einander hinsichtlich des Scherens. – Sollte er doch, wenn der eine Geißelhiebe erhält und der andere keine Geißelhiebe erhält, dies lehren!? – Er spricht nur von dem, was ihm dienlich ist, nicht aber von einer Bestrafung. – Komm und höre: Wenn jemand unrein ist und ein Nazirat gelobt, so ist ihm das Scheren, das Weintrinken [und die Verunreinigung an Toten] verboten; hater sich geschoren, Wein getrunken oder sich an Toten verunreinigt, so erhält er die vierzig Geißelhiebe, Dies ist eine Widerlegung."
Nazir 17a:3,"Raba fragte: Wie ist$fn16es, wenn jemand sich auf einem Begräbnisplatze befindet und ein Nazirat gelobt: ist hinsichtlich der Geißelung ein Verweilen$fn17erforderlich oder nicht? – In welchem Falle: wollte man sagen, wenn man zu ihm gesagt$fn18hat, daß er kein Nazirat gelobe, so ist ja kein Verweilen erforderlich; bei einem Nazir$fn19ist das Verweilen deshalb nicht erforderlich, weil man ihn gewarnt$fn20hat, und. auch diesen hat man ja gewarnt. – Vielmehr, wenn er in einer Truhe, einer Kiste oder einem"
Nazir 17b:1,"Schranke hinaufgekommen ist$fn21und jemand das Verdeck entfernt hat; ist das Verweilen nur beim Tempel$fn22erforderlich, nicht aber außerhalb desselben, oder gibt es hierbei keinen Unterschied? – Dies bleibt unentschieden."
Nazir 17b:2,"R. Aši fragte: Benötigt derjenige, der sich auf einem Begräbnisplatze befindet und ein Nazirat gelobt, des Scherens oder nicht? Benötigt nur ein Reiner, der unrein wird, des Scherens$fn23, weil er sein Nazirat verunreinigt hat, nicht aber ein Unreiner, der ein Nazirat gelobt$fn24hat, oder gibt es hierbei keinen Unterschied? – Komm und höre: Wenn jemand sich auf einem Begräbnisplatze befindet und ein Nazirat gelobt, so werden ihm, selbst wenn er sich da dreißig Tage aufhält, diese nicht angerechnet und er braucht das Unreinheitsopfer nicht darzubringen. Nur das Unreinheitsopfer braucht er nicht darzubringen, wohl aber benötigt er des Scherens. – Eben aus diesem Grunde: das Unreinheitsopfer braucht er deshalb nicht darzubringen, weil er des Scherens nicht benötigt$fn25. – Komm und höre: Der Unterschied zwischen einem Unreinen, der ein Nazirat gelobt hat, und einem reinen Nazir, der unrein wird, besteht nur hierin: einem Unreinen, der ein Nazirat gelobt hat, wird der siebente Tag$fn13angerechnet, und einem reinen Nazir, der unrein wird, wird der siebente Tag nicht angerechnet. Hinsichtlich des Scherens aber gleichen sie wohl einander. – Nein, sie gleichen einander hinsichtlich der Geißelung. – Sollte er doch, wenn der eine des Scherens benötigt und der andere des Scherens nicht benötigt, dies lehren!? – Er lehrt vom siebenten Tage und allem, was damit zusammenhängt$fn26. – Komm und höre: Ich weiß nur, daß die Tage seiner Unreinheit$fn27ihm nicht angerechnet werden, woher dies von den Tagen des entschiedenen$fn28Aussatzes? Es ist durch einen Schluß zu folgern: [nach] den Tagen der Unreinheit muß er sich scheren und ein Opfer darbringen und [nach] den Tagen des entschiedenen Aussatzes muß er sich scheren und ein Opfer darbringen, wie nun die Tage der Unreinheit ihm nicht angerechaet werden, ebenso werden ihm die Tage des entschiedenen Aussatzes nicht angerechnet. Nein, die Tage der Unreinheit heben die vorangehenden$fn29auf, daher werden sie ihm nicht angerechnet, die Tage des entschiedenen Aussatzes aber heben die vorangehenden nicht auf, daher sind sie ihm wohl anzurechnen. Ich will dir sagen: wenn sie$fn30demjenigen, der an einem Grabe ein Nazirat gelobt, dessen Haar zum Scheren geeignet ist, nicht angerechnet werden, um wieviel weniger sind ihm die Tage des entschiedenen Aussatzes anzurechnen, während welcher es zum Scheren nicht geeignet$fn31ist. Wahrscheinlich doch das Scheren wegen der Unreinheit$fn32. – Nein, das Scheren der Reinheit$fn33. Dies ist auch einleuchtend; wenn man sagen"
Nazir 18a:1,"wollte, das Scheren wegen der Unreinheit, so benötigen ja auch die Tage des entschiedenen Aussatzes des Scherens$fn34. – Nein, er lehrt es vom Scheren wegen des Nazirates$fn35. – Komm und höre:$fn36<i>Und er sein geweihtes Haupt verunreinigt</i>; die Schrift spricht von einem reinen [Nazir,] der unrein wird; daß er nämlich der Entfernung des Haares und der Darbringung des Vogelopfers benötige, und daß derjenige, der an einem Grabe ein Nazirat gelobt, der Entfernung des Haares und der Darbringung des Vogelopfers nicht benötige. Man könnte nämlich [durch einen Schluß] vom Leichteren auf das Schwerere folgern: wenn ein reiner [Nazir,] der unrein wird, der Entfernung des Haares und der Darbringung des Vogelopfers benötigt, um wieviel mehr benötigt der von vornherein Unreine der Entfernung des Haares und der Darbringung des Vogelopfers. Daher heißt es: <i>und er sein geweihtes Haupt verunreinigt</i>, die Schrift spricht von dem, der rein war und unrein wird. Dieser benötigt der Entfernung des Haares und der Darbringung des Vogelopfers, derjenige aber, der an einem Grabe ein Nazirat gelobt, ist davon befreit. Schließe hieraus."
Nazir 18a:2,"Wer ist der Autor der folgenden Lehre der Rabbanan, daß der Unterschied zwischen einem Unreinen, der ein Nazirat gelobt hat, und einem reinen Nazir, der unrein wird, nur darin bestehe, indem dem Unreinen, der ein Nazirat gelobt hat, der siebente Tag angerechnet, und dem reinen Nazir, der unrein wird, der siebente Tag nicht angerechnet werde? R. Ḥisda erwiderte: Es ist Rabbi, welcher sagt, das in Reinheit [gelobte] Nazirat beginne$fn37erst am achten [Tage], denn wenn man sagen wollte, es sei R. Jose b. R. Jehuda, so sagt er ja, auch das in Reinheit [gelobte] Nazirat beginne schon am siebenten. – Was ist das für [ein Streit zwischen] Rabbi und R. Jose b. R. Jehuda? – Es wird gelehrt: $fn38<i>Und er heilige an diesem Tage sein Haupt</i>, am Tage der Darbringung seiner Opfer$fn39– so Rabbi; R. Jose b. R. Jehuda sagt, am Tage des Scherens$fn40. – Wer ist der Autor der Lehre, daß, wenn ein Nazir wiederholt unrein geworden ist, er nur ein Opfer darbringe? R. Ḥisda erwiderte: Es ist R. Jose b. R. Jehuda, welcher sagt, das in Reinheit [gelobte] Nazirat beginne schon am siebenten. Dies kann in dem Falle vorkommen, wenn er vor$fn41sieben [Tagen] unrein war und am siebenten$fn42wiederum unrein wird; da die für die Darbringung des Opfers geeignete Zeit noch nicht vorüber ist, so braucht er nur ein Opfer darzubringen. Wenn man aber sagen wollte, es sei Rabbi, so ist es ja, wenn er vor sieben [Tagen] unrein war und am siebenten wiederum unrein wird, eine$fn43lange Unreinheit, und wenn er vor acht [Tagen] unrein war und am achten wiederum unrein wird, so hat ja die zur Darbringung des Opfers geeignete Zeit begonnen$fn44. – Was ist der Grund Rabbis? – Die Schrift sagt:$fn45<i>er schaffe ihm Sühne dafür, daß er sich an der Seele vergangen hat</i>, und erst nachher heißt es: <i>und er heilige sein Haupt</i>$fn46. – Und R. Jose b. R. Jehuda!? – Der Schriftvers könnte ja lauten: <i>er heilige sein Haupt</i>, wenn es aber"
Nazir 18b:1,"auch heißt: <i>an diesem Tage</i>, so ist dies, da es nicht auf den achten zu beziehen$fn47ist, auf den siebenten zu beziehen$fn48. – Und Rabbi, es heißt ja: <i>an diesem Tage</i>!? – Rabbi kann dir erwidern: dies besagt, auch wenn er seine Opfer nicht dargebracht$fn49hat. – Was veranlaßt R. Ḥisda, es R. Jose b. R. Jehuda zu addizieren, er kann es ja auf den Fall beziehen, wenn er in der Nacht zum achten unrein geworden$fn50ist, nach Rabbi!? Da er es aber nicht Rabbi addiziert, so ist er wohl der Ansicht, nachts gebe es kein Fehlen der Frist$fn51? R. Ada b. Ahaba erwiderte: Eines hängt vom anderen ab; wenn du sagst, nachts gebe es ein Fehlen der Frist, wonach er erst morgens zur Darbringung des Opfers geeignet ist, so beginnt auch das Nazirat erst morgens, und wenn du sagst, nachts gebe es kein Fehlen der Frist, so beginnt auch das Nazirat der Reinheit schon abends$fn52."
Nazir 18b:2,"Der Text$fn53. Wenn [ein Nazir] vor sieben [Tagen] unrein war und am siebenten wiederum unrein wird, so bringe er nur ein Opfer dar; wenn er aber vor acht [Tagen] unrein war und am achten wiederum unrein wird, so bringe er wegen jeder [Verunreinigung] besonders ein Opfer dar. Er beginne und zähle$fn54sofort$fn55 – so R. Elie͑zer. Die Weisen sagen, ein Opfer wegen aller zusammen, falls er sein Sündopfer noch nicht dargebracht hat; wenn er aber sein Sündopfer dargebracht hat und unrein geworden ist, wiederum ein Sündopfer dargebracht und unrein geworden ist, so bringe er ein Opfer wegen jeder besonders. Hat er sein Sündopfer und nicht sein Schuldopfer dargebracht, so zähle$fn56er. R. Jišmáél, Sohn des R. Joḥanan b. Beroqa, sagt, wie dies von seinem Sündopfer abhängig ist, ebenso sei es von seinem Schuldopfer abhängig$fn57. – Einleuchtend ist die Ansicht R. Elie͑zers, denn die Schrift sagt:$fn58<i>er heilige sein Haupt an diesem Tage</i>, auch wenn er seine Opfer nicht dargebracht hat, ebenso erklären die Rabbanan, [das Wort] <i>diesem</i>, auch wenn er sein Schuldopfer nicht dargebracht hat, wozu aber ist nach R. Jišma͑él [das Wort] <i>diesem</i> nötig!? – Er kann dir erwidern: <i>an diesem</i>, auch wenn er sein Brandopfer$fn59nicht dargebracht hat. – Und die Rabbanan!? – Das Brandopfer braucht nicht besonders ausgeschlossen zu werden, denn es ist nichts weiter als eine Gabe$fn60. – Was ist der Grund der Rabbanan? – Es wird gelehrt:$fn61<i>Er sondere für den Herrn die Tage seines Nazirates ab und bringe ein einjähriges Lamm als Schuldopfer</i>; was lehrt dies? Wir finden bei allen Schuldopfern der Tora, daß es$fn62von diesen abhängt, man könnte somit glauben, daß es auch von diesem abhängig sei, so heißt es:"
