Index Title,Temurah
Temurah 21a:4,"E<small>INGEFÜHRT &amp;C. FEHLERFREI &amp;C</small>. Ich will auf einen Widerspruch hinweisen: Der Sohn des Atitus brachte$fn83Erstgeborene aus Babylonien und man nahm sie von ihm nicht an. R. Ḥisda erwiderte: Das ist kein Einwand; das eine nach R. Jišma͑él und das andere nach R. A͑qiba. Es wird nämlich gelehrt: R. Jose berichtete drei Dinge im Namen von drei Ältesten. R. Jišma͑él sagte: Man könnte glauben, man bringe$fn83den zweiten Zehnten nach Jerušalem und verzehre ihn da. Dies wäre auch durch einen Schluß zu folgern: das Erstgeborene benötigt des Hinbringens nach der Stätte und der Zehnt benötigt des Hinbringens nach der Stätte, wie nun das Erstgeborene gegessen wird, nur wenn der Tempel besteht, ebenso ist der Zehnt zu essen, nur wenn der Tempel besteht. Aber nein, wenn dies vom Erstgeborenen gilt, das des Blutsprengens benötigt und [der Darbringung]$fn84der Opferteile auf dem Altar, sollte dies auch vom Zehnten gelten, bei dem dies nicht der Fall ist; Ich will dir sagen: die Erstlinge$fn85benötigen des Hinbringens nach der Stätte und der Zehnt benötigt des Hinbringens nach der Stätte, wie die Erstlinge zu essen sind, nur wenn der Tempel besteht, ebenso ist der Zehnt zu essen, nur wenn der Tempel besteht. – Wohl gilt dies von den Erstlingen, die des Niederlegens$fn86benötigen, während dies beim Zehnten nicht der Fall ist, daher heißt es:$fn87<i>du sollst essen vor dem Herrn, deinem Gott &amp;c</i>. <i>den Zehnten deines Mostes und deines Öls und die Erstgeborenen deiner Rinder und deiner Schafe</i>; er vergleicht den Zehnten mit dem Erstgeborenen: wie das Erstgeborene gegessen wird, nur wenn der Tempel besteht, ebenso ist der Zehnt zu essen, nur wenn der Tempel besteht. – Sollte doch der Schluß zusammengefaßt werden und durch das Gemeinsame$fn88an ihnen gefolgert werden!? R. Aši erwiderte: Weil man erwidern kann: das Gemeinsame an ihnen ist, daß sie zum Altar gelangen$fn89. – Welcher Ansicht ist er: ist er der Ansicht, die erste Heiligung$fn90galt für die damalige Zeit und für die Zukunft, so sind ja ohne Unterschied sowohl das Erstgeborene als auch der Zehnt hinzubringen, und ist er der Ansicht, die erste Heiligung galt nur für die damalige Zeit und nicht für die Zukunft, so sollte es auch vom Erstgeborenen fraglich$fn91sein? – Tatsächlich ist er der Ansicht, die erste Heiligung galt für die damalige Zeit und nicht für die Zukunft, und hier wird von dem Falle gesprochen, wenn das Blut des Erstgeborenen bei Bestehen des Tempels gesprengt worden ist, worauf der Tempel zerstört wurde und das Fleisch noch vorhanden ist. Da das Blut, wenn es noch vorhanden ist, nicht zu sprengen ist, so ist hinsichtlich"
Temurah 21b:1,"des Fleisches$fn92vom Blute zu folgern, und man folgere hinsichtlich des Zehnten vom Erstgeborenen. – Ist denn beim Heiligen von einander zu folgern, R. Joḥanan sagte ja, in der ganzen Tora kann vom Gefolgerten gefolgert werden, nur nicht beim Heiligen, wobei man nicht vom Gefolgerten folgern kann!? – Der Zehnt ist profan. – Allerdings nach demjenigen, welcher sagt, man richte sich nach dem Gefolgerten, wie ist es aber nach demjenigen zu erklären, welcher sagt, man richte sich nach dem, wovon gefolgert wird!? – Fleisch und Blut sind da selbe$fn93. R. A͑qiba sagte: Man könnte glauben, man bringe zu einer Zeit, wenn der Tempel besteht, das Erstgeborene aus dem Auslande ins Jisraélland und bringe es dar, so heißt es:$fn87<i>du sollst essen vor dem Herrn, deinem Gott &amp;c. den Zehnten deines Getreides, deines Mostes und deines Öls, und die Erstgeborenen deiner Rinder und deiner Schafe</i>; aus Orten, aus denen du den Zehnten des Getreides bringst, bringe auch die Erstgeborenen, und aus Orten, aus denen du den Zehnten des Getreides nicht bringst, bringe auch nicht die Erstgeborenen. Ben A͑zaj sagte: Man könnte glauben, man bringe den zweiten Zehnten herauf und verzehre ihn im ganzen Gesichtskreise$fn94. Dies wäre auch durch einen Schluß zu folgern: das Erstgeborene benötigt des Hinbringens nach der Stätte und der [zweite] Zehnt benötigt des Hinbringens nach der Stätte, wie nun das Erstgeborene nur innerhalb der Mauer gegessen werden darf, ebenso darf der Zehnt nur innerhalb der Mauer gegessen werden. Aber wohl gilt dies vom Erstgeborenen, das des Blutsprengens benötigt und [der Darbringung] der Opferteile auf dem Altar, was aber beim Zehnten nicht der Fall ist. Daher heißt es: <i>du sollst essen vor dem Herrn, deinem Gott &amp;c. den Zehnten deines Getreides, deines Mostes und deines Öls, und die Erstgeborenen deiner Rinder und deiner Schafe</i>; er vergleicht den Zehnten mit dem Erstgeborenen: wie das Erstgeborene nur innerhalb der Mauer gegessen werden darf, ebenso darf der Zehnt nur innerhalb der Mauer gegessen werden. – Was ist ihm da auffallend, daß er sagt: man könnte glauben? – Da gelehrt wird, Šilo$fn95unterscheide sich von Jerušalem nur dadurch, daß man in Šilo Minderheiliges und den zweiten Zehnten im ganzen Gesichtskreise essen durfte, in Jerušalem aber nur innerhalb der Mauer, ebenso Hochheiliges nur innerhalb der Vorhänge, so könnte man glauben, den zweiten Zehnten$fn96auch in Jerušalem im ganzen Gesichtskreise, so lehrt er uns."
Temurah 21b:2,"Andere sagten: Man könnte glauben, das Erstgeborene$fn97, dessen Jahr vorüber ist, gleiche untauglich gewordenen Opfertieren und sei untauglich, so heißt es: <i>den Zehnten deines Getreides, deines Mostes und deines Öls</i>; er vergleicht das Erstgeborene mit dem Zehnten: wie der Zehnt nicht untauglich wird von einem Jahre$fn98zum anderen, ebenso wird das Erstgeborene nicht untauglich von einem Jahre zum anderen. – Woher wissen die Rabbanan$fn99, die hieraus anderes folgern, es hinsichtlich des einen Jahres zum anderen zu entnehmen? – Sie folgern es aus [dem Verse:]$fn100<i>vor dem Herrn, deinem Gott, sollst da es von Jahr zu Jahr essen</i>; dies lehrt, daß das Erstgeborene von einem Jahre zum anderen nicht untauglich wird. – Wofür verwenden die anderen [den Vers:] <i>vor dem Herrn, deinem Gott, sollst du es von Jahr zu Jahr essen</i>? – Für die folgende Lehre: Einen Tag von diesem Jahre und einen Tag vom folgenden Jahre. Dies lehrt, daß das Erstgeborene zwei Tage und eine Nacht gegessen werden darf. – Woher entnehmen jene Rabbanan, daß es zwei Tage und eine Nacht gegessen werden darf. – Die Schrift sagt: $fn101<i>es soll dir wie die Brust der Schwingung sein</i>$fn102."
Temurah 21b:3,"<sup>i</sup> <b>D</b>AS J<small>UNGE EINES</small> S<small>ÜNDOPFERS, DAS</small> E<small>INGETAUSCHTE EINES</small> S<small>ÜNDOPFERS, UND DAS</small> S<small>ÜNDOPFER, DESSEN</small> E<small>IGENTÜMER GESTORBEN IST, SIND VERENDEN ZU LASSEN; DESSEN</small> J<small>AHRESALTER VORÜBER</small>$fn1 <small>IST, DAS ABHANDEN GEKOMMEN WAR UND SICH FEHLERBEHAFTET EINGEFUNDEN HAT, IST, WENN DER</small> E<small>IGENTÜMER BEREITS</small> S<small>ÜHNE ERLANGT HAT, VERENDEN</small>"
Temurah 22a:1,"<small>ZU LASSEN, ES KANN NICHT UMGETAUSCHT WERDEN, ES IST ZUR</small> N<small>UTZNIESSUNG VERBOTEN UND MAN BEGEHT DARAN KEINE</small> V<small>ERUNTREUUNG</small>. W<small>ENN ABER BEVOR DER</small> E<small>IGENTÜMER</small> S<small>ÜHNE ERLANGT HAT, SO IST ES WEIDEN ZU LASSEN, BIS ES EIN</small> G<small>EBRECHEN BEKOMMT, SODANN ZU VERKAUFEN, UND FÜR DEN</small> E<small>RLÖS BRINGE MAN EIN ANDERES: DIESES KANN UMGETAUSCHT WERDEN UND MAN BEGEHT DARAN EINE</small> V<small>ERUNTREUUNG</small>."
Temurah 22a:2,"GEMARA. Weshalb lehrt er sie nicht zusammen$fn2? – Im Anfangsatze ist dies$fn3 ausgemacht, im Schlußsatze ist dies nicht ausgemacht. – Wozu lehrt er dies sowohl [im Traktate] von der Veruntreuung$fn4 und auch [im Traktate] vom Umtausch? – Hier lehrt er dies vom Umtausch, und weil er es vom Umtausch lehrt, lehrt er es auch von der Veruntreuung, und da er beim Umtausch auch von der Veruntreuung lehrt, lehrt er [bei$fn5der Veruntreuung] auch vom Umtausch."
Temurah 22a:3,"Reš Laqiš sagte: Wenn einem Sündopfer das Jahresalter vorüber ist, so betrachte man es als auf einem Begräbnisplatze$fn6 befindlich, und man lasse es weiden. – Wir haben gelernt: Dessen Jahresalter vorüber ist, das abhanden gekommen war und sich fehlerbehaftet eingefunden hat, ist, wenn der Eigentümer bereits Sühne erlangt hat, verenden zu lassen. Dies ist eine Widerlegung des Reš Laqiš!? – Reš Laqiš kann dir erwidern: Was im Anfangsatze gelehrt wird, es sei verenden zu lassen, bezieht sich auf das abhandengekommene, das sich fehlerbehaftet eingefunden hat. (Wenn nachdem der Eigentümer Sühne erlangt hat, ist es verenden zu lassen.) – Wie ist demnach der Schlußsatz zu erklären: wenn aber, bevor der Eigentümer Sühne erlangt hat, so ist es weiden zu lassen, bis es ein Gebrechen bekommt. Wenn es fehlerbehaftet ist, so hat es ja bereits ein Gebrechen!? Rabba erwiderte: Er meint es wie folgt: das abhanden gekommen war und sich mit einem vorübergehenden Leibesfehler behaftet eingefunden hat, ist, wenn nachdem der Eigentümer Sühne erlangt hat, verenden zu lassen, und wenn bevor der Eigentümer Sühne erlangt hat, weiden zu lassen, bis es ein bleibendes Gebrechen bekommt, sodann zu verkaufen. Rabba sprach: Dagegen ist zweierlei zu erwidern: erstens müßte es demnach ‘man warte’ heißen, und zweitens, wozu lehrt er: dessen Jahresalter vorüber ist$fn7!? Vielmehr, erwiderte Raba, meint er es wie folgt: dessen Jahresalter vorüber ist, das abhanden gekommen war, oder das abhanden gekommen war und sich fehlerbehaftet eingefunden hat, ist, wenn der Eigentümer bereits Sühne erlangt hat, verenden zu lassen, und wenn bevor der Eigentümer Sühne erlangt hat, weiden zu lassen, bis es ein Gebrechen bekommt, sodann zu verkaufen. Und der Fall vom Abhandenkommen muß gelehrt werden sowohl beim Fehlerbehafteten als auch bei dem, dessen Jahresalter vorüber ist. Würde er es nur bei dem gelehrt haben, dessen Jahresalter vorüber ist, so könnte man glauben, das Abhandenkommen sei nur bei diesem von Wirkung, weil es als solches ungeeignet war, beim Fehlerbehafteten aber, das ohne Fehler geeignet wäre, sei das Abhandenkommen nicht von Wirkung. Und würde er es nur vom Fehlerbehafteten gelehrt haben, so könnte man glauben, das Abhandenkommen sei nur bei diesem von Wirkung, weil es zur Darbringung nicht geeignet ist, bei dem aber, dessen Jahresalter vorüber ist, das zur Darbringung$fn8 geeignet ist, sei das Abhandenkommen nicht von Wirkung. Daher ist beides nötig. – Kann Raba dies denn gesagt haben, Raba sagte ja, das Abhandenkommen einer Nacht gelte nicht als Abhandenkommen$fn9!? – Es ist nicht gleich; war es eine Nacht abhanden gekommen, so war es weder körperlich noch als Geldwert verwendbar, dieses aber ist. wenn auch nicht körperlich, immerhin als Geldwert verwendbar. – Wir haben gelernt: Der andere$fn10ist weiden zu lassen, bis er ein Gebrechen bekommt, sodann zu verkaufen, und der Erlös fällt der freiwilligen Spendenkasse zu, weil ein Sündopfer der Gemeinde nicht verenden zu lassen ist. Das eines Privaten ist demnach verenden zu lassen. Hierzu sagte R. Joḥanan, Lebendes werde verdrängt$fn11; die Sühne erlangt er durch den anderen des zweiten Paares, und der des ersten gleicht dem, dessen Jahresalter vorüber ist. Dies gilt nur bei dem einer Gemeinde, das eines Privaten aber ist verenden zu lassen!? – Er kann dir erwidern: Verdrängte und Abhandengekommene sind von einander verschieden. – Weshalb? – Mit abhandengekommenen rechnet man, denn sie können sich wieder einfinden, verdrängte aber sind nicht wieder verwendbar."
Temurah 22a:4,
Temurah 22b:1,"Der Text. Raba sagte: Das Abhandenkommen einer Nacht gilt nicht als Abhandenkommen. Nach wessen Ansicht: wenn nach den Rabbanan$fn12, wieso gerade das Abhandenkommen einer Nacht, dies gilt ja auch vom Abhandenkommen eines Tages, denn die Rabbanan sagen, das nach dem Absondern Abhandengekommene sei weiden zu lassen? – Vielmehr, nach Rabbi$fn12, denn Rabbi spricht nur von einem einen Tag Abhandengekommenen, hinsichtlich eines eine Nacht$fn13Abhandengekommenen aber pflichtet auch Rabbi bei, daß es weiden zu lassen sei. Wenn du aber willst, sage ich: tatsächlich nach den Rabbanan, und hier wird vom Abhandenkommen nach der Sühne$fn14gesprochen; die Rabbanan sagen, das nach der Sühne Abhandengekommene sei verenden zu lassen, nur wenn das Abhandenkommen schon am Tage erfolgt ist, nicht aber, wenn das Abhandenkommen erst nachts erfolgt ist."
Temurah 22b:2,"Abajje sagte: Es ist uns überliefert: abhanden gekommen, nicht aber gestohlen worden; abhanden gekommen, nicht aber geraubt. – Was heißt abhanden gekommen? R. Oša͑ja erwiderte: Selbst eines in der Herde, selbst eines mit einem$fn14. R. Joḥanan erwiderte: Hinter der Tür$fn15. Sie fragten: Wie meint er es: nur hinter der Tür, weil niemand es sieht, draußen aber, wo manche es sehen, heiße es nicht abhanden gekommen, oder aber, wenn es hinter der Tür abhanden gekommen heißt, obgleich und nicht für ihn; wie ist es aber, wenn es für ihn und für den Hirten er, wenn er das Gesicht umwendet, es sieht, um wieviel mehr wenn draußen, wo er es nicht sieht? – Dies bleibt unentschieden."
Temurah 22b:3,"R. Papa sagte: Es ist uns überliefert, daß, wenn es für ihn abhanden gekommen ist und nicht für den Hirten, es nicht als abhanden gekommen gilt, und um so weniger, wenn es für den Hirten abhanden gekommen ist abhanden gekommen ist, aber jemand am Ende der Welt [den Aufenthalt] kennt? – Dies bleibt unentschieden."
Temurah 22b:4,"R. Papa fragte: Wie ist es, wenn es abhanden gekommen war, und [das Blut] im Becher$fn16ist? – Nach wessen Ansicht, Wenn nach Rabbi, so sagte er ja, wenn es bei der Absonderung abhanden gekommen war, sei es, verenden zu lassen. – Vielmehr, ihm ist es nach den Rabbanan fraglich; sagen die Rabbanan, wenn nach der Absonderung, sei es weiden zu lassen, nur bevor$fn17das Blut in den Becher aufgenommen worden ist, hierbei aber sind sie der Ansicht, was zum Sprengen bestimmt ist, gelte als gesprengt, oder aber gilt es, solange das Blut nicht gesprengt worden ist, als abhandengekommen nach der Absonderung, und man lasse es weiden? Manche sagen: Tatsächlich nach Rabbi, und er fragte hinsichtlich des Falles, wenn er das Blut in zwei Becher$fn18aufgenommen hat und einer von ihnen abhanden gekommen ist. Nach demjenigen, welcher sagt, durch den einen$fn19Becher werde der andere verdrängt, ist dies nicht fraglich$fn20, fraglich ist es nur nach demjenigen, welcher sagt, durch den einen Becher sei der andere Zurückbleibendes. Gilt dies nur dann, wenn beide vorhanden sind, sodaß man den sprengen kann, den man will, während er hierbei abhanden gekommen ist, oder gibt es dabei keinen Unterschied. – Dies bleibt unentschieden."
Temurah 22b:5,"<sup>ii</sup> <b>W</b><small>ENN JEMAND SEIN</small> S<small>ÜNDOPFER ABGESONDERT HAT UND ES ABHANDEN GEKOMMEN IST, UND NACHDEM ER EIN ANDERES ABGESONDERT HAT, DAS ERSTE SICH EINFINDET, SO IST ES VERENDEN ZU LASSEN</small>. W<small>ENN JEMAND</small> G<small>ELD FÜR SEIN</small> S<small>ÜNDOPFER ABGESONDERT HAT UND ES ABHANDEN GEKOMMEN IST, UND NACHDEM ER STATT DESSEN EIN</small> S<small>ÜNDOPFER ABGESONDERT HAT, DAS</small> G<small>ELD SICH EINFINDET, SO IST ES INS</small> S<small>ALZMEER ZU WERFEN</small>. <sup>iii</sup> W<small>ENN JEMAND</small> G<small>ELD FÜR SEIN</small> S<small>ÜNDOPFER ABGESONDERT HAT UND ES ABHANDEN GEKOMMEN IST, WORAUF ER STATT DESSEN ANDERES</small> G<small>ELD ABGESONDERT HAT, UND BEVOR ER NOCH DAZU KAM, DAFÜR EIN</small> S<small>ÜNDOPFER ZU KAUFEN, DAS ERSTE SICH EINFINDET, SO BRINGE ER FÜR DIESES UND FÜR JENES EIN</small> S<small>ÜNDOPFER, UND DER</small> R<small>EST FÄLLT DER FREIWILLIGEN</small> S<small>PENDENKASSE ZU</small>. W<small>ENN JEMAND</small> G<small>ELD FÜR SEIN</small> S<small>ÜNDOPFER ABGESONDERT HAT UND ES ABHANDEN GEKOMMEN IST, WORAUF ER STATT DESSEN EIN</small> S<small>ÜNDOPFER ABGESONDERT HAT, UND BEVOR ER NOCH DAZU KAM, ES DARZUBRINGEN, DAS</small> G<small>ELD SICH EINFINDET UND DAS</small> S<small>ÜNDOPFER FEHLERBEHAFTET IST, SO VERKAUFE ER ES UND BRINGE VON DIESEM UND VON JENEM EIN</small> S<small>ÜNDOPFER, UND DER</small> R<small>EST FÄLLT DER FREIWILLIGEN</small> S<small>PENDENKASSE ZU</small>. W<small>ENN JEMAND EIN</small> S<small>ÜNDOPFER ABGESONDERT HAT UND ES ABHANDEN GEKOMMEN IST, UND NACHDEM ER STATT DESSEN</small> G<small>ELD ABGESONDERT HAT, ABER NOCH NICHT DAZU KAM, DAFÜR DAS</small> S<small>ÜNDOPFER ZU KAUFEN, DAS</small> [<small>ERSTE</small>] S<small>ÜNDOPFER SICH EINFINDET UND ES FEHLERBEHAFTET IST, SO VERKAUFE ER ES UND BRINGE VON DIESEM UND VON JENEM EIN</small> S<small>ÜNDOPFER, UND DER</small> R<small>EST FÄLLT DER FREIWILLIGEN</small> S<small>PENDENKASSE ZU</small>. W<small>ENN JEMAND SEIN</small> S<small>ÜNDOPFER ABGESONDERT HAT UND ES ABHANDEN GEKOMMEN IST, WORAUF ER STATT DESSEN EIN ANDERES ABGESONDERT HAT, UND BEVOR ER NOCH DAZU KAM, ES DARZUBRINGEN, DAS ERSTE SICH EINFINDET UND BEIDE FEHLERBEHAFTET SIND, SO VERKAUFE ER SIE UND BRINGE VON DIESEM UND VON JENEM EIN</small> S<small>ÜNDOPFER, UND DER</small> R<small>EST FÄLLT DER FREIWILLIGEN</small> S<small>PENDENKASSE ZU</small>. W<small>ENN JEMAND SEIN</small> S<small>ÜNDOPFER ABGESONDERT HAT UND ES ABHANDEN GEKOMMEN IST, WORAUF ER STATT DESSEN EIN ANDERES ABGESONDERT HAT, UND BEVOR ER DAZU KAM, ES DARZUBRINGEN, DAS ERSTE SICH EINFINDET UND BEIDE FEHLERFREI SIND, SO IST EINES VON IHNEN ALS</small> S<small>ÜNDOPFER DARZUBRINGEN UND DAS ANDERE VERENDEN ZU LASSEN – SO</small> R<small>ABBI</small>. D<small>IE</small> W<small>EISEN SAGEN, EIN</small> S<small>ÜNDOPFER SEI NUR DANN VERENDEN ZU LASSEN, WENN ES SICH EINFINDET NACHDEM DER</small> E<small>IGENTÜMER</small> S<small>ÜHNE ERLANGT HAT; EBENSO SEI DAS</small> G<small>ELD NUR DANN INS</small> S<small>ALZMEER ZU WERFEN, WENN ES SICH EINFINDET, NACHDEM DER</small> E<small>IGENTÜMER</small> S<small>ÜHNE ERLANGT HAT</small>. <sup>iv</sup> W<small>ENN JEMAND EIN</small> S<small>ÜNDOPFER ABGESONDERT HAT UND ES FEHLERBEHAFTET IST, SO VERKAUFE ER ES UND BRINGE FÜR DEN ERLÖS EIN ANDERES</small>. R. E<small>LEA͑ZAR B</small>. R. Š<small>IMO͑N SAGTE</small>: I<small>ST DAS ANDERE DARGEBRACHT WORDEN BEVOR</small> [<small>DAS ERSTE</small>] <small>GESCHLACHTET WORDEN</small>$fn21<small>IST, SO IST ES VERENDEN ZU LASSEN, WEIL DER</small> E<small>IGENTÜMER BEREITS</small> S<small>ÜHNE ERLANGT HAT</small>."
Temurah 22b:6,"GEMARA. Nur in dem Falle, wenn er statt dessen ein anderes dargebracht hat, wenn er aber statt dessen kein anderes dargebracht hat, sei es weiden zu lassen; also nach den Rabbanan, welche sagen, das nach der Absonderung Abhandengekommene sei weiden zu lassen. Wie ist demnach der Schlußsatz zu erklären: wenn jemand Geld für das Sündopfer abgesondert hat und es abhanden gekommen ist, worauf er statt dessen anderes abgesondert hat, so bringe er [sein Sündopfer] von diesem und von jenem, und der Rest fällt der freiwilligen Spendenkasse zu. Nur wenn von diesem und von jenem, wenn er es aber von einem gebracht hat, so ist das andere ins Salzmeer zu werfen; also nach Rabbi, welcher sagt, das nach der Absonderung Abhandengekommene sei verenden zu lassen. Der Anfangsatz nach den Rabbanan und der Schlußsatz nach Rabbi!? Allerdings kann es nach R. Hona, der im Namen Rabhs sagt, alle stimmen"
Temurah 23a:1,"überein, daß, wenn er eines an sich gezogen und es dargebracht hat, das andere verenden zu lassen sei, von dem Falle handeln, wenn er eines von ihnen an sich gezogen und es dargebracht hat, also nach aller Ansicht; nach R. Abba aber, der im Namen Rabhs sagt, alle stimmen überein, daß, wenn er durch das Nichtabhandengekommene Sühne erlangt hat, das Abhandengekommene verenden zu lassen sei, und sie streiten nur über den Fall, wenn er durch das Abhandengekommene Sühne erlangt hat, indem Rabbi der Ansicht ist, das für das Abhandengekommene abgesonderte gleiche dem Abhandengekommenen, während die Rabbanan der Ansicht sind, es gleiche nicht dem Abhandengekommenen, normiert ja er den Anfangsatz nach den Rabbanan und den Schlußsatz nach Rabbi!? – Er lehrt uns also, daß Rabbi und die Rabbanan streiten, und den Streit zwischen Rabbi und den Rabbanan lehrt er ja im Schlußsatz ausdrücklich!? Wenn jemand ein Sündopfer abgesondert hat und es abhanden gekommen ist, und nachdem er statt dessen ein anderes abgesondert hat, das erste sich einfindet, sodaß nun beide dastehen, so ist eines von ihnen darzubringen und das andere verenden zu lassen – so Rabbi. Die Weisen sagen, ein Sündopfer sei nur dann verenden zu lassen, wenn es sich einfindet, nachdem der Eigentümer Sühne erlangt hat; ebenso sei das Geld nur dann ins Salzmeer zu werfen, wenn es sich einfindet, nachdem der Eigentümer Sühne erlangt hat. – Folgendes lehrt er uns: das ist es, worüber der Streit zwischen Rabbi und den Rabbanan besteht."
