Index Title,Yoma
Yoma 62a:1,"Soll er etwa eine Herde<sup>287</sup><i class=""footnote"">fn1159,Fortgeschickt wird nur einer.</i>fortschicken!? Jener entgegnete: Soll er etwa eine Herde verbrennen<sup>288</sup><i class=""footnote"">fn1160,In der obigen Lehre heißt es, daß alle zu verbrennen sind.</i>!? – Ist es denn gleich: bei diesem heißt es <i>ihn</i>, bei jenem heißt es nicht <i>ihn.</i> Es wird gelehrt: R. Papi sagte im Namen Rabas, er schicke den ersten fort; R. Šimi sagte im Namen Rabas, er schicke den letzten fort. – Allerdings erklärt R. Šimi b. Aši, der im Namen Rabas sagte, er schicke den letzten fort: weil mit diesem die Sühne beendet wurde, wie aber erklärt es R. Papi im Namen Rabas? – Er ist der Ansicht R. Joses, welcher sagt, das Gebot hafte am ersten. – Welcher Ansicht R. Joses? Wollte man sagen, bei der Lehre von den Körben, denn wir haben gelernt: R. Jose sagt, es waren drei Körbe von je drei Sea, die für die Hebe der Schatzkammer bestimmt waren : sie waren mit [den Buchstaben] Aleph, Beth, Gimel gezeichnet. Ferner wird gelehrt: R. Jose erklärte: Sie waren deshalb mit Aleph, Beth, Gimel gezeichnet, damit man wisse, weleher zuerst abgehoben wurde, um diesen zuerst zu verwenden, denn dais Gebot haftet am ersten. Vielleicht aber hierbei deshalb, weil zur Zeit, wo der erste zu verwenden ist, die anderen noch nicht zu verwenden<sup>289</sup><i class=""footnote"">fn1161,Das Gebot haftet daher am ersten; bei den Böcken hingegen wird der eine des ersten Paares erst dann zum Fortschicken geeignet, wenn das Blut des anderen vom letzten Paare gesprengt worden ist</i>sind!? – Vielmehr, der Ansicht R. Joses beim Pesahopfer. Wir haben nämlich gelernt: Wenn jemand sein Pesahopfer abgesondert hat und es abhanden gekommen ist, und nachdem er statt dessen ein anderes abgesondert hat, das erstere sich wieder einfindet, sodaß beide vor ihm stehen, so opfere er, welches er will – so die Weisen. R. Jose sagt, das Gebot hafte am ersten; wenn aber das zweite besser ist, so opfere er dieses."
Yoma 62a:2,"<b>D</b><small>IE BEIDEN</small> B<small>ÖCKE DES</small> V<small>ERSÖHNUNGSTAGES SOLLEN GEBOTSMÄSSIG EINANDER GLEICHEN IN IHREM AÜSSEHEN,</small> I<small>HREM WÜCHSE UND IHREM</small> P<small>REISE, AUCH SIND SIE ZUSAMMEN ZU KAUFEN, JEDOCH SIND SIE TAUGLICH, AUCH WENN SIE EINANDER NICHT GLEICHEN</small>. K<small>AUFTE ER EINEN AN DIESEM</small> T<small>AGE UND DEN ANDEREN AM FOLGENDEN</small> T<small>AGE, SO SIND SIE TAUGLICH, IST EINER VON IHNEN VERENDET, SO MUSS ER, WENN ER VOR DEM</small> L<small>OSEN VERENDET IST, FÜR DEN ZWEITEN EINEN ANDEREN ZUKAUFEN, UND WENN ER NACH DEM</small> L<small>OSEN VERENDET IST, EIN NEUES</small> P<small>AAR HERBEIHOLEN UND VON NEUEM LOSEN</small>. E<small>R SPRECHE</small>: I<small>ST DER FÜR G0TT BESTIMMTE VERENDET, SO TRETE DER DURCH DAS L0S FÜR G0TT BESTIMMTE AN SEINE</small> S<small>TELLE, UND IST DER FÜR</small> A͑<small>ZAZEL BESTIMMTE VERENDET, SO TRETE DER DURCH DAS</small> L<small>OS FÜR</small> A͑<small>ZAZEL BESTIMMTE AN SEINE</small> S<small>TELLE</small>. D<small>ER ANDERE IST WEIDEN ZU LASSEN, BIS ER EIN</small> G<small>EBRECHEN BEKOMMT UND ZU VERKAUFEN, UND DER</small> E<small>RLÖS FÄLLT DEM FREIWILLIGEN</small> O<small>PFERFONDS ZU, DENN DAS</small> G<small>EMEINDE</small>-S<small>ÜNDOPFER IST NICHT VERENDEN ZU LASSEN</small>; R. J<small>EHUDA SAGT, ES IST VERENDEN ZU LASSEN</small>. F<small>ERNER SAGTE</small> R. J<small>EHUDA</small>: I<small>ST DAS</small> B<small>LUT AUSGEGOSSEN WORDEN, SO IST DER FORTZUSCHICKENDE</small> [B<small>OCK</small>] <small>VERENDEN ZU LASSEN, IST DER FORTZUSCHICKENDE</small> [B<small>OCK</small>] <small>VERENDET, SO IST DAS</small> B<small>LUT FORTZUGIESSEN</small>."
Yoma 62a:3,
Yoma 62b:1,"GEMARA. Die Rabbanan lehrten:<sup>1</sup><i class=""footnote"">fn1162,Lev. 16,5.</i><i>Er nehme zwei Ziegenböcke</i>: ‘Böcke’ sind ja mindestens zwei, wozu heißt es <i>zwei</i>? Beide sollen einander gleichen. Woher, daß sie tauglich sind, auch wenn sie einander nicht gleichen? Es heißt zweimal <i>Ziegenbock</i><sup>2</sup><i class=""footnote"">fn1163,Cf. ib. W. 9 u. 10.</i>, und dies ist einschließend. – Also nur deshalb, weil der Allbarmherzige dies einschließt, hätte es aber der Allbarmherzige nicht eingeschlossen, so würde man gesagt haben, sie seien untauglich; woher die Unerläßlichkeit!? Man könnte dies glauben, weil es dreimal <i>zwei</i> heißt<sup>3</sup><i class=""footnote"">fn1164,Cf. ib. VV. 5,7 u. 8.</i>. – Wozu heißt es dreimal <i>zwei</i>, wo der Allbarmherzige es durch die Wiederholung [des Wortes] <i>Ziegenbock</i> einschließt!? – Einmal [deutet es] auf das Aussehen, einmal auf den Wuchs und einmal auf den Preis."
Yoma 62b:2,"Desgleichen wird auch von den Lämmern des Aussätzigen gelehrt: <sup>4</sup><i class=""footnote"">fn1165,Lev, 14,10,</i><i>Er nehme zwei Lämmer</i>; ‘Lämmer’ sind ja mindestens zwei, wozu heißt es <i>zwei</i>? Beide sollen einander gleichen. Woher, daß sie tauglich sind, auch wenn sie einander nicht gleichen? Es heißt zweimal <i>Lamm</i><sup>5</sup><i class=""footnote"">fn1166,Cf. ib. VV. 12 u. 13.</i>, und dies ist einschließend. – Also nur deshalb, weil der Allbarmherzige dies einschließt, hätte es aber der Allbarmherzige nicht eingeschlossen, so würde man gesagt haben, sie seien untauglich; woher die Unerläßlichkeit!? – Man könnte dies glauben, weil es <i>sei</i> heißt<sup>6</sup><i class=""footnote"">fn1167,Lev. 14,2.</i>. Wozu heißt es <i>sei,</i> wo der Allbarmherzige es durch die Wiederholung [des Wortes] <i>Lamm</i> einschließt!? – Wegen der sonstigen Beschaffenheit des Aussätzigen[opfers]."
Yoma 62b:3,"Desgleichen wird auch von [den Vögeln] des Aussätzigen gelehrt:<sup>7</sup><i class=""footnote"">fn1168,Ib. V. 4.</i><i>Vögel;</i> ‘Vögel’ sind ja mindestens zwei, wozu heißt es nun Beide sollen einander gleichen. Woher, daß sie tauglich sind, auch wenn sie einander nicht gleichen? Es heißt zweimal <i>Vogel</i><sup>8</sup><i class=""footnote"">fn1169,Cf. ib. VV. 5 u. 6.</i>, und dies ist einschließend. – Also nur deshalb, weil der Allbarmherzige dies einschließt, hätte es aber der Allbarmherzige nicht eingeschlossen, so würde man gesagt haben, sie seien untauglich; woher die Unerläßlichkeit!? – Man könnte dies glauben, weil es <i>sei</i> heißt. – Wozu heißt es <i>sei,</i> wo der Allbarmherzige es durch die Wiederholung [des Wortes] <i>Vogel</i> einschließt!? – Wegen der sonstigen Beschaffenheit des Aussätzigen[opfers]. – Demnach könnte man ja auch beim beständigen Opfer deduzieren : <sup>9</sup><i class=""footnote"">fn1170,Num. 28,3.</i><i>Lämmer</i>, ‘Lämmer’ sind ja mindestens zwei, wozu heißt es nun <i>zicei</i>? Beide sollen einander gleichen. Woher, daß sie tauglich sind, auch wenn sie einander nicht gleichen? Es heißt zweimal <i>Lamm</i>, und dies ist einschließend. Gebotsmäßig wäre dies also erforderlich!? – Hierbei ist es für die folgende Lehre nötig: <sup>9</sup><i class=""footnote"">fn1169,Cf. ib. VV. 5 u. 6.</i><i>Zwei für den Tag,</i> gegen den Tag<sup>10</sup><i class=""footnote"">fn1171,Dh. gegen die Sonnenseite.</i>. Da sagst, gegen den Tag. vielleicht ist dem nicht so, sondern deutet dies auf die tägliche Pflicht!? Wenn es heißt :<sup>11</sup><i class=""footnote"">fn1172,Num. 28,4.</i><i>das eine Lamm sollst du am Morgen herrichten und das andere Lamm sollst du am Abend herrichten,</i> so lehrt dies ja die tägliche Pflicht, somit sind die Worte <i>zioei für den Tag</i> [zu erklären:] gegen den Tag. Und zwar: das beständige Morgenopfer wurde<sup>12</sup><i class=""footnote"">fn1173,An der Nordseite des Altars waren im Pflaster 24 Ringe eingelassen, zum Festbinden der Tiere beim Schlachten; cf. Mid. III,5.</i>am zweiten Ringe der nordwestlichen Ecke und das beständige Abendopfer am zweiten Ringe der nordöstlichen Ecke<sup>13</sup><i class=""footnote"">fn1174,Morgens westlich, damit die Sonne, die sich östlich befindet, nicht durch die östliche Wand verstellt werde¿ abends östlich, fern von der westlichen Wand.</i>geschlachtet. Die Zusatzopfer des Šabbaths aber müssen bestimmt einander gleichen."
Yoma 62b:4,"Die Rabbanan lehrten: Hat er die zwei Böcke des Versöhnuiigstages außerhalb [des Vorhofes] geschlachtet, so ist er, wenn vor dem Losen, wegen beider schuldig, und wenn nach dem Losen, wegen des für Gott bestimmten schuldig und wegen des für A͑zazel bestimmten<sup>14</sup><i class=""footnote"">fn1175,Der zur Opferung innerhalb nicht verwendbar ist.</i>frei. – «So ist er, wenn vor dem Losen, wegen beider schuldig.» Welche Verwendung haben sie dann!? R. Ḥisda erwiderte: Sie sind jeder als außerhalb herzurichtender Bock<sup>15</sup><i class=""footnote"">fn1176,Als Zusalzopfer des Versöhnungstages wird ebenfalls ein Bock dargebracht (cf. Num. 29,11), dessen Blut außerhalb zu sprengen ist.</i>verwendbar. – Als der innerhalb herzurichtende Bock wohl deshalb nicht, weil noch das Losen fehlt, ebenso sollte er als der außerhalb herzurichtende Bock nicht verwendbar sein, da noch die übrigen Dienstverrichtungen des Tages<sup>16</sup><i class=""footnote"">fn1177,Die vor dem Zusatzopfer zu erfolgen haben.</i>fehlen!? – R. Ḥisda ist der Ansicht, am selben Tage gebe es kein Fehlen der Frist<sup>17</sup><i class=""footnote"">fn1178,Die noch fehlenden Dienstverrichtungen stehen in keinem Zusammenhänge mit dem Bocke selbst; sie fehlen somit nicht diesem, sondern dem Tage, dh. die Zeit ist noch nicht herangereicht, u. da es am selben Tage zu erfolgen hat, so gilt es nicht als Fehlen.</i>. Rabina sprach: R. Jehuda sagte im Namen Šemuéls, Heilsopfer, die man geschlachtet hat, bevor die Türen des Tempels geöffnet worden sind, seien untauglich, weil es heißt :<sup>18</sup><i class=""footnote"">fn1179,Lev. 3,2.</i><i>er schlachte es an der Öffnung des Offenbarungszeltes,</i> nur wenn es geöffnet ist, nicht aber, wenn es geschlossen ist. Jetzt nun, wo R. Ḥisda"
Yoma 63a:1,"gesagt hat, das Fehlen des Losens gelte als Fehlen einer Handlung<sup>19</sup><i class=""footnote"">fn1180,Sc. am Opfer selbst.</i>, ist, wer solche außerhalb geschlachtet hat, bevor die Türen des Tempels geöffnet worden sind, frei, weil das Fehlen des Öffnens als Fehlen einer Handlung<sup>19</sup><i class=""footnote"">fn1179,Lev. 3,2.</i>gilt. – Berücksichtigt denn R. Ḥisda die Eventualität<sup>20</sup><i class=""footnote"">fn1181,Es konnte eventuell als Opfer tauglich sein.</i>, er sagte ja, wer das Pesahopfer an den übrigen Tagen des Jahres<sup>21</sup><i class=""footnote"">fn1182,Nicht am Vorabend des Pesaḥfestes.</i>außerhalb als solches geschlachtet hat, sei frei, und wenn nicht als solches, schuldig<sup>22</sup><i class=""footnote"">fn1183,Da es dann als Heilsopfer gilt, u. er es außerhalb des Tempelhofs geschlachtet hat.</i>. Nur dann, wenn nicht als solches, wenn aber ohne Bestimmung, so gilt es als solches und ist er frei. Weshalb nun, man sollte ja sagen: nicht als solches wäre es eventuell innerhalb tauglich!? – Es ist ja nicht gleich; da ist eine Entreißung<sup>23</sup><i class=""footnote"">fn1184,Der ursprünglichen Bestimmung; das Heilsopfer ist ein ganz anderes als das Pesaḥopfer, u. wenn das als Pesaḥopfer bestimmte Tier als Heilsopfer geschlachtet werden soll, muß es seiner ursprünglichen Bestimmung entrissen werden; dagegen sind beide Böcke des Versöhnungstages, sowohl der ‘für Gott’ geloste als auch der als Zusatzopfer darzubringende, Sündopfer, u. eine Entreißung der ursprünglichen Bestimmung ist nicht nötig.</i>nötig, hierbei aber nicht. Rabba b.Šimi lehrte beides im Namen Rabbas, wies auf einen Widerspruch hin, in dem Rabba sich befindet, und er erklärte es so, wie wir es eben erklärt haben."
Yoma 63a:2,"Als R. Dimi kam, sagte er im Namen R. Jirmejas im Namen R. Joḥanans: Wer an den übrigen Tages des Jahres das Pesaḥopfer außehalb geschlachtet hat, ob als solches oder nicht als solches, ist frei. R. Dimi sagte: Ich trug R. Jirmeja folgendes vor: allerdings wenn als solches, da es dann nicht tauglich ist, weshalb aber, wenn nicht als solches, nicht als solches ist es ja außerhalb [als Heilsopfer] tauglieh!? Da erwiderte er mir: Die Entreißung [zur Schlachtung] außerhalb ist keine Entreißung."
Yoma 63a:3,"Als Rabin kam, sagte er im Namen R. Jirmejas im Namen R.Joḥanans: Wer an den übrigen Tagen des Jahres das Pesaḥopfer außerhalb geschlachtet hat, ob als solches oder nicht als solches, ist schuldig. – Wieso selbst wenn als solches, wir haben ja gelernt: Dem die Zeit [der Darbringung] nach fehlt<sup>24</sup><i class=""footnote"">fn1185,Wegen des Schlachtens eines solchen Opfers außerhalb ist man frei.</i>: ob ihm selbst oder dem Eigentümer. Was heißt beim Eigentümer Fehlen der Zeit? Wenn ein männlicher oder eine weibliche Flußbehaftete, eine Wöchnerin oder ein Aussätziger ihre Sündopfer oder ihre Schuldopfer [vorzeitig] außerhalb dargebracht haben, sind sie frei; wenn aber ihre Brandopfer und ihre Heilsopfer, so sind sie schuldig<sup>25</sup><i class=""footnote"">fn1186,Letztere können auch als freiwillige Opfer dargebracht werden, somit ist die Darbringung keine vorzeitige.</i>. Hierzu sagte R. Ḥilqija b.Ṭobi: Dies lehrten sie nur von dem Falle, wenn als solche, wenn aber nicht als solche, sind sie schuldig. Wieso sind sie frei, wenn als solche, man sollte ja sagen, nicht als solche wären sie eventuell innerhalb tauglich!? – Es ist ja nicht gleich; da ist eine Entreißung nötig, während das Pesaḥopfer an den übrigen Tagen des Jahres Heilsopfer ist. R. Asi lehrte, er sei<sup>26</sup><i class=""footnote"">fn1187,Im oben genannten Falle, worüber R. Dimi und Rabin verschiedener Meinung sind.</i>schuldig, wie wir erklärt haben; R. Jirmeja aus Diphte lehrte, er sei frei, denn er ist der Ansicht, auch beim Pesaḥopfer an den übrigen Tagen des Jahres sei eine Entreißung<sup>27</sup><i class=""footnote"">fn1188,Es war als Pesaḥopfer bestimmt u. muß seiner Bestimmung entrissen werden.</i>erforderlich, und die Entreißung [zur Schlachtung] außerhalb sei keine Entreißung. Er streitet somit gegen R. Ḥilqija b.Ṭobi."
Yoma 63a:4,"Der Meister sagte: Wenn nach dem Losen, wegen des für Gott bestimmten schuldig und wegen des für A͑zazel bestimmten frei. Die Rabbanan lehrten :<sup>28</sup><i class=""footnote"">fn1189,Lev. 17,3,4.</i><i>Jedermann aus dem Hause Jisraél, der ein Rind oder ein Lamm oder eine Ziege schlachtet im Lager, oder der sie schlachtet außerhalb des Lagers, und sie zur Tür des Offenbarungszeltes nicht hinbringt, um sie als Opfergabe für den Herrn darzubringen</i>. Aus [dem Worte] <i>Opfer</i> könnte man entnehmen, auch die Heiligtümer"
Yoma 63b:1,"des Reparaturfonds’ seien einbegriffen, da auch diese ‘Opfer’ heißen, wie es heißt :<sup>29</sup><i class=""footnote"">fn1190,Num. 31,50.</i><i>wir bringen dem Herrn eine Opfergabe,</i> so heißt es: <i>und sie zur Tür des Offenbarungszeltes nicht hinbringt;</i> ist es zur Tür des Offenbarungszeltes hinzubringen, so ist man, wenn man es außerhalb [schlachtet], schludig, und ist es nicht zur Tür des Offenbarungszeltes hinzubringen, so ist man, wenn man es außerhalb [schlachtet], nicht schuldig. Ich würde demnach nur diejenigen ausschließen, die zur Tür des Offenbarungszeltes nicht hinzubringen sind, nicht aber würde ich (die Sündopferkuh<sup>30</sup><i class=""footnote"">fn1191,Die rote Kuh (cf. Num. Kap. 19); wie schon die Komentare bemerken, zu streichen, da diese überhaupt nicht im Tempelhofe zu schlachten ist.</i>und) den fortzuschickenden Bock ausschließen, die zur Tür des Offenbarungszeltes hinzubringen sind, so heißt es: <i>für den Herrn,</i> nur die für den Herrn bestimmt sind, ausgenommen diese, die nicht für den Herrn bestimmt sind. – Sind denn [die Worte] <i>für den Herrn</i> ausschließend, ich will auf einen Widerspruch hinweisen :<sup>31</sup><i class=""footnote"">fn1192,Lev. 22,27.</i>Es <i>wird als Feueropfer für den Herrn wohlgefällig auf genommen werden,</i> das sind<sup>32</sup><i class=""footnote"">fn1193,Sie sind erst vom 8. Lebenstage ab zur Opferung geeignet.</i>die Feueropfer; woher, daß man es vor Erlangung des Alters auch nicht weihen darf? Es heißt: <i>als Opfer für den Herrn,</i> dies schließt auch den fortzuschickenden Bock<sup>33</sup><i class=""footnote"">fn1194,Der gar nicht dargebracht wird.</i> ein!? Raba erwiderte: Dort nach dem Zusammenhänge des Schriftverses und hier nach dem Zusammenhänge des Schriftverses. Dort, wo [die Worte <i>zur Tür</i> einschließend sind, sind [die Worte] <i>für den Herrn</i> ausschließend, hier aber, wo [das Wort] <i>Feueropfer</i> ausschließend ist, sind [die Worte] <i>für den Herrn</i> einschließend. – Nur aus dem Grunde, weil der Allbarmherzige ihn einbegriffen hat, würde er ihn aber nicht; einbegriffen haben, so würde man geglaubt haben, der fortzuschikkènde Bock könne vor Erlangung des Alters geweiht werden; aber das Los kann ja nur dann entscheiden, wenn er auch für den Herrn geeignete<sup>34</sup><i class=""footnote"">fn1195,Und schon aus diesem Grunde muß er das erforderliche Alter erlangt haben.</i>ist!? R. Joseph erwiderte: Hier ist die Ansicht Ḥanan des Ägypters vertreten, denn es wird gelehrt, Ḥanan der Ägypter sagt, selbst, wenn das Blut<sup>35</sup><i class=""footnote"">fn1196,Des anderen Bockes; wenn der fortzuschickende Bock dann verendet.</i>bereits im Becher ist, hole man einen anderen als Paar. – Allerdings ist Ḥanan der Ägypter der Ansicht, daß [das Blut] nicht zurückzusetzen sei; ist er etwa auch der Ansicht, das Losen sei nicht nötig, vielleicht muß man [zwei] holen und losen!? Vielmehr, erwiderte R. Joseph, hier ist die Ansicht R. Šimo͑ns vertreten. Es wird nämlich gelehrt: Verendet einer von ihnen, so hole man ohne zu losen einen anderen – so R. Šimo͑n. Rabina erwiderte: In dem Falle, wenn er ein Gebrechen bekommen und man ihn mit einem anderen umgetauscht<sup>36</sup><i class=""footnote"">fn1197,In diesem Falle ist das Losen nicht nötig.</i>hat. – Woher entnimmst du, daß ein Gebrechen ihn untauglich mache? – Es wird gelehrt:<sup>37</sup><i class=""footnote"">fn1198,Lev. 22,22.</i><i>Als Feueropfer sollt ihr von diesen nicht verwenden,</i> das sind die Fettstücke; ich weiß dies<sup>38</sup><i class=""footnote"">fn1199,Daß gebrechenbehaftete Tiere als Opfer untauglich sind.</i> nur von allen, woher dies von einem Teile desselben? Es heißt: <i>von diesen</i>. <i>Altar,</i> das ist das Blutsprengen; <i>für den Herrn,</i> dies schließt den fortzuschickenden Bock ein. Und dies ist sowohl vom gebrechenbehafteten als auch vom des Alters ermangelnden zu schreiben nötig. Würde der Allbarmherzige es nur vom des Alters ermangelnden geschrieben haben, [so könnte man glauben,] weil er das Alter noch nicht erlangt hat, nicht aber der gebrechenbehaftete, der das Alter bereits erlangt hat. Und würde der Allbarmherzige es nur vom gebrechenbehafteten geschrieben haben, [so könnte man glauben,] weil er widerwärtig ist, nicht aber der des Alters ermangelnde, der nicht widerwärtig"
