Index Title,Chagigah
Chagigah 11a:1,"sind, die sich in einem Besitze befinden, wo sie auch sind$fn197!? – Vielmehr, dies bezieht sich auf den Schlußsatz: Baute er ihn in sein Haus ein, so hat er nicht eher eine Veruntreuung begangen, als bis er darin im Werte einer Peruṭa gewohnt hat. Merke, er hat ja damit eine Änderung vorgenommen, was ist nun der Unterschied, ob er [im Hause] gewohnt hat oder nicht !? Deshalb heißt es : wie Berge, die an einem Haare hängen. – Was ist dies für ein Einwand : vielleicht ist dies nach Rabh zu erklären, denn Rabh sagte, dies gelte von dem Falle, wenn er ihn nur zum Auflegen auf eine Luke$fn198ver wandte ; daher nur dann, wenn er [im Hause] gewohnt hat, sonst aber nicht!? – Vielmehr, tatsächlich ist dies auf die Lehre Rabas zu beziehen, wenn du aber einwendest, ebenso verhalte es sich bei jedem anderen, der [irrtümlich] Geld des Heiligtums für Profanes ausgibt, [so ist zu erwidern:] jener wußte, daß Geld des Heiligtums [bei ihm] sich befindet, und sollte vorsichtig sein, aber wußte es denn [der Beauftragte]!? Deshalb heißt es: wie Berge, die an einem Haare hängen."
Chagigah 11a:2,"N<small>UR WENIG BEHANDELT IN DER</small> S<small>CHRIFT SIND ZAHLREICH IHRE</small> B<small>ESTIMMUNGEN</small>. Es wird gelehrt: Die [Verunreinigung durch] Aussatz und Bezeltung wird in der Schrift nur wenig behandelt, während ihre Bestimmungen zahlreich sind. – Ist denn der Aussatz in der Schrift wenig behandelt, er ist j a in der Schrift viel behandelt !? R. Papa erwiderte : Er meint es wie folgt: der Aussatz ist in der Schrift viel behandelt und seine Bestimmungen sind wenig, die [Verunreinigung durch] Bezeltung wird in der Schrift wenig behandelt und seine Bestimmungen sind zahlreich. – In welcher Hinsicht ist dies von Bedeutung? – Ist dir etwas über den Aussatz zweifelhaft, so forsche in der Schrift, ist dir etwas über die [Verunreinigung durch] BezeItung zweifelhaft, so forsche in der Mišna$fn199."
Chagigah 11a:3,"D<small>AS</small> Z<small>IVILRECHT</small>. Dieses steht ja in der Schrift geschrieben!? – Dies bezieht sich auf die Lehre Rabbis, denn es wird gelehrt: Rabbi sagte:$fn200<i>Leben um Leben,</i> eine Geldentschädigung. Du sagst, eine Geldentschädigung, vielleicht ist dem nicht so, sondern wirklich Leben [um Leben] !? [Hier] unten heißt es <i>geben</i> und vorangehend$fn201heißt es <i>geben</i>, wie da eine Geldentschädigung, ebenso hierbei eine Geldentschädigung."
Chagigah 11a:4,"D<small>EN</small> T<small>EMPELDIENST</small>. Dieser steht ja in der Schrift geschrieben!? – Dies bezieht sich auf das Hinbringen des Blutes [zum Altar], denn es wird gelehrt:$fn202<i>Sie sollen darbringen,</i> das ist die Aufnahme des Blutes; der Allbarmherzige gebraucht dafür den Ausdruck ‘bringen’, wie es heißt:$fn203<i>der Priester soll alles zusammen darbringen und auf dem Altar in Rauch aufgehen lassen</i>, und der Meister sagte, damit sei das Hinbringen der Opferteile zur Altarrampe gemeint. Demnach ist das Hinbringen von der Aufnahme nicht auszuschließen$fn204."
Chagigah 11a:5,"Ü<small>BER</small> R<small>EINHEIT</small>. Diese stehen ja in der Schrift geschrieben!? – Dies bezieht sich auf das Maß des Tauchbades, denn es wird gelehrt :$fn205<i>Er bade seinen Leib im Wasser,</i> im Wasser des Tauchbades; <i>seinen ganzen Leib,</i> sein ganzer Leib muß vom Wasser umfangen sein. Wieviel ist dies? Eine Elle zu einer Elle in der Höhe von drei Ellen. Danach setzten die Weisen fest, daß das Tauchbad vierzig Sea͑ Wasser haben müsse."
Chagigah 11a:6,"U<small>ND</small> U<small>NREINHEIT</small>. Diese stehen ja in der Schrift geschrieben!? – Dies bezieht sich auf ein linsengroßes Stück von einem Kriechtiere, worüber in der Schrift nichts geschrieben ist. Es wird nämlich gelehrt :$fn206<i>An ihnen;</i> man könnte glauben, nur am ganzen$fn207, so heißt es:$fn208<i>von ihnen;</i> man könnte glauben, auch an einem Teilchen, so heißt es: <i>an ihnen</i>. Wie ist dies zu erklären? Wenn man einen Teil berührt, der einem ganzen gleicht. Die Weisen haben dies auf die Größe einer Linse bemessen, denn die Schnecke$fn209ist zuerst groß wie eine Linse. R. Jose b. Jehuda sagte: [So groß] wie der Eideehsenschwanz$fn210."
Chagigah 11a:7,"D<small>IE</small> I<small>NZESTGESETZE</small>. Dies steht ja in der Schrift geschrieben!? – Dies bezieht sich auf die Tochter seiner Genotzüchtigten, von der in der"
Chagigah 11b:1,"Schrift nichts steht : Raba sagte nämlich : R. Jiçḥaq b. Evdämi sagte mir, dies sei aus [den Worten] <i>sie</i> und <i>Unzucht</i>$fn211zu folgern."
Chagigah 11b:2,S<small>IE SIND</small> K<small>ERNSTÜCKE DER</small> T<small>ORA</small>. Nur diese und nicht jene!? – Sage vielmehr: diese und jene sind Kernstücke der Tora.
Chagigah 11b:3,"<sup>i</sup> <b>M</b>AN <small>TRAGE NICHT ÜBER</small> I<small>NZESTGESETZE VOR DREIEN VOR, NOCH ÜBER DAS</small> S<small>CHÖPFUNGSWERK VOR ZWEIEN, NOCH ÜBER DIE</small> S<small>PHÄRENKUNDE</small>$fn1 <small>VOR EINEM, ES SEI DENN, DASS ER EIN</small> W<small>EISER IST UND ES AUS EIGENER</small> E<small>RKENNTNIS VERSTEHT</small>. W<small>ER ÜBER VIER</small> D<small>INGE, WAS OBEN, WAS UNTEN, WAS VORN UND WAS HINTEN</small> [<small>SICH BEFINDET</small>], <small>GRÜBELT, FÜR DEN WÄRE ES BESSER, ER WÄRE GAR NICHT ZUR</small> W<small>ELT GEKOMMEN</small>. W<small>ER DIE</small> E<small>HRE SEINES</small> S<small>CHÖPFERS NICHT SCHONT, FÜR DEN WÄRE ES BESSER, ER WÄRE GAR NICHT ZUR</small> W<small>ELT GEKOMMEN</small>."
Chagigah 11b:4,"GEMARA. Zuerst sagst du: noch über die Sphärenkunde vor einem, nachher aber sagst du: es sei denn, daß er ein Weiser ist und es aus eigener Erkenntnis versteht!? – Er meint es wie folgt: Man darf die Inzestgesetze vor dreien, das Schöpfungswerk vor zweien und die Sphärenkunde vor einem nicht erörtern, wohl aber vor einem Gelehrten, der es aus eigener Erkenntnis versteht."
Chagigah 11b:5,"M<small>AN TRAGE NICHT ÜBER</small> I<small>NZESTGESETZE VOR DREIEN VOR.</small> A<small>US</small> welchem Grunde: wollte man sagen, weil es heißt :$fn2<i>[keiner,] Mann für Mann, darf seinen Blutsverwandten nahen,</i> ‘Mann für Mann’, zwei, ‘Blutsverwandter’ einer, und der Allbarmherzige sagt : $fn2<i>ihr dürft nicht herantreten, die Scham aufzudecken</i>$fn3, so heißt es ja auch : $fn4<i>wenn [irgend einer,] Mann für Mann, seinem Gotte flucht.</i> Ferner auch;$fn5<i>wenn [irgend einer,] Mann für Mann &amp;c. eines seiner Kinder dem Molekh hingibt.</i> Ist dies ebenso [zu erklären]!? Vielmehr schließt dies Nichtjuden ein, daß auch ihnen gleich Jisraél die Gotteslästerung und der Götzendienst verboten sind, ebenso schließt dies auch hierbei Nichtjuden ein, daß auch ihnen gleich Jisraél die Blutschande verboten ist. – Vielmehr, es heißt: $fn6<i>ihr sollt meine Anordnung befolgen;</i> ‘ihr sollt befolgen’, zwei, ‘Anordnung’ eines, und der Allbarmherzige sagt: $fn6<i>nichts von den greuelhaften Satzungen zu tun</i>$fn3? – Es heißt ja aber auch:$fn7<i>ihr sollt den Šabbath beobachten,</i> $fn8<i>ihr sollt [das Gebot vom] ungesäuerten befolgen,</i> $fn9<i>ihr sollt den Dienst des Heiligtums beobachten;</i> ist dies ebenso [zu erklären]!? Vielmehr, erklärte R. Aši, unter ‘nicht vor dreien über Inzestgesetze vortragen’ [ist zu verstehen], man dürfe nicht vor dreien über die Geheimnisse$fn10der Inzestgesetze vortragen. – Aus welchem Grunde? – Dies ist einleuchtend; wenn zwei vor ihrem Lehrer sitzen und einer mit dem Lehrer disputiert, so neigt auch der andere sein Ohr dem Dispute zu, wenn es aber drei sind und einer mit dem Lehrer disputiert, so unterhalten sich die beiden anderen mit einander und wissen nicht, was der Lehrer spricht, und sie könnten dazu kommen, beim Inzestgesetze Verbotenes zu erlauben. – Demnach sollte dies auch von der ganzen Tora gelten!? – Anders ist es beim Inzestgesetze, denn der Meister sagte: Nach Raub und Unzucht gelüstet und verlangt die Seele des Menschen. – Demnach sollte dies auch vom [Gesetze über den] Raub gelten!? – Der Trieb zur Unzucht ist stark, ob man [die Gelegenheit] vor sich hat, oder sie nicht vor sich hat, der Trieb zum Raube ist aber nur dann stark, wenn man [die Gelegenheit] vor sich hat, nicht aber, wenn man sie nicht vor sich hat."
Chagigah 11b:6,"N<small>OCH ÜBER DAS</small> S<small>CHÖPFUNGSWERK VOR ZWEIEN</small>. Woher dies? – Die Rabbanan <i>lehrten</i>:$fn11<i>Denn frage doch nach den früheren Zeiten nach,</i> nur einer darf fragen, zwei aber dürfen nicht fragen. Man könnte glauben, man dürfe auch danach forschen, was dann war, bevor die Welt erschaffen wurde, so heißt es:$fn11<i>seit dem Tage, wo Gott den Menschen auf der Erde erschaffen hat.</i> Man könnte glauben, man dürfe auch nicht danach forschen, was sich in den sechs Schöpfungstagen$fn12zugetragen hat, so heißt es:$fn11<i>nach den früheren Zeiten, die vor dir waren.</i> Man könnte glauben, man dürfe auch danach forschen, was oben, was unten, was vorn und was hinten [sich befindet], so heißt es:$fn11<i>von einem Ende des Himmels bis zum anderen,</i> danach, was sich von einem Ende des Himmels bis zum anderen befindet, darfst du forschen, du darfst aber nicht danach forschen, was oben, was unten, was vorn und was hinten [sich befindet]. – Wozu ist, wo du es folgerst aus [dem Verse] : <i>von einem Ende</i>"
Chagigah 12a:1,"<i>des Himmels bis zum anderen,</i> [der Vers:] <i>seit dem Tage, wo Gott den Menschen auf der Erde erschaffen hat,</i> nötig? – Wegen einer Lehre R. Elea͑zars, denn R. Elea͑zar sagte: Adam der Urmensch war$fn13von der Erde bis zum Himmel, denn es heißt: <i>seit dem Tage, wo Gott den Menschen auf der Erde</i>$fn14<i>erschaffen hat.</i> Nachdem er gesündigt hatte, legte der Heilige, gepriesen sei er, seine Hand auf ihn und verminderte ihn, denn es heißt :$fn15<i>hinten und vorn hast du mich geschaffen und legtest auf mich deine Hand.</i>"
Chagigah 12a:2,"R. Jehuda sagte im Namen Rabhs : Adam der Urmensch war$fn13von einem Ende der Welt bis zum anderen, denn es heißt: <i>seit dem Tage, wo Gott den Menschen auf der Erde erschaffen hat, von einem Ende des Himmels bis zum anderen.</i> Nachdem er aber gesündigt hatte, legte der Heilige, gepriesen sei er, seine Hand auf ihn und verminderte ihn, denn es heißt: <i>du legtest auf mich deine Hand. –</i> Die Verse widersprechen ja einander!? – Beide bezeichnen die gleiche Größe."
Chagigah 12a:3,"Ferner sagte R. Jehuda im Namen Rabhs: Zehn Dinge sind am ersten Tage erschaffen worden, und zwar: Himmel und Erde, Öde und Leere, Licht und Finsternis, Luft und Wasser, das Wesen des Tages und das Wesen der Nacht. Himmel und Erde, denn es heißt :$fn16<i>am Anfang schuf Gott den Himmel und die Erde.</i> Öde und Leere, denn es heißt :$fn17<i>die Erde war öde und leer.</i> Licht und Finsternis ; von der Finsternis heißt es : $fn17<i>Finsternis lag auf dem Abgrunde,</i> und vom Lichte heißt es:$fn18<i>da sprach Gott: Es werde Licht.</i> Luft und Wasser, denn es heißt:$fn17<i>und der Geist</i>$fn19<i>Gottes schwebte über dem Wasser.</i> Das Wesen des Tages und das Wesen der Nacht, denn es heißt :$fn20<i>und es wurde Abend, und es wurde Morgen, ein Tag.</i> Es wird gelehrt: Die Öde ist ein grüner Streifen, der die ganze Welt umspannt, von dem die Finsternis ausgeht, denn es heißt :$fn21<i>er machte Finsternis zu seiner Hülle, ringsum</i>. Die Leere besteht aus schlammigen Steinen, die im Abgrunde versenkt sind, aus denen das Wasser hervorkommt, denn es heißt :$fn22<i>und er wird darüber ausspannen eine Schnur der Öde und Steine der Leere.</i> – Ist denn das Licht am ersten Tage erschaffen worden, es heißt ja:$fn23<i>und Gott setzte sie an die Veste des Himmels,</i> und darauf folgt :$fn24<i>und es wurde Abend und es wurde Morgen, der vierte Tag</i>!? – Dies nach R. Elea͑zar, denn R. Elea͑zar sagte: Mit dem Lichte, das der Heilige, gepriesen sei er, am ersten Tage erschaffen hatte, konnte man von einem Ende der Welt bis zum anderen sehen; als aber der Heilige, gepriesen sei er, auf das Zeitalter der Sintflut und der Teilung$fn25schaute und ihre schlechten Taten sali, versteckte er es vor ihnen, denn es heißt:$fn26<i>und den Frevlern wird ihr Lichl entzogen.</i> – Für wen verwahrte er es? – Für die Frommen in der zukünftigen Welt, denn es heißt :$fn27<i>und Gott sah, daß das Licht gut ivar,</i> und unter ‘gut’ ist der Fromme zu verstehen, denn es heißt :$fn28<i>saget den Frommen, daß sie es g ut haben</i>. Als er nun das Licht betrachtete, das er für die Frommen verwahrte, freute er sich, denn es heißt :$fn29<i>über das Licht der Frommen freut er sich.</i> [Hierüber streiten] Tannaím: Mit dem Lichte, das der Heilige, gepriesen sei er, am ersten Tage erschaffen hatte, konnte man von einem Ende der Welt bis zum anderen sehen – so R. Ja͑qob; die Weisen sagen, dieses sei mit den Leuehten$fn30identisch ; sie wurden am ersten Tage erschaffen, aber erst am vierten [an die Himmelsveste] gesetzt."
Chagigah 12a:4,"R. Zuṭra b. Ṭobija sagte im Namen Rabhs: Durch zehn Dinge wurde die Welt geschaffen: durch Weisheit, durch Einsicht, durch Erkenntnis, durch Kraft, durch Anschreien, durch Stärke, durch Gerechtigkeit, durch Recht, durch Gnade und durch Barmherzigkeit. Durch Weisheit und Einsicht, denn es heißt :$fn31<i>der Herr hat die Erde durch Weisheit gegründet, durch Einsicht die Himmel festgestellt.</i> Durch Erkenntnis, denn es heißt: $fn32<i>Durch Erkenntnis haben sich die Fluten gespalten</i>. Durch Kraft und Stärke, denn es heißt :$fn33<i>der durch seine Kraft die Berge feststellt, mit Stärke gegürtet ist.</i> Durch Anschreien, denn es heißt :$fn34<i>des Himmels Säulen werden ins Wanken gebracht und entsetzen sich vor seinem Schrei.</i> Durch Gerechtigkeit und Recht, denn es heißt :$fn35<i>Gerechtigkeit und Recht ist die Grundlage deines Thrones</i>. Durch Gnade und Barmherzigkeit, denn es heißt :$fn36<i>Gedenke deiner Barmherzigkeit, Herr, und deiner Gnade, denn von Ewigkeit her sind sie.</i>"
Chagigah 12a:5,"Ferner sagte R. Jehuda im Namen Rabhs: Als der Heilige, gepriesen sei er, die Welt erschuf, erweiterte sie sich unaufhörlich, wie die zwei Knäuel des Webeaufuges, bis der Heilige, gepriesen sei er, sie anschrie und sie zum Stehen brachte, denn es heißt: <i>des Himmels Säulen werden ins Wanken gebracht und entsetzen sich vor seinem Schrei.</i> Das ist es, was Reš Laqiš sagte:$fn37<i>Ich bin Gott, der Allmächtige [Šaddaj],</i> ich bin es, der der Welt zurief: Genug [daj]! Reš Laqiš sagte: Als der Heilige, gepriesen sei er, das Meer erschuf, erweiterte es sich unaufhörlich, bis der Heilige, gepriesen sei er, es anschrie, und es trocknete aus, denn es heißt :$fn38<i>er schreit das Meer an und trocknet es aas, und alle Ströme läßt er versiegen.</i>"
Chagigah 12a:6,"Die Rabbanan lehrten: Die Schule Šammajs sagt, der Himmel sei zuerst erschaffen worden, und nachher die Erde, denn es heißt: <i>am Anfang schuf Gott den Himmel und die Erde,</i> und die Schule Hillels sagt, die Erde sei zuerst erschaffen worden und nachher der Himmel, denn es heißt :$fn39<i>am Tage, als Gott der Herr Erde und Himmel erschuf.</i> Die Schule Hillels sprach zu der Schule Šammajs: Nach eurer Ansicht baut jemand also zuerst den Söller und nachher das Erdgeschoß!? Es heißt nämlich: $fn40<i>der im Himmel seinen Söller gebaut und sein Gewölbe auf die Erde gegründet hat.</i> Darauf sprach die Schule Šammajs zu der Schule Hillels: Nach eurer Ansicht fertigt jemand also zuerst den Schemel und nachher den Stuhl!? Es heißt nämlich:$fn41<i>so spricht der Herr: Der Himmel ist mein Stuhl und die Erde meiner Füße Schemel</i>. Die Weisen sagen, beide seien zu gleicher Zeit erschaffen worden, denn es heißt :$fn42<i>hat doch meine Hand die Erde gegründet, und meine Rechte den Himmel ausgespannt. Ich rufe ihnen zu: zusammen stehen sie da.</i> – Und jenel? – Unter ‘zusammen’ ist zu verstehen, sie lösen sich nicht von einander. Die Schriftverse widersprechen ja einander!? Reš Laqiš erwiderte: Als sie erschaffen wurden, erschuf er zuerst den Himmel und nachher die Erde, als er sie ausspannte, spannte er zuerst die Erde aus und nachher den Himmel. – Was heißt Šamajim [Himmel]? R. Jose b. Ḥanina erwiderte: Dort ist Wasser [šam majim]. In einer Barajtha wird gelehrt: Feuer und Wasser [eš umajim]; dies lehrt, daß der Heilige, gepriesen sei er, sie verrührt und aus ihnen den Himmel gemacht hat."
Chagigah 12a:7,"R. Jišma͑él fragte R. A͑qiba, als sie sich zusammen auf der Reise befanden: Du hast ja zweiundzwanzig Jahre famuliert bei Naḥum aus Gamzu, der [die Partikel] <i>eth</i>$fn43in der ganzen Tora deutete, was deutete er aus: <i>den [eth] Himmel und die [eth] Erde?</i> Dieser erwiderte: Würde es geheißen haben: <i>Himmel und Erde,</i> so könnte man glauben, dies sei der Name des Heiligen, gepriesen sei er, wenn es aber heißt <i>: den [eth] Himmel und d i e [eth] Erde,</i> so weiß man, daß šamajim wirklich"
Chagigah 12b:1,der Himmel und ereç wirklich die Erde ist. – Wozu heißt es : <i>die [eth] Erde?</i> – Daß nämlich der Himmel zuerst erschaffen wurde.
Chagigah 12b:2,"<i>Und die Erde war öde und leer.</i> Merke, mit dem Himmjel hat er ja zuerst begonnen, weshalb erzählt er zuerst von den Schöpfungen auf der Erde? – In der Schule R. Jišma͑éls wurde gelehrt: Ein Gleichnis. Einst sprach ein König aus Fleisch und Blut zu seinen Dienern: Findet euch morgen früh vor meiner Tür ein. Morgens machte er sich früh auf und fand Frauen und Männer vor. Wen belohnte er mehr? Den doch, der sonst nicht früh aufzustehen pflegt, und aufgestanden ist$fn44."
Chagigah 12b:3,"Es wird gelehrt: R. Jose sagte: Wehe den Menschen, die sehen, jedoch nicht wissen, was sie sehen, die stehen, jedoch nicht wissen, worauf sie stehen. Worauf ruht die Erde? Auf Säulen, denn es heißt :$fn45<i>der die Erde aufbeben macht von ihrer Stätte, daß ihre Säulen wanken.</i> Die Säulen ruhen auf dem Wasser, denn es heißt :$fn46<i>der die Erde auf dem Wasser ausbreitete</i>. Das Wasser ruht auf den Bergen, denn es heißt :$fn47<i>auf den Bergen stehen Gewässer.</i> Die Berge ruhen auf dem Winde, denn es heißt :$fn48<i>denn er hat die Berge gebildet und den Wind geschaffen</i>. Der Wind ruht auf dem Sturme, denn es heißt :$fn49<i>der Sturmwind richtet sein Gebot aus.</i> Der Sturm hängt am Arme des Heiligen, gepriesen sei er, denn es heißt :$fn50<i>unten sind die ewigen Arme.</i> Die Weisen sagen, [die Welt] ruhe auf zwölf Säulen, denn es heißt :$fn51<i>er setzte die Grenzen der Völker nach der Zahl [der Stämme] der Kinder Jisraél</i>. Manche sagen, auf sieben Säulen, denn es heißt :$fn52<i>sie hat ihre sieben Säulen ausgehauen.</i> R. Elea͑zar b. Šamuá sagt, auf einer Säule, deren Namen ist ‘Gerechter’, denn es heißt :$fn53<i>der Gerechte ist die Grundlage der Welt.</i>"
