Index Title,Nedarim
Nedarim 26b:1,"Rabbanan gegen R. A͑qiba im Schlußsatze, wenn er gesagt hat: diesen und jenen, du sagst ja, alle stimmen überein, es sei erlaubt!? Raba erwiderte ihm: Stimmt etwa der Schlußsatz R. A͑qibas nach Rabba? Er bezieht ihn auf den Fall, wenn er gesagt hat: euch alle; wer ist demnach erster und wer ist letzter!? Vielmehr gilt der Anfangsatz von dem Falle, wenn er gesagt hat: euch alle, und der Schlußsatz von dem Falle, wenn er einen auf den anderen bezogen und gesagt hat: diesen wie jenen, und jenen wie jenen. Dies ist auch zu beweisen, denn es wird gelehrt: wird es inbetreff des mittelsten aufgelöst, so ist es den ihm folgenden$fn92erlaubt und den ihm vorangehenden verboten. R. Ada b. Ahaba wandte gegen Raba ein: [Wenn jemand sagt:] Qonam, daß ich keine Zwiebel kosten werde, weil die Zwiebel dem Herzen schädlich ist, und man ihm erklärt: die dörfische ist ja dem Herzen zuträglich, so ist ihm die dörfische erlaubt; und nicht nur die dörfische ist ihm erlaubt, sondern auch alle anderen Zwiebeln. Einst ereignete sich ein solcher Fall, und R. Meír erlaubte ihm alle Zwiebeln. Doch wohl, wenn er sagt: hätte ich gewußt, daß die dörfische dem Herzen zuträglich ist, so würde ich gesagt haben; alle Zwiebeln sollen [mir] verboten sein und die dörfische erlaubt$fn93!? – Nein, wenn er sagt: hätte ich gewußt, daß die dörfische dem Herzen zuträglich ist, so würde ich gesägt haben: diese und jene Zwiebeln sollen [mir] verboten sein und die dörfische erlaubt. R. Meír [lehrt es] sowohl nach R. A͑qiba als auch nach den Rabbanan. Rabina wandte gegen Raba ein: R. Nathan sagte: Es gibt Gelübde, bei denen es teilweise erlaubt und teilweise verboten ist. Zum Beispiel: wenn er sich einen Korb Früchte abgelobt hat, darunter Šuaḥ-Feigen$fn94sind, und"
Nedarim 27a:1,"er sagt: hätte ich gewußt, daß Šuaḥ-Feigen darunter sind, so würde ich sie mir nicht abgelobt haben, so ist ihm der Korb Früchte verboten und die Šuaḥ-Feigen erlaubt. Als R. A͑qiba kam, lehrte er, wenn ein Gelübde teilweise aufgelöst worden ist, sei es vollständig aufgelöst. Doch wohl, wenn er sagt: hätte ich gewußt, daß Šuaḥ-Feigen darunter sind, so würde ich gesagt haben: schwarze und weiße Feigen sollen [mir] verboten sein und Šuaḥ-Feigen erlaubt. Dies nach R. A͑qiba, und die Rabbanan streiten gegen$fn95ihn!? – Nein, wenn er sagt: hätte ich gewußt, daß Šuaḥ-Feigen darunter sind, so würde ich gesagt haben: der ganze Korb soll [mir] verboten sein und die Šuaḥ-Feigen erlaubt$fn96. – Wer ist der Autor der folgenden Lehre der Rabbanan: Hat jemand sich gleichzeitig [den Genuß] von fünf Personen abgelobt, so ist es ihm, wenn es inbetreff des einen von ihnen aufgelöst worden ist, für alle aufgelöst. [Sagte er:] ausgenommen einer von ihnen, so ist es ihm von diesem erlaubt und von den übrigen verboten? – Nach Rabba gilt der Anfangsatz nach R. A͑qiba und der Schlußsatz nach aller Ansicht, und nach Raba der Schlußsatz nach den Rabbanan und der Anfangsatz nach aller Ansicht."
Nedarim 27a:2,"<sup>iii</sup><b>E</b><small>IN</small> Z<small>WANGSGELÜBDE IST ES</small>, <small>WENN SEIN</small> N<small>ÄCHSTER IHN MIT EINEM</small> G<small>ELÜBDE BELEGT HAT</small>, <small>BEI IHM ZU ESSEN</small>, <small>UND ER ODER SEIN</small> K<small>IND ERKRANKT IST ODER EIN</small> F<small>LUSS IHN GEHINDERT HAT</small>. D<small>IES IST EIN</small> Z<small>WANGSGELÜBDE</small>$fn97."
Nedarim 27a:3,"GEMARA. Einst hinterlegte jemand Beweisstücke bei Gericht und sprach: Wenn ich in dreißig Tagen nicht komme, mögen diese meine Beweisstücke ihre Gültigkeit verlieren. Als er darauf durch einen Zwangsfall verhindert wurde und nicht kam, entschied R. Hona, seine Beweisstücke seien ungültig. Da sprach Raba zu ihm: Es ist ja ein Zwangsfall, und bei einem Zwangsfall hat die Tora befreit, denn es heißt: $fn98<i>dem Mädchen aber tue nichts</i>!? Wolltest du erwidern, bei der Todesstrafe$fn99verhalte es sich anders, so haben wir ja gelernt: Zwangsgelübde ist es, wenn sein Nächster ihn mit einem Gelübde belegt, bei ihm zu essen, und er oder sein Kind erkrankt ist oder ein Fluß ihn gehindert hat. Dies ist ein Zwangsgelübde. – Womit ist es nach Raba hierbei anders als bei der folgenden Lehre: [Wenn jemand gesagt hat:] da ist dein Scheidebrief von jetzt$fn100ab, falls ich von heute bis nach zwölf Monaten nicht komme, und innerhalb der zwölf Monate gestorben ist, so ist der Scheidebrief gültig. Weshalb denn, er ist ja durch einen Zwangsfall verhindert worden!? – Ich will dir sagen, vielleicht ist es da anders, da er, wenn er gewußt hätte, daß er sterben werde, ihr den Scheidebrief"
Nedarim 27b:1,"mit sofortiger Wirkung gegeben haben würde. – Womit ist es hierbei anders als im folgenden Falle: Einst sagte jemand: Wenn ich innerhalb dreißig Tagen nicht komme, sei der Scheidebrief gültig. Als er kam, verhinderte ihn die Fähre$fn101. Da rief er: Seht, ich bin gekommen, seht, ich bin gekommen. Da entschied Šemuél, dies heiße kein Kommen. Weshalb denn, er war ja durch einen Zwangsfall verhindert!? – Vielleicht ist es bei einem offensichtlichen Zwangsfalle anders, und bei der Fähre war es ein offensichtlicher Zwangsfall$fn102. – Gegen R. Hona [ist ja einzuwenden:] merke, es$fn103war ja nur eine Zusage, und durch eine Zusage erfolgt ja keine Zueignung!? – Anders war es da, wo er seine Beweisstücke hinterlegt hatte. – Ist es denn, wenn er sie hinterlegt, keine bloße Zusage, wir haben ja gelernt: Wenn jemand einen Teil seiner Schuld bezahlt und den Schuldschein bei einem dritten hinterlegt und zu ihm spricht: wenn ich innerhalb dreißig Tagen [den Rest] nicht bezahle, gib [dem Gläubiger] seinen Schuldschein zurück, und die Frist heranreicht und er nicht bezahlt, so gebe er ihn, wie R. Jose sagt, [dem Gläubiger], und R. Jehuda sagt, er gebe ihn ihm nicht. Hierzu sagte R. Naḥman im Namen des Rabba b. Abuha im Namen Rabhs, die Halakha sei nicht wie R. Jose, welcher sagt, durch die Zusage erfolge eine Zueignung!? – Anders war es da, wo er sagte, seine Beweisstücke mögen ungültig$fn104sein. Die Halakha ist, durch die Zusage erfolge eine Zueignung. Dies nur dann, wenn er nicht durch einen Zwangsfall gehindert wird, und nur dann, wenn er es ihm vor einem würdigen Gerichte zugeeignet hat."
Nedarim 27b:2,"<sup>iv</sup><b>M</b><small>AN DARF</small> M<small>ÖRDERN</small>, R<small>ÄUBERN UND</small> Z<small>ÖLLNERN GELOBEN</small>, <small>DASS ES</small>$fn105H<small>EBE IST</small>, <small>AUCH WENN ES KEINE</small> H<small>EBE IST</small>, <small>DASS ES KÖNIGLICHES</small> G<small>UT IST</small>, <small>AUCH WENN ES KEIN</small> K<small>ÖNIGLICHES</small> G<small>UT IST</small>. D<small>IE</small> S<small>CHULE</small> Š<small>AMMAJS SAGT</small>, <small>MAN DÜRFE BEI ALLEM GELOBEN</small>, <small>NUR NICHT MIT EINEM</small> S<small>CHWURE</small>; <small>DIE</small> S<small>CHULE</small>"
Nedarim 28a:1,"H<small>ILLELS SAGT</small>, <small>AUCH MIT EINEM</small> S<small>CHWURE</small>. D<small>IE</small> S<small>CHULE</small> Š<small>AMMAJS SAGT</small>, <small>MAN DÜRFE IHM</small>$fn106<small>NICHT MIT EINEM</small> G<small>ELÜBDE ZUVORKOMMEN</small>, <small>UND DIE</small> S<small>CHULE</small> H<small>ILLELS SAGT</small>, <small>MAN DÜRFE IHM AUCH ZUVORKOMMEN</small>. D<small>IE</small> S<small>CHULE</small> Š<small>AMMAJS SAGT</small>, [<small>ER GELOBE</small>] <small>NUR DAS</small>, <small>WAS DIESER IHN ZU GELOBEN ZWINGT</small>, <small>UND DIE</small> S<small>CHULE</small> H<small>ILLELS SAGT</small>, <small>AUCH DAS</small>, <small>WAS ER IHN NICHT ZU GELOBEN ZWINGT</small>. Z<small>UM</small> B<small>EISPIEL</small>: <small>WENN DIESER ZU IHM SAGT</small>: S<small>PRICH</small>: Q<small>ONAM SEI MIR DER</small> G<small>ENUSS VON MEINER</small> F<small>RAU</small>, <small>UND ER SPRICHT</small>: Q<small>ONAM SEI MIR DER</small> G<small>ENUSS VON MEINER</small> F<small>RAU UND MEINEN</small> K<small>INDERN</small>, <small>SO IST ES IHM</small>, <small>WIE DIE</small> S<small>CHULE</small> Š<small>AMMAJS SAGT</small>, <small>VON SEINER</small> F<small>RAU ERLAUBT UND VON SEINEN</small> K<small>INDERN VERBOTEN</small>, <small>UND WIE DIE</small> S<small>CHULE</small> H<small>ILLELS SAGT</small>, <small>VON DIESEN UND JENER ERLAUBT</small>."
Nedarim 28a:2,"GEMARA. Šemuél sagte ja aber, das Gesetz der Regierung sei Gesetz$fn107!? R. Ḥenana erwiderte im Namen R. Kahanas im Namen Šemuéls: Dies gilt von einem Zöllner ohne Begrenzung$fn108. In der Schule R. Jannajs erklärten sie: Von einem Freibeute-Zöllner."
Nedarim 28a:3,"D<small>ASS ES KÖNIGLICHES</small> G<small>UT IST</small>, <small>AUCH WENN ES KEIN KÖNIGLICHES</small> G<small>UT IST</small>. Wie gelobe er? R. A͑mram erwiderte im Namen Rabhs: Er sage: Mögen mir alle Früchte der Welt verboten sein, wenn es nicht königliches Gut ist. – Sobald er sagt: verboten sein, sind ihm ja alle Früchte der Welt verboten$fn109!? – Er sage: heute. – Wenn er ‘heute’ sagt, hört ja der Zöllner nicht auf ihn!? – Er sage ‘heute’ im Herzen, mit den Lippen aber ohne Vorbehalt. Obgleich wir sonst der Ansicht sind, im Herzen [gedachte] Worte gelten nicht, ist es bei einem Zwange anders."
Nedarim 28a:4,"D<small>IE</small> S<small>CHULE</small> Š<small>AMMAJS SAGT</small>, <small>MIT ALLEM</small> &amp;<small>C</small>. D<small>IE</small> S<small>CHULE</small> Š<small>AMMAJS SAGT</small>, [<small>ER GELOBE</small>] <small>NUR DAS</small>, <small>WAS DIESER IHN ZU GELOBEN ZWINGT</small>, <small>UND DIE</small> S<small>CHULE</small> H<small>ILLELS SAGT</small>, <small>AUCH DAS</small>, <small>WAS ER IHN NICHT ZU GELOBEN ZWINGT</small>. Z<small>UM</small> B<small>EISPIEL</small>: <small>WENN DIESER ZU IHM SAGT</small>: [S<small>PRICH</small>:] Q<small>ONAM SEI MIR DER</small> G<small>ENUSS VON MEINER</small> F<small>RAU</small>, <small>UND ER SPRICHT</small>: Q<small>ONAM SEI MIR DER</small> G<small>ENUSS VON MEINER</small> F<small>RAU UND MEINEN</small> K<small>INDERN</small>, <small>SO IST ES IHM</small>, <small>WIE DIE</small> S<small>CHULE</small> Š<small>AMMAJS SAGT</small>, <small>VON SEINER</small> F<small>RAU ERLAUBT UND VON SEINEN</small> K<small>INDERN VERBOTEN</small>, <small>UND WIE DIE</small> S<small>CHULE</small> H<small>ILLELS SAGT</small>, <small>VON DIESEN UND JENER ERLAUBT</small>. R. Hona sagte: Es wird gelehrt: Die Schule Šammajs sagt, er dürfe ihm nicht mit einem Schwure zuvorkommen, und die Schule Hillels sagt, er dürfe ihm auch mit einem Schwure zuvorkommen. Demnach darf er ihm nach der Schule Šammajs nur mit einem Schwure nicht zuvorkommen, wohl aber mit einem Gelübde, und wir haben gelernt, die Schule Šammajs sagt, er dürfe ihm nicht mit einem Gelübde zuvorkommen!? Ferner: nur zuvorkommen darf er ihm nicht mit einem Schwure, wohl aber darf er ihm mit einem Schwure geloben, und dem widersprechend wird gelehrt, die Schule Šammajs sagt, man dürfe bei allem geloben, nur nicht mit einem Schwure!? – Unsere Mišna spricht von einem Gelübde, um die Ansicht der Schule Šammajs hervorzuheben, und die Barajtha spricht von einem Schwure, um die Ansicht der Schule Hillels$fn110hervorzuheben. R. Aši erwiderte: Er meint es wie folgt: die Schule Šammajs sagt, beim Schwure gebe es kein Nachsuchen und die Schule Hillels sagt, beim Schwure gebe es ein Nachsuchen$fn111."
Nedarim 28a:5,"<sup>v</sup><b>S</b><small>AGT JEMAND</small>:] <small>DIESE</small> P<small>FLANZUNGEN SOLLEN</small> O<small>PFERGABE SEIN</small>, <small>WENN SIE NICHT GEBROCHEN WERDEN</small>, <small>DIESES</small> G<small>EWAND SOLL</small> O<small>PFERGABE SEIN</small>, <small>WENN ES NICHT VERBRANNT WIRD</small>, <small>SO GIBT ES</small>$fn112<small>FÜR SIE EINE</small> A<small>USLÖSUNG</small>; <small>WENN ABER</small>: <small>DIESE</small> P<small>FLANZUNGEN SOLLEN</small> O<small>PFERGABEN SEIN</small>, <small>BIS SIE GEBROCHEN WERDEN</small>, <small>DIESES</small> G<small>EWAND SOLL</small> O<small>PFERGABE SEIN</small>, <small>BIS ES VERBRANNT WIRD</small>, <small>SO GIBT ES FÜR SIE KEINE</small> A<small>USLÖSUNG</small>$fn113."
Nedarim 28b:1,
Nedarim 28b:2,"GEMARA. Sollte er doch lehren: so sind sie heilig$fn114(und nicht heilig)!? – Da er im Schlußsatze lehren will, es gebe für sie keine Auslösung, so lehrt er entsprechend im Anfangsatze, es gebe für sie eine Auslösung. – Wie gelobte$fn115er? Amemar erwiderte: Wenn er sagt: wenn sie heute nicht gebrochen werden, und der Tag vorüber ist, ohne daß sie gebrochen worden sind. – Wozu braucht dies demnach gelehrt zu werden, es ist ja selbstverständlich!? – In dem Falle, wenn ein starker Wind$fn116herrscht. – Er lehrt es ja auch von einem Gewande, und ein Gewand ist ja nicht der Verbrennung verfallen!? – Wenn beispielsweise eine Feuersbrunst herrscht, und desgleichen, wenn ein starker Wind herrscht. Man könnte glauben, er habe nur deshalb gelobt, weil er damit gerechnet hat, sie würden nicht gerettet werden, so lehrt er uns."
Nedarim 28b:3,"D<small>IESE</small> P<small>FLANZUNGEN SOLLEN</small> O<small>PFERGABEN SEIN</small> &amp;<small>C</small>. Ewig$fn117!? Bar Pada erwiderte: Löst er sie aus, so werden sie wieder heilig, löst er sie abermals aus, so werden sie wieder heilig, bis sie gebrochen werden; werden sie gebrochen, so löse er sie einmal aus$fn118und dies genügt. U͑la erwiderte: Werden sie gebrochen, so braucht er sie nicht mehr auszulösen. R. Hamnuna"
Nedarim 29a:1,"sprach zu ihm: Wo kommt die ihnen anhaftende Heiligkeit hin!? Geht denn eine Frau, zu der jemand sagt: sei heute meine Frau, morgen aber sei nicht mehr meine Frau, frei ohne Scheidebrief$fn119aus!? Raba erwiderte ihm: Wieso vergleichst du die Heiligkeit des Geldwertes$fn120 mit der Heiligkeit des Körpers; die Heiligkeit des Geldwertes kann von selbst schwinden, die Heiligkeit des Körpers kann nicht von selbst schwinden. Abajje sprach zu ihm: Kann denn die Heiligkeit des Körpers nicht von selbst schwinden, es wird ja gelehrt, daß, [wenn jemand sagt:] dieses Rind sei dreißig Tage Brandopfer und nach dreißig Tagen$fn121Heilsopfer, es dreißig Tage Brandopfer und nach dreißig Tagen Heilsopfer sei. Auch hierbei handelt es sich um die Heiligkeit des Körpers, und es schwindet von selbst!? – Hier wird von dem Falle gesprochen, wenn er vom Geldwerte spricht. – Wie ist demnach der Schlußsatz zu erklären: [Sagt er:] nach dreißig Tagen Brandopfer und von jetzt ab$fn122Heilsopfer. Erklärlich ist es, daß der Autor beides zu"
Nedarim 29b:1,"lehren braucht, wenn du sagst, das erste gelte von der Heiligkeit des Körpers und das andere von der Heiligkeit des Geldwertes, denn man könnte glauben, nur die Heiligkeit des Geldwertes schwinde von selbst, die Heiligkeit des Körpers aber schwinde nicht von selbst, wozu aber braucht beides gelehrt zu werden, wenn du sagst, beides gelte von der Heiligkeit des Geldwertes: wenn sogar die strenge Heiligkeit in eine leichte übergeht, um so mehr die leichte in eine strenge!? Dies wäre somit eine Widerlegung Bar Padas, welcher sagt, die Heiligkeit schwinde nicht von selbst. R. Papa erwiderte: Bar Pada kann dir erwidern, [der Schlußsatz] sei wie folgt zu verstehen: wenn er nicht gesagt hat: von jetzt ab sei es Heilsopfer, so ist es [auch] nach dreißig Tagen$fn123Brandopfer. Wie auch in dem Falle, wenn jemand zu einer Frau spricht: sei mir nach dreißig Tagen angetraut, die ihm angetraut ist, auch wenn inzwischen das [Antrauungs]geld$fn124verzehrt worden ist. – Selbstverständlich!? – In dem Falle, wenn er zurücktritt. – Allerdings nach demjenigen, welcher sagt, sie könne$fn125nicht zurücktreten, wie ist es aber nach demjenigen zu erklären, welcher sagt, sie könne zurücktreten!? – Auch nach demjenigen, welcher sagt, sie könne zurücktreten, ist es hierbei anders, da Gott gegenüber das Versprechen der Übergabe bei einem Gemeinen gleicht."
Nedarim 29b:2,"R. Abin und R. Jiçḥaq b. [Joseph] saßen vor R. Jirmeja, und R. Jirmeja war eingenickt. Sie saßen und trugen vor: Aus der Lehre Bar Padas, daß, wenn er sie auslöst, sie wieder heilig werden, ist ja die Frage R. Hoša͑jas zu entscheiden, wie es denn sei, wenn jemand einer"
Nedarim 30a:1,"Frau zwei Peruṭas$fn126gibt und zu ihr spricht: mit der einen sei mir heute angetraut, und mit der anderen sei mir angetraut, nachdem du von mir geschieden sein wirst; daß nämlich auch hierbei die Antrauung gültig sei. Da erwachte R. Jirmeja und sprach zu ihnen: Wieso vergleicht ihr den Fall, wenn er selber sie ausgelöst hat, mit dem Falle, wenn andere sie ausgelöst haben!? Folgendes sagte R. Joḥanan: löst er sie aus, so werden sie wieder heilig, lösen andere sie aus, so werden sie nicht wieder heilig. Der Fall von der Frau gleicht der Auslösung$fn127durch andere. Es wurde auch gelehrt: R. Ami sagte im Namen R. Joḥanans: Dies nur in dem Falle, wenn er selber sie auslöst, wenn aber andere sie auslösen, werden sie nicht wieder heilig."
Nedarim 30a:2,"<sup>vi</sup><b>W</b><small>ER SICH DEN</small> G<small>ENUSS VON</small> S<small>EEFAHRERN ABGELOBT</small>, <small>DEM IST ER VON</small> B<small>EWOHNERN DES</small> F<small>ESTLANDES ERLAUBT</small>, <small>UND WER VON</small> B<small>EWOHNERN DES</small> F<small>ESTLANDES</small>, <small>DEM IST ER VON</small> S<small>EEFAHRERN VERBOTEN</small>, <small>DENN AUCH</small> S<small>EEFAHRER GEHÖREN ZU DEN</small> B<small>EWOHNERN DES</small> F<small>ESTLANDES</small>. D<small>IES GILT NICHT VON SOLCHEN</small>, <small>DIE ZWISCHEN</small> A͑<small>KKO UND</small> J<small>APHO</small>$fn128<small>VERKEHREN</small>, <small>SONDERN VON BERUFSMÄSSIGEN</small> S<small>EEFAHRERN</small>."
Nedarim 30a:3,"GEMARA. R. Papa und R. Aḥa, Sohn des R. Iqa, [streiten hierüber;] einer bezieht es$fn129auf den Anfangsatz und einer bezieht es auf den Schlußsatz. Der es auf den Anfangsatz bezieht, lehrt wie folgt: wer sich den Genuß von Seefahrern abgelobt, dem ist er von Bewohnern des Festlandes erlaubt, von Seefahrern aber verboten, jedoch nicht von solchen, die zwischen A͑kko und Japho verkehren, diese sind Bewohner"
Nedarim 30b:1,"des Festlandes, sondern von berufsmäßigen Seefahrern. Und der es auf den Schlußsatz bezieht, lehrt wie folgt: wer sich den Genuß von Bewohnern des Festlandes abgelobt, dem ist er von Seefahrern verboten, und nicht nur von solchen, die zwischen A͑kko und Japho verkehren, sondern auch von berufsmäßigen Seefahrern, weil sie schließlich das Festland aufsuchen."
Nedarim 30b:2,"<sup>vii</sup><b>W</b><small>ER SICH DEN</small> G<small>ENUSS VON</small> ‘S<small>ONNENSCHAUENDEN</small>’ <small>ABGELOBT</small>, <small>DEM IST ES AUCH VON</small> B<small>LINDEN VERBOTEN</small>, <small>DENN ER MEINTE</small>, <small>AUF DIE DIE</small> S<small>ONNE SCHAUT</small>."
