Index Title,Zevachim
Zevachim 11a:1,"wenn das Brandopfer, das vollständig [verbrannt wird], tauglich$fn410ist, wenn dessen Blut innerhalb gebracht worden ist, um wieviel mehr gilt dies vom Schuldopfer, das nicht vollständig [verbrannt wird. Entgegnet man:] wohl das Brandopfer, weil es keine Sühne schafft, so ist vom Speisopfer wegen einer Sünde [das Entgegengesetzte] zu beweisen$fn411. – Sollte er doch sagen, vom Geflügel-Sündopfer sei [das Entgegengesetzte] zu beweisen$fn412!? – Hinsichtlich des Geflügel-Sündopfers besteht eine Frage$fn413R. Abins. – [Entgegnet man :] wohl das Speisopfer wegen einer Sünde, weil es kein Schlachtopfer ist, so ist vom Brandopfer [das Entgegengesetzte]$fn414zu beweisen. Die Replikation wiederholt sich nun: die Eigenheit des einen gleicht nicht der Eigenheit des anderen und die Eigenheit des anderen gleicht nicht der Eigenheit des einen; das Gemeinsame bei ihnen ist, daß sie Hochheiliges sind, und wenn sie$fn415innerhalb gebracht werden, sind sie tauglich, somit schließe man auch das Schuldopfer ein, es ist ebenfalls Hochheiliges, und wenn sein Blut innerhalb gebracht worden ist, ist es tauglich. Raba aus Barneš sprach zu R. Aši: Es ist ja zu entgegnen: das Gemeinsame bei ihnen ist, daß für sie keine Geldsumme festgesetzt ist, während für das Schuldopfer eine Geldsumme festgesetzt ist!? – Vielmehr, folgendes ist der Grund der Rabbanan, die Schrift sagt:$fn416<i>sein Blut,</i> das Blut von diesem, nicht aber das Blut von einem anderen. – Und jener!? – <i>Sein Blut,</i> nicht aber sein Fleisch. – Und dieser!? – <i>Blut, sein Blut</i>$fn417<i>. –</i> Und jener!? – Er hält nichts von [der Auslegung] <i>Blut, sein Blut</i>$fn418. – Erklärlich ist es nach den Rabbanan, welche sagen, wenn ein Schuldopfer auf einen anderen Namen geschlachtet worden ist, sei es tauglich$fn419, daß manches Speisopfer mit dem Sündopfer und manches Speisopfer mit dem Schuldopfer verglichen wird, denn es wird gelehrt: R. Šimo͑n sagt:$fn420<i>es ist hochheilig, gleich dem Sündopfer und dem Schuldopfer,</i> das Speisopfer wegen einer Sünde gleicht dem Sündopfer, daher ist es, wenn der Haufe auf einen anderen Namen abgehoben worden ist, untauglich, und das freiwillige Speisopfer gleicht dem Schuldopfer, daher ist es, wenn der Haufe auf einen anderen Namen abgehoben worden ist, tauglich. In welcher Hinsicht aber wird nach R. Elie͑zer manches Speisopfer mit dem Sündopfer und manches Speisopfer mit dem Schuldopfer verglichen!? – Hinsichtlich einer anderen Lehre R. Šimo͑ns, denn wir haben gelernt: Wenn nicht in einem Dienstgefäß$fn421, so ist es untauglich, und nach R. Šimo͑n tauglich. Hierzu sagte R. Jehuda, Sohn des R. Ḥija: Folgendes ist der Grund R. Šimo͑ns; die Schrift sagt: <i>es ist hochheilig, gleich dem Sündopfer und dem Schuldopfer;</i> erfolgt der Dienst$fn422mit der Hand, so muß es mit der rechten erfolgen, wie beim Sündopfer$fn423, und wenn mit einem Gefäß, so kann es auch mit der linken erfolgen, wie beim Schuldopfer$fn424. – R. Šimo͑n verwendet also diesen Schriftvers sowohl für das eine als auch für das andere!? – Hauptsächlich deutet der Schriftvers auf die Lehre R. Jehudas, Sohnes des R. Ḥija, und das auf einen anderen Namen hergerichtete Speisopfer wegen einer Sünde ist aus folgendem Grund untauglich: das Sündopfer ist es wohl deshalb, weil es bei diesem <i>es</i> heißt, und auch beim Speissündopfer heißt es <i>es</i>$fn425. – In welcher Hinsicht ist nach den Rabbanan$fn426das Schuldopfer mit dem Sündopfer zu vergleichen!? – Dies lehrt dich, wie beim Sündopfer das Stützen$fn427erforderlich ist, ebenso ist auch beim Schuldopfer das Stützen erforderlich."
Zevachim 11a:2,"J<small>OSEPH</small>$fn428<small>B</small>. Ḥ<small>ONI SAGT, WAS</small> &amp;<small>C. GESCHLACHTET WORDEN IST</small> &amp;<small>C</small>. R. Joḥanan sagte: Joseph b. Ḥoni und R. Elie͑zer lehren dasselbe. Rabba aber sagt, sie streiten über den Fall, wenn andere [Opfer] als Sündopfer hergerichtet worden$fn429sind. Es wird nämlich gelehrt: Wenn das Pesaḥlamm$fn430über ein Jahr alt geworden ist und man es zu seiner Zeit$fn431auf seinen Naman schlachtet, oder wenn man ein anderes [Opfer] als Pesaḥopfer zu seiner Zeit schlachtet, so ist es nach R. Elie͑zer untauglich und nach R. Jehošua͑ tauglich. R. Jehošua͑ sprach : Wenn andere [Opfer] auf seinen Namen an den übrigen Tagen des Jahres, wo es auf seinen eigenen Namen nicht tauglich ist, tauglich sind, um wieviel mehr sind andere auf seinen Namen zur richtigen Zeit, wo es auf seinen Namen tauglich ist, tauglich. R. Elie͑zer erwiderte ihm : Oder$fn432entgegengesetzt : wenn es an den übrigen Tagen des Jahres, wo es auf den eigenen Namen untauglich ist, auf den Namen eines anderen tauglich ist, um wieviel mehr ist es zur richtigen Zeit, wo es auf den eigenen Namen tauglich ist, auf den Namen eines anderen tauglich!? Somit wäre das Pesaḥopfer auf einen anderen Namen am vierzehnten [Nisan] tauglich; willst du dies etwa behaupten!? Andere [Opfer] auf seinen Namen an den übrigen Tagen des Jahres sind$fn433tauglich, weil dann auch es auf den Namen anderer tauglich ist, sollten aber andere auf seinen Namen zur richtigen Zeit tauglich sein, wo es auf den Namen anderer untauglich$fn434ist!? R. Jehošua͑ entgegnete: Demnach$fn435hast du die Kraft des Pesaḥopfers vermindert und die Kraft des Heilsopfers$fn436gesteigert. Da trat R. Elie͑zer zurück und deduzierte wie folgt: wir finden, daß das Zurückbleibende des Pesaḥopfers als Heilsopfer dargebracht wird, nicht aber wird das Zurückbleibende des Heilsopfers als Pesaḥopfer dargebracht; wenn nun das Pesaḥopfer, dessen Zurückbleibendes als Heilsopfer darzubringen ist, untauglich ist, falls es$fn437als Heilsopfer geschlachtet wird, um wieviel mehr ist das Heilsopfer, dessen Zurückbleibendes nicht als Pesaḥopfer darzubringen ist, untauglich,"
Zevachim 11b:1,"falls es$fn437als Pesaḥopfer geschlachtet wird. R. Jehošua͑ entgegnete : Wir finden, daß das Zurückbleibende des Sündopfers als Rrandopfer dargebracht wird, nicht aber wird das Zurückbleibende eines Brandopfers als Sündopfer dargebracht: wenn nun das Sündopfer, dessen Zurückbleibendes als Brandopfer darzubringen ist, untauglich ist, falls es als Brandopfer dargebracht wird, um wieviel mehr müßte das Brandopfer, dessen Zurückbleibendes nicht als Sündopfer darzubringen ist, untauglich sein, falls es als Sündopfer dargebracht$fn438wird !? R. Elie͑zer erwiderte : Nein, sollte dies, wenn dies vom Sündopfer gilt, das auf seinen Namen während des ganzen Jahres tauglich ist, auch vom Pesaḥopfer gelten, das auf seinen Namen nur zu seiner Zeit tauglich ist!? Da es auf seinen Namen$fn439untauglich ist, so ist es richtig, daß auch andere auf seinen Namen untauglich sind."
Zevachim 11b:2,"Š<small>IMO͑N, DER</small> B<small>RUDER DES</small> A͑<small>ZARJA, SAGT</small> &amp;<small>C</small>. R. Aši lehrte im Namen R. Joḥanans, und R. Aḥa, der Sohn Rabas, im Namen R. Jannajs: Was ist der Grund Šimo͑ns, des Bruders des A͑zarja? Die Schrift sagt:$fn440<i>sie sollen die heiligen Gaben der Kinder Jisraél nicht entweihen, was sie für den Herrn abheben;</i> durch das, was höher$fn441als sie ist, werden sie nicht entweiht, durch das, was niedriger als sie ist, werden sie entweiht. – Deutet dies denn hierauf, dies ist ja wegen einer Lehre Šemuéls nötig, denn Šemuél sagte: Woher, daß auf das Essen von Unverzehntetem die Todesstrafe gesetzt ist? Es heißt: <i>sie sollen die heiligen Gaben der Kinder Jisraél nicht entweihen, was sie für den Herrn abheben;</i> die Schrift spricht von dem, was abgehoben werden$fn442soll !? – Der Schriftvers könnte ja lauten: was abgehoben worden ist, wenn es aber abheben [werden]$fn443heißt, so ist beides zu entnehmen."
Zevachim 11b:3,"R. Zera fragte: Sind sie$fn444tauglich und machen nicht$fn445wohlgefällig, und sie streiten über einen$fn446Fall, oder aber sind sie tauglich und machen auch wohlgefällig, und sie streiten über beide$fn447Fälle. Abajje, nach anderen R. Zeriqa, erwiderte: Komm und höre: Hat man das Erstgeborene oder das Zehnte auf den Namen eines Heilsopfers geschlachtet, so ist es tauglich, hat man aber ein Heilsopfer auf den Namen des Erstgeborenen oder des Zehnten geschlachtet, so ist es untauglich. Macht denn, wenn man nun sagen wollte, es sei tauglich und mache wohlgefällig, das Erstgeborene wohlgefällig!? Vielmehr sind sie tauglich und machen nicht wohlgefällig, und wie im Schlußsatz tauglich und nicht wohlgefällig machend, so auch im Anfangssatz tauglich und nicht wohlgefällig machend. – Wieso denn, der eine so und der andere anders. – Was lehrt er uns demnach damit: wenn etwa von höher und niedriger [heiligen], so haben wir ja bereits gelernt: zum Beispiel, hat man Hochheiliges auf den Namen von Minderheiligem geschlachtet &amp;c.!? – Man könnte glauben, höheres und niedrigeres gebe es nur bei Hochheiligem und Minderheiligem, nicht aber bei Minderheiligem und Minderheiligem. – Aber auch dies haben wir ja gelernt: Heilsopfer gehen$fn448Erstgeborenen vor, weil sie des Sprengens an den vier [Ecken], des Stützens, des Gußopfers und des Schwingens von Brust und Schenkel benötigen!? – Diese ist die Hauptlehre, und dort wird es nur nebenbei gelehrt."
Zevachim 11b:4,"<sup>iii</sup> <b>D</b><small>AS AM VIERZEHNTEN MORGENS AUF EINEN ANDEREN</small> N<small>AMEN GESCHLACHTETE</small> P<small>ESAḤOPFER</small>$fn449<small>IST NACH</small> R. J<small>EHOŠUA͑ TAUGLICH</small>$fn450, <small>ALS WÜRDE ES AM DREIZEHNTEN GESCHLACHTET WORDEN SEIN, UND NACH</small> B<small>EN</small> B<small>ETHERA UNTAUGLICH, ALS WÜRDE ES ABENDS GESCHLACHTET WORDEN SEIN</small>. Š<small>IMO͑N B</small>. A͑<small>ZAJ SPRACH:</small> M<small>IR IST ES AM</small> T<small>AGE, AN DEM</small> R. E<small>LEA͑ZAR ZUM</small> S<small>CHULOBERHAUPT EINGESETZT WORDEN IST, VON DEN ZWEIUNDSIEBZIG</small> Ä<small>LTESTEN ÜBERLIEFERT WORDEN, DASS ALLE ESSBAREN</small>$fn451O<small>PFER, DIE AUF EINEN ANDEREN</small> N<small>AMEN GESCHLACHTET WORDEN SIND, TAUGLICH SIND, NUR HABEN DIE</small> E<small>IGENTÜMER SICH IHRER</small> P<small>FLICHT NICHT ENTLEDIGT; AUSGENOMMEN SIND DAS</small> P<small>ESAḤOPFER UND DAS</small> S<small>ÜNDOPFER.</small> B<small>EN</small> A͑<small>ZAJ FÜGTE NUR DAS</small> B<small>RANDOPFER</small>$fn452<small>HINZU; DIE</small> W<small>EISEN PFLICHTETEN IHM ABER NICHT BEI.</small>"
Zevachim 11b:5,"GEMARA. R. Elea͑zar sagte im Namen R. Oša͑jas: Nach Ben Bethera ist das am vierzehnten morgens auf seinen Namen geschlachtete Pesaḥopfer tauglich, denn der ganze Tag ist dafür$fn453bestimmt, und nur weil R. Jehošua͑ ‘als’$fn454sagt, sagt er ebenfalls ‘als’. – Weshalb streiten sie demnach über den Fall, wenn es auf einen anderen Namen erfolgt ist, sollten sie doch über den Fall streiten, wenn es auf seinen Namen erfolgt$fn455ist!? – Würden sie über den Fall streiten, wenn es auf seinen Namen erfolgt ist, so könnte man glauben, wenn auf einen anderen Namen, pflichte R. Jehošua͑ Ben Bethera bei, da er$fn456zum Teil geeignet ist, so lehrt er uns. – Es heißt ja aber:$fn457<i>gegen Abend</i>!? U͑la, Sohn des R. Ilea͑j, erwiderte: Zwischen beiden Dämmerungen$fn458. – Demnach ist auch [die Darbringung] des beständigen [Abend]opfers, wobei es ebenfalls$fn459<i>gegen Abend</i> heißt, den ganzen Tag zulässig!? – Da heißt es:$fn459<i>das eine Lamm sollst du morgens herrichten,</i> wonach unter <i>Abend</i> der wirkliche Abend zu verstehen ist. – Vielleicht ist das eine morgens und das andere den ganzen Tag herzurichten!? – Nur eines ist morgens herzurichten, nicht aber zwei. – Bei den Lampen$fn460heißt es ja ebenfalls$fn461<i>gegen Abend,</i> ist es$fn462etwa auch da den ganzen Tag zulässig!? – Anders ist es da; es heißt: $fn463<i>vom Abend bis zum Morgen,</i> und hierzu wird gelehrt: <i>Vom Abend bis zum Morgen,</i> man gieße das Quantum hinein, daß sie vom Abend bis zum Morgen brennen. Eine andere Erklärung: Du hast außer diesem keinen anderen Dienst, der vom Abend bis zum Morgen zulässig wäre$fn464. – Beim Räucherwerke heißt es ja ebenfalls$fn465<i>gegen Abend,</i> ist es etwa auch da den ganzen Tag zulässig!? – Anders verhält es sich beim Räucherwerke, das mit den Lampen verglichen wird$fn466. – Dort$fn467heißt es ja"
Zevachim 12a:1,"auch:$fn468<i>da sollst du das Pesaḥopfer abends</i>$fn469<i>schlachten</i>!? – Dies deutet auf die spätere Herrichtung. Es wird nämlich gelehrt: Das, wobei es <i>abends</i> und <i>gegen Abend</i> heißt, ist später herzurichten als das,wobei es nur <i>gegen Abend</i> heißt. – Gibt es denn etwas$fn470, das, wie du sagst, wenn man es morgens schlachtet, dies die richtige Zeit ist, wenn aber der Abend herangereicht ist, zu allerletzt herzurichten ist!? – Freilich, R. Joḥanan sagte auch, die Halakha sei, man verrichte zuerst das Vespergebet und nachher das Zusatzgebet$fn471. – Wozu heißt es demnach$fn472beim Räucherwerke und bei den Lampen <i>gegen Abend</i>!? Ferner [ist einzuwenden:] Rabbi erwiderte anstelle des Ben Bethera gegen die Worte R. Jehošua͑s$fn473 : Nein, wohl gilt dies vom dreizehnten, der nicht zum Teil geeignet$fn474ist, während doch der vierzehnte zum Teil geeignet ist. Wenn dem nun so$fn475ist, so ist ja der ganze [Tag] geeignet!? Vielmehr, erklärte R. Joḥanan, ist nach Ben Bethera das am vierzehnten morgens sowohl auf seinen Namen als auch auf einen anderen Namen geschlachtete Pesaḥopfer untauglich, weil ein Teil desselben geeignet ist. R. Abahu fluchte hierüber : demnach gibt es ja nach Ben Bethera kein taugliches Pesaḥopfer! Hat man es dann$fn476abgesondert, so ist es ja von vornherein zurückgesetzt, und hat man es am Tage vorher abgesondert, so war es geeignet und ist zurückgesetzt$fn477worden!? Vielmehr, erklärte R. Abahu, in dem Fall, wenn es nachmittags [abgesondert worden] ist. Abajje erklärte : Du kannst auch sagen, am Morgen, denn am selben Tage gibt es kein Fehlen$fn478von der Frist. R. Papa erklärte: Du kannst auch sagen, am Abend [vorher], denn die Nacht gilt nicht als Fehlen$fn479von der Frist. R. Jišma͑él lehrte nämlich: In der Nacht zum achten$fn480wird es mit in die Hürde zur Verzehntung hineingebracht. Dies nach R. Apṭoriqi, denn R. Apṭoriqi wies auf einen Widerspruch hin. Es heißt:$fn481<i>es soll sieben Tage bei seiner Mutter bleiben,</i> demnach ist es$fn482schon nachts tauglich, und dem widersprechend heißt es: $fn481<i>und vom achten Tage ab ist es wohlgefällig,</i> wonach es nachts noch ungeeignet ist; wie ist dies nun zu erklären? Nachts zur Heiligung und am folgenden Tage zur Tauglichkeit$fn483."
Zevachim 12a:2,"R. Zera sprach zu R. Abahu: Es wäre anzunehmen, daß R. Joḥanan der Ansicht ist, auch Lebendes$fn484werde verdrängt. Dieser erwiderte: Jawohl, denn R. Joḥanan sagte, wenn ein Vieh zwei Teilhabern gehört und einer seine Hälfte geweiht hat, und darauf auch die andere Hälfte kauft und sie weiht, sei es heilig, werde aber nicht dargebracht$fn485, auch könne es umgetauscht$fn486werden, und das Umgetauschte gleicht diesem selbst. Hieraus ist dreierlei zu entnehmen; es ist zu entnehmen, daß Lebendes verdrängt werde; es ist zu entnehmen, daß, was von vornherein verdrängt"
Zevachim 12b:1,"war, verdrängt bleibe; und es ist zu entnehmen, daß es auch beim Geldwerte$fn487eine Verdrängung gebe."
Zevachim 12b:2,"U͑la sagte im Namen R. Joḥanans : Wenn jemand Talg gegessen und dieserhalb ein Opfer abgesondert hat, dann abtrünnig geworden ist und sich darauf bekehrt hat, so bleibt [das Opfer], da es einmal verdrängt$fn488war, verdrängt. Desgleichen wurde auch gelehrt: R. Jirmeja sagte im Namen R. Abahus im Namen R. Joḥanans: Wenn jemand Talg gegessen und dieserhalb ein Opfer abgesondert hat, dann irrsinnig geworden und darauf gesund geworden ist, so bleibt [das Opfer], da es einmal verdrängt war, verdrängt. Und beides ist nötig. Würde nur das erste gelehrt worden sein, so könnte man glauben, weil er sich absichtlich entzogen hat, nicht aber im anderen Falle, wo es von selber gekommen war und er somit einem Schlafenden glich. Und würde nur das andere gelehrt worden sein, so könnte man glauben, weil die Rückkehr nicht in seiner Hand lag, nicht aber in dem Falle, wo die Rückkehr in seiner Hand lag. Daher ist beides nötig."
Zevachim 12b:3,"R. Jirmeja fragte: Wie ist es, wenn jemand Talg gegessen und dieserhalb ein Opfer abgesondert, und das Gericht darauf entschieden hat, Talg sei erlaubt$fn489, und später zurückgetreten ist: heißt dies eine Verdrängung oder heißt dies keine Verdrängung? Da sprach ein Greis zu ihm: Wenn R. Joḥanan über [Fälle von] Verdrängung sprach, begann er damit$fn490. – Weshalb$fn491? – In jenen Fällen ist nur die Person verdrängt$fn492worden, das Opfer aber nicht, in diesem aber ist das Opfer selbst verdrängt worden$fn492."
Zevachim 12b:4,Š<small>IMO͑N B.</small> A͑<small>ZAJ SPRACH:</small> M<small>IR IST ES VON DEN ZWEIUNDSIEBZIG</small> Ä<small>LTESTEN ÜBERLIEFERT</small> &amp;<small>C</small>. Weshalb heißt es zweiundsiebzig ‘Altesten’$fn493? – Weil sie alle darin einig waren.
Zevachim 12b:5,"B<small>EN</small> A͑<small>ZAJ FÜGTE NUR DAS</small> B<small>RANDOPFER HINZU.</small> R. Hona sagte: Was ist der Grund des Ben A͑zaj?$fn494<i>Ein Brandopfer ist es, ein Feueropfer lieblichen Geruches für den Herrn;</i> es ist nur auf den eigenen Namen tauglich, auf einen anderen Namen aber untauglich. Beim Schuldopfer heißt es ja ebenfalls <i>es</i>!? – Bei diesem steht dies nach [der Vorschrift von] der Aufräucherung der Opferteile$fn495. – Bei jenem steht ja das <i>es</i> ebenfalls nach [der Vorschrift von] der Aufräucherung der Opferteile!? – Bei jenem heißt es zweimal <i>es</i>$fn496. – Beim Schuldopfer heist es ja ebenfalls zweimal <i>es</i>$fn497!? – Vielmehr, Ben A͑zaj folgert dies [durch einen Schluß] vom Geringeren auf das Schwerere: wenn das Sündopfer, das nicht vollständig verzehrt wird, untauglich ist, wenn es auf einen anderen Namen geschlachtet worden ist, um wieviel mehr ist es das Brandopfer, das vollständig verzehrt wird. [Entgegnet man:] wohl das Sündopfer, weil es Sühne schafft, so ist vom Pesaḥopfer [das Entgegengesetzte] zu beweisen. [Entgegnet man:] wohl das Pesaḥopfer, weil dafür eine Zeit festgesetzt ist, so ist vom Sündopfer [das Entgegengesetzte] zu beweisen. Die Replikation wiederholt sich nun: die Eigenheit des einen gleicht nicht der Eigenheit des anderen und die Eigenheit des anderen gleicht nicht der Eigenheit des einen; das Gemeinsame bei ihnen ist, daß sie heilige Opfer sind, und wenn man sie auf einen anderen Namen geschlachtet hat, sind sie untauglich, somit schließe man auch das Brandopfer ein, es ist ebenfalls ein heiliges Opfer, und wenn man es auf einen anderen Namen geschlachtet hat, ist es untauglich. – Das Gemeinsame bei ihnen ist ja aber, daß bei beiden die Ausrottungsstrafe$fn387zu berücksichtigen ist!? – Ben"
Zevachim 13a:1,"A͑zaj hält nichts [vom Einwand] hinsichtlich der Ausrottungsstrafe$fn498. – Demnach ist ja auch das Schuldopfer einzubegreifen!? – Hinsichtlich des Schuldopfers ist zu erwidern: das Gemeinsame bei ihnen ist, daß sie von einer Gemeinschaft wie von einem einzelnen dargebracht$fn499werden. Wenn du aber willst, sage ich: er hält auch [vom Einwand] hinsichtlich der Ausrottungsstrafe, nur ist dies Ben A͑zaj überliefert$fn500worden. R. Hona aber trug [den Schluß] vom Geringeren auf das Schwerere nur deshalb vor, um [den Sinn seiner] Schüler zu schärfen."
Zevachim 13a:2,"<sup>iv</sup> <b>H</b><small>AT MAN DAS</small> P<small>ESAḤOPFER UND DAS</small> S<small>ÜNDOPFER AUF EINEN ANDEREN</small> N<small>AMEN GESCHLACHTET ODER AUF EINEN ANDEREN</small> N<small>AMEN</small> [<small>DAS</small> B<small>LUT</small>] <small>AUFGENOMMEN, HINGEBRACHT ODER GESPRENGT, ODER AUF IHREN</small> N<small>AMEN UND AUF EINEN ANDEREN</small> N<small>AMEN, ODER AUF EINEN ANDEREN</small> N<small>AMEN UND AUF IHREN</small> N<small>AMEN, SO SIND SIE UNTAUGLICH</small>. A<small>UF IHREN</small> N<small>AMEN UND AUF EINEN ANDEREN</small> N<small>AMEN, ZUM</small> B<small>EISPIEL: AUF DEN</small> N<small>AMEN EINES</small> P<small>ESAḤOPFERS UND EINES</small> H<small>EILSOPFERS; AUF EINEN ANDEREN</small> N<small>AMEN UND AUF IHREN</small> N<small>AMEN: AUF DEN</small> N<small>AMEN EINES</small> H<small>EILSOPFERS UND EINES</small> P<small>ESAḤOPFERS.</small> D<small>AS</small> S<small>CHLACHTOPFER KANN BEI VIER</small> V<small>ERRICHTUNGEN UNTAUGLICH</small>$fn501<small>WERDEN: BEIM</small> S<small>CHLACHTEN, BEI DER</small> [B<small>LUT</small>]<small>AUFNAHME, BEIM</small> H<small>INBRINGEN UND BEIM</small> S<small>PRENGEN.</small> N<small>ACH</small> R. Š<small>IMO͑N WIRD ES BEIM</small> H<small>INBRINGEN NICHT UNTAUGLICH.</small> R. Š<small>IMO͑N SAGTE NÄMLICH</small> : E<small>S IST NICHT MÖGLICH OHNE</small> S<small>CHLACHTEN, AUCH NICHT OHNE</small> [B<small>LUT</small>]<small>AUFNAHME UND AUCH NICHT OHNE</small> S<small>PRENGEN, WOHL ABER ISTES OHNE</small> H<small>INBRINGEN MÖGLICH, DENN MAN KANN NEBEN DEM</small> A<small>LTAR SCHLACHTEN</small>$fn502<small>UND SPRENGEN</small>. R. E<small>LIE͑ZER SAGT, IST DAS</small> H<small>INBRINGEN NÖTIG, MACHE DIE</small> A<small>BSICHT</small>$fn503<small>BEIM</small> H<small>INBRINGEN UNTAUGLICH, UND IST DAS</small> H<small>INBRINGEN NICHT NÖTIG, MACHE DIE</small> A<small>BSICHT BEIM</small> H<small>INBRINGEN NICHT UNTAUGLICH</small>."
