Index Title,Numbers
Numbers 14:18,"Wiekuisty, nieskory do gniewu, a pełen miłości; przebacza On winę i występek, a nie wytępia do ostatka, nawiedzając winę ojców na dzieciach, do trzeciego i czwartego pokolenia; "
Numbers 14:19,"Odpuśćże winę ludu tego, według wielkości miłosierdzia Twojego, tak jakoś odpuszczał ludowi temu od Micraim aż dotąd!"" "
Numbers 14:20,"I rzekł Wiekuisty: ""Odpuściłem według słowa twojego! "
Numbers 14:21,"Wszakże, jakom żyw, a pełną będzie chwały Wiekuistego cała ziemia, -  "
Numbers 14:22,"Że wszyscy ci ludzie, którzy widzieli chwałę Moję i znamiona Moje, które spełniłem w Micraim i na pustyni, a doświadczali Mnie już po dziesięćkroć, i nie słuchali głosu Mojego, "
Numbers 14:23,"Że nie ujrzą oni ziemi, którąm zaprzysiągł ojcom ich! żaden z tych, którzy Mnie lżyli, nie ujrzy jej! "
Numbers 14:24,"Wszakże sługę Mojego Kaleba, za to, że był w nim duch inny, a w zupełności Mi ulegał, jego zaprowadzę do ziemi, do której poszedł, a ród jego odziedziczy ją. "
Numbers 14:25,"Ale Amalekita i Kanaanejczyk przebywają w dolinie, jutro przeto zwróćcie się, a wyruszcie na pustynię, po drodze ku morzu sitowemu!"" "
Numbers 14:26,"I oświadczył Wiekuisty Mojżeszowi i Ahronowi, i rzekł: "
Numbers 14:27,"""Dopókiż będzie zły zbór ten podżegał przeciw Mnie? - Szemranie synów Israela, którém poduszczają przeciw Mnie, słyszałem! "
Numbers 14:28,"Powiedz im: jakom żyw, rzecze Wiekuisty; jakeście mówili w uszy Moje, tak uczynię wam! "
Numbers 14:29,"Na tej pustyni legną ciała wasze, - wszyscy spisowi wasi, według całej liczby waszej, od dwudziestu lat i wyżej, którychście podżegali przeciw Mnie. "
Numbers 14:30,"Nie wnijdziecie wy do ziemi, o którąm podniósł rękę Moję, abym was osiedlił w niej, - za wyjątkiem Kaleba, syna Jefunny, i Jehoszuego, syna Nuna; "
Numbers 14:31,"Dzieci zaś wasze, o którycheście mówili, że łupem zostaną, te wprowadzę, a umiłują one ziemię, którąście wy wzgardzili; "
Numbers 14:32,Wy wszakże - trupy wasze legną na pustyni tej; 
Numbers 14:33,"Ale i synowie wasi koczować będą po tej pustyni przez czterdzieści lat, i poniosą skutki przeniewierstwa waszego, aż wyginą trupy wasze na pustyni. "
Numbers 14:34,"Według liczby dni, w którychście wypatrywali ziemię, czterdziestu dni - po roku za każdy dzień, poniesiecie karę waszę - czterdzieści lat, - abyście poznali niechęć Moję. "
Numbers 14:35,"Ja Wiekuisty to wyrzekłem, a inaczej nie postąpię z całym tym zborem złym, który się spiknął na Mnie: na pustyni tej wyginą i tu pomrą!"" "
Numbers 14:36,"Mężowie zaś, których wysłał Mojżesz, aby wypatrzyli ziemię, a którzy wróciwszy poduszczyli przeciw niemu cały zbór, rozpuszczając złą wieść o ziemi, -  "
Numbers 14:37,"Pomarli mężowie ci, rozpuszczający złą wieść o ziemi, porażeniem przed obliczem Wiekuistego; "
Numbers 14:38,"A tylko Jehoszua, syn Nuna, i Kaleb, syn Jefunny, zostali przy życiu z tych mężów, którzy chodzili wypatrywać ziemię. "
Numbers 14:39,"I opowiedział Mojżesz te słowa wszystkim synom Israela, i bolał lud bardzo; "
Numbers 14:40,"A wstawszy rano, ruszyli ku wierzchowi góry, mówiąc: ""Oto gotowiśmy wnijść do tego miejsca, o którém powiedział Wiekuisty, - bośmy zgrzeszyli!"" "
Numbers 14:41,"Lecz Mojżesz rzekł: ""Na cóż przestępujecie rozkaz Wiekuistego: wszak to się nie powiedzie! "
Numbers 14:42,"Nie wstępujcie, bo niema Wiekuistego między wami, a nie chciejcie być porażeni przed wrogami waszymi! "
Numbers 14:43,"Bo Amalekita i Kanaanejczyk tuż przed wami, a legniecie od miecza; ponieważ odstąpiliście od Wiekuistego, nie będzie téż i Wiekuisty z wami!"" "
Numbers 14:44,Oni wszakże uparli się pójść na wierzch góry; ale arka przymierza Wiekuistego i Mojżesz nie ustępowali z obozu. 
Numbers 14:45,"I zstąpili Amalekita i Kanaanejczyk, mieszkający na owej górze, i porazili ich, i rozbili ich do szczętu. "
Numbers 15:1,"I oświadczył Wiekuisty Mojżeszowi, i rzekł: "
Numbers 15:2,"""Oświadcz synom Israela, a powiedz im: gdy przyjdziecie do ziemi pobytu waszego, którą oddam wam, -  "
Numbers 15:3,"A zechcecie spełnić ofiarę ogniową Wiekuistemu, całopalenie, albo ofiarę rzeźną, przeznaczając według ślubu bądź na dobrowolny dar, bądź na uroczystości wasze, aby uczynić woń przyjemną Wiekuistemu, - z rogacizny albo z trzód, -  "
Numbers 15:4,"Niechaj przyniesie przy tém składający ofiarę swoję Wiekuistemu, ofiarę śniedną, - przedniej mąki dziesiątą część efy, zaczynionej czwartą częścią hyna oliwy; "
Numbers 15:5,"Wina zaś na zalewkę, - czwartą część hyna: tak przynosić masz zarówno przy całopaleniu, jak przy ofierze rzeźnej, do każdego jagnięcia. "
Numbers 15:6,"Przy baranie téż przyniesiesz ofiarę śniedną, - mąki przedniej dwie dziesiąte części efy, zaczynionej trzecią częścią hyna oliwy; "
Numbers 15:7,"Wina téż na zalewkę, - trzecią część hyna; przynosić to masz na woń przyjemną Wiekuistemu. "
Numbers 15:8,"Jeżeli zaś cielca przyniesiesz na całopalenie, albo na ofiarę rzeźną, przeznaczając go na spełnienie ślubu, albo na ofiarę opłatną Wiekuistemu; "
Numbers 15:9,"Przynosić tedy należy przy cielcu ofiarę śniedną, - mąki przedniej trzy dziesiąte części efy, zaczynionej połową hyna oliwy; "
Numbers 15:10,"Wina téż przynosić masz na zalewkę pół hyna; jako ofiarę ogniową, na woń przyjemną Wiekuistemu. "
Numbers 15:11,"Tak czynić należy przy każdym wole, i przy każdym baranie, albo przy jagnięciu z owiec albo z kóz. "
Numbers 15:12,"Według liczby ofiar składanych przez was uczynicie, przy każdej - stosownie do liczby ich; "
Numbers 15:13,"Każdy krajowiec w ten sposób to uczyni, składając ofiarę ogniową, na woń przyjemną Wiekuistemu. "
Numbers 15:14,"A gdy zamieszka przy was cudzoziemiec, albo ktobądź w pośród was, w pokoleniach waszych, a zechce spełnić ofiarę ogniową, na woń przyjemną Wiekuistemu: to jako wy czynicie, tak i on czynić będzie. "
Numbers 15:15,"W ogóle - ustawa jedna dla was, i dla przybysza-cudzoziemca; ustawa to wieczna w pokoleniach waszych: jako wy, tak cudzoziemiec będzie przed obliczem Wiekuistego. "
Numbers 15:16,"Zakon jeden, i prawo jedno będzie dla was, i dla cudzoziemca, przebywającego u was."" "
Numbers 15:17,"I oświadczył Wiekuisty Mojżeszowi, i rzekł: "
Numbers 15:18,"""Powiedz synom Israela, a objaśnij im: gdy wnijdziecie do ziemi, do której was prowadzę, -  "
Numbers 15:19,"A zaczniecie pożywać chleb tej ziemi, zbierać wam wtedy daninę Wiekuistemu; "
Numbers 15:20,"Jako pierwocinę ciasta waszego zbierajcie kołacz na daninę; jako daninę z gumna, tak zbierajcie ją. "
Numbers 15:21,Z pierwociny ciasta waszego oddawajcie Wiekuistemu daninę w pokoleniach waszych. 
Numbers 15:22,"A gdybyście zbłądzili, a nie spełnili której ze wszystkich przykazań tych, które wyrzekł Wiekuisty do Mojżesza, -  "
Numbers 15:23,"Z wszystkiego, co wam rozkazał Wiekuisty przez Mojżesza, od dnia, którego rozkazał wam Wiekuisty i nadal w pokoleniach waszych, -  "
Numbers 15:24,"To jeżeli z nieuwagi zboru popełniony był ten błąd, niechaj złoży cały zbór jednego cielca młodego na całopalenie, na woń przyjemną Wiekuistemu, wraz ze śniedną ofiarą jego i zalewką, podług przepisu, i kozła jednego na ofiarę zagrzeszną. "
Numbers 15:25,"I rozgrzeszy kapłan cały zbór synów Israela, i odpuszczoném im będzie; bo to błąd był, a przynieśli oni ofiarę swoję ogniową Wiekuistemu, i ofiarę swą zagrzeszną przed Wiekuistego za błąd swój. "
Numbers 15:26,"I odpuszczoném będzie całemu zborowi synów Israela, i cudzoziemcowi, który przebywa w pośród nich; gdyż popełnił to lud cały nierozmyślnie. "
Numbers 15:27,"A jeżeliby kto sam tylko zgrzeszył nierozmyślnie, to niechaj złoży kozę roczną na ofiarę zagrzeszną; "
Numbers 15:28,"I rozgrzeszy kapłan osobę, która błąd popełniła, grzesząc nierozmyślnie przed Wiekuistym, rozgrzeszając ją, aby odpuszczoném jej było. "
Numbers 15:29,"Tak dla krajowca między synami Israela, jak i dla cudzoziemca, który przebywa w pośród nich - zakon jeden niechaj będzie u was dla popełniającego błąd nierozmyślnie. "
Numbers 15:30,"Ale, jeżeliby popełnił kto cokolwiek ręką zuchwałą, bądź który z krajowców, bądź z cudzoziemców, - Wiekuistego on zelżył, - i wytrąconą będzie dusza ta z pośród ludu swojego. "
Numbers 15:31,"Albowiem słowem Wiekuistego wzgardził, a przykazanie Jego naruszył: wytrąconą niechaj będzie dusza ta; wina jej na niej!"" "
Numbers 15:32,"Gdy przebywali synowie Israela na pustyni, napotkali człowieka zbierającego drwa w dzień Sabbatu. "
Numbers 15:33,"I przywiedli go ci, którzy go napotkali, gdy zbierał drwa, do Mojżesza, i do Ahrona, i do całego zboru; "
Numbers 15:34,"I oddali go pod straż, bo nie było wyjaśnioném, co czynić z nim. "
Numbers 15:35,"I rzekł Wiekuisty do Mojżesza: ""Na śmierć wydanym będzie ten człowiek; niechaj ukamionuje go kamieniami cały zbór po za obozem!"" "
Numbers 15:36,"I wyprowadził go cały zbór po za obóz, i ukamionował go kamieniami, i umarł, jak rozkazał Wiekuisty Mojżeszowi. "
Numbers 15:37,"I oświadczył Wiekuisty Mojżeszowi, i rzekł: "
Numbers 15:38,"""Powiedz synom Israela, a poleć im, aby zrobili sobie strzępki na krajach szat swoich, w pokoleniach swych, a nadawali na te strzępki narożne nić z błękitu. "
Numbers 15:39,"A niechaj będzie to dla was strzępkiem, abyście spoglądając nań wspominali na wszystkie przykazania Wiekuistego, i spełniali je, a nie unosili się za sercem waszém i za oczyma waszemi, za któremi się uganiacie; "
Numbers 15:40,"Abyście pamiętali i spełniali wszystkie przykazania Moje, a byli świętymi Bogu waszemu. "
Numbers 15:41,"Jam Wiekuisty, Bóg wasz, którym wywiódł was z ziemi Micraim, aby być wam Bogiem; Jam Wiekuisty, Bóg wasz!"" "
Numbers 16:1,"I przedsięwzięli Korach, syn Ic'hara, syna Kehata, syna Lewi'ego, i Dathan i Abiram, synowie Eliaba, i On, syn Peleta, synowie Reubena, "
Numbers 16:2,"I powstali w obliczu Mojżesza, a z nimi mężów z synów Israela dwustu pięćdziesięciu, - naczelnicy zboru, powołani na zebrania, ludzie znamienici; -  "
Numbers 16:3,"I zgromadzili się przeciw Mojżeszowi i Ahronowi i rzekli do nich: ""Dosyć wam! Wszak cały ten zbór, wszyscy są święci, a w pośród nich Wiekuisty; czemu więc wynosicie się nad zgromadzeniem Wiekuistego?"" "
Numbers 16:4,I usłyszał to Mojżesz i padł na oblicze swoje. 
Numbers 16:5,"I rzekł do Koracha i do całego zboru jego, tak: ""Jutro niechaj pokaże Wiekuisty kto za Nim, a kto święty - tego zbliży do Siebie; kogo zaś wybierze, temu da przystąpić do Siebie; "
Numbers 16:6,"Oto co wam czynić: weźcie sobie każdy kadzielnicę - Korach i cały zbór jego, -  "
Numbers 16:7,"I nałóżcie w nie ognia, a nasypcie w nie kadzidła przed obliczem Wiekuistego, jutro; i niechaj będzie, że ten człowiek, którego wybierze Wiekuisty, temu świętym być! Dosyć wam synowie Lewi'ego?"" "
Numbers 16:8,"I rzekł Mojżesz do Koracha: ""Posłuchajcież, synowie Lewi'ego! "
Numbers 16:9,"Czyż to mało wam, że wyróżnił was Bóg Israela ze zboru Israela, przybliżywszy was do Siebie, abyście sprawowali służbę przy przybytku Wiekuistego, a stawali przed zborem, by służyć im, -  "
Numbers 16:10,"I przybliżył ciebie i wszystkich braci twoich, synów Lewi'ego, z tobą, - że domagacie się jeszcze i kapłaństwa! "
Numbers 16:11,"Ale ty, i cały zbór twój, spiknieni jesteście przeciw Wiekuistemu; a Ahron, cóż on, że szemrzecie przeciw niemu?"" "
Numbers 16:12,"I posłał Mojżesz, by przyzwano Dathana i Abirama, synów Eliaba; ale oni rzekli: ""Nie pójdziemy! "
Numbers 16:13,"Czyż mało tego, żeś wywiódł nas z ziemi płynącej mlekiem i miodem, aby zamorzyć nas na tej pustyni, - że jeszcze chcesz jako pan nad nami panować? "
Numbers 16:14,"Wszak nie do ziemi płynącej mlekiem i miodem wprowadziłeś nas, ani dałeś nam posiadłości pól i winnic; alboż oczy tych ludzi oślepisz? - Nie pójdziemy!"" "
Numbers 16:15,"I rozjątrzyło to Mojżesza bardzo, i rzekł do Wiekuistego: ""Nie zwracaj się ku ofierze ich; ni jednego osła nie wziąłem od nich, anim skrzywdził żadnego z nich!"" "
Numbers 16:16,"I rzekł Mojżesz do Koracha: ""Ty i cały zbór twój, - stawcie się przed obliczem Wiekuistego, - ty, oni i Ahron - jutro; "
Numbers 16:17,"I weźcie każdy kadzielnicę swoję i włóżcie w nie kadzidła, a podnieście ku obliczu Wiekuistego, każdy kadzielnicę swoję, dwieście pięćdziesiąt kadzielnic; i ty téż, i Ahron, - każdy kadzielnicę swoję!"" "
Numbers 16:18,"Wziął tedy każdy kadzielnicę swoję, i nałożyli w nie ognia, i nasypali w nie kadzidła, i stanęli u wnijścia przybytku zboru, a także Mojżesz i Ahron. "
Numbers 16:19,"A gdy zgromadził przeciw nim Korach cały zbór, przy wnijściu do przybytku zboru, ukazał się majestat Wiekuistego całemu zborowi. "
Numbers 16:20,"I oświadczył Wiekuisty Mojżeszowi i Ahronowi, i rzekł: "
Numbers 16:21,"""Odłączcie się z pośród zboru tego, bo wytępię ich w tej chwili!"" "
Numbers 16:22,"I padli na oblicza swoje i rzekli: ""Boże, Panie duchów wszelkiego ciała! Jeden człowiek zgrzeszył, a miałbyś na wszystek zbór się gniewać?"" "
Numbers 16:23,"I oświadczył Wiekuisty Mojżeszowi, i rzekł: "
Numbers 16:24,"""Oświadcz zborowi, a powiedz: odstąpcie wokoło od mieszkania Koracha, Dathana i Abirama."" "
Numbers 16:25,I wstał Mojżesz i poszedł do Dathana i Abirama; i poszli za nim starsi Israela. 
Numbers 16:26,"I oświadczył zborowi i rzekł: ""Odstąpcie od namiotów ludzi tych niegodziwych, a nie dotykajcie się niczego, co do nich należy, abyście nie zginęli przez wszystkie grzechy ich!"" "
Numbers 16:27,"I odstąpili od mieszkania Koracha, Dathana i Abirama ze wszech stron; a Dathan i Abiram wyszli, i stali u wnijścia namiotów swoich z żonami, i synami, i dziatwą swoją. "
Numbers 16:28,"I rzekł Mojżesz: ""Po tém poznacie, że Wiekuisty posłał mnie, abym urządził wszystkie te sprawy, i żem nie czynił tego samowolnie: "
Numbers 16:29,"Jeżeli śmiercią wszystkich ludzi pomrą ci, a przeznaczenie wszystkich ludzi spełni się nad nimi, to nie Wiekuisty mnie posłał; "
Numbers 16:30,"Ale jeżeli takie zjawisko objawi Wiekuisty, że rozewrze ziemia paszczę swoję, i pochłonie ich i wszystko co do nich należy, i zstąpią żywcem w przepaść, poznacie wtedy, że lżyli ci ludzie Wiekuistego."" "
Numbers 16:31,"I stało się, gdy zaledwie skończył mówić wszystkie te słowa, że się rozstąpiła ziemia pod nimi; "
Numbers 16:32,"I otworzyła ziemia paszczę swoję, i pochłonęła ich, i domy ich, i wszystkich ludzi Koracha, i cały dobytek; "
Numbers 16:33,"I zstąpili oni, i wszystko, co do nich należało żywcem w przepaść, i zawarła się nad nimi ziemia, i poginęli z pośród zgromadzenia. "
Numbers 16:34,"A wszyscy Izraelici, którzy byli w około nich, pierzchli na krzyk ich, gdyż mówili: ""Żeby i nas nie pochłonęła ziemia!"" "
Numbers 16:35,"Ogień zaś wyszedł od Wiekuistego i pożarł owych dwustu pięćdziesięciu mężów, którzy przynieśli kadzidło. "
Numbers 16:36,"I oświadczył Wiekuisty Mojżeszowi, i rzekł: "
Numbers 16:37,"""Powiedz Elazarowi, synowi Ahrona, kapłana, aby pozbierał kadzielnice z pogorzeliska - ogień zaś odrzucisz daleko - bo poświęcone zostały, -  "
Numbers 16:38,"Kadzielnice tych, co grzechy przypłacili życiem swojém; i niechaj zrobią z nich kute blachy na pokrycie ołtarza; gdyż przynieśli je przed oblicze Wiekuistego, a poświęcone zostały; i niechaj będą one znamieniem dla synów Israela."" "
Numbers 16:39,"I zebrał Elazar, kapłan, owe kadzielnice miedziane, które przynieśli spaleni - i rozpłaszczono je na pokrycie ołtarza; "
Numbers 16:40,"Na pamięć dla synów Israela, aby nie przystępował żaden postronny, któryby z rodu Ahrona nie pochodził, dla palenia kadzidła przed Wiekuistym - i żeby nie był podobnym do Koracha i zboru jego, jak o tém oświadczył Wiekuisty przez Mojżesza. "
Numbers 16:41,"I szemrał cały zbór synów Israela nazajutrz przeciw Mojżeszowi i Ahronowi, mówiąc: ""Wyście zabili lud Wiekuistego!"" "
Numbers 16:42,"I stało się, gdy się zbierał zbór przeciw Mojżeszowi i Ahronowi, że zwrócili się oni ku przybytkowi zboru, a oto, okrył go obłok i ukazał się majestat Wiekuistego! "
