Index Title,Deuteronomy
Deuteronomy 29:19,"Który słysząc słowa zaklęcia tego, chełpiłby się w sercu swojém mówiąc: spokojny będę, gdy w żądzach serca mego będę postępował, - aby zgładzić napojone wraz z spragnioném... "
Deuteronomy 29:20,"Nie zechce Wiekuisty przebaczyć takiemu, ale wspłonie wtedy gniew Wiekuistego, i żarliwość Jego przeciw temu, i legnie na nim całe przekleństwo napisane w tej księdze, i zgładzi Wiekuisty imię jego z pod nieba. "
Deuteronomy 29:21,"I oddzieli go Wiekuisty na zagubę ze wszystkich pokoleń Israela, według wszystkich przekleństw przymierza, napisanego w tej księdze zakonu. "
Deuteronomy 29:22,"I powié ród potomny, dzieci wasze, które powstaną po was, i cudzoziemiec, który przyjdzie z krainy dalekiej, gdy zobaczą klęski ziemi tej, i niemoce, któremi wyniszczył ją Wiekuisty: "
Deuteronomy 29:23,"Siarką i solą, - pogorzeliskiem - cała jej gleba; ani obsiewaną jest, ani rodzić może, ani wschodzić na niej jakakolwiek trawa, jako zwalisko Sedomu i Amory, Admy i Ceboim, które zwalił Wiekuisty w gniewie Swoim i w zapalczywości Swojej. "
Deuteronomy 29:24,"I pomyślą wszystkie narody: ""czemuż uczynił tak Wiekuisty ziemi tej, za co żar tego gniewu wielkiego?"" "
Deuteronomy 29:25,"I odpowiedzą: ""za to, że opuścili przymierze Wiekuistego, które zawarł z nimi, gdy ich wywiódł z ziemi Micraim, -  "
Deuteronomy 29:26,"A poszli i służyli bogom cudzym, i korzyli się im, bogom, których nie znali, i których nie przeznaczył im; "
Deuteronomy 29:27,"Przeto wspłonął gniew Wiekuistego przeciw ziemi tej, że nawiódł na nią wszelkie przekleństwo napisane w księdze tej; "
Deuteronomy 29:28,"I wytrącił ich Wiekuisty z ziemi ich, w gniewie, i w zapalczywości, i w oburzeniu wielkiém, i rzucił ich na ziemię cudzą, jako dziś!"" "
Deuteronomy 29:29,"Co tajne należy do Wiekuistego, Boga naszego; ale co jawne - do nas i do synów naszych na wieki, abyśmy spełniali wszystkie słowa zakonu tego. "
Deuteronomy 30:1,"Gdy tedy przyjdą na cię wszystkie te rzeczy, błogosławieństwo i przekleństwo, którem przedłożył tobie, - a weźmiesz je do serca swego wpośród wszystkich narodów, między które rzuciłby cię Wiekuisty, Bóg twój, -  "
Deuteronomy 30:2,"I nawrócisz się do Wiekuistego, Boga twojego, i posłuchasz głosu Jego, we wszystkiem, co ci przykazuję dzisiaj - ty, i dzieci twoje, całém sercem i całą duszą twoją, -  "
Deuteronomy 30:3,"Zwróci wtedy Wiekuisty, Bóg twój, brańców twoich, i zmiłuje się nad tobą; a przywróci i zgromadzi cię z pośród wszystkich ludów, między które rozproszył cię Wiekuisty, Bóg twój. "
Deuteronomy 30:4,"Choćby byli wygnańcy twoi na krańcu nieba, - i ztamtąd zgromadzi cię Wiekuisty, Bóg twój, i ztamtąd cię zbierze, -  "
Deuteronomy 30:5,"A sprowadzi cię Wiekuisty, Bóg twój, do ziemi, którą posiadali ojcowie twoi, i posiędziesz ją; i obdarzy cię, i rozmnoży bardziej niż praojców twoich. "
Deuteronomy 30:6,"I usposobi Wiekuisty, Bóg twój, serce twoje, i serce potomstwa twego, abyś miłował Wiekuistego, Boga twego, całém sercem i całą duszą twoją, - gwoli życiu twojemu. "
Deuteronomy 30:7,"I obróci Wiekuisty, Bóg twój, wszystkie te przekleństwa na wrogów twoich, na nieprzyjaciół twoich, którzy cię prześladowali; "
Deuteronomy 30:8,"Ty zaś nawrócisz się, i będziesz słuchał głosu Wiekuistego, i spełniał wszystkie przykazania Jego, które ci przykazuję dzisiaj; "
Deuteronomy 30:9,"I nadmierzy ci Wiekuisty, Bóg twój, w każdej sprawie rąk twoich, w owocu żywota twego, i w płodzie bydła twojego, i w plonie roli twojej, - ku dobru twojemu; gdyż znowu rad tobie będzie Wiekuisty, by dobrze ci świadczyć, jako rad był ojcom twoim, -  "
Deuteronomy 30:10,"Jeżeli będziesz słuchał głosu Wiekuistego, Boga twojego, przestrzegając przykazań i ustaw Jego, - napisanych w księdze zakonu tego, jeżeli nawrócisz się do Wiekuistego, Boga twojego, całém sercem twojém, i całą duszą twoją! "
Deuteronomy 30:11,"Gdyż przykazanie to, które ci przykazuję dzisiaj, ani niedościgłém dla ciebie ani dalekiém; "
Deuteronomy 30:12,"Nie na niebie ono, żebyś rzekł: któż wstąpi dla nas do nieba, aby go nam dostał, i obwieścił je, abyśmy je pełnili! "
Deuteronomy 30:13,"Ani za morzem ono, abyś rzekł: kto przeprawi się dla nas za morze, i dostanie go nam, i obwieści je, abyśmy je pełnili!"" "
Deuteronomy 30:14,"Lecz nader bliskiém tobie słowo to: w ustach ono twoich, i w sercu twojém, abyś je pełnił! "
Deuteronomy 30:15,"Patrz, składam przed tobą dzisiaj życie i dobro, śmierć i zło; "
Deuteronomy 30:16,"Albowiem rozkazuję ci dzisiaj miłować Wiekuistego, Boga twojego, postępować drogami Jego, i przestrzegać przykazań, i ustaw, i praw Jego, abyś żył, i rozmnażał się, i aby błogosławił ci Wiekuisty, Bóg twój, na ziemi, do której idziesz, abyś ją posiadł; "
Deuteronomy 30:17,"Jeżeli się zaś odwróci serce twoje, a nie usłuchasz i dasz się odwieść, i ukorzysz się bogom cudzym, i będziesz służył im, -  "
Deuteronomy 30:18,"Oświadczam wam dzisiaj, że zginąć poginiecie, nie przedłużycie dni na ziemi, do której przechodzisz za Jarden, abyś tam wszedł i posiadł ją. "
Deuteronomy 30:19,"Świadczę się przed wami dzisiaj niebem i ziemią: życie i śmierć składam przed tobą, błogosławieństwo i przekleństwo; wybierz życie, abyś żył ty, i potomstwo twoje, -  "
Deuteronomy 30:20,"Miłując Wiekuistego, Boga twojego, słuchając głosu Jego, i lgnąc do Niego, - gdyż to jest życie twoje i przedłużeniem dni twoich, - abyś pozostał na ziemi, o której przysiągł Wiekuisty ojcom twoim, Abrahamowi, Ic'hakowi i Jakóbowi, iż ją odda im». "
Deuteronomy 31:1,"I poszedł Mojżesz i wypowiedział te słowa wszystkiemu Israelowi, -  "
Deuteronomy 31:2,"I rzekł do nich: »Sto dwadzieścia lat mam dzisiaj, nie mogę już wychodzić i wchodzić; Wiekuisty téż powiedział do mnie: ""Nie przejdziesz za ten Jarden!"" "
Deuteronomy 31:3,"Wiekuisty, Bóg twój, Sam pójdzie przed tobą; On Sam wytępi narody te przed obliczem twojém, i zawładniesz niemi; Jehoszua, ten pójdzie przed tobą, jako powiedział Wiekuisty. "
Deuteronomy 31:4,"I postąpi Wiekuisty z niemi jako postąpił z Sychonem i Ogiem, królami Emorei, wraz z ziemią ich, których zgładził; "
Deuteronomy 31:5,"I wyda je Wiekuisty wam i postąpicie z niemi według wszystkich przykazań, jakie wam przykazałem; "
Deuteronomy 31:6,"Bądźcie silni i wytrwali; nie obawiajcie się, ani drżyjcie przed niemi; gdyż Wiekuisty, Bóg twój, Sam pójdzie z tobą, nie odstąpi cię, ani cię opuści«. "
Deuteronomy 31:7,"I przyzwał Mojżesz Jehoszuego, i rzekł doń przed oczyma całego Israela: ""Bądź silnym i wytrwałym; bo ty wnijdziesz z ludem tym do ziemi, o której zaprzysiągł Wiekuisty ojcom ich, iż ją odda im, a ty im ją oddasz w posiadanie. "
Deuteronomy 31:8,"Wiekuisty zaś Sam pójdzie przed tobą, nie odstąpi cię, ani cię opuści; nie obawiaj się, ani się ugnij!"" "
Deuteronomy 31:9,"I spisał Mojżesz zakon ten, i oddał go kapłanom, synom Lewi, niosącym arkę przymierza Wiekuistego, i wszystkim starszym Israela. "
Deuteronomy 31:10,"I rozkazał im Mojżesz, i rzekł: »Po upływie siedmiu lat, w czasie roku odpuszczenia, w święto szałasów, -  "
Deuteronomy 31:11,"Gdy przyjdzie wszystek Israel, by się ukazać przed obliczem Wiekuistego, Boga twojego, na miejscu, które Sobie wybierze, - przeczytasz zakon ten przed całym Israelem, przed uszyma ich. "
Deuteronomy 31:12,"Zgromadź lud, mężczyzn, niewiasty, i dzieci, i cudzoziemców, którzy w bramach twoich, aby słuchali, i aby się uczyli; i obawiali się Wiekuistego, Boga waszego, i starali się spełniać wszystkie słowa zakonu tego. "
Deuteronomy 31:13,"Synowie téż ich, którzy jeszcze nie wiedzą, niechaj słuchają i uczą się jak się obawiać Wiekuistego, Boga waszego, po wszystkie dni, które żyć będziecie na ziemi, do której przechodzicie za Jarden, aby ją posiąść«. "
Deuteronomy 31:14,"I rzekł Wiekuisty do Mojżesza: ""Oto zbliżyły się dni twoje do śmierci; wezwij Jehoszuę, a stańcie w przybytku zboru, a Ja ustanowię go!"" I poszedł Mojżesz i Jehoszua i stanęli w przybytku zboru. "
Deuteronomy 31:15,"I ukazał się Wiekuisty w przybytku, w słupie obłocznym; i stanął ów słup obłoczny u wejścia przybytku. "
Deuteronomy 31:16,"I rzekł Wiekuisty do Mojżesza: ""Oto spoczniesz z ojcami twoimi, a pocznie lud ten ubiegać się za bóstwami cudzemi ziemi, w obręb której wchodzi, i opuści Mnie, i złamie przymierze Moje, które zawarłem z nim; "
Deuteronomy 31:17,"I wspłonie nań gniew Mój dnia onego, i opuszczę ich, i skryję oblicze Moje przed nimi, i pochłonięty zostanie, i dosięgną go utrapienia liczne i niedole, że powié dnia onego: ""alboż nie dla tego, że niema Boga mego wpośród mnie, spotkały mnie utrapienia te!"" "
Deuteronomy 31:18,"Ja wszakże skryję oblicze moje w dzień ów, dla wszystkiego zła, które uczynił, zwróciwszy się ku bogom cudzym. "
Deuteronomy 31:19,"I tak napiszcie sobie pieśń tę, a naucz jej synów Israela, włożywszy ją w usta ich, aby Mi była ta pieśń świadectwem przeciw synom Israela; "
Deuteronomy 31:20,"Gdy zaprowadzę go do ziemi, którą zaprzysiągłem ojcom jego, opływającej mlekiem i miodem, i będzie jadł i nasyci się, i utyje; tedy zwróci się ku bogom cudzym, i będzie służył im, Mną zaś wzgardzą i złamią przymierze Moje; "
Deuteronomy 31:21,"Gdy tedy dościgną go utrapienia liczne i niedole, - niechaj ozwie się pieśń ta przed nim jako świadectwo, jeżeli zapomnianą nie zostanie z ust potomstwa jego; albowiem znam myśl jego, którą żywi dzisiaj, zanim zaprowadziłem go do ziemi, którą zaprzysiągłem!« "
Deuteronomy 31:22,"I napisał Mojżesz pieśń tę dnia onego, i nauczył jej synów Israela. "
Deuteronomy 31:23,"I ustanowił Jehoszuę, syna Nuna, i rzekł: ""Bądź silnym i wytrwałym, gdyż ty wprowadzisz synów Israela do ziemi, którą im zaprzysiągłem, a Ja będę z tobą!"" "
Deuteronomy 31:24,"I stało się, gdy dokonał Mojżesz spisania słów zakonu tego do księgi, aż do końca, -  "
Deuteronomy 31:25,"Rozkazał wtedy Mojżesz Lewitom, niosącym arkę przymierza Wiekuistego, i rzekł: "
Deuteronomy 31:26,"»Weźcie tę księgę zakonu, i złóżcie ją u boku arki przymierza Wiekuistego, Boga waszego, aby była tam świadectwem przeciw tobie; "
Deuteronomy 31:27,"Albowiem znam upór twój i kark twój twardy; wszak i dzisiaj, pókim jeszcze żyw przy was, przekorni jesteście Wiekuistemu; o ileż bardziej po śmierci mojej! "
Deuteronomy 31:28,"Zgromadźcie do mnie wszystkich starszych pokoleń waszych i przełożonych waszych, abym wypowiedział przed oczyma ich słowa te, a wezwał na świadectwo przeciw nim niebo i ziemię, -  "
Deuteronomy 31:29,"Wiem bowiem, że po śmierci mojej znarowicie się i zstąpicie z drogi, którą wam poleciłem, a spotka was niedola w późniejszych czasach za to, że czynić będziecie zło w oczach Wiekuistego, rozdrażniając Go sprawami rąk waszych!"" "
Deuteronomy 31:30,"I wypowiedział Mojżesz w uszy całego zgromadzenia Israela słowa pieśni tej, do końca: "
Deuteronomy 32:1,"»Słuchajcie niebiosa, gdyż mówić będę; a niech słucha ziemia wyrzeczenia ust moich! "
Deuteronomy 32:2,"Niechaj poleje się jako deszcz nauka moja, popłynie jako rosa mowa moja, jako ulewa na zieleń, i jako nawałnica na trawę. "
Deuteronomy 32:3,"Wszak imię Wiekuistego głoszę, nieście cześć Bogu naszemu! "
Deuteronomy 32:4,"Opoka, On, nieskazitelne zrządzenia Jego, bo wszystkie drogi Jego prawem. Bóg rzetelny i bez krzywdy, sprawiedliwy i prawy On. "
Deuteronomy 32:5,"Skaziło Mu się - jakoby nie byli dziećmi Jego, ku hańbie swej - pokolenie krąbrne i przewrotne! "
Deuteronomy 32:6,"Czyliż Wiekuistemu wywdzięczacie się tak, ludu nikczemny i bezrozumny! Izali nie On Ojciec twój, Stwórca twój - nie On cię uczynił i utwierdził? "
Deuteronomy 32:7,"Wspomnij na dni starodawne, rozważcie lata od pokolenia do pokolenia; zapytaj ojca twojego a oznajmi ci, starszych twoich a powiedzą tobie. "
Deuteronomy 32:8,"Gdy rozsiedlał Najwyższy plemiona, gdy rozdzielał synów Adama: ustanawiał już granice ludów według liczby synów Israela. "
Deuteronomy 32:9,Gdyż udziałem Wiekuistego lud Jego; Jakób pomiarem Jego dziedzicznym. 
Deuteronomy 32:10,"Odnajduje go na ziemi pustej, na stepie, wśród wycia wichrów; otacza go, baczy nań, strzeże go jako źrenicy oka Swego. "
Deuteronomy 32:11,"Jako orzeł, który budzi gniazdo swoje, nad pisklętami swemi się unasza, tak rozpościera i On skrzydła Swoje, bierze go, dźwiga na lotach Swoich. "
Deuteronomy 32:12,"Wiekuisty Sam prowadzi go, a nie był z Nim bóg cudzy. "
Deuteronomy 32:13,"Powiódł go po wyżynach ziemi, i pożywał plony pól, i karmił go miodem z głazu, a oliwą ze skały krzemiennej; "
Deuteronomy 32:14,"Śmietanką krowią, i mlekiem owiec, tłuszczem jagniąt i baranów, hodowlą Baszanu i kozłami i tukiem jądra pszenicy, a czerwień gron pijałeś pieniącą. "
Deuteronomy 32:15,"I roztył się Jeszurun i zhardział; utyłeś, spasłeś się, zaokrągliłeś; - i porzucił Boga, który go stworzył, i znieważył opokę zbawienia swojego! "
Deuteronomy 32:16,"Rozdrażnili Go bóstwami cudzemi, ohydami rozjątrzyli Go! "
Deuteronomy 32:17,"Ofiarowali złym duchom, niebyłym siłom, bóstwom, których nie znali, - nowym, świeżo powstałym, których się nie bali ojcowie wasi. "
Deuteronomy 32:18,"Opoki, która cię zrodziła, zapomniałeś, i niepomny byłeś na Boga, Stwórcę twojego. "
Deuteronomy 32:19,I obaczył to Wiekuisty i obruszył się nad zgorszeniem synów i córek Swoich. 
Deuteronomy 32:20,"I rzekł: «Skryję oblicze Moje przed nimi, zobaczę jaki będzie koniec ich; gdyż rodem przewrotnym są, synami, w których niema wiary. "
Deuteronomy 32:21,"Oni rozdrażnili Mnie niebogiem, jątrzyli Mnie marnościami swojemi: Ja téż rozdrażnię ich nieludem, narodem nikczemnym rozjątrzę ich. "
Deuteronomy 32:22,"Gdyż ogień wspłonął w gniewie Moim, i goreje do głębi ostatniej, i pożera ziemię i plon jej, i wypala posady gór. "
Deuteronomy 32:23,"Nagromadzę na nich nieszczęścia, strzały Moje zużyję przeciw nim. "
Deuteronomy 32:24,"Wycieńczeni gdy będą głodem, i strawieni gorączką i zarazą jadowitą; ząb wtedy zwierząt poszlę na nich, wraz z żądłem pełzających w prochu. "
Deuteronomy 32:25,"Z zewnątrz będzie tępił miecz, a w domach trwoga, tak młodzieńca jak dziewicę, niemowlę wraz z mężem sędziwym. "
Deuteronomy 32:26,"Rzekłbym: zmiotę ich, zgładzę z pośród ludzi pamięć o nich, -  "
Deuteronomy 32:27,"Gdybym przed złością wroga się nie wzdrygał, by nie zapoznawali tego ciemięzcy jego, by nie powiedzieli: ręka nasza górą, a nie Wiekuisty uczynił to wszystko. "
Deuteronomy 32:28,"Bo to naród pozbawiony roztropności, a niema w nich rozsądku. "
Deuteronomy 32:29,"Gdyby mądrzy byli, zastanowiliby się nad tém, wyrozumieliby koniec swój: "
Deuteronomy 32:30,"Jakżeby mógł ścigać jeden z nich tysiąc, a dwóch przepędzać dziesięć tysięcy, gdyby ich Obrońca ich nie zaprzedał, a Wiekuisty ich nie wydał? "
Deuteronomy 32:31,Bo nie jak twierdza nasza twierdza ich; wrogi nasze sędziowie w tém. 
Deuteronomy 32:32,"Bo z winogradu Sedomu winograd ich, i z pól Amory; jagody ich, jagody jadowite, grona gorzkie mają. "
Deuteronomy 32:33,"Jad wężów wino ich, i trucizną żmij okrutną. "
Deuteronomy 32:34,"Alboż to nie skryte u Mnie, zapieczętowane w schowaniu Mojém? "
Deuteronomy 32:35,"U Mnie pomsta i odpłata, do czasu gdy się będzie miała zachwiać noga ich; bo blizkim dzień ich nieszczęścia, a spieszą przeznaczenia ich! "
Deuteronomy 32:36,"Bo osądzi Wiekuisty lud Swój, nad sługami Swymi się użali; gdy zobaczy, że znikła siła, a niema ni zależnego, ni wolnego. "
Deuteronomy 32:37,"I powié: gdzież bogi ich, opoka na której polegali? "
Deuteronomy 32:38,"Które tłuszcz ofiar ich jadały, pijały wino zalewek ich? Niechże wstaną i pomogą wam, niechaj będą osłoną dla was. "
Deuteronomy 32:39,"Zobaczcież teraz, że Ja, Ja Sam, a niema Boga oprócz Mnie! Ja uśmiercam i ożywiam, ranię i leczę, a z ręki Mojej nikt nie ocala. "
Deuteronomy 32:40,"Oto podnoszę ku niebu rękę Moję, i powiadam: jakom żyw na wieki! "
Deuteronomy 32:41,"Gdy zaostrzę błyszczący miecz Mój, a zabierze się do sądu ręka Moja; oddam pomstę wrogom Moim, a nieprzyjaciołom Moim odpłacę. "
Deuteronomy 32:42,"Napoję strzały Moje krwią, a miecz Mój nasyci się ciałem, krwią poległych i pojmanych, głowami przywódców wroga. "
Deuteronomy 32:43,"Wysławiajcie, narody, lud Jego; bo krwi sług Swoich się pomści, i pomstę odda wrogom Swoim, i oczyści ziemię Swą i lud Swój!"" "
Deuteronomy 32:44,"I przyszedł Mojżesz, i wypowiedział wszystkie słowa pieśni tej w uszy ludu, - on i Hoszea, syn Nuna. "
Deuteronomy 32:45,"A gdy wypowiedział Mojżesz wszystkie słowa te do całego Israela, -  "
Deuteronomy 32:46,"Rzekł wtedy do nich: »Zwróćcie serca wasze ku wszystkim słowom, któremi przestrzegam was dzisiaj, abyście je przekazali dzieciom waszym, żeby starali się spełniać wszystkie słowa zakonu tego. "
Deuteronomy 32:47,"Bo nie słowo próżne to dla was, lecz życiem ono waszém; a przez słowo to przedłużycie dni na ziemi, do której przechodzicie za Jarden, aby ją posiąść». "
Deuteronomy 32:48,"I oświadczył Wiekuisty Mojżeszowi tegoż samego dnia, i rzekł: "
Deuteronomy 32:49,"""Wstąp na tę górę Abarym, na górę Nebo, która w ziemi Moab, naprzeciw Jerecho, a spójrz na ziemię Kanaan, którą oddaję synom Izraela na własność; "
Deuteronomy 32:50,"I umieraj na górze, na którą wstąpisz, i bądź przyłączon do ludu twego, jako umarł Ahron, brat twój, na górze Hor, i przyłączon został do ludu swego, -  "
Deuteronomy 32:51,"Za to, żeście wykroczyli przeciw Mnie wpośród synów Israela przy wodach Meryba, w Kadesz, na puszczy Cyn, - za to żeście nie uświęcili Mnie wpośród synów Israela; "
Deuteronomy 32:52,"Albowiem zdaleka ujrzeć ci ziemię tę, a tam nie wejdziesz, do ziemi, którą oddaję synom Israela."" "
Deuteronomy 33:1,"A oto błogosławieństwo, którém błogosławił Mojżesz, mąż Boży, synom Israela przed śmiercią swoją, -  "
Deuteronomy 33:2,"I rzekł: ""Wiekuisty z Synai przyszedł, i zaświecił z Seiru im; zajaśniał z góry Paran, i nadszedł z pośród myriadów świętych; po prawicy Jego pochodnia zakonu dla nich. "
Deuteronomy 33:3,"Bo téż miłuje On ludy; wszystkie świętości jego w ręku Twoich, a przypadli oni do stóp Twoich, aby przyjąć wyrzeczenia Twoje: "
Deuteronomy 33:4,"Naukę, którą przykazał nam Mojżesz, jako dziedzictwo zgromadzenia Jakóba. "
Deuteronomy 33:5,"I tak stał się w Jeszurun królem, gdy zebrali się naczelnicy ludu, społem pokolenia Israela. "
Deuteronomy 33:6,"Niech żyje Reuben, a nie umiera, a nie będą mężowie jego nieliczni. "
Deuteronomy 33:7,"A to o Jehudzie, i rzekł: ""Wysłuchaj, Wiekuisty, głos Jehudy, a do ludu jego prowadź go; rękami swojemi będzie walczył za niego, a Ty mu bądź pomocą przeciw wrogom jego!"" "
Deuteronomy 33:8,"A o Lewim rzekł: ""Tummim i Urym Twoje przystoją mężowi Twemu cnotliwemu, którego doświadczałeś w Massa, którego skarciłeś u wód Meryba; "
Deuteronomy 33:9,"Który mówi o ojcu swym, i o matce swej: nie widziałem ich, i braci swoich nie znał, i o synach swoich nie wiedział; przeto, że przestrzegali słów Twoich, a przymierze Twe zachowali. "
Deuteronomy 33:10,"Niechaj uczą praw Twoich Jakóba, a zakonu Twego Israela, niech składają kadzidło przed oblicze Twoje, a całopalenia na ofiarnicy Twojej. "
Deuteronomy 33:11,"Pobłogosław, Wiekuisty, siłę jego, a dzieło rąk jego przyjmij, skrusz biodra przeciwników jego, i nienawidzących go, aby się nie ostali!"" "
Deuteronomy 33:12,"O Binjaminie rzekł: ""Ulubieniec Wiekuistego, spoczywa bezpiecznie przy Nim; osłania go po wszystkie dni, a między ramiony Jego zamieszkał!"" "
Deuteronomy 33:13,"A o Josefie rzekł: ""Błogosławiona od Wiekuistego ziemia jego; darami nieba, rosy i toni rozlanej pod nią, -  "
Deuteronomy 33:14,"I darami, które dojrzewają od słońca, i darami, które wydobywają księżyce, -  "
Deuteronomy 33:15,"I najprzedniejszem gór przedwiecznych, i darami wzgórz wiekowych, -  "
Deuteronomy 33:16,"I darami ziemi, i obfitości jej. A łaska Objawionego w cierniu niechaj zstąpi na głowę Josefa i na ciemię wybrańca braci swoich! "
Deuteronomy 33:17,"Pierworodny jego cielec wspaniałości pełen, - rogami bawołu rogi jego; niemi ludy zbodzie, społem krańce ziemi: oto myriady Efraima, i oto tysiące Menaszy!"" "
Deuteronomy 33:18,"A o Zebulunie rzekł: ""Ciesz się Zebulunie wyjściem twojém, a Isacharze namiotami twoimi! "
Deuteronomy 33:19,"Ludy na górę wzywają; tam ofiarują ofiary sprawiedliwości; gdyż obfitością mórz karmią się, i skarbami ukrytymi w piasku."" "
Deuteronomy 33:20,"A o Gadzie rzekł: ""Błogosławiony, który rozprzestrzenia Gada; jako lwica spoczywa, a rozszarpuje ramię wraz z ciemieniem! "
Deuteronomy 33:21,"Upatrzył sobie pierwszyznę, gdyż tam udział od prawodawcy mu zachowany, i przyszedł z naczelnikami ludu; sprawiedliwość Wiekuistego spełnił, i sądy Jego wraz z Israelem!"" "
Deuteronomy 33:22,"A o Danie rzekł: ""Dan, - młode lwiątko, wyskakuje z Baszanu!"" "
Deuteronomy 33:23,"A o Naftalim rzekł: ""Naftali syt łaski, i pełen błogosławieństwa Wiekuistego; Zachodem i Południem władaj!"" "
Deuteronomy 33:24,"A o Aszerze rzekł: ""Błogosławiony między synami Aszer: niechaj będzie ulubieńcem braci swoich, a nurza w oliwie nogę swą;"" "
Deuteronomy 33:25,"Żelazo i miedź zawory twoje, i póki dni twoje dobrobyt twój!"" "
Deuteronomy 33:26,"Niema jak Bóg, Jeszurun! który unosi się w niebiosach na pomoc tobie, i we wspaniałości Swojej po obłokach. "
Deuteronomy 33:27,"Tam przybytek Boga odwiecznego, a u dołu ramiona wieczne; i tak przepędził przed tobą wroga i rzekł: wytępiaj! "
Deuteronomy 33:28,"I spoczywa Israel bezpiecznie; oddzielnie źródło Jakóba, na ziemi zboża i moszczu, nieba téż jego kropią rosą. "
Deuteronomy 33:29,"Szczęsnyś ty, Israelu! Któż podobny tobie? Lud wspomożony przez Wiekuistego, tarczy pomocy twojej, a będącego mieczem chwały twojej. Schlebiać ci będą wrogi twoje, a ty po wyżynach ich deptać będziesz!"" "
Deuteronomy 34:1,"I wstąpił Mojżesz ze stepów Moabu na górę Nebo, na szczyt Pisgi, która naprzeciw Jerecho, i pokazał mu Wiekuisty całą ziemię, od Gilead do Dan; "
Deuteronomy 34:2,"I całą ziemię Naftali, i ziemię Efraima i Menaszy, i całą ziemię Jehudy, aż do morza krańcowego; "
Deuteronomy 34:3,"I Południe, i obwód doliny Jerecho, miasta palm, aż do Coar. "
Deuteronomy 34:4,"I rzekł doń Wiekuisty: ""Oto ziemia, którąm zaprzysiągł Abrahamowi, Ic'hakowi, i Jakóbowi, mówiąc: potomstwu twemu oddam ją; pokazałem ją oczom twoim, - ale do niej nie wnijdziesz!« "
Deuteronomy 34:5,"I umarł tam Mojżesz sługa Wiekuistego, na ziemi Moab, według słowa Wiekuistego. "
Deuteronomy 34:6,"I pochowano go w dolinie, na ziemi Moab, naprzeciw Beth-Peor; i nie zna nikt grobu jego, aż po dziś dzień. "
Deuteronomy 34:7,"Mojżesz zaś miał sto dwadzieścia lat, gdy umarł; nie przytępiło się oko jego, i nie znikła świeżość jego. "
Deuteronomy 34:8,I opłakiwali synowie Israela Mojżesza na stepach Moabu trzydzieści dni: i przeszły dni płaczu i żałoby po Mojżeszu. 
Deuteronomy 34:9,"A Jehoszua, syn Nuna, pełen był ducha mądrości, gdyż położył nań Mojżesz ręce swoje, - i słuchali go synowie Israela, i czynili jako rozkazał Wiekuisty Mojżeszowi. "
Deuteronomy 34:10,"I nie powstał więcej prorok w Israelu jako Mojżesz, którego znał Wiekuisty z oblicza w oblicze, -  "
Deuteronomy 34:11,"Tak ze względu na wszystkie znamiona i cuda, dla których go był wysłał Wiekuisty, aby je spełnił w ziemi Micraim nad Faraonem i nad wszystkimi sługami, i nad całym krajem jego, -  "
Deuteronomy 34:12,"Jak ze względu na wszystką siłę przemożną, i na wszystkie czyny wspaniałe i wielkie, które spełnił Mojżesz w oczach całego Israela. "
