Index Title,Isaiah
Isaiah 29:3,"I rozłożę się kręgiem wokoło ciebie, i otoczę cię wałem i wzniosę przeciw tobie baszty. "
Isaiah 29:4,"I poniżony z ziemi będziesz mówił, i z prochu głucho wyjdzie mowa twoja, i będzie jako wieszczbiarza z ziemi głos twój, a z prochu mowa twoja szeptać będzie. "
Isaiah 29:5,"Ale będzie jako pył drobny tłum wrogów twoich, i jako plewa lotna rzesza potężnych, a stanie się to nagle, niespodzianie. "
Isaiah 29:6,"Od Wiekuistego zastępów nawiedzonym będziesz grzmotem i łomotem i łoskotem wielkim, wichrem i burzą i płomieniem pożogi trawiącej. "
Isaiah 29:7,"I będzie jako sen, jako mara nocna tłum wszystkich ludów występujących przeciw Arielowi, i wszystkich walczących przeciw niemu i warowniom jego, i którzy napierają nań. "
Isaiah 29:8,"I będzie, jak się śni głodnemu jakoby jadł, ale ocuciwszy się, a czczą dusza jego; i jak się śni pragnącemu jakoby pił, ale ocuciwszy się, a oto znużony jest, a dusza jego łaknie, - tak będzie i tłum wszystkich ludów występujących przeciw górze Cyon. "
Isaiah 29:9,"Zastanawiajcie się tylko i zadziwiajcie, udawajcie ślepych i osłupiejcie!... Upojeni są nie od wina, potaczają się, nie od napoju. "
Isaiah 29:10,Bo rozlał na was Wiekuisty ducha odurzenia i zawarł oczy wasze - proroków - i głowy wasze - wieszczów - zasłonił. 
Isaiah 29:11,"I stało się wam objawienie wszelkie niby słowa pisma zapieczętowanego, które się podaje piśmiennemu, mówiąc: Przeczytajcie to: a odpowiada: Nie mogę, bo zapieczętowaném jest. "
Isaiah 29:12,"A gdy podaje się znów pismo takiemu, co na piśmie się nie zna, mówiąc: Przeczytajcie to! a odpowiada: Nie znam się na piśmie. "
Isaiah 29:13,"Przeto rzecze Pan: Ponieważ przybliża się do Mnie lud ten usty swojemi, i wargami swemi Mnie czci, ale serce swoje oddala odemnie, a jest bojaźń ich przedemną, przepisem ludzkim, wyuczonym; "
Isaiah 29:14,"Przeto pocznę Sobie nadal osobliwie z ludem tym, - osobliwie i nadzwyczajnie, - że przepadnie mądrość mędrców jego, a roztropność roztropnych jego zniknie. "
Isaiah 29:15,"Biada tym, którzy głęboko przed Wiekuistym ukrywają zamysły i są w ciemności sprawy ich, a powiadają: Któż nas widzi i któż zna nas? "
Isaiah 29:16,"Jakaż przewrotność wasza! Czyż za glinę garncarz poczytan, żeby rzekło naczynie o mistrzu swoim: On mnie nie zrobił, albo utwór rzekł o twórcy swoim: On nic nie rozumie. "
Isaiah 29:17,"Otóż niezadługo, wkrótce już, a obróci się Liban w sad, a będzie sad za las uważany. "
Isaiah 29:18,"I usłyszą dnia onego głusi słowa księgi, a przez mrok i ciemność oczy ślepych przejrzą. "
Isaiah 29:19,"I znów gnębieni radować się będą w Wiekuistym, a najbiedniejsi z ludzi Świętym Israela się cieszyć. "
Isaiah 29:20,"Bo zginie okrutnik, zniknie bluźnierca, a wytępieni będą wszyscy stróże bezprawia. "
Isaiah 29:21,"Którzy potępiają człowieka za słowo i orędownikowi w bramie zasadzki stawiają, a odpychają gołosłownie sprawiedliwego. "
Isaiah 29:22,"Przeto tak rzecze Wiekuisty o domu Jakóba, On który wybawił Abrahama: Już się wtedy nie powstydzi Jakób, i już wtedy oblicze jego nie zblednie. "
Isaiah 29:23,"Bo gdy zobaczą dzieci jego dzieło rąk Moich w pośród siebie, uświęcą imię Moje, - tak uświęcą one Świętego w Jakóbie, a Boga Israela obawiać się będą. "
Isaiah 29:24,"I nabiorą błądzący duchem rozumu, a krnąbrni nabędą nauki. "
Isaiah 30:1,"Biada synom rozpasanym, rzecze Wiekuisty, przeprowadzającym zamysły nie według Mnie, zawierającym przymierza nie wedle ducha Mojego, aby przyczyniać grzech do grzechu! "
Isaiah 30:2,"Którzy wyruszyli, aby zstąpić do Micraim, ust Moich się nie pytając, aby się obronić opieką Faraona, a ukryć pod cieniem Micraimu. "
Isaiah 30:3,"Ale wyjdzie wam opieka Faraona na wstyd, a ukrywanie się pod cieniem Micraimu na hańbę. "
Isaiah 30:4,"Jakkolwiek stanęli już w Coan książęta jego, a posłowie jego do Chanes przybyli. "
Isaiah 30:5,"Wszyscy powstydzili się narodu, który nie posłużył im, ani na pomoc, ani na pożytek, a jedynie na hańbę i sromotę. "
Isaiah 30:6,"Jakież brzemię na bydlętach ku południowi, przez kraj nędzy i utrapienia, przy nich lwica i lew, żmija i bazyliszek latający... uprowadzają na grzbiecie osłów bogactwa swoje, a na garbie wielbłądów skarby swoje do narodu, który im nie pomoże. "
Isaiah 30:7,Bo Micrejczycy - próżną i płonną jest ich pomoc; przeto powiadam o nich: chełpią się bezczynnością! 
Isaiah 30:8,"Teraz idź, nakreśl to na tablicy wobec nich, i w księdze zapisz, aby się ostało do dnia późnego, świadectwem na wieki. "
Isaiah 30:9,"Bo lud to krnąbrny, synowie odrodni, synowie którzy nie chcą słuchać nauki Wiekuistego. "
Isaiah 30:10,"Którzy mówią widzącym: Nie miewajcie widzenia, a wieszczom: Nie zwiastujcie nam prawdy! Prawcie nam pochlebstwa, zwiastujcie mamidła. "
Isaiah 30:11,"Zbaczajcie z drogi, sprowadźcie ze ścieżki, usuńcie z przed oblicza naszego Świętego w Israelu. "
Isaiah 30:12,"Przeto tak rzecze Święty Israela: Że gardzicie słowem tém a ufacie grabieży i przewrotności i polegacie na niej, "
Isaiah 30:13,"Dla tego będzie wam wina ta, jako szczelina zapadnięciem się grożąca, która się rozwiera w murze wysokim, a którego nagle, niespodzianie następuje upadek. "
Isaiah 30:14,"I pokruszy go jako się kruszy dzban garncarski, druzgocąc bez litości, że nie znajdzie się w jego oblamkach skorupy, aby wygarnąć ogień z ogniska, albo zaczerpnąć wody ze studni. "
Isaiah 30:15,"Gdyż tak rzekł Pan Wiekuisty, Święty Israela: Przez spokój i ciszę wybawieni będziecie, w milczeniu i ufności będzie moc wasza, - aleście nie chcieli. "
Isaiah 30:16,"A powiedzieliście: Nie, raczej na koniach pomkniemy, - przeto umykać będziecie, - a na rączych popędzim, - przeto rączymi będą poganiacze wasi! "
Isaiah 30:17,"W tysiąc przed groźbą jednego, przed groźbą pięciu uciekniecie, aż zostaniecie jako tyka na wierzchołku góry, i jako znak na pagórku. "
Isaiah 30:18,"A dlatego poczeka Wiekuisty, zanim zmiłuje się nad wami, i dlatego podniesie się, zanim ulituje się nad wami; bo Bogiem sądu jest Wiekuisty, - szczęśliwi wszyscy ufający Mu. "
Isaiah 30:19,"Tak, narodzie, który mieszkasz w Cyonie, w Jeruszalaim! płakać wciąż nie będziesz! Ułaskawi, ułaskawi cię na głos wołania twojego, zaledwie usłyszy odpowie ci. "
Isaiah 30:20,"I da wam Pan chleb niedoli, i wodę ucisku, i ukrywać się już nie będą nauczyciele twoi, a będą oczy Twoje widziały nauczycieli twoich. "
Isaiah 30:21,"A uszy twe usłyszą słowo za tobą wyrzeczone: Oto droga, postępujcie nią, czybyście na prawo, czy na lewo zbaczali. "
Isaiah 30:22,"I poczytasz za plugawą oprawę posągów twoich srebrnych i pokrycie odlewów twoich ze złota; odrzucisz je jako nieczystość, ""precz"" zawołasz do nich. "
Isaiah 30:23,"I da deszcz wysiewowi twojemu, którym zasiejesz rolę i chleb z urodzaju ziemi, i będzie pożywny i obfity; paść się będzie bydło twoje w on dzień na błoniu przestronném. "
Isaiah 30:24,"A woły i osły uprawiające glebę - mieszanką soloną karmić się będą, która wywiana bywa wiejadłem i opałką. "
Isaiah 30:25,"I będą na każdej górze wysokiej i na każdym pagórku wyniosłym strumienie i potoki wód w on dzień mordu wielkiego, kiedy runą wieże. "
Isaiah 30:26,"I będzie światło księżyca niby światło słońca, a światło słońca będzie siedmiokrotném jako światło siedmiu dni, w dniu w którym opatrzy Wiekuisty uszkodzenia ludu Swego, a rozwory ran jego uleczy. "
Isaiah 30:27,"Oto imię Wiekuistego nadchodzi z oddali, płonie gniew Jego gęsto się kłębiąc; usta Jego pełne rozjątrzenia, a język Jego jako pożoga niszcząca. "
Isaiah 30:28,"A tchnienie Jego jako potok bystry, który gardło wpół obchwytuje - aby przetrząsł narody przez rzeszoto zniszczenia, a wędzidłem zwodném kiełznał paszcze ludów. "
Isaiah 30:29,"I śpiew wam będzie jako w nocy obchodu uroczystości, i wesele serdeczne jako pielgrzymującym przy odgłosie fletu, zdążając do góry Wiekuistego, do opoki israelskiej. "
Isaiah 30:30,"I podniesie Wiekuisty majestatyczny głos Swój, a ciężar ramienia Swego okaże wrzącym gniewem i płomieniem pożogi niszczącej, wichrem i ulewą, i gradem kamiennym. "
Isaiah 30:31,"Wtedy od głosu Wiekuistego skruszonym będzie Aszur, gdy go biczem będzie smagał. "
Isaiah 30:32,"I będzie każde uderzenie maczugi przeznaczenia, którą Wiekuisty spuści nań przy bębnach i cytrach; bo walką szermierską walczyć będzie przeciw niemu. "
Isaiah 30:33,"Bo przygotowaném od dawna ognisko i dla króla ono urządzone; pogłębił je, poszerzył; stos jego obejmuje ognia i drew dużo; tchnienie Wiekuistego jako potok siarczany zapali go. "
Isaiah 31:1,"Biada zstępującym do Micraimu o pomoc, a na koniach polegają i pokładają ufność w wozach, że ich wiele, i w jezdnych, że ich mnóstwo wielkie, - a nie baczyli na Świętego w Izraelu, a Wiekuistego się nie radzili. "
Isaiah 31:2,"Aleć i On mądry i sprowadzi klęskę, a słów Swoich nie cofnie; i powstanie przeciw domowi zbrodniarzy i przeciw pomocy złoczyńców. "
Isaiah 31:3,"Wszak Micrejczycy, - ludzie to, nie bogi, a konie ich ciałem, nie duchem; a gdy Wiekuisty wyciągnie rękę Swoję, potknie się wspierający i upadnie wspierany i społem wszyscy wyginą. "
Isaiah 31:4,"Albowiem to rzekł Wiekuisty do mnie: Jako gdy warczy lew albo lwiątko nad zdobyczą swoją, a choćby zwołano przeciw niemu gromadę pasterzy, głosu ich się nie ulęknie, a przed tłumem ich się nie ukorzy: tak zstąpi Wiekuisty zastępów, aby walczyć o górę Cyon i o wzgórze jego. "
Isaiah 31:5,"Jako ptaki trzepocące, tak obroni Wiekuisty zastępów Jeruszalaim, obraniając i ocalając, oszczędzając i wybawiając. "
Isaiah 31:6,"Nawróćcie się do Tego, od którego tak daleko odstąpiono, synowie Israela! "
Isaiah 31:7,"Albowiem dnia onego odrzuci każdy bożki swoje srebrne i bożki swoje złote, które potworzyły wam ręce wasze na grzech. "
Isaiah 31:8,"I padnie Aszur nie od miecza męża, a nie miecz człowieka pochłonie go; i ucieknie przed mieczem, a młodzieńcy jego ujarzmieni będą. "
Isaiah 31:9,"A opoka jego od strachu umknie, i zadrżą przed każdą chorągwią książęta jego, rzecze Wiekuisty, którego ogień na Cyonie, a ognisko w Jeruszalaim. "
Isaiah 32:1,"Oto w sprawiedliwości panować będzie król, a książęta w słuszności rządzić będą. "
Isaiah 32:2,"I będzie każdy jako ochrona przed wiatrem i osłona przed ulewą, jako potoki wód na stepie, jako cień skały ciężkiej na spragnionej ziemi. "
Isaiah 32:3,"I nie będą już sklejone oczy widzących, a uszy słuchających słyszeć będą. "
Isaiah 32:4,"A serce porywczych potrafi rozważać, a język zająkliwych biegle wypowiadać będzie słowa jasne. "
Isaiah 32:5,"Nie będzie nazywany więcej nikczemny zacnym, ani oszust mianowany wspaniałomyślnym. "
Isaiah 32:6,"Bo nikczemny nikczemność prawi, a serce jego knuje niegodziwość, aby spełnił niecność i mówił wobec Wiekuistego zdrożności, aby wycieńczał duszę łaknącego, a napoju spragnionego pozbawiał. "
Isaiah 32:7,"A oszust środki jego zgubne są; plany on układa, jakoby gubił uciśnionych słowy kłamliwemi, choćby wykazywał biedny słuszność swoję. "
Isaiah 32:8,"Ale zacny o dziełach zacnych zamyśla, on téż przy zacności swojej się ostoi. "
Isaiah 32:9,"Niewiasty ufne w siebie, wstańcie, słuchajcie głosu mojego! córy bezpieczne, zważajcie na mowę moję! "
Isaiah 32:10,"W dni po roku drżeć będziecie, wy bezpieczne! bo przeminie winobranie, zbiór owoców już nie przyjdzie. "
Isaiah 32:11,"Zatrwóżcie się, ufne w siebie, zadrżyjcie bezpieczne! Rozbierzcie się i obnażcie i przepaszcie biodra. "
Isaiah 32:12,"Nad obfitością zawodzić będą, nad polami rozkosznemi, nad winoroślą urodzajną. "
Isaiah 32:13,"Na ziemi ludu mego oset i cierń się rozrośnie - tak, na wszystkich domach rozkoszy, grodzie huczny! "
Isaiah 32:14,"Bo zamki opuszczone będą, zgiełk miasta ucichnie baszty i wieże w jaskinie się obrócą na długo, na koczowisko dzikich osłów i na pastwisko trzód. "
Isaiah 32:15,"Póki nie rozleje się nad nami duch z wysokości, a nie obróci się pustynia w sad, a sad nie będzie do lasu podobny. "
Isaiah 32:16,"I zamieszka na pustyni tej prawo, a sprawiedliwość w sadzie osiędzie. "
Isaiah 32:17,"I będzie dziełem sprawiedliwości pokój, a sprawą sprawiedliwości cisza i bezpieczeństwo na wieki. "
Isaiah 32:18,I przemieszkiwać będzie naród mój w przybytku pokoju i w siedzibach bezpiecznych i w ustroniach cichych. 
Isaiah 32:19,"I rozsypie się gradem po pochyłościach lasu, a po nizinie nizko rozłoży się miasto. "
Isaiah 32:20,"Szczęśliwi, którzy nad każdą wodą zasiewać będziecie, którzy puścicie na wygon nogę wołu i osła. "
Isaiah 33:1,"Biada grabieżco, którego jeszcze nie ograbiono, zdrajco, którego jeszcze nie zdradzono! Gdy dokonasz, grabieżco, będziesz i ty ograbiony, gdy przestaniesz zdradzać, będziesz i ty zdradzony. "
Isaiah 33:2,"Wiekuisty, zmiłuj się nad nami! w Tobie nadzieja nasza; bądź ramieniem ich każdego poranku i pomocą naszą w czasie niedoli. "
Isaiah 33:3,"Na odgłos gromu pierzchną narody, przed wspaniałością Twoją rozproszą się ludy. "
Isaiah 33:4,"I zagarnioną będzie zdobycz wasza jako zgarniają szarańczę, a zapędem chrząszczy przypadną na nią. "
Isaiah 33:5,"Wywyższon Wiekuisty, bo mieszka wysoko; napełni On Cyon prawością i cnotą. "
Isaiah 33:6,I będzie rękojmią losów twoich zasób dóbr zbawiennych - mądrość i poznanie; bojaźń Wiekuistego ona skarbem jego. 
Isaiah 33:7,"Oto bohaterowie ich zawodzą po ulicach, posłowie pokoju gorzko płaczą: "
Isaiah 33:8,"""Opustoszały drogi, odpoczywa podróżnik. Złamał przymierze, poniżył miasta a nie cenił ludzi. "
Isaiah 33:9,"Smuci się, więdnie ziemia, pobladł Liban, obumiera; Szaron podobny do stepu, a ogołoconym Baszan i Karmel"". "
Isaiah 33:10,"Teraz powstanę, rzecze Wiekuisty, teraz się wywyższę, teraz się podniosę. "
Isaiah 33:11,"Brzemienni trawą, zrodzicie ścierń; dyszenie wasze będzie ogniem, który was pochłonie. "
Isaiah 33:12,"I będą narody jako wypalone wapno, jako ciernie ścięte, które w ogniu wspłoną. "
Isaiah 33:13,"Słuchajcie dalecy com uczynił, a poznajcie blizcy potęgę Moję. "
Isaiah 33:14,"Ulękną się na Cyonie grzesznicy, ogarnie dreszcz obłudników: ""Któż z nas się ostoi wobec ognia pożerającego, któż z nas się ostoi wobec żaru wiecznego?"" "
Isaiah 33:15,"Ten, który postępuje sprawiedliwie, a mówi prawdę; który się brzydzi zyskiem wydartym, a otrząsa dłonie, aby się nie tknęły przekupstwa, który zatyka ucho swoje, aby nie słyszał knowań krwawych, a zamyka oczy, aby nie spoglądał na niegodziwość. "
Isaiah 33:16,"Ten na wyżynach mieszkać będzie; warownie skaliste twierdzą jego; chléb jego dany, wody jego pewne. "
Isaiah 33:17,"Króla w wspaniałości jego obaczą oczy twoje, ujrzą kraj przestronny. "
Isaiah 33:18,"Serce twoje wspomni o trwodze: Gdzież ten który liczył, gdzież ten który ważył, gdzie ten który rachował wieże? "
Isaiah 33:19,"Ludu zuchwałego nie zobaczysz, ludu zbyt ciemnej mowy, aby go zrozumieć, bełkocącego językiem bezmyślnym. "
Isaiah 33:20,"Spójrz na Cyon, na gród zborów naszych! Obaczą oczy Twe Jeruszalaim jako przybytek spokojny, jako namiot nieporuszony; kołki jego nie będą nigdy wydobywane, a żadne powrozy jego się nie rozerwą. "
Isaiah 33:21,"Albowiem tam okaże się nam potężnym Wiekuisty, zamiast strumieni i rzek szerokich; nie przechodzi po nich statek wiosłowy, a okręt silny nie przebywa ich. "
Isaiah 33:22,"Gdyż Wiekuisty sędzią naszym, Wiekuisty prawodawcą naszym, Wiekuisty królem naszym, - On dopomoże nam. "
Isaiah 33:23,"Opuściły się liny twoje, nie przytwierdzały już osady swego masztu, nie rozpinały żagli... oto już rozdzielony łup tego, który zdobycze gromadził, - chromi nawet rozchwytują grabież. "
Isaiah 33:24,A nie powié nikt z mieszkańców: Jam chory; ludowi zamieszkałemu w nim odpuszczona wina. 
Isaiah 34:1,"Przystąpcie narody, by słuchać, a wy ludy uważajcie! Niech słucha ziemia i co ją napełnia, świat i wszystkie twory jego. "
Isaiah 34:2,"Bo oburzenie Wiekuistego na wszystkie plemiona a zapalczywość na wszystkie rzesze ich; wyklął je, wydał na rzeź. "
Isaiah 34:3,"A polegli ich będą rzuceni, a trupy ich rozniosą woń; i rozpłyną się góry od krwi ich. "
Isaiah 34:4,"Zniszczeje wszystek zastęp nieba, i zwinięte będą jako księga niebiosa, - wszystek zastęp ich opadnie, jak opada liść z winorośli: jak ulęgły owoc z figowego drzewa. "
Isaiah 34:5,"Bo napojony na niebie miecz Mój, - oto na Edom spadnie i na lud Mój wyklęty, aby rozprawić się z nim. "
