Mishnah Location	Last Used Talmud Location	Mishnah Text
Nazir 6:3	Nazir 39a:3	סְתָם נְזִירוּת שְׁלשִׁים יוֹם. גִּלַּח אוֹ שֶׁגִּלְּחוּהוּ לִסְטִים, סוֹתֵר שְׁלשִׁים יוֹם. נָזִיר שֶׁגִּלַּח בֵּין בְּזוּג בֵּין בְּתַעַר אוֹ שֶׁסִּפְסֵף כָּל שֶׁהוּא, חַיָּב. נָזִיר חוֹפֵף וּמְפַסְפֵּס, אֲבָל לֹא סוֹרֵק. רַבִּי יִשְׁמָעֵאל אוֹמֵר, לֹא יָחוֹף בַּאֲדָמָה, מִפְּנֵי שֶׁמַּשֶּׁרֶת אֶת הַשֵּׂעָר: 

Nazir 6:4	Nazir 42a:14	נָזִיר שֶׁהָיָה שׁוֹתֶה יַיִן כָּל הַיּוֹם, אֵינוֹ חַיָּב אֶלָּא אֶחָת. אָמְרוּ לוֹ אַל תִּשְׁתֶּה אַל תִּשְׁתֶּה, וְהוּא שׁוֹתֶה, חַיָּב עַל כָּל אַחַת וְאֶחָת. הָיָה מְגַלֵּחַ כָּל הַיּוֹם, אֵינוֹ חַיָּב אֶלָּא אֶחָת. אָמְרוּ לוֹ אַל תְּגַלֵּחַ אַל תְּגַלֵּחַ, וְהוּא מְגַלֵּחַ, חַיָּב עַל כָּל אַחַת וְאֶחָת. הָיָה מִטַּמֵּא לְמֵתִים כָּל הַיּוֹם, אֵינוֹ חַיָּב אֶלָּא אֶחָת. אָמְרוּ לוֹ אַל תִּטַּמָּא אַל תִּטַּמָּא, וְהוּא מִטַּמֵּא, חַיָּב עַל כָּל אַחַת וְאֶחָת: 

Sotah 1:8	Sotah 9b:7	שִׁמְשׁוֹן הָלַךְ אַחַר עֵינָיו, לְפִיכָךְ נִקְּרוּ פְלִשְׁתִּים אֶת עֵינָיו, שֶׁנֶּאֱמַר (שופטים טז) וַיֹּאחֲזוּהוּ פְלִשְׁתִּים וַיְנַקְּרוּ אֶת עֵינָיו. אַבְשָׁלוֹם נִתְגָּאָה בִשְׂעָרוֹ, לְפִיכָךְ נִתְלָה בִשְׂעָרוֹ. וּלְפִי שֶׁבָּא עַל עֶשֶׂר פִּילַגְשֵׁי אָבִיו, לְפִיכָךְ נִתְּנוּ בוֹ עֶשֶׂר לוֹנְבִיּוֹת, שֶׁנֶּאֱמַר (שמואל ב יח) וַיָּסֹבּוּ עֲשָׂרָה אֲנָשִׁים נֹשְׂאֵי כְּלֵי יוֹאָב. וּלְפִי שֶׁגָּנַב שְׁלשָׁה לְבָבוֹת, לֵב אָבִיו, וְלֵב בֵּית דִּין, וְלֵב יִשְׂרָאֵל, שֶׁנֶּאֱמַר (שם טו) וַיְגַנֵּב אַבְשָׁלוֹם אֶת לֵב אַנְשֵׁי יִשְׂרָאֵל, לְפִיכָךְ נִתְקְעוּ בוֹ שְׁלשָׁה שְׁבָטִים, שֶׁנֶּאֱמַר (שם יח) וַיִּקַּח שְׁלשָׁה שְׁבָטִים בְּכַפּוֹ וַיִּתְקָעֵם בְּלֵב אַבְשָׁלוֹם: 

Sotah 2:4	Sotah 17b:2	אֵינוֹ כוֹתֵב לֹא עַל הַלּוּחַ וְלֹא עַל הַנְּיָר וְלֹא עַל הַדִּפְתְּרָא, אֶלָּא עַל הַמְּגִלָּה, שֶׁנֶּאֱמַר (שם) בַּסֵּפֶר. וְאֵינוֹ כוֹתֵב לֹא בְקוֹמוֹס וְלֹא בְקַנְקַנְתּוֹם וְלֹא בְכָל דָּבָר שֶׁרוֹשֵׁם, אֶלָּא בִדְיוֹ, שֶׁנֶּאֱמַר (שם) וּמָחָה, כְּתָב שֶׁיָּכוֹל לְהִמָּחֵק: 

Sotah 3:1	Sotah 19a:7	הָיָה נוֹטֵל אֶת מִנְחָתָהּ מִתּוֹךְ כְּפִיפָה מִצְרִית וְנוֹתְנָהּ לְתוֹךְ כְּלִי שָׁרֵת, וְנוֹתְנָהּ עַל יָדָהּ. וְכֹהֵן מֵנִיחַ יָדוֹ מִתַּחְתֶּיהָ וּמְנִיפָהּ: 

Sotah 3:2	Sotah 19a:8	הֵנִיף וְהִגִּישׁ, קָמַץ וְהִקְטִיר, וְהַשְּׁאָר נֶאֱכָל לַכֹּהֲנִים. הָיָה מַשְׁקָהּ וְאַחַר כָּךְ מַקְרִיב אֶת מִנְחָתָהּ. רַבִּי שִׁמְעוֹן אוֹמֵר, מַקְרִיב אֶת מִנְחָתָהּ וְאַחַר כָּךְ הָיָה מַשְׁקָהּ, שֶׁנֶּאֱמַר (במדבר ה) וְאַחַר יַשְׁקֶה אֶת הָאִשָּׁה אֶת הַמָּיִם. אִם הִשְׁקָהּ וְאַחַר כָּךְ הִקְרִיב אֶת מִנְחָתָהּ, כְּשֵׁרָה: 

Sotah 3:6	Sotah 23a:1	נִטְמֵאת מִנְחָתָהּ עַד שֶׁלֹּא קָדְשָׁה בַכְּלִי, הֲרֵי הִיא כְּכָל הַמְּנָחוֹת וְתִפָּדֶה, וְאִם מִשֶּׁקָּדְשָׁה בַכְּלִי, הֲרֵי הִיא כְּכָל הַמְּנָחוֹת וְתִשָּׂרֵף. וְאֵלּוּ שֶׁמִּנְחוֹתֵיהֶן נִשְׂרָפוֹת, הָאוֹמֶרֶת טְמֵאָה אֲנִי לְךָ, וְשֶׁבָּאוּ לָהּ עֵדִים שֶׁהִיא טְמֵאָה, וְהָאוֹמֶרֶת אֵינִי שׁוֹתָה, וְשֶׁבַּעְלָהּ אֵינוֹ רוֹצֶה לְהַשְׁקוֹתָהּ, וְשֶׁבַּעְלָהּ בָּא עָלֶיהָ בַדֶּרֶךְ. וְכָל הַנְּשׂוּאוֹת לְכֹהֲנִים, מִנְחוֹתֵיהֶן נִשְׂרָפוֹת: 

Sotah 3:7	Sotah 23a:4	בַּת יִשְׂרָאֵל שֶׁנִּשֵּׂאת לְכֹהֵן, מִנְחָתָהּ נִשְׂרֶפֶת. וְכֹהֶנֶת שֶׁנִּשֵּׂאת לְיִשְׂרָאֵל, מִנְחָתָהּ נֶאֱכֶלֶת. מַה בֵּין כֹּהֵן לְכֹהֶנֶת, מִנְחַת כֹּהֶנֶת נֶאֱכֶלֶת, מִנְחַת כֹּהֵן אֵינָהּ נֶאֱכֶלֶת. כֹּהֶנֶת מִתְחַלֶּלֶת, וְכֹהֵן אֵין מִתְחַלֵּל. כֹּהֶנֶת מִטַּמְּאָה לְמֵתִים, וְאֵין כֹּהֵן מִטַּמֵּא לְמֵתִים. כֹּהֵן אוֹכֵל בְּקָדְשֵׁי קָדָשִׁים, וְאֵין כֹּהֶנֶת אוֹכֶלֶת בְּקָדְשֵׁי קָדָשִׁים: 

Sotah 4:3	Sotah 24a:7	מְעֻבֶּרֶת חֲבֵרוֹ וּמֵינֶקֶת חֲבֵרוֹ, לֹא שׁוֹתוֹת וְלֹא נוֹטְלוֹת כְּתֻבָּה, דִּבְרֵי רַבִּי מֵאִיר. וַחֲכָמִים אוֹמְרִים, יָכוֹל הוּא לְהַפְרִישָׁהּ וּלְהַחֲזִירָהּ לְאַחַר זְמַן. אַיְלוֹנִית וּזְקֵנָה וְשֶׁאֵינָהּ רְאוּיָה לֵילֵד, לֹא שׁוֹתוֹת וְלֹא נוֹטְלוֹת כְּתֻבָּה. רַבִּי אֱלִיעֶזֶר אוֹמֵר, יָכוֹל הוּא לִשָּׂא אִשָּׁה אַחֶרֶת וְלִפְרוֹת וְלִרְבּוֹת הֵימֶנָּה. וּשְׁאָר כָּל הַנָּשִׁים, אוֹ שׁוֹתוֹת אוֹ לֹא נוֹטְלוֹת כְּתֻבָּה: 

Sotah 4:4	Sotah 24a:8	אֵשֶׁת כֹּהֵן שׁוֹתָה וּמֻתֶּרֶת לְבַעְלָהּ. אֵשֶׁת סָרִיס שׁוֹתָה. עַל יְדֵי כָל עֲרָיוֹת מְקַנִּין, חוּץ מִן הַקָּטָן, וּמִמִּי שֶׁאֵינוֹ אִישׁ: 

Sotah 5:4	Sotah 27b:12	בּוֹ בַיּוֹם דָּרַשׁ רַבִּי עֲקִיבָא (שמות טו), אָז יָשִׁיר משֶׁה וּבְנֵי יִשְׂרָאֵל אֶת הַשִּׁירָה הַזֹּאת לַה' וַיֹּאמְרוּ לֵאמֹר, שֶׁאֵין תַּלְמוּד לוֹמַר לֵאמֹר, וּמַה תַּלְמוּד לוֹמַר לֵאמֹר, מְלַמֵּד שֶׁהָיוּ יִשְׂרָאֵל עוֹנִין אַחֲרָיו שֶׁל משֶׁה עַל כָּל דָּבָר וְדָבָר, כְּקוֹרִין אֶת הַהַלֵּל, לְכָךְ נֶאֱמַר לֵאמֹר. רַבִּי נְחֶמְיָה אוֹמֵר, כְּקוֹרִין אֶת שְׁמַע וְלֹא כְקוֹרִין אֶת הַהַלֵּל: 

Sotah 7:5	Sotah 32a:13	בְּרָכוֹת וּקְלָלוֹת כֵּיצַד. כֵּיוָן שֶׁעָבְרוּ יִשְׂרָאֵל אֶת הַיַּרְדֵּן וּבָאוּ אֶל הַר גְּרִזִּים וְאֶל הַר עֵיבָל שֶׁבְּשׁוֹמְרוֹן שֶׁבְּצַד שְׁכֶם שֶׁבְּאֵצֶל אֵלוֹנֵי מֹרֶה, שֶׁנֶּאֱמַר (שם יא) הֲלֹא הֵמָּה בְּעֵבֶר הַיַּרְדֵּן וְגוֹ', וּלְהַלָּן הוּא אוֹמֵר (בראשית יב) וַיַּעֲבֹר אַבְרָם בָּאָרֶץ עַד מְקוֹם שְׁכֶם עַד אֵלוֹן מוֹרֶה, מָה אֵלוֹן מוֹרֶה הָאָמוּר לְהַלָּן שְׁכֶם, אַף אֵלוֹן מוֹרֶה הָאָמוּר כָּאן שְׁכֶם. שִׁשָּׁה שְׁבָטִים עָלוּ לְרֹאשׁ הַר גְּרִזִּים וְשִׁשָּׁה שְׁבָטִים עָלוּ לְרֹאשׁ הַר עֵיבָל, וְהַכֹּהֲנִים וְהַלְוִיִּם וְהָאָרוֹן עוֹמְדִים לְמַטָּה בָאֶמְצַע, הַכֹּהֲנִים מַקִּיפִין אֶת הָאָרוֹן, וְהַלְוִיִּם אֶת הַכֹּהֲנִים, וְכָל יִשְׂרָאֵל מִכָּאן וּמִכָּאן, שֶׁנֶּאֱמַר (יהושע ח) וְכָל יִשְׂרָאֵל וּזְקֵנָיו וְשֹׁטְרָיו וְשֹׁפְטָיו עֹמְדִים מִזֶּה וּמִזֶּה לָאָרוֹן וְגוֹ'. הָפְכוּ פְנֵיהֶם כְּלַפֵּי הַר גְּרִזִּים וּפָתְחוּ בַבְּרָכָה, בָּרוּךְ הָאִישׁ אֲשֶׁר לֹא יַעֲשֶׂה פֶסֶל וּמַסֵּכָה, וְאֵלּוּ וָאֵלּוּ עוֹנִין אָמֵן. הָפְכוּ פְנֵיהֶם כְּלַפֵּי הַר עֵיבָל וּפָתְחוּ בַקְּלָלָה, (דברים כז) אָרוּר הָאִישׁ אֲשֶׁר יַעֲשֶׂה פֶסֶל וּמַסֵּכָה, וְאֵלּוּ וָאֵלּוּ עוֹנִין אָמֵן, עַד שֶׁגּוֹמְרִין בְּרָכוֹת וּקְלָלוֹת. וְאַחַר כָּךְ הֵבִיאוּ אֶת הָאֲבָנִים וּבָנוּ אֶת הַמִּזְבֵּחַ וְסָדוּהוּ בְסִיד, וְכָתְבוּ עָלָיו אֶת כָּל דִּבְרֵי הַתּוֹרָה בְּשִׁבְעִים לָשׁוֹן, שֶׁנֶּאֱמַר (שם) בַּאֵר הֵיטֵב, וְנָטְלוּ אֶת הָאֲבָנִים וּבָאוּ וְלָנוּ בִמְקוֹמָן: 

Sotah 8:1	Sotah 42a:11	מְשׁוּחַ מִלְחָמָה, בְּשָׁעָה שֶׁמְּדַבֵּר אֶל הָעָם, בִּלְשׁוֹן הַקֹּדֶשׁ הָיָה מְדַבֵּר, שֶׁנֶּאֱמַר (דברים כ) וְהָיָה כְּקָרָבְכֶם אֶל הַמִּלְחָמָה וְנִגַּשׁ הַכֹּהֵן, זֶה כֹּהֵן מְשׁוּחַ מִלְחָמָה, וְדִבֶּר אֶל הָעָם, בִּלְשׁוֹן הַקֹּדֶשׁ. וְאָמַר אֲלֵיהֶם (שם) שְׁמַע יִשְׂרָאֵל אַתֶּם קְרֵבִים הַיּוֹם לַמִּלְחָמָה עַל אֹיְבֵיכֶם, וְלֹא עַל אֲחֵיכֶם, לֹא יְהוּדָה עַל שִׁמְעוֹן, וְלֹא שִׁמְעוֹן עַל בִּנְיָמִין, שֶׁאִם תִּפְּלוּ בְיָדָם יְרַחֲמוּ עֲלֵיכֶם, כְּמָה שֶׁנֶּאֱמַר (דה"ב כח) וַיָּקֻמוּ הָאֲנָשִׁים אֲשֶׁר נִקְּבוּ בְשֵׁמוֹת וַיַּחֲזִיקוּ בַשִּׁבְיָה וְכָל מַעֲרֻמֵּיהֶם הִלְבִּישׁוּ מִן הַשָּׁלָל וַיַּלְבִּשֻׁם וַיַּנְעִלּוּם וַיַּאֲכִלוּם וַיַּשְׁקוּם וַיְסֻכוּם וַיְנַהֲלוּם בַּחֲמֹרִים לְכָל כּוֹשֵׁל וַיְבִיאוּם יְרֵחוֹ עִיר הַתְּמָרִים אֵצֶל אֲחֵיהֶם וַיָּשׁוּבוּ שֹׁמְרוֹן. עַל אוֹיְבֵיכֶם אַתֶּם הוֹלְכִים, שֶׁאִם תִּפְּלוּ בְיָדָם אֵין מְרַחֲמִין עֲלֵיכֶם. אַל יֵרַךְ לְבַבְכֶם אַל תִּירְאוּ וְאַל תַּחְפְּזוּ וְגוֹ' (דברים כ). אַל יֵרַךְ לְבַבְכֶם, מִפְּנֵי צָהֳלַת סוּסִים וְצִחְצוּחַ חֲרָבוֹת. אַל תִּירְאוּ, מִפְּנֵי הֲגָפַת תְּרִיסִין וְשִׁפְעַת הַקַּלְגַּסִּין. אַל תַּחְפְּזוּ, מִקּוֹל קְרָנוֹת. אַל תַּעַרְצוּ, מִפְּנֵי קוֹל צְוָחוֹת. כִּי ה' אֱלֹהֵיכֶם הַהֹלֵךְ עִמָּכֶם, הֵן בָּאִין בְּנִצְחוֹנוֹ שֶׁל בָּשָׂר וָדָם, וְאַתֶּם בָּאִים בְּנִצְחוֹנוֹ שֶׁל מָקוֹם. פְּלִשְׁתִּים בָּאוּ בְנִצְחוֹנוֹ שֶׁל גָּלְיָת, מֶה הָיָה סוֹפוֹ, לְסוֹף נָפַל בַּחֶרֶב וְנָפְלוּ עִמּוֹ. בְּנֵי עַמּוֹן בָּאוּ בְנִצְחוֹנוֹ שֶׁל שׁוֹבַךְ, מֶה הָיָה סוֹפוֹ, לְסוֹף נָפַל בַּחֶרֶב וְנָפְלוּ עִמּוֹ. וְאַתֶּם אִי אַתֶּם כֵּן. כִּי ה' אֱלֹהֵיכֶם הַהֹלֵךְ עִמָּכֶם לְהִלָּחֵם לָכֶם וְגוֹ', זֶה מַחֲנֵה הָאָרוֹן: 

Sotah 8:2	Sotah 43a:6	וְדִבְּרוּ הַשֹּׁטְרִים אֶל הָעָם לֵאמֹר מִי הָאִישׁ אֲשֶׁר בָּנָה בַיִת חָדָשׁ וְלֹא חֲנָכוֹ יֵלֵךְ וְיָשֹׁב לְבֵיתוֹ וְגוֹ' (שם). אֶחָד הַבּוֹנֶה בֵית הַתֶּבֶן, בֵּית הַבָּקָר, בֵּית הָעֵצִים, בֵּית הָאוֹצָרוֹת. אֶחָד הַבּוֹנֶה, וְאֶחָד הַלּוֹקֵחַ, וְאֶחָד הַיּוֹרֵשׁ, וְאֶחָד שֶׁנִּתַּן לוֹ מַתָּנָה. וּמִי הָאִישׁ אֲשֶׁר נָטַע כֶּרֶם וְלֹא חִלְּלוֹ וְגוֹ' (שם). אֶחָד הַנּוֹטֵעַ הַכֶּרֶם וְאֶחָד הַנּוֹטֵעַ חֲמִשָּׁה אִילָנֵי מַאֲכָל, וַאֲפִלּוּ מֵחֲמֵשֶׁת מִינִין. אֶחָד הַנּוֹטֵעַ, וְאֶחָד הַמַּבְרִיךְ, וְאֶחָד הַמַּרְכִּיב, וְאֶחָד הַלּוֹקֵחַ, וְאֶחָד הַיּוֹרֵשׁ, וְאֶחָד שֶׁנִּתַּן לוֹ מַתָּנָה. וּמִי הָאִישׁ אֲשֶׁר אֵרַשׂ אִשָּׁה וְגוֹ' (שם). אֶחָד הַמְאָרֵס אֶת הַבְּתוּלָה, וְאֶחָד הַמְאָרֵס אֶת הָאַלְמָנָה, אֲפִלּוּ שׁוֹמֶרֶת יָבָם, וַאֲפִלּוּ שָׁמַע שֶׁמֵּת אָחִיו בַּמִּלְחָמָה, חוֹזֵר וּבָא לוֹ. כֹּל אֵלּוּ שׁוֹמְעִין דִּבְרֵי כֹהֵן מֵעֶרְכֵי מִלְחָמָה וְחוֹזְרִין, וּמְסַפְּקִין מַיִם וּמָזוֹן וּמְתַקְּנִין אֶת הַדְּרָכִים: 

Sotah 8:5	Sotah 44a:12	(שם כ) וְיָסְפוּ הַשֹּׁטְרִים לְדַבֵּר אֶל הָעָם וְאָמְרוּ מִי הָאִישׁ הַיָּרֵא וְרַךְ הַלֵּבָב יֵלֵךְ וְיָשֹׁב לְבֵיתוֹ. רַבִּי עֲקִיבָא אוֹמֵר, הַיָּרֵא וְרַךְ הַלֵּבָב, כְּמַשְׁמָעוֹ, שֶׁאֵינוֹ יָכוֹל לַעֲמֹד בְּקִשְׁרֵי הַמִּלְחָמָה וְלִרְאוֹת חֶרֶב שְׁלוּפָה. רַבִּי יוֹסֵי הַגְּלִילִי אוֹמֵר, הַיָּרֵא וְרַךְ הַלֵּבָב זֶהוּ הַמִּתְיָרֵא מִן הָעֲבֵרוֹת שֶׁבְּיָדוֹ, לְפִיכָךְ תָּלְתָה לוֹ הַתּוֹרָה אֶת כָּל אֵלּוּ, שֶׁיַּחֲזֹר בִּגְלָלָן. רַבִּי יוֹסֵי אוֹמֵר, אַלְמָנָה לְכֹהֵן גָּדוֹל, גְּרוּשָׁה וַחֲלוּצָה לְכֹהֵן הֶדְיוֹט, מַמְזֶרֶת וּנְתִינָה לְיִשְׂרָאֵל, בַּת יִשְׂרָאֵל לְמַמְזֵר וּלְנָתִין, הֲרֵי הוּא הַיָּרֵא וְרַךְ הַלֵּבָב: 

Sotah 8:6	Sotah 44b:1	(שם) וְהָיָה כְּכַלֹּת הַשֹּׁטְרִים לְדַבֵּר אֶל הָעָם וּפָקְדוּ שָׂרֵי צְבָאוֹת בְּרֹאשׁ הָעָם, וּבַעֲקֵבוֹ שֶׁל עָם. מַעֲמִידִין זְקִיפִין לִפְנֵיהֶם, וַאֲחֵרִים מֵאֲחוֹרֵיהֶם, וְכַשִּׁילִין שֶׁל בַּרְזֶל בִּידֵיהֶן, וְכָל הַמְבַקֵּשׁ לַחֲזֹר, הָרְשׁוּת בְּיָדוֹ לְקַפֵּחַ אֶת שׁוֹקָיו, שֶׁתְּחִלַּת נִיסָה נְפִילָה, שֶׁנֶּאֱמַר (שמואל א ד) נָס יִשְׂרָאֵל לִפְנֵי פְלִשְׁתִּים וְגַם מַגֵּפָה גְדוֹלָה הָיְתָה בָעָם, וּלְהַלָּן הוּא אוֹמֵר (שם לא) וַיָּנֻסוּ אַנְשֵׁי יִשְׂרָאֵל מִפְּנֵי פְלִשְׁתִּים וַיִּפְּלוּ חֲלָלִים וְגוֹ': 

Sotah 9:2	Sotah 44b:12	נִמְצָא טָמוּן בְּגַל, אוֹ תָלוּי בְּאִילָן, אוֹ צָף עַל פְּנֵי הַמַּיִם, לֹא הָיוּ עוֹרְפִין, שֶׁנֶּאֱמַר (שם) בָּאֲדָמָה, וְלֹא טָמוּן בְּגַל. נֹפֵל, וְלֹא תָלוּי בְּאִילָן. בַּשָּׂדֶה, וְלֹא צָף עַל פְּנֵי הַמָּיִם. נִמְצָא סָמוּךְ לַסְּפָר, אוֹ לְעִיר שֶׁרֻבָּהּ נָכְרִים, אוֹ לְעִיר שֶׁאֵין בָּהּ בֵּית דִּין, לֹא הָיוּ עוֹרְפִין. אֵין מוֹדְדִין אֶלָּא מֵעִיר שֶׁיֵּשׁ בָּהּ בֵּית דִּין. נִמְצָא מְכֻוָּן בֵּין שְׁתֵּי עֲיָרוֹת, שְׁתֵּיהֶן מְבִיאוֹת שְׁתֵּי עֲגָלוֹת, דִּבְרֵי רַבִּי אֱלִיעֶזֶר. וְאֵין יְרוּשָׁלַיִם מְבִיאָה עֶגְלָה עֲרוּפָה: 

Sotah 9:3	Sotah 44b:12	נִמְצָא רֹאשׁוֹ בְּמָקוֹם אֶחָד וְגוּפוֹ בְּמָקוֹם אַחֵר, מוֹלִיכִין הָרֹאשׁ אֵצֶל הַגּוּף, דִּבְרֵי רַבִּי אֱלִיעֶזֶר. רַבִּי עֲקִיבָא אוֹמֵר, הַגּוּף אֵצֶל הָרֹאשׁ: 

Sotah 9:4	Sotah 44b:12	מֵאַיִן הָיוּ מוֹדְדִין. רַבִּי אֱלִיעֶזֶר אוֹמֵר, מִטִּבּוּרוֹ. רַבִּי עֲקִיבָא אוֹמֵר, מֵחָטְמוֹ. רַבִּי אֱלִיעֶזֶר בֶּן יַעֲקֹב אוֹמֵר, מִמְּקוֹם שֶׁנַּעֲשֶׂה חָלָל, מִצַּוָּארוֹ: 

Sotah 9:5	Sotah 45b:10	נִפְטְרוּ זִקְנֵי יְרוּשָׁלַיִם וְהָלְכוּ לָהֶן. זִקְנֵי אוֹתָהּ הָעִיר מְבִיאִין עֶגְלַת בָּקָר אֲשֶׁר לֹא עֻבַּד בָּהּ אֲשֶׁר לֹא מָשְׁכָה בְּעֹל (שם), וְאֵין הַמּוּם פּוֹסֵל בָּהּ, וּמוֹרִידִין אוֹתָהּ לְנַחַל אֵיתָן. וְאֵיתָן כְּמַשְׁמָעוֹ, קָשֶׁה. אַף עַל פִּי שֶׁאֵינוֹ אֵיתָן, כָּשֵׁר. וְעוֹרְפִין אוֹתָהּ בְּקוֹפִיץ מֵאֲחוֹרֶיהָ. וּמְקוֹמָהּ אָסוּר מִלִּזְרֹעַ וּמִלַּעֲבֹד, וּמֻתָּר לִסְרֹק שָׁם פִּשְׁתָּן וּלְנַקֵּר שָׁם אֲבָנִים: 
