Index,Daf,Siman,Siman Ref,Wiki Snippet
835,Sanhedrin 63a,ו,Sanhedrin 63a:22,תאכלו בשר ועדיין דם במזרק רבי דוסא אומר <ו> מניין שאין מברין על הרוגי
836,Sanhedrin 63a,ז,Sanhedrin 63a:23,"ב""ד ת""ל לא תאכלו על הדם ר' עקיבא אומר <ז> מנין לסנהדרין שהרגו את הנפש"
837,Sanhedrin 63a,ח,Sanhedrin 63a:24,"שאין טועמין כלום כל אותו היום ת""ל לא תאכלו על הדם (אמר רבי יוחנן) <ח> אזהרה לבן סורר ומורה מנין"
838,Sanhedrin 63a,ט,Sanhedrin 63a:25,"ת""ל לא תאכלו על הדם וא""ר אבין בר חייא ואיתימא ר' אבין בר כהנא <ט> על כולם אינו לוקה משום"
839,Sanhedrin 63a,י,Sanhedrin 63a:26,"דהוה ליה לאו שבכללות אלא כי אתא רבין א""ר אלעזר <י> על כולן אינו לוקה"
840,Sanhedrin 63a,כ,Sanhedrin 63a:26,על כולן אינו לוקה <כ> חוץ מן הנודר בשמו והמקיים
841,Sanhedrin 63b,א,Sanhedrin 63b:2,שאין בו מעשה <א> וכל לאו שאין בו מעשה
842,Sanhedrin 63b,ב,Sanhedrin 63b:5,מנלן דתניא ושם אלהים אחרים לא תזכירו <ב> שלא יאמר אדם לחבירו שמור
843,Sanhedrin 63b,ג,Sanhedrin 63b:8,אלא אזהרה למדיח ולא יגרום לאחרים שידרו בשמו ושיקיימו בשמו מסייעא ליה לאבוה דשמואל דאמר אבוה דשמואל <ג> אסור לאדם שיעשה שותפות עם
844,Sanhedrin 63b,ד,Sanhedrin 63b:9,בקלנבו אמר ליה רבא והיכא בת מר אמר ליה בקלנבו אמר ליה <ד> והכתיב ושם אלהים אחרים לא
845,Sanhedrin 63b,ה,Sanhedrin 63b:9,תזכירו אמר ליה הכי אמר ר' יוחנן <ה> כל עבודת כוכבים הכתובה בתורה
846,Sanhedrin 63b,ו,Sanhedrin 63b:10,מותר להזכיר שמה והא היכא כתיבא דכתיב כרע בל קרס נבו ואי לא כתיבא לא מתיב רב משרשיא <ו> ראה אחת מרובה כשלש שהיא
847,Sanhedrin 63b,ז,Sanhedrin 63b:11,שלחן אמר רב נחמן <ז> כל ליצנותא אסירא חוץ מליצנותא
848,Sanhedrin 64a,א,Sanhedrin 64a:14,שעבדו לזו בכך <א> הפוער עצמו לבעל פעור הרי
849,Sanhedrin 64a,ב,Sanhedrin 64a:16,"אתא שאל בי מדרשא א""ל הזורק אבן במרקוליס תנן <ב> אף על גב דמיכוין למירגמיה"
850,Sanhedrin 64a,ג,Sanhedrin 64a:17,"אמר להו איזיל אישקלה א""ל אחד הנוטלה ואחד הנותנה חייב כל חדא וחדא רווחא לחבירתה שביק: <ג> הנותן מזרעו למולך אינו חייב"
851,Sanhedrin 64a,ד,Sanhedrin 64a:18,"לשאר ע""ז חייב רבי אלעזר ברבי שמעון אומר למולך חייב <ד> שלא למולך פטור אמר אביי"
852,Sanhedrin 64b,א,Sanhedrin 64b:4,דרבא <א> העביר כל זרעו פטור שנאמר
853,Sanhedrin 64b,ב,Sanhedrin 64b:5,מזרעך ולא כל זרעך <ב> בעי רב אשי העבירו סומא
854,Sanhedrin 64b,ג,Sanhedrin 64b:6,לא ימצא בך מעביר בנו ובתו באש אין לי אלא בנו ובתו <ג> בן בנו ובן בתו מנין
855,Sanhedrin 64b,ד,Sanhedrin 64b:8,"ת""ל בתתו מזרעו תנא פתח בכי מזרעו וסליק בתתו מזרעו דרשה אחרינא הוא זרעו אין לי אלא זרע כשר <ד> זרע פסול מנין ת""ל בתתו"
856,Sanhedrin 64b,ה,Sanhedrin 64b:9,מזרעו אמר רב יהודה <ה> אינו חייב עד שיעבירנו דרך
857,Sanhedrin 64b,ו,Sanhedrin 64b:10,העברה היכי דמי אמר אביי שרגא דליבני במיצעי נורא מהאי גיסא ונורא מהאי גיסא <ו> רבא אמר כמשוורתא דפוריא תניא
858,Sanhedrin 64b,ז,Sanhedrin 64b:12,כוותיה דרבא אינו חייב עד שיעבירנו דרך עברה העבירה ברגל פטור <ז> ואינו חייב אלא על יוצאי
859,Sanhedrin 64b,ח,Sanhedrin 64b:15,אלעזר בר' שמעון אמר קרא לא ימצא בך בך בעצמך ורבנן לא דרשי בך והתנן <ח> אבידתו ואבידת אביו שלו קודמת
860,Sanhedrin 65a,א,Sanhedrin 65a:1, <א> בעל אוב זה פיתום המדבר
861,Sanhedrin 65a,ב,Sanhedrin 65a:1,משחיו וידעוני זה המדבר בפיו הרי אלו בסקילה <ב> והנשאל בהם באזהרה: מאי שנא
862,Sanhedrin 65a,ג,Sanhedrin 65a:3,"הכא דקתני בעל אוב וידעוני ומאי שנא גבי כריתות דקתני בעל אוב ושייריה לידעוני ר' יוחנן אמר הואיל <ג> ושניהן בלאו אחד נאמרו ר""ל"
863,Sanhedrin 65a,ד,Sanhedrin 65a:12,מאי מעשה איכא הקשת זרועותיו הוי מעשה <ד> ואפילו לרבנן והתניא אינו חייב
864,Sanhedrin 65a,ה,Sanhedrin 65a:13,בעינן מעשה ור' יוחנן אמר <ה> אפילו תימא רבנן כפיפת קומתו
865,Sanhedrin 65a,ו,Sanhedrin 65a:17,"ר""ל נמי לר""ע אבל לרבנן לא אי הכי יצא מגדף ובעל אוב מיבעי ליה אלא אמר עולא <ו> במקטר לשד א""ל רבא מקטר"
866,Sanhedrin 65a,ז,Sanhedrin 65a:18,לשד עובד עבודת כוכבים הוא אלא אמר רבא <ז> במקטר לחבר אמר ליה אביי
867,Sanhedrin 65a,ח,Sanhedrin 65a:21,"המקטר לחבר חובר חבר הוא אין והתורה אמרה חובר זה בסקילה ת""ר חובר חבר <ח> אחד חבר גדול ואחד חבר"
868,Sanhedrin 65a,ט,Sanhedrin 65a:22,קטן ואפי' נחשים ועקרבים אמר אביי <ט> הלכך האי מאן דצמיד זיבורא
869,Sanhedrin 65b,א,Sanhedrin 65b:3,"בקול וקול לרבי יוחנן לאו מעשה הוא והא איתמר חסמה בקול והנהיגה בקול רבי יוחנן אמר <א> חייב ור""ל אמר פטור רבי"
870,Sanhedrin 65b,ב,Sanhedrin 65b:6,"זוממין הואיל וישנן בראיה ת""ר <ב> בעל אוב זה המדבר בין"
871,Sanhedrin 65b,ג,Sanhedrin 65b:6,הפרקים ומבין אצילי ידיו <ג> ידעוני זה המניח עצם ידוע
872,Sanhedrin 65b,ד,Sanhedrin 65b:9,"ומשתעי ת""ר בעל אוב אחד המעלה בזכורו ואחד <ד> הנשאל בגולגולת מה בין זה"
873,Sanhedrin 65b,ה,Sanhedrin 65b:14,שואל אוב היינו ודורש אל המתים דורש למתים כדתניא <ה> ודורש אל המתים זה המרעיב
874,Sanhedrin 65b,ו,Sanhedrin 65b:19,"העין וחכ""א <ו> זה האוחז את העינים ר""ע"
875,Sanhedrin 65b,ז,Sanhedrin 65b:19,אומר <ז> זה המחשב עתים ושעות ואומר
876,Sanhedrin 65b,ח,Sanhedrin 65b:20,היום יפה לצאת למחר יפה ליקח לימודי ערבי שביעיות חיטין יפות עיקורי קטניות מהיות רעות תנו רבנן <ח> מנחש זה האומר פתו נפלה
877,Sanhedrin 66a,א,Sanhedrin 66a:2,אל תתחיל בי שחרית הוא ראש חודש הוא מוצאי שבת הוא תנו רבנן לא תנחשו ולא תעוננו <א> כגון אלו המנחשים בחולדה בעופות
878,Sanhedrin 66a,ב,Sanhedrin 66a:3,ובדגים: <ב> המחלל את השבת בדבר שחייבין
879,Sanhedrin 66a,ג,Sanhedrin 66a:6,זדונו כרת מאי היא תחומין ואליבא דרבי עקיבא הבערה ואליבא דר' יוסי: <ג> המקלל אביו ואמו אינו חייב
880,Sanhedrin 66a,ד,Sanhedrin 66a:7,עד שיקללם בשם קללם בכנוי ר' מאיר מחייב וחכמים <ד> פוטרין: מאן חכמים ר' מנחם
881,Sanhedrin 66a,ה,Sanhedrin 66a:8,"שאינו חייב עד שיקללם בשם תנו רבנן איש מה ת""ל איש איש <ה> לרבות בת טומטום ואנדרוגינוס אשר"
882,Sanhedrin 66a,ו,Sanhedrin 66a:9,יקלל את אביו ואת אמו אין לי אלא אביו ואמו <ו> אביו שלא אמו אמו שלא
883,Sanhedrin 66a,ז,Sanhedrin 66a:15,דיין שאי אתה מצווה על המראתו הצד השוה שבהם שהן בעמך <ז> ואתה מוזהר על קללתן אף
884,Sanhedrin 66a,ח,Sanhedrin 66a:17,"אני אביא אביך שבעמך ואתה מוזהר על קללתו מה להצד השוה שבהן שכן גדולתן גרמה להן <ח> ת""ל לא תקלל חרש באומללים"
885,Sanhedrin 66a,ט,Sanhedrin 66a:24,אלהים חול אלא למאן דאמר קודש מאי איכא למימר דתניא <ט> אלהים חול דברי רבי ישמעאל
886,Sanhedrin 66b,א,Sanhedrin 66b:2,"מאי לא תקלל ש""מ תרתי: <א> הבא על נערה המאורסה אינו"
887,Sanhedrin 66b,ב,Sanhedrin 66b:3,חייב עד שתהא נערה בתולה מאורסה והיא בבית אביה באו עליה שנים הראשון בסקילה והשני בחנק: תנו רבנן נערה <ב> ולא בוגרת בתולה ולא בעולה
888,Sanhedrin 66b,ג,Sanhedrin 66b:3,מאורסה ולא נשואה בבית אביה <ג> פרט לשמסר האב לשלוחי הבעל
889,Sanhedrin 66b,ד,Sanhedrin 66b:4,"אמר רב יהודה אמר רב זו דברי ר""מ אבל חכמים אומרים נערה המאורסה <ד> אפי' קטנה במשמע א""ל רב"
890,Sanhedrin 66b,*,Sanhedrin 66b:10,ליה ומת האיש אשר שכב עמה לבדו כתנאי ומתו גם שניהם <*> עד שיהו שניהן שוין דברי
891,Sanhedrin 66b,ה,Sanhedrin 66b:10,ר' יאשיה רבי יונתן אומר <ה> ומת האיש אשר שכב עמה
892,Sanhedrin 66b,ו,Sanhedrin 66b:11,לבדו ואידך ההיא ומתו גם שניהם מאי דריש ביה אמר רבא למעוטי מעשה חידודים ואידך <ו> מעשה חידודים לאו כלום היא
893,Sanhedrin 67a,א,Sanhedrin 67a:2,סימנא בעלמא: <א> המסית זה הדיוט והמסית את
894,Sanhedrin 67a,ב,Sanhedrin 67a:3,ההדיוט אמר יש יראה במקום פלוני כך אוכלת כך שותה כך מטיבה כך מריעה <ב> כל חייבי מיתות שבתורה אין
895,Sanhedrin 67a,ג,Sanhedrin 67a:4,"מכמינין עליהם חוץ מזו אמר לשנים <ג> הן עדיו ומביאין אותו לב""ד"
896,Sanhedrin 67a,ד,Sanhedrin 67a:5,וסוקלין אותו אמר לאחד הוא אומר יש לי חבירים רוצים בכך אם היה ערום ואינו יכול לדבר בפניהם <ד> מכמינין לו עדים אחורי הגדר
897,Sanhedrin 67a,ה,Sanhedrin 67a:5,אותו לבית דין וסוקלין אותו <ה> האומר אעבוד אלך ואעבוד נלך
898,Sanhedrin 67a,ו,Sanhedrin 67a:8,היא דתניא <ו> נביא שהדיח בסקילה ר' שמעון
899,Sanhedrin 67a,ז,Sanhedrin 67a:8,"אומר בחנק <ז> מדיחי עיר הנדחת בסקילה ר""ש"
900,Sanhedrin 67a,ח,Sanhedrin 67a:17,אותו לבית דין וסוקלין אותו: המדיח זה האומר נלך ונעבוד עבודת כוכבים <ח> המכשף העושה מעשה חייב ולא
901,Sanhedrin 67a,ט,Sanhedrin 67a:21,אומר נאמר כאן מכשפה לא תחיה ונאמר להלן אם בהמה אם איש לא יחיה מה להלן <ט> בסקילה אף כאן בסקילה אמר
902,Sanhedrin 67b,א,Sanhedrin 67b:13,אמר אביי הלכות כשפים כהלכות שבת יש מהן בסקילה ויש מהן פטור אבל אסור ויש מהן מותר לכתחלה <א> העושה מעשה בסקילה האוחז את
903,Sanhedrin 67b,ב,Sanhedrin 67b:13,העינים פטור אבל אסור מותר לכתחלה <ב> כדרב חנינא ורב אושעיא כל
904,Sanhedrin 68b,א,Sanhedrin 68b:1,בן סורר ומורה <א> מאימתי נעשה בן סורר ומורה
905,Sanhedrin 68b,ב,Sanhedrin 68b:2,משיביא שתי שערות ועד שיקיף זקן התחתון ולא העליון אלא שדברו חכמים בלשון נקיה שנאמר כי יהיה לאיש בן בן <ב> ולא בת
906,Sanhedrin 68b,ג,Sanhedrin 68b:2,ולא בת <ג> בן ולא איש קטן פטור
907,Sanhedrin 68b,ד,Sanhedrin 68b:6,רב דימי אמר <ד> הקפת גיד ולא הקפת ביצים
908,Sanhedrin 68b,ה,Sanhedrin 68b:7,אמר רב חסדא קטן שהוליד אין בנו נעשה בן סורר ומורה שנא' כי יהיה לאיש בן לאיש בן <ה> ולא לבן בן האי מיבעי
909,Sanhedrin 68b,ו,Sanhedrin 68b:10,רבה קטן אינו מוליד שנא' אם אין לאיש גואל וכי יש לך אדם בישראל שאין לו גואל אלא <ו> בגזל הגר הכתוב מדבר
910,Sanhedrin 69a,א,Sanhedrin 69a:1,ואמר רחמנא איש <א> איש אתה צריך לחזור עליו
911,Sanhedrin 69a,ב,Sanhedrin 69a:6,"היכי דמי אילימא דאיעבר בתר דאייתי שתי שערות ואוליד מקמי דלקיף זקן מי איכא שהות כולי האי והא א""ר כרוספדאי <ב> כל ימיו של בן סורר"
912,Sanhedrin 69a,ג,Sanhedrin 69a:8,"אלא ג' חדשים בלבד והאנן תנן משיביא שתי שערות ועד שיקיף זקן <ג> הקיף זקן אע""ג דלא מלו"
913,Sanhedrin 69b,א,Sanhedrin 69b:5,הלל <א> מכשירין אמר רבי חייא בריה
914,Sanhedrin 69b,ב,Sanhedrin 69b:6,דרבה בר נחמני אמר רב חסדא ואמרי לה אמר רב חסדא אמר זעירי <ב> הכל מודים בבן תשע שנים
915,Sanhedrin 69b,ג,Sanhedrin 69b:6,ובית הלל סברי <ג> לא גמרינן מדורות הראשונים ודורות
916,Sanhedrin 70a,א,Sanhedrin 70a:2,שהכל מצויין אצלה בעבירה אלא גזירת הכתוב היא בן ולא בת: מאימתי חייב <א> משיאכל תרטימר בשר וישתה חצי
917,Sanhedrin 70a,ב,Sanhedrin 70a:3,לוג יין האיטלקי ר' יוסי אומר מנה בשר ולוג יין <ב> אכל בחבורת מצוה אכל בעיבור
918,Sanhedrin 70a,ג,Sanhedrin 70a:4,שלא נפדו) אכל דבר שהוא מצוה ודבר שהוא עבירה <ג> אכל כל מאכל ולא אכל
919,Sanhedrin 70a,ד,Sanhedrin 70a:5,יודע מהו אלא מתוך שכפל ר' יוסי ביין נמצא כופל אף בבשר ונמצא תרטימר <ד> חצי מנה אמר רב חנן
920,Sanhedrin 70a,ה,Sanhedrin 70a:6,בר מולדה אמר רב הונא <ה> אינו חייב עד שיקח בשר
921,Sanhedrin 70a,ו,Sanhedrin 70a:7,בשר חי וישתה יין חי איני והא רבה ורב יוסף דאמרי תרווייהו <ו> אכל בשר חי ושתה יין
922,Sanhedrin 70a,ז,Sanhedrin 70a:7,חי אינו נעשה בן סורר ומורה אמר רבינא <ז> יין חי מזיג ולא מזיג
923,Sanhedrin 70a,ח,Sanhedrin 70a:8,בשר חי בשיל ולא בשיל כבשר כיבא דאכלי גנבי רבה ורב יוסף דאמרי תרווייהו <ח> אכל בשר מליח ושתה יין
924,Sanhedrin 70a,ט,Sanhedrin 70a:8,מגיתו אין נעשה בן סורר ומורה תנן התם ערב תשעה באב <ט> לא יאכל אדם שני תבשילין
925,Sanhedrin 70a,י,Sanhedrin 70a:8,ולא יאכל בשר ולא ישתה יין ותנא <י> אבל אוכל הוא בשר מליח
926,Sanhedrin 70a,כ,Sanhedrin 70a:9,ושותה יין מגתו בשר מליח עד כמה אמר רבי חנינא בר כהנא <כ> כל זמן שהוא כשלמים ויין
927,Sanhedrin 70a,ל,Sanhedrin 70a:10,מגיתו עד כמה <ל> כל זמן שהוא תוסס והתניא
928,Sanhedrin 70a,מ,Sanhedrin 70a:10,כל זמן שהוא תוסס והתניא <מ> יין תוסס אין בו משום
929,Sanhedrin 70a,נ,Sanhedrin 70a:10,גילוי וכמה תסיסתו <נ> שלשה ימים הכא מאי התם
930,Sanhedrin 70b,א,Sanhedrin 70b:7,ולא בינת אדם לי זה אדם הראשון: אכל בחבורת מצוה: אמר רבי אבהו <א> אינו חייב עד שיאכל בחבורה
931,Sanhedrin 70b,ב,Sanhedrin 70b:9,"סריקין הא קמ""ל דאע""ג דכולה סריקין כיון דבמצוה קא עסיק לא מימשיך: אכל בעיבור החודש: למימרא דבשר ויין מסקו והתניא <ב> אין עולין לה אלא בפת"
932,Sanhedrin 70b,ג,Sanhedrin 70b:10,עסיק לא ממשיך תנו רבנן <ג> אין עולין בעיבור החודש פחות
