Phrase,Freq,,Alternate #1,Alternate #2,Alternate #3,Alternate #4,Alternate #5,Alternate #6,Alternate #7,Alternate #8,Alternate #9,Alternate #10,Alternate #11,Alternate #12,Alternate #13,Alternate #14,Alternate #15,Alternate #16,Alternate #17,Alternate #18,Alternate #19,Alternate #20,Alternate #21,Alternate #22,Alternate #23,,,,,,,,,,,,,,,,,,,,,,,,
רבעי',20,|,רבעין (8),רבעים (16),רבעי (841),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
או',4246,|,אומר (1),אומרים (3),אומרין (4),אומרת (136),אומרו (316),אומרן (641),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ובהג""א",123,|,ובהגהות_אשרי (17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לשעת',12,|,לשעתה (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
וסי',4318,|,וסימן (15),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
יושבי',117,|,יושבים (0),יושבין (2),יושביה (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"שאאי""ל",40,|,שאי_אתה_יכול_להזימו (1),שאין_אתה_יכול_להזימה (4),שאי_אתה_יכול_להזימן (8),שאי_אתה_יכול_להזימה (11),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שנד',20,|,שנדר (0),שנדרה (2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"בב""מ",4270,|,בבבא_מציעא (9),במסכת_בבא_מציעא (239),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
כדכתבי',39,|,כדכתבינן (5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"למ""ו",22,|,למורינו (13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"וח""י",125,|,והמקור_חיים (247),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הפקודי',6,|,הפקודים (8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"קוואר""ט",9,|,קווארט (36),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"שהקב""ה",4189,|,שהקדוש_ברוך_הוא (0),שאין_הקדוש_ברוך_הוא (7),שאמר_הקדוש_ברוך_הוא (118),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ההוי""ה",121,|,ההויה (41),השם_הויה (118),היה_הוה_ויהיה (123),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"הרש""מ",9,|,הגאון_רבי_שמעון (321),הגאון_רבי_שלום_מרדכי (414),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
צפוני',12,|,צפונית (30),צפוני (139),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"דמר""ן",20,|,דבדברי_מרן (233),דמלשון_מרן (258),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
התו',4260,|,התוספות (2),התוס (98),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פתאו',20,|,פתאום (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מס',4234,|,מסכת (0),מספרי (127),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"להבע""ח",117,|,להבעל_חוב (9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הגירושי',38,|,הגירושין (2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אדאו',20,|,אדאורייתא (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מיני',4233,|,מיניה (1),מיניהו (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הנמצ',39,|,הנמצא (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
כתקנ',20,|,כתקנתם (216),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"והפ""א",40,|,והפא (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"פיקו""נ",119,|,פיקוח_נפש (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
משר',9,|,משרתכם (31),משרתך (501),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בסעי',4164,|,בסעיף (0),בסעי (404),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"לנ""ט",38,|,לנתינת_טעם (254),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"דר""כ",118,|,דרבא_כמו (241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אשקלי',9,|,אשקליה (70),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ולפי""ז",5106,|,ולפי_זה (8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דאומדנ',12,|,דאומדן (150),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"נ""ג",4281,|,נג (132),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מיתת',12,|,מיתתו (55),מיתתם (309),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"רו""מ",4527,|,רום_מעלתו (15),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
באונסי',117,|,באונסיה (0),באונסים (1),באונסין (2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"תתי""ט",13,|,תתיט (804),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"נ""ז",4283,|,נז (98),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לוק',39,|,לוקח (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"כמש""פ",121,|,כמו_שפרשתי (9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"הב""ש",4248,|,הבית_שמואל (0),הרב_בית_שלמה (272),הבאר_שבע (318),הגאון_בית_שמואל (613),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הסמוכ',38,|,הסמוכה (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"לכאו""א",122,|,לכל_איש_ואיש (43),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ופייסי',9,|,ופייסיה (508),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הק',4971,|,הקשה (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"דה""ז",117,|,דהרי_זה (0),דהרי_זו (32),דהנה_זה (390),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"עמ""ש",4721,|,על_מה_שכתב (2),על_מה_שאמר (20),על_מה_שהביא (34),על_מה_שמבואר (59),על_מה_שאמרו (72),על_מה_שהקשה (82),על_מה_שפירש (103),על_מה_שנאמר (112),על_מה_שהשיגו (189),עם_מה_שכתב (235),על_מה_שנזכר (297),על_מה_שהזכיר (301),על_מה_שפסל (357),עוד_מה_שכתב (397),על_מה_שהעתיק (553),עם_מה_שכתבו (561),על_מה_שמפורש (627),על_מה_שהקשו (698),על_מה_שמביא (717),על_מה_ששנו (771),על_מה_שנחלקו (923),,,,,,,,,,,,,,,,,,,,,,,,,,
"שהתה""ד",39,|,שהתרומת_הדשן (210),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"והיי""ט",6,|,והיינו_טעמייהו (657),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ונו""ב",117,|,והרב_נודע_ביהודה (121),ובתשובת_נודע_ביהודה (886),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ותי',4389,|,ותירץ (0),ותירצו (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שאהי',39,|,שאהיה (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ל""ק",4146,|,לא_קשה (0),לא_קשיא (6),לא_קמיבעי (125),לא_קיימא (411),לקמן_קאי (489),לא_קאמרינן (507),לא_קימא (909),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"בחול""ם",122,|,בחולם (6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"וב""ה",4239,|,ובית_הלל (0),וכן_בהיפך (99),ובברכת_המזון (227),ובכל_הסוגיא (290),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
כמפו',39,|,כמפורש (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"דיל""מ",6,|,דיש_לו_מחשבה (227),דכתיב_יעשה_לכל_מלאכה (247),דיש_לו_מתירין (439),דילפינן_מסנהדרין (717),דילפינן_מאותו (846),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"במח""א",120,|,בספר_מחנה_אפרים (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"וי""ו",4294,|,ויו (2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"והומ""ל",21,|,והוי_מצי_לשנויי (75),והוי_מצי_לאוקמי (95),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
נוסעי',6,|,נוסעים (316),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"והבי""ד",119,|,וכאשר_הביא_דבריהם (104),ועוד_הביא_דברי (126),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
יכני',12,|,יכניה (2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ש""א",4141,|,שמואל_א (70),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ולתי',126,|,ולתירוץ (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
וששאלת',10,|,וששאלת (20),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"והע""ה",12,|,והנה_הענין_הזה (808),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בעי',4038,|,בעינן (0),בעי (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ודי',20,|,ודייה (143),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"בצה""פ",38,|,בצורת_הפתח (2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עלמ',115,|,עלמא (0),עלמיה (200),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"יוה""כ",4131,|,יום_הכיפורים (3),יום_הכפורים (4),יום_הכפור (321),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
המשכונו',38,|,המשכונות (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
גרושו',115,|,גרושוש (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"בפ""ג",4225,|,בפרק_ג (136),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"גזיה""כ",114,|,גזירת_הכתוב (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בפניה',115,|,בפניהם (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ומקש',21,|,ומקשי (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"וכ""פ",4709,|,וכן_פסק (0),וכך_פסק (8),וכן_פסקו (9),וכן_פוסק (24),וכן_פירש (58),וכך_פירש (96),וכפסק (161),וכן_פירשו (224),וכוותייהו_פסק (260),ודלא_כפסק (394),ודלא_כפירוש (472),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"נ""ו",4130,|,נו (551),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הדורו',20,|,הדורות (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"כפרמ""ג",6,|,כפרי_מגדים (42),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לו',3978,|,לומר (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"דביה""ש",114,|,דבין_השמשות (1),דבית_השחיטה (14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"בע""ח",3992,|,בעל_חוב (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"עבב""י",24,|,עיין_בבית_יוסף (412),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"לפע""ד",4258,|,לפי_עניות_דעתי (5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שטרו',117,|,שטרות (0),שטרותיו (34),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
להשוו',12,|,להשוות (47),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"לכו""ע",4018,|,לכולי_עלמא (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"וימ""ן",63,|,ויורנו_מתורתו_נפלאות (12),ויראני_מתורתו_נפלאות (115),ויראינו_מתורתו_נפלאות (195),ויראנו_מתורתו_נפלאות (499),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הפרצופי',6,|,הפרצופים (346),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"בספ""ה",125,|,בסוף_פרק_השולח (918),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"דהרא""ש",3947,|,דבדין_הראשון (817),דהסברא_הראשונה (916),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
העניני',20,|,הענינים (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
וכדכתיבנ',40,|,וכדכתיבנא (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שעלי',117,|,שעליה (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"חאה""ע",3916,|,חלק_אבן_העזר (8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ע""ח",3972,|,עח (175),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"לבי""ה",8,|,לבין_ההפטרה (841),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"נט""ל",118,|,נותן_טעם_לפגם (1),נותן_טעם_לשבח (19),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"בב""ח",4000,|,בבשר_בחלב (2),בדר_בחנם (465),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
וב',3911,|,ובשני (6),ובשאר (133),ובכאן (197),ובשארי (206),ובאחת (253),ובאינך (348),וברביעי (371),ובצירוף (558),ובאסיפת (662),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שכתב',120,|,שכתבתי (1),שכתב (2),שכתבנו (3),שכתבתם (5),שכתבו (17),שכתבה (84),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"לת""ר",39,|,לתרבות_רעה (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
המכיר',115,|,המכירה (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
נקני',39,|,נקנין (0),נקנים (3),נקנית (9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
כת',3968,|,כתב (0),כתוב (16),כתבו (26),כתבת (42),כתבה (52),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מפרנסי',12,|,מפרנסים (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"לביה""כ",116,|,לעשותו_בית_הכנסת (406),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
משכונו',20,|,משכונות (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"בזה""ל",3758,|,בזו_הלשון (3),בזה_הלשון (5),בתשובה_זה_לשונו (51),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"שעשי""י",12,|,שבר_על_שבר_יחדיו_ידובקו (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"עיש""ה",161,|,עיין_שם_היטב (43),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"הסמ""ג",3902,|,הספר_מצות_גדול (185),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ידע',40,|,ידעה (0),ידע (1),ידעת (4),ידעו (6),ידעינן (16),ידעי (22),ידען (734),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הפקדונו',6,|,הפקדונות (193),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"בפ""א",3857,|,בריש_פאה (987),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שכיח',116,|,שכיחא (0),שכיח (2),שכיחי (9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שקידש',8,|,שקידשה (5),שקידשוה (122),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"הרה""ג",4030,|,הרב_הגאון (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"סיו""ד",12,|,סעיף_יוד (308),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"צו""פ",117,|,צמר_ופשתים (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
והבגדי',8,|,והבגדים (183),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ככ""ש",38,|,ככלי_שרת (0),ככלי_שלם (115),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ומשו""ה",3847,|,ומשום_הכי (7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"הש""ר",119,|,השל_ראש (0),הבן_שנולד_ראשון (659),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"העז""נ",20,|,העזרת_נשים (15),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ותפי',38,|,ותפילות (41),ותפילה (58),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"הוי""ה",3792,|,הווה_ויהיה (198),הוה_ויהיה (378),הוה_יהיה (823),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"המל""ת",114,|,המסיח_לפי_תומו (1),היה_מסיח_לפי_תומו (22),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ובנקה""כ",41,|,ובנקודות_הכסף (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"את""ל",3831,|,אם_תמצא_לומר (0),אם_תמצי_לומר (1),אם_תימצי_לומר (2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מהדרי',117,|,מהדרינן (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בא',3746,|,באחד (0),באדם (48),באותם (275),באייר (278),באידך (451),באצבע (690),באברהם (827),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שתלוי',20,|,שתלוי (3),שתלויין (26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ונו""ן",122,|,ונון (27),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בינוני',38,|,בינונית (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ור""ת",3996,|,ורבינו_תם (0),וגם_רבינו_תם (108),ורבנו_תם (168),ומיהו_רבינו_תם (484),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בשותפו',113,|,בשותפות (0),בשותפותם (32),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"טה""נ",39,|,טובת_הנאה (2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"השי""ת",3773,|,השם_יתברך (1),השם_יתעלה (6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בעשרי',20,|,בעשרים (39),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מתניתי',115,|,מתניתין (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
וסבר',38,|,וסברא (0),וסברה (7),וסברת (27),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
כדפי',4040,|,כדפירש (1),כדפירשתי (18),כדפירשנו (19),כדפירשו (96),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ובהגה""מ",12,|,ובהגהת_מיימון (77),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"לע""ז",3778,|,לעבודה_זרה (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
המיעו',12,|,המיעוטא (53),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הקידושי',113,|,הקידושין (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"אס""ת",38,|,אספר_תורה (0),אדרבה_סתמא (462),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"לפי""ז",3897,|,לפי_זה (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"הגמ""ד",12,|,הגמר_דין (691),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שפטי',8,|,שפטי (828),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מטמא',38,|,מטמאתו (899),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מבטלי',116,|,מבטלינן (0),מבטלין (1),מבטלים (2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"שש""ש",12,|,שהודה_שמשכנו_שלא (329),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"הר""ר",3793,|,הרב_רבי (2),הרב_רבינו (4),הרב_רבנו (35),הרב_רפאל (327),הגאון_רבי_ראובן (453),הגאון_רבי_רחמים (549),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"תרל""א",128,|,תרלא (790),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"כ""ת",3819,|,כבוד_תורתך (2),כבוד_תורתיך (83),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"הפ""ה",40,|,הפרק_הזה (526),הפעלים_היוצאים (619),הפרק_הראשון (675),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
החצרו',12,|,החצרות (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"בסהמ""צ",6,|,בספר_המצוות_מצות (0),בספר_המצות_מצות (9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"דז""ש",123,|,דזה_שאמרינן (42),דדין_זה_של (297),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ל""מ",3637,|,לא_מהני (0),לא_מועיל (1),לא_מיקרי (21),לחודא_מהני (307),לכך_מועיל (523),לזה_מועיל (603),לא_מתגרשה (783),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"הל""ה",118,|,הלכה_ה (116),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"המ""א",3684,|,המחבר_אהדדי (635),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"דה""ק",3614,|,דהכי_קאמר (0),דהתם_קאמר (16),דהכא_הכי_קאמר (20),דהתם_הכי_קאמר (32),דהא_קאמר (51),דהכי_קמבעיא (65),דהמקשה_הקשה (402),דהתם_קתני (433),דלמא_הכי_קאמר (710),דהקפיד (756),דהתם_קאי (802),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
סמכ',38,|,סמכא (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ה""ק",3740,|,הכי_קאמר (0),הכי_קתני (4),הכי_קאמרי (17),הכא_קאמר (124),היכי_קתני (140),הא_קתני (185),הא_קאמר (206),הוה_קאמר (376),היאך_קאמר (426),התם_קאי (954),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"להרא""ש",3653,|,לשיטות_הראשונים (813),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מועט',20,|,מועטת (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
להלכ',121,|,להלכה (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
