Ref,Headword,Location Name (Hebrew)
תלמוד ירושלמי סנהדרין א ו,ביבנה,יבנה
תלמוד ירושלמי סנהדרין א ב,ביבנה,יבנה
תלמוד ירושלמי סנהדרין א ב,ביבנה,יבנה
תלמוד ירושלמי קידושין א א,ביבנה,יבנה
תלמוד ירושלמי גיטין ג ד,ביבנה,יבנה
תלמוד ירושלמי סוטה ט טו,ביבנה,יבנה
תלמוד ירושלמי סוטה ט יב,ביבנה,יבנה
תלמוד ירושלמי סוטה ז ה,ביבנה,יבנה
תלמוד ירושלמי סוטה ג ד,ביבנה,יבנה
תלמוד ירושלמי סוטה ג ד,מיבנה,יבנה
תלמוד ירושלמי נזיר ד ו,ביבנה,יבנה
תלמוד ירושלמי נדרים ו ט,ביבנה,יבנה
תלמוד ירושלמי נדרים ו ט,ביבנה,יבנה
תלמוד ירושלמי יבמות ח ב,ביבנה,יבנה
תלמוד ירושלמי יבמות א ד,ביבנה,יבנה
תלמוד ירושלמי חגיגה א א,מיבנה,יבנה
תלמוד ירושלמי תענית ד א,ביבנה,יבנה
תלמוד ירושלמי תענית ב ב,ביבנה,יבנה
תלמוד ירושלמי ראש השנה ד ה,ביבנה,יבנה
תלמוד ירושלמי ראש השנה ד ה,ביבנה,יבנה
תלמוד ירושלמי ראש השנה ד ב,ויבנה,יבנה
תלמוד ירושלמי ראש השנה ג א,ביבנה,יבנה
תלמוד ירושלמי ראש השנה ג ו,ביבנה,יבנה
תלמוד ירושלמי ראש השנה ג א,ביבנה,יבנה
תלמוד ירושלמי שקלים ה א,וביבנה,יבנה
קהלת רבה ט יח ב,אבל בית מעכה,שילה
חולין כד א,בשל',שילה
חולין כד א,בשילה,שילה
זבחים קיט ב,שילו,שילה
זבחים קיט א,שילו,שילה
זבחים קיט ב,שילו,שילה
זבחים קיט א,שילו,שילה
זבחים קיט א,שילו,שילה
זבחים קיט ב,שילו,שילה
זבחים קיט א,שילו,שילה
זבחים קיט א,שילו,שילה
זבחים קיט א,שלשילו,שילה
זבחים קיט א,לשילו,שילה
זבחים קיט א,שילו,שילה
זבחים קיח ב,לשילו,שילה
זבחים קיט ב,לשילו,שילה
זבחים קיח ב,בשילו,שילה
זבחים קיט א,שלשילו,שילה
זבחים סא ב,שלשילו,שילה
זבחים סא ב,שלשילו,שילה
זבחים קיט ב,שלשילו,שילה
זבחים סא ב,שלשילו,שילה
מכות יג א,שילה,שילה
סנהדרין קד א,לשילה,שילה
בבא בתרא עז א,שיל'ה,שילה
סוטה טז א,שילה,שילה
סוטה טז א,שילה,שילה
סוטה טז א,שילה,שילה
מגילה טז ב,שילו,שילה
מגילה יד א,שילו,שילה
מגילה י א,שילה,שילה
מגילה י א,שילו,שילה
ראש השנה ט א,שילו,שילה
תלמוד ירושלמי מכות ב ד,שילו,שילה
תלמוד ירושלמי מכות ב ד,שילו,שילה
תלמוד ירושלמי סוטה ב ב,ושילו,שילה
תלמוד ירושלמי מגילה א יא,שילה,שילה
תלמוד ירושלמי מגילה א יא,בשילה,שילה
תלמוד ירושלמי מגילה א יא,שילה,שילה
תלמוד ירושלמי מגילה א יא,שילה,שילה
תלמוד ירושלמי מגילה א יא,שילה,שילה
תלמוד ירושלמי מגילה א יא,שילה,שילה
תלמוד ירושלמי מגילה א יא,שילה,שילה
תלמוד ירושלמי מגילה א יא,שילה,שילה
תלמוד ירושלמי מגילה א יא,שילה,שילה
תלמוד ירושלמי מגילה א יא,שילה,שילה
תלמוד ירושלמי מגילה א יא,שילה,שילה
תלמוד ירושלמי מגילה א יא,שבשילה,שילה
תלמוד ירושלמי מגילה א יא,שילה,שילה
תלמוד ירושלמי מגילה א י,שילו,שילה
תלמוד ירושלמי מגילה א יא,שילו,שילה
תלמוד ירושלמי יומא א א,שילה,שילה
תלמוד ירושלמי פסחים ב ה,בשילה,שילה
תלמוד ירושלמי עירובין ה א,בשילו,שילה
משנה זבחים יד ו,שילה,שילה
משנה מגילה א יא,שילה,שילה
משנה מגילה א יא,שילה,שילה
משנה מגילה א יא,שילה,שילה
תוספתא זבחים יג כ,שילה,שילה
תוספתא מנחות יג כב,שילה,שילה
תוספתא זבחים יג כ,שילה,שילה
תוספתא זבחים יג ז,שילה,שילה
תוספתא זבחים יג ח,שילה,שילה
תוספתא זבחים יג ח,שילה,שילה
תוספתא זבחים יג ז,שילה,שילה
תוספתא זבחים יג ז,שילה,שילה
תוספתא זבחים יג ט,שילה,שילה
תוספתא זבחים יג ז,שילה,שילה
תוספתא זבחים יג ו,שילה,שילה
תוספתא זבחים יג ו,שילה,שילה
תוספתא זבחים יג ד,שילה,שילה
תוספתא מגילה א יז,שילה,שילה
תוספתא מגילה א יז,שילה,שילה
תוספתא יומא ב יב,שילה,שילה
סדר עולם רבה,שילה,שילה
סדר עולם רבה,שילה,שילה
סיפרא,שילה,שילה
סיפרא,שילה,שילה
סיפרא,שילה,שילה
סיפרא,שילה,שילה
רות רבה,לשילה,שילה
שיר השירים רבה ו ד,בשילה,שילה
איכה רבה ב יז,ושילה,שילה
בראשית רבה צה ג,שלו,שילה
בראשית רבה צה ג,שלו,שילה
בראשית רבה נד ד,ושילו,שילה
מגילה כה ב,לכבול,כבול
פסחים נא א,בכבול,כבול
פסחים נא א,בכבול,כבול
שבת נד א,כבול,כבול
תלמוד ירושלמי תענית ד ו,כבול,כבול
תלמוד ירושלמי תענית ד ו,כבול,כבול
תלמוד ירושלמי פסחים ד א,בכבול,כבול
תוספתא מועד קטן ב טו,כבול,כבול
תוספתא מגילה ג לה,כבול,כבול
תוספתא שבת ז יז,כבול,כבול
איכה רבה ב ד,כבול,כבול
איכה רבה ב ד,כבול,כבול
ויקרא רבה כ ג,כבול,כבול
ויקרא רבה כ ג,כבול,כבול
תלמוד ירושלמי שביעית ו א,ובית סכל,סוכות
ספרי דברים נא,בית סוכות,סוכות
מגילה יז א,לסכות,סוכות
תלמוד ירושלמי עבודה זרה ב א,לסוכות,סוכות
תלמוד ירושלמי יבמות א ד,לסוכות,סוכות
תלמוד ירושלמי מועד קטן ג א,מידדעלה,סוכות
תוספתא עבודה זרה ג ד,סכות,סוכות
סדר עולם רבה,סכות,סוכות
סדר עולם רבה,סכות,סוכות
סדר עולם רבה,סכות,סוכות
סדר עולם רבה,סכות,סוכות
בבא בתרא פד א,בצלמון,צלמון
משנה יבמות טז ו,צלמין,צלמון
תוספתא פרה ט ב,צלמין,צלמון
סנהדרין צד ב,מגבת,גבת
קידושין נז ב,בגבת,גבת
יבמות סב ב,מגבת,גבת
תלמוד ירושלמי מגילה א א,מגבות,גבת
תלמוד ירושלמי תענית ד ו,מגבת,גבת
סיפרא,גבת,גבת
רות רבה,מגרת,גבת
שיר השירים רבה ד יא,מגיבת,גבת
שיר השירים רבה א טז,מגיבת,גבת
קהלת רבה יא ו,מגבתון,גבת
איכה רבה ב ד,מגיבתון,גבת
בראשית רבה סא ג,מגבות,גבת
משנה מנחות ח א,זנוח,זנוח
תוספתא מנחות ט ב,זנוח,זנוח
ויקרא רבה א ג,זנוח,זנוח
עירובין יב א,לאבלים,עיבלין
תלמוד ירושלמי עירובין א ב,לאובלין,עיבלין
תוספתא זבחים ב ג,אבלין,עיבלין
תוספתא עירובין א ב,אבלין,עיבלין
תוספתא מעשר שני א ט,אבלין,עיבלין
רות רבה,האוכל,עיבלין
ויקרא רבה יז ד,העו',עיבלין
תוספתא בבא מציעא ו ג,כפר שיחין,שיחין
גיטין סח א,בשיחין,שיחין
כתובות קיא ב,בשיחין,שיחין
שבת קכא ב,משיחין,שיחין
תלמוד ירושלמי סוטה ב ה,שיחין,שיחין
תלמוד ירושלמי נדרים ד ז,בשיחין,שיחין
תלמוד ירושלמי תענית ד ו,בשיחין,שיחין
תלמוד ירושלמי תענית ד ו,שיחין,שיחין
תלמוד ירושלמי תענית ד ו,ושיחין,שיחין
תלמוד ירושלמי יומא ח ז,בשיחין,שיחין
תלמוד ירושלמי שקלים ה ו,שיחין,שיחין
תלמוד ירושלמי ערלה ג ט,ובאימה,בלטימא
תלמוד ירושלמי ערלה ג ט,ובאימה,בלטימא
תלמוד ירושלמי ערלה ג ט,ובאימה,בלטימא
תוספתא תרומות ב טז,אימה,בלטימא
תלמוד ירושלמי שביעית ו א,וגעתון,געתון
תלמוד ירושלמי שביעית ו א,געתון,געתון
תוספתא שביעית ד יא,געתון,געתון
תוספתא שביעית ד יא,געתון,געתון
סוטה ט ב,ואשתאול,אשתאול
תלמוד ירושלמי סוטה א ח,לאשתאול,אשתאול
תלמוד ירושלמי סוטה א ח,לאשתאול,אשתאול
ויקרא רבה ח ב,אשתאול,אשתאול
ויקרא רבה ח ב,אשתאל,אשתאול
תלמוד ירושלמי דמאי ב א,ובצת,בצת
תוספתא שביעית ד ט,בצת,בצת
תלמוד ירושלמי שביעית ו א,דרור,דור
תוספתא שביעית ד יא,דור,דור
בראשית רבה נח ד,דור,דור
בראשית רבה נח ד,דור,דור
תלמוד ירושלמי שביעית ט ב,דיבון,דיבאן
תוספתא שביעית ז יא,דיבון,דיבאן
נידה טז א,ברמון,רימון
עבודה זרה מב א,ברמון,רימון
פסחים ט א,בדמן,רימון
תלמוד ירושלמי פסחים א ג,ברימון,רימון
תוספתא מקוואות ו ב,דמין,רימון
תוספתא אהלות טז יג,דמין,רימון
תוספתא סוטה יא טז,רמון,רימון
תוספתא סוטה יא טז,רמון,רימון
שיר השירים רבה ב ב,לנוערן,נערן
איכה רבה א נב,לנוערן,נערן
ויקרא רבה כ ז,בחפר,חפר
עבודה זרה לא ב,ברתק',בורגתא
תלמוד ירושלמי עבודה זרה ה ג,ושלבורגתה,בורגתא
סוטה מח ב,מצופא,היספיא
תלמוד ירושלמי דמאי ב א,וחספיה,היספיא
תוספתא שביעית ד י,חספיא,היספיא
שבת כו א,חיפה,חיפה
שיר השירים רבה ב ב,לחיפה,חיפה
איכה רבה א נב,לחיפה,חיפה
ויקרא רבה יח א,דחיפא,חיפה
ויקרא רבה כב ד,דסרינגית,סרגוסה
תלמוד ירושלמי שביעית ו א,וכברתה,כברי
תוספתא שביעית ד יא,כברתא,כברי
תלמוד ירושלמי מגילה א א,גיא החרשים,כורזים
תלמוד ירושלמי מגילה א א,וגיא החרשים,כורזים
מגילה א א,גאי החרשים,כורזים
מנחות פה א,ברזיים,כורזים
תוספתא מנחות ט ב,כרזין,כורזים
תלמוד ירושלמי תענית ד ו,מירון,מירון
תלמוד ירושלמי שביעית ט ג,ממרון,מירון
תוספתא דמאי ד יג,מרון,מירון
שיר השירים רבה ח א,במרון,מירון
שיר השירים רבה ח א,במירון,מירון
ויקרא רבה י ה,ענתות,ענתות
ויקרא רבה י ה,ענתות,ענתות
תלמוד ירושלמי דמאי ב א,וחנותה,חניתה
תלמוד ירושלמי דמאי ב א,וחנותה,חניתה
תוספתא שביעית ד ט,חניתא,חניתה
תוספתא שביעית ד ט,חניתא,חניתה
שבת כו א,רמתא,רמתא
תוספתא שביעית ז יא,רמתא,רמתא
רות רבה ב י,מכפר קורנוס,כפר קרנוס
ויקרא רבה כח ו,בסכפר קרינוס,כפר קרנוס
ויקרא רבה יז ד,מכפר קרינוס,כפר קרנוס
עירובין מה א,קעילה,כלח
תלמוד ירושלמי פאה א א,קעילה,כלח
ויקרא רבה כו ב,קעילה,כלח
סנהדרין י א,בבני ברק,בני ברק
סנהדרין ד א,לבני ברק,בני ברק
תוספתא שבת ג ג,בני ברק,בני ברק
מסכת שמחות ב ה,מבני ברק,בני ברק
ויקרא רבה כא ח,בבני ברק,בני ברק
תלמוד ירושלמי מגילה א א,בית ירח,בית ירח
בכורות ט ב,מבית יריחו,בית ירח
בכורות ט ב,מבית יריחו,בית ירח
תוספתא בכורות ז ד,מבית ירחו,בית ירח
בראשית רבה צח יז,ובית ירח,בית ירח
בראשית רבה צח יז,בית ירח,בית ירח
בראשית רבה צד ט,בתרה,בית ירח
תלמוד ירושלמי חלה ד ג,כבכפר חנניה,כפר חנניה
בכורות ט ב,בכפר חנניה,כפר חנניה
תוספתא בכורות ז ג,בכפר חנניא,כפר חנניה
תוספתא בכורות ז ג,בכפר חנניה,כפר חנניה
תוספתא בבא מציעא ו ג,כפר חנניה,כפר חנניה
משנה אבות ג ו,כפר חנניה,כפר חנניה
משנה שביעית ט ב,מכפר חננייה,כפר חנניה
משנה שביעית ט ב,מכפר חננייה,כפר חנניה
ויקרא רבה כו א,דכפר חנין,כפר חנניה
ויקרא רבה ו ה,דכפר חנן,כפר חנניה
בראשית רבה פו ה,בכפר חנניה,כפר חנניה
בראשית רבה פה ב,דכפר חנן,כפר חנניה
בראשית רבה לב ד,דכפר חנן,כפר חנניה
בראשית רבה כד ה,דכפר חנן,כפר חנניה
בראשית רבה יח ו,דכפר חנן,כפר חנניה
בראשית רבה טז ו,דכפר חנן,כפר חנניה
בראשית רבה ח יב,דכפר חנן,כפר חנניה
תוספתא יבמות י ג,בכפר מנדון,כפר מנדי
ויקרא רבה א יג,דכפר מנדי,כפר מנדי
ויקרא רבה א יג,דכפר מנדי,כפר מנדי
בראשית רבה עד ז,דכפר מנדי,כפר מנדי
בראשית רבה עד ז,דכפר מנדי,כפר מנדי
בראשית רבה נב ה,דכפר מנדי,כפר מנדי
בראשית רבה נב ה,דכפר מנדי,כפר מנדי
תלמוד ירושלמי שביעית ט ב,מעין גדי,עין גדי
שבת ב ב,מעין גדי,עין גדי
תוספתא שביעית ז י,מעין גדי,עין גדי
בראשית רבה מב ז,בעין גדי,עין גדי
תלמוד ירושלמי מעשרות ב ג,לבני חיל,ברור חיל
תלמוד ירושלמי כתובות א ה,בברור חיל,ברור חיל
תלמוד ירושלמי דמאי ג א,לבלי חיל,ברור חיל
סנהדרין ד א,לברור חיל,ברור חיל
סנהדרין ד א,בברור חיל,ברור חיל
סנהדרין ד א,לברור חיל,ברור חיל
תוספתא מעשרות ב א,לברור חיל,ברור חיל
תלמוד ירושלמי עירובין ה א,ובית מעון,בית מעון
תלמוד ירושלמי עירובין ה א,בית מעון,בית מעון
תלמוד ירושלמי בבא מציעא ז א,מבית מעון,בית מעון
תלמוד ירושלמי בבא מציעא ז א,בית מעון,בית מעון
תלמוד ירושלמי בבא מציעא ז א,כבית מעון,בית מעון
תלמוד ירושלמי בבא מציעא ז א,בית מעון,בית מעון
תלמוד ירושלמי בבא מציעא ז א,בית מעון,בית מעון
בראשית רבה פה ו,בית מעון,בית מעון
תלמוד ירושלמי שקלים ה א,לגגות צריפין,גגות צריפין
תוספתא אהלות ג ט,בבית דגן,בית דגן
תוספתא שביעית ז יג,בית דגן,בית דגן
תלמוד ירושלמי תרומות ח ה,לבית שריי,בית שערים
תלמוד ירושלמי עירובין א א,בבית שריי,בית שערים
תלמוד ירושלמי סנהדרין ז ב,מבית שיריין,בית שערים
סנהדרין ד א,לבית שערים,בית שערים
נידה ד א,בבית שערים,בית שערים
כתובות יג א,לבית שערים,בית שערים
כתובות יג א,לבית שערים,בית שערים
תוספתא פרה ה ו,בבית שערים,בית שערים
תוספתא סוכה ב ב,לבית שערים,בית שערים
תוספתא תרומות ז יד,לבית שערים,בית שערים
תוספתא כלאים ב יב,בכפר פגי,בית פגי
תלמוד ירושלמי דמאי ב א,וכפר וחרוב,כפר חרוב
איכה רבה ב ד,בכפר חרוכא,כפר חרוב
איכה רבה ב ד,בכפר נמרה,כפר נמרה
תלמוד ירושלמי תענית ד ו,וכפר שיחלייא,כפר שחלים
תלמוד ירושלמי עבודה זרה ה ג,כפר שלם,כפר שחלים
איכה רבה ב ד,כפר שיחליים,כפר שחלים
איכה רבה ב ד,וכפר שחלים,כפר שחלים
תלמוד ירושלמי תענית ד ו,וכפר דיכרייא,כפר דכרין
איכה רבה ב ד,כפר דיכרין,כפר דכרין
איכה רבה ב ד,וכפר דכרין,כפר דכרין
תלמוד ירושלמי שבת ט א,בית אל,בית אל
תלמוד ירושלמי עבודה זרה ג ו,בית אל,בית אל
תלמוד ירושלמי סנהדרין יא ה,בית אל,בית אל
סנהדרין ו ב,בית אל,בית אל
תוספתא שביעית ז יב,בית אל,בית אל
תוספתא שביעית ז יב,מבית אל,בית אל
תוספתא שביעית ז י,מבית אל,בית אל
שיר השירים רבה ד יא א,בית אל,בית אל
שיר השירים רבה ד יא א,כבית אל,בית אל
שיר השירים רבה ב ה ג,בית אל,בית אל
רות רבה ב,בית אל,בית אל
רות רבה ב,מבית אל,בית אל
סדר עולם רבה כב,בבית אל,בית אל
סדר עולם רבה כ,בבית אל,בית אל
סדר עולם רבה טז,בית אל,בית אל
סדר עולם רבה ב,בבית אל,בית אל
בראשית רבה צט ג,בית אל,בית אל
בראשית רבה פב ב,בבית אל,בית אל
בראשית רבה עח טז,בבית אל,בית אל
בראשית רבה עח טז,בבית אל,בית אל
בראשית רבה עח טז,בבית אל,בית אל
בראשית רבה עח טז,בבית אל,בית אל
בראשית רבה עח ב,בבית אל,בית אל
בראשית רבה סט ז,בית אל,בית אל
בראשית רבה לט טו,בית אל,בית אל
בראשית רבה עט ו,דבית מקר,בית מקר
בראשית רבה ק ז,דכפר אגין,כפר אגין
בראשית רבה ו ה,דכפר אגין,כפר אגין
בראשית רבה סה טז,בכפר חיטיה,כפר חטים
בראשית רבה ט ה,לכפר דנא,כפר חנה
קהלת רבה ז כו ג,כפר נבוריא,כפר נבוריא
בראשית רבה ז ב,דכפר נבורייה,כפר נבוריא
בראשית רבה ז ב,דכפר נבורייה,כפר נבוריא
בראשית רבה פה ו,כפר שיבתי,כפר שבתי
תוספתא חולין ד ט,כפר תמרתא,כפר תמרתא
ויקרא רבה כד ה,דכפר תמרתא,כפר תמרתא
בראשית רבה מה ד,דכפר תמרתא,כפר תמרתא
בראשית רבה ו א,דכפר תמרתה,כפר תמרתא
תלמוד ירושלמי פסחים ז ו,מלבוא חמת,לבוא חמת
תלמוד ירושלמי הוריות א ב,מלבוא חמת,לבוא חמת
בראשית רבה ע ח,מלבוא חמת,לבוא חמת
תלמוד ירושלמי שביעית ו א,מגדל שידושינה,מגדל שרשן
תוספתא שביעית ד יא,מגדל שרושינה,מגדל שרשן
ספרי דברים נא,מגדל שרשן,מגדל שרשן
תלמוד ירושלמי יומא ז ה,בגבע בנימן,גבעת בנימין
תלמוד ירושלמי יומא ז ה,בגבע בנימן,גבעת בנימין
מנחות ח ב,וכפר אחים,כפר נחום
תוספתא מנחות ט ב,ובפר אחוס,כפר נחום
קהלת רבה ז כו ג,כפר נחום,כפר נחום
תלמוד ירושלמי ברכות א א,מכפר טבי,כפר טבי
ביצה א א,כפר טבי,כפר טבי
תוספתא אהלות ד ב,מכפר טביא,כפר טבי
תוספתא מעשר שני ה טז,כפר טבי,כפר טבי
תלמוד ירושלמי דמאי ב א,כפר צמח,כפר צמח
תלמוד ירושלמי דמאי ב א,וכפר צמח,כפר צמח
תלמוד ירושלמי דמאי ב א,כפר צמח,כפר צמח
תוספתא שביעית ד י,כפר צמח,כפר צמח
תוספתא שביעית ד י,וכפר צמא צמח,כפר צמח
תוספתא עבודה זרה ז ח,שבכפר פטם,כפר קסם
