level 1,level 2,level 3,level 4,level 5,level 6,level 7,level 8,level 9,level 10,level 11,refs
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Zoreh - Winnowing,Potentially Associated Forms of Work,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Borair - Separating,,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Borair - Separating,Specifics of the Process of Separation,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Borair - Separating,Possibly Related Melachot,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Techinah - Grinding,,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Techinah - Grinding,Definition,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Techinah - Grinding,Potentially Associated Forms of Work,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,MiRaked - Sifting,,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,MiRaked - Sifting,Definition,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,MiRaked - Sifting,Potentially Associated Forms of Work,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Lishah - Kneading,,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Bishul and Afiyyah - Cooking and Baking,,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Bishul and Afiyyah - Cooking and Baking,Process of Cooking,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Bishul and Afiyyah - Cooking and Baking,Miscellaneous Interesting Cases,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Bishul and Afiyyah - Cooking and Baking,In a Vessel removed from the fire,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Bishul and Afiyyah - Cooking and Baking,In a Secondary Vessel,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Bishul and Afiyyah - Cooking and Baking,Hatmanah - Burying an Item for Warmth,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Bishul and Afiyyah - Cooking and Baking,Extraneous Issues,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Gozeiz - Shearing,,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,MiLaben - Whitening,,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,MiLaben - Whitening,Definition,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,MiLaben - Whitening,Specific Cases,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,MiNapetz - Pressing,,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,MiNapetz - Pressing,Definition,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,MiNapetz - Pressing,Potentially Related Forms of Work,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Tzoveia - Coloring,,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Tzoveia - Coloring,Definition,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Tzoveia - Coloring,Potentially Related Melachot,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Toveh - Threading,,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Toveh - Threading,Definition,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Toveh - Threading,Potentially Related Forms of Work,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Oseh 2 Batei Nirin - Using a Loom,,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Oseh 2 Batei Nirin - Using a Loom,Defintion,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Oreg and Potzeia - Weaving and Separating,,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Oreg and Potzeia - Weaving and Separating,Definition,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Oreg and Potzeia - Weaving and Separating,Potentially Related Forms of Work,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Koshair and Matir - Tying and Un-Tying,,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Koshair and Matir - Tying and Un-Tying,Types of Tying and Un-Tying,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Tefirah - Sewing,,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Tefirah - Sewing,Definition,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Tefirah - Sewing,Potentially Related Forms of Work,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Koreia - Tearing,,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Koreia - Tearing,Definition,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Koreia - Tearing,Potentially Related Forms of Work,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Tzeidah - Trapping,,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Tzeidah - Trapping,Definition,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Tzeidah - Trapping,Trapping Specific Species,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Netillat Neshamah - Killing,,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Netillat Neshamah - Killing,Definition,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Netillat Neshamah - Killing,Potentially Related Forms of Work,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Mafshit - Skinning,,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Mafshit - Skinning,Definition,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Mafshit - Skinning,Cases,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Melichah - Salting,,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Melichah - Salting,Potentially Related Melachot,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Ibbud - Leather-working,,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Ibbud - Leather-working,Definition,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Ibbud - Leather-working,Potentially Related Melachot,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,MiMachek - Leather-Smoothing,,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,MiMachek - Leather-Smoothing,Potentially Related Melachot,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Chotech - Cutting,,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Chotech - Cutting,Potentially Related Forms of Work,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,"Kotaiv and Mochaik - Writing, Conducting Business and Erasing",,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,"Kotaiv and Mochaik - Writing, Conducting Business and Erasing",Definition,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,"Kotaiv and Mochaik - Writing, Conducting Business and Erasing",Potentially Related Forms of Work,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,"Kotaiv and Mochaik - Writing, Conducting Business and Erasing",Potentially Related Forms of Work,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Boneh and Sotair - Building and Destroying,,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Boneh and Sotair - Building and Destroying,Definition,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Boneh and Sotair - Building and Destroying,Construction of Rooved Structures,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Boneh and Sotair - Building and Destroying,Construction in Filling Holes,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Boneh and Sotair - Building and Destroying,Construction of Vessels - Kelim,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Boneh and Sotair - Building and Destroying,Miscellaneous acts involving Construction,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Boneh and Sotair - Building and Destroying,Creating an Entrance,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Boneh and Sotair - Building and Destroying,Non-literal Construction,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Boneh and Sotair - Building and Destroying,Definition,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Hav'arah and Kibuy - Lighting and Extinguishing,,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Hav'arah and Kibuy - Lighting and Extinguishing,Definition,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Hav'arah and Kibuy - Lighting and Extinguishing,Cases,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Hav'arah and Kibuy - Lighting and Extinguishing,Definition,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Hav'arah and Kibuy - Lighting and Extinguishing,Cases,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Makeh BePatish - Completing melachah,,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Makeh BePatish - Completing melachah,Definition,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Makeh BePatish - Completing melachah,Potentially Related Forms of Work,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Hotzaah MeiReshut LeReshut - Transporting from one Area to Another,,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Hotzaah MeiReshut LeReshut - Transporting from one Area to Another,The unique types of areas [reshuyot] identified by the laws governing transportation on Shabbat,,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Hotzaah MeiReshut LeReshut - Transporting from one Area to Another,The unique types of areas [reshuyot] identified by the laws governing transportation on Shabbat,Public Areas - Reshut haRabim,,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Hotzaah MeiReshut LeReshut - Transporting from one Area to Another,The unique types of areas [reshuyot] identified by the laws governing transportation on Shabbat,Public Areas - Reshut haRabim,Defining Public Areas,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Hotzaah MeiReshut LeReshut - Transporting from one Area to Another,The unique types of areas [reshuyot] identified by the laws governing transportation on Shabbat,Public Areas - Reshut haRabim,Enclosed Public Areas,,,,
Shabbat,Acts which are Forbidden on Shabbat,"The Types of Work Prohibited on Shabbat, and Related Issues",Specific Central Forms of melachah,Hotzaah MeiReshut LeReshut - Transporting from one Area to Another,The unique types of areas [reshuyot] identified by the laws governing transportation on Shabbat,Private Areas - Reshut haYachid,,,,,
