Rashi Matches,Data
Rashi on I Kings 6:7:2,"3367@מלכים א' ו,ז@מקבות@דלוט""א@@מפסלת@""בלשון רוסיא"". אם הגרסה נכונה, כי אז לפנינו המלה הרוסית doloto (המבוטאת בערך dalote). אך מבחינת המובן הייתה מתקבלת יותר הגרסא מלוט""א, הקרובה למלה ""פטיש"" malotok,malot=molotok,molot.$"
Rashi on I Kings 6:8:3,"3368@מלכים א' ו,ח@לולים@וינדילשטיי""ן@wendelstein@מדרגות לולייניות (בגרמנית)@$"
Rashi on I Kings 6:8:3,"3369@מלכים א' ו,ח@לולים@וי""ץ@wiz@מדרגות לולייניות@ר' אה""ל מס' 710. בדפוסים הלעז הצרפתית קודם לתרגום הגרמני, וכן הוסיפו את ""השם המורגל"", מעין תיקון, שווינדי""ל שטי""ג schwindelsteg.$"
Rashi on I Kings 6:9:2,"3370@מלכים א' ו,ט@גבים@צילי""ד@celed@ספון@בינוני פעול מהשורש ciel (""שמים""), כלומר ""נסרים ארוגים"" בצורה נאה כדי ליצור תקרת נוי. ר' מאמרו של בלונדהיים (Romania XXXIX .154-161) והביטוי cele a lambre (""תקרת סיפון"").$"
Rashi on I Kings 6:9:2,"3371@מלכים א' ו,ט@גבים@הימל""י@hemle@ספינים (בגרמנית)@גם בגרמנית המשמעות המקורית של המלה היא ""שמים"" (כפי הנראה ברבים).$"
Rashi on I Kings 6:18:1,"3372@מלכים א' ו,יח@פקעים@לימוישיל""ש@lemoisels@פקעות@מעין סלילים לנוי, כדברי רש""י: ציורי קליעות וצורות פקעים כמין כפתורים.$"
Rashi on I Kings 7:16:1,"3373@מלכים א' ז,טז@כתרת@פומיל""ש@pomels@גולות, כפתורים@ר' לעיל מס' 3115.$"
Rashi on I Kings 7:16:2,"3374@מלכים א' ז,טז@מצק@טרישייטי""ד@tresjeted@מותך@$"
Rashi on I Kings 7:17:1,"3375@מלכים א' ז,יז@שבכה@קויפ""א@coife@שביס, כיפה@$"
Rashi on I Kings 7:24:3,"3376@מלכים א' ז,כד@(יצקתו)[יצוקתו]@שולדידור""א@soldedure@ריתוך@$"
Rashi on I Kings 7:28:2,"3377@מלכים א' ז,כח@יד האופן@אישי""ל@aisil@סרן (של גלגל)@$"
Rashi on I Kings 7:29:5,"3378@מלכים א' ז,כט@ליות@שולדור""א@soldure@ריתוך@הפענוח הוא בעייתי, כי המונח המקובל לריתוך הוא soldedure (לעיל מס' 3376).$"
Rashi on I Kings 7:32:2,"3379@מלכים א' ז,לב@ידות האופנים@אישי""ל@aisil@סרן (של גלגל)@בדפוסים הלעז חוזר בפסוק הבא, להסביר ""ידותם"".$"
Rashi on I Kings 7:33:3,"3380@מלכים א' ז,לג@(גביהם)[גבים]@מויול""ש@moiols@טבורים@הטבור הוא מרכז הגלגל, שהחישורים נעוצים בו.$"
Rashi on I Kings 7:33:5,"3381@מלכים א' ז,לג@(חשריהם)[חשורים]@ריי""ש@reis@חישורים (""סילקים"")@$"
Rashi on I Kings 7:36:3,"3382@מלכים א' ז,לו@ליות@שולדור""א@soldure@ריתוך@ר' לעיל מס' 3378.$"
Rashi on I Kings 7:40:3,"3383@מלכים א' ז,מ@יעים@ודי""ל@wadil@יעה, מגרפה@ר' אה""ל מס' 1093.$"
Rashi on I Kings 9:8:3,"3384@מלכים א' ט,ח@ושרק@שיבלי""ר@sibler@לשרוק@$"
Rashi on I Kings 10:11:1,"3385@מלכים א' י,יא@אלמגים@קור""ל@coral@אלמוג@$"
Rashi on I Kings 10:15:3,"3386@מלכים א' י,טו@ערב@גרנטיא""ה@garantie@ערבות@""מלכי-הערב"" הם בני החסות של שלמה המלך.$"
Rashi on I Kings 10:22:1,"3387@מלכים א' י,כב@תרשיש@אפריקי""א@Afrikie@אפריקה@$"
Rashi on I Kings 12:11:1,"3388@מלכים א' יב,יא@עקרבים@איגלינטיי""ר@eglentier@עץ ורד-הבר@כאן במובן של כלי עינויים, שבו מכים בעוקצים חדים, כמו שיש לעץ ורד-הבר.$"
Rashi on I Kings 12:33:2,"3389@מלכים א' יב,לג@בדא מלבו@קונטרובי""ר@controver@להמציא@$"
Rashi on I Kings 17:12:3,"3390@מלכים א' יז,יב@צפחת@בוטייל""א@boteile@חמת קטנה@$"
Rashi on I Kings 18:32:1,"3391@מלכים א' יח,לב@תעלה@פושי""ד@fosed@חפיר@$"
Rashi on I Kings 19:4:1,"3392@מלכים א' יט,ד@רתם@יינייבר""א@jeneivre@ערער (אילן קוצני)@$"
Rashi on I Kings 19:12:2,"3393@מלכים א' יט,יב@דממה@ריטינטישמינ""ט@retentisment@הדהוד.$"
Rashi on I Kings 22:3:1,"3394@מלכים א' כב,ג@מחשים@אקליי""ר@achaleir@להתרשל@שני כתבי-יד גורסים נונקליי""ר nonchaleir באותו מובן. בדפוסים קוראים תרגום איטלקי: סיאמ""ו פיגר""י siamo pigri (""אנחנו עצלנים"").$"
Rashi on II Kings 1:2:1,"3395@מלכים ב' א,ב@שבכה@גרדי""ל@gradil@סורג@הלעז הראשון הזה חסר בכתבי-היד.$"
Rashi on II Kings 1:2:1,"3396@מלכים ב' א,ב@שבכה@אלידוי""ר@aledoir@מעבר, טיילת, מרפסת@לעז זה בא בכתבי-היד במקום הלעז הקודם החסר בהם.$"
Rashi on II Kings 1:2:1,"3397@מלכים ב' א,ב@נסרים ארוכים וקצרים@לטי""ש@lates@נסרים@ר' אה""ל מס' 705. בדפוסים לעז זה בסוגריים ובלי גרשיים ובמקומו כתבו קנטיל""י cantineli (""קרשים לפינות""? באיטלקית).$"
Rashi on II Kings 1:2:1,"3398@מלכים ב' א,ב@שבכה@פרודנ""א@prodne@סבכה, סורג@ר' אה""ל מס' 668 ומס' 706.$"
Rashi on II Kings 1:2:1,"3399@מלכים ב' א,ב@שבכה@וי""ץ@wiz@מדרגות לולייניות@$"
Rashi on II Kings 1:2:1,"3400@מלכים ב' א,ב@שבכה@וינדילשטיי""ן@wendelstein@מדרגות לולייניות (בגרמנית)@גם כאן יש בדפוסים גרסה מתוקנת שוינדי""ל שטי""ג schwindelsteg כמו לעיל מס' 3368.$"
Rashi on II Kings 2:8:2,"3401@מלכים ב' ב,ח@ויגלם@קויילי""ר@cueilir@לאסוף, ללפות@בדפוסים קוראים פייגד""ו peigado (""מקופל"", באיטלקית של היום: piegato).$"
Rashi on II Kings 3:19:2,"3402@מלכים ב' ג,יט@(ה)חלקה הטובה@שימנצייא""ה@semanciee@זרועה@רק כתב-יד אחד נותן גרסה, שאפשר לפענח כנ""ל. אבל הגרסאות האחרות עקרות לגמרי (קומיצ""י, קומצ""י, קומינ""י, קומנ""י).$"
Rashi on II Kings 3:21:1,"3403@מלכים ב' ג,כא@גבול@מרק""א@marche@גבול, ספר@$"
Rashi on II Kings 4:39:3,"3404@מלכים ב' ד,לט@ארת@אורוג""א@oruge@אורה (בן-חרדל)@ר' אה""ל מס' 377.$"
Rashi on II Kings 4:39:3,"3405@מלכים ב' ד,לט@פקעת@בוליי""ץ@boleiz@פטריות@$"
Rashi on II Kings 5:3:2,"3406@מלכים ב' ה,ג@אחלי@שוהיידימינ""ט@soheidement@איחול@נדמה, שרש""י ראה במלה הצרפתית מלה מורכבת, משהו כמו co ai demant= ""זו הבקשה יש לי"".$"
Rashi on II Kings 5:15:1,"3407@מלכים ב' ה,טו@ברכה@שלו""ד@salud@ברכת שלום@ר' לעיל מס' 3083.$"
Rashi on II Kings 5:19:1,"3408@מלכים ב' ה,יט@כברת ארץ@ארפינ""ט@arpent@מידת-שטח@$"
Rashi on II Kings 5:23:2,"3409@מלכים ב' ה,כג@חרטים@ברידי""ש@brides@כיסים ארוכים, ארנקים הנסגרים בקשרי חטים@$"
Rashi on II Kings 9:13:1,"3410@מלכים ב' ט,יג@גרם@קר""ן@cran@חריץ@בדפוסים ""המצאה"" של המעתיק האיטלקי: אורלי""ו, כפי הנראה orologio (""שעון"").$"
Rashi on II Kings 10:8:1,"3411@מלכים ב' י,ח@צברים@מונציל""ש@moncels@כרמות@$"
Rashi on II Kings 11:4:1,"3412@מלכים ב' יא,ד@כרי@ברני""ד@barned@גדוד אנשי צבא שבפקודת הברון@רש""י מסביר, מדוע, לדעתו, אין סימן הרבים בסוף המלה, כי היא ""שם דבר של קבוצת הגיבורים"".$"
Rashi on II Kings 11:16:1,"3413@מלכים ב' יא,טז@ידים@אישנצי""ש@aisances@מקום ראוי@$"
Rashi on II Kings 14:26:1,"3414@מלכים ב' יד,כו@מרה@קונטריו""ש@contrarios@גרוע@$"
Rashi on II Kings 18:17:2,"3415@מלכים ב' יח,יז@(תעלת)[תעלה]@פושי""ד@fosed@חפיר@$"
Rashi on II Kings 18:23:2,"3416@מלכים ב' יח,כג@התערב@גיי""ר@gajer@להמר@$"
Rashi on II Kings 19:4:1,"3417@מלכים ב' יט,ד@והוכיח@אפרובי""ר@aprover@הראה, הפגין@$"
Rashi on II Kings 19:27:2,"3418@מלכים ב' יט,כז@התרגזך@אישטורמי""ר@estormir@להסתער@$"
Rashi on II Kings 20:9:1,"3419@מלכים ב' כ,ט@דה""מ הלך הצל עשר מעלות@אורילוי""ר@oriloje@שעון@חסר בכתבי-היד. הלעז, כפי שהוא מופיע בדפוסים (אורלויי""ן במקראות גדולות) מייצג כפי הנראה את הצורה היוונית horologion, ואכן מציינים את המלה במקורות צרפתיים רק מסוף המאה הי""ב.$"
Rashi on II Kings 21:12:1,"3420@מלכים ב' כא,יב@תצלנה@טינטיני""ר@tintiner@לצלצל@$"
Rashi on II Kings 25:17:2,"3421@מלכים ב' כה,יז@שבכה@קויפ""א@coife@שביס (כאן במובן כותרת של עמוד)@$"
Rashi on Isaiah 1:4:2,"3422@ישעיה א,ד@כבד@פישנ""ט@pesant@כבד@$"
Rashi on Isaiah 1:4:2,"3423@ישעיה א,ד@כבד@פישנטומ""א@pesantume@כבדות@רש""י מסביר, שהצירוף ""כבד-עוון"" הוא ביטוי שמני, כלומר ""עם של כבדות עוונות"", היינו שרובצים עליו עוונות רבים.$"
Rashi on Isaiah 1:6:5,"3424@ישעיה א,ו@טריה@דימצייד""א@demaciede@הלומה, כתושה@$"
Rashi on Isaiah 1:6:5,"3425@ישעיה א,ו@טריה@מוישט""א@moiste@רטובה@חסר בכתבי-היד.$"
Rashi on Isaiah 1:25:1,"3426@ישיעה א,כה@בר@שבו""ן@savon@סבון@$"
Rashi on Isaiah 1:25:2,"3427@ישעיה א,כה@(בדיליך)[בדילים]@אישטיי""ן@estein@בדיל@כמעט בכל כתבי-היד המלה נגמרת במי""ם ולא בנו""ן (אישטיי""ם esteim).$"
Rashi on Isaiah 1:29:1,"3428@ישעיה א,כט@אילים@אולמ""א@olme@בוקיצה (עץ נוי)@כרגיל זיהה רש""י עצים המוזכרים בתנ""ך עם עצים הצומחים באיזור מגוריו, אף שלפעמים אינם מצויים בארצות המקרא.$"
Rashi on Isaiah 1:30:1,"3429@ישעיה א,ל@נבלת@פלטישנ""ט@flatisant@מפיל@הגרסה של כמה כתבי-יד נוטה יותר לפענוח פליישטרישנ""ט fleistrisant (""נובל""); שני השורשים התמזגו במשך הדורות.$"
Rashi on Isaiah 1:31:2,"3430@ישעיה א,לא@ניצוץ@אישטינציל""א@estencele@ניצוץ@$"
Rashi on Isaiah 2:4:1,"3431@ישעיה ב,ד@אתים@קולטרי""ש@coltres@קנקנים של מחרשות (היתדות הפולחות את הקרקע)@$"
Rashi on Isaiah 2:4:2,"3432@ישעיה ב,ד@מזמרות@שרפי""ש@sarpes@מגלים, מזמרות@$"
Rashi on Isaiah 2:6:3,"3433@ישעיה ב,ו@שפק@דיבטימינ""ט@debatement@מאבק, טרדה@רש""י מפרש, שלחוטאים תהיינה בעיות עם הילדים, שיוולדו להם מנשים נכריות, והלעז מתייחס לשם עצם ""שפק"" שבאיוב (לו,יח), שבו רש""י מסביר את הפועל שלפנינו ""ישפיקו"".$"
Rashi on Isaiah 2:20:1,"3434@ישעיה ב,כ@חפר פרות@טלפי""ש@talpes@חפרפרות@$"
Rashi on Isaiah 2:20:2,"3435@ישעיה ב,כ@עטלפים@קלב""א שורי""ץ@chalve soriz@עטלפים@נראה, שרש""י ראה בהרכב זה (מילולית: ""עכברים קרחים"") מלה אחת, ולכן אין סימן הריבוי ברכיב הראשון chalve.$"
Rashi on Isaiah 3:6:3,"3436@ישעיה ג,ו@מכשלה@פיילנצ""א@feilance@מחסור, משגה@$"
Rashi on Isaiah 3:19:1,"3437@ישעיה ג,יט@נטפות@מושטניצי""ש@mostnices@שרשרות@לדברי רש""י: ""כמין מרגליות נקובות וחרוזות בחוט… שתלויות על הצואר ונוטפות על החזה"". ר' אה""ל מס' 1346.$"
Rashi on Isaiah 3:20:3,"3438@ישעיה ג,כ@קשרים@אורפריי""ש@orfreis@רצועות רקמת זהב@כמה כתבי-יד והדפוסים גורסים פריי""ס freis בלבד, ואין הבדל במשמעות.$"
Rashi on Isaiah 3:20:4,"3439@ישעיה ג,כ@בתי-הנפש@נושקי""ש@nosches@סיכות, מכבנות@כפי הנראה כאן סיכה ""הסוגרת את הבגד בצווארון"" (ר' אה""ל מס' 213).$"
Rashi on Isaiah 3:23:1,"3440@ישעיה ג,כג@גלינים@מירידויר""ש@miredoirs@ראיים, מראות@הדפוסים נותנים את המלה האיטלקית ספיקיי""ו (specchio).$"
Rashi on Isaiah 3:23:3,"3441@ישעיה ג,כג@צניפות@מוליקי""ן@molekin@""עור-חפרפרת"" (אריג יקר)@המילונים מציינים, שהמלה נתקבלה בצרפתית (מן האנגלית) רק באמצע המאה הי""ט בצורת moleskine. אך עובדה היא, שהיא מופיעה כאן אצל רש""י, ואין ספק, שמדובר באותה מלה.$"
Rashi on Isaiah 3:23:4,"3442@ישעיה ג,כג@רדידים@פירמייל""ץ@fermeilz@סגרים@$"
Rashi on Isaiah 3:24:3,"3443@ישעיה ג,כד@מקשה@בטידי""ץ@batediz@עשוי בהכאה@או בטדי""ץ batdiz, ר' מס' 3111.$"
Rashi on Isaiah 4:4:4,"3444@ישעיה ד,ד@רוח@טלינ""ט@talent@רצון@$"
Rashi on Isaiah 4:4:5,"3445@ישעיה ד,ד@בער@דישקומברימינ""ט@descombrement@חילוץ@כאן במשמעות פינוי של ירושלים מתועבותיה.$"
Rashi on Isaiah 5:2:7,"3446@ישעיה ה,ב@באשים@לנברוישי""ש@lanbruises@ענבי-בר@$"
Rashi on Isaiah 5:10:2,"3447@ישעיה ה,י@(צמדי)[צמד]@ארפינ""ט@arpent@מידת-שטח (שניים עד חמישה דונמים לפי המקומות)@$"
Rashi on Isaiah 5:12:3,"3448@ישעיה ה,יב@חליל@קלימי""ל@chalemel@חליל (כלי נגינה)@$"
Rashi on Isaiah 5:16:1,"3449@ישעיה ה,טז@משפט@יושטיצ""א@justice@עונשים@זה אחד של המובנים של justice, והוא מתאים לדברי רש""י: ""כשיעשה משפטים בהם"".$"
Rashi on Isaiah 5:26:1,"3450@ישעיה ה,כו@נס@פירק""א@perche@מוט@כאן רש""י מתאר באריכות, מהו נס: ""הוא כמו כלונס ארוך ונותנין בראשו בגד ועולין בראש הר גבוה ורואין אותו מרחוק והוא סימן לקיבוץ בני אדם"".$"
Rashi on Isaiah 5:26:2,"3451@ישעיה ה,כו@ושרק@שיבלי""ר@sibler@לשרוק@$"
Rashi on Isaiah 5:29:2,"3452@ישעיה ה,כט@ויפליט@אישמוציי""ר@esmucier@להחביא@במס' 3015 תורגמה המלה ""להיחבא"". כנראה יש לפועל משמעות סבילה וגם משמעות פעילה כמו כאן, שהאריה מבריח את הבאים להציל את טרפו מידו.$"
Rashi on Isaiah 5:30:3,"3453@ישעיה ה,ל@ונבט@איר""ט אישגרדי""ד@יהיה נבחן (=ייבחן)@ert esgarded@רש""י מבקש לתרגם את הנפעל של המקור בצורה מקבילה בצרפתית. אך קשה, מפני של""נבט"" יש כאן משמעות פשוטה (""יסתכל"" או כדומה). וצריך להסביר, בערך, שתהיה הסתכלות ממנו לכיוון הארץ וכו'.$"
Rashi on Isaiah 6:10:1,"3454@ישעיה ו,י@השמן@אינגריישנ""ט@engreisant@משמין@רש""י מייחס לבינוני צרפתי זה, המתרגם שם-פועל עברי, מובן של פעולה מודרגת, כלומר: ""[לב העם הזה] הולך ומשין"".$"
Rashi on Isaiah 7:2:2,"3455@ישעיה ז,ב@נחה@פוש""ד@posad@נח, נשען@שלא כרגיל יש כאן תרגום של צורה מוטית של הפועל, אולי כדי למנוע הבנה של ""נחה"" כהווה.$"
