Rashi Matches,Data
Rashi on Sukkah 40b:2:2,"831 סוכה מ: <b>אפיקטויזין</b><br>וומיט""א womite [vomite] <b>סם הקאה</b><br><small>לעז זה, החסר בדפוסים, נכתב בתחילתו, בשני כתבי-היד, שהוא מצוי בהם, באות בי""ת (בומיט""א). אותו לעז במסכת שבת (לעיל מס' 111) מופיע בכתיבים משונים (ריש""א, דישט""א, זומיט""א בכתבי-היד, ובדפוסים בומיט', גומיט'). אולם במסכת ב""ק (להלן מס' 1450) כל הגרסאות מתחילות בוי""ו, וכן נראה עיקר, כי אין זה מסתבר, שבי""ת תבוא במקום (w) v בראש המלה. ר' מילונו של לוי (מס' 815,139).$</small>"
Rashi on Sukkah 45a:3:1,"832 סוכה מה. <b>גיגיות</b><br>קובי""ש cuves <b>גיגיות, מיכלים גדולים ועגולים</b><br><small>$</small>"
Rashi on Sukkah 45a:6:3,"833 סוכה מה. <b>מלבן</b><br>אישטר""א aistre <b>מוקד, כיריים</b><br><small>הכוונה, כפי שרש""י מציין, למסגרת מלאה חומרים קשים, שבדרך כלל הייתה משמשת להבעיר עליה עצים או פחמים וכדומה (ר' בלונדהיים ב', ע' 72).$</small>"
Rashi on Sukkah 49a:3:8,"834 סוכה מט. <b>יקב</b><br>פושי""ץ [fossez] fosez <b>חפירה</b><br><small>$</small>"
Rashi on Sukkah 50a:3:2,"835 סוכה נ. <b>מסננת</b><br>קולידויר""א coledoire <b>מסננת</b><br><small>בלונדהיים הבחין בין מלה זו ובין coledoir בלי –e (להלן מס' 1725). אמנם מסתבר, ששתי המלים קיימות באותה משמעות, אבל קשה לקבוע בוודאות, לפי גרסות כתבי-היד, שדווקא כאן עם –e, ושם בלי –e.$</small>"
Rashi on Sukkah 51b:5:1,"836 סוכה נא: <b>דה""מ שיישא</b><br>בי""ש bis <b>(שיש)אפור-חום</b><br><small>רש""י אומר בפירוש: ""לא לבן ולא שחור אלא כעין ירוק"". כפי הנראה המושג ""ירוק"" אצל רש""י קרוב ל""צהוב"" אצלנו, וזה דומה לחום.$</small>"
Rashi on Sukkah 51b:6:6,"837 סוכה נא: <b>בימה</b><br>אלמינבר""א almenbre <b>בימה (באמצע בית-הכנסת)</b><br><small>מונח מיוחד ליהודים, שמוצאו ערבי (אל-מונבר), ונתקיים עד היום אצל יהודי אשכז, בצורת ""אלמימור"" (ר' בלונדהיים ב', ע' 77-76, וכן בלונדהיים פ', ע' 144).$</small>"
Rashi on Sukkah 51b:10:2,"838 סוכה נא: <b>לווחין</b><br>פלנקי""ש planches <b>קרשים</b><br><small>$</small>"
Rashi on Sukkah 52a:5:1,"839 סוכה נב. <b>בוכיא</b><br>אירייני""א [iraigne] ireinie <b>עכביש</b><br><small>$</small>"
Rashi on Beitzah 2a:2:1,"840 ביצה ב. <b>דקר</b><br>פיל""א pele <b>את-חפירה</b><br><small>$</small>"
Rashi on Beitzah 3b:13:1,"841 ביצה ג: <b>תלתן</b><br>פינוגר""י fenogre <b>חילבה (גרגרנית יוונית, צמח המשמש לתבלין)</b><br><small>$</small>"
Rashi on Beitzah 7a:8:4,"842 ביצה ז. <b>שלל</b><br>בשט""א baste <b>הכלבה (תפירה גסה)</b><br><small>כאן מדובר בביצים, כשבן עדיין ""תפורות"" ברחם אמן, ורש""י משווה שימוש זה של ""שלל"" ל""שלל של כובסין"", חבילה של כביסה, שנתפרה כדי שלא תתפורר. ר' מילונו של לוי (מס' 155).$</small>"
Rashi on Beitzah 7a:15:2,"843 ביצה ז. <b>עטלף</b><br>קלב""א שורי""ץ chalve soriz <b>עטלף</b><br><small>ר' בלונדהיים ב' (ע' 145-142) ומילונו של לוי (מס' 760).$</small>"
Rashi on Beitzah 9a:2:1,"844 ביצה ט. <b>חלה</b><br>טורטי""ל tortel <b>עוגה עגולה</b><br><small>חסר בכתבי-היד.$</small>"
Rashi on Beitzah 10a:12:2,"845 ביצה י. <b>בריכה</b><br>קוביד""א covede <b>דגירה</b><br><small>ראה לעיל מס' 56.$</small>"
Rashi on Beitzah 11b:16:4,"846 ביצה יא: <b>ציר</b><br>פליט""א palete <b>בליטה</b><br><small>מלה במלה: אֵת קטן, יעה.$</small>"
Rashi on Beitzah.13b.10.3,"847 ביצה יג: <b>(שולי בגדיו)[שולי בגדים]</b><br>דיבנ""ט devant <b>חיק</b><br><small>המלה מורה על מקום ומשמעותה בדרך כלל: ""לפני"" (מלת-יחס), ""לפנים"" (תואר-הפועל"". כאן: החלק הקדמי של הגוף. בדפוסים נשתקעה מלה אחרת: פנ""ץ panz ""כפל בד, כנף מעיל"". ר' מילונו של לוי (מס' 313).$</small>"
Rashi on Beitzah 14a:3:2,"848 ביצה יד. <b>עץ פרור</b><br>פוי""א poje <b>כף גדולה, תרווד</b><br><small>כפי הנראה אותהמלה כמו poche בצרפתית של היום, שפירושה ""כיס"". הכתיב המופיע בדפוסים ""פוקי""א"" הוא ערבוב שני הכתיבים המצויים אצל רש""י ל - ch (בצרפתית של היום נהגה כשי""ן ימנית): ""פויא"" ו""פוקא"".$</small>"
Rashi on Beitzah 14a:10:3,"849 ביצה יד. <b>מנבחים</b><br>קרוישנ""ט croisant [croissant] <b>חורקים, משמיעים קול פיצוח</b><br><small>בלונדהיים מתרגם ""[כלבים] נובחים"", כנראה בהשפעת העברית, כי למלה הצרפתית משמעות יותר רחבה.$</small>"
Rashi on Beitzah 14b:14:2,"850 ביצה יד: <b>דלופקרין</b><br>קו""ט cot <b>שמלה, כותונת</b><br><small>ראה לעיל מס' 189. לפי הנאמר בפירוש רש""י כאן, הצטיין בגד זה ב""נימין גדולים וגסים"" של הצמר – לשם חימום הגוף.$</small>"
Rashi on Beitzah 15a:1:2,"851 ביצה טו. <b>נמטא</b><br>פילטר""א feltre <b>לֶבֶד</b><br><small>$</small>"
Rashi on Beitzah 15a:2:1,"852 ביצה טו. <b>ערדילין</b><br>קלצונ""ש chalcons <b>נעלי-בד</b><br><small>ראה לעיל מס' 105. נמצא רק בכתב-יד אחד וחסר גם בדפוסים. בשבעת המקומות האחרים, שלעז זה מופיע בהם, הוא מסביר את המלים ""פוזמק"", ""אנפליא"" או ""מוק"". כאן המלה היא ""ערדילין"" ולא מדובר בסתם נעליים של בד, אלא בכמין נעל נוספת העוטפת את הנעל שעל הרגל (ומכאן השימוש ב""ערדליים"" כיום). יש אפוא ספק רב, אם הלעז מקורי הוא.$</small>"
Rashi on Beitzah 15a:6:2,"853 ביצה טו. <b>(ביצת הגיר)[ביצים]</b><br>מטונ""ש matons <b>גושים</b><br><small>$</small>"
Rashi on Beitzah 17b:11:3,"854 ביצה יז: <b>רסק</b><br>מינציי""ר mincier <b>לקצוץ, לרסק</b><br><small>$</small>"
Rashi on Beitzah 17b:11:4,"855 ביצה יז: <b>קפלוטות</b><br>פוריל""ש porels <b>כרשים (ירק מאכל)</b><br><small>$</small>"
Rashi on Beitzah 22a:6:3,"856 ביצה כב. <b>שרגא</b><br>קרוישו""ל croisol <b>מנורה</b><br><small>ראה לעיל מס' 135. ברור, שכאן רצה רש""י לציין, שהשַמָש הטה את המנורה ולא את הלהבה, שגם מנורה גם להבה קרויות ""נר"" בעברית ו""שרגא"" בארמית.$</small>"
Rashi on Beitzah 22a:7:1,"857 ביצה כב. <b>למחוט</b><br>מוקיי""ר mochier <b>למחוט (נר)</b><br><small>ראה לעיל מס' 330.$</small>"
Rashi on Beitzah 22a:10:1,"858 ביצה כב. <b>בקעת</b><br>אישטיל""א estele <b>גזיר-עץ</b><br><small>ראה לעיל מס' 803.$</small>"
Rashi on Beitzah 22a:13:2,"859 ביצה כב. <b>רירא</b><br>ביב""א beve <b>ריר (הפרשת נוזלים)</b><br><small>$</small>"
Rashi on Beitzah 22a:13:2,"860 ביצה כב. <b>רירא</b><br>קציד""א chacide <b> ליחת העיניים</b><br><small>הלעז הראשון (מס' 859) הסבר כללי של המלה, וזה השני מפרט, באיזה מין ריר מדובר בעניין.$</small>"
Rashi on Beitzah 22a:13:4,"861 ביצה כב. <b>דמא</b><br>שנקטירו""ד sancterud [sancterud’] <b>רווי-דם</b><br><small>ראה לעיל מס' 682.$</small>"
Rashi on Beitzah 22a:13:6,"862 ביצה כב. <b>קדחתא</b><br>אישקלפיישו""ן התחממות (כלומר חום, קדחת) <b>eschalfeison [eschalfaison]</b><br><small>$</small>"
Rashi on Beitzah 22b:4:2,"863 ביצה כב: <b>פת עמילה</b><br>ברייד""א breiede <b>(לחם) מָעוּך,  מעוּסֶה (נלוש היטב)</b><br><small>זהה למעשה עם מס' 253 ומס' 623 לעיל, הבאים להסביר אותו ביטוי, אלא ששם צורת זכר וכאן, כפי הנראה, צורת נקבה (ובאמת ברוב הגרסאות יש אל""ף בסוף). רק שאם כן קשה לדעת, מה הביא רש""י להבחנה זו.$</small>"
Rashi on Beitzah 22b:12:1,"864 ביצה כב: <b>ערדסקיאות</b><br>אינצינשייר""ש מחתות (מיכלים לקטורת) <b>encensiers</b><br><small>$</small>"
Rashi on Beitzah 23a:4:2,"865 ביצה כג. <b>קטורא בידי</b><br>פרונציי""ר froncier <b>לקפל (קפלים בשפת הבגד לנוי)</b><br><small>ר' מילונו של לוי (מס' 480).$</small>"
Rashi on Beitzah 23a:9:1,"866 ביצה כג. <b>מקרדין</b><br>אישטריליי""ר estrelier [estreillier] <b>לקרצף</b><br><small>ראה לעיל מס' 596.$</small>"
Rashi on Beitzah 23b:11:2,"867 ביצה כג: <b>ביברים</b><br>ויביי""ר wivier [vivier] <b>ברכות-דגים</b><br><small>לפי גרסות כתבי-היד אפשר לקרוא גם ויויי""ר (wiwier). מוצא המלה הצרפתית והמלה העברית ""ביבר"" מאותו מקור לטיני: vivarium. צורת המלה הצרפתית, הנראית כמו יחיד, יכולה לייצג גם יחסת-הנושא ברבים.$</small>"
Rashi on Beitzah 24a:4:1,"868 ביצה כד. <b>מגדל</b><br>מישטיי""ר mestier <b>שובך</b><br><small>ראה לעיל מס' 155. אי-אפשר לראות ב""מגדל עץ"" של רש""י ""מזנון"", אלא ארון מסוג אחר – לשמירת עופות חיים.$</small>"
Rashi on Beitzah 24b:7:1,"869 ביצה כד: <b>מפולמים</b><br>מושטיד""א mostede <b>לח, טרי</b><br><small>היה נראה יותר לפענח moiste (מוישט""א באחד מכתבי-היד), ולא ידוע, למה בחר בלונדהיים בצורה זו. היא קשה גם מבחינת המין והמספר. לגבי ""דגים"" היינו מצפים לזכר ברבים, ולפנינו נקבה ביחיד, אולי ראוי לגרוס מושטיצ""א mostece (לחוּת, טריוּת). הגרסה שבדפוסים ""אמי"" תמוהה.$</small>"
Rashi on Beitzah.24b.9.2,"870 ביצה כד: <b>דה""מ ולערב אסורין…</b><br>גרמייש""א [Garmaise] Garmeise <b>וורמס (עיר במערב גרמניה)</b><br><small>רש""י משתמש בצורה הצרפתית של שם העיר, שבה ה – w הנהפך ל – Guillaume, Walter ל – Guatier וכי'), וההטעמה לא עברה, כמו בגרמנית, אל ההברה הראשונה.$</small>"
Rashi on Beitzah.24b.9.2,"871 ביצה כד: <b>דה""מ ולערב אסורין…</b><br>רומ""א Rome <b>רומא (בירת איטליה)</b><br><small>$</small>"
Rashi on Beitzah 25b:2:2,"872 ביצה כה: <b>בצל</b><br>ציבו""ט civot <b>בצלצול (בצלית, בצל ירוק)</b><br><small>בחלק גדול מהמקורות הלעז כולל אות למ""ד, הרומז לצורה הפרובנסאלית cebola (שחדרה לצרפתית הצפונית כפי הנראה רק במאה הי""ג לספירתם). מכל מקום שתי המלים נגזרות מלטינית caepa ""בצל"", ומכנות זנים קטנים של בצלים.$</small>"
Rashi on Beitzah 25b:8:1,"873 ביצה כה: <b>עזים</b><br>אינגרי""ש [engres] engres <b>עַזי-רוח</b><br><small>ראה להלן מס' 2422.$</small>"
Rashi on Beitzah 25b:8:2,"874 ביצה כה: <b>צלף</b><br>קפר""ו cappero <b>שיח-צָלָף (באיטלקית)</b><br><small>נמצא רק בשלושה כתבי-יד (כפי הנראה ממוצא איטלקי) וכן חסר בדפוסים. מסתבר, שאינו מאת רש""י. ר' בלונדהיים ב' (ע' 137-134).$</small>"
Rashi on Beitzah 25b:10:1,"875 ביצה כה: <b>גלודקי</b><br>פלדישטו""ל faldestol <b>כיסא מתקפל</b><br><small>$</small>"
Rashi on Beitzah 25b:13:2,"876 ביצה כה: <b>אלונקי</b><br>שנבואיל""ש sanbuels <b>מושבים הדומים לאוכפים</b><br><small>ר' ההסבר המפורט, שהוסיף רש""י בפירושו. המילונים נותנים רק את המלה (sanbue=) sambue. שמשמעותה ""אוכף"".$</small>"
Rashi on Beitzah 26b:15:3,"877 ביצה כו: <b>אפרסקין</b><br>פירשקי""ש persches <b>אפרסקים</b><br><small>ראה לעיל מס' 174.$</small>"
Rashi on Beitzah 26b:15:4,"878 ביצה כו: <b>חבושין</b><br>קודוינ""ץ codoinz <b>חבושים (פירות)</b><br><small>$</small>"
Rashi on Beitzah 27a:12:3,"879 ביצה כז. <b>דוקין</b><br>טייל""א teile <b>תבלול (כתם בעין המצמצם את הראייה)</b><br><small>ראה לעיל מס' 675.$</small>"
Rashi on Beitzah 28a:8:1,"880 ביצה כח. <b>אטליז</b><br>מציקר""א macecre <b>אטליז (מקום, ששוחטים בהמות ומוכרים את בשרן)</b><br><small>חסר בדפוסים. מקומו בדה""מ ""דתנן פסולי המוקדשין…"", אחרי המלים ""שנשחטים באטליז"". המלה הצרפתית, שמוצאה אולי מהערבית, נשארה בלשון יינו רק במובן של ""טֶבַח"" (massacre). מאידך היא קרובה כפי הנראה לגרמנית Metzger(ei), אף-על-פי שמוצאים למלה זו גם מקורות אחרים.$</small>"
Rashi on Beitzah 28a:13:1,"881 ביצה כח. <b>משחיזין</b><br>אגוישיי""ר aguisier <b>להשחיז</b><br><small>ר' בלונדהיים ב' (ע' 61).$</small>"
Rashi on Beitzah 28b:5:1,"882 ביצה כח: <b>נרצם</b><br>אישפויזטיי""ר להקהות את החוד של (כלי) <b>espointier</b><br><small>$</small>"
Rashi on Beitzah.28b.9.3,"883 ביצה כח: <b>כלי של ברזל</b><br>טריפיי""ד trepied <b>חצובה (בעלת שלוש רגליים)</b><br><small>בארבעה כתבי-יד יש פירוש ארוך. בדה""מ ""ואע""ג דמפשיט בידיה"". אחרי המלים ""להכות עליו בפטיש"". ושם הביטוי ""כלי של ברזל"" מפורש בלעז ""טריפיי""ד"".$</small>"
Rashi on Beitzah 29a:12:1,"884 ביצה כט. <b>אופיא</b><br>אישקומ""א escume <b>קֶצֶף</b><br><small>ר' מילונו של לוי (מס' 342).$</small>"
Rashi on Beitzah 29a:15:6,"885 ביצה כט. <b>יקדיח</b><br>אדורשי""ר adorser <b>לתת (את התבשילים) להישרף ולהידבק בסיר</b><br><small>ר' בלונדהיים ב' (ע' 53-51).$</small>"
Rashi on Beitzah 29b:4:3,"886 ביצה כט: <b>(טיבותיך)[טיבו]</b><br>גרי""ד gred <b>טובה</b><br><small>במשמעות של ""לעשות טובה למישהו"" או ""בלי טובות"". כלומר מעשה חסד.$</small>"
Rashi on Beitzah 29b:5:3,"887 ביצה כט: <b>תוך</b><br>טורנידויר""א חלק (של שולחן) המתהפך (ואפשר אש לשים חפצים בתוכו) <b>ternedoire</b><br><small>$</small>"
Rashi on Beitzah.30a.3.1,"888 ביצה ל. <b>עתר</b><br>פורק""א forche <b>קלשון</b><br><small>$</small>"
Rashi on Beitzah 30b:5:2,"889 ביצה ל: <b>נר</b><br>קרוישו""ל croisol <b>מנורה</b><br><small>ראה לעיל מס' 135.$</small>"
Rashi on Beitzah 30b:11:1,"890 ביצה ל: <b>קרמין</b><br>אוברי""ץ ovrez <b>מעשה אורג בעבודות מחט</b><br><small>$</small>"
Rashi on Beitzah.31a.8.2,"891 ביצה לא. <b>דה""מ לא בקרדום</b><br>איש""א [aisse] aise <b>מעצד של רצענים</b><br><small>ר' בלונדהיים ב' (ע' 71).$</small>"
Rashi on Beitzah.31a.8.2,"892 ביצה לא. <b>דה""מ לא בקרדום</b><br>בישאגו""ד besagud <b>כלי בעל שני ראשים חדים</b><br><small>ר' מילונו של לוי (מס' 156).$</small>"
Rashi on Beitzah 31a:8:3,"893 ביצה לא. <b>מגירה</b><br>שיר""א [serre] sere <b>משור</b><br><small>ראה לעיל מס' 808$</small>"
