Index Title,Job
Job 29:25,אֶ֥בְחַ֣ר דַּרְכָּם֮ וְאֵשֵׁ֢ב רֹ֥֫אשׁ וְ֭אֶשְׁכּוֹן כְּמֶ֣לֶךְ בַּגְּד֑וּד כַּאֲשֶׁ֖ר אֲבֵלִ֣ים יְנַחֵֽם׃
Job 30:1,וְעַתָּ֤ה&thinsp;<b>׀</b> שָׂ֥חֲק֣וּ עָלַי֮ צְעִירִ֥ים מִמֶּ֗נִּי לְיָ֫מִ֥ים אֲשֶׁר־מָאַ֥סְתִּי אֲבוֹתָ֑ם לָ֝שִׁ֗ית עִם־כַּלְבֵ֥י צֹאנִֽי׃
Job 30:2,גַּם־כֹּ֣חַ יְ֭דֵיהֶם לָ֣מָּה לִּ֑י עָ֝לֵ֗ימוֹ אָ֣בַד כָּֽלַח׃
Job 30:3,בְּחֶ֥סֶר וּבְכָפָ֗ן גַּ֫לְמ֥וּד הַעֹרְקִ֥ים צִיָּ֑ה אֶ֝֗מֶשׁ שׁוֹאָ֥ה וּמְשֹׁאָֽה׃
Job 30:4,הַקֹּטְפִ֣ים מַלּ֣וּחַ עֲלֵי־שִׂ֑יחַ וְשֹׁ֖רֶשׁ רְתָמִ֣ים לַחְמָֽם׃
Job 30:5,מִן־גֵּ֥ו יְגֹרָ֑שׁוּ יָרִ֥יעוּ עָ֝לֵ֗ימוֹ כַּגַּנָּֽב׃
Job 30:6,בַּעֲר֣וּץ נְחָלִ֣ים לִשְׁכֹּ֑ן חֹרֵ֖י עָפָ֣ר וְכֵפִֽים׃
Job 30:7,בֵּין־שִׂיחִ֥ים יִנְהָ֑קוּ תַּ֖חַת חָר֣וּל יְסֻפָּֽחוּ׃
Job 30:8,בְּֽנֵי־נָ֭בָל גַּם־בְּנֵ֣י בְלִי־שֵׁ֑ם נִ֝כְּא֗וּ מִן־הָאָֽרֶץ׃
Job 30:9,וְ֭עַתָּה נְגִינָתָ֣ם הָיִ֑יתִי וָאֱהִ֖י לָהֶ֣ם לְמִלָּֽה׃
Job 30:10,תִּ֭עֲבוּנִי רָ֣חֲקוּ מֶ֑נִּי וּ֝מִפָּנַ֗י לֹא־חָ֥שְׂכוּ רֹֽק׃
Job 30:11,"כִּֽי־<span class=""mam-kq""><span class=""mam-kq-q"">[יִתְרִ֣י]</span> <span class=""mam-kq-k"">(יתרו)</span></span> פִ֭תַּח וַיְעַנֵּ֑נִי וְ֝רֶ֗סֶן מִפָּנַ֥י שִׁלֵּֽחוּ׃"
Job 30:12,עַל־יָמִין֮ פִּרְחַ֢ח יָ֫ק֥וּמוּ רַגְלַ֥י שִׁלֵּ֑חוּ וַיָּסֹ֥לּוּ עָ֝לַ֗י אׇרְח֥וֹת אֵידָֽם׃
Job 30:13,נָֽתְס֗וּ נְֽתִיבָ֫תִ֥י לְהַוָּתִ֥י יֹעִ֑ילוּ לֹ֖א עֹזֵ֣ר לָֽמוֹ׃
Job 30:14,כְּפֶ֣רֶץ רָחָ֣ב יֶאֱתָ֑יוּ תַּ֥חַת שֹׁ֝אָ֗ה הִתְגַּלְגָּֽלוּ׃
Job 30:15,הׇהְפַּ֥ךְ עָלַ֗י בַּלָּ֫ה֥וֹת תִּרְדֹּ֣ף כָּ֭רוּחַ נְדִבָתִ֑י וּ֝כְעָ֗ב עָבְרָ֥ה יְשֻׁעָתִֽי׃
Job 30:16,וְעַתָּ֗ה עָ֭לַי תִּשְׁתַּפֵּ֣ךְ נַפְשִׁ֑י יֹ֖אחֲז֣וּנִי יְמֵי־עֹֽנִי׃
Job 30:17,לַ֗יְלָה עֲ֭צָמַי נִקַּ֣ר מֵעָלָ֑י וְ֝עֹרְקַ֗י לֹ֣א יִשְׁכָּבֽוּן׃
Job 30:18,בְּרׇב־כֹּ֭חַ יִתְחַפֵּ֣שׂ לְבוּשִׁ֑י כְּפִ֖י כֻתׇּנְתִּ֣י יַאַזְרֵֽנִי׃
Job 30:19,הֹרָ֥נִי לַחֹ֑מֶר וָ֝אֶתְמַשֵּׁ֗ל כֶּעָפָ֥ר וָאֵֽפֶר׃
Job 30:20,אֲשַׁוַּ֣ע אֵ֭לֶיךָ וְלֹ֣א תַֽעֲנֵ֑נִי עָ֝מַ֗דְתִּי וַתִּתְבֹּ֥נֶן בִּֽי׃
Job 30:21,תֵּהָפֵ֣ךְ לְאַכְזָ֣ר לִ֑י בְּעֹ֖צֶם יָדְךָ֣ תִשְׂטְמֵֽנִי׃
Job 30:22,"תִּשָּׂאֵ֣נִי אֶל־ר֭וּחַ תַּרְכִּיבֵ֑נִי וּ֝תְמֹגְגֵ֗נִי <span class=""mam-kq""><span class=""mam-kq-k"">(תשוה)</span> <span class=""mam-kq-q"">[תּוּשִׁיָּֽה]</span></span>׃"
Job 30:23,כִּֽי־יָ֭דַעְתִּי מָ֣וֶת תְּשִׁיבֵ֑נִי וּבֵ֖ית מוֹעֵ֣ד לְכׇל־חָֽי׃
Job 30:24,אַ֣ךְ לֹֽא־בְ֭עִי יִשְׁלַח־יָ֑ד אִם־בְּ֝פִיד֗וֹ לָהֶ֥ן שֽׁוּעַ׃
Job 30:25,אִם־לֹ֣א בָ֭כִיתִי לִקְשֵׁה־י֑וֹם עָֽגְמָ֥ה נַ֝פְשִׁ֗י לָאֶבְיֽוֹן׃
Job 30:26,כִּ֤י ט֣וֹב קִ֭וִּיתִי וַיָּ֣בֹא רָ֑ע וַאֲיַחֲלָ֥ה לְ֝א֗וֹר וַיָּ֥בֹא אֹֽפֶל׃
Job 30:27,מֵעַ֖י רֻתְּח֥וּ וְלֹא־דָ֗מּוּ קִדְּמֻ֥נִי יְמֵי־עֹֽנִי׃
Job 30:28,קֹדֵ֣ר הִ֭לַּכְתִּי בְּלֹ֣א חַמָּ֑ה קַ֖מְתִּי בַקָּהָ֣ל אֲשַׁוֵּֽעַ׃
Job 30:29,אָ֭ח הָיִ֣יתִי לְתַנִּ֑ים וְ֝רֵ֗עַ לִבְנ֥וֹת יַעֲנָֽה׃
Job 30:30,ע֭וֹרִי שָׁחַ֣ר מֵעָלָ֑י וְעַצְמִי־חָ֝֗רָה מִנִּי־חֹֽרֶב׃
Job 30:31,וַיְהִ֣י לְ֭אֵבֶל כִּנֹּרִ֑י וְ֝עֻגָבִ֗י לְק֣וֹל בֹּכִֽים׃
Job 31:1,בְּ֭רִית כָּרַ֣תִּי לְעֵינָ֑י וּמָ֥ה אֶ֝תְבּוֹנֵ֗ן עַל־בְּתוּלָֽה׃
Job 31:2,וּמֶ֤ה&thinsp;<b>׀</b> חֵ֣לֶק אֱל֣וֹהַּ מִמָּ֑עַל וְֽנַחֲלַ֥ת שַׁ֝דַּ֗י מִמְּרֹמִֽים׃
Job 31:3,הֲלֹא־אֵ֥יד לְעַוָּ֑ל וְ֝נֵ֗כֶר לְפֹ֣עֲלֵי אָֽוֶן׃
Job 31:4,הֲלֹא־ה֭וּא יִרְאֶ֣ה דְרָכָ֑י וְֽכׇל־צְעָדַ֥י יִסְפּֽוֹר׃
Job 31:5,אִם־הָלַ֥כְתִּי עִם־שָׁ֑וְא וַתַּ֖חַשׁ עַל־מִרְמָ֣ה רַגְלִֽי׃
Job 31:6,יִשְׁקְלֵ֥נִי בְמֹֽאזְנֵי־צֶ֑דֶק וְיֵדַ֥ע אֱ֝ל֗וֹהַּ תֻּמָּתִֽי׃
Job 31:7,אִ֥ם תִּטֶּ֣ה אַשֻּׁרִי֮ מִנִּ֢י הַ֫דָּ֥רֶךְ וְאַחַ֣ר עֵ֭ינַי הָלַ֣ךְ לִבִּ֑י וּ֝בְכַפַּ֗י דָּ֣בַק מֽאוּם׃
Job 31:8,אֶ֭זְרְעָה וְאַחֵ֣ר יֹאכֵ֑ל וְֽצֶאֱצָאַ֥י יְשֹׁרָֽשׁוּ׃
Job 31:9,אִם־נִפְתָּ֣ה לִ֭בִּי עַל־אִשָּׁ֑ה וְעַל־פֶּ֖תַח רֵעִ֣י אָרָֽבְתִּי׃
Job 31:10,תִּטְחַ֣ן לְאַחֵ֣ר אִשְׁתִּ֑י וְ֝עָלֶ֗יהָ יִכְרְע֥וּן אֲחֵרִֽין׃
Job 31:11,"כִּי־<span class=""mam-kq""><span class=""mam-kq-q"">[הִ֥יא]</span> <span class=""mam-kq-k"">(הוא)</span></span> זִמָּ֑ה <span class=""mam-kq""><span class=""mam-kq-k"">(והיא)</span> <span class=""mam-kq-q"">[וְ֝ה֗וּא]</span></span> עָוֺ֥ן פְּלִילִֽים׃"
Job 31:12,כִּ֤י אֵ֣שׁ הִ֭יא עַד־אֲבַדּ֣וֹן תֹּאכֵ֑ל וּֽבְכׇל־תְּב֖וּאָתִ֣י תְשָׁרֵֽשׁ׃
Job 31:13,אִם־אֶמְאַ֗ס מִשְׁפַּ֣ט עַ֭בְדִּי וַאֲמָתִ֑י בְּ֝רִבָ֗ם עִמָּדִֽי׃
Job 31:14,וּמָ֣ה אֶ֭עֱשֶׂה כִּֽי־יָק֣וּם אֵ֑ל וְכִי־יִ֝פְקֹ֗ד מָ֣ה אֲשִׁיבֶֽנּוּ׃
Job 31:15,הֲֽלֹא־בַ֭בֶּטֶן עֹשֵׂ֣נִי עָשָׂ֑הוּ וַ֝יְכֻנֶ֗נּוּ בָּרֶ֥חֶם אֶחָֽד׃
Job 31:16,אִם־אֶ֭מְנַע מֵחֵ֣פֶץ דַּלִּ֑ים וְעֵינֵ֖י אַלְמָנָ֣ה אֲכַלֶּֽה׃
Job 31:17,וְאֹכַ֣ל פִּתִּ֣י לְבַדִּ֑י וְלֹֽא־אָכַ֖ל יָת֣וֹם מִמֶּֽנָּה׃
Job 31:18,כִּ֣י מִ֭נְּעוּרַי גְּדֵלַ֣נִי כְאָ֑ב וּמִבֶּ֖טֶן אִמִּ֣י אַנְחֶֽנָּה׃
Job 31:19,אִם־אֶרְאֶ֣ה א֭וֹבֵד מִבְּלִ֣י לְב֑וּשׁ וְאֵ֥ין כְּ֝ס֗וּת לָאֶבְיֽוֹן׃
Job 31:20,"אִם־לֹ֣א בֵרְכ֣וּנִי <span class=""mam-kq-trivial"">חֲלָצָ֑ו </span>וּמִגֵּ֥ז כְּ֝בָשַׂ֗י יִתְחַמָּֽם׃"
Job 31:21,אִם־הֲנִיפ֣וֹתִי עַל־יָת֣וֹם יָדִ֑י כִּֽי־אֶרְאֶ֥ה בַ֝שַּׁ֗עַר עֶזְרָתִֽי׃
Job 31:22,כְּ֭תֵפִי מִשִּׁכְמָ֣ה תִפּ֑וֹל וְ֝אֶזְרֹעִ֗י מִקָּנָ֥ה תִשָּׁבֵֽר׃
Job 31:23,כִּ֤י פַ֣חַד אֵ֭לַי אֵ֣יד אֵ֑ל וּ֝מִשְּׂאֵת֗וֹ לֹ֣א אוּכָֽל׃
Job 31:24,אִם־שַׂ֣מְתִּי זָהָ֣ב כִּסְלִ֑י וְ֝לַכֶּ֗תֶם אָמַ֥רְתִּי מִבְטַחִֽי׃
Job 31:25,אִם־אֶ֭שְׂמַח כִּֽי־רַ֣ב חֵילִ֑י וְכִֽי־כַ֝בִּ֗יר מָצְאָ֥ה יָדִֽי׃
Job 31:26,אִם־אֶרְאֶ֣ה א֭וֹר כִּ֣י יָהֵ֑ל וְ֝יָרֵ֗חַ יָקָ֥ר הֹלֵֽךְ׃
Job 31:27,וַיִּ֣פְתְּ בַּסֵּ֣תֶר לִבִּ֑י וַתִּשַּׁ֖ק יָדִ֣י לְפִֽי׃
Job 31:28,גַּם־ה֭וּא עָוֺ֣ן פְּלִילִ֑י כִּֽי־כִחַ֖שְׁתִּי לָאֵ֣ל מִמָּֽעַל׃
Job 31:29,אִם־אֶ֭שְׂמַח בְּפִ֣יד מְשַׂנְאִ֑י וְ֝הִתְעֹרַ֗רְתִּי כִּֽי־מְצָ֥אוֹ רָֽע׃
Job 31:30,וְלֹא־נָתַ֣תִּי לַחֲטֹ֣א חִכִּ֑י לִשְׁאֹ֖ל בְּאָלָ֣ה נַפְשֽׁוֹ׃
Job 31:31,אִם־לֹ֣א אָ֭מְרוּ מְתֵ֣י אׇהֳלִ֑י מִי־יִתֵּ֥ן מִ֝בְּשָׂר֗וֹ לֹ֣א נִשְׂבָּֽע׃
Job 31:32,בַּ֭חוּץ לֹא־יָלִ֣ין גֵּ֑ר דְּ֝לָתַ֗י לָאֹ֥רַח אֶפְתָּֽח׃
Job 31:33,אִם־כִּסִּ֣יתִי כְאָדָ֣ם פְּשָׁעָ֑י לִטְמ֖וֹן בְּחֻבִּ֣י עֲוֺנִֽי׃
Job 31:34,כִּ֤י אֶעֱר֨וֹץ&thinsp;<b>׀</b> הָ֘מ֤וֹן רַבָּ֗ה וּבוּז־מִשְׁפָּח֥וֹת יְחִתֵּ֑נִי וָ֝אֶדֹּ֗ם לֹא־אֵ֥צֵא פָֽתַח׃
Job 31:35,מִ֤י יִתֶּן־לִ֨י&thinsp;<b>׀</b> שֹׁ֘מֵ֤עַֽ לִ֗י הֶן־תָּ֭וִי שַׁדַּ֣י יַעֲנֵ֑נִי וְסֵ֥פֶר כָּ֝תַ֗ב אִ֣ישׁ רִיבִֽי׃
Job 31:36,אִם־לֹ֣א עַל־שִׁ֭כְמִי אֶשָּׂאֶ֑נּוּ אֶעֶנְדֶ֖נּוּ עֲטָר֣וֹת לִֽי׃
Job 31:37,מִסְפַּ֣ר צְ֭עָדַי אַגִּידֶ֑נּוּ כְּמוֹ־נָ֝גִ֗יד אֲקָֽרְבֶֽנּוּ׃
Job 31:38,אִם־עָ֭לַי אַדְמָתִ֣י תִזְעָ֑ק וְ֝יַ֗חַד תְּלָמֶ֥יהָ יִבְכָּיֽוּן׃
Job 31:39,אִם־כֹּ֭חָהּ אָכַ֣לְתִּי בְלִי־כָ֑סֶף וְנֶ֖פֶשׁ בְּעָלֶ֣יהָ הִפָּֽחְתִּי׃
Job 31:40,תַּ֤חַת חִטָּ֨ה&thinsp;<b>׀</b> יֵ֥צֵא ח֗וֹחַ וְתַֽחַת־שְׂעֹרָ֥ה בׇאְשָׁ֑ה תַּ֝֗מּוּ דִּבְרֵ֥י אִיּֽוֹב׃&nbsp;<span>{פ}</span><br>
Job 32:1,וַֽיִּשְׁבְּת֡וּ שְׁלֹ֤שֶׁת הָאֲנָשִׁ֣ים הָ֭אֵלֶּה מֵעֲנ֣וֹת אֶת־אִיּ֑וֹב כִּ֤י ה֖וּא צַדִּ֣יק בְּעֵינָֽיו׃&nbsp;<span>{פ}</span><br>
Job 32:2,"וַיִּ֤חַר אַ֨ף&thinsp;<b>׀</b> אֱלִיה֣וּא בֶן־בַּרַכְאֵ֣ל הַבּוּזִי֮ מִמִּשְׁפַּ֢חַ֫ת<span class=""mam-implicit-maqaf"">־</span>רָ֥ם בְּ֭אִיּוֹב חָרָ֣ה אַפּ֑וֹ עַֽל־צַדְּק֥וֹ נַ֝פְשׁ֗וֹ מֵאֱלֹהִֽים׃"
Job 32:3,וּבִשְׁלֹ֣שֶׁת רֵעָיו֮ חָרָ֢ה אַ֫פּ֥וֹ עַ֤ל אֲשֶׁ֣ר לֹא־מָצְא֣וּ מַעֲנֶ֑ה וַ֝יַּרְשִׁ֗יעוּ אֶת־אִיּֽוֹב׃
Job 32:4,וֶאֱלִיה֗וּ חִכָּ֣ה אֶת־אִ֭יּוֹב בִּדְבָרִ֑ים כִּ֤י זְֽקֵנִים־הֵ֖מָּה מִמֶּ֣נּוּ לְיָמִֽים׃
Job 32:5,וַיַּ֤רְא אֱלִיה֗וּא כִּ֘י אֵ֤ין מַֽעֲנֶ֗ה בְּ֭פִי שְׁלֹ֥שֶׁת הָֽאֲנָשִׁ֗ים וַיִּ֥חַר אַפּֽוֹ׃&nbsp;<span>{פ}</span><br>
Job 32:6,וַיַּ֤עַן&thinsp;<b>׀</b> אֱלִיה֖וּא בֶן־בַּרַכְאֵ֥ל הַבּוּזִ֗י וַיֹּ֫אמַ֥ר צָ֘עִ֤יר אֲנִ֣י לְ֭יָמִים וְאַתֶּ֣ם יְשִׁישִׁ֑ים עַל־כֵּ֖ן זָחַ֥לְתִּי וָאִירָ֓א&thinsp;<b>׀</b> מֵחַוֺּ֖ת דֵּעִ֣י אֶתְכֶֽם׃
Job 32:7,אָ֭מַרְתִּי יָמִ֣ים יְדַבֵּ֑רוּ וְרֹ֥ב שָׁ֝נִ֗ים יֹדִ֥יעוּ חׇכְמָֽה׃
Job 32:8,אָ֭כֵן רוּחַ־הִ֣יא בֶאֱנ֑וֹשׁ וְנִשְׁמַ֖ת שַׁדַּ֣י תְּבִינֵֽם׃
Job 32:9,לֹא־רַבִּ֥ים יֶחְכָּ֑מוּ וּ֝זְקֵנִ֗ים יָבִ֥ינוּ מִשְׁפָּֽט׃
Job 32:10,לָכֵ֣ן אָ֭מַרְתִּי שִׁמְעָה־לִּ֑י אֲחַוֶּ֖ה דֵעִ֣י אַף־אָֽנִי׃
Job 32:11,הֵ֤ן הוֹחַ֨לְתִּי&thinsp;<b>׀</b> לְֽדִבְרֵיכֶ֗ם אָ֭זִין עַד־תְּב֥וּנֹֽתֵיכֶ֑ם עַֽד־תַּחְקְר֥וּן מִלִּֽין׃
Job 32:12,וְעָ֥דֵיכֶ֗ם אֶתְבּ֫וֹנָ֥ן וְהִנֵּ֤ה אֵ֣ין לְאִיּ֣וֹב מוֹכִ֑יחַ עוֹנֶ֖ה אֲמָרָ֣יו מִכֶּֽם׃
Job 32:13,פֶּן־תֹּ֣֭אמְרוּ מָצָ֣אנוּ חׇכְמָ֑ה אֵ֖ל יִדְּפֶ֣נּוּ לֹא־אִֽישׁ׃
Job 32:14,וְלֹא־עָרַ֣ךְ אֵלַ֣י מִלִּ֑ין וּ֝בְאִמְרֵיכֶ֗ם לֹ֣א אֲשִׁיבֶֽנּוּ׃
Job 32:15,חַ֭תּוּ לֹא־עָ֣נוּ ע֑וֹד הֶעְתִּ֖יקוּ מֵהֶ֣ם מִלִּֽים׃
Job 32:16,וְ֭הוֹחַלְתִּי כִּי־לֹ֣א יְדַבֵּ֑רוּ כִּ֥י עָ֝מְד֗וּ לֹא־עָ֥נוּ עֽוֹד׃
Job 32:17,אַעֲנֶ֣ה אַף־אֲנִ֣י חֶלְקִ֑י אֲחַוֶּ֖ה דֵעִ֣י אַף־אָֽנִי׃
Job 32:18,כִּ֭י מָלֵ֣תִי מִלִּ֑ים הֱ֝צִיקַ֗תְנִי ר֣וּחַ בִּטְנִֽי׃
Job 32:19,הִנֵּֽה־בִטְנִ֗י כְּיַ֥יִן לֹֽא־יִפָּתֵ֑חַ כְּאֹב֥וֹת חֲ֝דָשִׁ֗ים יִבָּקֵֽעַ׃
Job 32:20,אֲדַבְּרָ֥ה וְיִֽרְוַֽח־לִ֑י אֶפְתַּ֖ח שְׂפָתַ֣י וְאֶעֱנֶֽה׃
Job 32:21,אַל־נָ֭א אֶשָּׂ֣א פְנֵי־אִ֑ישׁ וְאֶל־אָ֝דָ֗ם לֹ֣א אֲכַנֶּֽה׃
Job 32:22,כִּ֤י לֹ֣א יָדַ֣עְתִּי אֲכַנֶּ֑ה כִּ֝מְעַ֗ט יִשָּׂאֵ֥נִי עֹשֵֽׂנִי׃
Job 33:1,וְֽאוּלָ֗ם שְׁמַֽע־נָ֣א אִיּ֣וֹב מִלָּ֑י וְֽכׇל־דְּבָרַ֥י הַאֲזִֽינָה׃
Job 33:2,הִנֵּה־נָ֭א פָּתַ֣חְתִּי פִ֑י דִּבְּרָ֖ה לְשׁוֹנִ֣י בְחִכִּֽי׃
Job 33:3,יֹשֶׁר־לִבִּ֥י אֲמָרָ֑י וְדַ֥עַת שְׂ֝פָתַ֗י בָּר֥וּר מִלֵּֽלוּ׃
Job 33:4,רֽוּחַ־אֵ֥ל עָשָׂ֑תְנִי וְנִשְׁמַ֖ת שַׁדַּ֣י תְּחַיֵּֽנִי׃
Job 33:5,אִם־תּוּכַ֥ל הֲשִׁיבֵ֑נִי עֶרְכָ֥ה לְ֝פָנַ֗י הִתְיַצָּֽבָה׃
Job 33:6,הֵן־אֲנִ֣י כְפִ֣יךָ לָאֵ֑ל מֵ֝חֹ֗מֶר קֹרַ֥צְתִּי גַם־אָֽנִי׃
Job 33:7,הִנֵּ֣ה אֵ֭מָתִי לֹ֣א תְבַעֲתֶ֑ךָּ וְ֝אַכְפִּ֗י עָלֶ֥יךָ לֹֽא־יִכְבָּֽד׃
Job 33:8,אַ֭ךְ אָמַ֣רְתָּ בְאׇזְנָ֑י וְק֖וֹל מִלִּ֣ין אֶשְׁמָֽע׃
Job 33:9,"זַ֥ךְ אֲנִ֗י בְּֽלִ֫י<span class=""mam-implicit-maqaf"">־</span>פָ֥שַׁע <small>חַ֥</small>ף אָנֹכִ֑י וְלֹ֖א עָוֺ֣ן לִֽי׃"
Job 33:10,הֵ֣ן תְּ֭נוּאוֹת עָלַ֣י יִמְצָ֑א יַחְשְׁבֵ֖נִי לְאוֹיֵ֣ב לֽוֹ׃
Job 33:11,יָשֵׂ֣ם בַּסַּ֣ד רַגְלָ֑י יִ֝שְׁמֹ֗ר כׇּל־אׇרְחֹתָֽי׃
Job 33:12,הֶן־זֹ֣את לֹא־צָדַ֣קְתָּ אֶעֱנֶ֑ךָּ כִּי־יִרְבֶּ֥ה אֱ֝ל֗וֹהַּ מֵאֱנֽוֹשׁ׃
Job 33:13,מַ֭דּוּעַ אֵלָ֣יו רִיב֑וֹתָ כִּ֥י כׇל־דְּ֝בָרָ֗יו לֹ֣א יַעֲנֶֽה׃
Job 33:14,כִּֽי־בְאַחַ֥ת יְדַבֶּר־אֵ֑ל וּ֝בִשְׁתַּ֗יִם לֹ֣א יְשׁוּרֶֽנָּה׃
Job 33:15,בַּחֲל֤וֹם&thinsp;<b>׀</b> חֶזְי֬וֹן לַ֗יְלָה בִּנְפֹ֣ל תַּ֭רְדֵּמָה עַל־אֲנָשִׁ֑ים בִּ֝תְנוּמ֗וֹת עֲלֵ֣י מִשְׁכָּֽב׃
Job 33:16,אָ֣ז יִ֭גְלֶה אֹ֣זֶן אֲנָשִׁ֑ים וּבְמֹ֖סָרָ֣ם יַחְתֹּֽם׃
Job 33:17,לְ֭הָסִיר אָדָ֣ם מַעֲשֶׂ֑ה וְגֵוָ֖ה מִגֶּ֣בֶר יְכַסֶּֽה׃
Job 33:18,יַחְשֹׂ֣ךְ נַ֭פְשׁוֹ מִנִּי־שָׁ֑חַת וְ֝חַיָּת֗וֹ מֵעֲבֹ֥ר בַּשָּֽׁלַח׃
Job 33:19,"וְהוּכַ֣ח בְּ֭מַכְאוֹב עַל־מִשְׁכָּב֑וֹ <span class=""mam-kq""><span class=""mam-kq-k"">(וריב)</span> <span class=""mam-kq-q"">[וְר֖וֹב]</span></span> עֲצָמָ֣יו אֵתָֽן׃"
Job 33:20,וְזִהֲמַ֣תּוּ חַיָּת֣וֹ לָ֑חֶם וְ֝נַפְשׁ֗וֹ מַאֲכַ֥ל תַּאֲוָֽה׃
Job 33:21,"יִ֣כֶל בְּשָׂר֣וֹ מֵרֹ֑אִי <span class=""mam-kq""><span class=""mam-kq-k"">(ושפי)</span> <span class=""mam-kq-q"">[וְשֻׁפּ֥וּ]</span></span> עַ֝צְמֹתָ֗יו לֹ֣א רֻאּֽוּ׃"
Job 33:22,וַתִּקְרַ֣ב לַשַּׁ֣חַת נַפְשׁ֑וֹ וְ֝חַיָּת֗וֹ לַֽמְמִתִֽים׃
Job 33:23,אִם־יֵ֤שׁ עָלָ֨יו&thinsp;<b>׀</b> מַלְאָ֗ךְ מֵלִ֗יץ אֶחָ֥ד מִנִּי־אָ֑לֶף לְהַגִּ֖יד לְאָדָ֣ם יָשְׁרֽוֹ׃
Job 33:24,וַיְחֻנֶּ֗נּוּ וַיֹּ֗אמֶר פְּ֭דָעֵהוּ מֵרֶ֥דֶת שָׁ֗חַת מָצָ֥אתִי כֹֽפֶר׃
Job 33:25,רֻֽטְפַ֣שׁ בְּשָׂר֣וֹ מִנֹּ֑עַר יָ֝שׁ֗וּב לִימֵ֥י עֲלוּמָֽיו׃
Job 33:26,יֶעְתַּ֤ר אֶל־אֱל֨וֹהַּ&thinsp;<b>׀</b> וַיִּרְצֵ֗הוּ וַיַּ֣רְא פָּ֭נָיו בִּתְרוּעָ֑ה וַיָּ֥שֶׁב לֶ֝אֱנ֗וֹשׁ צִדְקָתֽוֹ׃
Job 33:27,יָשֹׁ֤ר&thinsp;<b>׀</b> עַל־אֲנָשִׁ֗ים וַיֹּ֗אמֶר חָ֭טָאתִי וְיָשָׁ֥ר הֶעֱוֵ֗יתִי וְלֹא־שָׁ֥וָה לִֽי׃
Job 33:28,"פָּדָ֣ה <span class=""mam-kq""><span class=""mam-kq-k"">(נפשי)</span> <span class=""mam-kq-q"">[נַ֭פְשׁוֹ]</span></span> מֵעֲבֹ֣ר בַּשָּׁ֑חַת <span class=""mam-kq""><span class=""mam-kq-k"">(וחיתי)</span> <span class=""mam-kq-q"">[וְ֝חַיָּת֗וֹ]</span></span> בָּא֥וֹר תִּרְאֶֽה׃"
Job 33:29,הֶן־כׇּל־אֵ֭לֶּה יִפְעַל־אֵ֑ל פַּעֲמַ֖יִם שָׁל֣וֹשׁ עִם־גָּֽבֶר׃
Job 33:30,לְהָשִׁ֣יב נַ֭פְשׁוֹ מִנִּי־שָׁ֑חַת לֵ֝א֗וֹר בְּא֣וֹר הַחַיִּֽים׃
Job 33:31,הַקְשֵׁ֖ב אִיּ֥וֹב שְֽׁמַֽע־לִ֑י הַ֝חֲרֵ֗שׁ וְאָנֹכִ֥י אֲדַבֵּֽר׃
Job 33:32,אִם־יֵשׁ־מִלִּ֥ין הֲשִׁיבֵ֑נִי דַּ֝בֵּ֗ר כִּֽי־חָפַ֥צְתִּי צַדְּקֶֽךָּ׃
Job 33:33,אִם־אַ֭יִן אַתָּ֥ה שְֽׁמַֽע־לִ֑י הַ֝חֲרֵ֗שׁ וַאֲאַלֶּפְךָ֥ חׇכְמָֽה׃&nbsp;<span>{פ}</span><br>
Job 34:1,וַיַּ֥עַן אֱלִיה֗וּא וַיֹּאמַֽר׃
Job 34:2,שִׁמְע֣וּ חֲכָמִ֣ים מִלָּ֑י וְ֝יֹֽדְעִ֗ים הַֽאֲזִ֥ינוּ לִֽי׃
Job 34:3,כִּי־אֹ֭זֶן מִלִּ֣ין תִּבְחָ֑ן וְ֝חֵ֗ךְ יִטְעַ֥ם לֶאֱכֹֽל׃
Job 34:4,מִשְׁפָּ֥ט נִבְחֲרָה־לָּ֑נוּ נֵדְעָ֖ה בֵינֵ֣ינוּ מַה־טּֽוֹב׃
Job 34:5,כִּֽי־אָמַ֣ר אִיּ֣וֹב צָדַ֑קְתִּי וְ֝אֵ֗ל הֵסִ֥יר מִשְׁפָּטִֽי׃
Job 34:6,עַל־מִשְׁפָּטִ֥י אֲכַזֵּ֑ב אָנ֖וּשׁ חִצִּ֣י בְלִי־פָֽשַׁע׃
Job 34:7,מִי־גֶ֥בֶר כְּאִיּ֑וֹב יִֽשְׁתֶּה־לַּ֥עַג כַּמָּֽיִם׃
Job 34:8,וְאָרַ֣ח לְ֭חֶבְרָה עִם־פֹּ֣עֲלֵי אָ֑וֶן וְ֝לָלֶ֗כֶת עִם־אַנְשֵׁי־רֶֽשַׁע׃
Job 34:9,כִּֽי־אָ֭מַר לֹ֣א יִסְכׇּן־גָּ֑בֶר בִּ֝רְצֹת֗וֹ עִם־אֱלֹהִֽים׃
Job 34:10,"לָכֵ֤ן&thinsp;<b>׀</b> אַ֥נְשֵׁ֥י לֵבָ֗ב שִׁמְע֫וּ<span class=""mam-implicit-maqaf"">־</span>לִ֥י חָלִ֖לָה לָאֵ֥ל מֵרֶ֗שַׁע וְשַׁדַּ֥י מֵעָֽוֶל׃"
