entry,suspected string
"<entry id=""E07436""><head-word>חַלֵּל</head-word><binyan><binyan-name>פיעל,</binyan-name>

  
<senses>
<sense>
<number>1) </number><definition>
 כנ״ל 
1. חול׳ קי״ג ע״א׃ דחלליה בי טכחא.
 
</definition></sense><sense>
<number>2) </number><definition>
 חילל וביזה‎</definition><notes> to profane | 
<italic>
entweihen
</italic>
 תרג׳ ירוש׳ ױק׳ כ״ד י״ב׃ דחליל שבתא.
</notes></sense></senses></binyan>
<binyan><binyan-name>אַחֵיל אפ׳,</binyan-name><senses><sense><definition>כנ״ל 
2. תרג׳ ויק׳ י״ט ח׳ (את קדש ה׳ חלל)׃ ית קודשא דה׳ אחיל.</definition></sense></senses></binyan>
<binyan><binyan-name>אִתָּחַל אתפ׳,</binyan-name><senses><sense><definition>נתחלל ונתבזה</definition><notes> 
to be profaned | 
<italic>
entweiht werden
</italic>
 תרג׳ יח׳ ל״ו כ״ג (שמי הגדול המחולל)׃ שמי רבא דאיתחל.</notes></sense></senses></binyan>
</entry>

",אַחֵיל
"<entry id=""E07453""><head-word>חָלַף</head-word><senses><sense><definition>· – המיר</definition><notes> 
to change, to exchange | 
<italic>
tauschen
</italic>
 ירוש׳ בר׳ פ״ב ה׳ ע״ג׃ נחלוף את מקומנו.</notes></sense></senses>
<binyan><binyan-name>הֶחֱלִיף הפ׳</binyan-name><senses><sense><definition><bold>
· –
</bold>
 הפך ושינה</definition><notes> 
to reverse | 
<italic>
umkehren
</italic>
 עיר׳ צ״ט ע״א׃ לעולם לא תחליף.</notes></sense></senses></binyan>
<binyan><binyan-name>נֶחְלַף נפ׳,</binyan-name><binyan-name>נתפ׳,</binyan-name><senses><sense><definition>נִתְחַלֵּף  בא דבר במקום דבר</definition><notes> 
to be exchanged, to be mixed up | 
<italic>
verwechselt werden
</italic>
 ע״ז י״ז ע״ב׃ מעות של פורים נתחלפו לי במעות של צדקה; ירוש׳ פס׳ פ״ו ל״ג ע״ג׃ דבר שאין דרכו ליחלף.</notes></sense></senses></binyan>
</entry>

",הֶחֱלִיף
"<entry id=""E07457""><head-word>חַלֵּף</head-word>

 <pos>פעל,</pos> 
<senses>
<sense>
<number>1) </number><definition>
 כנ״ל. קיד׳ י״ב ע״ב׃ חליף אבב דבי חמוה.
 
</definition></sense><sense>
<number>2) </number><definition>
 החליף, המיר‎</definition><notes> to exchange | 
<italic>
tauschen
</italic>
 חול׳ ו׳ ע״ב׃ השתא מיגזל גזלא חלופי מיבעיא.
</notes></sense></senses>
<binyan><binyan-name>אִתְחַלֵּף אתפ׳,</binyan-name><senses><sense><definition>השתנה והתהפך</definition><notes> 
to be exchanged | 
<italic>
sich verwandeln
</italic>
 תרג׳ קה׳ ח׳ א׳׃ מתחלפן כל אורחתיה.</notes></sense></senses></binyan>
</entry>

",אִתְחַלֵּף
"<entry id=""E07466""><head-word>חָלַץ· –</head-word>

 
<senses>
<sense>
<number>1) </number><definition>
 נתן חליצה ליבמה</definition><notes> 
to perform the ceremony of taking off the shoe of the husband’s brother who refused the leviratical marriage | 
<italic>
den Schuh des Levirs abziehen
</italic>
 קיד׳ פ״ג מ״ה׃ לאחר שיחלוץ לי יבמך.
 
</notes></sense><sense>
<number>2) </number><definition>
 הוציא את הגרעין‎</definition><notes> to loosen | 
<italic>
lösen
</italic>
 תוס׳ ע״ז ד׳ ח׳׃ חולצין את גרעיניהן.
 
</notes></sense><sense>
<number>3) </number><definition>
 תקף, אחז‎</definition><notes> to attack | 
<italic>
anfallen
</italic>
 נד׳ מ״א ע״א׃ שחלצתו חמה.
</notes></sense></senses>
<binyan><binyan-name>נֶחְלַץ נפ׳,</binyan-name>

  
<senses>
<sense>
<number>1) </number><definition>
 נפשט</definition><notes> 
to be peeled off | 
<italic>
sich ablösen
</italic>
 ירוש׳ שבת פ״כ י״ז ע״ג׃ מסתכן ועורו נחלץ.
 
</notes></sense><sense>
<number>2) </number><definition>
 כנ״ל 
1. יב׳ פי״ב מ״ד׃ החרש שנחלץ וכו׳.
</definition></sense></senses></binyan>
</entry>

",נֶחְלַץ
"<entry id=""E07469""><head-word>חָלַק כָּבוֹד</head-word><senses><sense><definition>התיחס בכבוד</definition><notes> 
to honor, to pay regards | 
<italic>
Ehre erweisen, Rücksicht nehmen
</italic>
 בר׳ י״ט ע״ב׃ כל מקום שיש חילול חשם אין חולקין כבוד לרב.</notes></sense></senses>
<binyan><binyan-name>נֶחֱלַק נפ׳</binyan-name>

 <pos>·
 –</pos>
 
<senses>
<sense>
<number>1) </number><definition>
 כנ״ל 
2. כת׳ פי״ג מ״א׃ נחלקו עליו בני כהנים גדולים.
 
</definition></sense><sense>
<number>2) </number><definition>
 היתה מחלוקת ביניהם</definition><notes> 
to differ with | 
<italic>
streiten
</italic>
 עיר׳ פ״א מ״ב׃ לא נחלקו בית שמאי ובית הלל על מבוי וכו׳.
</notes></sense></senses></binyan>
<binyan><binyan-name>הֶחֱלִיק הפ׳</binyan-name>

<pos>·
 –
</pos>
 
<senses>
<sense>
<number>1) </number><definition>
 עשה חָלק</definition><notes> 
to smoothen | 
<italic>
glätten
</italic>
 ע״ז ל״ה ע״ב׃ מפני שמחליק פניה בשומן.
 
</notes></sense><sense>
<number>2) </number><definition>
 מעד</definition><notes> 
to slide | 
<italic>
ausgleiten
</italic>
 ב״מ פ״ו מ״ג׃ השוכר את החמור להוליכה בהר והוליבה בבקעה אם החליקה פטור.
 
</notes></sense><sense>
<number>3) </number><definition>
 סיים את הנגינה בקול נמוך ונעים</definition><notes> 
to closea tune softly | 
<italic>
im Pianoton ausklingen
</italic>
 ערכ׳ פ״ב מ״ג׃ ולא היה מחליק אלא באבוב יחידי מפני שמחליק יפה.
 
</notes></sense><sense>
<number>4) </number><definition>
 היה חָלק‎</definition><notes> to be smooth | 
<italic>
glatt sein
</italic>
 יב׳ פ׳ ע״ב׃ ובשרו מחליק.
</notes></sense></senses></binyan>
<binyan><binyan-name>הִתְחַלֵּק התפ׳</binyan-name>

<pos> · 
–</pos>
 
<senses>
<sense>
<number>1) </number><definition>
 נבדל לחלקים</definition><notes> 
to be divided | 
<italic>
verteilt werden
</italic>
 שביע׳ פ״ט מ״ט׃ ודמיהם יתחלקו לכל אדם.
 
</notes></sense><sense>
<number>2) </number><definition>
 נפרד לעצמו</definition><notes> 
to separate | 
<italic>
sich absondern
</italic>
 מדר׳ תה׳ י״ח ב׳׃ היה מתחלק מחיילותיו.
</notes></sense></senses></binyan>
</entry>

",נֶחֱלַק
"<entry id=""E07479""><head-word>חַלֵּשׁ</head-word><binyan><binyan-name>פַעל,</binyan-name><senses><sense><definition>עשה דק וחד</definition><notes> 
to make fine, sharp | 
<italic>
fein, scharf machen
</italic>
 ע״ז ט״ז ע״א׃ משום דחלשי וכו׳.</notes></sense></senses></binyan>
<binyan><binyan-name>אַחֲלִישׁ אפ׳,</binyan-name>

  
<senses>
<sense>
<number>1) </number><definition>
 התיש</definition><notes> 
to weaken | 
<italic>
schwächen
</italic>
 תרג׳ איוב י״ב כ״א (ומזיח אפיקים רפה)׃ ותקוף מלכיא מחליש.
 
</notes></sense><sense>
<number>2) </number><definition>
 הפשיט‎</definition><notes> to strip | 
<italic>
ausziehen
</italic>
 תרג׳ ירוש׳ במ׳ כ׳ כ״ו (והפשט את אהרן)׃ ותחליש ית אהרון.
</notes></sense></senses></binyan>
<binyan><binyan-name>אִתְחַלֵּשׁ אתפ׳,</binyan-name><senses><sense><definition>נחלש ורפה</definition><notes> 
to become weak | 
<italic>
schwach werden
</italic>
 תרג׳ איוב ל״ג כ״ה (רטפש בשרו)׃ אתחלש בישריה.</notes></sense></senses></binyan>
</entry>

",אַחֲלִישׁ
"<entry id=""E07509""><head-word>חַמֵּי</head-word><binyan><binyan-name>פַעל,</binyan-name><binyan-name>אפ׳,</binyan-name><senses><sense><definition><bold>
אַחֲמֵי
</bold>
  הראה</definition><notes> 
to show | zeigen
 שם׃ אמר ליה חמי לה לי; איכ״ר א׳ א׳׃ ואחמין ליה.</notes></sense></senses></binyan>
<binyan><binyan-name>אִתְחֲמֵי אתפ׳,</binyan-name><senses><sense><definition>נראה</definition><notes> 
to be seen, to appear | 
<italic>
gesehen werden, erscheinen
</italic>
 מו״ק כ״ה ע״ב׃ אתחמיאו כוכבי ביממא.</notes></sense></senses></binyan>
</entry>

",אִתְחֲמֵי
"<entry id=""E07528""><head-word>חָמַם</head-word><binyan><binyan-name>נפ׳,</binyan-name><senses><sense><definition>.– 
<bold>
נֶחְמַם
</bold>
  הוכה בקדחת</definition><notes> 
to be in a fever | 
<italic>
an Fieber leiden
</italic>
 ירוש׳ ע״ז פ״ב מ׳ ע״ד׃ אם היה נחמם.</notes></sense></senses></binyan>
<binyan><binyan-name>נֵחוֹם נפ׳,</binyan-name><senses><sense><definition>נעשה חם</definition><notes>
 
to be warmed | warm werden
 
שבת מ״א ע״ב׃ בשביל שיחומו.</notes></sense></senses></binyan>
<binyan><binyan-name>הֵחֵם הפ׳,</binyan-name><senses><sense><definition>חימם, הוסיף חום</definition><notes> 
to heat | 
<italic>
erwärmen, erhitzen
</italic>
 תוס׳ שבת ג׳ ח׳׃ בין להחם הצונן ובין להצין החמים.</notes></sense></senses></binyan>
</entry>

",נֵחוֹם
"<entry id=""E07533""><head-word>חֲמַס</head-word><pos>פ״י,</pos><senses><sense><definition>חמס וגזל</definition><notes> 
to rob | 
<italic>
rauben
</italic>
 תרג׳ ירוש׳ בר׳ ו׳ י״א׃ חומסין וגוזלין.</notes></sense></senses>
<binyan><binyan-name>אִתְחַמֵּס אתפ׳,</binyan-name><senses><sense><definition>גוע וכלה</definition><notes> 
to vanish | 
<italic>
hingerafft werden
</italic>
 תרג׳ יב״ע בר׳ ז׳ כ״א (ויגוע כל בשר)׃ ואתחמסי כל בישרא.</notes></sense></senses></binyan>
</entry>

",אִתְחַמֵּס
"<entry id=""E07540""><head-word>חִמֵּץ</head-word><binyan><binyan-name>פיעל,</binyan-name><senses><sense><definition>גרם חימוץ</definition><notes> 
to cause leavening | 
<italic>
sauer werden lassen
</italic>
 ערלה פ״ב מ״ו׃ כל המחמץ והמתבל וכו׳.</notes></sense></senses></binyan>
<binyan><binyan-name>הֶחְמִיץ הפ׳,</binyan-name>

  
<senses>
<sense>
<number>1) </number><definition>
 כנ״ל. מכי׳ בוא י׳׃ שאור שהוא מחמיץ לאחרים.
 
</definition></sense><sense>
<number>2) </number><definition>
 נעשה חמוץ‎</definition><notes> to turn sour | 
<italic>
sauer werden
</italic>
 ב״ב פ״ו מ״ג׃ המוכר יין לחבירו והחמיץ.
 
</notes></sense><sense>
<number>3) </number><definition>
 דחה לאחר זמן‎</definition><notes> to postpone | 
<italic>
verschieben
</italic>
 מכי׳ בוא מס׳ דפס׳ ט׳׃ אין מחמיצין את המצוה אלא אם באה לידך עשה אותה מיד.
 
</notes></sense><sense>
<number>4) </number><definition>
 נתקלקל‎</definition><notes> to corrupt | 
<italic>
moralisch verdorben
</italic>
 
<italic>
werden
</italic>
 ר״ה ג׳ ע״ב׃ הוא כורש הוא דריוש וכו׳ כאן לאחר שהחמיץ.
</notes></sense></senses></binyan>
<binyan><binyan-name>נִתְחַמֵּץ נתפ׳,</binyan-name><senses><sense><definition>נעשה חמוץ</definition><notes> 
to turn sour | 
<italic>
sauer werden
</italic>
 ירוש׳ ערלה פ״ב ס״ג ע״ב׃ נתחמצה העיסה.</notes></sense></senses></binyan>
</entry>

",הֶחְמִיץ
"<entry id=""E07543""><head-word>חַמֵּץ</head-word><senses><sense><definition>פעל, גרם צער</definition><notes> 
to grieve | 
<italic>
kränken
</italic>
 תרג׳ מש׳ י׳ א׳ (תוגת אמו)׃ מחמץ לאמוי.</notes></sense></senses>
<binyan><binyan-name>אַחְמִיץ אפ׳,</binyan-name>

  
<senses>
<sense>
<number>1) </number><definition>
 בייש</definition><notes> 
to put to shame | 
<italic>
beschämen
</italic>
 תרג׳ מש׳ כ״ה ח׳ (בהכלים)׃ כד יחמיץ.
 
</notes></sense><sense>
<number>2) </number><definition>
 נתקלקל‎</definition><notes> to corrupt | 
<italic>
verdorben werden
</italic>
 ר״ה ד׳ ע״א׃ מנלן דאחמיץ.
</notes></sense></senses></binyan>
</entry>

",אַחְמִיץ
"<entry id=""E07547""><head-word>חָמַר</head-word><pos>פ״י,</pos><senses>
<sense>
<number>1) </number><definition>
 גדש</definition><notes> 
to pile up | 
<italic>
häufen
</italic>
 עוקצ׳ פ״ב מ״ה׃ והבצלים שחמרן.
 
</notes></sense><sense>
<number>2) </number><definition>
 היה חמור וקשה‎</definition><notes> to be stringent | 
<italic>
streng sein
</italic>
 אהל׳ פי״ד מ״ג׃ אל יחמור זה מן הזיז.
 
</notes></sense><sense>
<number>3) </number><definition>
 שרף‎</definition><notes> to parch | 
<italic>
verbrennen
</italic>
 סנה׳ פ״ז מ״ב׃ וחומרת את בני מעיו.
</notes></sense></senses>
<binyan><binyan-name>נֶחְמַר נפ׳,</binyan-name><senses><sense><definition>נשרף</definition><notes> 
to be parched | 
<italic>
verbrannt werden
</italic>
 חול׳ פ״ג מ״ג׃ נפלו לאור ונחמרו.</notes></sense></senses></binyan>
<binyan><binyan-name>הֶחְמִיר הפ׳,</binyan-name><senses><sense><definition>הכביד</definition><notes> 
to pass a restrictive law | 
<italic>
gesetzlich erschweren
</italic>
 בר׳ כ״ב ע״א׃ אעפ״י שמיקל אני על אחרים מחמיר אני על עצמי.
</notes></sense></senses></binyan>
</entry>
",נֶחְמַר
"<entry id=""E07550""><head-word>חַמַּר</head-word>

 <senses><sense><definition>פעל,</definition></sense>
<sense>
<number>1) </number><definition>
 דלק</definition><notes> 
to burn | 
<italic>
brennen
</italic>
 תרג׳ תה׳ ק״מ י״א׃ כגידין דמחמרין.
 
</notes></sense><sense>
<number>2) </number><definition>
 עי׳ <bold>
<xref>
הֶחְמִיר
.</xref>
</bold> ירוש׳ שק׳ פ״ז נ׳ ע״ג׃ חמתון מקילין וחמר עליהון.
</definition></sense></senses>
<binyan><binyan-name>אַחְמַר אפ׳,</binyan-name><senses><sense><definition>עי׳ <bold>
<xref>
הֶחְמִיר</xref>
</bold>
. נדה ס״ו ע״א׃ היכא דאחמור אחמור היכא דלא אחמור לא אחמור.</definition></sense></senses></binyan>
<binyan><binyan-name>אִתְחַמֵּר אתפ׳,</binyan-name><senses><sense><definition>נעשה לתל מפלה</definition><notes> 
to form a pile of ruins | 
<italic>
zum Schutthaufen werden
</italic>
 תרג׳ יה׳ ל״ח כ׳ (לארץ תפול)׃ לארעא תתחמר.</notes></sense></senses></binyan>
</entry>

",אַחְמַר
"<entry id=""E07604""><head-word>חִנֵּךְ</head-word><binyan><binyan-name>פיעל,</binyan-name>

  
<senses>
<sense>
<number>1) </number><definition>
 שכלל</definition><notes> 
to finish | 
<italic>
vollenden
</italic>
 מו״ק פ״א מ״ו׃ מחנכים את הכוכים במועד.
 
</notes></sense><sense>
<number>2) </number><definition>
 התחיל להשתמש בדבר</definition><notes> 
to inaugurate | 
<italic>
einweihen
</italic>
 מנח׳ פ״ד מ״ד׃ שאין מחנכין את מזבח הזהב אלא בקטורת הסמים.
 
</notes></sense><sense>
<number>3) </number><definition>
 הרגיל‎</definition><notes> to train | 
<italic>
an etwas gewöhnen
</italic>
 ירוש׳ יומא פ״א ל״ח ע״ב׃ ומחנכין אותו כל שבעה.
 
</notes></sense><sense>
<number>4) </number><definition>
 גידל ולימד</definition><notes> 
to educate | 
<italic>
erziehen
</italic>
 נזיר כ״ט ע״א׃ כדי לחנכו במצוות.
</notes></sense></senses></binyan>
<binyan><binyan-name>נִתְחַנֵּךְ נתפ׳,</binyan-name><senses><sense><definition>נתחדש ונתקדש</definition><notes> 
to be inaugurated | 
<italic>
eingeweiht werden
</italic>
 זבח׳ מ׳ ע״ב׃ שאם לא נתחנך המזבח כקטורת וכו׳.</notes></sense></senses></binyan>
</entry>

",נִתְחַנֵּךְ
"<entry id=""E07611""><head-word>חָנַף</head-word><senses><sense><definition>· – דיבר חלקות</definition><notes> 
to flatter | 
<italic>
schmeicheln
</italic>
 דרך ארץ זוטא ב׳׃ אל תאמר אחניף לזה שיאכילני ולזה שישקני וכו׳.</notes></sense></senses>
<binyan><binyan-name>הֶחְנִיף הפ׳</binyan-name><senses><sense><definition>·
<bold>
 –
</bold>
 כנ״ל. פסיק״ר כ״ה׃ הבריות מחניפים זה לזה.</definition></sense></senses></binyan>
</entry>

",הֶחְנִיף
"<entry id=""E07614""><head-word>חָנַק</head-word><pos>פ״י,</pos><senses><sense><definition>המית ע״י לחיצת הגרון</definition><notes> 
to strangle | 
<italic>
erwürgen
</italic>
 בר׳ פל״ד׃ אף החונקו.</notes></sense></senses>
<binyan><binyan-name>נֶחְנַק נפ׳</binyan-name><senses><sense><definition><bold>
· –
</bold>
 נידון לחנק</definition><notes> 
to be sentenced to death by strangulation | 
<italic>
zum Tode durch Erwürgen
</italic>
 
<italic>
verurteilt sein
</italic>
 סנה׳ פי״א מ״א׃ לנהרגין ולנחנקין.</notes></sense></senses></binyan>
</entry>

",נֶחְנַק
