Index Title,"Shulchan Arukh, Yoreh De'ah"
"Shulchan Arukh, Yoreh De'ah 55:1","שלשה פרקים יש ברגל התחתון והוא מה שחותכין עם הפרסות כשמפשיטין הבהמה ונקראת ארכובה הנמכרת עם הראש ולמעלה ממנו פרק שני והוא הנקרא שוק וצומת הגידים בתחתיתו סמוך לארכובה הנמכרת עם הראש ולמעלה ממנו פרק שלישי והוא מחובר לגוף ונקרא קולית. בפרק התחתון בכל מקום שיחתך בה כשרה. עצם המחובר לגוף הנקרא קולית בכל מקום שיחתך טריפה. בעצם האמצעי אם נחתך שלא במקום צומת הגידים כשרה. ואם נחתך במקום צומת הגידים טריפה ולא נאסרה מפני שהיא חתוכת הרגל ממקום זה אלא מפני שנחתכו הגידים. לפיכך אם נשבר העצם במקום צומת הגידים ויצא לחוץ ואין עור ובשר חופין את רובו ובדק בצומת הגידים ונמצאו קיימים כשרה. ויש אוסרים בנחתך עצם האמצעי בכל מקום אפי' שלא במקום צומת הגידים ולדעתם אם נשבר העצם במקום צומת הגידים ויצא לחוץ ואין עור ובשר חופין את רובו אע""פ שבדק בצומת הגידים ונמצאו קיימים טריפה. וכן אם נחתך בתוך הפרק שבין ארכובה הנמכרת עם הראש לשוק בסוף הערקום ~[א] בין הערקום ובין השוק טריפה לדעת זה (ב""י בשם מהר""י ן' חביב) ואם נחתך בתוך הפרק במקום שמחובר עצם הקולית עם השוק טריפה. הגה: ~[ב] ונהגו בכל אשכנז וצרפת כסברא האחרונה (הרא""ש וטור ורבינו ירוחם) ואין לשנות לכן בכל מקום שנחתך מן הערקום ולמעלה טריפה אע""פ שצומת הגידין קיימין."
"Shulchan Arukh, Yoreh De'ah 55:2","עצם הקולית שניתק ממקומו במקום חיבורו בגוף והיינו בוקא דאטמא דשף מדוכתיה טרפה בין בבהמה בין בעוף ~[ג] והוא דאיעכול (פי' שנרקבו) ניביה והם היתרות שבעצם הכף שיוצאות על העצם הזכר ואוחזות אותו אבל נפסקו שלא מחמת עיכול כשרה. הגה: וכן אם לא נתעכלו רק מעוטן ורובן קיים כשר מדינא (רשב""א בתשובתו ובחידושיו) אך י""א דאין אנו בקיאין באיעכול ניביה לכן יש לאסור כל שמוטת ירך שמא איעכול ניביה. וכן אם נשבר סמוך לגוף אע""פ שחזר ונקשר היטב טריפה שמא איעכול ניביה. ומשערין בארבע אצבעות בגסה ושנים בדקה ובעוף הגדול לפי גדלו והקטן לפי קטנו (הכל באו""ה כלל נ' והגהות סמ""ק דף צ""ב ע""ב והגהת ש""ד סי' פ""ו). וטוב להחמיר במקום שאין הפסד מרובה. אם לא נשמט הירך ואיעכול ניביה כשר (מרדכי)."
"Shulchan Arukh, Yoreh De'ah 55:3","ראש עצם הקולית המחובר לשוק שניתק ממקומו כשרה אפילו אם איעכול ניביה וי""א ~[ד] דווקא כשעור ובשר חופין את רובו) (תשובת הרא""ש כלל ב' סימן י’)."
"Shulchan Arukh, Yoreh De'ah 55:4","אם יש לה ג' רגלים טריפה דכל יתר כנטול דמי וכאלו חסר רגל א' הוא והוא שיהיה זה היתר ~[ה] מראש עצם התחתון ולמעלה. הגה: ודוקא שזה היתרת יש לה תואר רגל ועומדת במקום הרגלים אבל בלאו הכי אינו מקרי יתרת ולא הוי רק דלדול וכשר (ב""י בשם מרדכי ובשערים סימן פ""ט ואו""ה שם) ~[ו] ואם נבראת חסר רגל א' טריפה (גמרא פא""ט דף נ""ח ובבכורות דף מ' ורמב""ם פ""ח מה""ש ולא כב""י והכל תפסו עליו בזה)."
"Shulchan Arukh, Yoreh De'ah 55:5","כל מקום שאם יחתך שם הרגל היא טריפה אפילו לא נחתך אלא נשבר ויצא לחוץ אם אין עור ובשר חופין רוב עביו ורוב היקיפו טריפה. ואם עור ובשר חופין רוב עביו ורוב היקיפו כשרה. ואם נפל קצת מהעצם אם יש בעור ובשר לחפות השבר אף אם לא נפל העצם כשרה. אבל אם אין בו כדי לחפותו אילו לא נפל אע""פ שיש בו כדי לחפותו עתה טריפה. ואם נשבר עצם במקום שאינו נטרף אם נחתך אם אין עור ובשר חופין את רובו הבהמה מותרת ~[ז] והאבר אסור מדרבנן וצריך לחתוך גם מעט מהמותר כשחותך האבר האסור. הגה: וצריך לחתכו ~[ח] קודם שימלחנו עם הבהמה או העוף (מרדכי וסמ""ק) ויש מחמירין ואוסרין אף אם עור ובשר חופין את רובו אם השבירה יצאה פעם אחת מחיים דרך נקב קטן (לפי פי' רש""י וסה""ת וסמ""ג וסמ""ק) ומזה נתפשט המנהג באלו המדינות יד להטריף כל שבירה בעצם במקום שאם נחתך טריפה ואף אם עור ובשר מקיפין אותו מכל צדדיו ואין שם נקב כלל מכל מקום המנהג להטריף כי חלוקים רבים הם בדין חיפוי בשר ואין רבים בקיאין ואין לשנות אם לא במקום הפסד מרובה לפי ראות עיני המורה שיש להקל להורות כהלכה (ד""ע). ודוקא אם לא חזר ונקשר אבל אם חזר ונקשר נוהגין להכשיר וכמו שיתבאר."
"Shulchan Arukh, Yoreh De'ah 55:6",נשבר עצם הקולית וניטל ממנו קורט מראשו העליון המחובר בשדרה ונתעכלו מיעוט ניביו אם עור ובשר חופין את רובו כשרה.
"Shulchan Arukh, Yoreh De'ah 55:7",הא דמכשרינן בעור ובשר חופין את רובו דוקא כשרוב החיפוי מן הבשר ואז המעוט של עור מצטרף עמו אבל אם החצי מן העור וחצי מן הבשר לא. והני מילי בבהמה אבל בעוף כיון שעורו רך מצטרף עם הבשר. ומחצה בשר ומחצה עור כשר.
"Shulchan Arukh, Yoreh De'ah 55:8","יש מי שכתב שיש מקום שעור לבדו מציל אפי' בבהמה והוא במקום הסמוך ממש לארכובה לפי שאין שם לעולם בשר אלא עור לבד דבוק עם העצם; ובשאר מקומות שדרך להיות שם בשר אם לא היה שם בשר אלא עור בלבד והיו רירין בין העור והעצם י""א שמציל."
"Shulchan Arukh, Yoreh De'ah 55:9","גידין שסופן להקשות אינם מצילים וכל הגידין מקרי סופן להקשות) (ב""י)."
"Shulchan Arukh, Yoreh De'ah 55:10",לא היה הבשר החופה את רובו במקום אחד אלא מתלקט מעט כאן ומעט כאן סביבות העצם או שהוא במקום אחד אלא שהוא מרודד או נקלף מעל העצם או שניטל שלישיתו התחתון או ניקב או נסדק אינם מצילין. וכן אם נתמסמס בשר החופה ונעשה כעין בשר שהרופא גורדו אינו מציל. הגה: ואנן אין אנו בקיאין בבשר שהרופא גורדו ולכן כל מקום שנשתנה מראית הבשר אינו מציל (הגהות מיימוני).
"Shulchan Arukh, Yoreh De'ah 55:11",נקדר הבשר בסכין מעל השבר כעין טבעת בעיגול ורוב היקיפו מכוסה כשרה והוא שיהיה הבשר דבוק בעצם סביב הקדירה.
"Shulchan Arukh, Yoreh De'ah 55:12","נשבר העצם במקום שעושה אותה טריפה וחזר ונקשר ואין ידוע אם יצא רובו אם לאו כשרה והוא שחזר למקומו הראשון ונתחבר שבר עם שבר יחדיו ידובקו. הגה: ואפילו אם הוא עדיין עב במקום השבר וניכר עדיין שנשברה כשר (א""ו הארוך). אבל אם לא חזר למקומו הראשון אלא שני שברי העצם שוכבים זה על זה זה נמשך למעלה וזה נמשך למטה טריפה. הגה: וכל זה מיירי שלא במקום צומת הגידין אבל במקום צומת הגידין עיין לקמן סימן נ""ו."
"Shulchan Arukh, Yoreh De'ah 55:13",נמצא שבור ואינו יודע אם נעשה מחיים או לאחר מיתה אם מקום המכה שחור בידוע שנעשה מחיים. ואם אין יכולים לעמוד עליו אם יש במה לתלות כמו שדרסה או שרצצה וכיוצא בו תולין להקל; ואם לאו אסורה מספק.
"Shulchan Arukh, Yoreh De'ah 56:1","~[א] ניטלו צומת הגידין (פי' מקום שהגידין נקשרים יחד לשון מבעד לצמתך (שיר השירים ד ) או שנפסקו טרפה אע""פ שכל העצם קיים."
"Shulchan Arukh, Yoreh De'ah 56:2","צומת הגידין הם בבהמה בעצם האמצעי כלפי חוץ שהזנב נופל עליו ויש מי שאומר שהם כלפי פנים לצד חלל הבהמה. הגה: ויש להחמיר כשתי הסברות (ב""י בשם ר""י בן חביב וכ""פ מהר""מ אלשקר תשו' מ""ה) אבל הסברא ראשונה היא עיקר (והיא סברת תוס' ורש""י והרא""ש וגדולי צרפת ואשכנז)."
"Shulchan Arukh, Yoreh De'ah 56:3","התחלתם למעלה מהערקום והוא עצם קטן שמחבר השוק לארכובה הנמכרת עם הראש ועצם זה שמשחקים בו התינוקות שקורין קוגי""ל ולמעלה ממנו מתחברים וצומתים גידים אלו ועולים ומתפשטים בשוק עד שמתרככים וחוזרים כעין בשר."
"Shulchan Arukh, Yoreh De'ah 56:4",נפסקו או ניטלו כנגד הערקום כשרה. למעלה מהערקום והוא המקום שהטבחים תולין בו טריפה.
"Shulchan Arukh, Yoreh De'ah 56:5","שיעור ארכן ממקום שמתחילין להיות צומתים עד שמתפשטים בבשר בבהמה גסה י""ו אצבעות ויש מי שאומר שהוא שיעור ד' אצבעות. ובבהמה דקה לא נתנו חכמים שיעור אלא במראיתן ובמישוש שכל זמן שהם לבנים קשים ועבים יש להם דין צומת הגידין אבל כשהם מתחילים להתרכך או שהם קטנים ודקים אין להם דין צומת הגידים. ובמקום שאין לבנים כל כך אלא לבנים קצת ומזהירים כעין זכוכית לא הוי צומת הגידים."
"Shulchan Arukh, Yoreh De'ah 56:6",יש גידים אחרים שנבלעים באלו כזכרות בנקבות ואותם אינם בכלל צומת הגידים.
"Shulchan Arukh, Yoreh De'ah 56:7","צומת הגידים בבהמה ג' אחד עב ושנים דקים. נחתך העב לבדו מותרת שהרי נשארו שנים. נחתכו השנים הדקים מותרת שהרי העב גדול משניהם והרי לא ניטל כל הצומת אלא מיעוטו. נחתך רובו של כל אחד מהם טריפה. (לשון הרמב""ם פ""ח מה""ש דין י""ח). הגה: הגיד העב הוא אותו שמפרידין כשתולין הבהמה והוא מונח על השנים והם דבוקים בבשר ובעצם (מרדכי בשם ראבי""ה)."
"Shulchan Arukh, Yoreh De'ah 56:8","בעוף הם בעצם האמצעי כמו בבהמה והם י""ו ואם נפסק רובו של אחד מהם טריפה (רמב""ן ור""ן)."
"Shulchan Arukh, Yoreh De'ah 56:9","סימן מקום שכלים צומת הגידים בעוף כסימנם בבהמה דקה. הגה: ומי שבקי לשער יוכל לשער בכל עוף לפי גדלו ולפי קטנו כל זמן שהם קשים הוי צומת הגידים ובמקום שמתרככים לא הוי צומת הגידים (פסקי מהרא""י סימן קמ""א) ומי שאינו בקי לשער ישער ברוחב אצבע בעוף ממקום שמתחילין (שם בשם מהרי""ל) ולעולם אין צומת הגידין למעלה מחצי עצם האמצעי (רוקח סי' ת""ד). ואנו אין בקיאין בבדיקת צומת הגידין של עוף משום דקשה לבדוק ובקל הוא נטרף ולכן בכל מקום דאיכא מכה במקום צומת הגידין אפילו אינו רק נפוח ונצרר הדם מאחר שהיה צריך בדיקה ואין אנו בקיאין בעוף הוא טריפה (מרדכי פרק בהמה המקשה וא""ו הארוך ואגודה והאחרונים)."
"Shulchan Arukh, Yoreh De'ah 56:10","נשבר העצם במקום צומת הגידים ונקשר ונתרפא יפה יש מתירין אם לא נשתנה מראית בשר שעל השבר ויש אוסרין עד שיבדוק צומת הגידין וכן עיקר לדידן דאין אנו בקיאין בבדיקת העוף טריפה) (רא""ש ומהרא""י בהגהת ש""ד ומ""ש ד""מ ות""ח בשם ב""י אינו נכון כמ""ש בהגהת ד""מ)."
"Shulchan Arukh, Yoreh De'ah 57:1","דרוסה (פירוש הדריסה היא הכאה שהכה החיה או העוף בצפרנים) טריפה. ולא כל חיה ועוף שוים בדריסתן אלא מעלות מעלות יש. כיצד הארי יש לו דריסה אפי' בשור הגדול ובגסה שבחיות; ~[א] הזאב אין לו דריסה בבהמה גסה ואפילו בקטנה שבהן כגון בעגלים אבל יש לו דריסה בדקה ואפילו בגדולה שבדקות כגון כבשים גדולים; חתול ונמיה ושועל אין להם דריסה בכבשים גדולים אבל יש להם דריסה בגדיים וטלאים וכל שכן בכל העופות; חולדה אין לה דריסה בבהמה כלל ואפילו בגדיים וטלאים אבל יש לה דריסה בכל העופות אפילו בגסה שבהם; כלב אין לו דריסה כלל אפילו בעופות ואם ניקב עד החלל דינו כקוץ שניקב לחלל; שאר חיות טמאות כל שאינה גסה מהזאב אין לה דריסה בגדולה שבדקה בכבשים ועזים אפילו היא גסה כזאב אבל יש לה דריסה בגדיים וטלאים וכל שכן בעופות; ואם היתה גסה מהזאב דינה כזאב ויש לה דריסה בדקה אבל לא בגסה ואפילו היא גדולה כארי; היתה גסה יותר מארי הרי היא כארי ויש לה דריסה בכל. הגה: ויש מחמירים עוד דכל שהיא מזאב ולמעלה יש לה דריסה אפי' בבהמה גסה ויש לחוש לחומרא (ת""ה סימן קע""ח בשם א""ז)."
