Index Title,Rashi on Numbers
Rashi on Numbers 11:15:1,"<b> ואם ככה את עשה לי.</b> תשש כחו של משה °כנקבה כשהראהו הקב""ה הפורענות שהוא עתיד להביא עליהם על זאת אמר לפניו אם כן הרגני תחלה <small>(ספרי צא)</small>: "
Rashi on Numbers 11:15:2,"<b>ואל אראה ברעתי.</b> ברעתם היה לו לכתוב אלא שכינה הכתוב וזה °אחד מתקוני סופרים בתורה לכינוי ולתקון לשון <small>(מכילתא שירתא פ""י. תנחומא בשלח טז)</small>: "
Rashi on Numbers 11:16:1,"<b> אספה לי.</b> הרי °תשובה לתלונתך שאמרת לא אוכל אנכי לבדי והזקנים הראשונים היכן היו והלא אף במצרים ישבו עמהם שנאמר <small>(שמות ג, טז)</small> לך ואספת את זקני ישראל אלא באש תבערה מתו וראוים היו מסיני לכך דכתיב <small>(שמות כד, יא)</small> ויחזו את האלהים שנהגו קלות ראש °כנושך פתו ומדבר בפני המלך וזהו <small>(שם)</small> ויאכלו וישתו ולא רצה הקב""ה ליתן אבלות במתן תורה ופרע להם כאן <small>(תנחומא בהעלתך טז)</small>: "
Rashi on Numbers 11:16:2,"<b>אשר ידעת כי הם וגו'.</b> אותן שאתה מכיר שנתמנו עליהם °שוטרים במצרים בעבודת פרך והיו מרחמים עליהם ומוכים על ידם שנאמר <small>(שמות ה, יד)</small> ויכו שוטרי בני ישראל עתה יתמנו בגדולתן כדרך שנצטערו בצרתן <small>(ספרי צב)</small>: "
Rashi on Numbers 11:16:3,<b>ולקחת אותם. </b>קחם בדברים אשריכם שנתמניתם פרנסים על בניו של מקום:
Rashi on Numbers 11:16:4,"<b>והתיצבו שם עמך.</b> כדי שיראו ישראל וינהגו בהם גדולה וכבוד ויאמרו חביבין אלו שנכנסו עם משה לשמוע דבור מפי הקב""ה <small>(ספרי שם)</small>: "
Rashi on Numbers 11:17:1,<b> וירדתי. </b>זו °אחת מעשר ירידות הכתובות בתורה <small>(שם צג)</small>:
Rashi on Numbers 11:17:2,<b>ודברתי עמך.</b> ולא עמהם <small>(שם)</small>:
Rashi on Numbers 11:17:3,"<b>ואצלתי.</b> כתרגומו °וארבי כמו <small>(שמות כד, יא)</small> ואל אצילי בני ישראל: "
Rashi on Numbers 11:17:4,<b>ושמתי עליהם.</b> למה משה דומה באותה שעה לנר שמונח על גבי מנורה והכל מדליקין הימנו ואין אורו חסר כלום <small>(ספרי שם)</small>:
Rashi on Numbers 11:17:5,<b>ונשאו אתך.</b> התנה עמהם על מנת שיקבלו עליהם טורח בני שהם טרחנים וסרבנים <small>(שם צב)</small>:
Rashi on Numbers 11:17:6,<b>ולא תשא אתה לבדך.</b> הרי תשובה למה שאמרת לא אוכל אנכי לבדי <small>(ספרי)</small>:
Rashi on Numbers 11:18:1,"<b> התקדשו.</b> °הזמינו עצמכם לפורענות וכן הוא אומר <small>(ירמיה יב, ג)</small> והקדישם ליום הריגה <small>(ספרי צד)</small>: "
Rashi on Numbers 11:20:1,"<b> עד חדש ימים.</b> °זו בכשרים שמתמצין על מטותיהן ואחר כך נשמתן יוצאה וברשעים הוא אומר <small>(להלן לג)</small> הבשר עודנו בין שניהם כך היא שנויה בספרי <small>(צד)</small> אבל במכילתא <small>(ויסע פ""ג. יומא עה, ב)</small> שנויה חילוף הרשעים אוכלין ומצטערין שלשים יום והכשרים הבשר עודנו בין שניהם: "
Rashi on Numbers 11:20:2,<b>עד אשר יצא מאפכם.</b> כתרגומו °די תקוצון ביה יהא דומה לכם כאילו אכלתם ממנו יותר מדאי עד שיוצא ונגעל לחוץ דרך האף:
Rashi on Numbers 11:20:3,<b>והיה לכם לזרא.</b> שתהיו מרחקין אותו °יותר ממה שקרבתם <small>(ספרי שם)</small> ובדברי רבי משה הדרשן ראיתי שיש לשון שקורין לחרב זרא:
Rashi on Numbers 11:20:4,<b>את ה' אשר בקרבכם.</b> אם לא שנטעתי שכינתי ביניכם °לא גבה לבבכם ליכנס לכל הדברים הללו <small>(שם)</small>:
Rashi on Numbers 11:21:1,<b> שש מאות אלף רגלי.</b> לא חש למנות את הפרט שלשת אלפים היתרים. ורבי משה הדרשן פירש שלא בכו אלא °אותן שיצאו ממצרים:
Rashi on Numbers 11:22:1,"<b> הצאן ובקר ישחט.</b> זה אחד מארבעה דברים שהיה רבי עקיבא דורש ואין רבי שמעון דורש כמותו <small>(ר""ה יח, ב)</small> רבי עקיבא אומר שש מאות אלף רגלי ואתה אמרת בשר אתן להם ואכלו חדש ימים הצאן ובקר וגו' הכל כמשמעו מי יספיק להם כענין שנאמר <small>(ויקרא כה, כו)</small> ומצא כדי גאולתו °ואיזו קשה זו או <small>(במדבר כ, י)</small> שמעו נא המורים אלא לפי שלא אמר ברבים חיסך לו הכתוב ולא נפרע ממנו וזו של מריבה היתה בגלוי לפיכך לא חיסך לו הכתוב. רבי שמעון אומר חס ושלום לא עלתה על דעתו של אותו צדיק כך מי שכתוב בו <small>(שם יב, ז)</small> בכל ביתי נאמן הוא יאמר אין המקום מספיק לנו אלא כך אמר שש מאות אלף רגלי וגו' ואתה אמרת בשר אתן לחדש ימים ואחר כך תהרוג אומה גדולה כזו הצאן ובקר ישחט להם כדי שיהרגו ותהא אכילה זו מספקתן עד עולם וכי שבחך הוא זה אומרים לו לחמור טול כור שעורים ונחתוך ראשך השיבו הקב""ה ואם לא אתן יאמרו שקצרה ידי הטוב בעיניך שיד ה' תקצר בעיניהם יאבדו הם ומאה כיוצא בהם ואל תהי ידי קצרה לפניהם אפילו שעה אחת <small>(תוספתא סוטה ו, ד)</small>: "
Rashi on Numbers 11:23:1,"<b> עתה תראה היקרך דברי.</b> רבן גמליאל בנו של רבי יהודה הנשיא אומר אי אפשר לעמוד °על הטפל מאחר שאינן מבקשים אלא עלילה לא תספיק להם סופן לדון אחריך אם אתה נותן להם בשר בהמה גסה יאמרו דקה בקשנו ואם אתה נותן להם דקה יאמרו גסה בקשנו חיה ועוף בקשנו דגים וחגבים בקשנו אמר לו אם כן יאמרו שקצרה ידי <small>(שם)</small> אמר לפניו הריני הולך ומפייסן אמר לו עתה תראה היקרך דברי שלא ישמעו לך הלך משה לפייסן (זה קאי גם לרש""י לעיל) אמר להם היד ה' תקצר <small>(תהלים עח, כ)</small> הן הכה צור ויזובו מים וגו' הגם לחם יוכל תת אמרו °פשרה היא זו אין בו כח למלאות שאלתנו וזהו שנאמר ויצא משה וידבר אל העם כיון שלא שמעו לו ויאסף שבעים איש וגו' <small>(ספרי צה)</small>: "
Rashi on Numbers 11:25:1,<b> ולא יספו. </b>לא נתנבאו אלא אותו היום לבדו כך מפורש בספרי <small>(שם)</small> ואונקלוס תרגם ולא פסקין שלא פסקה נבואה מהם:
Rashi on Numbers 11:26:1,<b> וישארו שני אנשים.</b> מאותן שנבחרו אמרו אין אנו כדאין לגדולה זו <small>(ספרי. תנחומא בהעלתך יב)</small>:
Rashi on Numbers 11:26:2,"<b>והמה בכתבים.</b> במבוררים שבהם לסנהדרין ונכתבו כולם נקובים בשמות ועל ידי גורל לפי שהחשבון עולה לי""ב שבטים ששה עשר לכל שבט ושבט חוץ משני שבטים שאין מגיע אליהם אלא חמשה חמשה אמר משה אין שבט שומע לי לפחות משבטו זקן אחד מה עשה נטל ע""ב פתקין וכתב על שבעים זקן °ועל שנים חלק וברר מכל שבט ושבט ששה והיו ע""ב אמר להם טלו פתקיכם מתוך קלפי מי שעלה בידו זקן נתקדש ומי שעלה בידו חלק אמר לו המקום לא חפץ בך <small>(ספרי צה)</small>: "
Rashi on Numbers 11:27:1,<b> וירץ הנער.</b> °יש אומרים גרשום בן משה היה <small>(תנחומא שם)</small>:
Rashi on Numbers 11:28:1,"<b> כלאם. </b>הטל עליהם צרכי צבור והם °כלים מאליהם. דבר אחר תנם °אל בית הכלא לפי שהיו מתנבאים משה מת ויהושע מכניס את ישראל לארץ <small>(סנהדרין יז, א. ספרי צו־צה)</small>: "
Rashi on Numbers 11:29:1,<b> המקנא אתה לי.</b> הקנאי אתה לי הקנאתי אתה מקנא:
Rashi on Numbers 11:29:2,"<b>לי.</b> כמו בשבילי כל לשון קנאה אדם הנותן לב על הדבר או לנקום או לעזור אנפרמנ""ט בלע""ז °אוחז בעובי המשא: "
Rashi on Numbers 11:30:1,"<b> ויאסף משה.</b> °מפתח אהל מועד: 
"
Rashi on Numbers 11:30:2,<b>אל המחנה.</b> נכנסו °איש לאהלו:
Rashi on Numbers 11:30:3,"<b>ויאסף.</b> לשון כניסה אל הבית כמו <small>(דברים כב, ב)</small> ואספתו אל תוך ביתך. ואב לכולם <small>(תהלים לט, ז)</small> יצבור ולא ידע מי אוספם מלמד שלא הביא עליהם פורענות עד שנכנסו הצדיקים איש לאהלו <small>(ספרי צו)</small>: "
Rashi on Numbers 11:31:1,"<b> ויגז.</b> ויפריח וכן <small>(תהלים צ, י)</small> כי גז חיש וכן <small>(נחום א, יב)</small> נגוזו ועבר: "
Rashi on Numbers 11:31:2,"<b>ויטש.</b> ויפשוט כמו <small>(שמואל־א ל, טז)</small> והנם נטושים על פני כל הארץ <small>(יחזקאל כט, ה)</small> ונטשתיך המדברה: "
Rashi on Numbers 11:31:3,"<b>וכאמתים.</b> פורחות בגובה עד שהן °כנגד לבו של אדם כדי שלא יהא טורח באסיפתן °לא להגביה ולא לשחות <small>(ספרי צז)</small>: 
"
Rashi on Numbers 11:32:1,<b> הממעיט.</b> מי שאסף פחות מכולם העצלים והחגרים אסף עשרה חמרים:
Rashi on Numbers 11:32:2,<b>וישטחו.</b> עשו אותן משטיחין משטיחין <small>(שם צח)</small>:
Rashi on Numbers 11:33:1,<b> טרם יכרת.</b> כתרגומו °עד לא פסק. דבר אחר אינו מספיק לפוסקו בשיניו עד שנשמתו יוצאה <small>(שם צז)</small>:
Rashi on Numbers 12:1:1,"<b> ותדבר.</b> אין דבור בכל מקום אלא לשון קשה וכן הוא אומר <small>(בראשית מב, ל)</small> דבר האיש אדוני הארץ אתנו קשות ואין אמירה בכל מקום אלא לשון תחנונים וכן הוא אומר <small>(בראשית יט, ז)</small> ויאמר אל נא אחי תרעו <small>(במדבר יב, ו)</small> ויאמר שמעו נא דברי <small>(ספרי צט)</small>. כל נא לשון בקשה: "
Rashi on Numbers 12:1:2,"<b>ותדבר מרים ואהרן.</b> היא פתחה בדבור תחלה לפיכך הקדימה הכתוב תחלה °ומנין היתה יודעת מרים שפירש משה מן האשה רבי נתן אומר מרים היתה בצד צפורה בשעה שנאמר למשה אלדד ומידד מתנבאים במחנה כיון ששמעה צפורה אמרה אוי לנשותיהן של אלו אם הם נזקקים לנבואה שיהיו פורשין מנשותיהן כדרך שפירש בעלי ממני ומשם ידעה מרים והגידה לאהרן ומה מרים שלא נתכוונה לגנותו כך נענשה ק""ו למספר בגנותו של חבירו <small>(ספרי שם)</small>: "
Rashi on Numbers 12:1:3,<b>האשה הכשית.</b> מגיד שהכל מודים ביפיה °כשם שהכל מודים בשחרותו של כושי <small>(שם)</small>:
Rashi on Numbers 12:1:4,"<b>כושית. </b>בגימטריא יפת מראה <small>(תנחומא צו, יג)</small>: "
Rashi on Numbers 12:1:5,<b>על אדות האשה.</b> °על אודות גירושיה:
Rashi on Numbers 12:1:6,<b>כי אשה כשית לקח.</b> מה תלמוד לומר אלא יש לך אשה נאה ביפיה ואינה נאה במעשיה במעשיה ולא ביפיה אבל זאת נאה בכל:
Rashi on Numbers 12:1:7,<b>האשה הכשית.</b> על שם נויה נקראת כושית כאדם הקורא את בנו נאה כושי כדי שלא תשלוט בו עין רעה <small>(שם)</small>:
Rashi on Numbers 12:1:8,<b>כי אשה כשית לקח.</b> ועתה גרשה <small>(שם)</small>:
Rashi on Numbers 12:2:1,<b> הרק אך.</b> °עמו לבדו דבר ה':
Rashi on Numbers 12:2:2,<b>הלא גם בנו דבר.</b> ולא פירשנו מדרך ארץ <small>(ספרי ק)</small>:
Rashi on Numbers 12:3:1,<b> ענו.</b> שפל וסבלן:
Rashi on Numbers 12:4:1,<b> פתאום.</b> נגלה עליהם °פתאום והם טמאים בדרך ארץ והיו צועקים °מים מים להודיעם שיפה עשה משה שפירש מן האשה מאחר שנגלית עליו שכינה תדיר ואין עת קבועה לדבור <small>(תנחומא שם)</small>:
