Index Title,Rashi on Numbers
Rashi on Numbers 13:21:1,"<b>From the desert of Tzin until Rechov, at the entrance of Chamas.</b> They went along °the length and width of its borders, like the form of the [Greek] <i>gamma</i> [G] They proceeded along the direction of the southern border from the eastern to the western corner as Moshe had commanded, “go up this way, to the south” by way of the southeastern border until the sea, as the sea is the western border. From there, they turned and proceeded along the entire western border by the seashore, until the entrance of Chamas, which is near Hor Hahar, at the northwestern corner, as the boundaries of the land are explicitly stated in the portion of “These are the journeys.” "
Rashi on Numbers 13:22:1,"<b>And [he] came to Chevron:</b> Caleiv went there alone and prostrated himself [in prayer] °at the grave of the patriarchs, so that he would not be enticed by his companions to join in their design. Accordingly, it says, “I will give him (Caleiv) the land on which he walked,” and it is written, “they gave to Caleiv, Chevron.” "
Rashi on Numbers 13:22:2,"<b>Was built seven years.</b> Is it possible that Cham built Chevron, for his youngest son Canaan, before he built Tzo’an, for his eldest son Mitzrayim? Rather, it was °built up with everything good, seven times more than Tzoan. °This informs you of the praiseworthiness of Eretz Yisroel, for nothing in Eretz Yisroel is more °barren than Chevron that is why it was set aside as a cemetery. Nothing is as excellent, among all the countries, as Mitzrayim, as it is said, “Like Hashem’s garden, like the land of Mitzrayim.” And Tzoan was the most excellent in the land of Mitzrayim, for the seat of royalty was there, as it is said, “for his ministers were in Tzoan.” Yet, Chevron was seven times better. "
Rashi on Numbers 13:23:1,<b>A branch.</b> A branch of the grapevine °with a cluster of grapes hanging from it.
Rashi on Numbers 13:23:2,"<b>They carried it between two on a pole.</b> From the plain meaning of the statement “they carried it on a pole,” °do I not know that it was with two [carriers]? What does the Torah teach by saying “between two”? With two poles. How was this? °Eight took the cluster, one took the fig, one the pomegranate. Yehoshuah and Caleiv did not take anything, since the sole purpose of the others was to deliver a slanderous report — ‘Just as its fruit is strange, so are its people strange.’ If you want to know how much one of them weighed, go and learn from the stones they set up in Gilgal. Each man carried one stone from the Yardein on his shoulder, and set it up in Gilgal. The Rabbis determined that each weighed forty <i>se’in,</i> and tradition teaches that the load a man can carry on his shoulder is only a third of the load he can carry when others assist him. "
Rashi on Numbers 13:25:1,"<b>They returned from spying the land, at the end of forty days.</b> But is not [the land] four hundred by four hundred <i>parsa’os,</i> and the average person’s traveling distance is ten <i>parsa’os</i> a day, and then there was a traveling distance of forty days from east to west, and they traversed its length and breadth? But as it was revealed before the Holy One, Blessed is He, that He would sentence them with a day for a year, he shortened the way before them. 
"
Rashi on Numbers 13:26:1,"<b>They went and came.</b> What is [meant by] “they went”? °To compare their going with their coming. Just as their coming was with an evil design, so was their going, with an evil design. "
Rashi on Numbers 13:26:2,"<b>They brought word back to them.</b> °To Moshe and Aharon. 
"
Rashi on Numbers 13:27:1,"<b>Flowing with milk and honey.</b> A falsehood in which °some truth is not stated at the beginning, cannot be maintained in the end. "
Rashi on Numbers 13:27:2,
Rashi on Numbers 13:28:1,"<b>Fortified.</b> The word connotes strength. Targum [Onkelos] renders it כְּרִיכַן, meaning circular fortresses. In Aramaic, כְּרִיךְ means “circular.” "
Rashi on Numbers 13:29:1,"<b>Amalek dwells, etc.</b> °Because they had already been burnt by Amalek, the spies mentioned them, to frighten them. "
Rashi on Numbers 13:29:2,"<b>And next to the Yardein.</b> יַד, like its plain meaning, next to the Yardein, and you will be unable to cross. "
Rashi on Numbers 13:30:1,<b>Caleiv silenced.</b> He silenced °them all.
Rashi on Numbers 13:30:2,"<b>To [hear about] Moshe.</b> To hear what he would say about Moshe. He cried out, saying: ‘Is it only this that the son of Amram did to us’? °The listener thought that he intended to slander him. Since they were resentful towards Moshe because of the spies’ report, they were all silent, in order to hear the slander about him. He said: ‘But did he not split the sea for us, and bring down the manna for us, and cause the quail to be blown to us’? "
Rashi on Numbers 13:30:3,"<b>We can surely go up.</b> °Even to heaven, and even if he tells us to build ladders and go up there, we will succeed at whatever he says! "
Rashi on Numbers 13:30:4,"<b>[He] silenced.</b> The meaning is “silence.” Similarly, “silence, all flesh”! “silence, for it is not to be mentioned.” This is a person’s way. Someone who wants to quiet a group of people says, “sh-sh”! "
Rashi on Numbers 13:31:1,"<b>They are more powerful than we.</b> As if it were possible, they said this °about the One above. 
"
Rashi on Numbers 13:32:1,"<b>Which consumes its inhabitants.</b> Wherever we passed we found them °burying the dead. But the Holy One, Blessed is He, did this for their benefit, so that they would be preoccupied with their grief and pay no attention to them. "
Rashi on Numbers 13:32:2,"<b>Men of dimensions.</b> Big and tall, who need to be measured, like Golias, “Whose height was six <i>amos</i> and a <i>zeres.</i>” Similarly, “ אִישׁ מָדוֹן,” a man of dimensions. "
Rashi on Numbers 13:33:1,"<b>The giants.</b> Giants, children of Shamchazai and Azael, °who fell from heaven in the days of Enosh. "
Rashi on Numbers 13:33:2,"<b>And so we appeared in their eyes.</b> We heard them °say to each other, ‘There are ants in the vineyard like people.’ "
Rashi on Numbers 13:33:3,<b>The giant.</b> °Who make the sun a necklace by their height.
Rashi on Numbers 14:1:1,"<b>The entire community</b> The Sanhedrin members. 
"
Rashi on Numbers 14:2:1,<b>Would we had died.</b> °Would that we had died.
Rashi on Numbers 14:4:1,"<b>Let us appoint (lit. place) a head.</b> As Targum [Onkelos] renders, “Let us appoint a head,” ‘Let us appoint a king over us.’ The Rabbis, of blessed memory, interpret this as referring to idolatry. 
"
Rashi on Numbers 14:9:1,"<b>Do not rebel.</b> °Consequently, “and you do not be afraid, etc."
Rashi on Numbers 14:9:2,<b>For they are [as] our bread.</b> We will consume them °like bread. 
Rashi on Numbers 14:9:3,"<b>Their protection (lit. shade) is removed from them.</b> °Their shield and strength. The righteous among them have died — Iyov, who shielded them with his merit. (Another interpretation: The Omnipresent’s shield has been removed from them.) "
Rashi on Numbers 14:10:1,<b>They should be stoned.</b> °Yehoshua and Caleiv.
Rashi on Numbers 14:10:2,"<b>When the glory of Adonoy.</b> °The Cloud descended there. 
"
Rashi on Numbers 14:11:1,<b>Until where.</b> °To what degree.
Rashi on Numbers 14:11:2,<b>Will . . . provoke me.</b> [יְנַאֲצוּנִי means] will they anger me.
Rashi on Numbers 14:11:3,"<b>Despite all the signs.</b> Because of all the miracles I performed for them, they should have believed that I am capable of fulfilling my promise. "
Rashi on Numbers 14:12:1,"<b>And [I will] annihilate them.</b> °As Targum [Onkelos] renders it, meaning annihilation. °Perhaps you will ask, ‘what will I do about the oath to the patriarchs’? 
"
Rashi on Numbers 14:12:2,<b>I shall make you into a greater nation.</b> As you are descended from them.
Rashi on Numbers 14:13:1,<b>But Egypt will hear.</b> They will hear °that You killed them.
Rashi on Numbers 14:13:2,"<b>That You . . . brought up.</b> כִּי is used to denote “that.” And they saw that You brought them up, with Your great power, from among them. When they hear that You killed them, they will not say that they sinned against You. Rather, they will say that, against them, You were able to wage war, but against the inhabitants of the land, You were not able to wage war. This is [the meaning of the following]: 
"
Rashi on Numbers 14:14:1,"<b>They will say, concerning (lit. to) the inhabitants of this land.</b> Like עַל, “concerning” the inhabitants of this land. What will they say about them? What is said at the end of the subject, because of Hashem’s inability. Since they have heard that You, God, dwell in their midst, and You, Hashem, are revealed to them before their eyes, all in a loving way, and they are not aware that Your love for them was removed from them, until now. 
"
Rashi on Numbers 14:14:2,
Rashi on Numbers 14:15:1,"<b>If You kill this nation like a single man.</b> °Suddenly. As a result, the nations who have heard etc. "
Rashi on Numbers 14:16:1,"<b>Because of [Adonoy’s] inability.</b> Because the inhabitants of the land are strong and valorous, and Pharaoh is not the same as thirty-one kings. This is what they will say about the inhabitants of this land. <b>Because of inability.</b> Since He was not able to bring them, He slaughtered them. "
Rashi on Numbers 14:16:2,<b>[In]ability.</b> °This is an abstract noun.
Rashi on Numbers 14:16:3,
Rashi on Numbers 14:17:1,<b>Let my Master’s power be enhanced.</b> °By fulfilling Your word.
