Index Title,Rashi on Leviticus
Rashi on Leviticus 11:8:1,"<b>מבשרם לא תאכלו.</b> אין לי אלא אלו, שאר בהמה טמאה שאין לה שום סימן טהרה מנין, אמרת °קל וחומר, ומה אלו שיש בהן קצת סימני טהרה אסורות וכו' <small>(כל הענין בת""כ פרק ג, ב)</small>: "
Rashi on Leviticus 11:8:2,"<b>מבשרם.</b> על בשרם באזהרה, ולא על עצמות וגידין וקרנים וטלפים: "
Rashi on Leviticus 11:8:3,"<b>ובנבלתם לא תגעו.</b> יכול יהו ישראל מוזהרים על מגע נבלה, תלמוד לומר אֱמֹור אֶל הַכֹּהֲנִים וגו' <small>(ויקרא כא, א)</small>, כהנים מוזהרין, ואין ישראל מוזהרין, קל וחומר מעתה, ומה טומאת המת חמורה לא הזהיר בה אלא כהנים, טומאת נבלה קלה לא כל שכן, ומה תלמוד לומר לא תגעו, °ברגל <small>(ראש השנה טז:)</small>. (זהו שאמרו חייב אדם לטהר עצמו ברגל): "
Rashi on Leviticus 11:9:1,<b>סנפיר.</b> אלו ששט בהם:
Rashi on Leviticus 11:9:2,"<b>קשקשת.</b> אלו קליפין הקבועים בו <small>(חולין נט.)</small>, כמו שנאמר וְשִׁרְיוֹן קַשְׂקַשִּׂים הוּא לָבוּשׁ <small>(שמואל־א יז, ה)</small>: "
Rashi on Leviticus 11:10:1,"<b>שרץ.</b> בכל מקום משמעו דבר נמוך שרוחש ונד על הארץ: 
"
Rashi on Leviticus 11:11:1,<b>ושקץ יהיו.</b> °לאסור את עירוביהן אם יש בו °בנותן טעם <small>(חולין צט.)</small>:
Rashi on Leviticus 11:11:2,<b>מבשרם.</b> אינו מוזהר על הסנפירים ועל העצמות:
Rashi on Leviticus 11:11:3,"<b>ואת נבלתם תשקצו.</b> לרבות °יבחושין שסיננן <small>(חולין סז.)</small>, יבחושין מושיילונ""ש בלע""ז: "
Rashi on Leviticus 11:12:1,"<b>אשר אין לו וגו'.</b> <small>(ת""כ)</small> °מה תלמוד לומר, °שיכול אין לי שיהא מותר אלא המעלה סימנין שלו ליבשה, השירן במים מנין, תלמוד לומר כל אשר אין לו סנפיר וקשקשת במים, הא אם היו לו במים °אף על פי שהשירן בעלייתו מותר <small>(ת""כ פרשתא א, יא)</small>: "
Rashi on Leviticus 11:13:1,"<b>לא יאכלו.</b> לחייב את המאכילן לקטנים <small>(יבמות קיד.)</small>, שכך משמעו לא יהיו נאכלים על ידך, או אינו אלא לאסרן בהנאה, תלמוד לומר לא תאכלו <small>(דברים יד, יב)</small>, °באכילה אסורין, בהנאה מותרין. כל עוף שנאמר בו למינה, למינו, למינהו, יש באותו המין שאין דומין זה לזה לא במראיהם ולא בשמותם, °וכולן מין אחד: "
Rashi on Leviticus 11:16:1,"<b>הנץ.</b> אישפרוי""ר: "
Rashi on Leviticus 11:17:1,"<b>השלך.</b> פירשו רבותינו <small>(חולין סג.)</small> זה השולה <small>(פי' מגביה)</small> דגים מן הים, וזהו שתרגם אונקלוס וְשָׁלֵינוּנָא: "
Rashi on Leviticus 11:17:2,"<b>כוס וינשוף.</b> הם צואיטי""ש הצועקים בלילה, ויש להם לסתות כאדם, ועוד אחר דומה לו שקורין ייב""ץ: 
"
Rashi on Leviticus 11:18:1,"<b>התנשמת.</b> היא קלב""א שורי""ץ, ודומה לעכבר ופורחת בלילה, ותנשמת האמורה בשרצים היא דומה לה, ואין לה עינים, וקורין לה טלפ""א: "
Rashi on Leviticus 11:19:1,"<b>החסידה.</b> זו דיה לבנה, ציגוני""ה, ולמה נקרא שמה חסידה שעושה חסידות עם חברותיה במזונות <small>(שם)</small>: "
Rashi on Leviticus 11:19:2,"<b>האנפה.</b> היא דיה רגזנית, ונראה לי שהיא שקורין לה היירו""ן: "
Rashi on Leviticus 11:19:3,"<b>הדוכיפת.</b> תרנגול הבר, וְכַרְבַּלְתּוֹ כפולה, ובלעז הרופ""א, ולמה נקרא שמו דוכיפת, שהודו כפות, וזו היא כרבלתו, וְנַגַּר טוּרָא, נקרא על שם מעשיו, כמו שפירשו רבותינו במס' גיטין בפרק מי שאחזו <small>(דף סח:)</small>: "
Rashi on Leviticus 11:20:1,"<b>שרץ העוף.</b> הם הדקים הנמוכים הרוחשין על הארץ, כגון זבובים וצרעין ויתושין וחגבים: "
Rashi on Leviticus 11:21:1,<b>על ארבע.</b> על ד' רגלים:
Rashi on Leviticus 11:21:2,"<b>ממעל לרגליו.</b> סמוך לצוארו יש לו כמין שתי רגלים לבד ד' רגליו, וכשרוצה לעוף ולקפוץ מן הארץ מתחזק באותן שתי כרעים ופורח, ויש מהן הרבה, כאותן שקורין לנגושט""א, אבל אין אנו בקיאין בהן, ארבעה סימני טהרה נאמרו בהם, ארבע רגלים, וד' כנפים, וקרסולין אלו כרעים הכתובים כאן, וכנפיו חופין את רובו <small>(חולין נט.)</small>. וכל סימנים הללו מצויין באותן שבינותינו, אבל יש שראשן ארוך ויש שאין להם זנב <small>(שם סה:)</small>, וצריך שיהא שמו חגב, ובזה אין אנו יודעים להבדיל ביניהם: "
Rashi on Leviticus 11:23:1,"<b>וכל שרץ העוף וגו'.</b> בא ללמד שאם °יש לו חמש טהור <small>(ת""כ פרק ה, י)</small>: 
"
Rashi on Leviticus 11:24:1,"<b>ולאלה.</b> <small>(ת""כ)</small> העתידין להאמר למטה בענין: "
Rashi on Leviticus 11:24:2,<b>תטמאו.</b> כלומר °בנגיעתם יש טומאה:
Rashi on Leviticus 11:25:1,"<b>וכל הנשא מנבלתם.</b> כל מקום שנאמרה °טומאת משא, חמורה מטומאת מגע, שהיא טעונה כבוס בגדים <small>(שם פרשתא ד, ז)</small>: "
Rashi on Leviticus 11:26:1,"<b>מפרסת פרסה ושסע איננה שוסעת.</b> כגון גמל שפרסתו סדוקה למעלה, אבל למטה היא מחוברת. כאן למדך שנבלת בהמה טמאה מטמאה, ובענין °שבסוף הפרשה פירש על בהמה טהורה: "
Rashi on Leviticus 11:27:1,<b>על כפיו.</b> כגון כלב °ודוב וחתול:
Rashi on Leviticus 11:27:2,<b>טמאים הם לכם.</b> למגע:
Rashi on Leviticus 11:29:1,"<b>וזה לכם הטמא.</b> כל טומאות הללו אינן לאיסור אכילה, אלא לטומאה ממש, להיות טמא במגען, ונאסר לאכול תרומה וקדשים, וליכנס למקדש: "
Rashi on Leviticus 11:29:2,"<b>החלד.</b> מוש""טילה: "
Rashi on Leviticus 11:29:3,"<b>והצב.</b> פויי""ט, שדומה לצפרדע: "
Rashi on Leviticus 11:30:1,"<b>אנקה.</b> הריצו""ן: "
Rashi on Leviticus 11:30:2,"<b>הלטאה.</b> לישרד""ה: "
Rashi on Leviticus 11:30:3,"<b>החמט.</b> לימצ""א: "
Rashi on Leviticus 11:30:4,"<b>תנשמת.</b> טלפ""א: "
Rashi on Leviticus 11:32:1,<b>במים יובא.</b> ואף °לאחר טבילתו טמא הוא לתרומה:
Rashi on Leviticus 11:32:2,<b>עד הערב.</b> ואחר כך <b>וטהר.</b> בהערב השמש <small>(יבמות עה.)</small>:
Rashi on Leviticus 11:32:3,"
"
Rashi on Leviticus 11:33:1,<b>אל תוכו.</b> אין כלי חרס מיטמא °אלא מאוירו <small>(חולין כד:)</small>:
Rashi on Leviticus 11:33:2,"<b>כל אשר בתוכו יטמא.</b> הכלי °חוזר ומטמא מה שבאוירו <small>(ס""א צ""ל בתוכו)</small>: "
Rashi on Leviticus 11:33:3,"<b>ואתו תשבורו.</b> למד °שאין לו טהרה במקוה <small>(ת""כ פרשתא ז. יג)</small>: "
Rashi on Leviticus 11:34:1,"<b>מכל האכל אשר יאכל.</b> מוסב °על מקרא העליון כל אשר בתוכו יטמא, מכל האכל אשר יאכל אשר יבוא עליו מים, והוא בתוך כלי חרס הטמא, יטמא, וכן כל משקה אשר ישתה בכל כלי והוא בתוך כלי חרס הטמא, יטמא. למדנו מכאן דברים הרבה, למדנו שאין אוכל מוכשר ומתוקן לקבל טומאה עד שיבאו עליו מים פעם אחת, ומשבאו עליו מים פעם אחת, מקבל טומאה לעולם, °ואפילו נגוב, והיין והשמן וכל הנקרא משקה מכשיר זרעים לטומאה כמים, שכך יש לדרוש המקרא אשר יבוא עליו מים או כל משקה אשר ישתה בכל כלי יטמא האוכל. ועוד למדו רבותינו מכאן שאין ולד הטומאה מטמא כלים, שכך שנינו <small>(פסחים כ.:)</small> יכול יהיו כל הכלים מטמאין מאויר כלי חרס, תלמוד לומר כל אשר בתוכו יטמא, מכל האוכל, °אוכל ומשקה מיטמא מאויר כלי חרס ואין כל הכלים מיטמאין מאויר כלי חרס, לפי שהשרץ אב הטומאה והכלי שנטמא ממנו ולד הטומאה, לפיכך אינו חוזר ומטמא כלים שבתוכו. ולמדנו עוד שהשרץ שנפל לאויר תנור והפת בתוכו ולא נגע השרץ בפת, התנור ראשון והפת שנייה, ולא נאמר רואין את התנור כאלו מלא טומאה ותהא הפת תחילה, שאם אתה אומר כן, לא נתמעטו כל הכלים מליטמא מאויר כלי חרס, שהרי טומאה עצמה נגעה בהן מגבן. ולמדנו עוד, על ביאת מים שאינה מכשרת זרעים אלא אם כן נפלו עליהן °משנתלשו, שאם אתה אומר מקבלין הכשר במחובר, אין לך שלא באו עליו מים, ומהו אומר אשר יבוא עליו מים, משנתלשו. ולמדנו עוד שאין אוכל מטמא אחרים °אלא אם כן יש בו כביצה <small>(ת""כ פרק ט, א. — יומא פ.)</small> שנאמר אשר יאכל, אוכל הנאכל בבת אחת, ושיערו חכמים אין בית הבליעה מחזיק יותר מביצת תרנגולת: "
Rashi on Leviticus 11:35:1,"<b>תנור וכירים.</b> כלים °המטלטלין הם, והם של חרס, ויש להן תוך, ושופת את הקדרה על נקב החלל, ושניהם פיהם למעלה: "
Rashi on Leviticus 11:35:2,<b>יתץ.</b> שאין לכלי חרס טהרה בטבילה:
Rashi on Leviticus 11:35:3,"<b>וטמאים יהיו לכם.</b> שלא תאמר מצווה אני לנותצם, תלמוד לומר וטמאים יהיו לכם, אם רצה לקיימן בטומאתן רשאי: "
Rashi on Leviticus 11:36:1,"<b>אך מעין ובור מקוה מים.</b> °המחוברים לקרקע, אין מקבלין טומאה. ועוד יש לך ללמוד: <b>יהיה טהור. </b>הטובל בהם מטומאתו:"
Rashi on Leviticus 11:36:2,"<b>ונוגע בנבלתם יטמא.</b> אפי' הוא בתוך °מעין ובור ונוגע בנבלתם יטמא, <small>(ת""כ פרשתא ט, ה)</small> °שלא תאמר קל וחומר, אם מטהר את הטמאים מטומאתם, קל וחומר שיציל את הטהור מליטמא, לכך נאמר ונוגע בנבלתם יטמא: "
Rashi on Leviticus 11:36:3,
Rashi on Leviticus 11:37:1,"<b>זרע זרוע.</b> זריעה של מיני זרעונין. זרוע שם דבר הוא, כמו וְיִתְּנוּ לָנוּ מִן הַזֵּרֹעִים <small>(דניאל א, יב)</small>: "
Rashi on Leviticus 11:37:2,<b>טהור הוא.</b> למדך הכתוב שלא הוכשר ונתקן °לקרות אוכל לקבל טומאה עד שיבואו עליו מים:
Rashi on Leviticus 11:38:1,"<b>וכי יתן מים על זרע.</b> לאחר שנתלש, שאם תאמר יש הכשר במחובר אין לך זרע שלא הוכשר <small>(חולין קיח:)</small>: "
Rashi on Leviticus 11:38:2,"<b>מים על זרע.</b> בין מים, °בין שאר משקין, בין הם על הזרע, °בין הזרע נפל לתוכן, הכל נדרש בתורת כהנים <small>(פרק יא, ו)</small>: "
Rashi on Leviticus 11:38:3,"<b>ונפל מנבלתם עליו.</b> אף משנגב מן המים, שלא הקפידה תורה אלא להיות עליו שם אוכל, ומשירד עליו הכשר קבלת טומאה פעם אחת שוב אינו נעקר הימנו: "
Rashi on Leviticus 11:39:1,"<b>בנבלתה.</b> °ולא בעצמות וגידים, ולא בקרנים וטלפים, ולא בעור <small>(ת""כ פרשתא י, ה — חולין קיח.)</small>: "
Rashi on Leviticus 11:40:1,"<b>והנשא את נבלתה.</b> °חמורה טומאת משא, מטומאת מגע, שהנושא מטמא בגדים, והנוגע אין בגדיו טמאין, שלא נאמר בו יכבס בגדיו: "
Rashi on Leviticus 11:40:2,"<b>והאכל מנבלתה.</b> °יכול תטמאנו אכילתו, כשהוא אומר בנבלת עוף טהור נְבֵלָה וּטְרֵפָה לֹא יֹאכַל לְטָמְאָה בָהּ <small>(ויקרא כב, ח)</small>, אותה מטמאה בגדים באכילתה, ואין נבלת בהמה מטמאה בגדים באכילתה, בלא משא, כגון, אם תחבה לו חבירו בבית הבליעה, אם כן מה תלמוד לומר האכל, ליתן שיעור לנושא ולנוגע °כדי אכילה, והוא כזית <small>(נדה מב:)</small>: "
Rashi on Leviticus 11:40:3,"<b>וטמא עד הערב.</b> אף על פי שטבל, צריך °הערב שמש: "
Rashi on Leviticus 11:41:1,"<b>השורץ על הארץ.</b> להוציא את היתושין שֶׁבַּכְּלִיסִין וְשֶׁבַּפּוֹלִין, ואת הזיזין שבעדשים <small>(חולין סז:)</small> שהרי לא שרצו על הארץ אלא בתוך האוכל, אבל משיצאו לאויר ושרצו הרי נאסרו: "
Rashi on Leviticus 11:41:2,"<b>לא יאכל.</b> לחייב על המאכיל כאוכל, ואין קרוי שרץ, אלא דבר נמוך °קצר רגלים שאינו נראה אלא כרוחש ונד: 
"
Rashi on Leviticus 11:42:1,"<b>הולך על גחון.</b> זה נחש, ולשון גחון, שְׁחִיָּה, שהולך שָׁח ונופל על מעיו: "
Rashi on Leviticus 11:42:2,<b>כל הולך.</b> להביא °השלשולין ואת °הדומה לדומה:
Rashi on Leviticus 11:42:3,<b>הולך על ארבע.</b> זה עקרב:
Rashi on Leviticus 11:42:4,"<b>כל.</b> להביא את החפושית, אשקרבי""ט בלע""ז, ואת הדומה לדומה: "
Rashi on Leviticus 11:42:5,"<b>מרבה רגלים.</b> זה נַדָּל, שֶׁרֶץ, שיש לו רגלים מראשו ועד זנבו לכאן ולכאן, וקורין צינטפיד""ש: 
"
