Index Title,Rashi on Deuteronomy
Rashi on Deuteronomy 11:10:1,"<b>לא כארץ מצרים היא.</b> אלא טובה הימנה, °ונאמרה הבטחה זו לישראל ביציאתם ממצרים, שהיו אומרים שמא לא נבוא אל ארץ טובה ויפה כזו, °יכול בגנותה הכתוב מדבר, וכך אמר להם לא כארץ מצרים היא אלא רעה הימנה, °תלמוד לומר וְחֶבְרוֹן שֶׁבַע שָׁנִים נִבְנְתָה לִפְנֵי וגו' <small>(במדבר יג, כב)</small>, אדם אחד בנאן, וחם בנה צוען למצרים בנו וחברון לכנען, דרך ארץ אדם בונה את הנאה ואחר כך בונה את הַכָּעוּר (ס""א הגרוע), שפסולתו של ראשון הוא נותן בשני, ובכל מקום החביב קודם, הא למדת שחברון יפה מצוען, ומצרים משובחת מכל הארצות, שנאמר כְּגַן ה' כְּאֶרֶץ מִצְרַיִם <small>(בראשית יג, י)</small>, וצוען שבח מצרים היא, שהיתה מקום מלכות, שכן הוא אומר כִּי הָיוּ בְצֹעַן שָׂרָיו <small>(ישעיה ל, ד)</small>, וחברון פסולתה של ארץ ישראל, לכך הִקְצוּהָ לקבורת מתים, ואע""פ כן היא יפה מצוען <small>(ספרי לז)</small>. °ובכתובות <small>(דף קיב.)</small> דרשו בענין אחר, אפשר אדם בונה בית לבנו הקטן ואח""כ לבנו הגדול, °אלא שֶׁמְבוּנָה על אחד משבעה בצוען: "
Rashi on Deuteronomy 11:10:2,"<b>אשר יצאתם משם.</b> °אפילו ארץ רעמסס אשר ישבתם בה, והיא במיטב ארץ מצרים, שנאמר בְּמֵיטַב הָאָרֶץ וגו' <small>(בראשית מז, יא)</small>, אף היא אינה כארץ ישראל: "
Rashi on Deuteronomy 11:10:3,"<b>והשקית ברגלך.</b> ארץ מצרים היית צריך להביא מים מנילוס ברגליך, ולהשקותה צריך אתה לנדד מִשְׁנָתְךָ ולעמול, והנמוך שותה ולא הגבוה, ואתה מעלה המים מן הנמוך לגבוה, אבל זו למטר השמים תשתה מים, אתה ישן על מטתך והקב""ה משקה נמוך וגבוה, גלוי ושאינו גלוי, כאחת: "
Rashi on Deuteronomy 11:10:4,<b>כגן הירק.</b> שאין די לו בגשמים ומשקין אותו ברגל ובכתף:
Rashi on Deuteronomy 11:11:1,"<b>ארץ הרים ובקעות.</b> משובח ההר מן המישור, שהמישור בבית כור אתה זורע כור, אבל ההר, בית כור ממנו חמשת כורין, ארבע מארבע שפועיו ואחד בראשו: "
Rashi on Deuteronomy 11:11:2,<b>ובקעות.</b> הן מישור:
Rashi on Deuteronomy 11:12:1,"<b>אשר ה' אלהיך דורש אותה.</b> והלא כל הארצות הוא דורש, שנאמר לְהַמְטִיר עַל אֶרֶץ לֹא אִישׁ <small>(איוב לח, כו)</small>, אלא כביכול אינו דורש אלא אותה, וע""י אותה דרישה שדורשה, דורש את כל הארצות עמה: "
Rashi on Deuteronomy 11:12:2,"<b>תמיד עיני ה' אלהיך בה.</b> °לראות מה היא צריכה ולחדש בה גזרות, עתים לטובה ועתים לרעה כו', °כדאיתא בר""ה <small>(דף יז:)</small>: "
Rashi on Deuteronomy 11:12:3,"<b>מרשית השנה.</b> מר""ה נדון מה יהא בסופה <small>(ר""ה ח.)</small>: "
Rashi on Deuteronomy 11:13:1,"<b>והיה אם שמוע.</b> והיה, מוסב על האמור למעלה °למטר השמים תשתה מים: "
Rashi on Deuteronomy 11:13:2,"<b>והיה אם שמוע תשמעו. </b>°אם תשמע בישן תשמע בחדש <small>(סוכה מו:)</small>, וכן אִם שָׁכֹחַ תִּשְׁכַּח <small>(דברים ח, יט)</small>, אם התחלת לשכוח, סופך שתשכח כולה, °שכן כתיב במגלה אם תעזבני יום יומים אעזבך: "
Rashi on Deuteronomy 11:13:3,<b>מצוה אתכם היום.</b> שיהיו עליכם חדשים °כאילו שמעתם בו ביום <small>(ספרי ראה נח)</small>:
Rashi on Deuteronomy 11:13:4,"<b>לאהבה את ה'. </b>שלא תאמר הרי אני לומד בשביל שאהיה עשיר, בשביל שאקרא רב, בשביל שאקבל שכר, °אלא כל מה שתעשו עֲשׂוּ מאהבה, וסוף הכבוד לבא <small>(נדרים סב.)</small>: "
Rashi on Deuteronomy 11:13:5,"<b>ולעבדו בכל לבבכם.</b> עבודה שהיא בלב, וזו היא תפלה, שהתפלה קרויה עבודה, שנאמר אֱלָהָךְ דִּי אַנְתְּ פָּלַח לֵהּ בִּתְדִירָא <small>(דניאל ו, יז)</small>, וכי יש פולחן בבבל, אלא על שהיה מתפלל, שנאמר וְכַוִּין פְּתִיחָן לֵהּ וגו' <small>(שם יא)</small>, וכן בדוד הוא אומר, תִּכּוֹן תְּפִלָּתִי קְטֹרֶת לְפָנֶיךָ <small>(תהלים קמא, ב)</small>: "
Rashi on Deuteronomy 11:13:6,"<b>בכל לבבכם ובכל נפשכם.</b> והלא כבר הזהיר בכל לבבך ובכל נפשך, °אלא אזהרה ליחיד אזהרה לציבור: 
"
Rashi on Deuteronomy 11:14:1,"<b>ונתתי מטר ארצכם. </b>°עשיתם מה שעליכם, אף אני אעשה מה שעלי <small>(ספרי מא)</small>: "
Rashi on Deuteronomy 11:14:2,"<b>בעתו.</b> בלילות, שלא יטריחו אתכם. דבר אחר בעתו, °בלילי שבתות <small>(ספרי מב)</small>, שהכל מצויין בבתיהם: "
Rashi on Deuteronomy 11:14:3,"<b>יורה. </b>היא רביעה הנופלת לאחר הזריעה, שֶׁמַּרְוָה את הארץ ואת הזרעים <small>(תענית ו.)</small>: "
Rashi on Deuteronomy 11:14:4,"<b>ומלקוש. </b>רביעה היורדת סמוך לקציר, למלאות התבואה בקשיה <small>(שם)</small>, ולשון מלקוש דבר המאוחר, כדמתרגמינן וְהָיָה הָעֲטֻפִים לְלָבָן <small>(בראשית ל, מב)</small>, לְקִשַׁיָא. דבר אחר, לכך נקראת מלקוש, °שיורדת על המלילות ועל הקשין <small>(שם)</small>: "
Rashi on Deuteronomy 11:14:5,"<b>ואספת דגנך.</b> °אתה תאספנו אל הבית ולא אויביך, כענין שנאמר אִם אֶתֵּן אֶת דְּגָנֵךְ וגו' כִּי מְאַסְפָיו יֹאכְלֻהוּ <small>(ישעיה סב, ח־ט)</small>, ולא כענין שנאמר וְהָיָה אִם זָרַע יִשְׂרָאֵל וגו' <small>(שופטים ו, ג)</small>: "
Rashi on Deuteronomy 11:15:1,"<b>ונתתי עשב בשדך. </b>°שלא תצטרך להוליכה למדבריות. דבר אחר, שתהיה גוזז תבואתך כל ימות הגשמים, ומשליך לפני בהמתך, ואתה מונע ידך ממנה שלשים יום קודם לקציר, ואינה פוחתת מִדְּגָנָהּ <small>(ספרי מג)</small>: "
Rashi on Deuteronomy 11:15:2,"<b>ואכלת ושבעת.</b> °הרי זו ברכה אחרת, שתהא ברכה מצויה בפת בתוך המעים, ואכלת ושבעת: "
Rashi on Deuteronomy 11:16:1,"<b>השמרו לכם.</b> כיון שתהיו אוכלים ושבעים, השמרו לכם שלא תבעטו, שאין אדם מורד בהקב""ה אלא מתוך שביעה, שנאמר פֶּן תֹּאכַל וְשָׂבָעְתָּ <small>(דברים ח, יב)</small>, וּבְקָרְךָ וְצֹאנְךָ יִרְבְּיֻן <small>(שם יג)</small>, מה הוא אומר אחריו, וְרָם לְבָבֶךָ וְשָׁכַחְתָּ <small>(שם יד)</small>: "
Rashi on Deuteronomy 11:16:2,"<b>וסרתם.</b> °לפרוש מן התורה, ומתוך כך ועבדתם אלהים אחרים, שכיון שאדם פורש מן התורה הולך ומדבק בעבודת אלילים, וכן דוד הוא אומר, כִּי גֵרְשׁוּנִי הַיּוֹם מֵהִסְתַּפֵּחַ בְּנַחֲלַת ה' לֵאמֹר לֵךְ עֲבֹד וגו' <small>(שמואל־א כו, יט)</small>, ומי אמר לו כן, אלא כיון שאני מגורש מלעסוק בתורה, הריני קרוב לעבוד אלהים אחרים: "
Rashi on Deuteronomy 11:16:3,"<b>אלהים אחרים. </b>°שהם אחרים לעובדיהם, צועק אליו ואינו עונהו <small>(ספרי מג)</small>, נמצא עשוי לו כנכרי: "
Rashi on Deuteronomy 11:17:1,"<b>את יבולה.</b> °אף מה שאתה מוביל לה, כענין שנאמר זְרַעְתֶּם הַרְבֵּה וְהָבֵא מְעָט <small>(חגי א, ו)</small>: "
Rashi on Deuteronomy 11:17:2,"<b>ואבדתם מהרה.</b> °על כל שאר היסורין אגלה אתכם מן האדמה °שגרמה לכם לחטוא, משל למי ששלח בנו לבית המשתה, והיה יושב ומפקידו אל תאכל יותר מצרכך שתבא נקי לביתך, ולא השגיח הבן ההוא, אכל ושתה יותר מצרכו והקיא וטנף את כל בני המסיבה, נטלוהו בידיו וברגליו וזרקוהו אחורי פלטרין <small>(ספרי שם)</small>: "
Rashi on Deuteronomy 11:17:3,"<b>מהרה. </b>איני נותן לכם אָרְכָּא, °ואם תאמרו והלא נתנה אָרְכָּא לדור המבול, שנאמר וְהָיוּ יָמָיו מֵאָה וְעֶשְׂרִים שָׁנָה <small>(בראשית ו, ג)</small>, דור המבול °לא היה להם ממי ללמוד, ואתם יש לכם ממי ללמוד <small>(ספרי שם)</small>: "
Rashi on Deuteronomy 11:18:1,"<b>ושמתם את דברי. </b>°אף לאחר שתגלו היו מצויינים במצות, הניחו תפילין, עֲשׂוּ מזוזות, כדי שלא יהיו לכם חדשים כשתחזרו, וכן הוא אומר הַצִּיבִי לָךְ צִיֻּנִים <small>(ירמיה לא, כ — ספרי שם)</small>: "
Rashi on Deuteronomy 11:19:1,"<b>לדבר בם. </b>°משעה שהבן יודע לדבר למדהו תורה צוה לנו משה, שיהא זה למוד דבורו, מכאן אמרו, כשהתינוק מתחיל לדבר, אביו מסיח עמו בלשון הקדש ומלמדו תורה <small>(ספרי מו)</small>, ואם לא עשה כן, הרי הוא כאלו קוברו, שנאמר ולמדתם אותם את בניכם לדבר בם וגו': 
"
Rashi on Deuteronomy 11:21:1,"<b>למען ירבו ימיכם וימי בניכם.</b> אם עשיתם כן ירבו, ואם לאו לא ירבו, שדברי תורה נדרשין מכלל לאו הן ומכלל הן לאו: "
Rashi on Deuteronomy 11:21:2,"<b>לתת להם. </b>לתת לכם אין כתיב כאן, אלא לתת להם, מכאן °מצינו למדים תחיית המתים מן התורה <small>(ספרי מז)</small>: "
Rashi on Deuteronomy 11:22:1,"<b>שמר תשמרון.</b> אזהרת שמירות הרבה, להזהר בתלמודו שלא ישתכח: 
"
Rashi on Deuteronomy 11:22:2,"<b>ללכת בכל דרכיו.</b> הוא רחום ואתה תהא רחום, הוא גומל חסדים ואתה גומל חסדים: "
Rashi on Deuteronomy 11:22:3,"<b>ולדבקה בו.</b> אפשר לומר כן, והלא אש אוכלה הוא, °אלא הדבק בתלמידים ובחכמים, ומעלה אני עליך כאילו נדבקת בו: "
Rashi on Deuteronomy 11:23:1,"<b>והוריש ה'.</b> °עשיתם מה שעליכם, אף אני אעשה מה שעלי: "
Rashi on Deuteronomy 11:23:2,"<b>ועצמים מכם.</b> אתם גבורים והם גבורים מכם, שאם לא שישראל גבורים, מה השבח ההוא שמשבח את האמוריים לומר ועצומים מכם, אלא אתם גבורים משאר האומות, והם גבורים מכם: "
Rashi on Deuteronomy 11:25:1,"<b>לא יתיצב איש וגו'. </b>אין לי אלא איש, אומה ומשפחה ואשה בכשפיה מנין, °תלמוד לומר לא יתיצב מכל מקום, א""כ מה תלמוד לומר איש, °אפילו כעוג מלך הבשן <small>(ספרי נב)</small>: "
Rashi on Deuteronomy 11:25:2,"<b>פחדכם ומוראכם.</b> והלא פחד הוא מורא, אלא פחדכם על הקרובים, ומוראכם על הרחוקים: <b>פחד.</b> לשון בעיתת פתאום: <b>מורא.</b> °לשון דאגה מימים רבים:"
Rashi on Deuteronomy 11:25:3,"<b>כאשר דבר לכם.</b> והיכן דבר, אֶת אֵימָתִי אֲשַׁלַּח לְפָנֶיךָ וגו' <small>(שמות כג, כז)</small>: "
Rashi on Deuteronomy 11:25:4,
Rashi on Deuteronomy 11:25:5,
Rashi on Deuteronomy 11:25:6,
Rashi on Deuteronomy 11:26:1,<b>ראה אנכי נותן. ברכה וקללה.</b> °האמורות בהר גריזים ובהר עיבל:
Rashi on Deuteronomy 11:27:1,"<b>את הברכה.</b> °על מנת אשר תשמעו: 
"
Rashi on Deuteronomy 11:28:1,"<b>מן הדרך אשר אנכי מצוה אתכם היום ללכת וגו'.</b> הא למדת, שכל העובד עבודת אלילים, °הרי הוא סר מכל הדרך שנצטוו ישראל, °מכאן אמרו, כל המודה בעבודת אלילים ככופר בכל התורה כולה <small>(ספרי נד)</small>: 
"
Rashi on Deuteronomy 11:29:1,"<b>ונתתה את הברכה.</b> °כתרגומו, ית מברכיא, את המברכים: "
Rashi on Deuteronomy 11:29:2,"<b>על הר גרזים. °</b>כלפי הר גרזים. °הופכים פניהם, ופתחו בברכה ברוך האיש אשר לא יעשה פסל ומסכה וגו'. כל הארורים שבפרשה אמרו תחלה בלשון ברוך, ואח""כ הפכו פניהם כלפי הר עיבל, ופתחו בקללה <small>(סוטה לב.)</small>: "
Rashi on Deuteronomy 11:30:1,<b>הלא המה.</b> °נתן בהם סימן:
Rashi on Deuteronomy 11:30:2,"<b>אחרי.</b> °אחרי העברת הירדן הרבה והלאה למרחוק, °וזהו לשון אחרי, כל מקום שנאמר אחרי, מופלג הוא: "
Rashi on Deuteronomy 11:30:3,"<b>דרך מבוא השמש.</b> °להלן מן הירדן לצד מערב, וטעם המקרא מוכיח שהם שני דברים, °שננקדו בשני טעמים, אחרי נקוד בפשטא, °ודרך נקוד במשפל והוא דגוש, ואם היה אחרי דרך דבור אחד, היה נקוד °אחרי בִּמְשָׁרֵת בשופר הפוך, ודרך בפשטא ורפה: "
Rashi on Deuteronomy 11:30:4,<b>מול הגלגל.</b> °רחוק מן הגלגל <small>(סוטה לג:)</small>:
Rashi on Deuteronomy 11:30:5,"<b>אלוני מורה.</b> °הוא שכם, שנאמר עַד מְקוֹם שְׁכֶם עַד אֵלוֹן מוֹרֶה <small>(בראשית יב, ו)</small>: "
Rashi on Deuteronomy 11:31:1,<b>כי אתם עוברים את הירדן וגו'.</b> °נסים של ירדן יהיו סימן בידכם שתבואו ותירשו את הארץ:
Rashi on Deuteronomy 12:2:1,"<b>אבד תאבדון. °</b>אבד, ואח""כ תאבדון, מכאן לעוקר עבודת גלולים שצריך לשרש אחריה <small>(עבודה זרה מה:)</small>: "
Rashi on Deuteronomy 12:2:2,"<b>את כל המקומות אשר עבדו שם וגו'.</b> °ומה תאבדון מהם, את אלהיהם אשר על ההרים: "
Rashi on Deuteronomy 12:3:1,<b>מזבח.</b> של אבנים הרבה:
Rashi on Deuteronomy 12:3:2,"<b>מצבה.</b> של אבן אחת, והיא בימוס ששנויה במשנה <small>(שם מז:)</small>, אבן שחצבה מתחלתה לבימוס: "
Rashi on Deuteronomy 12:3:3,<b>אשרה.</b> °אילן הנעבד <small>(שם מח.)</small>:
Rashi on Deuteronomy 12:3:4,"<b>ואבדתם את שמם.</b> לכנות להם שם לגנאי, °בית גליא קורין לה בית כריא, עין כל עין קוץ <small>(שם מו.)</small>: "
Rashi on Deuteronomy 12:4:1,"<b>לא תעשון כן.</b> °להקטיר לשמים בכל מקום, כי אם במקום אשר יבחר. דבר אחר ונתצתם את מזבחותם ואבדתם את שמם לא תעשון כן, °אזהרה למוחק את השם ולנותץ אבן מן המזבח או מן העזרה, °אמר רבי ישמעאל, וכי תעלה על דעתך שישראל נותצין את המזבחות, אלא שלא תעשו כמעשיהם, ויגרמו עונותיכם למקדש אבותיכם שיחרב <small>(ספרי סא)</small>: "
