Chapter,Segment.,English,Hebrew
4,59,"<b>11B.</b> This is the explanation of: Rav Yehudah the Ethiopian related: Once we were traveling by <b><i>sefinta</i></b> (ship), and [in the water] we saw a precious stone that was being circled by a sea serpent. A <b><i>bar-amorai</i></b> (diver) descended to bring it. The sea serpent approached, wanting to swallow the ship. A <b><i>Pushkantza</i></b> bird came and chopped off its head. The water turned blood red. Another sea serpent came, took [the precious stone] and hung it on [the dead sea serpent] and returned it to life. It again came wanting to swallow the ship. Again the { <b><i>Pushkantza</i></b> } bird came and chopped off its head. [The diver then] took the precious stone and threw it intothe ship. We had with us <b><i>m’lichei</i></b> (salted) birds [for eating. When the diver] put the stone on top of them, [the birds returned to life,] took the stone and <b><i>parchu</i></b> (flew off) with it (Bava Batra 74b).","וְזֶה פֵּרוּשׁ: רַב יְהוּדָא הִנְדּוּאָה מִשְׁתָּעֵי: זִמְנָא חֲדָא הֲוָה אָזְלֵינָא בִּסְפִינְתָּא וְחָזֵינָא הַהוּא אֶבֶן טָבָא דְּהָדַר לֵהּ תַּנִּינָא, וְנָחֵת בַּר אָמוֹרַאי לַאֲתוּיֵהּ. אֲתָא תַּנִּינָא, קָא בָּעֵי בָּלַע לִסְפִינְתָּא. אֲתָא צִפָּרָא פּוּשְׁקַנְצָא, פְּסַקֵהּ לְרֵישֵׁה. אִתְהֲפִכוּ מַיָּא וַהֲווֹ דְּמָא אֲתָא תַּנִּינָא חַבְרֵהּ, שְׁקַלֵהּ וְתָלְיָא לָהּ וְאַחְיֵהּ. הָדַר אָתֵי, קָא בָּעֵי בָּלְעָה לִסְפִינְתָּא. הָדַר אָתֵי צִפָּרָא (פּוּשְׁקַנְצָא), פְּסַקָה לְרֵישֵׁהּ, שְׁקַלֵהּ לְהַהוּא אֶבֶן טָבָא, שַׁדְיֵהּ לִסְפִינְתָּא. הֲוָה צִפָּרָא מְלִיחֵי בַּהֲדָן, אוֹתְבִינְהוּ עֲלַיְהוּ, שְׁקַלוּהוּ וּפְרַחוּ לְהוּ בַּהֲדֵהּ: (ב""ב עד:) "
4,61,"<b>Once we were traveling by <i>sefinta</i>—</b> This alludes to the root of Divine Will. That is where Moshe, who passed away in the root of Divine Will, is buried, as discussed above. This is the significance of <i>SeFiNta,</i> as in “for there the lawgiver’s plot is <i>SaFuN</i> (hidden)” (Deuteronomy 33:21).","זִמְנָא חֲדָא אָזְלֵינָא בִּסְפִינְתָּא – זֶה בְּחִינַת שֹׁרֶשׁ הָרָצוֹן, שֶׁשָּׁם קְבוּרַת מֹשֶׁה, שֶׁנִּסְתַּלֵּק בְּשֹׁרֶשׁ הָרָצוֹן כַּנַּ""ל. וְזֶה בְּחִינַת סְפִינְתָּא, בְּחִינַת (דברים ל""ג): כִּי שָׁם חֶלְקַת מְחֹקֵק סָפוּן. "
4,62,"<b>we saw a precious st one—</b> This is as in “a perfect stone is His <i>ratzon,</i>” alluding to the aforementioned Divine Will.","וְחָזֵינָא הַהוּא אֶבֶן טָבָא דְּהָדַר לֵהּ תַּנִּינָא – הַיְנוּ בְּחִינַת: אֶבֶן שְׁלֵמָה רְצוֹנוֹ, בְּחִינַת הָרָצוֹן הַנַּ""ל. "
4,63,"<b>that was being circled by a sea serpent—</b> This refers to the Serpent’s Brow, which envelops and overpowers Divine Will, as discussed above.","דְּהָדַר לֵהּ תַּנִּינָא – זֶה מֵצַח הַנָּחָשׁ, שֶׁמְּסַבֵּב וּמִתְגַּבֵּר עַל הָרָצוֹן כַּנַּ""ל. "
4,64,"<b>A <i>bar-AMoRai</i> descended to bring it—</b> This alludes to the holy sage, as in “<i>EMoR</i> (Say) to wisdom: You are my sister” (Proverbs 7:4). The holy sage wants to increase his efforts and elevate will, to bind it to its root.","וְנָחֵת בַּר אָמוֹרַאי לַאֲתוּיֵהּ – הַיְנוּ בְּחִינַת הֶחָכָם שֶׁבִּקְדֻשָּׁה, בְּחִינַת (משלי ז): אֱמֹר לַחָכְמָה אֲחוֹתִי אָתְּ, שֶׁהֶחָכָם שֶׁבִּקְדֻשָּׁה רָצָה לְהִתְגַּבֵּר וּלְהַעֲלוֹת הָרָצוֹן, לְקַשְׁרוֹ לְשֹׁרֶשׁ הָרָצוֹן כַּנַּ""ל. "
4,65,"<b>The sea serpent approached, wanting to swallow the ship—</b> In other words, the Serpent’s Brow, the root of determinism, came and wanted to swallow the <i>sefinta,</i> the root of Divine Will, as in “for there the lawgiver’s plot is <i>safun</i>.” The Serpent’s Brow wanted to also overpower the root of Divine Will and inject blemish and heresy there, God forbid.","אֲתָא תַּנִּינָא קָא בָּעֵי בָּלַע לִסְפִינְתָּא, הַיְנוּ שֶׁבָּא בְּחִינַת מֵצַח הַנָּחָשׁ, שֹׁרֶשׁ חָכְמַת הַטֶּבַע, וְרָצָה לִבְלֹעַ הַסְּפִינָה, בְּחִינַת שֹׁרֶשׁ הָרָצוֹן, בְּחִינַת: כִּי שָׁם חֶלְקַת מְחֹקֵק סָפוּן, כִּי מֵצַח הַנָּחָשׁ רָצָה לְהִתְגַּבֵּר גַּם בְּשֹׁרֶשׁ הָרָצוֹן, לְהַטִּיל פְּגָם וּכְפִירָה שָׁם, חַס וְשָׁלוֹם, כַּנַּ""ל. "
4,66,<b>A <i>Pushkantza</i> came—</b> This refers to a raven.,"אֲתָא פּוּשְׁקַנְצָא – הַיְנוּ עוֹרֵב, "
4,67,"<b>and chopped off its head—</b> The explanation is: The raven—which conceptually alludes to charity, since the essential devotion of charity is to be like the raven, as in “And I have commanded the ravens…”—comes to transform the instinct of cruelty into compassion. Through this we triumph over the Serpent’s Brow/deterministic ideology, because from the very forest itself comes the [handle of] the ax, as discussed above.","פְּסַקֵהּ לְרֵישֵׁהּ. פֵּרוּשׁ, שֶׁבָּא בְּחִינַת עוֹרֵב, דְּהַיְנוּ צְדָקָה כַּנַּ""ל, כִּי עִקָּר עֲבוֹדַת הַצְּדָקָה – בִּבְחִינַת עוֹרֵב, בְּחִינַת: וְאֶת הָעֹרְבִים צִוִּיתִי וְכוּ'; לַהֲפֹךְ אַכְזָרִיּוּת לְרַחֲמָנוּת, וְעַל יְדֵי זֶה מִתְגַּבְּרִים עַל מֵצַּח הַנָּחָשׁ, חָכְמַת הַטֶּבַע כַּנַּ""ל, כִּי מִנֵּהּ וּבֵהּ אַבָּא לֵיזִיל בֵּהּ נַרְגָּא כַּנַּ""ל. "
4,68,"This is the meaning of “A <i>Pushkantza</i> came”—i.e., a raven/charity—“and chopped of its head.” It cut off &lt;and defeated&gt; the head of the serpent. This refers to the Serpent’s Brow, which it defeated and killed by means of charity.","וְזֶהוּ שֶׁאֲתָא פּוּשְׁקַנְצָא, דְּהַיְנוּ עוֹרֵב, בְּחִינַת צְדָקָה, וּפְסַקֵהּ לְרֵישֵׁהּ, שֶׁחָתַךְ רֹאשׁ הַנָּחָשׁ בְּחִינוֹת מֵצַח הַנָּחָשׁ, שֶׁהִכְנִיעוֹ וַהֲרָגוֹ עַל־יְדֵי הַצְּדָקָה כַּנַּ""ל. "
4,69,"<b>The water turned blood red—</b> In other words, overcoming the Serpent’s Brow, the root of determinism, defeats and quiets the roaring of the wild animals that prey upon many of our fellow Jews. Then, the festival’s proclamation, which is the revelation of Divine Will, is heard. And then, “The righteous one will rejoice when he sees revenge…,” as discussed above.","אִתְהֲפִכוּ מַיָּא וַהֲווֹ דְּמָא – הַיְנוּ שֶׁעַל־יְדֵי־זֶה שֶׁהִכְנִיעַ מֵצַח הַנָּחָשׁ, שֹׁרֶשׁ חָכְמַת הַטֶּבַע, עַל־יְדֵי־זֶה נִכְנְעוּ וְנָפְלוּ קוֹל שַׁאֲגַת הַחַיּוֹת רָעוֹת, הַדּוֹרְסִים וְטוֹרְפִים רַבִּים מִבְּנֵי עַמֵּנוּ כַּנַּ""ל, וַאֲזַי נִשְׁמַע קוֹל הַקְּרִיאָה שֶׁל יוֹם טוֹב, שֶׁהוּא הִתְגַּלּוּת הָרָצוֹן, וַאֲזַי: יִשְׂמַח צַדִּיק כִּי חָזָה נָקָם וְכוּ' כַּנַּ""ל. "
4,70,"“The water turned” alludes to the roaring of the wild animals, as in “my roaring pours forth like water” (Job 3:23). “Blood red”—this is as in “The righteous one will rejoice when he sees revenge, he will bathe his feet in the blood of the wicked one.” By quieting the roar of the &lt;enemies&gt;/wild animals, “The righteous one will rejoice when he sees revenge…,” for the festival’s proclamation is heard, as discussed above.","וְזֶהוּ אִתְהֲפִכוּ מַיָּא – הַיְנוּ שַׁאֲגַת הַחַיּוֹת רָעוֹת, בְּחִינַת (איוב ג): יִתְּכוּ כַמַּיִם שַׁאֲגֹתָי. וַהֲווֹ דְּמָא – זֶה בְּחִינַת: יִשְׂמַח צַדִּיק כִּי חָזָה נָקָם, פְּעָמָיו יִרְחַץ בְּדַם הָרָשָׁע כַּנַּ""ל. כִּי עַל־יְדֵי הַכְנָעַת קוֹל שַׁאֲגַת הַחַיּוֹת רָעוֹת, עַל־יְדֵי־זֶה: יִשְׂמַח צַדִּיק כִּי חָזָה נָקָם וְכוּ', כִּי נִשְׁמַע קוֹל הַקְּרִיאָה שֶׁל יוֹם טוֹב כַּנַּ""ל. "
4,71,"<b>Another sea serpent came, took it and hung it on [the dead sea serpent] and returned it to life—</b> The Serpent’s Brow came and “took it,” the precious stone. It took the precious stone, as in “a perfect stone is His <i>ratzon</i>.” “And hung it”—i.e., it raised doubt about it. This is “and hung it,” as when something hangs in doubt. It raised doubt about <i>Ratzon,</i> the “perfect stone.” Through this it “returned it to life”—determinism/the Serpent’s Brow was revived. Determinism returned and gained influence on account of the doubt raised about Divine Will, as discussed above. ","אֲתָא תַּנִּינָא חַבְרֵהּ, שְׁקַלֵהּ וְתָלְיָא לֵהּ וְאַחְיֵהּ – שֶׁבָּא בְּחִינַת מֵצַח הַנָּחָשׁ, וּשְׁקַלֵהּ לָאֶבֶן טוֹב הַנַּ""ל, שֶׁנָּטַל אֶת הָאֶבֶן טוֹב, בְּחִינַת: אֶבֶן שְׁלֵמָה רְצוֹנוֹ. וְתָלְיָא לֵהּ, הַיְנוּ שֶׁהִטִּיל בּוֹ סָפֵק, וְזֶהוּ: וְתָלְיָא לֵהּ, כְּמוֹ דָּבָר הַתּוֹלֶה בְּסָפֵק, שֶׁהִטִּיל סָפֵק בָּרָצוֹן, שֶׁהוּא בְּחִינַת אֶבֶן טוֹב הַנַּ""ל, וְעַל־יְדֵי־זֶה וְאַחְיֵהּ – שֶׁחָזַר וְחָיָה חָכְמַת הַטֶּבַע, מֵצַח הַנָּחָשׁ, כִּי חָכְמַת הַטֶּבַע חָזְרָה וְנִתְגַּבְּרָה עַל־יְדֵי שֶׁהָיָה סָפֵק בְּרָצוֹן כַּנַּ""ל. "
4,72,"And this is: <b>It again came wanting to swallow the ship—</b> The sea serpent/Serpent’s Brow again came “to swallow the ship”—&lt;i.e., to blemish&gt; the root of Divine Will, &lt;God forbid&gt;.","וְזֶהוּ: הָדַר אָתֵי קָא בָּעֵי בָּלְעָה לִסְפִינְתָּא – שֶׁחָזַר וּבָא הַתַּנִּין מֵצַח הַנָּחָשׁ לִבְלֹעַ הַסְּפִינָה, בְּחִינַת שֹׁרֶשׁ הָרָצוֹן, חַס וְשָׁלוֹם, כַּנַּ""ל. "
4,73,"<b>Again the <i>Pushkantza</i> bird came and chopped off its head—</b> In other words, the raven/charity came back “and chopped off its head.” It killed the Serpent’s Brow and defeated it, because charity always defeats the Serpent’s Brow, as discussed above.","הָדַר אָתֵי צִפָּרָא פּוּשְׁקַנְצָא, פְּסַקֵהּ לְרֵישֵׁהּ – הַיְנוּ שֶׁחָזַר וּבָא הָעוֹרֵב בְּחִינַת צְדָקָה כַּנַּ""ל, וּפְסַקֵהּ לְרֵישֵׁהּ, שֶׁהָרַג אֶת מֵצַח הַנָּחָשׁ וְהִכְנִיעוֹ, כִּי תָּמִיד מַכְנִיעִין אֶת מֵצַח הַנָּחָשׁ עַל־יְדֵי הַצְּדָקָה כַּנַּ""ל. "
4,74,"<b>He took the precious stone and threw it into the ship—</b> After completely subduing the Serpent’s Brow/determinism, he took the precious stone/Divine Will—“a perfect stone is His <i>ratzon</i>.” “And threw it into the ship”—he threw it into the root of Divine Will, in which all the wills are bound.","וּשְׁקַלֵהּ לְהַהוּא אֶבֶן טָבָא וְשַׁדְיֵהּ לִסְפִינְתָּא – כִּי אַחַר שֶׁהִכְנִיעַ אֶת מֵצַח הַנָּחָשׁ, חָכְמַת הַטֶּבַע, לְגַמְרֵי, אֲזַי נָטַל אֶת הָאֶבֶן טוֹב, בְּחִינַת הָרָצוֹן, בְּחִינַת: אֶבֶן שְׁלֵמָה רְצוֹנוֹ, וְשַׁדְיֵהּ לִסְפִינְתָּא – שֶׁהִשְׁלִיכוֹ לְשֹׁרֶשׁ הָרָצוֹן, שֶׁשָּׁם מְקַשְּׁרִין כָּל הָרְצוֹנוֹת כַּנַּ""ל: "
4,75,"<b>We had with us <i>m’lichei</i> birds. [When the driver] put the st one on top of them, [the birds returned to life,] took [the st one] and <i>parchu</i> (flew off) with it—</b> The explanation is: “We had with us <i>m ’lichei</i> birds”—this alludes to the souls of Israel, our fellow Jews who mistakenly followed after the deterministic scientists, those wild animals that prey upon many of our fellow Jews, as discussed above.","הֲוָה צִפֳּרֵי מְלִיחֵי בַּהֲדָן, אוֹתְבִינְהוּ עֲלַיהוּ, שְׁקַלוּהוּ וּפְרַחוּ לְהוּ, פֵּרוּשׁ, שֶׁהָיָה עִמָּנוּ צִפֳּרֵי מְלִיחֵי, הַיְנוּ נַפְשׁוֹת יִשְׂרָאֵל מִבְּנֵי עַמֵּנוּ שֶׁטָּעוּ אַחֲרֵיהֶם, אַחֲרֵי חַכְמֵי הַטֶּבַע, שֶׁהֵם בְּחִינַת חַיּוֹת רָעוֹת, שֶׁדּוֹרְסִים וְטוֹרְפִים רַבִּים מִבְּנֵי עַמֵּנוּ כַּנַּ""ל. "
4,76,"This is the meaning of “<i>m’lichei</i> birds,” for they are “as birds trapped in a snare” (Ecclesiastes 9:12). <i>M’LiChei</i> (salted) connotes <i>meMuLaCh,</i> i.e., confused. They, too, were confused by the aforementioned wild animals and mistakenly followed after them. However, now “they flew off” and emerged safely as a result of the precious stone—i.e., Divine Will that has now been revealed &lt;through charity&gt;, as discussed above.","וְזֶהוּ: צִפֳּרֵי מְלִיחֵי, כִּי הֵם כַּצִּפֳּרִים הָאֲחֻזוֹת בַּפָּח (קהלת ט). וְזֶהוּ מְלִיחֵי – לְשׁוֹן מְמֻלָּח, הַיְנוּ מְבֻלְבָּל, כִּי גַּם הֵם נִתְבַּלְבְּלוּ עַל־יְדֵי חַיּוֹת רָעוֹת הַנַּ""ל, וְטָעוּ גַּם כֵּן אַחֲרֵיהֶם, וְעַכְשָׁו פָּרְחוּ לְהוּ וְיָצְאוּ לְשָׁלוֹם עַל־יְדֵי הָאֶבֶן טוֹב הַנַּ""ל, עַל־יְדֵי בְּחִינַת הָרָצוֹן שֶׁנִּתְגַּלֶּה עַתָּה כַּנַּ""ל. "
4,77,"And when Divine Will is revealed, it leads to fear of Heaven, through which we are able to receive lovingkindness, as discussed above. <i>PaRChu</i> (flew off) alludes to this as well, as in “and behold! the staff of Aharon the Levite <i>PaRaCh</i> (had blossomed).” This refers to the bestowal of lovingkindness produced by the fear of Heaven when Divine Will is revealed.","וַאֲזַי כְּשֶׁנִּתְגַּלֶּה הָרָצוֹן, אֲזַי נַעֲשֶׂה יִרְאָה, וְעַל־יְדֵי יִרְאָה מְקַבְּלִין הַחֶסֶד כַּנַּ""ל. וְזֶה גַּם כֵּן בְּחִינַת פָּרְחוּ, בְּחִינַת: וְהִנֵּה פָּרַח מַטֵּה אַהֲרֹן לְבֵית לֵוִי, הַיְנוּ בְּחִינַת הַשְׁפָּעַת הַחֶסֶד עַל־יְדֵי הַיִּרְאָה, שֶׁנַּעֲשֶׂה עַל־יְדֵי הִתְגַּלּוּת הָרָצוֹן כַּנַּ""ל: <b> "
