EY comment,EY current paragraph
<b>לפיכך פניה מוריקות.</b> שאינה מספקת לשתות עד שפניה מוריקות.,Bemidbar Rabbah 9:24
<b>בצלצל.</b> חגורה נאה (מתנות כהונה).,Bemidbar Rabbah 9:24
<b>חבל מצרי.</b> חבל העשוי מנצרים של אילן (ערוך).,Bemidbar Rabbah 9:24
<b>שם בה פנים.</b> פנאי ליפרע ממנה. ושמתי אני את פני (ויקרא כ) ונתתי פני (שם יז) כולן לשון פונה אני מכל עסקי ועוסקני בהן.,Bemidbar Rabbah 9:24
"<b>שנאמר תכסה שנאה במשאון.</b> פרש""י המכסה דבר השנאוי למקום במשאון בחשך שעוה מעשיו בחשך.",Bemidbar Rabbah 9:24
"<b>אנשי דור המבול.</b> באג""ב מפרש בכל העונשין איך הם מדה במדה.",Bemidbar Rabbah 9:24
<b>שלום מפחד.</b> שלא היו מזיקין שולטים בהן.,Bemidbar Rabbah 9:24
<b>שורו עבר כו'.</b>פי' השור מעבר את נקבתו ולא יפליט כלפי החוץ.,Bemidbar Rabbah 9:24
"<b>ישלחו כצאן עויליהם.</b> שולחים עולליהם לנפשם מבלי אומנים ומגדלים כצאן הזה שאין מי מגדלם ועוסק בתיקונם. ורש""י פי' בעת לידתו היה הולך ומרקד מיד ואם פגע במזיק היה נלחם בו. והיתה אומרת לו אמו הבא לי מספרים ואחתוך שרך.",Bemidbar Rabbah 9:24
<b>ישאו בתוף וכנור.</b> היו נושאים קול בשיר ותוף וכנור.,Bemidbar Rabbah 9:24
<b>יבלו בטוב ימיהם.</b> הזקינו ימיהם בטובה.,Bemidbar Rabbah 9:24
"<b>היא גרמה להם כו'.</b> כי ע""י טובה הרבה שכחו שצריכין למשגיח מלמעלה. וחשבו הטובה כמחוייבת.",Bemidbar Rabbah 9:24
<b>ויאמרו לאל סור ממנו.</b> האנשים ההם אמרו לאל סור עצמך ממנו.,Bemidbar Rabbah 9:24
<b>מה שדי כו'.</b> בזו את ה' ואמרו מה שדי כי נעבוד לו.,Bemidbar Rabbah 9:24
<b>ואין לו עלינו טרחות.</b> כי חשבו שהעולם עומד בטבע. גם אינם צריכים לגשמים. כי יש להם המעינות שהוכן הכל בטבע.,Bemidbar Rabbah 9:24
"<b>שתי טיפות כו'.</b> ע""ש שני רביעיות שהן זמן הגשמים כדאיתא בפרק קמא דתענית (מתנות כהונה).",Bemidbar Rabbah 9:24
"<b>בגלגל העין שדומה למים.</b> שהתאוה הרעה מקורה מיסוד המים. וע""כ נענשו ביסוד זה.",Bemidbar Rabbah 9:24
<b>ארץ ממנה יצא לחם.</b> פי' ארץ שמנה אשר יצא ממנה לחם רב.,Bemidbar Rabbah 9:24
<b>מקום ספיר.</b> היו אבניה.,Bemidbar Rabbah 9:24
<b>נתיב לא ידעו עיט.</b> לא עבר עליהם חיל של לסטים.,Bemidbar Rabbah 9:24
<b>לא הדריכוהו בני שחץ.</b> לא עברו דרך בו בני גאוה הם פריצי החיות.,Bemidbar Rabbah 9:24
<b>פרץ על סדום ועמורה גחלי אש וגפרית.</b> מעם גר ממקום שהוא נובע וניגר.,Bemidbar Rabbah 9:24
<b>לפיד בוז.</b> אש של גיהנם עומד למי ששאנן בעשתותו לומר שלום יהיה לי.,Bemidbar Rabbah 9:24
<b>ישליו אהלים לשודדים.</b> אהלי השודדים המה בשלוה.,Bemidbar Rabbah 9:24
<b>היא גרמה להם. לאשר הביא אלוה. </b>הפורענות עליהם בידו.,Bemidbar Rabbah 9:24
<b>אז נלחמו מלכי וגו' </b>בצע כסף לא לקחו. פי' חנם באו לעזרת סיסרא לא בקשו ממנו שכר רק הלכו ברצון ובאהבה ובחשק נמרץ.,Bemidbar Rabbah 9:24
<b>מן שמים נלחמו וגו'.</b> הכוכבים ממסילותם נלחמו עם סיסרא ועיין תנחומא סדר בראשית סימן ה.,Bemidbar Rabbah 9:24
<b>לא זזו משם.</b> לא ירדו הכוכבים למטה לארץ אלא ראש הכוכב האחד היה בשמים וסופו השני בארץ. וזהו דכתיב ממסילותם נלחמו.,Bemidbar Rabbah 9:24
<b>ולא ספנוהו.</b> פי' לא חשבוהו לכלום. מה שאין כן גבי פרעה כתיב ויסע מלאך האלהים וגו' ויבא בין מחנה מצרים וגו'. וגם במצרים נשאר פרעה כמו שדרשו מדכתיב עד אחד. ובמלחמת סיסרא אף הוא נהרג.,Bemidbar Rabbah 9:24
<b>גולייר.</b> הדיוט וחלש. שלא אמץ לבו בגבורים לעמוד במלחמה אלא נס ברגליו.,Bemidbar Rabbah 9:24
"<b>שמשון מרד בעיניו.</b> כתב הרמב""ם אל יעלה על דעתך ששמשון מושיען של ישראל. ושלמה ידיד ה' נשאו נכריות עד שלא נתגיירו. אלא גיירום. ולפי שלא בבית דין הגדול נתגיירו רק מחמת אהבת אדם נתגיירו חשבום הכתוב כנשים נכריות.",Bemidbar Rabbah 9:24
"<b>וירד שמשון תמנתה.</b> אלמא תמנת בירידה. וכתיב הנה חמיך עולה תמנתה אלמא תמנת בעליה. ושמשון ויהודה תרווייהו בארץ ישראל היו (רש""י).",Bemidbar Rabbah 9:24
<b>שתי תמנות היו.</b> אחת בירידה ואחת בעליה. ואותה של יהודה היתה בעליה על ההר.,Bemidbar Rabbah 9:24
"<b>ר' איבו בר נגדי אמר כגון.</b> כצ""ל ור""ל שלעולם חדא תמנת הוה. אלא שהיתה יושבת באמצע שיפוע ההר. והבא מגובה ההר יורד והבא מלמטה עולה. וכן היה בית מעון באמצע ההר וטבריא ברגלי ההר ופלגותה (בירושלמי גרס פלטתה) בגובה ההר.",Bemidbar Rabbah 9:24
<b>של יהודה שהיתה לשם שמים.</b> דתמר לשם שמים נתכוונה להיות לה זרע מבית יעקב כתיב בה עליה.,Bemidbar Rabbah 9:24
<b>של שמשון שלא היתה לשם שמים.</b> דכתיב אותה קח לי כי היא ישרה בעיני.,Bemidbar Rabbah 9:24
<b>מלמד שהיה אביו כו'.</b> דייק מדלא קאמר ובבואם בכרמי תמנתה שמע מינה שתכלית ביאתם תמנתה לבוא עד הכרמים כדי לומר לו זה.,Bemidbar Rabbah 9:24
"<b>זרועות כלאים.</b> ממזרים מעורבבים מן הבעל והנואף. וזה פגם שתהיה אשתו מזרע מנאף (יפ""מ).",Bemidbar Rabbah 9:24
<b>בשבעה מקומות כתיב לא תתחתן בם.</b> כלומר איסור נכריות באישות איתא בשבעה מקומות. דכתיב בסדר כי תשא ולקחת מבנותיו לבניך. ובסדר ואתחנן לא תתחתן בם. לא יהיה קדש כתרגומו לא ישא עבד או שפחה. וכתיב לא תחיה כל נשמה. וכתיב לא תכרות להם ברית והיינו התחתנות. וכתיב ביהושע והתחתנתם בהם. וכתיב בעזרא ולהתחתן בעמי וגו'. אי נמי הא דכתיב בסדר ואתחנן לא תכרות להם ברית ולא תחנם לא תתחתן בם בתך לא תתן לבנו ובתו לא תקח לבנך. הני חמשה לאוין בחמשה קחשיב להו. והא דפרשת כי תשא ולא תחיה כל נשמה הרי שבעה (קרבן העדה).,Bemidbar Rabbah 9:24
<b>לאסור ז' עממין.</b> אבל שאר אומות מותרין. והכא הוא אומר הכין שנענש שמשון על זנות של דלילה והא לא נאסרו בנות פלשתים מדאורייתא אפילו באישות כל שכן בזנות.,Bemidbar Rabbah 9:24
<b>אם ללצים הוא יליץ.</b> כיון שנתחבר לרשעים ראוי הוא לעונש (קרבן העדה).,Bemidbar Rabbah 9:24
<b>והא כתיב וירד שמשון תמנתה וגו'.</b> וירא שם אשה מבונת פלשתים ותיטב בעיני שמשון. ומעשה של זו שבתמנת קודם מעשה של זו שבעזה.,Bemidbar Rabbah 9:24
<b>דרך נשואין היו.</b> ומסתמא גיירה ולא הוה קלקול כולי האי (קרבן העדה).,Bemidbar Rabbah 9:24
<b>שאין עושה פירות.</b> כי האדם המורגל בעבירה אז אין תכלית טוב יוצא ממנו. כי משוקע בעבירה וברגילתו. ודרש שורק מלשון סרק (מתנות כהונה).,Bemidbar Rabbah 9:24
"<b>אלמלא לא נקרא שמה דלילה כו'.</b> משום דגבי אשה שבתמנת וגבי אשה זונה שבעזה לא הוזכר שמם. ובאשה זו הוזכר שמה דלילה. ועוד דהוי ליה למימר ודלילה שמה שהרשעים קודמין לשמן. מכל זה דקדק שאלמלא לא נקראת כו'. ר""ל ראוי שתקרא דלילה כיון שדלדלה פי' שעקרה כחו ולבו ומעשיו (כלי יקר). ולפי שמצינו ג' פעמים ותאמר דלילה בהאי ענינא דרשו שדלדלה אותו בג' דברים כחו ולבו ומעשיו (רש""א).",Bemidbar Rabbah 9:24
"<b>ניכרים דברי אמת.</b> מתקבלים ומיושבים דברי אמת ודבורם על אופניהם. ראתה שערו גדול ולא היה שותה יין והבינה שהדברים האחרונים שאמר לה שבדבר זה היה כחו גדול אמת הוא (רש""י).",Bemidbar Rabbah 9:24
"<b>ויסר כחו מעליו.</b> דלדלה את מעשיו דכתיב והוא לא ידע כי ה' סר מעליו. כצ""ל שדלדלה את לבו ילפינן מדכתיב ותרא דלילה כי הגיד לה את כל לבו. וצ""ל לעיל דכתיב ותרא דלילה כו'.",Bemidbar Rabbah 9:24
"<b>אין טחינה אלא לשון עבירה.</b> פי' זנות והוציאו לשון טחינה מפשטיה. דבעל כרחו טחן להם בריחים שהיא מלאכה כבדה אם כן הוה ליה למכתב וטחן להם דהוה משמע בעל כרחו. אבל ויהי טוחן משמע לשון רצון כדאמרי אינשי כו'. ומייתי מתטחן לאחר אשתי וגו' דמוכח טפי לדבר עבירה מדכתיב שם ועליה יכרעון וגו' כי הוא זמה וגו' (רש""א).",Bemidbar Rabbah 9:24
"<b>כדי שתתעבר ממנו.</b> שחשבו שאע""פ שסר כחו לפי שעה היה עד שישוב שערו אל ראשו שאז ישוב כחו אליו לכך היו מבקשים להתעבר ממנו (כלי יקר).",Bemidbar Rabbah 9:24
"<b>קמי דשתי חמרא כו'.</b> פי' לפני כל אדם מביאים מה שרגיל בו. לפני שותי יין מביאים יין. קמי רפיקא כו' פי' לפני חופרי שדות וגנים שרגיל לאכול ירק מביאים לו מדה מלא ירק. דיבלא מין ירק הוא (רש""י). וכן אליו נתגלגל הדבר בדבר שהיה חומד תמיד בו היה נכשל.",Bemidbar Rabbah 9:24
"<b>אשר בלחי.</b> ולחי החמור דבר טמא הוא. ואלמלא הלחי היה מת בצמא (רש""י).",Bemidbar Rabbah 9:24
<b>העבר לי מקל.</b> שנמצא בו מדה טובה מאד. כי לא היה בו מדת גאוה ולא רצה ליהנות מהם אפילו העברת מקל שהוא צורך הדיינים לרדות במקל למי שלא יקבל הדין. וכל שכן דבר שיהיה להנאתו לבדו (כלי יקר).,Bemidbar Rabbah 9:24
"<b>תן לי שכר עיני אחת.</b> דייק מדקאמר נקם אחת הכוונה שינקם על אחת מהשתי עינים ולא על שתיהן כדי שתשאר לו השניה לעולם הבא (כלי יקר). ואע""פ שחטא בעיניו ולקה בהם מכל מקום מאחר שעל הצלת ישראל קנאוהו פלשתים יש לו שכר בזה (יפ""מ).",Bemidbar Rabbah 9:24
<b>אבשלום בשערו מרד.</b> שהיה מתגאה בשערו לומר שהוא נאה למלכות שנאמר וכאבשלום לא היה וגו'.,Bemidbar Rabbah 9:24
"<b>אחד לי""ב חדש היה מגלח.</b> דבכך הוה כובד ובבציר מהכי לא הוה ליה כובד דכאיש גבורתו. אבל שאר נזירי עולם מגלח אחד לשלשים יום דהוי ליה בהכי כובד (רש""י).",Bemidbar Rabbah 9:24
"<b>מה להלן י""ב חדש.</b> כדמפרש ואם לא יגאל עד מלאת לו שנה תמימה (רש""י).",Bemidbar Rabbah 9:24
<b>יליף לה מכהנים.</b> הדיוטים.,Bemidbar Rabbah 9:24
"<b>משום כובד הכא נמי איכא כובד.</b> כצ""ל פי' כובד שיער והוה ליה ניוול. ועיין נזיר דף ה ע""א. ורבי מתרץ דאבשלום הואיל ובעל כח היה לא הוה כובד לדידיה עד י""ב חדש כי כאיש גבורתו (רש""י).",Bemidbar Rabbah 9:24
"<b>שכן מצינו בבני טבריה כו'.</b> ובגמרא הנ""ל איתא שכן מצינו בבני מלכים שמגלחים מערב שבת לערב שבת. ופרש""י דס""ל לרבי יוסי הואיל דאורחייהו דבני מלכים להסתפר מערב שבת לערב שבת הוה ליה כובד כשאר אחים. אבל לשאר אינשי ליכא כובד עד שלשים יום.",Bemidbar Rabbah 9:24
<b>כחרובית גדולה.</b> פי' קליעת שיער ראשו היתה גדולה כאילן חרוב.,Bemidbar Rabbah 9:24
"<b>יכול ככידון.</b> פי' יכול ככידון היה ראוי להמשיל שערותיו. כי כן דרך להמשיל הדבר הגדול. ע""ז אמר דלא מצי מימר הכי משום בדין פי' קליעות קטנות היה עשוי. ר""ל שקליעת השער היה עשוי בדין בדין שיוצאת ממנה קליעות קטנות מזה ומזה כפארות האילן. ולהכי קאמר כחרובית ולא קאמר ככידון דלית ביה בדין (יפ""מ).",Bemidbar Rabbah 9:24
