Index Title,Rashash on Pesachim
Rashash on Pesachim 28b:3,"<b>תוס' ד""ה א""כ. וקשה אמאי איצטריך כו'. </b>לע""ד י""ל דאתי למעוטי. תוס' יו""ט. וע""ד שממעט תנא דעצם עצם (ביומא פא) ע""ש ושפיר יליף לה מההיקש דאכילת מצה אינה אלא בלילה ממש כמ""ש התוס' בר""פ ע""פ. ועי' בהה""מ בפ""א מהל' שביתת עשור ה""ו:"
Rashash on Pesachim 28b:4,"<b>תוס' ד""ה וחד. וא""ת ולחזקיה מנלן אה""נ לפני זמנו. </b>נראה הא דל""ק להו מלאחר זמנו משום די""ל אה""נ דמותר ואע""ג דלאוקימתא דראב""י לקמן מוכח דאסור י""ל דסבר כר' אבהו. אבל בלפני זמנו איתא בברייתא ומשעה שאסור כו':"
Rashash on Pesachim 28b:5,"<b>בא""ד וההוא מסברא מוקמינן לתוך זמנו. </b>לכאורה הא בהדיא אר""י ומנין לאוכל חמץ משש ולמעלה כו' שנאמר לת""ע חמץ הרי דמל""ת יליף אלפני זמנו ולא מלא יאכל. ואולי דאתו לאפוקי שלא תאמר דלא יאכל אתי לאח""ז ושפיר ילפינן לפ""ז מן לאח""ז דשניהם אינן בכרת. אבל לקמן אמרינן אלא לראב""י משום לא יאכל חמץ מב""ל. הרי דלא יאכל מוקמינן אלאח""ז וכן איתא להדיא בירושלמי:"
Rashash on Pesachim 29a:1,"<b>גמרא ובדין הוא כו' דאפילו תוך זמנו מותר בהנאה. </b>מדברי התוס' מוכח להדיא דל""ג תיבת בהנאה:"
Rashash on Pesachim 29a:2,"<b>גמ' ור""ש קנסא קניס הואיל ועבר כו'. </b>לכאורה לדעת מהרש""ל שהביא הש""ך בחו""מ סימן שפ""ח ס""ק נ""א דבקנסא דרבנן נמי אמרינן מודה בקנס פטור והכריע כן בתשו' ש""צ סי' ק""ט (ועמש""כ עליו בגיטין נג) גם בזה וכיוצא בו אם הודה מעצמו לא קנסינן ליה דאין לחלק ולומר דל""א מב""ק פטור אלא בדבר שבין אדם לחבירו שקנסוהו שישלם לחבירו אבל באיסורא ל""א הכי. דהרי רש""י בר""פ התערובות (הביאוהו התוס' בב""ק מא ב) פי' טעם דאין השור נהרג ע""פ בעלים דמבק""פ. אבל באמת נ""ל דע""כ ל""א מבק""פ אלא היכא דצריך ב""ד שיחייבוהו כמו דיני קנסות דא""ד אותם אלא דיינים סמוכים ועי' בתוס' (ב""ק לג ב) ד""ה א""ב (ובע""ד) ד""ה דאכתי. וכן שור הנסקל דוקא גמ""ד אוסרו בהם אמרי' שאין ב""ד קונסין אותו ע""פ הודאתו. אבל בדבר שא""צ ב""ד לקנסו נאסר גם ע""פ עצמו. וזהו הלשון שאמרו (בב""ק סד ב) אם המצא בעדים תמצא בדיינים:"
Rashash on Pesachim 29a:3,"<b>רש""י ד""ה דישראל נמי. בהנאה לאח""ז. </b>ל""י למאי הוסיף תיבת בהנאה דנראה דהש""ס דק בלישנא לומר בריה""ג בהנאה ובדר""ש סתמא למימרא דאף באכילה שרי:"
Rashash on Pesachim 29a:4,"<b>רש""י ד""ה את יוה""כ. שנאמר וקרהו אסון. </b>זהו לימוד דאביי בכתובות ורבא שם מייתא לימוד אחר. ועי' לקמן (לב) ובפירושו ד""ה כרנבה""ק:"
Rashash on Pesachim 29a:5,"<b>רש""י ד""ה ורב יוסף. </b>עכה""ד. ותימה מדוע סני ליה לאוקמי דס""ל כר""ש בדבר הגל""מ הלא ראב""ש (בב""ק קה ב) וב""ע שם לשמואל סבירא להו כוותיה (ועי' תוס' שם ע""א ב ד""ה וסבר) ובחר לאוקמי דס""ל כריה""ג ונ""ל דס""ל לרב יוסף להאי לישנא דבהקדש אף לר""ש לאו כמ""ד משום דתנן בערכין ספ""ו אין להקדש אלא מקומו ושעתו ע""ש אלמא דאזלינן ביה בתר השתא ולא משגחינן במה שבימים יבואו יתייקרו וה""נ דכוותה ונכון בעז""ה:"
Rashash on Pesachim 29a:6,"<b>[תוס' ד""ה בדין. ומיהו בשל גבוה קשה כו'. </b>עמש""כ בביצה (יט ע""ב) ליישב בדרך נכון בס""ד] :"
Rashash on Pesachim 30a:1,"<b>גמרא כי הוו נפקי שבעה יומי דפסחא א""ל פוקו וזבינו כו'. </b>לכאורה לישנא דז' יומי תמוה דמשמע דא""ל למיזבן ביום טוב אחרון ש""ג וזה ודאי נראה דאסור עמ""א תס""ז סקי""ד. וגם מפני איסור מקח וממכר יש. אך מצאתי דעל כיוצא בזה (בב""ב ו ב) כתב התוס' דל""ד נקיט:"
Rashash on Pesachim 30a:2,"<b>[גמ' דאמר שמואל כו' אשוו זבינא אכנדיכי ואי לא דרישנא כו'. </b>כה""ג איתא בסוכה (לד ב) דאמר לדמזבני אסא וע""ש בתוספות] :"
Rashash on Pesachim 30a:3,"<b>תוס' ד""ה אמר רבא. דלא תיקשי דרבא כו' דקניס ר""ש כדפריך. </b>כ""נ דצ""ל:"
Rashash on Pesachim 30a:4,"<b>בא""ד אבל סתם יינם דשרי בהנאה כו'. </b>בגה""ש תמה דהא סתם יינם אסור בהנאה כו'. אמנם עי' (בע""ז נז ב) תד""ה לאפוקי ובהגהת רמ""א יו""ד ר""ס קכ""ג ויתיישב לך. ועי' עוד שם (עג) תוד""ה יין:"
Rashash on Pesachim 30b:1,"<b>גמרא חייס עליה משום דפקעה. </b>ומזה תמה אני על מה שיסד ריט""ע ביוצר לשה""ג וקערות מותרות כי שקיל מדורא עלייהו לאנחא ואולי הוא משום איסור בעין דלא מהני בהו קינוח כמ""ש התוס' לעיל ד""ה דילמא. אך לפ""ז אין חילוק בין קדירות לקערות והוא חילק שם ביניהם. גם אין לומר דבקערות מיקל אפי' להשתמש בהם בפסח בחמין משום דהוו כלי שני וס""ל דכ""ש אינו מבליע ומפליט כיש פוסקים דהא תשמישם הוא ע""י עירוי וזה אסור לכ""ע עמ""א תנ""א סק""ג. ובס""א הגי' מדודא ויל""פ דר""ל הגעלה ע""י עירוי ומיירי בשל עץ או מתכת. אבל מסדור דבריו נראה דשב אכ""ח ע""ש [ועי' בע""ג (עד ב) תוד""ה דרש ובמש""כ שם] :"
Rashash on Pesachim 30b:2,"<b>ואגב </b>אעורר בפיוט אין ערוך אליך כתוב שלש מזבחות של אב המון שבדן כו' והוא תמוה א' דאברהם בנה ד' עי' רש""י בלק (כג ד) ב' דבדן לא מצינו שעשה מזבח:"
Rashash on Pesachim 30b:3,"<b>גמ' אלמא בלעי ואסירי מ""ט התורה כו'. </b>כ""ה הגי' בע""ז. וברי""ף כאן ליתא תיבת ואסירי:"
Rashash on Pesachim 30b:4,"<b>[רש""י ד""ה חייס עלייהו. ואי כו' וסמיך אהסיק בחוץ. </b>ומלשון הרא""ש והטור שו""ע משמע דמפרשי דלמא לא יסיק להו שפיר] :"
Rashash on Pesachim 30b:5,"<b>רש""י ד""ה ה""ג יורקי כו' וד""ה דמצרפי. </b>צ""ל בד""א:"
Rashash on Pesachim 30b:6,"<b>רש""י ד""ה דמדייתי. שהרי כו' כתב לך תעבירו באש כו'. </b>כצ""ל ותיבת ישטף נ""ל למחוק וכן ליתיה ברש""י שסביב הרי""ף כי ישטף כתיב גבי טומאה בפ' מצורע. אך לפ""ז אין לנו קרא על כלי עץ דמהני בהו הגעלה:"
Rashash on Pesachim 31a:1,"<b>רש""י ד""ה אי פקח. וחוזר וגובה אותה מהם. </b>כן צריך להיות:"
Rashash on Pesachim 32a:1,"<b>גמרא דלא גרע מגזלן. </b>עי' קושיית הגה""ש. ולעד""נ דזה לא מיבעיא להו דאם שלם לפי מדה ודאי מתכפר. כיון דכל ענשו אינו רק מפני אכילתו והוא לא אכל רק גריוא כי קמב""ל אם מתכפר גם בשילום לפי דמיו אף שאינו כפי המדה ובזה נדחה ג""כ מה שהביא בתוספותיו בתרומות פ""ו אות מ""ד מסוגיין לפשוט ספיקו של המל""מ ע""ש דפשוט דע""כ לא נסתפק אלא לענין כפרה. אבל זה ודאי דצריך להשלים המותר בדמים דלא גרע מגזלן כיון דתשלומין נעשין תרומה אם כן מפסיד הכהן. אמנם לפ""ז נוכל להשוות דברי הר""ש ודברי רש""י (לפי הבנת תוי""ט בו) אהדדי דלהר""ש רואין אה""ת שאכל כאלו הן חולין. ולרש""י רואין אה""ח שמשלם כאלו הן תרומה כיון דנעשין תרומה. ולדברי שניהם משלם אותה מדה עצמה שאכל אם לא הוקרו והוזלו רק דלפ""ז אפי' אם משלם פירות יש חילוק דהקרן והחומש מחויב לשלם אותה מדה עצמה והכפל כיון שנשאר חולין משלם רק שהלשון דמי תרומה משמע לרש""י דהוא מעות (וכאן אין מקום להאריך) ובמש""כ יתורץ דאמאי לא פשיט רב יוסף ממתניתין דספ""י שם (דמה שהביא מאכל גרוגרות כו' הוא ברייתא בתו""כ פ' אמור) רא""א כו' ובלבד שישלם מן היפה עה""ר וא""א דלפ""ד משלם ישלם אף מן הרע (והר""ש כ' שם וה""נ ה""מ למידק ממתניתין כו') ולפמש""כ דלפי מדה ודאי מתכפר א""ש דאם ישלם מן הרע לפי מדה יפסיד הכהן:"
Rashash on Pesachim 32a:2,"<b>רש""י ד""ה איבעיא להו. בגזלן כו' וכן בגזלן כו'. </b>ר""ל בגזל ואכל דאלו בלא אכל אף שוגג בתרומה אינו אלא כשאר גזלן כמ""ש לעיל:"
Rashash on Pesachim 32a:3,"<b>רש""י ד""ה תרומת תותים וענבים. משקה הן כו'. </b>נראה דר""ל דלחים הן דהרי מיירי הכא בפירות עצמן כדמוכח לקמן (לג ב) ובפרש""י שם. ועוד דעל משקה תותים א""ח חומש לר' יהושע בפי""א דתרומות מ""ב ועמש""כ שם:"
Rashash on Pesachim 32b:1,"<b>גמרא ת""ר האוכל תרומה פחות מכזית כו'. </b>משנה מפורשת היא בפ""ז דתרומות מ""ג ולפלא שלא העירו בזה בעלי הגהה:"
Rashash on Pesachim 32b:2,"<b>גמ' אי דלית בה ש""פ קרן נמי לא לשלם. </b>פשוט דל""פ כן אלא משום דלית בה נמי כזית אבל אי איכא כזית ודאי אפי' לית בה ש""פ מחייב קרן וחומש לרבנן דא""ש מדכתיב כי יאכל. ואליבא דאמת ודאי כ""ה דהא האי ונתן דרשי לעיל לדבר הראוי כו'. ולחנם נתחבט בזה הכ""מ בפ""י מהל' תרומות הלכה כ""ד:"
Rashash on Pesachim 32b:3,"<b>תוס' ד""ה ההוא. אבל כל פירות ישלם להכי כ' ונתן כו' שהפירות של נתינה כו'. </b>נראה כוונתם למעוטי לקט כו' השנויין בפ""ו דתרומות מ""ה דאין משלמין מהן כמ""ש שם הר""ש והרע""ב הטעם ע""ש. ולע""ד נל""פ כוונת הגמרא דר""ל דונתן אתיא דאין התשלומין נעשין תרומה אשר למודן הוא מאת הקדש דבר הראוי כו' אלא משעת נתינה ולא משעת הפרשה והוא כרבי בתו""כ ובירושלמי:"
Rashash on Pesachim 33a:1,"<b>גמרא </b>(בסוה""ע) תיבות כי אתא מחקם הצל""ח:"
Rashash on Pesachim 33a:2,"<b>רש""י ד""ה שהיתה לו שעה""כ. וכ""ז חיבורו כו' והעמדת כרי הוא. </b>דבריו צ""ע דא""כ אפי' אחר שנתלשו קודם העמדת כרי נמי וכן השיגוהו התוספות (בקדושין סב) בכיוצא בזה עיין שם:"
Rashash on Pesachim 33a:3,"<b>תוס' ד""ה ומינה. שלא חייב מיתה עד דהוה כזית כו'. </b>כצ""ל:"
Rashash on Pesachim 33a:4,"<b>תוס' ד""ה אף. וא""כ מ""ט דרבנן כו'. </b>לעד""נ דע""כ ל""א ומינה מה תרומה בכזית אלא לרבי דיליף אכילת הקדש מאכילת תרומה לענין מיתה ודוקא באכילה כמ""ש לעיל וא""כ החיוב הוא על אכילה דוקא ולא על הנאה כמו תרומה דחיובה רק באכילה שפיר אמרינן ומינה. אבל לרבנן באכילת הקדש הוה ג""כ החיוב על ההנאה ולא גרע משאר הנאות דחייב בהן בש""פ כמ""ש לעיל ולא בעינן כזית. וכן לרבי בשוגג לענין קרבן וחומש נ""ל דג""כ לא בעינן כזית רק דיהיה ש""פ כמו בשאר הנאות ונכון בס""ד. ונ""ל עוד דבאכילת הקדש אי איכא כזית אע""ג דלית בה ש""פ חייב לכ""ע אליבא דרבנן דא""ש משום דילפינן מתרומה. ובזה א""ש דברי הר""ן (בנדרים סח) ד""ה ואי אמרת מיקלש כו' וינצל מקושיית הגה""ש עליו שם. והא דאמרי' (בכריתות כג) באכילת קדש דלית ביה ש""פ אתיא לא""ש. אולם מהירושלמי פ""ו דתרומות במשנת גנב תרומת הקדש ואכלה דמחלק ביש בו כזית בין אין בו ש""פ ליש בו וכן ברמב""ם פ""י מה""ת הל' כ""ד משמע דלא כמש""כ וכן התנה הרמב""ם בספ""ח מהל' שגגות באכל נותר שא""ח אשם מעילות עד שיהא בו ש""פ:"
Rashash on Pesachim 33b:1,"<b>גמרא יצאת זו שאין שיריה נכרין. </b>עי' תמיהת גה""ש וקדמו בזה הצל""ח וכבר הקשו זה בירושלמי ומשני ר""ז מאחר שאילו מינה עליה אינה תרומה ואפי' הימנה למק""א א""ת ונ""ל משום דהוה מן הפטור עה""ח:"
Rashash on Pesachim 33b:2,"<b>גמ' דאלת""ה הא דתניא כו' דאי בעי דריך להו פחות כו'. </b>הן לדעת הרמב""ם בפ""א מהל' טומאת אוכלין ה""ד דמ""פ א""מ טומאה כלל קשה דליפרוך מתותים דמצי למידרכינהו אפי' טובא בב""א:"
Rashash on Pesachim 33b:3,"<b>גמ' והתניא מדליקין בפת ובשמן ש""ת שנטמאת. </b>משנה מפורשת היא בלשון זה שלהי תמורה (אלא שתיבת שנטמאת ליתא שם אבל אטמאה קאי כדפי' הרמב""ם והרע""ב שם ומוכרח הוא) ולכן נ""ל להגיה והתנן (ותיבת שנטמאת הוסיף אביי לביאור עמש""כ בשבת קנג ב) שוב ראיתי להר""ש ברפ""ה דתרומות שכתב דפליגי חזקיה וריו""ח כו' בהא דתנן מדליקין כו' ע""ש. אלא דלשון גופא לא א""ש לפירש""י (בסוכה יד) ע""ש דהא על מסכת תמורה יש גמרא:"
Rashash on Pesachim 33b:4,"<b>[רש""י ד""ה קסבר משקין כו' </b>(בסופו). ואין צירוף חבירנו עמו כו'. נראה דהוא טעם אחר ואפילו תאמר דשם משקה עליו מ""מ לא נטמאו משום דאין צירוף כו'] :"
