Lekach Tov,Perek+Pasuk
"@11לפי @22שאין הקדוש ברוך הוא בא בטרוניא עם בריותיו @45(א)@46 ואינו בא בכפישה אלא הכל בצדק שנאמר (תהלים ז) אלהים שופט צדיק ואומר אל צדיק ומושיע. לכך אמר דוד טעמו וראו כי טוב ה' לפיכך צריך אדם להתבונן על כל הבא עליו כענין שנאמר (איכה ג) נחפשה דרכינו ונחקורה ונשובה עד ה'. @45(ב)@46 ומעשה בכהן אחד שהיה רואה את הנגעים ומטה ידו ובקש לצאת חוצה לארץ קרא לאשתו אמר לה דעי שבני אדם היו רגילין לבוא אצלי לראות את הנגעים בואי ואני אלמדך שתהא רואה את הנגעים. אם תראי שער האדם שיבש. המעין של שער יבש. שכל שערה ושערה ברא לה הקב""ה מעין בפני עצמו ואם יבש המעין יבש השער אמרה לו אשתו ומה אם כל שערה ושערה ברא לה הקב""ה מעין ושותה הימנו. אתה שבראך הקב""ה להכיר יחודו ולהללו על אחת כמה וכמה. באותה שעה מנעתו לצאת חוצה לארץ זהו שאמר הכתוב טעמו וראו כי טוב ה' אשרי הגבר שהקב""ה מספק מזון לכל בריה ומה שאמר הכהן שכל שער יש לו מעין פסוק מלא הוא. שנאמר (איוב מ) ויען ה' את איוב מן הסערה אמר לו הקב""ה לאיוב אמרת (שם ט) אשר בשערה ישופני והרבה פצעי חנם @45(ג)@46 והלא כל שער ושער של כל בריה אני מונה אותם לתת להם מעינים והיותם ואתה אומר בשערה ישופני כלומר רוח סערה עברה לפניו לפיכך מרבה פצעי חנם אלא ודאי אשרי הגבר יחסה בו אשרי שמתגבר ביצרו ואינו מהרהר אחר מדת בוראו אלא חוסה בו בכל לבו. בוא וראה בפרשת אדם כי יהיה בעור בשרו שאת או ספחת או בהרת בידוע שאין הקב""ה מביא על האדם אחד מארבעה נגעים הללו אלא על ידי עון. מצאנו בבנות ירושלים כתיב (ישעיה ג) יען כי גבהו מה כתיב אחריו וספח ה' קדקד בנות ציון ואפילו הכי נתנה לו תורה טהרה שנא' זאת תהיה תורת המצורע. ד""א זאת תהיה תורת המצורע. תורת המוציא רע. אתה מוצא שבלעם בן בעור מפני לשונו נדחף שנאמר (במדבר כג) מן ארם ינחני בלק מלך מואב מהררי קדם. מן רמי עולם הייתי ממחיצת האבות הייתי וינחני בלק וזרקו לגיהנם. וכן דואג האדומי מפני לשונו נדחף שנאמר (ש""א כא) ושם איש מעבדי שאול ביום ההוא נעצר לפני ה' ושמו דואג האדומי אביר הרועים אשר לשאול דכתיב (שם כב) ויען דואג האדומי והוא נצב על עבדי שאול ויאמר ראיתי את בן ישי בא נבה אל אחימלך בן אחיטוב. וכתיב (שם) ויאמר המלך לדויג סב אתה ופגע בכהנים. אתה הלשנתה אותם אתה פגע בהם. וכן אחיתופל מפני לשונו נטרד שנאמר (ש""ב יז) ואחיתופל ראה כי לא נעשתה עצתו ויצו אל ביתו ויחנק וימת. וכן גיחזי מפני פיו נטרד שנאמר (מ""ב ה') הי ה' כי אם רצתי אחריו @45(ד)@46 ולקחתי (מידו) [מאתו] מאומה. וכתיב (שם) וצרעת נעמן תדבק בך ובזרעך. אמר רבי פדת ברית כרותה נתן הקב""ה בעולמו שכל מי שהוא מפטפט בחבירו לוקה בצרעת שנא' זאת תהיה תורת המצורע. המוציא רע. וכן אמר קהלת (קהלת ה) אל תתן את פיך לחטיא את בשרך זה לשון הרע. ד""א אל תתן את פיך לשון נקיה דבר הכתוב שלא ישמש עם הנדה שלא ילקו בצרעת. @45(ה)@46 א""ר אחא אם שמש אדם עם אשתו ביום הראשון שבנדתה הבן הנולד לוקה בצרעת בן עשר שנים. ביום השני לוקה בן כ' שנה. ביום הג' לוקה בן ל'. ביום ד' לוקה בן מ'. ביום ה' לוקה בן נ'. ביום ששי לוקה בן ס'. ביום ז' לוקה בן ע'. ד""א זאת תהיה תורת המצורע. זה שאמר הכתוב (משלי יח) מות וחיים ביד לשון אם זכה זכה לחיים ואם נתחייב נתחייב למיתה. כיצד אם עסק בתורה זכה לחיי העולם הבא שהרי התורה נקראת חיים שנאמר (שם ג) עץ חיים היא למחזיקים בה. ובלשון הרע מתחייב בנפשו שהרי הורג שלשה הורג את האומרו והורג המקבלו והורג הנאמר עליו. ומנין אתה לומד מן דואג שאמר לשון הרע על אחימלך לפני שאול ונהרגו דואג ושאול ואחימלך. אחימלך (ש""א כב) ויאמר המלך מות תמות אתה וכל ביתך. שאול (דה""א י) וימת שאול במעלו אשר מעל בה' וכן אמר שאול (ש""ב א) כי אחזני השבץ כי כל עוד נפשי בי. קטיגוריא של נוב עיר הכהנים אחזני שאין שבץ אלא בגדי כהונה שנאמר (שמות כח) ועשית משבצות זהב. דואג נשתרש מן העולם שנאמר (תהלים נג) גם אל יתצך לנצח וגו'. בוא וראה כמה כתיב (ירמיה ט) חץ שחוט לשונם כשם שחץ מכה מרחוק כך לשון הרע מכה וממית מרחוק. ואל יאמר בן אדם אני אדבר מה שאני מבקש ואוציא מפי מה שאני מבקש, אלא ראה הזהירך הכתוב (תהלים לד) נצור לשונך מרע ושפתיך מדבר מרמה. סור מרע ועשה טוב. @45(י)@46 ושלמה אמר בחכמתו (משלי כא) שומר פיו ולשונו שומר מצרת נפשו. קשה לשון הרע שאין אדם מוציאו מפיו עד שכופר בעיקר. שנא' (תהלים יב) אשר אמרו ללשוננו נגביר וגו' אמר הקב""ה אני עליהם לגיהנם מלמעלה ואתה עליהם מלמטה שנא' (שם קכ) חצי גבור שנונים עם גחלי רתמים. אמר להם הקב""ה לישראל אם רצונכם שתזכו לעולם הבא הרחיקו עצמיכם מלשון הרע שנאמר מי האיש החפץ חיים אוהב ימים לראות טוב. נצור לשונך מרע ושפתיך מדבר מרמה. סור מרע ועשה טוב בקש שלום ורדפהו. בוא וראה @45(ז)@46 כמה גדול לשון הרע (עונש) שהרי מרים דברה במשה אחיה שנא' (במדבר יג) ותדבר מרים ואהרן במשה מה כתיב (דברים כד) זכור את אשר עשה ה' אלהיך למרים. למעלה כתיב השמר בנגע הצרעת לשמור ומה דברו במשה אמרו (במדבר יב) הרק אך במשה דבר ה' הלא גם בנו דבר כלומר למה פירש מן האשה מיד ויאמר ה' פתאום, @45(ח)@46 מלמד שהיו צריכין מים אמר להם הקב""ה וכך הייתם מבקשים שהיה משה צריך מים ואני מדבר עמו מיד לקו בצרעת. וכתיב (שם) ויחר אף ה' בם וילך אלא שנתרפא אהרן מיד ומרים אחר ז' ימים לכך נאמר זאת תהיה תורת המצורע. והנחש הקדמוני לקה בזאת שנאמר (בראשית ג) ויאמר ה' אלהים אל הנחש כי עשית זאת ארור אתה מכל הבהמה לפי שדבר לשון הרע נאמר כאן ארירה ונאמר צרעת ממארת היא לפיכך הנחש יש עליו סלעים כגון צרעת וכל המכות לעתיד לבוא מתרפאות חוץ מן הנחש שנאמר (ישעיה סה) ונחש עפר לחמו, ללמדך כמה הוא כח לשון הרע:",14:2
@11וידבר יי אל משה לאמר@22,14:2
"@11זאת תהיה תורת המצורע. @22 @45(ט)@46 תורת. לבית עולמים. תורת המצורע. תורה אחת לכל המצורעים שיהו מביאין קרבן זה @45(י)@46 אע""פ שחלוקין בטמאות אין חלוקין בקרבן. המצורע. שהיה מצורע ונטהר. ביום טהרתו. מלמד שטומאתו וטהרתו ביום. והובא אל הכהן. מלמד שטומאתו וטהרתו בכהן. ד""א והובא אל הכהן. @45(יא)@46 שלא ישהה @45(יב)@46 שאע""פ שהיה מנון לפני רבי עקיבא אם מי פיטרתיו בעמידתו אחזתיו בהליכתו שבעה מי שאחזתיו ז' אינו דין שאוחזנו בהליכתו ז':",14:2
"@11פירוש @22מי שפיטרתיו בעמידתו כלומר הזב שהוא פטור מספירת ז' כל ימי זיבתו ואינו מונה שבעה אלא בהליכתו שנאמר וכי יטהר הזב מזובו וספר. מי שאחזתיו בעמידתו כלומר המצורע שטעון שבעה ימי הסגר אינו דין שימנה ז' בהליכתו ת""ל והובא אל הכהן מיד:",14:2
"@11פירוש @22אחר. ומה מי שפיטרתיו בעמידתו כלומר ומה ימי ספרו הקלים שאינו מטמא משכב ואינו מטמא בביאה טעון שבעה ימי גמרו החמורים שמטמא משכב ומושב ומטמא בביאה אינו דין שיהא טעון שבעה ת""ל והובא אל הכהן שלא ישהה שאינו צריך עוד ז':",14:2
"@55פס'. @11ויצא הכהן אל מחוץ למחנה. @22כהן שאפשר לו ליכנס לפנים מן המחנה מטהר את המצורע אבל אין כהן מצורע מטהר מצורע. וראה הכהן והנה נרפא. שהלך לו נגעו. נגע. שהלך לו שער לבן. הצרעת, שהלכה לה המחיה @45(יג)@46 אין לי אלא כלם. מנין (אין) [אף] מקצתן תלמוד לומר מן הצרוע להביא את שפרחה בכולו שיטען צפרים:",14:3
@55פס'. @11וצוה הכהן ולקח. @22הצווי בכהן והליקוח בכל אדם. ולקח למטהר. @45(יד)@46 לשם מטהר. בין איש בין אשה בין קטן. מיכן אמרו לקח לאיש כשר לאשה. לאשה כשר לאיש. למצורע כשר לבית. לבית כשר למצורע. ולקח למטהר שתי צפרים. מיעוט צפרים שתים אם כן למה נאמר שתי @45(טו)@46 שיהו שוות. חיות. ולא שחוטות. חיות טהורות ולא טמאות. חיות טהורות ולא טרפות. @45(טז)@46 חיות בריאות. ועץ ארז. זו בקעת ארז. אמר רבי יהודה שבתי היה אצל רבי טרפון והלכתי אחריו לביתו אמר לי יהודה בני תן לי סנדלי ונתתי פשט ידו לחלון ונתן לי מקל אמר לי יהודה בני בזה טיהרתי ג' מצורעים ולמדתי בה שבעה הלכות @45(יז)@46 שהיא של ברות. @45(יח)@46 ובראשה טרף וארכה אמה @45(יט)@46 ועביה טפח ומזין ושונין ומשלשין ומטהרין אפילו שלא בפני הבית ומטהרין בגבולין. ושני. זו זהורית טובה רבי יוחנן בן דהבאי אומר ושני תולעת @45(כ)@46 השני שבתולעת. ואזוב. @45(כא)@46 לא אזוב יון כל שיש לו שם לווי:,14:4
"@11מדרש @22שתי צפרים. לפי שקולם הולך יבואו לכפרה על לשון הרע. ובעץ ארז. שגבוה שהרי על עסק גסות הרוח באה עליו שנאמר @55(דה""ב כו)@56 וכחזקתו גבה לבו והצרעת זרחה במצחו ואם השפיל עצמו כאזוב יש לו טהרה לפיכך שוחט צפור אחת ומשלח אחת @45(כב)@46 שאם חזר לסיאורו חוזרת עליו הצרעת. והובא אל הכהן. @45(כג)@46 שאין לו מי שיביאנו שהכל רחוקין ממנו. ר' תנחומא דרש על י' דברים נגעים באים על עבודת כוכבים דכתיב (שמות לב) וירא משה את העם כי פרוע הוא כענין וראשו יהיה פרוע. על ברכת השם דכתיב בגלית הפלשתי (ש""א יז) היום הזה יסגרך ה' בידי כענין והסגירו הכהן. על גילוי עריות דכתיב (ישעיה ג) וספח ה' קדקד בנות ציון כענין שאת או ספחת. ועל הגנבות ועל שבועת שוא דכתיב (זכריה ה) הוצאתיה נאום ה' (אלהים) [צבאות] ובאה אל בית הגנב ואל בית הנשבע וגו'. וכתיב (שם) וכלתו ואת עציו ואת אבניו. זו צרעת דכתיב ונתץ את הבית את אבניו ואת עציו. ועל לשון הרע המצורע המוציא שם רע. על עדות שקר. שהעידו ישראל ואמרו אלה אלהיך ישראל @45(כד)@46 וכתיב כי פרוע הוא. ועל קלקול הדין. דכתיב (ישעיה ה) לכן כאכל קש לשון אש וחשש להבה ירפה שרשם כמק יהיה ופרחם כאבק יעלה בענין אם פרוח תפרח. ועל הנכנס בתחום שאינו שלו. מעוזיהו דכתיב והצרעת זרחה במצחו. ועל משלח מדנים בין אחים. זה פרעה שנאמר (בראשית יב) וינגע ה' את פרעה נגעים ששלח מדנים בין שרה לאברהם. ועל צרת העין. שנאמר ובא אשר לו הבית. מי שמיחד לו ביתו סופו שהוא גוררן לחוץ שנאמר (איוב כ) יגל גבול ביתו נגרות ביום אפו:",14:4
@55פס'. @11וצוה הכהן. @22צווי בכהן ושחיטה בכל אדם @45(כה)@46 דברי רבי יוסי ברבי יהודה. @45(כו)@46 ושחט את הצפור האחת. (האחת שבשתים) הברורה שבשתים. האחת. שאם מתה אחת מהן או נעשית טרפה יקח זוג לשניה. אל כלי חרש. זו פיאלין של חרש. על מים חיים. לא מלוחים ולא פושרין @45(כז)@46 ולא מנטפין @45(כח)@46 מה מים שלא נעשה בהם מלאכה אף כלים שלא נעשה בהם מלאכה:,14:5
@55פס'. @11את הצפוד החיה יקח אותה ואת עץ וגו'. @45(כט)@46 זו בכלי. כיצד הוא עושה נוטל עץ ארז ואזוב ושני תולעת וכורכן בשירי הלשון ומקיף להם גפים וראש הזנב וטובל ומזה בדם על המים החיים. מים חיים. שדם צפור ניכר בהם שיערו חכמים רביעית. נשפך הדם תמות המשתלחת. מתה המשתלחת ישפך הדם. והזה על המטהר. על מצחו. מן הצרעת שבע פעמים. מצורע טעון הזיית שבע ואין טמא מת טעון הזיית שבע. שבעה פעמים @45(ל)@46 ולא שלישי ושביעי. @45(לא)@46 וטיהרו. בדברים שבגופו. ושילח. @45(לב)@46 שלא יעמוד ביפו וישלח לים. שלא יעמוד חוץ לעיר וישלחנה כלפי העיר. אל פני השדה. הא אם @45(לג)@46 שלחה וחזרה לתוך ידו מותרת באכילה. ושלח את הצפור החי. מצוה לשלח @45(לד)@46 לא שלח טהור:,14:6
@55פס'. @11וכבס המטהר את בגדיו. @22 @45(לה)@46 מלטמא משכב ומושב. וגלח את כל שערו. נאמר כאן כל שערו ונאמר בימי ספירו כל שערו מה להלן פרט לבית הסתרים אף כאן פרט לבית הסתרים. ורחץ במים וטהר. @45(לו)@46 במי מקוה. ורחץ במים וטהר ואחר יבוא אל המחנה. רחיצת גופו מעכבת ליכנס לפנים מן המחנה ואין כיפוריו מעכבין אותו ליכנס לפנים מן המחנה. וישב מחוץ לאהלו שבעת ימים. שיהא כמנודה ואסור בתשמיש המטה. אהלו זו אשתו שנא' (דברים ה) שובו לכם לאהליכם. שבעת ימים. שבעת ימי ספרו @45(לז)@46 ולא שבעת ימי חלוטו דברי רבי יוסי בר' יהודה רבי יוסי אומר קל וחומר לידי החליטו. אמר רבי חייא חשבתי לפני רבי והלא למדתנו רבינו שלא היה יותם לעוזיהו אלא בימי חלוטו. אמר לו אף אני כך אמרתי:,14:8
