number,name,text
98,"
ר' שלמה מריני (תיקון עולם), איטליה (נפטר ב-1670)
","
רב איטלקי (בפדובה), מחבר ספר ""תקון עולם"", פירוש על ישעיהו (נדפס בוירונה ב-1652).
רבים מבני קהילתו, נספו במגפה שהשתוללה באזורו ב-1931, אך הוא שרד, והפך לרב הקהילה.
תלמידו המפורסם הוא ר' יצחק חיים קנטריני, שבדומה לאח של רבו, ר' שבתי מריני, תפקד הן כרב והן כרופא.
עוד על אודותיו
"
99,"
ר' מאיר מרוטנבורג (מהר""ם), אשכנז (1215-1293)
","
				
				קראו על אודותיו בויקיפדיה.
			"
100,"
ר' יצחק מוינה  (אור זרוע), אשכנז (1200-1270)
","
רבי יצחק ברבי משה מוינה רכש את השכלתו התורנית אצל גדולי רבני אשכנז (כגון: הראבי""ה, ר' יהודה החסיד, ר' אלעזר בעל ה'רוקח', ר' סיר-ליאון, ר""י הלבן בעל ערוגת הבשם). מאוחר יותר לימד בעצמו בבוהמיה (צ'כיה של היום). בסוף ימיו עבר לוינה וכיהן שם כאב בית-הדין המקומי, שם נפטר בגיל שבעים.
המפורסם שבתלמידיו הוא המהר""ם מרוטנבורג שבסוף ימיו נחשב לגדול רבני אשכנז.
ספרו של ר' משה, 'אור זרוע', נחשב לאחד מספרי ההלכה החשובים שנתחברו בידי ראשוני אשכנז, בעיקר בשל העובדה שהוא מביא את דבריהם של פוסקים רבים שקדמו לו.
 
עוד על אודותיו ב-JewishEncyclopedia
"
101,"
ר' אליהו מזרחי (רא""ם), קושטא (נפטר ב~1526)
","
ראש רבני תורכיה בדורו, מגדולי פרשני רש""י.
כיהן כחבר מועצת הסולטן התורכי, לצד הפטריארך היווני והמופתי המוסלמי.
חיבורו המפורסם הוא פירוש על רש""י בו הוא מתחקה אחר מקורותיו בתלמוד ובמדרשים ויוצא להגנתו מפני השגות הרמב""ן ומפרשים אחרים.
הרא""ם מעיד על עצמו שהוא מלמד את תלמידיו ""כל אחד לפי חפצו, יש מי שיחפוץ ללמוד תשבורת (=הנדסה), ויש מי שיחפוץ ללמוד מספר וכמה למודים אחרים מתחלפים"".
 
עוד כתב:
פסקים ותשובות הלכתיות (""שו""ת הרא""ם"", ""מים עמוקים"").""תוספי סמ""ג"" - ביאור על ""ספר מצוות גדול"" לר' משה מקוצי.ספר אסטרונומיה שנותר ככתב-יד ולא נדפס וכן חיבור מתימטי בשם ""מלאכת המספר"" (תורגם ללטינית).
 
לקריאה בפירושו על רש""י - באתר הספריה הלאומית.
עוד על אודותיו בויקיפדיה.
 

כתיבה: יוחאי עופרן
"
102,"
ר' עזרא ציון מלמד (ע""צ מלמד), ישראל (1903-1994)
","

רב וחוקר תלמוד, חתן פרס ישראל לספרות תורנית.
 
קרא על אודותיו בויקיפדיה
"
103,"
שמשון מלצר, גליציה-ישראל (1909-2000)
","
משורר, מתרגם ועורך אידי-עברי, איש תנועת הפועלים.
נולד בעיירה טלוסט, שיריו הראשונים נכתבו ביידיש אך מאוחר יותר עבר לכתיבה עברית. עלה ארצה ב-1933.
תרגם לעברית פואמות וסיפורים יהודיים רבים, ביניהם ספרים של י.ל. פרץ, של י.י. זינגר ושל א.ד. גורדון.
שיריו החשובים מכונסים בספרו ""שירות ובלדות"".
בנו יהודה מלצר עוסק גם הוא בספרות ובתרגום ומנהל (יחד עם בנו עילאי) הוצאת ספרים גדולה.
 
עוד על אודותיו בויקיפדיה
"
104,"
ר' משה מנדלסון (רמבמ""ן (הבאור)), גרמניה (1729-1786)
","

ראו על אודותיו בויקיפדיה
 
""הביאור"" לספר דברים ב-google books
קראו מזכרונותיו של ברד'יצבסקי על ""הביאור"".
"
105,"
רבנו נסים גירונדי (הר""ן), ברצלונה (1320-1380)
","
מראשי קהילת ברצלונה בדור שלאחר הרשב""א, פרשן התלמוד. ביאוריו על פסקי הרי""ף נדפסו עם התלמוד וזכו לפופלאריות רבה.
 
להרחבה על אודותיו ראו ויקיפדיה.
"
106,"
פרופ' משה צבי סגל (מ""צ סגל), ליטא-ישראל (1876-1968)
","
בלשן עברי וחוקר מקרא כיהן כרב באנגליה.
בנעוריו למד בישיבות ליטא ובבגרותו למד ולימד באוניברסטאות באנגליה (אוקספורד ולונדון).
שימש כרב בקהילות סוונסי, ניוקאסל ובריסטול. ב-1926 נתמנה למרצה במקרא ולשפות שמיות באוניברסיטה העברית בירושלים, וב-1939 היה לפרופסור מן המנין.
ספריו הראשונים עסקו בלשון העברית (""דקדוק לשון המשנה"", ""יסודי הפונטיקה העברית""), ומאוחר יותר פרסם מחקרים בתחום המקרא, בהם דחה את תורת המקורות.
בספרו ""מבוא המקרא"" (4 כרכים) התחקה בעיקר אחר ההבטים הספרותיים-אומנותיים של המקרא.
ב-1945 קיבל את פרס ישראל במדעי היהדות.
בין הספרים שהוציא לאור: 
ספר ""ברית דמשק"", מהדורה מדעית של ""ספר בן-סירא"", וספר מפרי עטו ""החומש הרכבו ומחברו"" (באנגלית).
 
ליקט וכתב: יוחאי עופרן
"
107,"
ר' סעדיה גאון (רס""ג), מצרים-בבל (882-942)
","
 
למידע על אודותיו ראו ויקיפדיה.
"
108,"
פרופ' שלמה ז. ליאון סקוז, ארה""ב (1884-1953)
","
מחוקרי הגניזה הקהירית, שימש כפרופסור לבלשנות בדרופסי קולג', פילדלפיה.
מחקריו עסקו בחקר הערבית היהודית של חכמי ימי הביניים (כדוגמת רב סעדיה גאון).
הוציא לאור את המילון הערבי-עברי לתנ""ך של הקראי דוד בן אברהם אלפאסי, והיה בין מהדירי הקורקורדנציה של מנדלקארן.
 
מאמרים על אודותיו צורפו לספר מחקריו: Portrait of a Jewish scholar
 
לעיון במחקריו ראו JSTOR
 
ליקט וכתב: יוחאי עופרן
"
109,"
ר' עובדיה ספורנו (ספורנו), איטליה (1476-1550)
","
פילוסוף, מדען ופרשן התורה, מחכמי איטליה.
 
למידע על אודותיו ראו ויקיפדיה.
 
 
"
110,"
ר' עובדיה מברטנורא (ברטנורא), איטליה-ירושלים (1445-1510)
","
				
				קראו על אודותיו באנציקלופדיה דעת
"
111,"
ר' יצחק  עראמה (עקדת יצחק), ספרד-איטליה (1420-1494)
","
מחכמי ספרד בדור הגירוש, פרשן המקרא ודרשן. שימש רב וראש ישיבה במספר ישיבות וקהילות בספרד. לאחר הגירוש נדד לפורטוגל ומשם לאיטליה בה נפטר.
חיבורו הגדול ""עקדת יצחק"" מורכב מכ-100 דרשות על פרשות השבוע, בכולן משובץ מאמר מספר הזוהר ובצדו פרשנות פילוסופית. בגין פירושו זה זכה לכינוי ""בעל העקדה"". אחדים מפרשני המקרא שאחריו מצטטים את דבריו ומתפעלים ממקוריותו (ראש וראשון להם ר' יצחק האברבנאל, אם כי הוא בד""כ לא הביא את הדברים בשם אומרם – ועל כך זכה לקיתונות של ביקורת מבנו של עראמה).
בספריו ניכר כי הוא פוסע בנתיבו של הרמב""ם ובמקומות אחדים הוא מבקר את פרשני ""מורה הנבוכים"" (בעיקר את הרלב""ג והנרבוני) ומתפלמס עימם.
 
עוד מספריו:
פירוש על חמש המגילות (שנדפס עם ה""עקידה"").פירוש ""יד אבשלום"" על משלי (נקרא ע""ש חתנו שנפטר בטרם עת).""חזות קשה"" - בנושאי אמונה, תורה ופילוסופיה (וביקורת על עיקרי הנצרות).
 
להרחבה, ראו על אודותיו ב-JewishEncyclopedia
 
ליקט וכתב: יוחאי עופרן
"
112,"
ר' דוד פארדו (משכיל לדוד), ונציה-סרייבו-ירושלים (1718-1792)
","
פרשן ומשורר איטלקי, מחבר ""משכיל לדוד"" על פירוש רש""י. 
כיהן כאב""ד בעיר סאראיי באיטליה במשך כעשור עד עלותו לארץ ישראל בשנת 1872. קבע מושבו בירושלים ונתמנה לעמוד בראש ישיבת ""חסד לאברהם"".
בנו אברהם נשא לאישה את בתו של החיד""א.
 
יתר חיבוריו:
""שושנים לדוד"" - על המשנה.""חסדי דוד"" - על התוספתא.""מכתם לדוד"" - ""למנצח לדוד"" - שלושה מאמרים על סוגיות תלמודיות.""מזמור לדוד"" - הארות והערות על יורה דעה והשגות על ספר ""פרי תואר"".""חוקת הפסח"".
 
להרחבה ראו JewishEncyclopedia ו-ויקיפדיה.
"
113,"
ר' חיים יוסף פולאק, מוראביה (סוף המאה ה-19)
","
תלמידו של החת""ם הסופר, כיהן כאב בית הדין בעיירה טרביטש. חיבר את ""מקור חיים"" - ביאורים והרחבות לספר ""עקדת יצחק"" של ר' יצחק עראמה.
פולאק היה משכיל חרדי, והיו שראו בו (ובאחדים מבני דורו, כגון: רש""י רפפורט, מהרי""ץ חיות, רי""ץ מקלנבורג) הוכחה לכך שההשכלה אינה בהכרח מובילה לכפירה.
הוא תיעד את תולדותיה של קהילת טרביטש בסדרת מאמרים אותם פרסם בכתב-העת ""המבשר"" (בשנת תרכ""ב). רשימות נוספות מפרי עטו נתפרסמו בכתב העת ""החבצלת"". פירסומיו משמשים מקור מידע נאמן לקורותיו של החת""ם סופר ושל חכמים נוספים מבני דורו.
 
כתיבה: יוחאי עופרן
 
"
114,"
פילון  האלכסנדרוני, אלכסנדריה (20 לפנה""ס-50 לספירה)
","
				
				פילוסוף יהודי בתקופה ההלניסטית.למידע על אודותיו ראו ויקיפדיה.
			"
115,"
ר' אברהם בערוש פלאהם, לובלין (המאה ה-19)
","
				
				תלמיד מובהק של המגיד מדובנא אשר הוציא לאור את ספריו והוסיף להם פירושים והרחבות משלו.          
			"
116,"
ר' שלמה פפנהיים (יריעות שלמה), ברסלאו (1740-1814)
","
בלשן ומשורר עברי, שימש כדיין בביה""ד שבעירו, ברסלאו. זוהה כ""משכיל"", אך למעשה היה מן השמרנים שבתנועת ההשכלה.
בעקבות אסונות אישיים שפקדו אותו (מות אשתו ובניו) כתב את היומן ""אגדת ארבע כוסות"", אשר בו הוא מתמודד עם הטרגדיה באופן רציונאלי. חיבור זה זכה להערכה רבה בקרב אנשי ספרות ונחשב ליצירת מופת והוא נדפס למעלה מתריסר פעמים מאז מותו של המחבר.
 
כתבים נוספים: ""יריעות שלמה""- ביאור מילים נרדפות.
                   ""חשק שלמה""- על שרשים בעברית.
                   וכן מאמרים חינוכיים ו/או פולמוסיים שונים.
             
עוד באתר ויקיפדיה ובאתר JewishEncyclopedia.
 
ליקט וכתב: יוחאי עופרן
"
