Week #,Secular Date,Day Of Week,Hebrew Date,Daf,Parsha
1990,04/19/2043,Su,ניסן 9 5803,שבועות מו,פסח
1991,04/26/2043,Su,ניסן 16 5803,שבועות מז,פסח
1992,05/03/2043,Su,ניסן 23 5803,שבועות מח,אחרי מות
1993,05/10/2043,Su,ניסן 30 5803,שבועות מט,קדשים
1994,05/17/2043,Su,אייר 7 5803,עבודה זרה ב,אמור
1995,05/24/2043,Su,אייר 14 5803,עבודה זרה ג,בהר
1996,05/31/2043,Su,אייר 21 5803,עבודה זרה ד,בחקתי
1997,06/07/2043,Su,אייר 28 5803,עבודה זרה ה,במדבר
1998,06/14/2043,Su,סיון 6 5803,עבודה זרה ו,נשא
1999,06/21/2043,Su,סיון 13 5803,עבודה זרה ז,בהעלתך
2000,06/28/2043,Su,סיון 20 5803,עבודה זרה ח,שלח לך
2001,07/05/2043,Su,סיון 27 5803,עבודה זרה ט,קרח
2002,07/12/2043,Su,תמוז 4 5803,עבודה זרה י,חקת
2003,07/19/2043,Su,תמוז 11 5803,עבודה זרה יא,בלק
2004,07/26/2043,Su,תמוז 18 5803,עבודה זרה יב,פינחס
2005,08/02/2043,Su,תמוז 25 5803,עבודה זרה יג,מטות-מסעי
2006,08/09/2043,Su,אב 3 5803,עבודה זרה יד,דברים
2007,08/16/2043,Su,אב 10 5803,עבודה זרה טו,ואתחנן
2008,08/23/2043,Su,אב 17 5803,עבודה זרה טז,עקב
2009,08/30/2043,Su,אב 24 5803,עבודה זרה יז,ראה
2010,09/06/2043,Su,אלול 1 5803,עבודה זרה יח,שופטים
2011,09/13/2043,Su,אלול 8 5803,עבודה זרה יט,כי תצא
2012,09/20/2043,Su,אלול 15 5803,עבודה זרה כ,כי תבוא
2013,09/27/2043,Su,אלול 22 5803,עבודה זרה כא,נצבים
2014,10/04/2043,Su,אלול 29 5803,עבודה זרה כב,וילך
2015,10/11/2043,Su,תשרי 7 5804,עבודה זרה כג,האזינו
2016,10/18/2043,Su,תשרי 14 5804,עבודה זרה כד,"חוה""מ סוכות"
2017,10/25/2043,Su,תשרי 21 5804,עבודה זרה כה,בראשית
2018,11/01/2043,Su,תשרי 28 5804,עבודה זרה כו,נח
2019,11/08/2043,Su,חשון 5 5804,עבודה זרה כז,לך לך
2020,11/15/2043,Su,חשון 12 5804,עבודה זרה כח,וירא
2021,11/22/2043,Su,חשון 19 5804,עבודה זרה כט,חיי שרה
2022,11/29/2043,Su,חשון 26 5804,עבודה זרה ל,תולדת
2023,12/06/2043,Su,כסלו 4 5804,עבודה זרה לא,ויצא
2024,12/13/2043,Su,כסלו 11 5804,עבודה זרה לב,וישלח
2025,12/20/2043,Su,כסלו 18 5804,עבודה זרה לג,וישב
2026,12/27/2043,Su,כסלו 25 5804,עבודה זרה לד,מקץ
2027,01/03/2044,Su,טבת 3 5804,עבודה זרה לה,ויגש
2028,01/10/2044,Su,טבת 10 5804,עבודה זרה לו,ויחי
2029,01/17/2044,Su,טבת 17 5804,עבודה זרה לז,שמות
2030,01/24/2044,Su,טבת 24 5804,עבודה זרה לח,וארא
2031,01/31/2044,Su,שבט 2 5804,עבודה זרה לט,בא
2032,02/07/2044,Su,שבט 9 5804,עבודה זרה מ,בשלח
2033,02/14/2044,Su,שבט 16 5804,עבודה זרה מא,יתרו
2034,02/21/2044,Su,שבט 23 5804,עבודה זרה מב,משפטים
2035,02/28/2044,Su,שבט 30 5804,עבודה זרה מג,תרומה
2036,03/06/2044,Su,אדר 7 5804,עבודה זרה מד,תצוה
2037,03/13/2044,Su,אדר 14 5804,עבודה זרה מה,כי תשא
2038,03/20/2044,Su,אדר 21 5804,עבודה זרה מו,ויקהל-פקודי
2039,03/27/2044,Su,אדר 28 5804,עבודה זרה מז,ויקרא
2040,04/03/2044,Su,ניסן 6 5804,עבודה זרה מח,צו
2041,04/10/2044,Su,ניסן 13 5804,עבודה זרה מט,"חוה""מ פסח"
2042,04/17/2044,Su,ניסן 20 5804,עבודה זרה נ,שמיני
2043,04/24/2044,Su,ניסן 27 5804,עבודה זרה נא,תזריע-מצורע
2044,05/01/2044,Su,אייר 4 5804,עבודה זרה נב,אחרי מות-קדשים
2045,05/08/2044,Su,אייר 11 5804,עבודה זרה נג,אמור
2046,05/15/2044,Su,אייר 18 5804,עבודה זרה נד,בהר-בחקתי
2047,05/22/2044,Su,אייר 25 5804,עבודה זרה נה,במדבר
2048,05/29/2044,Su,סיון 3 5804,עבודה זרה נו,נשא
2049,06/05/2044,Su,סיון 10 5804,עבודה זרה נז,בהעלתך
2050,06/12/2044,Su,סיון 17 5804,עבודה זרה נח,שלח לך
2051,06/19/2044,Su,סיון 24 5804,עבודה זרה נט,קרח
2052,06/26/2044,Su,תמוז 1 5804,עבודה זרה ס,חקת
2053,07/03/2044,Su,תמוז 8 5804,עבודה זרה סא,בלק
2054,07/10/2044,Su,תמוז 15 5804,עבודה זרה סב,פינחס
2055,07/17/2044,Su,תמוז 22 5804,עבודה זרה סג,מטות-מסעי
2056,07/24/2044,Su,תמוז 29 5804,עבודה זרה סד,דברים
2057,07/31/2044,Su,אב 7 5804,עבודה זרה סה,ואתחנן
2058,08/07/2044,Su,אב 14 5804,עבודה זרה סו,עקב
2059,08/14/2044,Su,אב 21 5804,עבודה זרה סז,ראה
2060,08/21/2044,Su,אב 28 5804,עבודה זרה סח,שופטים
2061,08/28/2044,Su,אלול 5 5804,עבודה זרה סט,כי תצא
2062,09/04/2044,Su,אלול 12 5804,עבודה זרה ע,כי תבוא
2063,09/11/2044,Su,אלול 19 5804,עבודה זרה עא,נצבים-וילך
2064,09/18/2044,Su,אלול 26 5804,עבודה זרה עב,האזינו
2065,09/25/2044,Su,תשרי 4 5805,עבודה זרה עג,יום כיפור
2066,10/02/2044,Su,תשרי 11 5805,עבודה זרה עד,"חוה""מ סוכות"
2067,10/09/2044,Su,תשרי 18 5805,עבודה זרה עה,בראשית
2068,10/16/2044,Su,תשרי 25 5805,עבודה זרה עו,נח
2069,10/23/2044,Su,חשון 2 5805,הוריות ב,לך לך
2070,10/30/2044,Su,חשון 9 5805,הוריות ג,וירא
2071,11/06/2044,Su,חשון 16 5805,הוריות ד,חיי שרה
2072,11/13/2044,Su,חשון 23 5805,הוריות ה,תולדת
2073,11/20/2044,Su,חשון 30 5805,הוריות ו,ויצא
2074,11/27/2044,Su,כסלו 7 5805,הוריות ז,וישלח
2075,12/04/2044,Su,כסלו 14 5805,הוריות ח,וישב
2076,12/11/2044,Su,כסלו 21 5805,הוריות ט,מקץ
2077,12/18/2044,Su,כסלו 28 5805,הוריות י,ויגש
2078,12/25/2044,Su,טבת 5 5805,הוריות יא,ויחי
2079,01/01/2045,Su,טבת 12 5805,הוריות יב,שמות
2080,01/08/2045,Su,טבת 19 5805,הוריות יג,וארא
2081,01/15/2045,Su,טבת 26 5805,הוריות יד,בא
2082,01/22/2045,Su,שבט 4 5805,זבחים ב,בשלח
2083,01/29/2045,Su,שבט 11 5805,זבחים ג,יתרו
2084,02/05/2045,Su,שבט 18 5805,זבחים ד,משפטים
2085,02/12/2045,Su,שבט 25 5805,זבחים ה,תרומה
2086,02/19/2045,Su,אדר 2 5805,זבחים ו,תצוה
2087,02/26/2045,Su,אדר 9 5805,זבחים ז,כי תשא
2088,03/05/2045,Su,אדר 16 5805,זבחים ח,ויקהל
2089,03/12/2045,Su,אדר 23 5805,זבחים ט,פקודי
2090,03/19/2045,Su,ניסן 1 5805,זבחים י,ויקרא
2091,03/26/2045,Su,ניסן 8 5805,זבחים יא,צו
2092,04/02/2045,Su,ניסן 15 5805,זבחים יב,פסח
2093,04/09/2045,Su,ניסן 22 5805,זבחים יג,שמיני
2094,04/16/2045,Su,ניסן 29 5805,זבחים יד,תזריע-מצורע
2095,04/23/2045,Su,אייר 6 5805,זבחים טו,אחרי מות-קדשים
2096,04/30/2045,Su,אייר 13 5805,זבחים טז,אמור
2097,05/07/2045,Su,אייר 20 5805,זבחים יז,בהר-בחקתי
2098,05/14/2045,Su,אייר 27 5805,זבחים יח,במדבר
2099,05/21/2045,Su,סיון 5 5805,זבחים יט,נשא
2100,05/28/2045,Su,סיון 12 5805,זבחים כ,בהעלתך
2101,06/04/2045,Su,סיון 19 5805,זבחים כא,שלח לך
2102,06/11/2045,Su,סיון 26 5805,זבחים כב,קרח
2103,06/18/2045,Su,תמוז 3 5805,זבחים כג,חקת
2104,06/25/2045,Su,תמוז 10 5805,זבחים כד,בלק
2105,07/02/2045,Su,תמוז 17 5805,זבחים כה,פינחס
2106,07/09/2045,Su,תמוז 24 5805,זבחים כו,מטות-מסעי
2107,07/16/2045,Su,אב 2 5805,זבחים כז,דברים
2108,07/23/2045,Su,אב 9 5805,זבחים כח,ואתחנן
2109,07/30/2045,Su,אב 16 5805,זבחים כט,עקב
2110,08/06/2045,Su,אב 23 5805,זבחים ל,ראה
2111,08/13/2045,Su,אב 30 5805,זבחים לא,שופטים
2112,08/20/2045,Su,אלול 7 5805,זבחים לב,כי תצא
2113,08/27/2045,Su,אלול 14 5805,זבחים לג,כי תבוא
2114,09/03/2045,Su,אלול 21 5805,זבחים לד,נצבים
2115,09/10/2045,Su,אלול 28 5805,זבחים לה,וילך
2116,09/17/2045,Su,תשרי 6 5806,זבחים לו,האזינו
2117,09/24/2045,Su,תשרי 13 5806,זבחים לז,"חוה""מ סוכות"
2118,10/01/2045,Su,תשרי 20 5806,זבחים לח,בראשית
2119,10/08/2045,Su,תשרי 27 5806,זבחים לט,נח
2120,10/15/2045,Su,חשון 4 5806,זבחים מ,לך לך
2121,10/22/2045,Su,חשון 11 5806,זבחים מא,וירא
2122,10/29/2045,Su,חשון 18 5806,זבחים מב,חיי שרה
2123,11/05/2045,Su,חשון 25 5806,זבחים מג,תולדת
2124,11/12/2045,Su,כסלו 3 5806,זבחים מד,ויצא
2125,11/19/2045,Su,כסלו 10 5806,זבחים מה,וישלח
2126,11/26/2045,Su,כסלו 17 5806,זבחים מו,וישב
2127,12/03/2045,Su,כסלו 24 5806,זבחים מז,מקץ
2128,12/10/2045,Su,טבת 1 5806,זבחים מח,ויגש
2129,12/17/2045,Su,טבת 8 5806,זבחים מט,ויחי
2130,12/24/2045,Su,טבת 15 5806,זבחים נ,שמות
2131,12/31/2045,Su,טבת 22 5806,זבחים נא,וארא
2132,01/07/2046,Su,טבת 29 5806,זבחים נב,בא
2133,01/14/2046,Su,שבט 7 5806,זבחים נג,בשלח
2134,01/21/2046,Su,שבט 14 5806,זבחים נד,יתרו
2135,01/28/2046,Su,שבט 21 5806,זבחים נה,משפטים
2136,02/04/2046,Su,שבט 28 5806,זבחים נו,תרומה
2137,02/11/2046,Su,אדר א 5 5806,זבחים נז,תצוה
2138,02/18/2046,Su,אדר א 12 5806,זבחים נח,כי תשא
2139,02/25/2046,Su,אדר א 19 5806,זבחים נט,ויקהל
2140,03/04/2046,Su,אדר א 26 5806,זבחים ס,פקודי
2141,03/11/2046,Su,אדר ב 3 5806,זבחים סא,ויקרא
2142,03/18/2046,Su,אדר ב 10 5806,זבחים סב,צו
2143,03/25/2046,Su,אדר ב 17 5806,זבחים סג,שמיני
2144,04/01/2046,Su,אדר ב 24 5806,זבחים סד,תזריע
2145,04/08/2046,Su,ניסן 2 5806,זבחים סה,מצורע
2146,04/15/2046,Su,ניסן 9 5806,זבחים סו,פסח
2147,04/22/2046,Su,ניסן 16 5806,זבחים סז,פסח
2148,04/29/2046,Su,ניסן 23 5806,זבחים סח,אחרי מות
2149,05/06/2046,Su,ניסן 30 5806,זבחים סט,קדשים
2150,05/13/2046,Su,אייר 7 5806,זבחים ע,אמור
2151,05/20/2046,Su,אייר 14 5806,זבחים עא,בהר
2152,05/27/2046,Su,אייר 21 5806,זבחים עב,בחקתי
2153,06/03/2046,Su,אייר 28 5806,זבחים עג,במדבר
2154,06/10/2046,Su,סיון 6 5806,זבחים עד,נשא
2155,06/17/2046,Su,סיון 13 5806,זבחים עה,בהעלתך
2156,06/24/2046,Su,סיון 20 5806,זבחים עו,שלח לך
2157,07/01/2046,Su,סיון 27 5806,זבחים עז,קרח
2158,07/08/2046,Su,תמוז 4 5806,זבחים עח,חקת
2159,07/15/2046,Su,תמוז 11 5806,זבחים עט,בלק
2160,07/22/2046,Su,תמוז 18 5806,זבחים פ,פינחס
2161,07/29/2046,Su,תמוז 25 5806,זבחים פא,מטות-מסעי
2162,08/05/2046,Su,אב 3 5806,זבחים פב,דברים
2163,08/12/2046,Su,אב 10 5806,זבחים פג,ואתחנן
2164,08/19/2046,Su,אב 17 5806,זבחים פד,עקב
2165,08/26/2046,Su,אב 24 5806,זבחים פה,ראה
2166,09/02/2046,Su,אלול 1 5806,זבחים פו,שופטים
2167,09/09/2046,Su,אלול 8 5806,זבחים פז,כי תצא
2168,09/16/2046,Su,אלול 15 5806,זבחים פח,כי תבוא
2169,09/23/2046,Su,אלול 22 5806,זבחים פט,נצבים
2170,09/30/2046,Su,אלול 29 5806,זבחים צ,וילך
2171,10/07/2046,Su,תשרי 7 5807,זבחים צא,האזינו
2172,10/14/2046,Su,תשרי 14 5807,זבחים צב,"חוה""מ סוכות"
2173,10/21/2046,Su,תשרי 21 5807,זבחים צג,בראשית
2174,10/28/2046,Su,תשרי 28 5807,זבחים צד,נח
2175,11/04/2046,Su,חשון 5 5807,זבחים צה,לך לך
2176,11/11/2046,Su,חשון 12 5807,זבחים צו,וירא
2177,11/18/2046,Su,חשון 19 5807,זבחים צז,חיי שרה
2178,11/25/2046,Su,חשון 26 5807,זבחים צח,תולדת
2179,12/02/2046,Su,כסלו 3 5807,זבחים צט,ויצא
2180,12/09/2046,Su,כסלו 10 5807,זבחים ק,וישלח
2181,12/16/2046,Su,כסלו 17 5807,זבחים קא,וישב
2182,12/23/2046,Su,כסלו 24 5807,זבחים קב,מקץ
2183,12/30/2046,Su,טבת 1 5807,זבחים קג,ויגש
2184,01/06/2047,Su,טבת 8 5807,זבחים קד,ויחי
2185,01/13/2047,Su,טבת 15 5807,זבחים קה,שמות
2186,01/20/2047,Su,טבת 22 5807,זבחים קו,וארא
2187,01/27/2047,Su,טבת 29 5807,זבחים קז,בא
2188,02/03/2047,Su,שבט 7 5807,זבחים קח,בשלח
2189,02/10/2047,Su,שבט 14 5807,זבחים קט,יתרו
2190,02/17/2047,Su,שבט 21 5807,זבחים קי,משפטים
2191,02/24/2047,Su,שבט 28 5807,זבחים קיא,תרומה
2192,03/03/2047,Su,אדר 5 5807,זבחים קיב,תצוה
2193,03/10/2047,Su,אדר 12 5807,זבחים קיג,כי תשא
2194,03/17/2047,Su,אדר 19 5807,זבחים קיד,ויקהל-פקודי
2195,03/24/2047,Su,אדר 26 5807,זבחים קטו,ויקרא
2196,03/31/2047,Su,ניסן 4 5807,זבחים קטז,צו
2197,04/07/2047,Su,ניסן 11 5807,זבחים קיז,"חוה""מ פסח"
2198,04/14/2047,Su,ניסן 18 5807,זבחים קיח,שמיני
2199,04/21/2047,Su,ניסן 25 5807,זבחים קיט,תזריע-מצורע
2200,04/28/2047,Su,אייר 2 5807,זבחים קכ,אחרי מות-קדשים
2201,05/05/2047,Su,אייר 9 5807,מנחות ב,אמור
2202,05/12/2047,Su,אייר 16 5807,מנחות ג,בהר-בחקתי
2203,05/19/2047,Su,אייר 23 5807,מנחות ד,במדבר
2204,05/26/2047,Su,סיון 1 5807,מנחות ה,שבועות
2205,06/02/2047,Su,סיון 8 5807,מנחות ו,נשא
2206,06/09/2047,Su,סיון 15 5807,מנחות ז,בהעלתך
2207,06/16/2047,Su,סיון 22 5807,מנחות ח,שלח לך
2208,06/23/2047,Su,סיון 29 5807,מנחות ט,קרח
2209,06/30/2047,Su,תמוז 6 5807,מנחות י,חקת-בלק
2210,07/07/2047,Su,תמוז 13 5807,מנחות יא,פינחס
2211,07/14/2047,Su,תמוז 20 5807,מנחות יב,מטות-מסעי
2212,07/21/2047,Su,תמוז 27 5807,מנחות יג,דברים
2213,07/28/2047,Su,אב 5 5807,מנחות יד,ואתחנן
2214,08/04/2047,Su,אב 12 5807,מנחות טו,עקב
2215,08/11/2047,Su,אב 19 5807,מנחות טז,ראה
2216,08/18/2047,Su,אב 26 5807,מנחות יז,שופטים
2217,08/25/2047,Su,אלול 3 5807,מנחות יח,כי תצא
2218,09/01/2047,Su,אלול 10 5807,מנחות יט,כי תבוא
2219,09/08/2047,Su,אלול 17 5807,מנחות כ,נצבים-וילך
2220,09/15/2047,Su,אלול 24 5807,מנחות כא,ראש השנה
2221,09/22/2047,Su,תשרי 2 5808,מנחות כב,האזינו
2222,09/29/2047,Su,תשרי 9 5808,מנחות כג,סוכות
2223,10/06/2047,Su,תשרי 16 5808,מנחות כד,שמיני עצרת
2224,10/13/2047,Su,תשרי 23 5808,מנחות כה,בראשית
2225,10/20/2047,Su,תשרי 30 5808,מנחות כו,נח
2226,10/27/2047,Su,חשון 7 5808,מנחות כז,לך לך
2227,11/03/2047,Su,חשון 14 5808,מנחות כח,וירא
2228,11/10/2047,Su,חשון 21 5808,מנחות כט,חיי שרה
2229,11/17/2047,Su,חשון 28 5808,מנחות ל,תולדת
2230,11/24/2047,Su,כסלו 6 5808,מנחות לא,ויצא
2231,12/01/2047,Su,כסלו 13 5808,מנחות לב,וישלח
2232,12/08/2047,Su,כסלו 20 5808,מנחות לג,וישב
2233,12/15/2047,Su,כסלו 27 5808,מנחות לד,מקץ
2234,12/22/2047,Su,טבת 5 5808,מנחות לה,ויגש
2235,12/29/2047,Su,טבת 12 5808,מנחות לו,ויחי
2236,01/05/2048,Su,טבת 19 5808,מנחות לז,שמות
2237,01/12/2048,Su,טבת 26 5808,מנחות לח,וארא
2238,01/19/2048,Su,שבט 4 5808,מנחות לט,בא
2239,01/26/2048,Su,שבט 11 5808,מנחות מ,בשלח
2240,02/02/2048,Su,שבט 18 5808,מנחות מא,יתרו
2241,02/09/2048,Su,שבט 25 5808,מנחות מב,משפטים
2242,02/16/2048,Su,אדר 2 5808,מנחות מג,תרומה
2243,02/23/2048,Su,אדר 9 5808,מנחות מד,תצוה
2244,03/01/2048,Su,אדר 16 5808,מנחות מה,כי תשא
2245,03/08/2048,Su,אדר 23 5808,מנחות מו,ויקהל-פקודי
2246,03/15/2048,Su,ניסן 1 5808,מנחות מז,ויקרא
2247,03/22/2048,Su,ניסן 8 5808,מנחות מח,צו
2248,03/29/2048,Su,ניסן 15 5808,מנחות מט,פסח
2249,04/05/2048,Su,ניסן 22 5808,מנחות נ,שמיני
2250,04/12/2048,Su,ניסן 29 5808,מנחות נא,תזריע-מצורע
2251,04/19/2048,Su,אייר 6 5808,מנחות נב,אחרי מות-קדשים
2252,04/26/2048,Su,אייר 13 5808,מנחות נג,אמור
2253,05/03/2048,Su,אייר 20 5808,מנחות נד,בהר-בחקתי
2254,05/10/2048,Su,אייר 27 5808,מנחות נה,במדבר
2255,05/17/2048,Su,סיון 5 5808,מנחות נו,נשא
2256,05/24/2048,Su,סיון 12 5808,מנחות נז,בהעלתך
2257,05/31/2048,Su,סיון 19 5808,מנחות נח,שלח לך
2258,06/07/2048,Su,סיון 26 5808,מנחות נט,קרח
2259,06/14/2048,Su,תמוז 3 5808,מנחות ס,חקת
2260,06/21/2048,Su,תמוז 10 5808,מנחות סא,בלק
2261,06/28/2048,Su,תמוז 17 5808,מנחות סב,פינחס
2262,07/05/2048,Su,תמוז 24 5808,מנחות סג,מטות-מסעי
2263,07/12/2048,Su,אב 2 5808,מנחות סד,דברים
2264,07/19/2048,Su,אב 9 5808,מנחות סה,ואתחנן
2265,07/26/2048,Su,אב 16 5808,מנחות סו,עקב
2266,08/02/2048,Su,אב 23 5808,מנחות סז,ראה
2267,08/09/2048,Su,אב 30 5808,מנחות סח,שופטים
2268,08/16/2048,Su,אלול 7 5808,מנחות סט,כי תצא
2269,08/23/2048,Su,אלול 14 5808,מנחות ע,כי תבוא
2270,08/30/2048,Su,אלול 21 5808,מנחות עא,נצבים
2271,09/06/2048,Su,אלול 28 5808,מנחות עב,וילך
2272,09/13/2048,Su,תשרי 6 5809,מנחות עג,האזינו
2273,09/20/2048,Su,תשרי 13 5809,מנחות עד,"חוה""מ סוכות"
2274,09/27/2048,Su,תשרי 20 5809,מנחות עה,בראשית
2275,10/04/2048,Su,תשרי 27 5809,מנחות עו,נח
2276,10/11/2048,Su,חשון 4 5809,מנחות עז,לך לך
2277,10/18/2048,Su,חשון 11 5809,מנחות עח,וירא
2278,10/25/2048,Su,חשון 18 5809,מנחות עט,חיי שרה
2279,11/01/2048,Su,חשון 25 5809,מנחות פ,תולדת
2280,11/08/2048,Su,כסלו 3 5809,מנחות פא,ויצא
2281,11/15/2048,Su,כסלו 10 5809,מנחות פב,וישלח
2282,11/22/2048,Su,כסלו 17 5809,מנחות פג,וישב
2283,11/29/2048,Su,כסלו 24 5809,מנחות פד,מקץ
2284,12/06/2048,Su,טבת 1 5809,מנחות פה,ויגש
2285,12/13/2048,Su,טבת 8 5809,מנחות פו,ויחי
2286,12/20/2048,Su,טבת 15 5809,מנחות פז,שמות
2287,12/27/2048,Su,טבת 22 5809,מנחות פח,וארא
2288,01/03/2049,Su,טבת 29 5809,מנחות פט,בא
2289,01/10/2049,Su,שבט 7 5809,מנחות צ,בשלח
2290,01/17/2049,Su,שבט 14 5809,מנחות צא,יתרו
2291,01/24/2049,Su,שבט 21 5809,מנחות צב,משפטים
2292,01/31/2049,Su,שבט 28 5809,מנחות צג,תרומה
2293,02/07/2049,Su,אדר א 5 5809,מנחות צד,תצוה
2294,02/14/2049,Su,אדר א 12 5809,מנחות צה,כי תשא
2295,02/21/2049,Su,אדר א 19 5809,מנחות צו,ויקהל
2296,02/28/2049,Su,אדר א 26 5809,מנחות צז,פקודי
2297,03/07/2049,Su,אדר ב 3 5809,מנחות צח,ויקרא
2298,03/14/2049,Su,אדר ב 10 5809,מנחות צט,צו
2299,03/21/2049,Su,אדר ב 17 5809,מנחות ק,שמיני
2300,03/28/2049,Su,אדר ב 24 5809,מנחות קא,תזריע
2301,04/04/2049,Su,ניסן 2 5809,מנחות קב,מצורע
2302,04/11/2049,Su,ניסן 9 5809,מנחות קג,פסח
2303,04/18/2049,Su,ניסן 16 5809,מנחות קד,פסח
2304,04/25/2049,Su,ניסן 23 5809,מנחות קה,אחרי מות
2305,05/02/2049,Su,ניסן 30 5809,מנחות קו,קדשים
2306,05/09/2049,Su,אייר 7 5809,מנחות קז,אמור
2307,05/16/2049,Su,אייר 14 5809,מנחות קח,בהר
2308,05/23/2049,Su,אייר 21 5809,מנחות קט,בחקתי
2309,05/30/2049,Su,אייר 28 5809,מנחות קי,במדבר
2310,06/06/2049,Su,סיון 6 5809,חולין ב,נשא
2311,06/13/2049,Su,סיון 13 5809,חולין ג,בהעלתך
2312,06/20/2049,Su,סיון 20 5809,חולין ד,שלח לך
2313,06/27/2049,Su,סיון 27 5809,חולין ה,קרח
2314,07/04/2049,Su,תמוז 4 5809,חולין ו,חקת
2315,07/11/2049,Su,תמוז 11 5809,חולין ז,בלק
2316,07/18/2049,Su,תמוז 18 5809,חולין ח,פינחס
2317,07/25/2049,Su,תמוז 25 5809,חולין ט,מטות-מסעי
2318,08/01/2049,Su,אב 3 5809,חולין י,דברים
2319,08/08/2049,Su,אב 10 5809,חולין יא,ואתחנן
2320,08/15/2049,Su,אב 17 5809,חולין יב,עקב
2321,08/22/2049,Su,אב 24 5809,חולין יג,ראה
2322,08/29/2049,Su,אלול 1 5809,חולין יד,שופטים
2323,09/05/2049,Su,אלול 8 5809,חולין טו,כי תצא
2324,09/12/2049,Su,אלול 15 5809,חולין טז,כי תבוא
2325,09/19/2049,Su,אלול 22 5809,חולין יז,נצבים
2326,09/26/2049,Su,אלול 29 5809,חולין יח,וילך
2327,10/03/2049,Su,תשרי 7 5810,חולין יט,האזינו
2328,10/10/2049,Su,תשרי 14 5810,חולין כ,"חוה""מ סוכות"
2329,10/17/2049,Su,תשרי 21 5810,חולין כא,בראשית
2330,10/24/2049,Su,תשרי 28 5810,חולין כב,נח
2331,10/31/2049,Su,חשון 5 5810,חולין כג,לך לך
2332,11/07/2049,Su,חשון 12 5810,חולין כד,וירא
2333,11/14/2049,Su,חשון 19 5810,חולין כה,חיי שרה
2334,11/21/2049,Su,חשון 26 5810,חולין כו,תולדת
2335,11/28/2049,Su,כסלו 3 5810,חולין כז,ויצא
2336,12/05/2049,Su,כסלו 10 5810,חולין כח,וישלח
2337,12/12/2049,Su,כסלו 17 5810,חולין כט,וישב
2338,12/19/2049,Su,כסלו 24 5810,חולין ל,מקץ
2339,12/26/2049,Su,טבת 1 5810,חולין לא,ויגש
2340,01/02/2050,Su,טבת 8 5810,חולין לב,ויחי
2341,01/09/2050,Su,טבת 15 5810,חולין לג,שמות
2342,01/16/2050,Su,טבת 22 5810,חולין לד,וארא
2343,01/23/2050,Su,טבת 29 5810,חולין לה,בא
2344,01/30/2050,Su,שבט 7 5810,חולין לו,בשלח
2345,02/06/2050,Su,שבט 14 5810,חולין לז,יתרו
2346,02/13/2050,Su,שבט 21 5810,חולין לח,משפטים
2347,02/20/2050,Su,שבט 28 5810,חולין לט,תרומה
2348,02/27/2050,Su,אדר 5 5810,חולין מ,תצוה
2349,03/06/2050,Su,אדר 12 5810,חולין מא,כי תשא
2350,03/13/2050,Su,אדר 19 5810,חולין מב,ויקהל-פקודי
2351,03/20/2050,Su,אדר 26 5810,חולין מג,ויקרא
2352,03/27/2050,Su,ניסן 4 5810,חולין מד,צו
2353,04/03/2050,Su,ניסן 11 5810,חולין מה,"חוה""מ פסח"
2354,04/10/2050,Su,ניסן 18 5810,חולין מו,שמיני
2355,04/17/2050,Su,ניסן 25 5810,חולין מז,תזריע-מצורע
2356,04/24/2050,Su,אייר 2 5810,חולין מח,אחרי מות-קדשים
2357,05/01/2050,Su,אייר 9 5810,חולין מט,אמור
2358,05/08/2050,Su,אייר 16 5810,חולין נ,בהר-בחקתי
2359,05/15/2050,Su,אייר 23 5810,חולין נא,במדבר
2360,05/22/2050,Su,סיון 1 5810,חולין נב,שבועות
2361,05/29/2050,Su,סיון 8 5810,חולין נג,נשא
2362,06/05/2050,Su,סיון 15 5810,חולין נד,בהעלתך
2363,06/12/2050,Su,סיון 22 5810,חולין נה,שלח לך
2364,06/19/2050,Su,סיון 29 5810,חולין נו,קרח
2365,06/26/2050,Su,תמוז 6 5810,חולין נז,חקת-בלק
2366,07/03/2050,Su,תמוז 13 5810,חולין נח,פינחס
2367,07/10/2050,Su,תמוז 20 5810,חולין נט,מטות-מסעי
2368,07/17/2050,Su,תמוז 27 5810,חולין ס,דברים
2369,07/24/2050,Su,אב 5 5810,חולין סא,ואתחנן
2370,07/31/2050,Su,אב 12 5810,חולין סב,עקב
2371,08/07/2050,Su,אב 19 5810,חולין סג,ראה
2372,08/14/2050,Su,אב 26 5810,חולין סד,שופטים
2373,08/21/2050,Su,אלול 3 5810,חולין סה,כי תצא
2374,08/28/2050,Su,אלול 10 5810,חולין סו,כי תבוא
2375,09/04/2050,Su,אלול 17 5810,חולין סז,נצבים-וילך
2376,09/11/2050,Su,אלול 24 5810,חולין סח,ראש השנה
2377,09/18/2050,Su,תשרי 2 5811,חולין סט,האזינו
2378,09/25/2050,Su,תשרי 9 5811,חולין ע,סוכות
2379,10/02/2050,Su,תשרי 16 5811,חולין עא,שמיני עצרת
2380,10/09/2050,Su,תשרי 23 5811,חולין עב,בראשית
2381,10/16/2050,Su,תשרי 30 5811,חולין עג,נח
2382,10/23/2050,Su,חשון 7 5811,חולין עד,לך לך
2383,10/30/2050,Su,חשון 14 5811,חולין עה,וירא
2384,11/06/2050,Su,חשון 21 5811,חולין עו,חיי שרה
2385,11/13/2050,Su,חשון 28 5811,חולין עז,תולדת
