Index Title,Beitzah
Beitzah 10b:11,"Du kannst auch sagen, nach den Rabbanan, denn hierzu wird ja gelehrt: R.Joḥanan und R. Elea͑zar erklärten beide, anders sei es bei jungen Tauben, die herumzuhüpfen pflegenEs sind wohl dieselben, was aber beim Gelde nicht der Fall ist.. – 
"
Beitzah 10b:12,"Hierzu wurde ja aber gelehrt, R. Joḥanan und R. Elea͑zar [streiten] hierüber: einer sagt, der Streit bestehe über zwei Geldbeutel, während bei einem alle übereinstimmen, es sei profan, und einer sagt, der Streit bestehe über einen Geldbeutel, während bei zwei alle übereinstimmen, eine Mine sei geblieben und eine Mine sei fortgenommen worden. 
"
Beitzah 10b:13,"Allerdings ist es nach demjenigen, welcher sagt, der Streit bestehe über zwei Geldbeutel, zu erklären nötig, bei jungen Tauben sei es anders, weil sie herurnzuhüpfen pflegen; wozu ist aber diese Erklärung nötig nach demjenigen, welcher sagt, der Streit bestehe über einen Geldbeutel, während bei zwei alle übereinstimmen, eine Mine sei geblieben und eine Mine sei fortgenommen worden, du sagst ja, daß sie über zwei Beutel überhaupt nicht streiten!? 
"
Beitzah 10b:14,"R. Aši erwiderte: Hier handelt es sich um zusammengebundene junge Tauben und zusammengebundene Geldbeutel; junge Tauben reißen sich von einander los, Geldbeutel aber reißen sich von einander nicht los. – 
"
Beitzah 10b:15,"Und Rabbi!? – Er kann dir erwidern: auch bei Geldbeuteln kommt es vor, 
"
Beitzah 11a:1,"daß sich der Knoten löst.
"
Beitzah 11a:2,"W<small>ENN MAN DIE IM</small> N<small>ESTE</small> [<small>BESTIMMT</small>] <small>HAT UND WELCHE VOR DEM</small> N<small>ESTE FINDET, SO SIND SIE VERBOTEN</small>. Dies wäre also eine Stütze für R. Ḥanina, denn R. Ḥanina sagte, bei Mehrheit und WahrscheinlichkeitWahrscheinlich ist es, daß die Tauben dieselben sind u. nur ihre Nester gewechselt haben, dagegen bilden die fremden Tauben, dh. die nicht bestimmten, die Mehrheit, und der talm. Grundsatz lautet: was sich absondert, kommt von der Mehrheit.richte man sich nach der Mehrheit. 
"
Beitzah 11a:3,"Abajje erwiderte: Wenn [vor dem Taubenschlage] ein BrettAuf dem fremde Tauben sich niederlassen; somit ist es auch wahrscheinlich, daß sobald die im Schlage befindlichen ihr Nest verlassen, diese ihren Platz einnehmen.sich befindet. Raba erwiderte: Hier handelt es sich um zwei Nester übereinander; wenn man die im unteren Neste bestimmt und die im oberen nicht bestimmt hat und welche [vor] dem unteren findet und im oberen keine, so sind sie selbstverständlich verboten, wir nehmen an, jene seien fortgeflogen und diese heruntergehüpft, 
"
Beitzah 11a:4,"aber auch wenn man die im oberen Neste bestimmt und die im unteren nicht bestimmt hat und welche [vor] dem oberen findet und im unteren keine, sind sie verboten, denn wir nehmen an, jene seien fortgeflogen und diese heraufgeflattert.
"
Beitzah 11a:5,"S<small>IND ABER AUSSER DIESEN KEINE ANDEREN VORHANDEN, SO SIND SIE ERLAUBT</small>. In welchem Falle: wollte man sagen, wenn sie fliegen können, so ist ja anzunehmen, daß jene fortgeflogen und diese andere sind,
"
Beitzah 11a:6,"und wenn sie nur hüpfen können, so ist ja, wenn innerhalb fünfzig Ellen ein anderes Nest vorhanden ist, anzunehmen, es seien [andere] herangehüpft, und wenn innerhalb fünfzig Ellen kein anderes Nest vorhanden ist, so ist es ja selbstverständlich, daß sie erlaubt sind, denn R. U͑qaba b.Ḥama sagte, was hüpfen kann, hüpft nicht weiter als fünfzig Ellen!? – 
"
Beitzah 11a:7,"Tatsächlich, wenn innerhalb fünfzig Ellen ein Nest vorhanden ist, jedoch um die Ecke; man könnte glauben, sie seien herangehüpft, so lehrt er uns, daß sie nur dann heranhüpfen, wenn sie das Nest sehen, wenn aber nichts hüpfen sie nicht heran.
"
Beitzah 11a:8,"<sup>v,2</sup> <b>D</b><small>IE</small> S<small>CHULE</small> Š<small>AMMAJS SAGT, MAN DÜRFE KEINE</small> S<small>TAMPFE NEHMEN, UM DARAUF</small> F<small>LEISCH ZU ZERHACKEN; DIE</small> S<small>CHULE</small> H<small>ILLELS ERLAUBT DIES</small>. D<small>IE</small> S<small>CHULE</small> Š<small>AMMAJS SAGT, MAN DÜRFE DIE</small> [<small>AM</small> F<small>ESTE ABGEZOGENE</small>] H<small>AUT NICHT ZUM</small> D<small>ARAUFTRETEN</small>Wodurch es gegerbt wird.<small>HINLEGEN, AUCH NUR DANN AUFHEBEN, WENN EIN OLIVENGROSSES</small> S<small>TÜCK</small> F<small>LEISCH DARAN</small>Wodurch es am Feste verwendbar ist.<small>HAFTET; DIE</small> S<small>CHULE</small> H<small>ILLELS ERLAUBT DIES</small>.
"
Beitzah 11a:9,"GEMARA. Es wird gelehrt: Sie stimmen überein, daß man sie, wenn man das Fleisch bereits zerhackt hat, nicht anfassen darf. 
"
Beitzah 11a:10,"Abajje sagte: Der Streit besteht nur über eine Stampfe, über einen FleischblockWörtl. Knochenbrecher. aber stimmen alle überein, daß es erlaubt sei. – Selbstverständlich, es heißt ja Stampfe!? – 
"
Beitzah 11a:11,"Man könnte glauben, dies gelte auch von einem Fleischblock, und er lehre es nur deshalb von einer Stampfe, um die entgegengesetzte Ansicht der Schule Hillels hervorzuheben, daß sie sogar einen für eine [am Feste] verbotene Arbeit bestimmten Gegenstand erlaube, so lehrt er uns. 
"
Beitzah 11a:12,"Manche lesen: Abajje erwiderte: Dies ist wegen eines neuen Fleischblockes nötig; man könnte glauben [er sei verboten,] weil man sichUm ihn zu schonen; man würde ihn unnötig fortbewegt haben.überlegen könnte und darauf nicht hacken, so lehrt er uns. – 
"
Beitzah 11a:13,"Berücksichtigt denn die Schule Šammajs nicht die Überlegung, es wird ja gelehrt: Die Schule Šammajs sagt, man dürfe nichtAm Feste, wenn sie von einander entfernt sind, weil die Schlachtung unterbleiben könnte u. die unnötige Mühe am Feste verboten ist.den Schlächter und das Messer zum Vieh noch das Vieh zum Schlächter und dem Messer bringen; die Schule Hillels sagt, man dürfe das eine zum suaderen bringen. 
"
Beitzah 11a:14,"Die Schule Šammajs sagt, man dürfe nicht das Gewürz und die Keule zum Mörser noch den Mörser zu dem Gewürze und der Keule bringen; die Schule Hillels sagt, man dürfe das eine zum anderen bringen!? – 
"
Beitzah 11a:15,"Was soll dies: allerdings kann man sich bei einem Vieh überlegen, indem man sich sagt, ich lasse dieses magere Vieh und hole ein anderes, das fetter ist als dieses, desgleichen bei einer Topfspeise, indem man sich sagt, ich lasse diese Topfspeise, zu der Gewürz nötig ist, und hole eine andere, zu der kein Gewürz nötig ist, was ist aber hierbei anzunehmen: etwa sich überlegen und es nicht zerhacken? [Das Vieh] ist ja bereits geschlachtet und zum zerhacken bestimmt.
"
Beitzah 11a:16,"D<small>IE</small> S<small>CHULE</small> Š<small>AMMAJS SAGT, MAN DÜRFE DIE</small> [<small>AM</small> F<small>ESTTAGE ABGEZOGENE</small>] H<small>AUT NICHT ZUM</small> D<small>ARAUFTRETEN HINLEGEN</small>. Es wird gelehrt: Sie stimmen überein, daß man darauf Fleisch zum Braten salzenObgleich dadurch die Haut bearbeitet wird.darf, Abajje sprach: Nur zum Braten, nicht aber für den KochtopfWozu mehr Salz nötig ist,. – 
"
Beitzah 11a:17,"Selbstverständlich, wir haben ja gelernt: zum Braten!? – Folgendes lehrt er uns: sogar zum Braten [so stark salzen] wie für den Kochtopf ist verboten.
"
Beitzah 11a:18,"Die Rabbanan lehrten: Man darf [am Feste] Fettstücke weder salzen noch wenden; im Namen R. Jehošua͑s sagten sie, man dürfe sie in der Luft auf Pflöcken ausbreiten. 
"
Beitzah 11a:19,"R. Mathna sagte: Die Halakha ist wie R. Jehošua͑. Manche lesen: R. Mathna sagte: Die Halakha ist nicht wie R. Jehošua͑. – Einleuchtend ist dies nach denjenigen, welche sagen, die Halakha sei wie R. Jehošua͑, denn er lehrt uns, daß die Halakha wie der Einzelne sei,
"
Beitzah 11a:20,"da man sonst glauben könnte, [bei einem Streite] zwischen einem Einzelnen und einer Mehrheit ist ja die Halakha nach der Mehrheit zu entscheiden; wozu aber ist dies nach denjenigen nötig, welche sagen, die Halakha sei nicht wie R, Jehošua͑, [bei einem Streite] zwischen einem Einzelnen und einer Mehrheit ist ja die Halakha selbstverständlich nach der Mehrheit zu entscheiden!? – Man könnte glauben, der Grund R. Jehošua͑s sei einleuchtend, denn man könnte, wenn dies nicht erlaubt ist, das Schlachten ganz unterlassen, so lehrt er uns. – 
"
Beitzah 11a:21,"Womit ist dies anders als [das Hinlegen der] Haut zum Darauftreten!? 
"
Beitzah 11b:1,"Bei dieser ist es nicht ersichtlich, da sie auch zum Sitzen verwendbar ist, hierbei aber könnte man folgern: die Rabbanan haben es erlaubt, damit sie nicht übelriechend werde, so ist es ja einerlei, ob Ausbreiten oder Salzen!? 
"
Beitzah 11b:2,"R. Jehuda sagte im Namen Šemuéls: Man darf mehrere Stücke Fleisch zusammen salzen, auch wenn man nur eines braucht. R. Ada b.Ahaba wandte eine List an und salzte Stück nach StückNachdem er ein Stück gesalzen hatte, nahm er ein anderes unter dem Vorwande, dieses sei besser..
"
Beitzah 11b:3,"<sup>v,1</sup> <b>D</b><small>IE</small> S<small>CHULE</small> Š<small>AMMAJS SAGT, MAN DÜRFE AM</small> F<small>ESTTAGE DIE</small> S<small>CHALTER NICHT ABNEHMEN; DIE</small> S<small>CHULE</small> H<small>ILLELS ERLAUBT SOGAR, SIE WIEDER EINZUHÄNGEN</small>.
"
Beitzah 11b:4,"GEMARA. Welche Schalter? U͑la erwiderte: Schalter der Krämerbuden.
"
Beitzah 11b:5,"Ferner sagte U͑la: Dreierlei haben sie als Beendigung wegen des AnfangsEs sind Tätigkeiten, die am Feste, weil für dieses nicht erforderlich, verboten sein sollten, jed. haben sie es erlaubt, damit man nicht die ganze Arbeit unterlasse.erlaubt, und zwar: die Haut zum Darauftreten [hinlegen], die Schalter der Krämerbuden [abnehmen] 
"
Beitzah 11b:6,"und beim Tempel[dienste]Das Auflegen eines Pflasters ist am Šabbath verboten (cf. Sab. Fol.75b); wenn aber ein Priester, der auf einer Wunde an der Hand ein Pflaster trägt, dieses vor dem Tempeldienste abgenommen hat, weil beim Tempeldienste nichts an der Hand haften darf, so darf er es nachher wieder auflegen. ein Pflaster wieder auflegen. 
"
Beitzah 11b:7,"Reḥaba sagte im Namen R. Jehudas: Auch die Beendigung, wenn man für den Festbedarf ein Faß geöffnet oder den Teig angeschnittenZum Aushökern an die Wallfahrer (cf. Ex. 23,17; Dt. 16,16), unter denen sich auch Lreute aus dem gemeinen Volke befinden, die die Reinheitsgesetze nicht beobachten u. mit dem Weine od. Brote in Berührung gekommen sind; man darf nach RJ. den Rest auch nach dem Feste an jedermann verkaufen; cf. Hg. Fol. 26a.hat, 
"
Beitzah 11b:8,"nach R. Jehuda, welcher sagt, er dürfe [den Verkauf] beendigen. – 
"
Beitzah 11b:9,"Von der Haut zum Darauftreten haben wir es ja ausdrücklich gelernt!? – Da dies nach der Schule Hillels aus dem Grunde [erlaubt ist], weil sie verwendbar ist, sich darauf zu setzen, so könnte man glauben, auch ein am Vorabend des Festes [abgezogenes], so lehrt er uns, daß man die Beendigung wegen des Anfangs erlaubt habe, nur vom Festtage, nicht aber vom Vorabend des Festes. – 
"
Beitzah 11b:10,"Von den Schaltern der Krämerbuden haben wir es ja ebenfalls ausdrücklich gelernt: die Schule Hillels erlaubt sogar sie wieder einzuhängen!? – Da dies nach der Schule Hillels aus dem Grunde [erlaubt] ist, weil es bei Geräten kein Bauen und kein Niederreißen gibt, so könnte man glauben, auch solche an Häusern, so lehrt er uns, daß man die Beendigung wegen des Anfangs erlaubt habe, nur der Krämerbuden, nicht aber der Häuser. – 
"
Beitzah 11b:11,"Vom Wieder auf legen eines Pflasters beim Tempel[dienste] haben wir es ja ebenfalls ausdrücklich gelernt: Man darf im Tempel ein Pflaster wieder auflegen, nicht aber in der Provinz!? Da dies aus dem Grunde [erlaubt ist], weil es im Tempel kein [Verbot] des Feierns wegen gibt, so könnte man glauben, auch ein Priester, der nicht den Tempeldienst verrichtet, so lehrt er uns, daß man die Beendigung wegen des Anfangs erlaubt habe, nur der den Tempeldienst verrichtet, nicht aber, der den Tempeldienst nicht verrichtet. – 
"
Beitzah 11b:12,"Vom Öffnen eines Fasses haben wir es ja ebenfalls ausdrücklich gelernt: Wer für den Festbedarf ein Faß geöffnet oder einen Leib angeschnitten hat, darf [den Verkauf], wie R. Jehuda sagt, beendigen, und wie die Weisen sagen, nicht beendigen!? 
"
Beitzah 11b:13,"Da die Rabbanan die Unreinheit der Leute aus dem gemeinen Volke während des Festes der Reinheit gleichgestellt haben, so könnte man glauben, auch wenn man nicht angefangen hat, so lehrt er uns, daß man die Beendigung wegen des Anfangs erlaubt habe, nur wenn er bereits angefangen hat, nicht aber, wenn er nicht angefangen hat. – 
"
Beitzah 11b:14,"Weshalb zählt U͑la dies nicht mit? [Von dem, worüber] ein Streit besteht, spricht er nicht. – Auch über jene besteht ja ein Streit!? – Die Ansicht der Schule Šammajs gegen die Schule Hillels gilt nichtsDa die Halakha nach der Schule H.s entschieden wird.. – 
"
Beitzah 11b:15,"Unsere Mischna vertritt nicht die Ansicht des Autors der folgenden Lehre: R. Šimo͑n b. Elea͑zar sagte: Die Schule Šammajs und die Schule Hillels stimmen überein, daß man am Festtage die Schalter abnehmen darf, sie streiten nur über das Wiedereinhängen; die Schule Šammajs sagt, man dürfe sie nicht wiedereinhängen, und die Schule Hillels sagt, man dürfe sie wiedereinhängen. Diese Worte gelten nur, Wenn sie Angeln haben, wenn sie aber keine Angeln haben, stimmen alle überein, daß es erlaubt ist. – 
"
Beitzah 11b:16,"Es wird ja aber gelehrt: Diese Worte gelten nur, wenn sie keine Angeln haben, wenn sie aber Angeln haben, stimmen alle überein, daß es verboten ist!? – Abajje erwiderte: Wenn sie Angeln an der Seite haben, stimmen alle überein, daß es verboten ist, wenn sie überhaupt keine Angeln haben, stimmen alle überein, daß es erlaubt ist, sie streiten nur über den Fall, wenn sie Angeln in der Mitte haben; 
"
Beitzah 12a:1,"nach der einen Ansicht berücksichtige man bei der Angel in der Mitte die Angel an der Seite, und nach der anderen Ansicht berücksichtige man dies nicht.
"
Beitzah 12a:2,"<sup>v,3</sup> <b>D</b><small>IE</small> S<small>CHULE</small> Š<small>AMMAJS SAGT, MAN DÜRFE EIN</small> K<small>IND, EINEN</small> F<small>ESTSTRAUSS, ODER EINE</small> T<small>ORAROLLE NICHT AUF ÖFFENTLICHES</small> G<small>EBIET HINAUSTRAGEN; DIE</small> S<small>CHULE</small> H<small>ILLELS ERLAUBT DIES</small>.
"
Beitzah 12a:3,"GEMARA. Ein Schüler rezitierte vor R. Jiçḥaq b. Evdämi: Wer am Feste ein freiwilliges Brandopfer darbringt, erhält Geißelhiebe. 
"
Beitzah 12a:4,"Dieser sprach zu ihm: Dies hast du wohl von der Schule Šammajs, nach der man nicht sage, da das Hinaustragen für das NötigeWas zur Bereitung von Speisen erforderlich ist, ist erlaubt.erlaubt worden ist, sei es auch für das Unnötige erlaubt, denn nach der Schule Hilleis, nach der man sage, da das Hinaustragen für das Nötige erlaubt worden ist, sei es auch für das Unnötige erlaubt, sollte man auch hierbei sagen: da das Schlachten für das Nötige erlaubt worden ist, sei es auch für das Unnötige erlaubt. 
"
Beitzah 12a:5,"Rabba wandte ein: Woher, daß die Schule Šammajs und die Schule Hillels hierüber streiten, vielleicht streiten sie darüber, ob [das Gesetz] vom Hinausbringen und dem E͑rubDaß das Hinausbringen aus einem Gebiete nach einem anderen (cf. Sab. Fol. 6a) verboten ist, jed. durch einen E͑rub erlaubt wird.nur für den Šabbath gilt und nicht für das Fest. 
"
Beitzah 12a:6,"Eine ist der Ansicht, [das Gesetz] vom Hinausbringen und dem E͑rub gilt für den Šabbath und für das Fest, 
"
Beitzah 12a:7,"und eine ist der Ansicht, [das Gesetz] vom Hinausbringen und dem E͑rub gilt für den Šabbath und nicht für das Fest, wie es heißt:Jer. 17,22.<i>ihr sollt am Šahbathtage keine Last aus euren Häusern tragen</i>, nur am Šabbath und nicht am Feste. 
"
Beitzah 12a:8,"R.Joseph entgegnete: Demnach sollten sie über [das Hinaustragen von] Steinen streiten!? Da sie nun nicht über [das Hinaustragen von] Steinen streiten, 
"
Beitzah 12a:9,"so streiten sie wohl über das Hinaustragen von Unnötigem. 
"
Beitzah 12a:10,"Und auch R. Joḥanan ist der Ansicht, daß sie darüber streiten, ob es, da es für das Nötige erlaubt worden ist, auch für das Unnötige erlaubt ist. Ein Schüler rezitierte nämlich vor R. Joḥanan: Wer am Festtage die SpannaderNervus ischiaticus; cf. Gen. 32,33.mit Milch kocht und sie ißt, erhält fünffach Geißelhiebe: 
"
Beitzah 12a:11,"Geißelhiebe wegen des KochensDa das Essen der S. verboten ist, so ist diese Arbeit unnötig und somit strafbar.der Spannader [am Feste], Geißelhiebe wegen des Essens der Spannader, Geißelhiebe wegen des Kochens von Fleisch mit Milch, Geißelhiebe wegen des Essens von Fleischmit Milch und Geißelhiebe 
"
Beitzah 12b:1,"wegen des FeueranzündensDa das Essen der S. verboten ist, so ist diese Arbeit unnötig und somit strafbar.. 
"
Beitzah 12b:2,"Da sprach dieser zu ihm: Geh, lehre dies draußen: vom Anzünden und vom Kochen ist dies nie gelehrt worden, und wenn du glaubst, es sei wohl gelehrt worden, so wird dies die Ansicht der Schule Šammajs sein, nach der man nicht sage, da das Hinaustragen für das Nötige erlaubt worden ist, sei es auch für das Unnötige erlaubt, und ebenso sage man hierbei nicht, da das Feueranzünden für das Nötige erlaubt worden ist, sei es auch für das Unnötige erlaubt;
"
Beitzah 12b:3,"nach der Schule Hillels aber, nach der man sage, da das Hinaustragen für das Nötige erlaubt worden ist, sei es auch für das Unnötige erlaubt, ist es auch hierbei, da das Feueranzünden für das Nötige erlaubt worden ist, auch für das Unnötige erlaubt.
"
Beitzah 12b:4,"<sup>vi</sup> <b>D</b><small>IE</small> S<small>CHULE</small> Š<small>AMMAJS SAGT, MAN DÜRFE AM</small> F<small>ESTTAGE DEM</small> P<small>RIESTER NICHT DIE</small> T<small>EIGHEBE UND DIE</small> P<small>RIESTERGABEN</small>Verschiedene ihm zukommende Teile vom geschlachteten Vieh; cf. Dt. 18,3.<small>BRINGEN, EINERLEI OB SIE GESTERN ABGEHOBEN WORDEN SIND ODER HEUTE ABGEHOBEN WORDEN SIND; DIE</small> S<small>CHULE</small> H<small>ILLELS ERLAUBT DIES</small>. 
"
