Index Title,Makkot
Makkot 9b:4,"<sup>iii,2</sup> <b>E</b><small>IN</small> B<small>LINDER MUSS NICHT IN DIE</small> V<small>ERBANNUNG</small> – so R. J<small>EHUDA;</small> R. M<small>EÍR SAGT, ER MÜSSE IN DIE</small> V<small>ERBANNUNG</small>. E<small>IN</small> F<small>EIND MUSS NICHT IN DIE</small> V<small>ERBANNUNG</small>. R. J<small>OSE B</small>. J<small>EHUDA SAGT, EIN</small> F<small>EIND WERDE HINGERICHTET, WEIL ER ALS GEWARNT GILT</small>. R. Š<small>IMO͑N SAGTE</small>: M<small>ANCHER</small> F<small>EIND MUSS IN DIE</small> V<small>ERBANNUNG UND MANCHER MUSS NICHT IN DIE</small> V<small>ERBANNUNG; DIE</small> R<small>EGEL HIERBEI IST: WENN ANZUNEHMEN IST, ER HABE IHN ABSICHTLICH GETÖTET, SO KOMMT ER NICHT IN DIE</small> V<small>ERBANNUNG; ER HABE IHN UNABSICHTLICH GETÖTET, SO MUSS ER IN DIE</small> V<small>ERBANNUNG</small>.
"
Makkot 9b:5,"GEMARA. Die Rabbanan lehrten :Dt. 35,23.<i>Ohne es zu sehen</i>Also einer, der sonst wohl sieht., ausgenommen ein Blinder – so R. Jehuda. R. Meír sagte: <i>Ohne es zu sehen</i>, dies schließt einen Blinden ein. – 
"
Makkot 9b:6,"Was ist der Grund R. Jehudas? – Es heißt:Dt. 19,5.<i>wenn einer mit seinem Nächsten in den Wald geht</i>, auch ein Blinder, darauf kommen [die Worte] <i>ohne es zu sehen</i> und schließen ihn aus. – 
"
Makkot 9b:7,"Und R. Meír!? – <i>Ohne es zu sehen</i>, dies ist ausschließend, <i>ohne es zu merken</i>, wiederum ausschließend, und eine Ausschließung nach einer Ausschließung ist einschließend. – Und 
"
Makkot 9b:8,"R. Jehuda!? – [Die Worte] <i>ohne es zu merken</i> schließen den Fall aus, wenn es absichtlich geschah.
"
Makkot 9b:9,"E<small>IN</small> F<small>EIND MUSS NICHT IN DIE</small> V<small>ERBANNUNG</small> &amp;<small>C</small>. Man hat ihn ja nicht gewarnt!? – Unsere Mišna vertritt die Ansicht des R. Jose b. Jehuda, denn es wird gelehrt: R. Jose b. Jehuda sagt, bei einem Gelehrten sei keine Warnung erforderlich, denn die Warnung ist nur deshalb nötig, um festzustellen, ob die Handlung bewußt oder unbewußt erfolgt ist.
"
Makkot 9b:10,"R. Š<small>IMO͑N SAGTE</small>: M<small>ANCHER</small> F<small>EIND MUSS IN DIE</small> V<small>ERBANNUNG</small> &amp;<small>C</small>. Es wird gelehrt: In welchen Fällen muß nach R. Šimo͑n der Feind in die Verbannung, und in welchen Fällen muß er nicht in die Verbannung? Riß [der StrickUnd der an diesem hängende Gegenstand auf einen fällt und ihn tötet.], so muß er in die Verbannung, glitt er [aus seiner Hand], so muß er nicht in die VerbannungDa anzunehmen ist, er habe ihn vorsätzlich losgelassen.. – 
"
Makkot 9b:11,"Es wird ja aber gelehrt: R. Šimo͑n sagt, erDer unvorsätzliche Totschläger.werde nur dann verbannt, wenn ihm die MauerkelleFalls es sich um einen solchen Fall handelt. Statt <span dir=""rtl"">מחצלו</span> hat A͑ruk rieht. <span dir=""rtl"">מחלצו</span>. aus der Hand entgleitet, somit besteht ja ein Widerspruch sowohl hinsichtlich des Reißens als auch hinsichtlich des Entgleitens!? – 
"
Makkot 9b:12,"Hinsichtlich des EntgleitensSo nach der von Raschi korrigierten Lesart; die Lesart des Textes ist korrupt.besteht kein Widerspruch, denn eines gilt von einem Freunde und eines gilt von einem FeindeEin Freund muß in die Verbannung, ein Feind nicht.; 
"
Makkot 9b:13,"hinsichtlich des ReißensSo nach der von Raschi korrigierten Lesart; die Lesart des Textes ist korrupt. besteht ebenfalls kein Widerspruch, denn eines vertritt die Ansicht RabbisNach Rabbi (ob. Fol. 7b) ist nur auf den Fall die Verbannung gesetzt, wenn die Axt vom zu spaltenden Holze zurückprallt; wenn sie aber vom Stiele abgleitet, so wird der Totschläger nach Rabbi nicht verbannt und nach den Rabbanan wohl; das Reißen des Strickes gleicht dem Abgieiten der Axt vom Stiele.und eines vertritt die Ansicht der Rabbanan.
"
Makkot 9b:14,"<b>W</b><small>OHIN KOMMEN SIE IN DIE</small> V<small>ERBANNUNG</small>? – I<small>N DIE</small> Z<small>UFLUCHTSSTÄDTE, DREI JENSEITS DES</small> J<small>ARDEN UND DREI IM</small> L<small>ANDE</small> K<small>ENAA͑N, DENN ES HEISST</small>:Nurm 35,14.<i>drei Städte sollt ihr jenseits des Jarden hergehen und drei Städte sollt ihr im Lande Kenaa͑n hergeben &amp;c</i>. <sup>iv</sup> S<small>OLANGE DIE DREI IM</small> J<small>ISRAÉLLANDE NOCH NICHT GEWÄHLT WAREN, GEWÄHRTEN AUCH DIE DREI JENSEITS DES</small> J<small>ARDEN KEINE</small> Z<small>UFLUCHT, DENN ES HEISST</small>:Ib. V. 13.<i>sechs Zufluchts-städte sollen es sein</i><small>, ALLE SECHS MUSSTEN GLEICHZEITIG EINE</small> Z<small>UFLUCHT GEWÄHREN KÖNNEN</small>. 
"
Makkot 9b:15,"V<small>ON EINER NACH DER ANDEREN</small>So nach dem Wortlaute; nach manchen Erklärungen jedoch: nach diesen waren [aus den anderen Städten] Straßen errichtet.<small>WAREN</small> S<small>TRASSEN ERRICHTET, DENN ES HEISST</small> :Dt. 19,3.<i><small>S</small>etzeden Weg in stand und dreiteile es &amp;c</i>. 
"
Makkot 9b:16,"<sup>v</sup> M<small>AN GIBT IHM</small>Dem Totschläger, zur Begleitung.<small>ZWEI</small> S<small>CHRIFTGELEHRTE MIT, DAMIT SIE, WENN</small> [<small>DER</small> B<small>LUTRÄCHER</small>] <small>IHN UNTERWEGS TÖTEN WILL, AUF DIESEN EINREDEN</small>. R. M<small>EÍR SAGT, ER SELBER REDE AUF IHN EIN, DENN ES HEISST</small>:Dt. 19,4.<i>dies ist das Wort des Totschlägers</i>. 
"
Makkot 9b:17,"<sup>vi,1</sup> R. J<small>OSE B</small>. J<small>EHUDA SAGTE</small>: Z<small>UNÄCHST EILEN SOWOHL DER UNVORSÄTZLICHE ALS AUCH DER VORSÄTZLICHE</small> [T<small>OTSCHLÄGER</small>] <small>IN DIE</small> Z<small>UFLUCHTSSTADT, UND DARAUF LÄSST DAS</small> G<small>ERICHT IHN VON DORT HOLEN; WER ZUR</small> T<small>ODESSTRAFE DURCH DAS</small> G<small>ERICHT VERURTEILT WIRD, WIRD HINGERICHTET, WER NICHT ZUR</small> T<small>ODESSTRAFE VERURTEILT WIRD, WIRD ENTLASSEN, UND WER ZUR</small> V<small>ERBANNUNG VERURTEILT WIRD, WIRD ZURÜCK NACH SEINER</small> S<small>TÄTTE GEBRACHT</small>. D<small>ENN ES HEISST</small> :Num. 35,25.<i>und die Gemeinde soll ihn in seine Zufluchtsstadt zurückbringen &amp;c</i>.
"
Makkot 9b:18,"GEMARA. Die Rabbanan lehrten: Drei Städte schied Moše jenseits des Jarden aus, und diesen entsprechend schied Jehošua͑ solche im Lande Kenaa͑n aus; sie lagen einander gegenüber wie zwei Beete in einem Weinberg: ḤebronCf. Dt. 4,43 u. Jos. 20,7,8.in Judäa, gegenüber Beçer in der Wüste, Šekhem auf dem Ephrajim-Berge, gegenüber Ramoth in Gilea͑d, Qedeš auf dem Naphtali-Berge, gegenüber Golan in Bašan. <i>Du sollst dreiteilen;</i> sie mußten gleichmäßig verteilt sein: von der Süd[grenze] bis Ḥebron war [ebenso weit], wie von Ḥebron bis Šekhem, von Ḥebron bis Šekhem, wie von Šekhem bis Qedeš, und von Šekhem bis Qedeš, wie von Qedeš bis zur Nord[grenze]. – 
"
Makkot 9b:19,"Jenseits des Jarden drei und im Jisraéllande ebenfalls dreiDas Jisraélland war ja bedeutend größer.!? Abajje erwiderte: In Gilea͑d waren viele Mörder, 
"
Makkot 10a:1,"denn es heißt :Hos. 6,8.<i>Gilea͑d ist eine Stadt von Übeltätern, voll von Blutspuren</i>. – Was heißt: <i>voll von Blutspuren</i>? R. Elea͑zar erwiderte: Sie spürten, Menschen zu morden. – 
"
Makkot 10a:2,"Weshalb waren an beiden SeitenDie Städte in der Mitte des Landes hatten Zufluchtsstädte nach beiden Richtungen, die an der Grenze hatten solche nur nach einer Richtung.große Entfernungen und in der Mitte kleine? 
"
Makkot 10a:3,"Abajje erwiderte: In Šekhem waren ebenfalls viele Mörder, denn es heißt :Hos. 6,9; die Erstausgabe hat <span dir=""rtl"">זבח פאיש</span> statt <span dir=""rtl"">איש וכחכי</span>.<i>und gleich lauernden Räubern ist die Versammlung der Priester; am Wege morden sie bei Šekhem &amp;c</i>. – Was heißt: <i>Versammlung der Priester</i>? R. Elea͑zar erwiderte: Sie versammelten sich, Menschen zu morden, wie sich die Priester bei der Verteilung der Hebe um die Tennen versammeln. – 
"
Makkot 10a:4,"Gab es denn keine anderen mehr, es heißt ja:Num. 35,6.<i>dazu sollt ihr noch zweiundvierzig Städte hinzufügen</i>!? Abajje erwiderte: Jene gewährten Zuflucht, einerlei ob [der Totschläger] dies gewußt hat oder nicht, diese aber gewährten Zuflucht nur dann, wenn er es gewußt hat, nicht aber, wenn er es nicht gewußt hat. – 
"
Makkot 10a:5,"War Ḥebron denn eine Zufluchtsstadt, es heißt ja:Jud. 1,20.<i>und sie verliehen Kaleb Ḥebron, wie Moše geboten hatte</i>!? Abbaje erwiderte: Die Vororte, denn es heißt :Jos. 21,12.<i>die zur Stadt gehörenden Felder und Dörfer übergaben sie Kaleb, dem Sohne Jephunnes</i>. – 
"
Makkot 10a:6,"War Qedeš denn eine Zufluchtsstadt, es heißt ja :Ib. 19,35,37.<i>unddie festen Städte [waren]: Çiddim, Çer, Ḥammath, Raqqath, Kinnereth &amp;c. Qedeš, Edrei͑ und E͑n Ḥaçor</i>, und es wird gelehrt, daß [zu Zufluchtsstädten] weder kleine Städtchen noch Großstädte gewählt werden, sondern nur Mittelstädte!? R. Joseph erwiderte: Es gab zwei [Städte namens] Qedeš. R. Aši erklärte: Wie beispielsweise SeleukiaWahrscheint. S. unweit des Euphrat, gegenüber Ktesiphon; vgl. jed. Ket. Fol. 10b.und Burg Seleukia.
"
Makkot 10a:7,"Der Text. Zu solchen Städten werden weder kleine Städtchen noch Großstädte gewählt, sondern nur Mittelstädte. Ferner verlegt man sie nur an Stellen, wo Gewässer sind; sind da keine Gewässer, so werden da solche hineingezogen. Ferner nur da, wo Marktplätze vorhanden sind; auch nur da, wo große VolksmengenUm nötigenfalls den Totschläger beschützen zu können.verkehren; werden die Volksmengen vermindert, so füge man welche hinzu; haben die Einwohner sich vermindert, so bringe man da Priester, Leviten und Jisraéliten hin. 
"
Makkot 10a:8,"Man darf da weder Waffen noch Fanggeräte verkaufen – so R. Neḥemja; die Weisen erlauben dies. Sie stimmen jedoch überein, daß man da weder Fangnetze legen, noch Wurfschlingen auswerfen darf, damit der Bluträcher da nicht festen Fuß fasse. 
"
Makkot 10a:9,"R. Jiçḥaq sagte: Welcher Schriftvers deutet hierauf ?Dt. 4,42.<i>So flüchte er sich in eine dieser Städte und bleibe leben</i>; man sorge für ihn, daß er leben bleibe.
"
Makkot 10a:10,"Es wird gelehrt: Wenn ein Schüler in die Verbannung muß, so muß sein Lehrer mit ihm in die Verbannung, denn es heißt: <i>und bleibe leben</i>, man sorge für ihn, daß er leben bleibe. R. Zee͑ra sagte: Hieraus, daß man keinen ungeratenenCf. infra Fol. 10b.Schüler [das Gesetz] lehre.
"
Makkot 10a:11,"R. Joḥanan sagte: Wenn ein Lehrer in die Verbannung muß, so muß seine Schule mit ihm in die Verbannung. – Dem ist ja aber nicht so, R. Joḥanan sagte ja: Woher, daß Worte der Tora eine Zuflucht gewähren? Es heißt :Dt. 4,43.<i>Beçer in der Wüste &amp;c</i>. [und darauf :]Ib. V. 44.<i>dies ist das Gesetz</i>Dieser Schriftvers schließt sich dem Namen der Zufluchtsstädte an.!? – 
"
Makkot 10a:12,"Das ist kein Einwand; dies, während er sich damit befaßt, jenes, während er sich nicht damit befaßt. 
"
Makkot 10a:13,"Wenn du aber willst, sage ich: sie gewähren eine Zuflucht nur vor dem Todesengel. So saß einst R. Ḥisda im Lehrhause, und studierte, und der Bote [des Todes] vermochte nicht, sich ihm zu nähern, weil sein Mund vom Studium nicht abließ. Da setzte er sich auf die Zeder des Lehrhauses, und diese platzte, hielt jener an; alsdann bemächtigte er sich seiner.
"
Makkot 10a:14,"R. Tanḥum b. Ḥanilaj sagte: Weshalb war es Reúben beschieden, bei der RettungBei der Aufzählung der Zufluchtsstädte; cf. Dt. 4,43.zuerst genannt zu werden? Weil er mit der Rettung zuerst begonnen hatte, denn es heißt :Gen. 37,21.<i>und als Reúben es hörte, rettete er ihn aus ihren Händen</i>.
"
Makkot 10a:15,"R. Šimlaj trug vor: Es heißt:Dt. 4,41.<i>damals sonderte Moše drei Städte aus, jenseits des Jarden gegen Sonnenaufgang</i>. Der Heilige, gepriesen sei er, sprach zu Moše: Laß die Sonne für die [unvorsätzlichen] Totschläger scheinen. Manche sagen: Er sprach zu ihm: Du hast die Sonne für die Totschläger scheinen lassen.
"
Makkot 10a:16,"R. Simaj trug vor: Es heißt :Ecc. 5,9.<i>wer Geld lieht, wird des Geldes nicht satt, und wer die Menge lieht, hat den</i>So nach der Lesart u. Auslegung des T. Der masor. Text hat <span dir=""rtl"">לא תבואה</span> hat keinen Ertrag.<i>Ertrag. Wer Geld lieht, wird des Geldes nicht satt</i>, das ist unser Meister Moše, der, obgleich er wußte, daß die drei Zufluchtsstädte jenseits des Jarden nicht eher eine Zuflucht gewähren, als bis die drei im Lande Kenaa͑n gewählt sind, dennoch sagte: ich will ein sich mir bietendes Gebot ausüben. 
"
Makkot 10a:17,"<i>Wer die Menge lieht, hat den Ertrag</i>; wem ziemt es, die Menge zu lehren? Dem der ganze Ertrag [der Gesetzeskunde] gehört. Das ist es, was R. Elea͑zar sagte: Es heißt:Ps. 106,2.<i>wer kann die Machttaten des Herrn ausreden, all seinen Ruhm verkünden;</i> wem ziemt es, die Machttaten des Herrn auszureden? Dem, der all seinen Ruhm verkünden kann. 
"
Makkot 10a:18,"Die Rabbanan, nach anderen Rabba b. Mari, erklärten: <i>Wer die Menge liebt, hat den Ertrag;</i> wer [den Lehrer der] Menge liebt, hat Ertrag. Da richteten die Weisen ihre Augen auf Raba, den Sohn Rabbas. R. 
"
Makkot 10a:19,"
"
Makkot 10a:20,"Aši erklärte: Wer in der Menge zu lernen liebt, hat Ertrag. Das ist es, was R. Jose b. Ḥanina sagte: Es heißt: Jer. 50,35.<i>ein Schwert über die einzelnen</i>So nach der Auslegung des T. (v. <span dir=""rtl"">בדד</span> <i>einsam, einzeln, <i>sie werden töricht;</i> ein Schwert über den Hals der Feinde Jisraéls, die sich mit der Tora einzeln befassen; und nicht nur das, vielmehr werden sie auch töricht, denn hier heißt es: <i>sie werden töricht</i>, und dort heißt es:Num. 12,11.<i>daß wir uns betören ließen und gesündigt haben</i>. Wenn du aber willst, entnehme ich dies hieraus: Jes. 19,13.<i>betört wurden die Fürsten von Çoa͑n</i>. 
"
Makkot 10a:21,"Rabina erklärte: Wer in der Menge zu lehren liebt, hat Ertrag. Das ist es, was Rabbi sagte: Viel Tora habe ich von meinen Lehrern gelernt, mehr als von diesen lernte ich von meinen Kollegen, und am allermeisten von meinen Schülern.
"
Makkot 10a:22,"R. Jehošua͑ b. Levi sagte: Es heißt:Ps. 122,2.<i>unsere Füße stehen an deinen Toren, Jerušalem;</i> wer veranlaßte, daß unsere Füße im KampfeUnter ‘Tor’ wird hier der Kampfplatz verstanden; cf. Ps. 127,5.stehen? Die Tore Jerušalems, [an welchen] sie sich mit der Tora befaßten.
"
Makkot 10a:23,"Ferner sagte R. Jehošua͑ b. Levi: Es heißt:Ps. 122,1.<i>Wallfahrtslied von David. Ich freute mich, als man zu mir sprach: Laßt uns ins Haus Gottes gehen</i>. David sprach vor dem Heiligen, gepriesen sei er: Herr der Welt, ich hörte, wie die Leute sagten: wann wird endlich dieser Alte sterben und sein Sohn Šelomo [an seine Stelle] kommen, damit er den Tempel baue und wir zur Wallfahrt ziehen können; da freute ich mich. Hierauf sprach der Heilige, gepriesen sei er, zu ihm:Ps. 84,11.<i>Ein Tag in deinen Vorhöfen ist mir lieber als tausend;</i> lieber ist mir ein Tag, den du dasitzest und dich mit deor Tora befassest, als die tausend BrandopferCf. iReg. 3,4., die dein Sohn Šelomo mir dereinst auf dem Altar darbringen wird.
"
Makkot 10a:24,"V<small>ON EINER NACH DER ANDEREN WAREN</small> S<small>TRASSEN ERRICHTET</small> &amp;<small>C</small>. Es wird gelehrt: R. Elie͑zer b. Ja͑qob sagte: 
"
Makkot 10b:1,"Auf den Scheidewegen waren [Wegweiser mit der] Aufschrift ‘Zufluchtsstadt’, damit der Totschläger wisse, wohin er sich zu wenden habe. R. Kahana sagte: Welcher Schriftvers deutet hierauf?Dt. 19,3.<i>Du sollst dir den Weg bereiten</i>, mache eine Zubereitung für den Weg.
"
Makkot 10b:2,"R. Ḥama b. Ḥanina begann seinen Vortrag über diesen AbschnittVom Totschläger. mit folgendem :Ps. 25,8.<i>Gütig und redlich ist der Herr, darum weist er den Sündern den Weg;</i> wenn er ihn den Sündern weist, um wieviel mehr den Frommen. 
"
Makkot 10b:3,"R. Šimo͑n b. Laqiš begann diesen Abschnitt mit folgendem:Ex. 21,13.<i>Wenn er es aber nicht vorsätzlich getan, sondern Gott durch ihn so gefügt hat &amp;c</i>. [Ferner:]iSara. 24,14. <i>Wie der alte Spruch sagt: Von Frevlern kommt Frevel &amp;c</i>. 
"
Makkot 10b:4,"Die Schrift spricht von zwei Personen, die Menschen getötet haben, einer unvorsätzlich und einer vorsätzlich, und bei beiden keine Zeugen zugegen waren. Der Heilige, gepriesen sei er, läßt sie in einer Herberge zusammentreffen; der vorsätzlich getötet hat, sitzt unter der Leiter, und der unvorsätzlich getötet hat, steigt von der Leiter, fällt auf jenen und erschlägt ihn. Der den Mord vorsätzlich begangen hat, wird nun getötet, und der den Mord unvorsätzlich begangen hat, muß in die Verbannung.
"
Makkot 10b:5,"Rabba b. R. Hona sagte im Namen R. Honas, und wie manche sagen, sagte es R. Hona im Namen R. Elea͑zars: Aus der Tora, den Propheten und den Hagiographen [ist zu entnehmen], daß man den Menschen auf den Weg leitet, auf dem er zu wandeln wünscht. 
"
Makkot 10b:6,"Aus der Tora, denn es heißt :Num. 22,12.<i>du sollst nicht mit ihnen gehen</i>, und darauf heißt es:Ib. V. 20.<i>mache dich auf und gehe mit ihnen</i>. Aus den Propheten, denn es heißt:Jes. 48,17.<i>ich, der Herr, dein Gott, bin es, der dich unterweist, ersprießlich zu handeln, der dich auf den Weg leitet, auf dem du gehen willst</i>. Aus den Hagiographen, denn es heißt :Pr. 3,34.<i>hat er es mit Spöttern zu tun, so spottet er, aber den Demütigen gibt er Gnade</i>.
"
Makkot 10b:7,"R. Hona sagte: Wenn der Totschläger sich in eine Zufluchtsstadt flüchtet, und der Bluträcher ihn [unterwegs] trifft und erschlägt, so ist er frei. Er ist also der Ansicht, [die Worte:]Dt. 19,6.<i>und ihm gebührt keine Todesstrafe</i>, beziehen sich auf den Bluträcher. 
"
Makkot 10b:8,"Man wandte ein: <i>Und ihm gebührt keine Todesstrafe</i>, die Schrift spricht vom Totschläger. Du sagst, vom Totschläger, vielleicht ist dem nicht so, sondern vom Bluträcher!? Wenn es heißt :Ib. V. 4.<i>und er ihm nicht von gestern und vorgestern feindlich war</i>, so sage man, die Schrift spreche vom Totschläger!? – 
"
Makkot 10b:9,"Er ist der Ansicht des Autors der folgenden Lehre: <i>Und ihm gebührt keine Todesstrafe</i>, die Schrift spricht vom Bluträcher. Du sagst, die Schrift spreche vom Bluträcher, vielleicht ist dem nicht so, sondern vom Totschläger!? Wenn es heißt: <i>Denn er war ihm von gestern und vorgestern nicht feindlich</i>, so ist ja schon vom Totschläger die Rede, daher beziehe man [die Worte:] <i>und ihm gebührt keine Todesstrafe</i>, auf den Bluträcher. – 
"
Makkot 10b:10,"Wir haben gelernt: Man gibt ihm zwei Schriftgelehrte mit, damit sie, wenn [der Bluträcher] ihn unterwegs töten will, auf diesen einreden. Wahrscheinlich warnen sie ihn, daß er, wenn er ihn tötet, dem Tode verfalle!? – 
"
Makkot 10b:11,"Nein, wie in der folgenden Lehre: <i>Sie sollen zu ihm reden</i>, für ihn geeignete Worte; sie sprechen nämlich zu ihm: Behandle ihn doch nicht wie einen gewöhnlichen Mörder; er hat es unvorsätzlich getan. R. Meír sagt, er selber rede auf ihn ein, denni es heißt: <i>dies ist das Wort des Totschlägers</i>. Sie entgegneten ihm: ErDer angezogene Schriftvers, dh. aus diesem werden verschiedene andere Auslegungen entnommen. Diese Übersetzung ist allerdings gezwungen, aber immerhin besser als die logisch u. grammatisch ganz unzulässige Erklärung Raschis: es, das Ereignis, könnte durch viele andere Boten geschehen.leistet viele Dienste.
"
