Index Title,Berachot
Berakhot 10b:4,"R. Levi erwiderte: In betreff der Wand. Er sprach nämlich vor ihm: Herr der Welt, wenn du den Sohn der Šunamith, die nur eine kleine WandFür den Propheten Eliša͑, cf. iiReg. 4,10.gemacht hatte, wiederbelebt hast, um wieviel mehr mich, wo doch mein Ahnherr den ganzen Tempel mit Silber und Gold bedeckt hat! Jes. 38,3.<i>Gedenke doch, daß ich vor dir gewandelt bin in Wahrheit und mit ganzem Herzen, und was recht ist in deinen Augen, habe ich getan. –</i> 
"
Berakhot 10b:5,"Was bedeuten [die Worte]: <i>und was recht ist in deinen Augen, habe ich getan</i>? – R. Jehuda erwiderte im Namen Rabhs: Er hat den Erlösungssegen an das Gebet angeschlossen. R. Levi sagte, er habe das HeilmittelbuchAngebl. vom König Šelomo geschrieben.versteckt.
"
Berakhot 10b:6,"Die Rabbanan lehrten: Sechs Verfügungen traf der König Ḥizqijahu; in dreien stimmten sie ihm bei, in dreien stimmten sie ihm nicht bei. 
"
Berakhot 10b:7,"In dreien stimmten sie ihm bei: er versteckte das Heilmittelbuch, und sie stimmten ihm bei; er zertrümmerte die kupferne SchlangeCf. Num. 21,9; beide Verfügungen, damit das Volk nur auf Gott vertraue., und sie stimmten ihm bei; er schleifte die Gebeine seines Vaters auf einer Strickbahre, und sie stimmten ihm bei. 
"
Berakhot 10b:8,"In dreien stimmten sie ihm nicht bei: er sperrte das Wasser des GihonCf. iiChr. 32,30.ab, und sie stimmten ihm nicht bei; er zerschlug die Tempeltüren und schickte sie dem KönigCf. iiReg. 18,16.von Ašur, und sie stimmten ihm nicht bei; er machte den NisanName des 7. resp. 1. Monats (cf. Rh. 10b) im jüdischen Kalender, ungefähr April.im Nisan zum SchaltmonatCf. iiChr. 30,2. Das jüdische Schaltjahr hat 13 Monate, und zwar wird der Schaltmonat zwischen Adar und Nisan eingeschoben u. führt den Namen 2. Adar. Nach dem Wortlaut ist hier zu verstehen, Ḥ. habe den bereits als Nisan geweihten Monat (sie hatten keinen festen Kalender u. der Neumond wurde beim Erscheinen geweiht) zum 2. Adar gemacht., und sie stimmten ihm nicht bei. – 
"
Berakhot 10b:9,"Kannte denn Ḥizqijahu nicht [den Schriftvers]:Ex. 12,2.<i>dieser Monat sei euch der erste der Monate</i>, nur dieser soll Nisan sein, nicht aber soll ein andererWenn der Nisan Schaltmonat (2. Adar) wird, so wird der ihm folgende Ijar zum Nisan.Nisan sein? – 
"
Berakhot 10b:10,"Vielmehr, er irrte sich in [der Lehre] Šemuéls. Šemuél sagte nämlich: Man mache am dreißigsten Tage des Adar das Jahr nicht mehr zum Schaltjahre, weil es möglich ist, daß man ihn zum NisanFalls Zeugen nachträglich bekunden, daß sie den Neumond gesehen.hinzuzieht. Er aber war der Ansicht, daß wir die Möglichkeit nicht berücksichtigen.
"
Berakhot 10b:11,"R. Joḥanan sagte im Namen des R. Jose b. Zimra: Wer sich auf sein eigenes Verdienst beruft, bei dem berücksichtigt man das Verdienst anderer, und wer sich auf das Verdienst anderer beruft, bei dem berücksichtigt man sein eigenes Verdienst. 
"
Berakhot 10b:12,"Moše berief sich auf das Verdienst anderer, denn es heißt:Ex. 32,13.<i>gedenke doch deiner Knechte Abraham, Jiçḥaq und Jisraél</i>, und man berücksichtigte sein eigenes Verdienst, denn es heißt: Ps. 106,23.<i>er gedachte sie zu vertilgen, wenn ihm nicht sein Aaserwählter, Moše, in den Riß getreten wäre, um seinen Grimm abzuwenden, daß er nicht verderbe</i>. 
"
Berakhot 10b:13,"Ḥizqijahu hingegen berief sich auf sein eigenes Verdienst, denn es heißt:Jes. 38,3.<i>gedenke doch, daß ich vor dir gewandelt</i>, und man berücksichtigte bei ihm das Verdienst anderer, denn es heißt:Ib. 37,35.<i>ich werde diese Stadt schützen, sie zu retten, um meinetwillen und um meines Knechtes David willen</i>. Das ist es, was R. Jehošua͑ b. Levi gesagt hat; denn R. Jehošua͑ b. Levi sagte:Ib. 38,17.<i>Siehe, um den Frieden ist es mir bitter, o bitter;</i> selbst zur Stunde, wo der Heilige, gepriesen sei er, ihm Frieden geschickt hatte, war es ihm bitter.
"
Berakhot 10b:14,"iiReg. 4,10.<i>Wir wollen ein kleines Wandobergemach errichten</i>.
"
Berakhot 10b:15,"Rabh und Šemuél [streiten hierüber]. Einer sagt, es war ein offenes Obergemach, und sie bedachten es, und einer sagt, es war eine große Halle, und sie teilten sie in zwei Teile. – 
"
Berakhot 10b:16,"Erklärlich ist es nach demjenigen, welcher sagt, es war eine Halle, daß es <i>Wand</i>Da sie sie durch eine Wand teilten.heißt, was aber bedeutet <i>Wand</i> nach demjenigen, welcher sagt, es war ein offenes Obergemach!? –
"
Berakhot 10b:17,"Daß sie es bedachten<span dir=""rtl"">קיר</span> Wand, etymol. verwandt mit <span dir=""rtl"">קרה</span> <i>bedachen. – 
"
Berakhot 10b:18,"Erklärlich ist es nach demjenigen, welcher sagt, es war ein Obergemach, daß es <i>Obergemach</i> heißt, was aber bedeutet <i>Obergemach</i> nach demjenigen, welcher sagt, es war eine Halle!? – 
"
Berakhot 10b:19,"Das gemächlichste im Haus.
"
Berakhot 10b:20,"iiReg. 4,10.<i>Und wir wollen ihm dort Bett, Tisch, Stuhl und Lampe hineinsetzen</i>. 
"
Berakhot 10b:21,"Abajje, nach anderen, R. Jiçḥaq, sagte: Wer [von Fremden] genießen will, genieße, wie Eliša͑, wer aber nicht genießen will, genieße nichts, wie Šemuél aus Rama, denn es heißt:Von Šemuél, iSam. 7,17.<i>und er pflegte nach Rama zurückzukehren, denn dort hatte er sein Haus</i>, worüber R. Joḥanan sagte, wo er hinging, führte er sein Haus mit sich.
"
Berakhot 10b:22,"iiReg. 4,9.<i>Und sie sprach zu ihrem Manne: Siehe, ich weiß, daß er ein heiliger Gottesmann ist</i>. R. Jose b. Ḥanina sagte: Hieraus, daß die Frau die Gäste besser erkennt als der Mann.
"
Berakhot 10b:23,"<i>Ein Heiliger</i>. Woran merkte sie dies? – Rabh und Šemuél [streiten hierüber]. Einer sagt, sie bemerkte niemals eine Fliege über seinen Tisch fliegen, und einer sagt, sie hatte ein Linnentuch über sein Bett gebreitet und niemals daran Samenerguß bemerkt. 
"
Berakhot 10b:24,"<i>Er ein Heiliger</i>. R. Jose b. R. Ḥanina sagte: Er ist ein Heiliger, sein Diener ist kein Heiliger, denn es heißt:iiReg. 4,27.<i>und Geḥazi trat hinzu, sie wegzustoßen</i>, und R. Jose b. R. Ḥanina sagte, er faßte sie beim Herrlichsten ihrer ReizeBei den Brüsten. Das Verbum <span dir=""rtl"">הדפח</span> wird in <span dir=""rtl"">חוד יפיה</span> zerlegt..
"
Berakhot 10b:25,"iiReg. 4,9.<i>Es zieht an uns beständig vorüber</i>. R. Jose b. R. Ḥanina sagte im Namen des R. Elie͑zer b. Ja͑qob: Wer einen Schriftgelehrten in seinem Hause beherbergt und ihn von seinen Gütern genießen läßt, dem rechnet die Schrift es an, als hätte er das beständige Opfer dargebracht.
"
Berakhot 10b:26,"Ferner sagte R. Jose b. R. Ḥanina im Namen des R. Elie͑zer b. Ja͑qob: Man stehe beim Beten nicht auf einem hohen Platze, sondern auf einem niedrigen (Platze), denn es heißt:Ps. 130.1.<i>aus den Tiefen rufe ich zu dir, o Herr</i>. 
"
Berakhot 10b:27,"Desgleichen wird gelehrt: Man stehe beim Beten weder auf einem Stuhl, noch auf einem Schemel, noch auf sonst einem hohen Platze, sondern auf einem niedrigen (Platze), weil es vor GottWörtl. Raum, dh. der Unendliche, der die ganze Schöpfung faßt.keine Erhöhung gibt, denn es heißt; <i>aus den Tiefen rufe ich zu dir, o Herr;</i> ferner:Ps. 102,1.<i>das Gebet eines Armen, der verschmachtet</i>.
"
Berakhot 10b:28,"Ferner sagte R. Jose b. R. Ḥanina im Namen des R. Elie͑zer b. Ja͑qob: Der Betende muß seine Füße gerade richten, denn es heißt:Ez. 1,7.<i>und ihre Füße waren grade</i>.
"
Berakhot 10b:29,"R. Jiçḥaq sagte im Namen R. Joḥanans im Namen des R. Jose b. R. Ḥanina im Namen des R. Elie͑zer b. Ja͑qob: Es heißt:Lev. 19,26.<i>esset nicht mit dem Blut</i>: esset nicht, bevor ihr für euer Blut gebetet habt. 
"
Berakhot 10b:30,"Ferner sagte R. Jiçḥaq im Namen R. Joḥanans im Namen des R. Jose b. R. Ḥanina im Namen des R. Elie͑zer b. Ja͑qob: Wer vorher ißt und trinkt und nachher erst betet, über den sagt die Schrift:iReg. 14,9.<i>und mich hast du hinter deinen Rücken geschleudert</i>, und man lese nicht <i>gevekha</i> [Rücken], sondern <i>geékha</i> [Übermut]. Der Heilige, gepriesen sei er, spricht: Nachdem sich dieser übermütig gemacht hat, unterwirft er sich der himmlischen Herrschaft.
"
Berakhot 10b:31,"R. J<small>EHOŠUA͑ SAGT, BIS DREI</small> S<small>TUNDEN</small>. R. Jehuda sagte im Namen Šemuéls: Die Halakha ist, wie R. Jehošua͑.
"
Berakhot 10b:32,"W<small>ER VON DA AB LIEST, HAT NICHTS VERLOREN</small>. 
"
Berakhot 10b:33,"R. Ḥisda sagte im Namen Mar U͑qabas: Er darf dann aber [das Gebet] ‘Schöpfer des Lichtes’ nicht lesen. 
"
Berakhot 10b:34,"Man wandte ein: Wer von da ab liest, hat nichts verloren, als wenn jemand in der Tora liest; jedoch sage er zwei SegenssprücheZu denen das Gebet ‘Schöpfer des Lichtes’ gehört. vorher und einen nachher. Dies ist eine Widerlegung R. Ḥisdas. Eine Widerlegung. 
"
Berakhot 10b:35,"Manche sagen: R. Ḥisda sagte im Namen Mar U͑qabas: Unter ‘er hat nichts verloren’ ist zu verstehen, er habe die Segenssprüche nicht verloren. Desgleichen wird gelehrt: Wer von da ab liest, hat nichts verloren, als wenn jemand in der Tora liest; jedoch sage er zwei Segenssprüche vorher und einen nachher her. 
"
Berakhot 10b:36,"R. Mani sagte: Größer ist, wer das Šema͑ zur Zeit liest, als der, der sich mit der Tora befaßt. Er lehrt, wer von da ab liest, habe nichts verloren, [es sei] als wenn jemand in der Tora liest; demnach ist das rechtzeitige Šema͑lesen zu bevorzugen.
"
Berakhot 10b:37,"<sup>iii</sup> <b>D</b><small>IE</small> S<small>CHULE</small> Š<small>AMMAJS SAGT, AM</small> A<small>BEND LESE MAN</small> [<small>DAS</small> Š<small>EMA͑</small>] <small>ANGELEHNT, UND AM</small> M<small>ORGEN STEHE MAN, DENN ES HEISST</small>:Dt. 6,7.<i>wenn du dich niederlegst und wenn du aufstehst;</i> 
"
Berakhot 10b:38,"<small>DIE</small> S<small>CHULE</small> H<small>ILLELS SAGT, JEDER LESE AUF SEINE</small> W<small>EISE, DENN ES HEISST</small>:Dt. 6,7.<i>wenn du auf dem Wege gehst</i>. 
"
Berakhot 10b:39,"W<small>IESO ABER HEISST ES DEMNACH:</small> <i>wenn du dich niederlegst und wenn du aufstehst</i>? – <small>ZUR</small> S<small>TUNDE, DA DIE</small> M<small>ENSCHEN SICH NIEDERLEGEN, UND ZUR</small> S<small>TUNDE, DA DIE</small> M<small>ENSCHEN AUFSTEHEN</small>.
"
Berakhot 10b:40,"R. T<small>RYPHON ERZÄHLTE</small>: E<small>INST BEFAND ICH MICH UNTERWEGS UND LEHNTE MICH AN, UM DAS</small> Š<small>EMA͑ NACH DER</small> A<small>NSICHT DER</small> S<small>CHULE</small> Š<small>AMMAJS ZU LESEN; ICH SETZTE MICH DER</small> G<small>EFAHR AUS, WIEGEN DER</small> R<small>ÄUBER</small>. 
"
Berakhot 10b:41,"M<small>AN ERWIDERTE IHM</small>: D<small>U HAST ES VERDIENT, SELBER</small> S<small>CHULD ÜBER DICH ZU BRINGEN, WEIL DU DIE</small> W<small>ORTE DER</small> S<small>CHULE</small> H<small>ILLELS ÜBERTRETEN HAST</small>.
"
Berakhot 11a:1,"GEMARA. Allerdings erklärt die Schule Hillels ihren Grund und [widerlegt] den Grund der Schule Šammajs, weshalb aber lehrt die Schule Šammajs nicht wie die Schule Hillels? – 
"
Berakhot 11a:2,"Die Schule Šammajs kann dir erwidern: demnach müßte die Schrift sagen: am Morgen und am Abend, es heißt aber: <i>wenn du dich niederlegst und wenn du aufstehst</i>; [dies bedeutet:] beim Niederlegen wirklich liegend, beim Aufstehen, wirklich stehend. – 
"
Berakhot 11a:3,"Wofür verwendet die Schule Šammajs [die Worte] <i>wenn du auf dem Wege gehst</i>? – 
"
Berakhot 11a:4,"Dieses verwendet sie für die folgende Lehre: <i>Wenn du in deinem Hause sitzest</i>, ausgenommen derjenige, der sich mit der Ausübung eines Gebotes befaßt; <i>wenn du auf dem Wege gehst</i>, ausgenommen der Bräutigam. Hieraus folgerten die Weisen: wer eine Jungfrau ehelicht, ist [vom Šema͑lesen] frei, wer eine Witwe, ist verpflichtet. 
"
Berakhot 11a:5,"Wieso ist diesDaß der sich mit der Ausübung eines Gebotes Befassende vom Šema͑ befreit ist.erwiesen?
"
Berakhot 11a:6,"R. Papa erwiderte: Aus [dem Worte] <i>Weg</i>; wie der Weg Freigestelltes ist, so auch bei allem anderen, was freigestellt. – 
"
Berakhot 11a:7,"Es kann ja auch vorkommen, daß einer zur Ausübung eines Gebotes geht, dennoch sagt der Allbarmherzige, daß er [das Šema͑] lese!? – Demnach sollte der Allbarmherzige schreiben: beim Sitzen und beim Gehen, wenn es aber heißt: <i>wenn du sitzest und wenn du gehst</i>, [so bedeutet dies:] wenn du für dich sitzest und für dich gehst, bist du verpflichtet, wenn aber zur Ausübung eines Gebotes, bist du befreit. – 
"
Berakhot 11a:8,"Denmach sollte das auch von dem gelten, der eine Witwe ehelicht!? – 
"
Berakhot 11a:9,"JenerDer sich in größerer Aufregung befindet.ist zerstreut, dieser aber nicht. –
"
Berakhot 11a:10,"Wenn dies von der Zerstreuung abhängt, sollte auch der [befreit sein], dessen Schiff im MeereDh. wer großen Schaden erlitten hat.unterging!? Wolltest du sagen, dem sei auch so, wieso sagte demnach R. Abba b. Zabda im Namen Rabhs, der Leidtragende sei zu allen in der Tora genannten Geboten verpflichtet, mit Ausnahme der Tephillin, weil es von ihnen Kopfschmuck heißt, denn es heißt:Ez. 24,17.<i>lege dir deinen Kopfschmuck an!</i>? –
"
Berakhot 11a:11,"Da ist er durch die Ausübung eines Gebotes zerstreut, hierbei aber durch Freigestelltes. 
"
Berakhot 11a:12,"(– Und die Schule ŠammajsWas schließt sie aus dem Satz: <i>wenn du auf dem Wege gehst!? – 
"
Berakhot 11a:13,"Dies verwendet sie zur Ausschließung desjenigen, der zur Ausübung eines Gebotes geht.) – 
"
Berakhot 11a:14,"Und die Schule HillelsDie das W. <i>Weg!? – Ich will dir sagen, es ist selbstverständlich, daß man es auch auf dem Wege lese.
"
Berakhot 11a:15,"Die Rabbanan lehrten: Die Schule Hilleis sagt, man lese stehend, man lese sitzend, man lese angelehnt, man lese auf dem Wege gehend, und man lese Arbeit verrichtend. Einst waren R. Jišma͑él und R. Elea͑zar b. A͑zarja an einem Orte (beim Essen) beisammen. R. Jišma͑él angelehnt und R. Elea͑zar b. A͑zarja stehend; als die Zeit des Šema͑lesens heranreichte, lehnte sich R. Elea͑zar an und R. Jišma͑él richtete sich auf. Da sprach R. Elea͑zar b. A͑zarja zu R. Jišma͑él: Bruder Jišma͑él, ich will dir ein Gleichnis sagen, womit dies zu vergleichen ist. Dies ist ebenso, als wenn man zu einem sagt: dein Bart ist schön gewachsen, und er erwidert: für die RasierendenDie gar keinen Bart haben; ostensiv anders als der andere. So sprachlich und logisch richtiger als die Erklärung Raschis.. So auch du. Solange ich stand, warst du angelehnt, jetzt aber, wo ich mich anlehne, richtest du dich auf. 
"
Berakhot 11a:16,"Dieser erwiderte: Ich handelte nach der Ansicht der Schule Hilleis, und du nach der Ansicht der Schule Šammajs. Und außerdem könnten die Schüler diesDaß wir lehnend lesen.bemerken und die Halakha für immer so festsetzen. 
"
Berakhot 11a:17,"Wozu das ‘außerdem’!? – 
"
Berakhot 11a:18,"Du könntest erwidern: auch nach der Schule Hillels kann dies lehnend erfolgen. Aber dies nur dann, wenn man bereits angelehnt war, du aber hast bis jetzt aufrecht gestanden und dich erst jetzt angelehnt, somit könnte man glauben, hieraus sei erwiesen, daß wir es mit der Schule Šammajs halten, und wenn die Schüler dies bemerken, könnten sie die Halakha für immer so festsetzen.
"
Berakhot 11a:19,"R. Jeḥezqel rezitierte: Wer nach der Lehre der Schule Šammajs verfährt, tut recht, und wer nach der Lehre der Schule Hillels verfährt, tut recht. 
"
Berakhot 11a:20,"R. Joseph aher sagt, wer nach der Lehre der Schule Šammajs verfährt, tut nichts, denn wir haben gelernt: Wenn jemand sich mit dem Haupte und dem größeren Teile des Körpers in der FesthütteWährend des 8 Tage dauernden Hüttenfestes muß eine vorschriftsmäßig rituell brauchbare Hütte dem erwachsenen Manne die Stelle der Wohnung (bei günstigem Wetter) vollständig vertreten., sein Tisch aber sich in der WohnungWenn die Hütte sehr klein u. an der Wohnung angebaut ist.befindet, so ist [die Festhütte] nach der Schule Šammajs unbrauchbar und nach der Schule Hillels brauchbar. 
"
Berakhot 11a:21,"Die Schule Hillels sprach zu der Schule Šammajs: Einst besuchten ja die Ältesten der Schule Šammajs und die Ältesten der Schule Hillels den R. Joḥanan Ben-Heḥoranith, und als sie ihn mit dem Haupte und dem größeren Teile des Körpers in der Festhütte und den Tisch in der Wohnung trafen, sagten sie ihm nichts!?
"
Berakhot 11a:22,"Diese erwiderten: Hieraus ein Beweis. Sie sagten auch zu ihm: Wenn du stets so verfährst, so hast du nie im Leben das Gebot des Hüttenfestes ausgeübt. 
"
Berakhot 11a:23,"R. Naḥman b. Jiçḥaq sagte: Wer nach der Lehre der Schule Šammajs verfährt, ist des Todes schuldig, denn wir haben gelernt: R. Tryphon erzählte: Einst befand ich mich unterwegs und lehnte mich an, um das Šema͑ nach der Schule Šammajs zu lesen, und setzte mich der Gefahr aus, wegen der Räuber. Man erwiderte ihm: Du hast es verdient, selber Schuld über dich zu bringen, weil du die Worte der Schule Hillels übertreten hast.
"
Berakhot 11a:24,"<sup>iv</sup> <b>A</b><small>M</small> M<small>ORGEN SPRECHE MAN ZWEI</small> S<small>EGENSSPRÜCHE VORHER</small>Vor und nach dem Šema͑.<small>UND EINEN NACHHER; AM</small> A<small>BEND SPRECHE MAN ZWEI VORHER UND ZWEI NACHHER, EINEN LÄNGEREN UND EINEN KÜRZEREN</small>.
"
Berakhot 11a:25,"W<small>O SIE EINEN LANGEN</small> S<small>EGENSSPRUGH ANGEORDNET HABEN, DARF MAN NICHT KÜRZEN, UND WO SIE EINEN KURZEN ANGEORDNET HABEN, DARF MAN NICHT VERLÄNGERN; WO DIE</small> S<small>CHLUSSFORMEL</small>Die bekannte Formel ‘Gesegnet seist du &amp;c.’ am Schluß des Segensspruches.<small>ZU SPRECHEN, DARF MAN SIE NICHT FORTLASSEN, WO DIE</small> S<small>CHLUSSFORMEL NICHT ZU SPRECHEN, DARF MAN SIE NICHT HINZUFÜGEN</small>.
"
Berakhot 11a:26,"GEMARA. Welchen Segensspruch spreche man? 
"
Berakhot 11a:27,"R. Ja͑qob erwiderte im Namen R. Oša͑jas: 
"
Berakhot 11b:1,"‘Er bildet das Licht und schafft die Finsternis’. –
"
Berakhot 11b:2,"Sage man doch: ‘Er bildet das Licht und schafft den Glanz’!? –
"
Berakhot 11b:3,"Man spreche, wie es in der Schrift heißtSo heißt es Jes. 45,7..
"
Berakhot 11b:4,"Sprechen wir etwa auch ‘Er stiftet Frieden und schafft Böses’, wie es in der SchriftSo heißt es Jes. 45,7.heißt!? Vielmehr heißt es in der Schrift ‘Böses’, und wir sagen beschönigendDer Segen lautet: Er bildet das Licht und schafft die Finsternis, er stiftet den Frieden und schafft alles.‘alles’, ebenso sollte man beschönigend ‘Glanz’ sagen!? 
"
Berakhot 11b:5,"Vielmehr, erwiderte Raba, um das Kennzeichen des Tages bei Nacht und das Kennzeichen der Nacht bei Tage zu erwähnen. – 
"
Berakhot 11b:6,"Allerdings das Kennzeichen der Nacht bei Tage, wie wir gesagt; ‘Er bildet das Licht und schafft die Finsternis’, wieso aber das Kennzeichen des Tages bei NachtDer angezogene Segen wird nur morgens gelesen.!? 
"
Berakhot 11b:7,"Abajje erwiderte: [Man sagtIm Segensspruche des Abends.ja:] ‘Er rollt hinweg das Licht vor der Finsternis und die Finsternis vor dem Lichte’. – 
"
Berakhot 11b:8,"Welcher ist der andereSegensspruch, den man morgens vor dem Šema͑ liest.? R. Jehuda erwiderte im Namen Šemuéls: [Das Gebet] ‘Mit großer Liebe’. So lehrte auch R. Elea͑zar seinen Sohn R. Pedath: ‘Mit großer Liebe’. 
"
Berakhot 11b:9,"Desgleichen wird gelehrt: Man sage nicht ‘Mit ewiger Liebe’, sondern ‘Mit großer Liebe’. Die Rabbanan aber sagen, man sage ‘Mit ewiger Liebe’, denn es heißt:Jer. 31,3.<i>ich liebte dich mit ewiger Liebe, daher zog ich dich mit Gnade heran</i>.
"
Berakhot 11b:10,"R. Jehuda sagte im Namen Šemuéls: Wer früh aufsteht, um zu lernen, muß, wenn bevor er das Šema͑ gelesen hat, den Segensspruch sagen, und wenn nachdem er das Šema͑ gelesen hat, ihn nicht sagen, denn er ist bereits durch [das Gebet] ‘Mit großer Liebe’In dem ebenfalls vom Studium der Tora gesprochen wird.davon befreit.
"
Berakhot 11b:11,"R. Hona sagte: Zum Studium der Schrift und des MidrašWörtl. Auslegung, sc. der Schrift, hauptsächlich homilelischen Charakters, jedoch gibt es auch halakhische Midrašim.muß man den Segensspruch sagen, zum Studium des Talmud braucht man keinen zu sagen. 
"
Berakhot 11b:12,"R. Elea͑zar sagte: Zum Studium der Schrift und des Talmud muß man den Segensspruch sagen, zum Studium der Mišna braucht man keinen zu sagen. 
"
Berakhot 11b:13,"R. Joḥanan sagte: Auch zum Studium der Mišna muß man den Segensspruch sagen.
"
Berakhot 11b:14,"
"
Berakhot 11b:15,"R. Ḥija b. Aši erzählte nämlich: Oft stand ich vor Rabh, um (Abschnitte) aus dem SiphraWörtl. Buch. Name eines bekannten halakhischen Midraš zum Buche Leviticus; die Pluralform Siphre führt ein solcher zu den beiden Büchern Numeri u. Deuteronomium.der Schule Rabhs zu lernen. Er wusch zuerst seine Hände, las den Segensspruch und dann erst lehrte er uns den Abschnitt. – 
"
Berakhot 11b:16,"Wie lautet der Segensspruch? R. Jehuda erwiderte im Namen Šemuéls: ‘Der uns geheiligt hat durch seine Gebote und uns befohlen hat, uns mit den Worten der Tora zu befassen’. 
"
Berakhot 11b:17,"R. Joḥanan beendete ihn also: ‘Laß angenehm sein, o Herr, unser Gott, die Worte deiner Tora in unserem Munde, sowie in dem Munde deines Volkes, des Hauses Jisraél. Mögen wir alle, unsere Nachkommen und die Nachkommen deines Volkes, des Hauses Jisraél, deinen Namen erkennen und uns mit deiner Tora befassen. Gepriesen seist du, o Herr, der sein Volk Jisraél die Tora lehrt’. 
"
Berakhot 11b:18,"R. Hamnuna sprach also: ‘Der uns von allen Völkern erwählt und uns seine Tora gegeben hat. Gepriesen seist du, o Herr, der du die Tora gegeben’. R. Hamnuna sagte: Dieser ist der beste unter den Segenssprüchen. 
"
Berakhot 11b:19,"Daher sage man sie alle.
"
Berakhot 11b:20,"Dort haben wir gelernt: Der Vorgesetzte rief ihnenDen tempeldiensttuenden Priestern beim Tempeldienst.zu: ‘Sprechet den einen Segensspruch’. Sodann sprachen sie ihn, lasen das Zehngebot, das ‘Šema͑Anfangsworte der drei Šema͑abschnitte.-vehaja-vajjomer’, sprachen mit dem Volke drei Segenssprüche: ‘WahrAnfangsworte des Gebetes nach dem Šema͑.und feststehend’, den Tempeldienstsegen und den Priestersegen; am Šabbath fügten sie einen Segensspruch für die abtretende PriesterwacheBeim Wechsel des Wachpostens. hinzu. – 
"
Berakhot 11b:21,"Welchen einen Segensspruch? – R. Abba und R. Jose b. Abba trafen einst in einem Orte ein, und man fragte sie, welcher dieser eine Segensspruch sei; sie wußten es aber nicht. Da gingen sie und fragten es R. Mathna, aber auch er wußte es nicht. Als sie endlich zu R. Jehuda kamen und ihn fragten, erwiderte er ihnen: Šemuél sagte, [das Gebet] ‘Mit großer Liebe’,
"
Berakhot 11b:22,"R. Zeriqa aber sagte im Namen R. Amis im Namen des R. Šimo͑n b. Laqiš, [das Gebet] ‘Er schafft das Licht’. Als R. Jiçḥaq b. Joseph kam, sagte er: Das, was R. Zeriqa gesagt [haben soll], ist nicht ausdrücklich gesagt worden, sondern aus einem Schlüsse gefolgert. R. Zeriqa sagte im Namen R. Amis im Namen des R. Šimo͑n b. Laqiš: DiesDie Aufforderung einen Segensspruch zu sprechen. besagt, daß die Segenssprüche voneinander unabhängig sind. 
"
Berakhot 11b:23,"Erklärlich ist [die Folgerung], die Segenssprüche seien voneinander nicht abhängig, wenn man sagt, daß sie [das Gebet] ‘Er schafft das Licht’ lasen, da sie ja [das Gebet] ‘Mit großer Liebe’ nicht lasen, 
"
Berakhot 12a:1,"wieso aber ist es erwiesen, daß die Segenssprüche voneinander unabhängig sind, wenn man sagt, sie lasen [das Gebet] ‘Mit großer Liebe’, vielleicht lasen sie [das Gebet] ‘Er schafft das Licht’ deshalb nicht, weil hierfür die ZeitDie Priesterwache las das Šema͑ vor Tagesanbruch.noch nicht herangereicht war, jedoch lasen sie es später, wenn die Zeit hierfür heranreichte!? 
"
Berakhot 12a:2,"Was ist denn dabei, wenn aus einem Schlusse!? – 
"
Berakhot 12a:3,"Da nur aus einem Schlusse, so ist zu erwidern: tatsächlich lasen sie [das Gebet] ‘Mit großer Liebe’, und wenn die Zeit zum [Gebete] ‘Er schafft das Licht’ heranreichte, lasen sie auch dieses. – Wieso sind demnach die Segenssprüche voneinander unabhängig!? – die ReihenfolgeEr schafft das L.’ ist das erste und ‘Mit großer Liebe’ ist das zweite Gebet.der Segenssprüche.
"
Berakhot 12a:4,"«Lasen das Zehngebot, das ‘Sema͑-vehaja-vajjomer’, ‘Wahr und feststehend’, den Tempeldienstsegen und den Priestersegen.»
"
Berakhot 12a:5,"R. Jehuda sagte im Namen Šemuéls: Auch in der ProvinzDh. außerhalb Jerušalems.wollte man esDie zehn Gebote beim Šema͑.lesen, wegen der Rederei der MinäerNach Raschi, weil sie hierin für ihre Behauptung, nur die zehn Gebote seien echt, eine Bestätigung finden könnten.aber nahm man davon Abstand. 
"
Berakhot 12a:6,"Desgleichen wird gelehrt: R. Nathan sagte: In der Provinz wollte man es ebenfalls lesen, wegen der Rederei der Minäer aber nahm man davon Abstand.
"
Berakhot 12a:7,"Rabba b. Bar Ḥana wollte es in Sura einführen, da sprach R. Ḥisda zu ihm: Längst hat man wegen der Rederei der Minäer davon Abstand genommen.
"
Berakhot 12a:8,"Amemar wollte es in Nehardea͑ einführen, da sprach R. Aši zu ihm: Längst hat man wegen der Rederei der Minäer davon Abstand genommen.
"
Berakhot 12a:9,"«Am Šabbath fügten sie einen Segensspruch für die abtretende Priesterwache hinzu.» Was war das für ein Segensspruch? R. Ḥelbo erwiderte: Die abtretende Priesterwache sprach zu der eintretenden (Priesterwache): ‘Der seinen Namen in diesem Hause wohnen läßt, lasse unter euch Liebe, Brüderschaft, Frieden und Freundschaft wohnen’.
"
