Index Title,Sanhedrin
Sanhedrin 23a:18,"R. Joḥanan erwiderte: Sie lehrten dies von den Gerichtsämtern in Syrien, autorisierte Richter aber nicht. – 
"
Sanhedrin 23a:19,"Wenn er aber im Schlußsatze lehrt, die Weisen sagen, nur dann, wenn er den Beweis erbringt, daß sie verwandt oder unzulässig sind, wenn sie aber zulässig oder vom Gerichte autorisiert sind, könne er sie nicht ablehnen, so ist ja zu entnehmen, daß R. Meír auch von autorisierten spreche!? – 
"
Sanhedrin 23a:20,"Er meint es wie folgt: wenn sie aber zulässig sind, so ist es ebenso als wären sie vom Gerichte autorisiert, und er kann sie nicht ablehnen. – 
"
Sanhedrin 23a:21,"Komm und höre: Sie sprachen zu R. Meír: Es kann nicht jeder ohne weiteres einen für das Publikum autorisierten Richter ablehnen!? – 
"
Sanhedrin 23a:22,"Lies: es kann nicht jeder ohne weiteres einen Richter ablehnen, den das Volk anerkannt hat. 
"
Sanhedrin 23a:23,"Desgleichen wird auch gelehrt: Er kann mit der Ablehnung fortfahren, bis er endlich ein für das Volk autorisiertes Gericht anerkennen muß – so R. Meír. – 
"
Sanhedrin 23a:24,"Aber Zeugen gelten ja als autorisiert, dennoch sagt R. Meír, dieser könne die Zeugen von jenem und jener die Zeugen von diesem ablehnen!? – 
"
Sanhedrin 23a:25,"Hierzu wurde ja gelehrt: Reš Laqiš sprach: Ein heiliger Mund sollte dies gesagt haben!? Man lese: den Zeugen. – 
"
Sanhedrin 23a:26,"Was sollte der [einzelne] Zeuge erwirken, wollte man sagen: eine Verurteilung, so hat ihn ja der Allbarmherzige abgelehnt<sup>7</sup><i class=""footnote"">Auf die Aussage eines Zeugen hin kann der Beklagte nicht verurteilt werden.</i>, wollte man sagen, einen Eid<sup>8</sup><i class=""footnote"">Bestreitet der Beklagte die ganze Schuldforderung, so kann er weder zur Zahlung noch zur Eidesleistung (nach biblischer Vorschrift) verurteilt werden: wenn er aber einen Teil derselben eingesteht, od, wenn ein Zeuge die Klage unterstützt, so wird der Beklagte zur Eidesleistung verurteilt.</i>, so ist er ja diesbezüglich ebenso glaubwürdig wie zwei!? – 
"
Sanhedrin 23a:27,"Tatsächlich eine Verurteilung, jedoch in dem Falle, wenn er ihn [zuerst] wie zwei [Zeugen] anerkannt hatte. – 
"
Sanhedrin 23a:28,"Er lehrt uns somit, daß er zurücktreten kann, und dies haben wir ja bereits gelernt!? Sagt einer: mein Vater ist mir glaubwürdig, oder: dein Vater ist mir glaubwürdig, oder: die drei Rinderhirten sind mir glaubwürdige<sup>9</sup><i class=""footnote"">Obgleich diese gesetzlich weder als Zeugen noch als Richter zulässig sind.</i>, so kann er später, wie R. Meír sagt, zurücktreten; die Weisen sagen, er könne nicht zurücktreten. 
"
Sanhedrin 23b:1,"Hierzu sagte R. Dimi, Sohn des R. Neḥemja, des Sohnes R. Josephs, wenn er ihn als einen<sup>10</sup><i class=""footnote"">Und außer ihm noch andere Richter, bezw. Zeugen vorhanden sind, die gesetzlich zulässig sind.</i>anerkannt hat!? – 
"
Sanhedrin 23b:2,"Dies ist nötig. Würde er nur den Fall vom Vater, seinem oder des anderen, gelehrt haben, [so könnte man glauben,] nur in diesem Falle sagen die Rabbanan, er könne nicht zurücktreten, weil sein oder des anderen Vater für andere zulässig ist, während sie in dem Falle, wenn er einen als zwei anerkennt, der auch für andere [als solche] nicht zulässig ist, R. Meír beipflichten. 
"
Sanhedrin 23b:3,"Und würde er nur den anderen Fall gelehrt haben, so könnte man glauben, nur in diesem Falle vertrete R. Meír seine Ansicht, während er in jenem Falle den Rabbanan beipflichtet. Daher ist beides nötig. – 
"
Sanhedrin 23b:4,"Wenn er aber im Anfangsatze ‘den Richter’ und im Schlußsatze ‘die Zeugen’ lehrt, so ist ja zu ersehen, daß es wörtlich zu nehmen ist!? 
"
Sanhedrin 23b:5,"R. Elea͑zar erwiderte: Wenn er selbst und noch jemand sie als unzulässig ablehnt. – 
"
Sanhedrin 23b:6,"Er selbst ist ja bei seiner Bekundung befangen? 
"
Sanhedrin 23b:7,"R. Aḥa, Sohn des R. Iqa, erwiderte: Wenn er ihm Bescholtenheit vorwirft. – 
"
Sanhedrin 23b:8,"Welche Bescholtenheit; wollte man sagen, des Raubes<sup>11</sup><i class=""footnote"">Was seine Unfähigkeit als Zeuge aufzutreten zur Folge hat.</i>, so ist er ja befangen!? – 
"
Sanhedrin 23b:9,"Vielmehr, Bescholtenheit inbetreff seiner Herkunft<sup>11</sup><i class=""footnote"">Was seine Unfähigkeit als Zeuge aufzutreten zur Folge hat.</i>. R. Meír ist der Ansicht, das Zeugnis beziehe sich auf die Familie, und er wird von selber unzulässig, und dio Rabbanan sind der Ansicht, immerhin ist er befangen.
"
Sanhedrin 23b:10,"Als R. Dimi kam, sagte er im Namen R. Joḥanans: Der Streit [besteht] nur über zwei Partien von Zeugen<sup>12</sup><i class=""footnote"">Wenn der Kläger 2 Partien von Zeugen erbringen zu können vorgibt, der Beklagte aber gegen die erste den Einwand der Unzulässigkeit erhebt; in diesem Falle ist er nicht mehr als parteiisch zu betrachten, da er vorläufig durch die Ablehnung der einen Partie nichts gewinnt.</i>; 
"
Sanhedrin 23b:11,"R. Meír ist der Ansicht, [der Prozeßführende] müsse den Beweis erbringen<sup>13</sup><i class=""footnote"">Dh. er muß auch die zweite Zeugenpartie bringen, u. event, ist diese entscheidend; die erste gilt von vornherein als unzulässig.</i>, und die Rabbanan sind der Ansicht, er brauche dies nicht<sup>14</sup><i class=""footnote"">Dh. obgleich der Kläger zwei Zeugenpartien erbringen zu können vorgibt, so ist er dennoch dazu nicht verpflichtet, somit gilt der Beklagte auch bezüglich der ersten Partie als parteiisch.</i>; bei einer Zeugenpartie aber stimmen alle überein, daß er sie nicht ablehnen könne. 
"
Sanhedrin 23b:12,"R. Ami und R. Asi fragten ihn: Wie ist es, wenn da nur eine Zeugenpartie vorhanden ist? – 
"
Sanhedrin 23b:13,"‘Wenn da nur eine Zeugenpartie vorhanden ist’, du sagtest ja, bei einer Zeugenpartie stimmen alle überein, daß er sie nicht ablehnen könne!? – Vielmehr: wie ist es, wenn die zweite Zeugenpartie als verwandt oder unzulässig befunden wird? 
"
Sanhedrin 23b:14,"Dieser erwiderte ihnen: Die ersten Zeugen haben ihr Zeugnis bereits abgelegt. Manche sagen, R. Aši erwiderte: Die ersten Zeugen haben ihr Zeugnis bereits abgelegt.
"
Sanhedrin 23b:15,"Es wäre anzunehmen, daß sie denselben Streit führen, wie Rabba und R. Šimo͑n b. Gamliél. 
"
Sanhedrin 23b:16,"Es wird nämlich gelehrt: Wenn jemand sich auf einen Schein und auf die Ersitzung beruft, so ist der Schein entscheidend<sup>15</sup><i class=""footnote"">Wenn jemand das Grundstück eines anderen 3 Jahre im Besitz hält, ohne daß dieser dagegen Einspruch erhebt, so geht es in seinen Besitz über; wenn der Vorbesitzer auf Herausgabe des Grundstückes klagt, u. der Besitzende sich auf die Ersitzung u. auf einen Kaufschein beruft, so muß er den Kaufschein vorlegen, obgleich sonst auch die Ersitzung allein ausreicht, da jeder Prozeßführende den Beweis seiner Behauptungen, selbst wenn diese irrelevant sind, erbringen muß.</i>– so Rabbi; R. Šimo͑n b. Gamliél sagt, die Ersitzung sei entscheidend. 
"
Sanhedrin 23b:17,"Dagegen wandten wir ein: Die Ersitzung und nicht der Schein!? Vielmehr [lese man:] auch die Ersitzung, 
"
Sanhedrin 23b:18,"und es ist uns bekannt, daß sie darüber streiten, ob [irrelevante Behauptungen] zu beweisen sind. – 
"
Sanhedrin 23b:19,"Nein, nach R. Šimo͑n b. Gamliél streiten sie überhaupt nicht, sie streiten nur nach Rabbi. R. Meír<sup>16</sup><i class=""footnote"">So besser nach den kursierenden Ausgaben.</i>ist ja der Ansicht Rabbis, 
"
Sanhedrin 23b:20,"aber auch die Rabbanan<sup>16</sup><i class=""footnote"">So besser nach den kursierenden Ausgaben.</i>können dir erwidern: nur bei der Ersitzung ist Rabbi dieser Ansicht, weil diese auf dem Kaufscheine beruht, hierbei aber, wo die eine Zeugenpartie nicht von der anderen Zeugenpartie abhängig ist, pflichtet auch Rabbi bei, daß er seine [irrelevante] Behauptung nicht zu beweisen brauche.
"
Sanhedrin 23b:21,"Als Rabin kam, sagte er im Namen R. Joḥanans: Der Anfangsatz spricht 
"
Sanhedrin 24a:1,"von unzulässigen Zeugen und zulässigen Richtern<sup>17</sup><i class=""footnote"">Wenn er Richter u. Zeugen ablehnt u. den Beweis für die Unzulässigkeit der letzteren angetreten hat.</i>, und da er den Beweis für die Unzulässigkeit der Zeugen erbracht hat, so kann er auch die Richter als unzulässig ablehnen; und der Schlußsatz spricht von unzulässigen Richtern und zulässigen Zeugen, und da er den Beweis für die Unzulässigkeit der Richter erbracht hat, so kann er auch die Zeugen als unzulässig ablehnen. 
"
Sanhedrin 24a:2,"Raba wandte ein: Einleuchtend ist es, daß er, wenn er den Beweis für die Unzulässigkeit der Zeugen erbringt, auch die Richter als unzulässig ablehnen kann, denn es gibt ja noch andere Gerichte<sup>18</sup><i class=""footnote"">Somit gilt er als unparteiisch.</i>, wieso aber kann er, wenn er den Beweis für die Unzulässigkeit der Richter erbringt, auch die Zeugen als unzulässig ablehnen, es sind ja weiter keine Zeugen vorhanden!? – 
"
Sanhedrin 24a:3,"In dem Falle, wenn noch eine Partie Zeugen vorhanden ist. – 
"
Sanhedrin 24a:4,"Wenn aber keine andere Partie vorhanden ist, so kann er sie nicht ablehnen, und dies ist ja die Ansicht R. Dimis!? – 
"
Sanhedrin 24a:5,"Sie streiten, ob man das ‘da’<sup>19</sup><i class=""footnote"">Dh. die oben angeführte Begründung; cf. Bd. V S. 35 Anm. 261.</i>berücksichtige; einer ist der Ansicht, man berücksichtige es, und einer ist der Ansicht, man berücksichtige es nicht.
"
Sanhedrin 24a:6,"Der Text. Reš Laqiš sagte: Ein heiliger Mund sollte dies gesagt haben!? Man lese: den Zeugen. 
"
Sanhedrin 24a:7,"Dem ist ja aber nicht so, U͑la sagte ja, wenn man Reš Laqiš im Lehrhause sah, [glaubte man,] er entwurzle Berge und zermalme sie aneinander<sup>20</sup><i class=""footnote"">Er war sehr scharfsinnig; wieso war er nun gegen R. Meír so bescheiden.</i>!? 
"
Sanhedrin 24a:8,"Rabina erwiderte: Wenn man aber R. Meír im Lehrhause sah, [glaubte man,] er entwurzle Berge über Berge und zermalme sie aneinander. 
"
Sanhedrin 24a:9,"Er meinte es vielmehr wie folgt: komm und sieh, wie sehr sie einander schätzten. 
"
Sanhedrin 24a:10,"So saß einst Rabbi und lehrte, man dürfe [am Šabbath] nichts kaltstellen; da sprach R. Jišma͑él b. Jose vor ihm: Mein Vater erlaubte das Kaltstellen. Hierauf sprach jener: Ein Greis<sup>21</sup><i class=""footnote"">Der genannte R. Jose.</i>hat dies bereits entschieden. 
"
Sanhedrin 24a:11,"R. Papa sprach: Komm und sieh, wie sehr sie einander schätzten, als R. Jose noch lebte, saß er vor Rabbi gebückt, denn R. Jišma͑él b. Jose war Amtsnachfolger seiner Vorfahren und saß vor Rabbi gebückt, dennoch sagte dieser über ihn: ein Greis hat es bereits entschieden.
"
Sanhedrin 24a:12,"R. Osa͑ja sagte: Es heißt:<sup>22</sup><i class=""footnote"">Zach. 11,7.</i><i>da nahm ich mir zwei Stäbe, den einen nannte ich Milde und den anderen nannte ich Verletzung</i>. Milde, das sind die Schriftgelehrten im Jisraéllande, die bei [der Erörterung] der Halakha milde gegen einander sind; Verletzung, das sind die Schriftgelehrten in Babylonien, die bei [der Erörterung] der Halakha einander verletzen.
"
Sanhedrin 24a:13,"<sup>23</sup><i class=""footnote"">Ib. 4,14.</i><i>Da sprach er zu mir: Das sind die beiden Söhne des mit Öl [Gesalbten], die da stehen &amp;c. Öl</i>, das sind, wie R. Jiçḥaq erklärte, die Schriftgelehrten im Jisraéllande, die sanft zu einander sind, wie das Olivenöl.<sup>24</sup><i class=""footnote"">Ib. V. 3.</i><i>Und daneben zwei Olivenbäume</i>, das sind die Schriftgelehrten in Babylonien, die bei [der Erörterung] der Halakha einander verbittern wie eine Olive.
"
Sanhedrin 24a:14,"<sup>25</sup><i class=""footnote"">Ib. 5,9,10,11.</i><i>Ich erhob meine Augen und sah zwei Weiber hervorkommen, und der Wind blies in ihre Flügel, sie hatten nämlich Flügel wie die Storchenflügel, und sie hoben das Epha zwischen Himmel und Erde empor. Da fragte ich den Engel, der mit mir redete: Wohin bringen sie das Epha? Er antwortete mir: Um ihr</i><sup>26</sup><i class=""footnote"">Einer der beiden Frauen, die weiter allegorisch ausgelegt werden.</i><i>eine Wohnung im Lande Šinea͑r zu bereiten</i>. R. Joḥanan erklärte im Namen des R. Šimo͑n b. Joḥaj: Das sind die Heuchelei und der Hochmut, die sich in Babel niederließen. – 
"
Sanhedrin 24a:15,"Ließ sich denn der Hochmut in Babel nieder, der Meister sagte ja, daß von den zehn Kab Hochmut, der über die Welt<sup>27</sup><i class=""footnote"">Cf. Qid. Fol. 49b.</i>kam, neun E͑lam und einen die ganze Welt erhielt!? – 
"
Sanhedrin 24a:16,"Allerdings, zuerst ließ er sich in Babel nieder, und allmählich breitete er sich über E͑lam aus. Dies ist ja auch zu beweisen, denn es heißt: <i>um ihr</i><sup>28</sup><i class=""footnote"">Also nur der einen, der Heuchelei.</i><i>eine Wohnung im Lande Šinea͑r zu bauen</i>; schließe hieraus. – 
"
Sanhedrin 24a:17,"Der Meister sagte ja aber, Armut sei ein Zeichen des Hochmutes, und die Armut ließ sich ja in Babel nieder!? – Unter Armut ist die Armut in der Tora zu verstehen, denn es heißt:<sup>29</sup><i class=""footnote"">Cant. 8,8.</i><i>wir haben eine kleine Schwester, noch ohne Brüste</i>, und R. Joḥanan erklärte, dies sei E͑lam<sup>30</sup><i class=""footnote"">Gemeint ist Daniél, der da lebte (cf. Dan. 8,2.) und für die Verbreitung der Tora nichts beigetragen hatte.</i>, dem es beschieden war zu lernen, nicht aber zu lehren. – 
"
Sanhedrin 24a:18,"Was bedeutet [der Name] Babel? R. Joḥanan erwiderte: Vermengt [balul] mit der Schrift, vermengt mit der Mišna und vermengt mit dem Talmud.<sup>31</sup><i class=""footnote"">Thr. 3,6.</i><i>Er hat mich in Finsternis versetzt, wie ewig Tote</i>, R. Jirmeja<sup>32</sup><i class=""footnote"">Vgl. S. 89 Anm. 214.</i>erklärte, daß sei die babylonische Lehrweise.
"
Sanhedrin 24a:19,"<sup>i</sup> <b>S</b><small>AGTE EINER</small><sup>33</sup><i class=""footnote"">Der Prozeßführenden zu seinem Gegner.</i>: <small>MEIN</small> V<small>ATER IST MIR GLAUBWÜRDIG, DEIN</small> V<small>ATER IST MIR GLAUBWÜRDIG, JENE DREI</small> H<small>IRTEN SIND MIR GLAUBWÜRDIG</small><sup>9</sup><i class=""footnote"">Obgleich diese gesetzlich weder als Zeugen noch als Richter zulässig sind.</i>, <small>SO KANN ER, WIE</small> R. M<small>EÍR SAGT, ZURÜCKTRETEN; DIE</small> W<small>EISEN SAGEN, ER KÖNNE NICHT MEHR ZURÜCKTRETEN</small>. 
"
Sanhedrin 24a:20,"W<small>ENN JEMAND SEINEM</small> N<small>ÄCHSTEN EINEN</small> E<small>ID SCHULDET, UND DIESER ZU IHM SAGT: BETEURE ES MIR BEI DEINEM</small> L<small>EBEN</small><sup>34</sup><i class=""footnote"">Und auf die vorschriftsmäßige Eidesleistung, beim Namen Gottes, verzichtet.</i>, <small>SO KANN ER, WIE</small> R. M<small>EÍR SAGT, ZURÜCKTRETEN; DIE</small> W<small>EISEN SAGEN, ER KÖNNE NICHT MEHR ZURÜCKTRETEN</small>.
"
Sanhedrin 24a:21,"GEMARA. R. Dimi, Sohn des R. Neḥemja, des Sohnes R. Josephs, erklärte: Wenn er ihn als einen<sup>35</sup><i class=""footnote"">Wenn die übrigen Richter, bezw. Zeugen als solche zulässig sind.</i>anerkannt hat. 
"
Sanhedrin 24a:22,"R. Jehuda sagte im Namen Šemuéls: Der Streit besteht nur über einen Verzicht<sup>36</sup><i class=""footnote"">Wenn der Kläger es ist, der die in der Mišna genannten Personen als Zeugen anerkennt.</i>, bei einem Zugeständnisse<sup>37</sup><i class=""footnote"">Wenn der Beklagte es ist, der sie anerkennt.</i>aber stimmen alle überein, daß er zurücktreten kann. R. Joḥanan aber sagte, der Streit bestehe über ein Zugeständnis. 
"
Sanhedrin 24a:23,"Sie fragten: Besteht der Streit nur über ein Zugeständnis, während bei einem Verzichte alle übereinstimmen, daß er nicht mehr zurücktreten kann, oder besteht der Streit über beides? – 
"
Sanhedrin 24a:24,"Komm und höre: Raba sagte, der Streit bestehe nur über ein Zugeständnis, während bei einem Verzichte alle übereinstimmen, daß er nicht mehr zurücktreten kann. 
"
Sanhedrin 24a:25,"Einleuchtend ist es nun, wenn du sagst, der Streit bestehe nur über ein Zugeständnis, während bei einem Verzichte alle übereinstimmen, daß er nicht mehr zurücktreten kann, denn Raba ist demnach der Ansicht R. Joḥanans; wessen Ansicht ist aber Raba, wenn du sagst, der Streit bestehe über beides!? – 
"
Sanhedrin 24a:26,"Raba hat seine eigene Ansicht. 
"
Sanhedrin 24a:27,"R. Aḥa b. Taḥlipha wandte gegen Raba ein: Wenn jemand seinem Nächsten einen Eid schuldet, und dieser zu ihm sagt: beteure es mir bei deinem Leben, so kann er, wie R. Meír sagt, zurücktreten; die Weisen sagen, er könne nicht mehr zurücktreten. 
"
Sanhedrin 24b:1,"Dies gilt ja wahrscheinlich von einem Eide des Beklagten<sup>38</sup><i class=""footnote"">Wörtl. von denen, die schwören u. nicht zahlen, bezw. u. erhalten.</i>, was also einem Verzichte gleicht!? – 
"
Sanhedrin 24b:2,"Nein, von einem Eide des Klägers<sup>38</sup><i class=""footnote"">Wörtl. von denen, die schwören u. nicht zahlen, bezw. u. erhalten.</i>, was einem Zugeständnisse gleicht. – 
"
Sanhedrin 24b:3,"[Vom Zugeständnisse] wird es ja schon im Anfangsatze gelehrt!? – 
"
Sanhedrin 24b:4,"Er lehrt es von Fällen, in denen [das Vertrauen] andere betrifft, und von Fällen, in denen [das Vertrauen] ihn selbst betrifft. 
"
Sanhedrin 24b:5,"Und beides ist nötig. Würde er es nur von dem Falle gelehrt haben, in dem [das Vertrauen] andere betrifft, [so könnte man glauben,] nur da sei R. Meír der Ansicht, daß er zurücktreten kann, weil er keinen endgültigen Verzicht<sup>39</sup><i class=""footnote"">Wörtl. ihm nicht unbeschränkt [sc. die strittige Sache] zueignet.</i> leistet, denn er denkt, wer sagt, daß sie zu seinen Gunsten entscheiden werden, während er in einem Falle, wo das Vertrauen ihn selbst betrifft, den Rabbanan beipflichte. 
"
Sanhedrin 24b:6,"Und würde er es nur von diesem Falle gelehrt haben, [so könnte man glauben,] nur in diesem Falle vertreten die Rabbanan ihre Ansicht, während sie in jenem Falle R. Meír beipflichten. Daher ist beides nötig.
"
Sanhedrin 24b:7,"Reš Laqiš sagte, der Streit bestehe nur über den Fall, wenn dies vor Schluß der Verhandlung erfolgt, wenn aber nach Schluß der Verhandlung, so stimmen alle überein, daß er nicht mehr zurücktreten könne; R. Joḥanan aber sagte, der Streit bestehe über den Fall, wenn nach Schluß der Verhandlung. 
"
Sanhedrin 24b:8,"Sie fragten: Besteht der Streit nur über den Fall, wenn nach Schluß der Verhandlung, wenn aber vor Schluß der Verhandlung, stimmen alle überein, daß er zurücktreten kann, oder besteht der Streit über beides? – 
"
Sanhedrin 24b:9,"Komm und höre: Raba sagte, wer einen Verwandten oder einen Unzulässigen anerkannt hat, könne vor Schluß der Verhandlung zurücktreten, nicht aber nach Schluß der Verhandlung. 
"
