Index Title,Gittin
Gittin 12a:5,"Hier wird von dem Falle gesprochen, wenn er zu ihm gesagt hat: rechne deine Händearbeit für deine Ernährung auf. – 
"
Gittin 12a:6,"Dem entsprechend bei einer Frau, wenn er zu ihr gesagt hat: rechne deine Händearbeit für deine Ernährung auf; wieso sollte er es nicht [dürfen]!? – Bei einer Frau, wenn es nicht reichtEr muß ihr einen Zuschuß geben.. – 
"
Gittin 12a:7,"Auch bei einem Sklaven, wenn es nicht reicht!? – Was soll der Herr oder die Herrin mit einem Sklaven, der das Brot seines Bauches nicht wertDiesem braucht er keinen Zuschuß zu geben.ist!? – 
"
Gittin 12a:8,"Komm und höre: Wenn ein Sklave in eine Asylstadt verbannt wordenWegen einer fahrlässigen Tötung; cf. Dt. 19,1ff.ist, so braucht sein Herr ihn nicht zu ernähren; und noch mehr: sogar seine Händearbeit gehört seinem Herrn. Schließe hieraus, daß der Herr zu seinem Sklaven sagen darf: arbeite für mich und ich ernähre dich nicht. – 
"
Gittin 12a:9,"Hier wird von dem Falle gesprochen, wenn er zu ihm gesagt hat: rechne deine Händearbeit für deine Ernährung auf. – Wieso gehört demnach seine Händearbeit seinem Herrn!? – Der Überschuß. – 
"
Gittin 12a:10,"Vom Überschusse ist es ja selbstverständlich!? – Man könnte glauben, da er, wenn dieser nichts hat, ihm nichts gibt, er auch, wenn dieser einen Überschuß hat, ihn nichtVielmehr kann der Sklave den Überschuß für eine Zeit aufsparen, in der er weniger verdient.erhalte, so lehrt er uns. – 
"
Gittin 12a:11,"Weshalb gerade in einer Asylstadt!? – Man könnte glauben [die Worte]Dt. 4,42.<i>er bleibe leben</i> besagen, daß er für seinen Lebensunterhalt sorge, so lehrt er uns. – 
"
Gittin 12a:12,"Wenn es aber im Schlußsatze heißt, daß, wenn eine Frau in eine Asylstadt verbannt worden ist, ihr Ehemann sie ernähren müsse, so wird ja von dem Falle gesprochen, wenn er esDaß sie ihren Verdienst für ihren Unterhalt aufrechne.ihr nicht gesagt hat, denn wenn er es ihr gesagt hätte, brauchte er es nicht, 
"
Gittin 12a:13,"und wenn der Schlußsatz von dem Falle spricht, wenn er es nicht gesagt hat, so spricht wohl auch der Anfangsatz von dem Falle, wenn er es nicht gesagt hat!? – 
"
Gittin 12a:14,"Tatsächlich, wenn er es zu ihm gesagt hat, nur gilt dies von einer Frau, wenn es nicht reicht. – 
"
Gittin 12a:15,"Wenn es aber im Schlußsatze heißt, daß, wenn er ihr sagt, sie möge ihre Händearbeit für ihre Ernährung aufrechnen, er dies dürfe, so spricht ja der Anfangsatz von dem Falle, wenn er es ihr nicht gesagt hat!? – Er meint es wie folgt: 
"
Gittin 12a:16,"wenn sie auskommt, und er zu ihr sagt, sie möge ihre Händearbeit für ihre Ernährung aufrechnen, so darf er dies. – 
"
Gittin 12a:17,"Wenn sie auskommt, so ist es ja selbstverständlich!? – Man könnte glauben:Ps. 45,14.<i>In Herrlichkeit weilt die Königstochter drinnen</i>Eine Frau soll lieber dag Haus hüten u. es nicht wegen des Unterhaltes verlassen., so lehrt er uns.
"
Gittin 12a:18,"Es wäre anzunehmen, daß hierüberOb der Herr seinem Sklaven den Unterhalt verweigern dürfe.Tannaím streiten: R. Šimo͑n b. Gamliél sagte: In den Jahren der Dürre kann der Sklave zu seinem Herrn sagen: entweder unterhalte mich oder laß mich frei. Die Weisen sagen, dies bleibe seinem Herrn überlassen. 
"
Gittin 12a:19,"Ihr Streit besteht wahrscheinlich in folgendem: einer ist der Ansicht, er dürfe es, und einer ist der Ansicht, er dürfe es nicht. – 
"
Gittin 12a:20,"Glaubst du? Wieso heißt es demnach: entweder unterhalte mich oder lasse mich frei, es sollte doch heißen: entweder unterhalte mich oder lasse mir meine Händearbeit für meinen Unterhalt!? Und weshalb wird dies ferner gerade von Jahren der Dürre gelehrt!? 
"
Gittin 12a:21,"Hier wird vielmehr von dem Falle gesprochen, wenn er zu ihm gesagt hat: rechne deine Händearbeit für deine Ernährung auf, und in den Jahren der Dürre reicht sie nicht aus. 
"
Gittin 12a:22,"R. Šimo͑n b. Gamliél ist der Ansicht, [er könne sagen:] entweder unterhalte mich oder lasse mich frei, damit die Leute diesDaß er keinen Herrn hat, der für ihn sorgt.sehen und sich meiner erbarmen, und die Rabbanan sind der Ansicht, wer sich der Freien erbarmt, erbarmt sich auch der Sklaven. –
"
Gittin 12a:23,"Komm und höre: Rabh sagte: Wenn jemand die Hände seines Sklaven dem Heiligtume geweiht hat, so kann dieser Sklave borgenWenn er vorher verdient, so verfällt der Verdienst sofort dem Heiligtume.und essen, arbeiten und bezahlen. Hieraus ist somit zu entnehmen, daß der Herr zum Sklaven sagen dürfe: arbeite für mich und ich ernähre dich nichtHier wird wohl von dem Falle gesprochen, wenn der Herr ihm keinen Unierhalt gibt, daher kann er über seine Arbeit verfügen.. – 
"
Gittin 12b:1,"Hier wird von dem Falle gesprochen, wenn er ihm Ernährung gewährt. – Weshalb soll 
"
Gittin 12b:2,"er demnach borgen und essen!? – Als ZuschußMehr als er sonst von seinem Herrn erhält.. – 
"
Gittin 12b:3,"Das Heiligtum kann ja zu ihm sagen: bis jetzt bist du ohne Zuschuß ausgekommen, du brauchst auch jetzt keinen Zusrhuß!? – Das Heiligtum ist damit einverstanden, damit der Sklave gedeiheEr verdient dann mehr.. – 
"
Gittin 12b:4,"Wieso kann er arbeiten und bezahlen, [der Verdienst] wird ja sukzessiv heilig!? – In [Quantitäten] unter dem WerteLeiste er seine Zahlungen: solche Beträge werden vom Heiligtume nicht erfaßt.einer Peruṭa. 
"
Gittin 12b:5,"DiesDaß hier von dem Falle gesprochen wird, wenn der Herr ihm Unterhalt gibt.ist auch einleuchtend, denn Rabh sagte, daß, wenn jemand die Hände seines Sklaven dem Heiligtume weiht, der Sklave arbeite und esse, denn wer würde, wenn er nicht arbeiten würde, für ihn sorgen. 
"
Gittin 12b:6,"Einleuchtend ist es, wenn du sagst, jene LehreNach welcher seine Arbeit dem Heiligtume gehört.spreche von dem Falle, wenn er ihn unterhält, und er dürfe esSeinem Sklaven den Unterhalt verweigern.nicht, und dieseDie 2. Lehre R.s, nach welcher seine Arbeit dem Heiligtume nicht gehört.von dem Falle, wenn er ihn nicht unterhält, 
"
Gittin 12b:7,"wieso aber heißt es, wenn du sagst, jene spreche von dem Falle, wenn er ihn nicht unterhält, und er dürfe es, denn wer würde, wenn er nicht arbeiten würde, für ihn sorgen: wer dies wünscht, sorgeDa der Herr ihm ohnehin keinen Unterhalt gibt.für ihn!? 
"
Gittin 12b:8,"Hieraus ist somit zu entnehmen, daß er es nicht dürfe. Schließe hieraus. – 
"
Gittin 12b:9,"Komm und höre: R. Joḥanan sagte: Wenn jemand die Hand des Sklaven eines anderen abgehauen hat, so zahle er Versäumnis und Kurkosten an seinen Herrn und der Sklave werde von Almosen ernährt. Schließe hieraus, daß der Herr zu seinem Sklaven sagen dürfe: arbeite für mich und ich ernähre dich nicht. – 
"
Gittin 12b:10,"Hier wird von dem Falle gesprochen, wenn er ihm Ernährung gewährt. – Wieso ist er demnach von Almosen zu ernähren!? – Der Überschuß
"
Gittin 12b:11,"Da er als Kranker bessere Nahrung braucht., – Wieso heißt es demnach ‘ernährt’, es sollte doch ‘unterhalten’Worunter auch die Bedürfnisse außer der notdürftigen Ernährung zu verstehen sind.heißen!? Vielmehr ist hieraus zu entnehmen, daß er dies dürfe. Schließe hieraus.
"
Gittin 12b:12,"Der Meister sagte: So zahle er Versäumnis und Kurkosten an seinen Herrn. – Vom Versäumnis ist dies ja selbstverständlich!? – Nötig ist dies wegen der Kurkosten. – 
"
Gittin 12b:13,"Die Kurkosten sind ja für ihn selber, da er sie zur Kur braucht!? – In dem Falle, wenn [die Heilung] auf fünf Tage bemessen worden ist und man für ihn eine scharfe Mixtur bereitet hat, sodaß sie in drei Tagen erfolgt ist; man könnte glauben, er hat ja SchmerzenSomit gehöre ihm auch die durch seine Schmerzen erzielte Differenz.gehabt, so lehrt er uns.
"
Gittin 12b:14,"Es wird gelehrt: R. Elea͑zar sagte: Wir sprachen zu Meír: Es ist ja eine Bevorteilung für den Sklaven, daß er aus dem Besitze seines Herrn in Freiheit gelangt!? Er erwiderte uns: Es ist eine Benachteiligung für ihn, denn wenn er Sklave eines Priesters ist, so macht er ihn dadurch für die Hebe untauglich. Wir entgegneten ihm: Wenn er ihn nicht ernähren und nicht unterhalten will, steht es ihm jaSomit erleidet der Sklave durch die Freilassung keinen Nachteil.frei!? 
"
Gittin 12b:15,"Er erwiderte uns: Der Sklave eines Priesters, der seinem Herrn entläuft, und die Frau eines Priesters, die sich ihrem Manne widersetzt, dürfen Hebe essen, dieser aber darf sie nicht essen. Bei einer Frau aber ist dies eine Benachteiligung, denn dadurch macht er sie für die Hebe untauglich und der Ernährung verlustig. – 
"
Gittin 12b:16,"Was sagten sie ihm und was erwiderte er ihnen? – Er sprach zu ihnen wie folgt: ihr habt mir hinsichtlich der Ernährung entgegnet, was aber habt ihr hinsichtlich der HebeAllerdings kann ihm der Herr die Nahrung verweigern, nicht aber die Berechtigung, Hebe zu essen.zu entgegnen!? 
"
Gittin 13a:1,"Wolltet ihr erwidern, [der Herr] kann, wenn er will, ihm die Urkunde zuwerfen und ihn hierfür untauglich machen, so kann dieser ihn verlassen und fortlaufen. 
"
Gittin 13a:2,"Der Sklave eines Priesters, der seinem Herrn entläuft, und die Frau eines Priesters, die sich ihrem Manne widersetzt. dürfen Hebe essen, dieser aber darf sie nicht essen. – 
"
Gittin 13a:3,"Er hat ihnen ja treffend erwidert!? Raba erwiderte: Das ist es, was sie ihm in der Mišna erwiderten: weil er sein Eigentum ist; denn, wenn er will, nimmt er vier Zuz von einem JisraélitenAls geringen Kaufpreis für den fortgelaufenen Sklaven; er geht dann in den Besitz des Jisraéliten über u. ist für den Genuß von Hebe untauglich.und macht ihn hierzu untauglich, wo er sich auch befindet. –
"
Gittin 13a:4,"Einleuchtend ist es nach R. Meír vom Sklaven eines Priesters, wie ist es aber vom Sklaven eines Jisraéliten zu erklären!? R. Šemuél b. R. Jiçḥaq erwiderte: Weil er ihm eine kenaa͑nitische Magd entziehtDie ihm als Sklaven erlaubt ist; die Freilassung erfolgt somit zu seiner Benachteiligung.. – 
"
Gittin 13a:5,"Im Gegenteil, er macht ihm ja eine FreieDie er als Sklave nicht heiraten darf.erlaubt!? – Einem Sklaven ist die Zügellosigkeit lieb; jene ist ihm gefügig, häufig und unkeusch.
"
Gittin 13a:6,"<sup>vi,2</sup> <b>W</b><small>ENN JEMAND GESAGT HAT, DASS MAN DIESEN</small> S<small>CHEIDEBRIEF SEINER</small> F<small>RAU ODER DIESEN</small> F<small>REILASSUNGSBRIEF SEINEM</small> S<small>KLAVEN GEBE, UND GESTORBEN IST, SO GEBE MAN IHN NICHT NACH SEINEM</small> T<small>ODE; WENN ABER, DASS MAN JEMAND EINE</small> M<small>INE GEBE, UND GESTORBEN IST, SO GEBE MAN SIE IHM NACH SEINEM</small> T<small>ODE</small>.
"
Gittin 13a:7,"GEMARA. R. Jiçḥaq, Sohn des Šemuél b. Martha, sagte im Namen Rabhs: Nur dann, wenn [die Mine] reserviert in einem WinkelUnd er sagt, daß man diese jenem gebe.liegt. – 
"
Gittin 13a:8,"Von wem wird hier gesprochen, wenn von einem Gesunden, so ist ja nichts dabei, daß sie reserviert ist, jener hat sie ja nicht an sichDie Schenkung beweglicher Sachen wird durch das Ansichziehen seitens des Beschenkten perfekt; solange dies nicht geschehen ist, kann der Schenkende od. sein Erbe zurücktreten.gezogen, und wenn von einem Sterbenskranken, so sollte es doch nicht nur von einer reservierten, sondern auch von einer nicht reservierten gelten, denn es ist uns ja bekannt, daß die Worte eines Sterbenskranken als geschrieben und übergebenDer Beschenkte hat sie sofort erworben.gelten!? 
"
Gittin 13a:9,"R. Zebid erwiderte: Tatsächlich von einem Gesunden, und zwar nach R. Hona im Namen Rabhs, denn R. Hona sagte im Namen Rabhs: [Wenn jemand zu einem gesagt hat:] ich habe bei dir eine Mine, gib sie diesem, so hat sie dieser, wenn sie alle drei beisammen sind, erworbenWie er weiter erklärt, gilt dies nur von einem Depositum, das reserviert daliegt, nicht aber von einem Darlehen, das verausgabt wird.. 
"
Gittin 13a:10,"R. Papa erwiderte: Tatsächlich von einem Sterbenskranken, und zwar nach einer anderen Lehre Rabhs, denn Rabh sagte: Wenn ein Sterbenskranker gesagt hat, daß man jemand eine Mine von seinem Vermögen gebe, so gebe man sie ihm, wenn er ‘diese Mine’ gesagt hat, und gebe ihm nicht, wenn er ‘eine Mine’ gesagt hat,
"
Gittin 13a:11," denn es ist zu berücksichtigen, er habe vielleicht eine vergrabene MineDaher gebe man sie ihm nur dann, wenn sie reserviert ist.gemeint. 
"
Gittin 13b:1," Die Halakha ist, man berücksichtige das Vergrabene nicht. – Weshalb erklärt R. Papa nicht wie R. Zebid? – 
"
Gittin 13b:2," R. Papa ist der Ansicht, Rabh lehrte dies sowohl von einem Darlehen als auch von einem DepositumBei einem Gesunden ist es also einerlei, ob das Geld reserviert ist od. nicht.. – 
"
Gittin 13b:3," Weshalb erklärt R. Zebid nicht wie R. Papa? – Unsere Mišna ist auf einen Sterbenskranken nicht zu beziehen. – Wieso dies? – Diese lehrt, daß, wenn jemand gesagt hat, daß man diesen Scheidebrief seiner Frau oder diesen Freilassungsbrief seinem Sklaven gebe, und gestorben ist, mau ihn nach seinem Tode nicht gebe. 
"
Gittin 13b:4," Nur wenn er gestorben ist, wenn er aber lebt, gebe man wohl; nurDann gilt dies von einem Lebenden.wenn er ‘gebt’ gesagt hat, wenn er aber nicht ‘gebt’ gesagtSondern nur einen solchen zu schreiben angeordnet hat.hat, gebe man nicht. Bei einem Sterbenskranken aber gebe man, auch wenn er nicht ‘gibt’ gesagt hat. 
"
Gittin 13b:5," Wir haben nämlich gelernt: Vormals sagten sie, wenn jemand, der in Halseisen hinausgeführt wird, sagt, daß man seiner Frau einen ScheidebriefDamit sie der Schwagerehe (cf. Dt. 25,5ff.) nicht verfalle.schreibe, schreibe man ihn undObgleich er den Auftrag zur Aushändigung nicht ausdrücklich erteilt hat.gebe ihr; später sagten sie es auch von einem zur See oder mit einer Karawane Ausreisenden. 
"
Gittin 13b:6," R. Šimo͑n Šezori sagt dies auch von einem lebensgefährlich [Kranken]. 
"
Gittin 13b:7," R. Aši wandte ein: Wer sagt uns, daß unsere Mišna die Ansicht des R. Šimo͑n Šezori vertritt, vielleicht die der Rabbanan!?
"
Gittin 13b:8,"Der Text. R. Hona sagte im Namen Rabhs: [Wenn jemand zu einem gesagt hat:] ich habe bei dir eine Mine, gib sie diesem, so hat dieser sie, wenn sie alle drei beisammen sind, erworben. Raba sagte: Die Lehre Rabhs ist einleuchtend bei einem DepositumVgl. Anm. 276., nicht aber bei einem Darlehen, 
"
Gittin 13b:9,"aber bei Gott, Rabh sagte es auch von einem Darlehen. Es wurde auch gelehrt: Šemuél sagte im Namen Levis: [Wenn jemand zu einem gesagt hat:] ich habe bei dir ein Darlehen, gib es diesem, so hat dieser es, wenn sie alle drei beisammen sind, erworben. – 
"
Gittin 13b:10,"Aus welchem Grunde? Amemar erwiderte: Es ist, als ob er beim Empfange des Geldes zu ihmDer Gläubiger zum Schuldner.gesagt haben würde: ich unterwerfeZur Zahlung verpflichtet; durch den jetzigen Auftrag stellt et sich heraus, daß der Schuldner dem Gläubiger schon beim Leihen diesen Betrag abgetreten hatte.mich dir und all deinen Rechtsnachfolgern. 
"
Gittin 13b:11,"R. Aši sprach zu Amemar: Demnach erwerben, wenn er es später Geborenen zueignet, die beim Empfange des Geldes noch nicht vorhanden waren, diese es nicht? 
"
Gittin 13b:12,"Und selbst R. Meír, welcher sagt, man könne das, was man noch nichtWörtl. das noch nicht in die Welt gekommen ist.hat, zueignen, sagt dies nur von einer Sache, die bereits auf der WeltJed. nicht imi Besitze der betreffenden Person, zBs. den Ertrag eines Obstgartens od. einer Jagd.ist, nicht aber von einer Sache, die noch nicht auf der Welt ist. 
"
Gittin 14a:1,"Vielmehr, erklärte R. Aši, 
"
Gittin 14a:2,"für den Nutzen, daß ihm ein altee Darlehen in ein neues umgewandeltDurch den Auftrag, seine Schuld an den Gläubiger zu zahlen, was aber nicht sofort erfolgt.wird, verpflichtet er sichUnd tritt ihm willig das Geld ab, sodaß dieser es sofort erwirbt.dazu. 
"
Gittin 14a:3,"Hona Mar, Sohn des R. Neḥemja, sprach zu R. Aši; Demnach erwerben Leute, wie aus dem Hause des Bar Eljašib, die einen binden und mit Gewalt sofortDer Schuldner hat dadurch keinen Nutzen u. tritt ihm das Geld nicht willig ab.nehmen, es nicht!? 
"
Gittin 14a:4,"Wolltest du sagen, dem sei auch so, so hast du ja deine Worte in Grade geteilt!? 
"
Gittin 14a:5,"Vielmehr, erklärte Mar Zuṭra, diese drei Dinge haben die Rabbanan als Halakha ohne Begründung gelehrt. Eines ist dies. Eines ist das, was R. Jehuda im Namen Šemuéls gesagt hat, daß, wenn jemand sein ganzes Vermögen seiner Frau verschrieben hat, er sie nur zur Verwalterin gemacht habe. Und eines ist das, was R. Ḥenana gesagt hat, daß, wenn jemand seinen erwachsenen Sohn in einem [besonderen] HauseIn dem er nicht wohnt, sondern das er eigens für die Hochzeit hergerichtet hat.verheiratet hat, dieser es erworben habe.
"
Gittin 14a:6,"Einst sprach Rabh zu R. Aḥa Bardala: Ich habe bei dir einen Kab Safran, gib ihn diesem, und in seiner Gegenwart sage ich dir, daß ich davon nicht zurücktreten werde. – 
"
Gittin 14a:7,"Demnach könnte er, wenn er es wollte, zurücktreten!? – Er meinte es wie folgt: in einem solchen FalleWenn der Auftrag in Gegenwart des Empfängers erfolgt, sodaß er die Sache sofort erwirbt.gibt es kein Zurücktreten. – 
"
Gittin 14a:8,"Dies sagte ja Rabh bereits einmal!? R. Hona sagte nämlich im Namen Rabhs: [Wenn jemand zu einem gesagt hat:] ich habe bei dir eine Mine, gib sie diesem, so hat er sie, wenn sie alle drei beisammenWenn der Auftrag in Gegenwart des Empfängers erfolgt, sodaß er die Sache sofort erwirbt.sind, erworben. – 
"
Gittin 14a:9,"Aus dieser Lehre würde man es nur von einer bedeutenden Gabe gewußt haben, bei einer geringen aber, könnte man glauben, sei die Gegenwart nicht erforderlich, so lehrt er uns.
"
Gittin 14a:10,"Einst rechneten Gärtner mit einander ab, und bei einem von ihnen blieb ein Betrag von fünf Stater zurück. Da sagten sie zu ihm in Gegenwart des Grundeigentümers, daß er sie diesem gebe, und er eignete sie ihm zu.
"
Gittin 14a:11," Später rechnete er allein nach und fand. daß bei ihm nichts zurückgeblieben sei. Hierauf kam er zu R. Naḥman, und dieser sprach zu ihm: Wie soll ich dir helfen; erstens ist die Lehre R. HonasDaß, wenn der Empfänger zugegen ist, er die Sache sofort erwerbe.im Namen Rabhs zu berücksichtigen, und zweitens hast du sie ihm zugeeignet. 
"
Gittin 14a:12," Raba sprach zu ihm: Dieser sagt ja nicht, daß er nicht geben wolle, sondern daß bei ihm nichts vorhanden sei. – Demnach ist dies eine auf einem Irrtume beruhende Zueignung, und von einer auf einem Irrtume beruhenden Zueignung kann er zurücktreten.
"
