1:1	אמרו רז״ל. אבות פ״ד מי״ג, ועי׳ חזית פ׳ טוב שם משמן טוב,
12:121	אכילת פסחים ואכילת זבחים. כ״ה במכילתא ובמשנה לא תני בה אכילת פסחים ואכילת זבחים. ובמשנה שבירושלמי דפוס מגנצא עם פי׳ מרבינו שלמה סירליאו כתוב במשנה ואכילת פסחים לכן מזה תראה לאמרו בירושל׳ שם אנן תנינן אכילת פסחים אית דלא תני אכילת פסחים. ובמשנה שבבבלי לא תני בה אכילת פסתים ופריך עלה דמתניתין ואילו אכילת פסחים לא קתני ורבינו הביא כמו שהיו לפניו במכילתא.
12:122	ולא צלי שפוד. מכילתא שם.
12:123	אסכלה. כמו אסכרה והמלה יונית........ (בראטראסט).
12:124	ולא צלי חרס של תנור.  וכ״ה בכ״י פלארענץ ופ״ב ובילקוט הגי׳ ולא צלי תנור של חרס ובמכילתא לפנינו ולא צלי התנור. ובילקוט שם חסר הציון מכילתא כי הציון זבחים נ״ז מוסב רק עלהביאמר א״כ מה ת״ל בלילה.
12:125	הוסיף לו. מכילתא.
12:126	מנין. שם.
12:127	ד״א. מכילתא שם.
12:128	אין נא. מכילתא שם. ועיין רש״י והראב״ע ועיין פסחים מ״א ע״א.<br>קכח. לשון אנינה כו׳. הוא דברי רבינו.
12:129	ולא בשל ומבושל. עד לחייב על החי. הם דברי רבינו.
12:130	לחייב על החי. מכילתא.
12:131	אין לי אלא במים. מכילתא.
12:132	וק״ו. במכילתאהביאמר וק״ו הוא מובא ברישא בשם ר׳ ישמעאל ואח״כ מובא בשם ר״ע מה שהביא המחבר ברישא, ועיין פסחים י״א ע״א.
12:133	לפי שמצינו בישול בפסח. שענינו צלי עיין מכילתא שם אין בשל אלא צלי כו׳.
12:134	ויבשלו את הפסח. וכן מובא בכ״י פלארענץ וגם במכילתא מובא כן ובמקרא כתוב ויבשלו הפסח.
12:135	מה ת״ל. עיין מכילתא.
12:136	מקולס. מכילתא ועיין פסחים ע״ד ע״א וברש״י שם.
12:137	אלו הדקין. עיין פסחים שם וברש״י עה״ת.
12:138	לפי שאין לוקין. מכות ה׳ ע״ב וע״ש י״ג ע״ב.
12:139	ולא יוסיף. בקרא לא בלי וי״ו.
12:140	ליתן לו בקר שני לשריפתו. שבת כ״ד ע״ב.
12:141	מגיד שאינו נשרף עד אור י״ו. מכילתא שם סוף פ״ו ועיין במפרשי המכילתא.
12:142	במס׳ שבת. כ״ד ע״ב.
12:143	ואמרינן. שבת כ״ג ע״ב.
12:144	ואם חל י״ו להיות בשבת. מכילתא שם.<br>קמד. ולא מפרישין חלת האור. פסחים מ״ו ע״א.
12:145	כיוצאי דרכים. מכילתא פ״ז וילקוט רמז קצ״ט בשם המכילתא וברש״י עה״ת מתניכם חגורים מזומנים לדרך.
12:146	ר׳ יוסי הגלילי. מכילתא שם.
12:147	במס׳ שבת. דף ט׳ ע״ב ע״ש.
12:148	שני חפזון. מכילתא שם, ועיין ברכות ט׳ ע״א. ודרש בחפזון ב׳ חפזון.
12:149	ב׳ עפרים. חולין פ״ג ע״ב.
12:150	שיהיו כל מעשיהם. מכילתא שם.
12:151	ר׳ יהודה. מכילתא וכןהביאמרים שלאחריו.
12:152	וכן בסדום.  זה ליתא במכילתא. וע״ש ותמצא ראיות אחרות.
12:153	אלו הדמויות שהם אבני שיש. וכ״ה בכ״י פלארענץ. ונשמט לפנינו במכילתא וכן ליתא בילקוט רמז קצ״ט בשם המכילתא.
12:154	של אבן נמסת. בילקוט הגי׳ של אבן היתה נמסס, של עץ היתה מרקבת של מתכת נעשית חלודה. ובמכילתא לפנינו צלם של אבן הי׳ נימוח ושל עץ הי׳ נרקב, ושל מתכת היה נעשה חררה, ועיין רש״י עה״ת.
12:155	בשבועה אני נפרע מהם. כ״ה במכילתא וכן גורס הילקוט. ובאיפת צדק גורס בשמי אני נפרע מהם.
12:156	ולא לאחרים לאות. מכילתא שם, וכןהביאמרים שאחר זה מקורם במכילתא.
12:157	ר׳ יאשיה. מכילתא.
12:158	ר׳ יונתן. מכילתא.
12:159	אפילו ביתו של ישראל כו׳. עיין רש״י עה״ת.
12:160	זו תוכחה. עד הזהרו בעצמכם הם דברי רבינו.
12:161	יום שהוא לכם לזכרון. מכילתא שם.
12:162	לרבות ימות המשיח. במכילתא שינהוג הדבר לדורות.
12:163	ושומע אני כל מין מצה. מכילתא פ״ח וילקוט רמז ר״א בשם המכילתא.
12:164	יכול אף מעשה קדירה. מכילתא שם ומובא בילקוט.
12:165	מיכן תשובה. מנחות ם״ו ע״א ספרא אמור פי״ב ועיין רש״י והראב״ע והרמב״ן ויקרא כ״ג י״א.
12:166	מעי״ט. מכילתא. ועיין פסחים ה׳ ע״א.
12:167	ר״ע אומר. במכילתא לפגינו הוא בשם ר׳ יונתן וכן מובא בילקוט והאיפת צדק הגיה גם במכילתא שצ״ל ר׳ עקיבא עפ״י מאמרם בפסחים שם.
12:168	ר׳ יוסי הגלילי. מכילתא.<br>קסח. דתנן אוכלין כו׳. פסחים י״א ע״ב:
12:169	מן אח״ס בט״ע גי״ף דכ״ץ. וכן מצאתי ברש״י פסחים דף ה׳ ע״א וז״ל. אך חלק אכין ורקין מיעוטין אלמא מקצת היום מותר ומקצתו אסור ומעתה יש לנו לחלק חציו לאיסור וחציו להיתר, ואיכא דאמר אך הוא ח״ץ בגימטריא דאח״ס בט״ע גי״ף דכ״ץ ותופס חי״ת תחת א׳ וצד״י במקום כ׳ עכ״ל ואולי כוון במה שכתב ״ואיכא דאמר״ לדברי בעל לקח טוב שחי בימיו.
12:170	קודם יום הראשון. והיינו עי״ט, פסחים ד׳ ע״ב ועיין ברש״י ובהראב״ע.
12:171	בכל דבר שהוא נשבת. פסחים כ״א ע״א ושם כ״ז ע״ב.
12:172	דתנן. ביצה ב׳ ע״א וכןהביאמרים שלאחריו נמצא פסחים מ׳ ע״ב ביצה ז׳ ע״ב פסחים מ״ב ע״א. שם מ״ח ע״א, מ״ב ע״א והמאמר ותחת הכוכבים ליתא בגמ׳ ונובע מבה״ג ה׳ פסחים ושם הגי׳ תחת הרקיע.
12:173	במס׳ פסחים. ל׳ ע״ב.
12:174	אין הכרתה אלא הפסקה. מכילתא שם.
12:175	יכול תלך אל עם אחר. מכילתא שם.
12:176	לימדך. הוספת רבינו והסיום רשותי בכל מקום הוא ממכילתא.
12:177	עונש שמענו. מכילתא שם סוף פ״ח. ועיין פסחים כ״ח ע״ב.
12:178	ארעם במאכל ובמשתה. במכילתא בא פ״ט הגי׳ כבדהו במאכל ובמשתה ובכסות נקיה. ובספרי פנחס סי׳ קמ״ז איתא ביום הראשון מקרא קודש אירעו במאכל ובמשתה ובכסות נקיה. וכן ת״א על וביום הראשון מקרא קדש וביומא קדמאה מערע קדיש ובתיב״ע מארע קדיש וכן וקראת לשבת ענג (ישעיה נ״ח י״ג) ת״י ותערע לשבתא בתפנוקין וז״ל הרמב״ן (ויקרא כג ב) אשר תקראו אותם מקראי קודש. מקרא קדש מלשון קרואי העדה, ואחר כן יאכלו הקרואים, וכן על מכון הר ציון ועל מקראיה, המקומות שנקראים שם שיתקבצו בהם קרואי העדה ואונקלוס עשאו מלשון אשר יקרא אתכם באחרית הימים לשון מאורע, בכל יום שיארעו תעשו אותם קדש. ורז״ל אמרו ארעם במאכל ובמשתה ובכסות נקיה, כלומר שלא יהא חוקה אצלך כחק שאר הימים אבל תעשה להם מקרא של קדש לשנות במאכל ובמלבוש מחול לקודש וגם זה דעת אונקלוס עכ״ל, ומדברי רבינו טוביה ז״ל נראה כי הי׳ לפניו הגי׳ גם במכילתא ארעם במאכל ובמשתה.
12:179	מנין לרבות חולו של מועד. מכילתא שם, ועיין ברמב״ן ויקרא כ״ג ז׳ ובפי׳ התורה והמצוה להרב הגאון הגדול מהרמ״ל מלבים ז״ל ספרא אמור פרשה י״ב אות קפ״ז.
12:180	כי חדות וגו׳ עד ואני פורע. זה ליתא במכילתא. ונמצא בגמרא ביצה ט״ו ע״ב.
12:181	אפילו ע״י אינו יהודי. מכילתא שם.<br>קפא. לרבות הדלקת הנר. עיין מכילתא סוף ויקהל, ובגמרא ביצה כ״ב ע״ב ושם כ״ג ע״א בתוס׳ ובירושלמי ביצה פ״ה ה״ב.
12:182	לפי שאין בין יו״ט. מגילה ז׳ ע״א, וביצה כ״ח ע״ב.
12:183	אפילו בהמה. מכילתא. ועיין ירושלמי ביצה פ״א הלי״א.
12:184	במס׳ יו״ט. ביצה כ״ח ע״א וע״ב.
12:185	הוא ולא מכשיריו. ביצה כ״ח ע״ב.
12:186	זה הכלל. ביצה שם.
12:187	ולא מילה. שבת כ״ד סע״ב.
12:188	מיכן אמרו. ביצה כ״א ע״ב.
12:189	ומה ראית להוציא את העובד כוכבים ולרבות את הבהמה כו׳ הבהמה מזונותיה עליך העובד כוכבים אין מזונותיו עליך. עיין מכילתא שם מה ראית לחלוק שאתה מוזהר על הבהמה ואין אתה מוזהר על א״י. ובילקוט רמז ר״א במאמר המתחיל אך אשר יאכל מה ראיתה לחלק שאתה מוזהר על הבהמה ואין אתה מוזהר על האחרים שהאחרים אין מזונותם עליך אבל הבהמה מזונותיה עליך. והוא כמו שהביא רבינו.
12:190	שמרהו שלא תביאהו לידי פסול. מכילתא, ומובא בילקוט שם, וברש״י עה״ת שלא יבואו לידי חמוץ.
12:191	שכן אמר. צ״ל מיכן אמרו. ובמכילתא שם מכאן אמרו. והוא במשנה פסחים מ״ח ע״ב.
12:192	אמרו חכמים, פסחים שם ומכילתא.
12:193	והאוכלו חייב מיתה. כ״ה הגי׳ במכילתא. אולם במשנה נאמר לנכון האוכלו חייב כרת. וכן הגיה בעל זה ינחמנו במכילתא שם וכן הביא הרב בעל מאיר עין, דחמץ בכרת ולא במיתה.
12:194	מיכן אמרו. במשנה פסחים שם.
12:195	ר׳ יאשי׳. מכילתא, וילקוט שם, ומובא גם ברש״י עה״ת.
12:196	היינו דתנן. אבות פ״ה מכ״ג.
12:197	בן תימא. במשנה אבות שם יהודה בן תימא ובכ״י פלארענץ בן זומא אמר.
12:198	מגיד שביום יצאו. מכילתא שם.
12:199	אלו צבאות ישראל. מכילתא.
12:200	הרי כבר נאמר. מכילתא.
12:201	לרבות דברים שהם משום שבות. עיין ברמב״ן עה״ת, ועיין במאיר עין אות כ״ב.
12:202	מקרא קודש אסור משום שבות, ז״ל המכילתא ואף חולו של מועד יהא משום שבות אסור והדין נותן הואיל ויום הראשון ויום האחרון קרוין מקרא קודש וחולו של מועד קרוי מקרא קודש ויו״ט הראשון והאחרון הרי הן אסורין משום שבות חולו של מועד שהוא קרוי מקרא קודש אינו דין שיהא אסור משום שבות, ת״ל ביום הראשון שבתון. ורבינו קצר בלשונו.
12:203	הכתוב קבעו חובה. מכילתא פ״י, והסיום ושאר כל הימים רשות הוא במכילתא פ״ח.
12:204	להביא לילות כימים. מכילתא ועיין במאיר עין, ומדות סופרים.
12:205	חסר וי״ו לרבות שאר כל דהו. הוא דברי רבינו מדנפשי׳ וכן הביא הרב בעל מנחת שי בשמו על הכתוב תשביתו שאר חסר וי״ו וכלהון דכוותיה ונדרש בלקח טוב להביא שאר כל שהוא.
12:206	אין לי אלא בבל ימצא. מכילתא שם. ומובא בילקוט רמז ר״ב.
12:207	אף זה בבל יראה ובבל ימצא. הוספתי כמו שהוא לנכון בכ״י פלארענץ וכ״י פ״ב, וכ״ה במכילתא.
12:208	מה ביתך ברשותך. מכילתא ומובא בילקוט שם. ופי׳ ברייתא זו עיין ברמב״ן, ובמפרשי המכילתא.
12:209	אבל אינו ברשותו. המלות שהוספתי הוא שהשמיט המעתיק מן אבל אינו הראשון עד אבל אינו השני ונמצא לנכון בכ״י פלארענץ וכ״י פ״ב וגם לפנינו במכילתא. ובילקוט בשם המכילתא.
12:210	אני אקרא. עיין מכילתא ורש״י עה״ת.
12:211	ת״ל כי כל אוכל מחמצת. הסגרתי מלת מחמצת והצגתי מלת חמץ וכן הוא בטעות בכ״י פלארענץ ונמצא לנכון בכ״י פ״ב וגם במכילתא לפנינו.
12:212	כל איסורין. הם דברי רבינו מדנפשי׳.
12:213	כתב בוי״ו ופי׳ ביו״ד וכן ניקודו. כוונתו כי כתוב בוי״ו והניקוד ההוא בחירק תחת הה״א, כמו שמות י״ב ט״ו וי״ט. ל״א י״ד. ויקרא ז׳ כ׳ וכ״א וכ״ז, וכן כ׳ ו׳, ובמדבר ט׳ י״ג, וט״ו ל׳, בכולם נקוד ההוא.
12:214	שמא תאמר. מכאן עד ת״ל ונכרתה מעדת ישראל ליתא במכילתא לפנינו.
12:215	ואם יאמר. מכילתא פ״ח ופ״י וילקוט שם.
12:216	לפי שהוא עושה מעשה ישראל. במכילתא וילקוט לפי שהוא עושה מעשה בישראל. וברש״י עה״ת לפי שהנס נעשה לישראל הוצרך לרבות את הגרים.
