Index Title,"Maskil LeDavid, Genesis",Found Rashi Ref,Text
"Maskil LeDavid, Genesis 18:16:1",וישקיפו וכו׳ מתנות עניים וכו׳ אע״ג דקרא במעשרות מיירי ובש״ס חגיגה דמהתם הוציא זה רש״י התם נמי אי׳ גדול כחן של מוציאי מעשרות מ״מ מאחר שבכלל המעשרות הוא מעשר עני משמע ליה לרש״י דה״ה לכל מתנות עניים ונראה שהוכרח רש״י לומר כן לפי שהרגיש בעצמו מה שהקשה הרב החזקוני על כלל זה מקרא דכתיב צדק משמים נשקף דהכא ודאי אינו לרעה ובמ״ש רש״י מתורץ יפה דצדק משמים נשקף דמצות הצדקה גדול כחה דמשמים נשקף להפוך מדת הרוגז לרחמים בזכותה ומה שהק׳ עוד הרב הנז׳ מקרא כי השקיף ממרום קדשו ההוא נמי ל״ק מידי דהתם מתפלל המשורר על הגאולה באומרו וייראו גוים את שם ה׳ וכו׳ כי בנה וכו׳ פנה אל תפלת הערער וכו׳ כי השקיף ממרום קדשו וכו׳ לשמוע אנקת אסיר וכו׳ ואה״נ שהיא השקיפה לרעה על צורר נפשינו להשיב גמולם בראשם ואה״נ מה שהק׳ מקרא דמי זאת הנשקפה כמו שחר ההוא נמי נדרש במדרש חזית על גאולת ישראל שדומה לשחר שבתחלה איכא קדרותא ומייתי התם קרא כי אשב בחושך ה׳ אור לי וא״ש דכיון דנשקפה דהיינו בצרות אז הויא גאולה כמו שחר ממש ועוד דבפ׳ בשלח דרשו הפ׳ הזה על גלות בבל שעם כל צרותם של ישראל קדשו שם שמים ע״ש. ושוב ראיתי להרב הנח״י שכתב דלמעשר דוקא קרי מתנות עניים דאין לפ׳ על שאר מתנות עניים דבהדיא אמרי׳ התם בש״ס דזכות הצדקה אינה מהפכת מידת הרוגז לרחמים וכו׳ ע״ש ואחר המחילה ליתא. דאיברא דהתם אי׳ לך ה׳ הצדקה וכו׳ א״ר נחמיה אפי׳ בשעה שאנו עושים את הצדקה מביטים אנו במעשים שלנו ויש לנו בושת פנים ואין לנו שעה שאנו באין בזרוע אלא כשאנו מוציאים המעשרות וכו׳ ומכח זה משמע ליה להרב דמאי דקאמר בתר הכי ר׳ אלכסנדרי גדול כחן וכו׳ הוא דוקא במעשר ולא בצדקה מיהו אי מהא לא אירייא דבתר הכי איתא נמי על המעשר מאי דאיתא בצדקה וז״ל אפי׳ בשעה שאנו מוציאים מעשרותינו אנו מביטים במעשינו וכו׳ בנוהג שבעולם אדם נותן שדהו לאחרים חולק עמו בשוה אבל הקב״ה כל העולם שלו וכו׳ ולא אמרתי לך שתתן לי אלא מעשר וכו׳ הוי לך ה׳ הצדקה ע״כ הרי שבההוא אנפא דאמרו על הצדק׳ אמרו נמי על המעשר:,,
"Maskil LeDavid, Genesis 18:17:1",המכסה וכו׳ קראתי אותו וכו׳ הא דפי׳ תרתי משום דבתרתי איכא סמך מקרא דכתי׳ ואברה׳ היו יהיה לגוי גדול ועצום דהיינו שירש את ארץ טובה. ועוד ונברכו בו כל גויי הארץ שהרי הוא נקרא אב המון גוים וכלם מתברכים בו:,,
"Maskil LeDavid, Genesis 18:18:1",ואברהם וכו׳ מדרש אגדה וכו׳ ופשוטו וכו׳ הפשט הוא ע״ד מה שפירש בדבור דלעיל ואמנם הקדים להביא המדרש משום דלפשוטו תקשי דתיבת ואברהם מיותרת דהול״ל המכסה אני מאברהם וכו׳ והלא היו יהיה לגוי גדול ועצום אבל על פירוש המדרש ניחא דה״ק ואברהם הואיל ונזכר צריך לברכו היו יהיה וכו׳:,,
"Maskil LeDavid, Genesis 18:21:1",ארדה וכו׳ ד״א וכו׳ הוצרך לזה דאי לפי׳ קמא ק׳ דהא תחילה כתיב זעקת וכו׳ וחטאתם כי כבדה וכו׳ א״כ היכי אפ׳ לפרשן ארדה נא ללמד שצריך ראייה א״כ לא הול״ל בתחלה וחטאת׳ וכו׳ דהא מכיון שהחליט שרשעים גמורים הם תו לא צריך לכתוב אח״כ ארדה אלא מעיקרא הו״ל לכתבו ולמ״א ק׳ דהעיקר חסר בכתוב דהיינו וכן עומדין במרדן:,,
"Maskil LeDavid, Genesis 18:21:2",הכצעקתה של מדינה נר׳ דרצ״ל שהמדינה בעצמה צועקת כנגדם ודומיא למאי דכתיב כי אבן מקיר תזעק וכו׳ וכדאמור רבנן מי מעיד בו אבני ביתו וכו׳ וצריך לומר דאף על גב שהיה גלוי לפניו יתברך שאין גם אחד בהם צדיק אפילו הכא ביקש שיתפלל לראות צדקתו לכל באי עולם שלא השחית חלילה צדיק עם רשע דאדרבא אם היה מוצא היו מצילים הצדיקים את הרשעים אלא שלא מצא:,,
"Maskil LeDavid, Genesis 18:23:1",ויגש וכו׳ לפיוס ויגש אליו יהודה ט״ס הוא וצ״ל ויגשו בני יהודה אל יהושע ומקר׳ הוא בספר יהושע וכן הוא בב״ר וכן עיקר דאילו קרא דויגש אליו יהודה איברא דאיכא התם פיוס מיהו איכא נמי התם תפילה ומלחמה ג״כ שדיבר אליו קשות ומ״ש דנקטיה לגבי פיוס ותדע דהתם נמי בקרא דויגש אליו יהודה דרשו כה״ג בב״ר מצינו הגשה לפיוס ולתפילה ולמלחמה ומייתי הנך גופייהו. ומסיים ולכל נכנס יהודה ע״ש והטעם דהכא הביא רש״י המדרש והתם לא הביאו משום דהתם אין מוכרח דשפיר איכא לפרשו כפשוטו ויגש אליו כלומר אצלו כדרך הבא לדבר עם אדם ביחוד שמתקרב אצלו אבל הכא לא שייך לומר ויגש אברהם לגבי׳ הקדוש ברוך הוא משו״ה הוצרך הכא לדרשה:,,
"Maskil LeDavid, Genesis 18:24:1",חמשים וכו׳ עשרה וכו׳ משום דקי״ל אחד עשרה ואחד עשרה ריבוא והו״ל העיר בינונית וקי״ל ורב חסד מטה כלפי חסד והיינו דקאמר בתר הכי וא״ת לא יצילו הצדיקים וכו׳ כלו׳ וא״ת דלא קי״ל הכי כמ״ד א׳ עשרה ואחד עשרה ריבוא:,,
"Maskil LeDavid, Genesis 18:25:1",כדבר הזה לא הוא וכו׳ אפשר דלא הוה מיירי לעשות כלייה בכלם וכיוצא בו מיירי לענין שלא יצילו הצדיקים את הרשעים אלא הואיל ואין ביה טענה חזקה לא אמרה בפירוש ורמזה בכף דכדבר דר״ל ולא כיוצא ונר׳ שעל זה כיונו בב״ר דקאמר ולא דפחותה מינהו:,,
"Maskil LeDavid, Genesis 18:25:2",חלילה לך לעה״ב כלומר כדין שבעה״ב גם כן חלילה לך לדון כך:,,
"Maskil LeDavid, Genesis 18:27:1",ואנכי עפר וכו׳ ע״י המלכים וכו׳ הוצרך לזה דמל׳ הכתו׳ מוכח ואנכי עפר ואפר בא ליתן טע׳ למה הואלתי לדבר הואיל לפי שהוא עפר ואפר וא״כ הו״ל טעם לפגם דאדרבא יש לו לשתוק מפני זה דהול״ל אף כי אנכי עפר ואפר לכך פי׳ דוק׳ הואלתי לדבר לפי שראיתי מדת רחמיך במה שעמדת לי וכו׳:,,
"Maskil LeDavid, Genesis 19:1:1",המלאכים ולהלן וכו׳. זה נמשך עם הדבור דלעיל דבשלמא בל״ז הייתי אומר דלעיל קראם אנשים לפי ששם לא היו עושים שום שליחות והכא שהלכו לעשות שליחותם קראם מלאכים אבל מדחזינ׳ שהשלישי נסתלק שכבר עשה שליחותו הרי התם נמי הוא שליחות א״כ אין שינוי זה תלוי בשליחות מעתה למה לעיל קראם אנשים וכאן מלאכים ומה שהוצרך לפרש ב׳ פירושים דלפי׳ קמא ק׳ דאדרב׳ כלפי שכינה שייך טפי לקרותם מלאכים שזה הוא כבוד לשכינה שהם מלאכים כלו׳ משרתיו עושי רצונו ולפי׳ שני נמי ק׳ דכמה פעמים מצינו גם צדיקים גמורים שכחם גדול דקרי להו מלאכים דיעקב ויפגעו בו מלאכי אלהים וישלח יעקב מלאכים וכן רבים:,,
"Maskil LeDavid, Genesis 19:1:2",בערב וכי וכו׳ דאל״כ מאי קמ״ל בערב מאי נ״מ לידע שהיה בערב. א״נ דהול״ל ויבאו וכו׳ בערב סדומה אלא מוכח דה״ק ויבאו סדומה מיד באותו רגע אלא שנשתהו שם מליכנס עד הערב לראות אם יוכל אברהם ללמד עוד סניגוריא:,,
"Maskil LeDavid, Genesis 19:1:3",וירא וכו׳ מבית אברהם וכו׳ נר׳ דנפ״ל מדלא כתיב ויראם ומאי וירא אלא וירא בבית אברהם ומש״ה היה עושה מצות אנשים מלומדה:,,
"Maskil LeDavid, Genesis 19:2:1",הנה נא וכו׳ ד״א וכו׳ דלפירוש א׳ ק׳ דמאי נ״מ בכל דבריו אלא שאמר עתה אתם אדונים לי. מאחר שעברתם וכו׳ לא הול״ל אלא סורו נא וכו׳ ולפירוש ב׳ נמי ק׳ דהול״ל אדני הנה נא סורו וכו׳:,,
"Maskil LeDavid, Genesis 19:2:2",ויאמרו וכו׳ מכאן שמסרבין וכו׳ דליכא לומר שהטעם שהיו מסרבין לפי שהיו רוצין להשחית העיר מיד דא״כ אמאי בתר הכי המתינו עד הבוקר ועוד דא״א לומר שהי״ל להשחיתה בלילה שהרי מוכרח היה שימתינו עד הבוקר מהטעם שהביא רש״י בתר הכי לפי שהיו מהן עובדין לחמה וכו׳ והכי נמי ליכא למימר שהטעם שהיו מסרבין לפי שהיו חוששין שלא יהרגוהו אנשי העיר שהרי בידם היה כח להצילו אלא מכאן שמסרבין וכו׳:,,
"Maskil LeDavid, Genesis 19:4:1",טרם וכו׳ כך נדרש וכו׳ ב׳ דברים תקנו עם דרשה זו דתרווייהו קשה לפי הפשט חדא הכפל ואנשי העיר אנשי סדום ועוד דהול״ל טרם ישכבו ויסובו אנשי העיר וכו׳ את הבית:,,
"Maskil LeDavid, Genesis 19:4:2",כל העם וכו׳ א׳ מוחה וכו׳ ק׳ דדילמא היה בהם איזה צדיק אלא שהיה מתיירא למחות בידם שמא יקומו עליו ויהרגוהו לכך נראה דהכוונה לומר שלא היה לשום א׳ שסילק עצמו מלבוא בענין שבזה היה לו מקום אם היה רוצה למחות בידם לאו הכי אלא כלם באו שאפי׳ צדיק א׳ אין בהם ולאו למימרא שכלם היו סביב הבית שזה לא יתכן שעם רב כל אנשי העיר היו סביבות בית א׳ אלא הענין שכלם יצאו ברחובות קריה ללכת שמה באופן שנקרא שכלם נסבו על הבית ובזה אין צריך למה שנדחק הרא״ם ז״ל דלא כלם הלכו שא״א שכלם נסבו בית א׳ אלא שכל מי שיש בידו למחות מעלה עליו וכו׳ דמפשט דברי רבותינו שאפי׳ צדיק אין בהם משמע הכי:,,
"Maskil LeDavid, Genesis 19:9:1",גש הלאה וכו׳ ד״א גש הלאה ל׳ נחת וכו׳ לאו דוקא נחת דהא בסמוך קאמר שדבר נזיפה הוא לומר אין אנו חוששין לך אלא כלו׳ ל׳ נחת לגבי מ״ש על האורחים שאמרו לו הא׳ בא לגור וכו׳ עתה נדע לך וכו׳:,,
"Maskil LeDavid, Genesis 19:11:1",מקטן וכו׳ התחילו בעבירה וכו׳ דליכא למימר דקמ״ל שבקלקלה מתחילין מן הקטן דהא כבר למדנו מקללתו של נחש שנתקלל הוא תחילה ואח״כ חוה וכו׳ ועוד דא״כ אימא קרא קטון וגדול דאין לומר דא״כ הוה משמע כלם כאחד. ליתא דאי כלם כאחד קאמר לא לכתוב קרא כלל רק ואת האנשים אשר פתח הבית כלם אלא מכיון שהזכיר קטן וגדול פשיטא דהוה משמע קטן תחילה וממילא הוה ילפי׳ דבקלקלה מתחילין מן הקטן ואם כן מאי מקטן ועד גדול א״ו ללמדנו דמי שהתחיל וכו׳ ולכך כתיב באותו לשון עצמו דכתיב מנער ועד זקן:,,
"Maskil LeDavid, Genesis 19:12:1",עוד מי וכו׳ ובניך בני בנותיך וכו׳ הכרחו של רש״י ז״ל דודאי לפי האמת צריכים למימר שלא הי״ל בנים מדכתיב בתר הכי ויצא לוט וידבר אל חתניו ולא כתב ג״כ אל בניו וכיון דודאי המלאכים היו יודעים האמת ל״ל למימר ליה ובניך לא לימא אלא עוד מי לך חתן ובנותיך א״ו דבבני הבנות מיירי שיודעים היו המלאכים דודאי הוו להו בנים ומ״ש הרא״ם ז״ל שהמלאכים היו מסופקים וכו׳ אחר המחילה מרוממות גדולתו אינו נר׳ דאע״ג דאמרי ליה בל׳ ספק מי לך וכו׳ אין ספק דלפניה׳ היה גלוי האמת ומ״ש ע״פ המדרש שהיה מלמד עליהם סניגוריא אין להק׳ ממה דפי׳ לעיל שאמר לוט דרובם רשעים די״ל שכוונתו בכאן כמ״ש במדרש שהיה מלמד עליהם רחמים כלו׳ הן אמת שרשעים הם אלא דמ״מ אפשר להמליץ קצת עליה׳ שיהיו מרוחמים אבל כשבאו לעשות אותה הנבלה הגדולה א״ל מי לך פה לבקש עליהם רחמים:,,
"Maskil LeDavid, Genesis 19:15:1",הנמצאות וכו׳ ומדרש אגדה וכו׳ הוצרך לרמוז המד׳ משום דע״פ פשוטו עדין ק״ק דהל״ל שתי בנותיך אלה וכיוצא א״נ שתי בנותיך לחוד ודי בזה דפשיטא שעל אותן שבבית קאמר אלא מוכח דמלת הנמצאות למדרש אתא ב׳ מציאות רות ונעמה אלא מיהא הואיל ואינו קרוב לפשט לא כתבי׳ בבירור:,,
