Index Title,"Shulchan Arukh, Yoreh De'ah"
"Shulchan Arukh, Yoreh De'ah 190:18","<i data-commentator=""Be'er HaGolah"" data-order=""47""></i>כיון שכתמים דרבנן מקילין בהם ותולה בכל דבר <i data-commentator=""Pithei Teshuva"" data-order=""31""></i>שיכולה לתלות כיצד שחטה בהמה חיה או עוף או נתעסקה בכתמים או ישבה בצד המתעסקים בהם או <i data-commentator=""Be'er HaGolah"" data-order=""48""></i>שעברה בשוק של טבחים ונמצא דם בבגדיה תולה בה וטהורה <i data-commentator=""Be'er HaGolah"" data-order=""49""></i>אפילו לובשת ג' חלוקים זה על זה ונמצא אפילו בתחתון טהורה <i data-commentator=""Be'er HaGolah"" data-order=""50""></i>אבל אם נמצא על בשרה אינה תולה <i data-commentator=""Siftei Kohen"" data-order=""32""></i><i data-commentator=""Torat HaShlamim"" data-order=""23""></i>אלא א""כ יש לה מכה בגופה אז תולה בה אפילו על בשרה אם הוא במקום שאפשר לדם לנטף משם <i data-commentator=""Be'er HaGolah"" data-order=""51""></i>ואפילו נתרפאת אם אפשר לה להתגלע ולהוציא דם ע""י חיכוך תולה בה ואע""פ שעכשיו עלה עליה קרום ואינה מטפטפת <small>(רשב""א ומרדכי וסה""ת וסמ""ג):</small>"
"Shulchan Arukh, Yoreh De'ah 190:19","<i data-commentator=""Be'er HaGolah"" data-order=""52""></i>כשם שתולה בה <i data-commentator=""Pithei Teshuva"" data-order=""32""></i>כך תולה בבנה ובבעל' אם נתעסקו בכתמים או אם יש בהם מכה לפי שדרכם ליגע בה <i data-commentator=""Siftei Kohen"" data-order=""33""></i><i data-commentator=""Be'er HaGolah"" data-order=""53""></i>אבל אם היו עסוקים בדם <i data-commentator=""Torat HaShlamim"" data-order=""24""></i>ולא <i data-commentator=""Ba'er Hetev"" data-order=""23""></i>נמצא בהם דם אינו תולה בהם <i data-commentator=""Be'er HaGolah"" data-order=""54""></i>אא""כ היו עסוקי' בדבר שדרכו לינתז כגון שחיט' וכיוצא בה: <small>הגה <i data-commentator=""Siftei Kohen"" data-order=""34""></i>וה""ה אם שכבה במטה עם נשים שיש להם מכות בגופן תולה בהן כמו בבנה ובבעלה (מרדכי הלכות נדה ובש""ד):</small>"
"Shulchan Arukh, Yoreh De'ah 190:20","<i data-commentator=""Beur HaGra"" data-order=""31""></i><i data-commentator=""Be'er HaGolah"" data-order=""55""></i>מי <i data-commentator=""Pithei Teshuva"" data-order=""33""></i>שרגיל לצאת ממנו דם דרך פי האמה <i data-commentator=""Pithei Teshuva"" data-order=""34""></i>ובשעת תשמיש נמצא בעד האשה דם תולה בבעלה:"
"Shulchan Arukh, Yoreh De'ah 190:21","<i data-commentator=""Be'er HaGolah"" data-order=""56""></i>היכא דאשתכח כתם בשיפולה ומאחורה ומכה איכא מקמא תליא בה דאפשר אדיתבה הך דבתרא אתא לקמה ונטפה בה מההיא מכה:"
"Shulchan Arukh, Yoreh De'ah 190:22","<i data-commentator=""Be'er HaGolah"" data-order=""57""></i>ספק אם עברה בשוק של טבחים או אם ישבה בצד המתעסקים בכתמים אינה תולה בהם <i data-commentator=""Beur HaGra"" data-order=""32""></i><i data-commentator=""Be'er HaGolah"" data-order=""58""></i>במה דברים אמורים בעיר שהטבחים או המתעסקים בכתמים יושבים במקום ידוע <i data-commentator=""Turei Zahav"" data-order=""16""></i>אבל אם דרכם <i data-commentator=""Ba'er Hetev"" data-order=""24""></i>להתעסק כאן וכאן תולין אפילו מספק שמא נתעסקו במקום שעברה ולא הרגישה:"
"Shulchan Arukh, Yoreh De'ah 190:23","<i data-commentator=""Be'er HaGolah"" data-order=""59""></i>נתעסקה בדבר אדום ונמצא עליה כתם שחור או איפכא אין תולין בו במה דברים אמורים אדום בשחור ושחור באדום <i data-commentator=""Be'er HaGolah"" data-order=""60""></i>אבל אדום באדום ושחור בשחור אפילו אם אינו ניכר ממש שדומה לו תולה בו כגון שנתעסקה <i data-commentator=""Beur HaGra"" data-order=""33""></i>במי תלתן או במי בשר או בקילור אדום קצת תולה בו האדום:"
"Shulchan Arukh, Yoreh De'ah 190:24","<i data-commentator=""Be'er HaGolah"" data-order=""61""></i>נתעסקה בתרנגולת תולה בו אדום ושחור וכרכומי <i data-commentator=""Beur HaGra"" data-order=""34""></i>לפי שדם שחיטה אדום ודם איבריה שחור ודם בני מעיה כרכומי:"
"Shulchan Arukh, Yoreh De'ah 190:25","<i data-commentator=""Turei Zahav"" data-order=""17""></i><i data-commentator=""Be'er HaGolah"" data-order=""62""></i>שתי <i data-commentator=""Ba'er Hetev"" data-order=""25""></i>נשים שנתעסקו בצפור אחד שאין בו דם אלא כסלע ונמצא על כל אחת כסלע <i data-commentator=""Torat HaShlamim"" data-order=""25""></i>שתיהן טמאות:"
"Shulchan Arukh, Yoreh De'ah 190:26","<i data-commentator=""Beur HaGra"" data-order=""35""></i><i data-commentator=""Be'er HaGolah"" data-order=""63""></i>נתעסקה בדם שאי אפשר שיהיה ממנו כתם אלא כגריס ונמצא עליה כשני גריסין <i data-commentator=""Chiddushei Hilkhot Niddah"" data-order=""14""></i>הרי זה תולה כגריס בדם שנתעסקה בו וכגריס במאכולת <i data-commentator=""Be'er HaGolah"" data-order=""64""></i>אבל אם נמצא הכתם יותר מכשני גריסין טמאה. <small>(רמב""ם פ""ט ורשב""א ורא""ה בב""ה וה""ה) <i data-commentator=""Siftei Kohen"" data-order=""35""></i>ויש <i data-commentator=""Ba'er Hetev"" data-order=""26""></i>מחמירין ומטמאין <i data-commentator=""Chiddushei Hilkhot Niddah"" data-order=""15""></i>בכל זה (הרא""ש והטור) <i data-commentator=""Torat HaShlamim"" data-order=""26""></i>ומכל מקום נראה דיש לסמוך אמקילין דבכתמים שומעין להקל:</small>"
"Shulchan Arukh, Yoreh De'ah 190:27","<i data-commentator=""Turei Zahav"" data-order=""18""></i><i data-commentator=""Beur HaGra"" data-order=""36""></i><i data-commentator=""Be'er HaGolah"" data-order=""65""></i>נתעסקה בפחות מכגריס ונמצא עליה כגריס ועוד <i data-commentator=""Siftei Kohen"" data-order=""36""></i>טהורה שאני אומר כתם זה מעסק הכתמים הוא וכבר היה שם דם מאכולת <small>(פירוש דם כינה) </small>שנצטרף אליו עד שחזר ליותר מכגריס <i data-commentator=""Siftei Kohen"" data-order=""37""></i><i data-commentator=""Beur HaGra"" data-order=""37""></i><i data-commentator=""Be'er HaGolah"" data-order=""66""></i>וכן <i data-commentator=""Chiddushei Hilkhot Niddah"" data-order=""16""></i>אם נתעסקה בפחות מכגריס ונמצא עליה כשני גריסין <i data-commentator=""Ba'er Hetev"" data-order=""27""></i>טהורה: <small>הגה <i data-commentator=""Torat HaShlamim"" data-order=""27""></i>ויש מחמירין ומטמאין ומכל מקום אם נתעסקה בדם ואינה יודעת בכמה אזלינן לקולא ואמרינן שהיה בדם כשיעור הכתם (בית יוסף וכן כתב הרשב""א ורא""ש וטור ובל""ח כתב דדעת הרב דהכא מחמירין כ""ע וכמ""ש בס""ק ל""ז):</small>"
"Shulchan Arukh, Yoreh De'ah 190:28","<i data-commentator=""Siftei Kohen"" data-order=""38""></i><i data-commentator=""Torat HaShlamim"" data-order=""28""></i><i data-commentator=""Beur HaGra"" data-order=""38""></i><i data-commentator=""Be'er HaGolah"" data-order=""67""></i>האשה שמצא' על חלוקה כשני גריסין וכינה <i data-commentator=""Ba'er Hetev"" data-order=""28""></i>מעוכה בו טהורה שהגריס הא' ודאי מכינה המעוכה בו והגריס השני אנו תולין אותו בכינה אחרת כיון שאין בו כגריס ועוד:"
"Shulchan Arukh, Yoreh De'ah 190:29","<i data-commentator=""Be'er HaGolah"" data-order=""68""></i>הרגה פשפש שאנו תולין בו עד כתורמס חזר כתורמס לשיעור הגריס לכל הדינים שאמרנו:"
"Shulchan Arukh, Yoreh De'ah 190:30","<i data-commentator=""Be'er HaGolah"" data-order=""69""></i>אינה צריכה להקיף <small>(פי' ענין הקפה הוא לדמות דבר לדבר) </small>הכתם לדבר שהיא תולה בו אלא תולה מן הסתם עד שתדע שזה שחור וזה אדום:"
"Shulchan Arukh, Yoreh De'ah 190:31","<i data-commentator=""Be'er HaGolah"" data-order=""70""></i>מצאה כתם ואין לה במה לתלות והדבר מסופק אם הוא דם או צבע מעברת <i data-commentator=""Chiddushei Hilkhot Niddah"" data-order=""17""></i>עליו ז' סמנים אם עמד בעיניו הרי זה צבע <i data-commentator=""Be'er HaGolah"" data-order=""71""></i>וטהורה <i data-commentator=""Beur HaGra"" data-order=""39""></i><i data-commentator=""Torat HaShlamim"" data-order=""29""></i>ואם אינה מעברת עליו טמאה מספק <i data-commentator=""Beur HaGra"" data-order=""40""></i>ועכשיו אין לנו העברת ז' סמנים <i data-commentator=""Torat HaShlamim"" data-order=""30""></i>מפני שאין אנו בקיאים בקצת משמותם:"
"Shulchan Arukh, Yoreh De'ah 190:32","<i data-commentator=""Be'er HaGolah"" data-order=""72""></i>האשה שהיתה עוסקת במלאכתה ונמצא דם במקום שעברה על דבר שהיה בדוק לה מתחילה <i data-commentator=""Siftei Kohen"" data-order=""39""></i><i data-commentator=""Beur HaGra"" data-order=""41""></i><small>(והוא מקבל טומאה) (ד""ע בד""מ וכ""ה ברא""ש פרק האשה ורשב""א סוף שער ד' ותוספות ריש דף נ""ח) </small>תחזור להתעסק כמו שעשתה <i data-commentator=""Turei Zahav"" data-order=""19""></i><i data-commentator=""Siftei Kohen"" data-order=""40""></i><i data-commentator=""Torat HaShlamim"" data-order=""31""></i>אם <i data-commentator=""Ba'er Hetev"" data-order=""29""></i>יזדמן שתעבור על המקום שנמצא בו הדם טמאה ואם לאו טהורה:"
"Shulchan Arukh, Yoreh De'ah 190:33","<i data-commentator=""Be'er HaGolah"" data-order=""73""></i>האשה שבדקה עצמה <i data-commentator=""Pithei Teshuva"" data-order=""35""></i>בעד <small>(פי' סמרטוט מענין וכבגד עדים כל צדקותינו [ישעיהו סד:ה] ) </small>הבדוק לה ונמצא עליו <i data-commentator=""Be'er HaGolah"" data-order=""74""></i><i data-commentator=""Pithei Teshuva"" data-order=""36""></i>אפי' טיפה כחרדל <i data-commentator=""Beur HaGra"" data-order=""42""></i>בין עגול בין משוך טמאה <i data-commentator=""Be'er HaGolah"" data-order=""75""></i>ולא עוד אלא אפילו נמצא על הכתם <i data-commentator=""Turei Zahav"" data-order=""20""></i><i data-commentator=""Torat HaShlamim"" data-order=""32""></i>מאכולת מעוכה טמאה <i data-commentator=""Turei Zahav"" data-order=""21""></i><i data-commentator=""Siftei Kohen"" data-order=""41""></i><i data-commentator=""Beur HaGra"" data-order=""43""></i><i data-commentator=""Be'er HaGolah"" data-order=""76""></i>וכן הדין כשבדקה בו והניחתו <i data-commentator=""Ba'er Hetev"" data-order=""30""></i>בקופסא ואחר שעה בדקה אותו ומצאה עליו דם כל שהוא בין משוך בין עגול טמאה:"
"Shulchan Arukh, Yoreh De'ah 190:34","<i data-commentator=""Be'er HaGolah"" data-order=""77""></i>בדקה עצמה בעד הבדוק לה והניחתו <i data-commentator=""Turei Zahav"" data-order=""22""></i>תחת <i data-commentator=""Ba'er Hetev"" data-order=""31""></i>הכר או תחת הכסת <i data-commentator=""Pithei Teshuva"" data-order=""37""></i>ולמחר נמצא עליו דם <i data-commentator=""Siftei Kohen"" data-order=""42""></i>אם <i data-commentator=""Ba'er Hetev"" data-order=""32""></i>משוך טמאה שחזקתו מהקינוח ואם עגול <i data-commentator=""Be'er HaGolah"" data-order=""78""></i>ואין בו כגריס ועוד <i data-commentator=""Pithei Teshuva"" data-order=""38""></i>טהורה שאין זה אלא דם מאכולת <i data-commentator=""Torat HaShlamim"" data-order=""33""></i> שנהרגה תחת הכר: <small>הגה וה""ה אם הוא יותר מכגריס <i data-commentator=""Turei Zahav"" data-order=""23""></i><i data-commentator=""Torat HaShlamim"" data-order=""34""></i>ויש מקום <i data-commentator=""Ba'er Hetev"" data-order=""33""></i><i data-commentator=""Pithei Teshuva"" data-order=""39""></i>לתלות בו (ב""י כמו שנתבאר לעיל באיזה דבר תלינן כתם):</small>"
"Shulchan Arukh, Yoreh De'ah 190:35","<i data-commentator=""Be'er HaGolah"" data-order=""79""></i>בדקה עצמה בעד הבדוק לה <i data-commentator=""Turei Zahav"" data-order=""24""></i>וטחתו <i data-commentator=""Ba'er Hetev"" data-order=""34""></i>בירכה <i data-commentator=""Torat HaShlamim"" data-order=""35""></i>ולמחר נמצא עליו דם אם משוך טמאה אפילו בכל שהוא <i data-commentator=""Be'er HaGolah"" data-order=""80""></i>ואם עגול טהורה אם אין בו כגריס ועוד <i data-commentator=""Siftei Kohen"" data-order=""43""></i><i data-commentator=""Torat HaShlamim"" data-order=""36""></i><i data-commentator=""Beur HaGra"" data-order=""44""></i><i data-commentator=""Be'er HaGolah"" data-order=""81""></i>ויש אומרים שאף עגול טמא בכל שהוא:"
"Shulchan Arukh, Yoreh De'ah 190:36","<i data-commentator=""Be'er HaGolah"" data-order=""82""></i>בדקה עצמה בעד שאינו בדוק לה אפילו הניחתו שמור בתיבתה ומצאה עליו דם <small>(אינה) </small>טמאה <i data-commentator=""Siftei Kohen"" data-order=""44""></i><small>(אלא) <i data-commentator=""Chiddushei Hilkhot Niddah"" data-order=""18""></i></small>אם <i data-commentator=""Beur HaGra"" data-order=""45""></i><i data-commentator=""Pithei Teshuva"" data-order=""40""></i>יש בו כגריס ועוד <small>(טור בשם הרא""ש וע""פ): </small><small>הגה <i data-commentator=""Turei Zahav"" data-order=""25""></i>ודוקא בעד בינוני דהיינו שאין חזקתו בדוק ולא מלוכלך (ד""ע) אבל אם בדקה עצמה בעד שחזקתו מלוכלך כגון שלקחה עד ממקום שדמים מצויין שם שחזקתו שכבר היו בו כתמים ובדקה עצמה בו ונמצא עליו כתם <i data-commentator=""Pithei Teshuva"" data-order=""41""></i>טהורה אפילו יותר מכגריס (כן משמע מהריטב""א שהביא ב""י):</small>"
"Shulchan Arukh, Yoreh De'ah 190:37","<i data-commentator=""Siftei Kohen"" data-order=""45""></i><i data-commentator=""Beur HaGra"" data-order=""46""></i><i data-commentator=""Be'er HaGolah"" data-order=""83""></i>בדקה עצמה בעד שאינו בדוק לה <i data-commentator=""Turei Zahav"" data-order=""26""></i>וטחתו בירכה ואח""כ נמצא עליו דם <i data-commentator=""Torat HaShlamim"" data-order=""37""></i>אפילו כגריס ועוד <i data-commentator=""Ba'er Hetev"" data-order=""35""></i><i data-commentator=""Chiddushei Hilkhot Niddah"" data-order=""19""></i>טהורה: <small>הגה <i data-commentator=""Turei Zahav"" data-order=""27""></i><i data-commentator=""Beur HaGra"" data-order=""47""></i>וכל שכן אם הניחתו אחר הבדיקה במקום שיש לתלות הכתם דטהור אפילו ביותר מכגריס (ד""ע וב""י) אבל הניחתו במקום שאין דם שכיח טמאה אם הוא יותר מכגריס:</small>"
