Index Title,Genesis
Genesis 23:7,"Thereupon Abraham bowed low to the landowning citizens,<sup>°</sup><sup>*</sup><i class=""footnote""><b>landowning citizens </b>Heb. ‘am ha-’areṣ; lit. “people of the land.” See the Dictionary under ‘am.</i> the Hittites,"
Genesis 23:8,"and he said to them, “If it is your wish that I remove my dead for burial, you must agree to intercede for me with Ephron son of Zohar."
Genesis 23:9,"Let him sell me the cave of Machpelah that he owns, which is at the edge of his land. Let him sell it to me, at the full price, for a burial site in your midst.”"
Genesis 23:10,"Ephron was present among the Hittites; so Ephron the Hittite answered Abraham in the hearing of the Hittites, the assembly in his town’s gate,<sup>°</sup><sup>*</sup><i class=""footnote""><b>the assembly in his town’s gate </b>Lit. “all who entered the gate of his town.” So NJPS, with a note: “I.e., all his fellow townsmen.” Cf. 34.20; Prov. 31.23.</i> saying,"
Genesis 23:11,"“No, my lord, hear me: I give you the field and I give you the cave that is in it; I give it to you in the presence of my people. Bury your dead.”"
Genesis 23:12,"Then Abraham bowed low before the landowning citizens,"
Genesis 23:13,"and spoke to Ephron in the hearing of the landowning citizens, saying, “If only you would hear me out! Let me pay the price of the land; accept it from me, that I may bury my dead there.”"
Genesis 23:14,"And Ephron replied to Abraham, saying to him,"
Genesis 23:15,"“My lord, do hear me! A piece of land worth four hundred shekels of silver—what is that between you and me? Go and bury your dead.”"
Genesis 23:16,Abraham accepted Ephron’s terms. Abraham paid out to Ephron the money that he had named in the hearing of the Hittites—four hundred shekels of silver at the going merchants’ rate.
Genesis 23:17,"So Ephron’s land in Machpelah, near Mamre—the field with its cave and all the trees anywhere within the confines of that field—passed"
Genesis 23:18,"to Abraham as his possession, in the presence of the Hittites, of the assembly in his town’s gate."
Genesis 23:19,"And then Abraham buried his wife Sarah in the cave of the field of Machpelah, facing Mamre—now Hebron—in the land of Canaan."
Genesis 23:20,"Thus the field with its cave passed from the Hittites to Abraham, as a burial site."
Genesis 24:1,"Abraham was now old, advanced in years, and יהוה had blessed Abraham in all things."
Genesis 24:2,"And Abraham said to the senior servant of his household, who had charge of all that he owned, “Put your hand under my thigh"
Genesis 24:3,"and I will make you swear by יהוה, the God of heaven and the God of the earth, that you will not take a wife for my son from the daughters of the Canaanites among whom I dwell,"
Genesis 24:4,but will go to the land of my birth and get a wife for my son Isaac.”
Genesis 24:5,"And the servant said to him, “What if the woman does not consent to follow me to this land, shall I then take your son back to the land from which you came?”"
Genesis 24:6,"Abraham answered him, “On no account must you take my son back there!"
Genesis 24:7,"יהוה, the God of heaven—who took me from my father’s house and from my native land, who promised me on oath, saying, ‘I will assign this land to your offspring’—will send a messenger before you, and you will get a wife for my son from there."
Genesis 24:8,"And if the woman does not consent to follow you, you shall then be clear of this oath to me; but do not take my son back there.”"
Genesis 24:9,"So the servant put his hand under the thigh of his master Abraham and swore to him as bidden.<sup>*</sup><sup>*</sup><i class=""footnote""><b>as bidden </b>Lit. “about this matter.”</i> "
Genesis 24:10,"Then the servant took ten of his master’s camels and set out, taking with him all the bounty of his master; and he made his way to Aram-naharaim, to the city of Nahor."
Genesis 24:11,"He made the camels kneel down by the well outside the city, at evening time, the time when women come out to draw water."
Genesis 24:12,"And he said, “O יהוה, God of my master Abraham’s [house], grant me good fortune this day, and deal graciously with my master Abraham:"
Genesis 24:13,"Here I stand by the spring as the daughters of the townspeople<sup>°</sup><sup>*</sup><i class=""footnote""><b>townspeople </b>Or “town’s householders.”</i> come out to draw water;"
Genesis 24:14,"let the maiden to whom I say, ‘Please, lower your jar that I may drink,’ and who replies, ‘Drink, and I will also water your camels’—let her be the one whom You have decreed for Your servant Isaac. Thereby shall I know that You have dealt graciously with my master.”"
Genesis 24:15,"He had scarcely finished speaking, when Rebekah, who was born to Bethuel, the son of Milcah the wife of Abraham’s brother Nahor, came out with her jar on her shoulder."
Genesis 24:16,"The maiden was very beautiful—[and] a virgin, no man having known her.<sup>°</sup><sup>*</sup><i class=""footnote""><b>[and] a virgin, no man having known her </b>Or “a young woman whom no man had known.”</i> She went down to the spring, filled her jar, and came up."
Genesis 24:17,"The servant ran toward her and said, “Please, let me sip a little water from your jar.”"
Genesis 24:18,"“Drink, my lord,” she said, and she quickly lowered her jar upon her hand and let him drink."
Genesis 24:19,"When she had let him drink his fill, she said, “I will also draw for your camels, until they finish drinking.”"
Genesis 24:20,"Quickly emptying her jar into the trough, she ran back to the well to draw, and she drew for all his camels."
Genesis 24:21,"The man,<sup>°</sup><sup>*</sup><i class=""footnote""><b>man </b>Or “agent.” Lit. “participant whose involvement defines the depicted situation.” See note at 18.2 and the Dictionary under ’ish; Agent.</i> meanwhile, stood gazing at her, silently wondering whether יהוה had made his errand successful or not."
Genesis 24:22,"When the camels had finished drinking, the man took a gold nose-ring weighing a half-shekel,<sup>*</sup><sup>*</sup><i class=""footnote""><b>half-shekel </b>Heb. beqa‘.</i> and two gold bands for her arms, ten shekels in weight."
Genesis 24:23,"“Pray tell me,” he said, “whose daughter are you? Is there room in your father’s house for us to spend the night?”"
Genesis 24:24,"She replied, “I am the daughter of Bethuel the son of Milcah, whom she bore to Nahor.”"
Genesis 24:25,"And she went on, “There is plenty of straw<sup>*</sup><sup>*</sup><i class=""footnote""><b>straw </b>Heb. teben, shredded straw, which in the East is mixed with feed; cf. v. 32.</i> and feed at home, and also room to spend the night.”"
Genesis 24:26,The man bowed low in homage to יהוה
Genesis 24:27,"and said, “Blessed be יהוה, the God of my master Abraham’s [house], who has not withheld steadfast faithfulness from my master. For I have been guided on my errand by יהוה, to the house of my master’s kin.”"
Genesis 24:28,The maiden ran and told all this to her mother’s household.
Genesis 24:29,Now Rebekah had a brother whose name was Laban. Laban ran out to the man at the spring—
Genesis 24:30,"when he saw the nose-ring and the bands on his sister’s arms, and when he heard his sister Rebekah say, “Thus the man spoke to me.” He went up to the man, who was still standing beside the camels at the spring."
Genesis 24:31,"“Come in, O blessed of יהוה,” he said, “why do you remain outside, when I have made ready the house and a place for the camels?”"
Genesis 24:32,"So the man entered the house, and the camels were unloaded. The camels were given straw and feed, and water was brought to bathe his feet and the feet of the entourage<sup>°</sup><sup>*</sup><i class=""footnote""><b>entourage </b>Lit. “participants”; trad. “men.” See Dictionary under ’ish.</i> under him."
Genesis 24:33,"But when food was set before him, he said, “I will not eat until I have told my tale.” He said, “Speak, then.”"
Genesis 24:34,"“I am Abraham’s servant,” he began."
Genesis 24:35,"“יהוה has greatly blessed my master, who has become rich—giving him sheep and cattle, silver and gold, male and female slaves, camels and asses."
Genesis 24:36,"And Sarah, my master’s wife, bore my master a son in her old age, and he has assigned to him everything he owns."
Genesis 24:37,"Now my master made me swear, saying, ‘You shall not get a wife for my son from the daughters of the Canaanites in whose land I dwell;"
Genesis 24:38,"but you shall go to my father’s house, to my kindred, and get a wife for my son.’"
Genesis 24:39,"And I said to my master, ‘What if the woman does not follow me?’"
Genesis 24:40,"He replied to me, ‘יהוה, whose ways I have followed, will send a messenger with you and make your errand successful; and you will get a wife for my son from my kindred, from my father’s house."
Genesis 24:41,"Thus only shall you be freed from my adjuration: if, when you come to my kindred, they refuse you—only then shall you be freed from my adjuration.’"
Genesis 24:42,"“I came today to the spring, and I said: O יהוה, God of my master Abraham’s [house], if You would indeed grant success to the errand on which I am engaged!"
Genesis 24:43,"As I stand by the spring of water, let the young woman who comes out to draw and to whom I say, ‘Please, let me drink a little water from your jar,’"
Genesis 24:44,"and who answers, ‘You may drink, and I will also draw for your camels’—let her be the wife whom יהוה has decreed for my master’s son.’"
Genesis 24:45,"I had scarcely finished praying in my heart, when Rebekah came out with her jar on her shoulder, and went down to the spring and drew. And I said to her, ‘Please give me a drink.’"
