Index Title,Jerusalem Talmud Shekalim NEW
Jerusalem Talmud Shekalim 4:2:24,רבי יוחנן פתר מתניתא מותר פירות זו סאה רביעית מותר נסכים לבירוצין
Jerusalem Talmud Shekalim 4:2:25,ולית ליה לרבי חייה בר יוסף לבירוצין אמר רבי חזקיה מה דנפל לסאה רביעית נפל לבירוצין
Jerusalem Talmud Shekalim 4:2:26,על דעתיה דרבי חייה בר יוסף ניחא אין משתכרין בשל הקדש אף לא בשל עניים לפיכך זה וזה לא היו מודין בפירות
Jerusalem Talmud Shekalim 4:2:27,על דעתיה דרבי יוחנן קשיא והא תנינן עמדו משלש יספק מארבע ותנינן זה וזה לא היו מודים בפירות
Jerusalem Talmud Shekalim 4:2:28,לא היו מודים בפירות בקיץ למזבח אבל מודין היו בכלי שרת
Jerusalem Talmud Shekalim 4:2:29,עד כדון בירוצי צבור ואפילו בירוצי יחיד ולא נמצאו כלי שרת באין משל יחיד
Jerusalem Talmud Shekalim 4:2:30,כהדא דתנינן אשה שעשתה כתונת לבנה כשרה ובלבד שתמסרנה לציבור
Jerusalem Talmud Shekalim 4:2:31,עד כדון בירוצי לח ואפילו בירוצי יבש
Jerusalem Talmud Shekalim 4:2:32,כההיא דתנינן תמן הנסכים שקדשו בכלי ונמצא הזבח [פסול] אם יש שם זבח אחר יקרבו עמו ואם [לאו] לנו יופסלו בלינה
Jerusalem Talmud Shekalim 4:3:1,"<strong>הלכה ג <big>מתני׳</big></strong> מותר הקטורת מה היו עושין בה? מפרישין ממנה שכר האומנין, ומחללין אותה על מעות האומנין, ונותנין אותה לאומנין בשכרן, וחוזרין ולוקחין אותה מתרומה חדשה [ואם בא חדש בזמנו – לוקחין אותה מתרומה חדשה], ואם לאו – מן הישנה."
Jerusalem Talmud Shekalim 4:3:2,<strong>גמ׳</strong> ולא נמצא הקדש מתחלל על ההקדש
Jerusalem Talmud Shekalim 4:3:3,כיצד הוא עושה אמר רבי שמעון בר ביסנא מביא מעות ומחללן על הבנין
Jerusalem Talmud Shekalim 4:3:4,<sup><b>[דף יא:]</b></sup> ומביא קטורת ומחלל עליהן ונותנים אותה לאומנין בשכרן
Jerusalem Talmud Shekalim 4:3:5,אותן המעות מה יעשה בהן רבי אומר אומר אני ינתנו לבית גרמו ולבית אבטינס שהיו בקיאין בפיטום הקטורת ובמעשה לחם הפנים אמר רבי שמואל בר רב יצחק והן שיהו חייבין להן מעות משעה ראשונה
Jerusalem Talmud Shekalim 4:3:6,רבי חייה בר בא בעי לא היו חייבין להן מעות משעה הראשונה אתא רבי בא בשם רבי חייה בשם רבי יוסי מקייצין בהן את המזבח
Jerusalem Talmud Shekalim 4:3:7,רבי בא בר כהן בעי קומי רבי יוסה מחלפא שיטתיה דרבי חייא בר בא תמן צריכה ליה וכה פשיטא ליה הא דצריכה ליה בכלי שרת הא דפשיטא ליה בקיץ למזבח
Jerusalem Talmud Shekalim 4:3:8,דאיתפלגון פיטמה בחולין רבי יוסי בי רבי חנינה אמר פסולה רבי יהושע בן לוי אמר כשירה
Jerusalem Talmud Shekalim 4:3:9,מה טעמא דרבי יוסי בי רבי חנינה קודש היא שתהא הווייתה בקודש מה טעמא דרבי יהושע בן לוי קודש היא שתהא באה מתרומת הלשכה
Jerusalem Talmud Shekalim 4:3:10,אמר רבי יוסי בי רבי בון אתיא דרבי יוסי בן חנינה כשמואל ודרבי יהושע בן לוי כרבי יוחנן
Jerusalem Talmud Shekalim 4:3:11,דתנינן המקדיש נכסיו והיו בהן דברים ראוין לקרבנות צבור רבי יוחנן אמר קטורת אמר רבי הושעיה תיפתר באומן משל בית אבטינס שהיה נוטל בשכרו קטורת
Jerusalem Talmud Shekalim 4:3:12,ודרבי יוסי בי רבי חנינה כשמואל דאמר רב הונא בשם שמואל מכתשת עשו אותה ככלי שרת לקדש
Jerusalem Talmud Shekalim 4:3:13,אמר רבי יוסי בי רבי בון אמרה רבי חונא קומי רבי יוסי דבר שקדש בכלי שרת נפדה אמר ליה ולא דשמואל היא דשמואל אמר קל הוא במותר
Jerusalem Talmud Shekalim 4:3:14,דאיתפלגון הותירו תמימים שמואל אמר נפדין כתמימים ורבי יוחנן אמר נפדין כפסולי המוקדשים
Jerusalem Talmud Shekalim 4:3:15,הותירו שעירים על דעתיה דשמואל אם עולה נפדית לא כל שכן חטאת
Jerusalem Talmud Shekalim 4:3:16,על דעתיה דרבי יוחנן אמר רבי זעירא ירעו
Jerusalem Talmud Shekalim 4:3:17,אמר רבי שמואל בר רב יצחק מקייצין בהן את המזבח
Jerusalem Talmud Shekalim 4:3:18,וקשיא יש חטאת שקריבה עולה אמר רבי יוסה שנייא היא שאין קרבנות צבור נקבעין אלא בשחיטה אמר רבי חייא תנאי בית דין הוא על המותר שיקרבו עולות
Jerusalem Talmud Shekalim 4:4:1,<sup><b>[דף יב.]</b></sup> <strong>הלכה ד <big>מתני׳</big></strong> המקדיש נכסיו והיו בהן דברים ראויין לקרבנות הצבור –
Jerusalem Talmud Shekalim 4:4:2,ינתנו לאומנין בשכרן דברי רבי עקיבא אמר לו בן עזאי אינה היא המדה אלא מפרישין מהן שכר האומנים ומחללין אותן על מעות האומנין ונותנים אותן לאומנין בשכרן וחוזרין ולוקחים אותה מתרומה חדשה
Jerusalem Talmud Shekalim 4:4:3,המקדיש נכסיו והיה בהן בהמה ראויה על גבי מזבח זכרים ונקבות
Jerusalem Talmud Shekalim 4:4:4,רבי אליעזר אומר זכרים ימכרו לצרכי עולות ונקבות ימכרו לצרכי זבחי שלמים ודמיהן יפלו עם שאר נכסיו לבדק הבית
Jerusalem Talmud Shekalim 4:4:5,רבי יהושע אומר זכרים עצמן יקרבו עולות ונקבות ימכרו לצרכי זבחי שלמים ויביא בדמיהן עולות
Jerusalem Talmud Shekalim 4:4:6,ושאר נכסים יפלו לבדק הבית
Jerusalem Talmud Shekalim 4:4:7,אמר רבי עקיבא רואה אני את דברי רבי אליעזר מדברי רבי יהושע שרבי אליעזר השוה את מדותיו ורבי יהושע חלק
Jerusalem Talmud Shekalim 4:4:8,אמר רבי פפייס שמעתי את דברי שניהן המקדיש בפירוש כדברי רבי אליעזר והמקדיש סתם כדברי רבי יהושע
Jerusalem Talmud Shekalim 4:4:9,המקדיש נכסיו והיו בהן דברים ראוים לגבי מזבח יינות ושמנים ועופות רבי אליעזר אומר ימכרו לצרכי אותו המין ויביא בדמיהן עולות ושאר נכסים יפלו לבדק הבית
Jerusalem Talmud Shekalim 4:4:10,<strong>גמ׳</strong> המקדיש וכו׳ לקרבנות צבור רבי יוחנן אמר קטורת אמר רבי הושעיה תיפתר באומן משל בית אבטינס שהיה נוטל בשכרו קטורת
Jerusalem Talmud Shekalim 4:4:11,מה טעמא דבן עזאי שאין ההקדש מתחלל על המלאכה אלא על המעות
Jerusalem Talmud Shekalim 4:4:12,תמן תנינן יש בקדשי בדק הבית
Jerusalem Talmud Shekalim 4:4:13,שסתם הקדשות לבדק הבית הקדש בדק הבית חל על הכל ומועלין בגידוליהן ואין בהן הנייה לכהנים
Jerusalem Talmud Shekalim 4:4:14,אמר רבי חנניה דרבי ליעזר היא דתנינן המקדיש נכסיו והיתה בהן בהמה ראויה על גבי מזבח זכרים ונקבות רבי ליעזר אומר זכרים ימכרו לצרכי עולות ונקיבות ימכרו לצרכי זבחי שלמים ודמיהן יפלו עם שאר נכסים לבדק הבית
Jerusalem Talmud Shekalim 4:4:15,אמר רבי יוחנן טעמא דרבי ליעזר ואיש כי יקדיש את ביתו קודש לה׳ במה אנן קיימין אם בבית דירה כבר כתיב ואם המקדיש יגאל את ביתו אלא כי אנן קיימין במקדיש נכסיו מכן שסתם הקדשות לבדק הבית
Jerusalem Talmud Shekalim 4:4:16,אמר רבי זעירא רב חונה בשם רב במה פליגין במקדיש נכסיו אבל במקדיש עדרו כל עמא מודיי שהוא למזבח
Jerusalem Talmud Shekalim 4:4:17,רבי בא רב חונה בשם רב מה פליגין במקדיש עדרו אבל במקדיש נכסיו כל עמא מודיי שהוא לבדק הבית
Jerusalem Talmud Shekalim 4:4:18,על דעתיה דרבי זעירא ניחא וקשיא על דרבי בא בהמה לא למזבח היא בהמה למזבח היא ולמה סתם האיש הזה שהוא כאומר לא יהיה אלא לבדק הבית
Jerusalem Talmud Shekalim 4:4:19,רבי יוחנן אמר לא שנייא היא המקדיש נכסיו היא המקדיש עדרו היא המחלוקת
Jerusalem Talmud Shekalim 4:4:20,רב חונה בשם רב רבי אבהו בשם רבי יוחנן קדשי בדק הבית שפודאן תמימין יצאו לחולין
Jerusalem Talmud Shekalim 4:4:21,מתניתא אמרה כן ולדן וחלבן מותר לאחר פדיונן
Jerusalem Talmud Shekalim 4:4:22,<sup><b>[דף יב:]</b></sup> רב חזקיה בשם רב חסדא תיפתר שפדאן תמימין והוממו
Jerusalem Talmud Shekalim 4:4:23,רבי יוסה בשם רב חסדא מתניתא אמרה כן ולדן וחלבן אסור לאחר פדיונין
Jerusalem Talmud Shekalim 4:4:24,רבי חזקיה בשם רבי יוסה קדשי בדק הבית שפדאן תמימין יצאו לחולין
Jerusalem Talmud Shekalim 4:4:25,אין תימר לא יצאו לחולין היאך קדשי מזבח חלין על קדשי בדק הבית
Jerusalem Talmud Shekalim 4:4:26,בעלי מומין קדושת המזבח חלה עליהן ליידה מילה לגיזה ולעבודה
Jerusalem Talmud Shekalim 4:4:27,הפריש נקבה לעולתו ולפסחו ולאשמו עושה תמורה רבי שמעון אומר לעולתו עושה תמורה לפסחו ולאשמו אינו עושה תמורה רבי שמעון בן יהודה אומר משום רבי שמעון לעולתו ולפסחו ולאשמו אינו עושה תמורה
Jerusalem Talmud Shekalim 4:4:28,אמר רבי יוחנן טעמא דרבי שמעון שכן מצינו נקבה בעוף כשירה לבא עולה
Jerusalem Talmud Shekalim 4:4:29,ואמר רבי יוחנן טעמא דרבי שמעון בן יהודה אם מין במינו הוא חלוק עליו כל שכן מין בשאינו מינו
Jerusalem Talmud Shekalim 4:4:30,איזהו מין במינו שהוא חלוק עליו כהדא דתני אשם בן שנה והביא בן שתים בן שתים והביא בן שלש לא יצא
Jerusalem Talmud Shekalim 4:4:31,אמר רבי יוחנן רבי שמעון ורבי יהושע שניהם אמרו דבר אחד כמה דרבי יהושע אמר נקבה לעולה לא קידשה אלא הקדש דמים כן דרבי שמעון אמר נקבה לעולה לא קידשה אלא הקדש דמים אין תימר קדשה קדושת הגוף ירעו
Jerusalem Talmud Shekalim 4:4:32,אמר רבי [אין] אני רואה את דברי רבי שמעון בפסח שהמותר פסח בא שלמים
Jerusalem Talmud Shekalim 4:4:33,ולימא אין אני רואה דברי רבי שמעון באשם שהמותר אשם בא עולה
Jerusalem Talmud Shekalim 4:4:34,אמר רבי אבין אם הקדיש פסח בא שלמים גופו קרב שלמים אם הקדיש אשם בא עולה אין גופו קרב עולה
Jerusalem Talmud Shekalim 4:4:35,מהו כדון ההין אמר הקדש דמים הקדיש וההן אמר הקדש גופו הקדיש
Jerusalem Talmud Shekalim 4:4:36,רבי זעירא בשם רבי שמעון בן לקיש טעמא דרבי יהושע דבר אל אהרן ואל בניו ואל כל בני ישראל ואמרת אליהם איש איש מבית ישראל וגו׳ אשר יקריב לה׳ לעולה הכל קרב לעולה
Jerusalem Talmud Shekalim 4:4:37,לרצונכם תמים זכר מנין אפילו נקבות תלמוד לומר בבקר לרבות את נקבות
