mishnah_ref|german_text|hebrew_text|is_one_to_one|flagged_for_manual|flag_msg|list_rn
Mishnah Yoma 4:2|<b>D</b>ARAUF BAND ER EINEN ROTGLÄNZENDEN WOLLSTREIFEN AN DEN KOPF DES FORTZUSCHICKENDEN BOCKES UND STELLTE IHN AN DIE STELLE SEINER FORTSCHICKUNG UND DEN ZU SCHLACHTENDEN AN DIE STELLE SEINER SCHLACHTUNG. SODANN BEGAB ER SICH ZU SEINEM ZWEITEN FARREN STÜTZTE BEIDE HÄNDE AUF DIESEN UND SPRACH DAS SÜNDENBEKENNTNIS. ER SPRACH ALSO: ACH HERR ICH HABE VOR DIR GESÜNDIGT GEFREVELT UND GEFEHLT ICH UND MEIN HAUS UND DIE KINDER AHRONS DEIN HEILIGESVOLK. ACH HERR VERGIB DOCH DIE SÜNDEN DIE FREVEL UND DIE VERFEHLUNGEN DIE ICH VOR DIR GESÜNDIGT GEFREVELT UND GEFEHLT HABE ICH UND MEIN HAUS UND DIE KINDER AHRONS DEIN HEILIGES VOLK! WLE DOCH GESCHRIEBEN STEHT IN DER TORA DEINES KNECHTES MOŠE:denn an diesem Tage wird er euch vergeben um euch zu reinigen; von all euren Sünden sollt ihr rein sein vor dem Herrn. UND SIE STIMMTEN NACH IHM EIN: GEPRIESEN SEI DER NAME SEINER KÖNIGLICHEN MAJESTÄT AUF IMMER UND EWIG.|קָשַׁר לָשׁוֹן שֶׁל זְהוֹרִית בְּרֹאשׁ שָׂעִיר הַמִּשְׁתַּלֵּחַ וְהֶעֱמִידוֹ כְנֶגֶד בֵּית שִׁלּוּחוֹ, וְלַנִּשְׁחָט כְּנֶגֶד בֵּית שְׁחִיטָתוֹ. בָּא לוֹ אֵצֶל פָּרוֹ שְׁנִיָּה, וְסוֹמֵךְ שְׁתֵּי יָדָיו עָלָיו וּמִתְוַדֶּה. וְכָךְ הָיָה אוֹמֵר, אָנָּא הַשֵּׁם, עָוִיתִי פָּשַׁעְתִּי חָטָאתִי לְפָנֶיךָ אֲנִי וּבֵיתִי וּבְנֵי אַהֲרֹן עַם קְדוֹשֶׁיךָ. אָנָּא הַשֵּׁם, כַּפֶּר נָא לָעֲוֹנוֹת וְלַפְּשָׁעִים וְלַחֲטָאִים, שֶׁעָוִיתִי וְשֶׁפָּשַׁעְתִּי וְשֶׁחָטָאתִי לְפָנֶיךָ אֲנִי וּבֵיתִי וּבְנֵי אַהֲרֹן עַם קְדוֹשֶׁךָ, כַּכָּתוּב בְּתוֹרַת משֶׁה עַבְדֶּךָ (ויקרא טז), כִּי בַיּוֹם הַזֶּה יְכַפֵּר עֲלֵיכֶם לְטַהֵר אֶתְכֶם מִכֹּל חַטֹּאתֵיכֶם לִפְנֵי יְיָ תִּטְהָרוּ. וְהֵן עוֹנִין אַחֲרָיו, בָּרוּךְ שֵׁם כְּבוֹד מַלְכוּתוֹ לְעוֹלָם וָעֶד: |True|False||[]
Mishnah Yoma 4:3|<b>S</b>ODANN SCHLACHTETE ER IHN NAHM DAS BLUT IN EIN BECKEN AUF UND ÜBERGAB ES DEM DER ES AUF DEM VIERTEN ABSATZIM HEILIGTUME UMRÜHRTE DAMIT ES NICHT GERINNE. HLERAUF NAHM ER DIE SCHIPPE UND STIEG AUF DIE HÖHE DES ALTARS SCHARRTE DIE KOHLEN NACH BEIDEN SEITEN UND NAHM EINIGE VON DEN DURCHGEBRANNTEN AUS DER MITTE AUF DANN STIEG ER UND STELLTE SIE AUF DEN VIERTEN ABSATZ DES VOILHOFES. <sup>iv</sup>AN JEDEM ANDEREN TAGE NAHM ER DIE KOHLEN MIT EINER SILBERNEN SCHIPPE AUF UND SCHÜTTETE SIE IN EINE GOLDENE AN DIESEM TAGE ABER NAHM ER SIE MIT EINER GOLDENEN AUF UND BRACHTE SIE IN DIESER AUCH HINEIN. AN JEDEM ANDEREN TAGE NAHM ER SIE MIT EINER VIER KAB FASSENDEN SCHIPPE AUF UND SCHÜTTETE SIE IN EINE DREI KAB FASSENDE AN DIESEM TAGE ABER NAHM ER SIE MIT EINER DREI KAB FASSENDEN AUF UND BRACHTE SIE IN DIESER AUCH HINEIN. R. JOSE SAGT AN JEDEM ANDEREN TAGE NAHM ER SIE MIT EINER EINE SEÁ FASSENDENAUF UND SCHÜTTETE SIE IN EINE DREI KAB FASSENDE AN DIESEM TAGE ABER NAHM ER SIE MIT EINER DREI KAB FASSENDEN AUF UND BRACHTE SIE IN DIESER AUCH HINEIN. AN JEDEM ANDEREN TAGE WAR SIE SCHWER AN DIESEM TAGE ABER LEICHT. AN JEDEM ANDEREN TAGE HATTE SIE EINEN KURZEN STIEL AN DIESEM TAGE ABER EINEN LANGEN. AN JEDEM ANDEREN TAGE WAR DAS GOLD GELB AN DIESEM TAGE ABER ROT – SO R. MENAḤEM. <sup>v</sup>AN JEDEM ANDEREN TAGE BRACHTE ER EINE HALBEMORGENS UND EINE HALBE ABENDS DAR AN DIESEM TAGE ABER FÜGTE ER NOCH DIE HÄNDE VOLL HINZU. AN JEDEM ANDEREN TAGE WAR DAS RÄUCHERWERK FEIN GESTOSSEN AN DIESEM TAGE ABER VOM ALLERFEINSTEN. AN JEDEM ANDEREN TAGE STIEGEN DIE PRIESTER AUF DEN ALTAR ÜBER DIE OSTSEITE DER RAMPE UND ÜBER DIE WESTSEITE HERUNTER AN DIESEM TAGE ABER STIEG DER HOCHPRIESTER ÜBER DIE MITTE HINAUF UND ÜBER DIE MITTE HERUNTER. R. JEHUDA SAGT DER HOCHPRIESTER STIEG STETS ÜBER DIE MITTE HINAUF UND ÜBER DIE MITTE HERUNTER. <sup>v</sup>AN JEDEM ANDEREN TAGE WUSCH DER HOCHPRIESTER HÄNDE UND FÜSSE AUS DEM WASCHBECKEN AN DIESEM TAGE ABER AUS EINEM GOLDENEN GEFÄSSE. R. JEHUDA SAGT DER HOCHPRIESTER WUSCH HÄNDE UND FÜSSE STETS AUS EINEM GOLDENEN GEFÄSSE . AN JEDEM ANDEREN TAGE WAREN ES VIER BRANDSTÄTTEN AN DIESEM TAGE ABER FÜNF – SO R. MEÍR. R. JOSE SAGT AN JEDEM TAGE WAREN ES DREI AN DIESEM TAGE ABER VIER. R. JEHUDA SAGT AN JEDEM TAGE WAREN ES ZWEI AN DIESEM TAGE ABER DREI.|שְׁחָטוֹ וְקִבֵּל בַּמִּזְרָק אֶת דָּמוֹ, וּנְתָנוֹ לְמִי שֶׁהוּא מְמָרֵס בּוֹ עַל הָרֹבֶד הָרְבִיעִי שֶׁבַּהֵיכָל, כְּדֵי שֶׁלֹּא יִקְרֹשׁ. נָטַל מַחְתָּה וְעָלָה לְרֹאשׁ הַמִּזְבֵּחַ, וּפִנָּה גֶחָלִים אֵילָךְ וְאֵילָךְ, וְחוֹתֶה מִן הַמְעֻכָּלוֹת הַפְּנִימִיּוֹת, וְיָרַד וְהִנִּיחָהּ עַל הָרֹבֶד הָרְבִיעִי שֶׁבָּעֲזָרָה: |True|True|Roman numeral mismatch|['iv', 'v', 'v']
Mishnah Yoma 4:4||בְּכָל יוֹם הָיָה חוֹתֶה בְּשֶׁל כֶּסֶף וּמְעָרֶה בְתוֹךְ שֶׁל זָהָב, וְהַיּוֹם חוֹתֶה בְשֶׁל זָהָב וּבָהּ הָיָה מַכְנִיס. בְּכָל יוֹם חוֹתֶה בְשֶׁל אַרְבַּעַת קַבִּין וּמְעָרֶה בְתוֹךְ שֶׁל שְׁלשֶׁת קַבִּין, וְהַיּוֹם חוֹתֶה בְשֶׁל שְׁלשֶׁת קַבִּין, וּבָהּ הָיָה מַכְנִיס. רַבִּי יוֹסֵי אוֹמֵר, בְּכָל יוֹם חוֹתֶה בְשֶׁל סְאָה וּמְעָרֶה בְתוֹךְ שֶׁל שְׁלשֶׁת קַבִּין, וְהַיּוֹם חוֹתֶה בְשֶׁל שְׁלשֶׁת קַבִּין, וּבָהּ הָיָה מַכְנִיס. בְּכָל יוֹם הָיְתָה כְבֵדָה, וְהַיּוֹם קַלָּה. בְּכָל יוֹם הָיְתָה יָדָהּ קְצָרָה, וְהַיּוֹם אֲרֻכָּה. בְּכָל יוֹם הָיָה זְהָבָהּ יָרוֹק, וְהַיּוֹם אָדֹם, דִּבְרֵי רַבִּי מְנַחֵם. בְּכָל יוֹם מַקְרִיב פְּרָס בְּשַׁחֲרִית וּפְרָס בֵּין הָעַרְבַּיִם, וְהַיּוֹם מוֹסִיף מְלֹא חָפְנָיו. בְּכָל יוֹם הָיְתָה דַקָּה, וְהַיּוֹם דַּקָּה מִן הַדַּקָּה: |True|True|Roman numeral mismatch|['iv', 'v', 'v']
Mishnah Yoma 4:5||בְּכָל יוֹם כֹּהֲנִים עוֹלִים בְּמִזְרָחוֹ שֶׁל כֶּבֶשׁ וְיוֹרְדִין בְּמַעֲרָבוֹ, וְהַיּוֹם כֹּהֵן גָּדוֹל עוֹלֶה בָאֶמְצַע וְיוֹרֵד בָּאֶמְצַע. רַבִּי יְהוּדָה אוֹמֵר, לְעוֹלָם כֹּהֵן גָּדוֹל עוֹלֶה בָאֶמְצַע וְיוֹרֵד בָּאֶמְצַע. בְּכָל יוֹם כֹּהֵן גָּדוֹל מְקַדֵּשׁ יָדָיו וְרַגְלָיו מִן הַכִּיּוֹר, וְהַיּוֹם מִן הַקִּיתוֹן שֶׁל זָהָב. רַבִּי יְהוּדָה אוֹמֵר, לְעוֹלָם כֹּהֵן גָּדוֹל מְקַדֵּשׁ יָדָיו וְרַגְלָיו מִן הַקִּיתוֹן שֶׁל זָהָב: |True|True|Roman numeral mismatch|['iv', 'v', 'v']
Mishnah Yoma 4:6||בְּכָל יוֹם הָיוּ שָׁם אַרְבַּע מַעֲרָכוֹת, וְהַיּוֹם חָמֵשׁ, דִּבְרֵי רַבִּי מֵאִיר. רַבִּי יוֹסֵי אוֹמֵר, בְּכָל יוֹם שָׁלשׁ, וְהַיּוֹם אַרְבַּע. רַבִּי יְהוּדָה אוֹמֵר, בְּכָל יוֹם שְׁתַּיִם, וְהַיּוֹם שָׁלשׁ: |True|True|Roman numeral mismatch|['iv', 'v', 'v']
Mishnah Yoma 5:1|<b>D</b>ER ÄUSSERE VORHANG AN DER SÜDSEITE UND DER INNERE AN DER NORDSEITE UMGESCHLAGEN; ER GING ZWISCHEN BEIDEN BIS ER AN DIE NORDSEITE GELANGTE UND ALS ER AN DIE NORDSEITE GELANGTE WANDTE ER DAS GESICHT SÜDLICH UM UND GING DEM VORHANGE ENTLANG LINKS BIS ER AN DIE BUNDESLADE GELANGTE. ALS ER AN DER BUNDESLADE ANGELANGT WAR SETZTE ER DIE PFANNE ZWISCHEN DIE BEIDEN STANGENUND HÄUFTE DAS RÄUCHERWERK AUF DIE KOHLEN UND DER GANZE RAUM FÜLLTE SICH MIT RAUCH. IN DER WEISE WIE ER EINTRAT KAM ER AUCHHERAUS. IM ÄUSSEREN RAUME VERRICHTETE ER EIN KURZES GEBET; ER VERWEILTE NICHT LANGE IM GEBETE UM NICHT JISRAÉL ZU BEUNRUHIGEN.|הוֹצִיאוּ לוֹ אֶת הַכַּף וְאֶת הַמַּחְתָּה, וְחָפַן מְלֹא חָפְנָיו וְנָתַן לְתוֹךְ הַכַּף, הַגָּדוֹל לְפִי גָדְלוֹ, וְהַקָּטָן לְפִי קָטְנוֹ, וְכָךְ הָיְתָה מִדָּתָהּ. נָטַל אֶת הַמַּחְתָּה בִּימִינוֹ וְאֶת הַכַּף בִּשְׂמֹאלוֹ. הָיָה מְהַלֵּךְ בַּהֵיכָל, עַד שֶׁמַּגִּיעַ לְבֵין שְׁתֵּי הַפָּרֹכוֹת הַמַּבְדִּילוֹת בֵּין הַקֹּדֶשׁ וּבֵין קֹדֶשׁ הַקָּדָשִׁים, וּבֵינֵיהֶן אַמָּה. רַבִּי יוֹסֵי אוֹמֵר, לֹא הָיְתָה שָׁם אֶלָּא פָרֹכֶת אַחַת בִּלְבָד, שֶׁנֶּאֱמַר (שמות כו), וְהִבְדִּילָה הַפָּרֹכֶת לָכֶם בֵּין הַקֹּדֶשׁ וּבֵין קֹדֶשׁ הַקָּדָשִׁים. הַחִיצוֹנָה הָיְתָה פְרוּפָה מִן הַדָּרוֹם, וְהַפְּנִימִית מִן הַצָּפוֹן. מְהַלֵּךְ בֵּינֵיהֶן, עַד שֶׁמַּגִּיעַ לַצָּפוֹן. הִגִּיעַ לַצָּפוֹן, הוֹפֵךְ פָּנָיו לַדָּרוֹם, מְהַלֵּךְ לִשְׂמֹאלוֹ עִם הַפָּרֹכֶת עַד שֶׁהוּא מַגִּיעַ לָאָרוֹן. הִגִּיעַ לָאָרוֹן. נוֹתֵן אֶת הַמַּחְתָּה בֵּין שְׁנֵי הַבַּדִּים. צָבַר אֶת הַקְּטֹרֶת עַל גַּבֵּי גֶחָלִים, וְנִתְמַלֵּא כָל הַבַּיִת כֻּלּוֹ עָשָׁן. יָצָא וּבָא לוֹ בְדֶרֶךְ בֵּית כְּנִיסָתוֹ, וּמִתְפַּלֵּל תְּפִלָּה קְצָרָה בַּבַּיִת הַחִיצוֹן, וְלֹא הָיָה מַאֲרִיךְ בִּתְפִלָּתוֹ, שֶׁלֹּא לְהַבְעִית אֶת יִשְׂרָאֵל: |True|False||[]
Mishnah Yoma 5:2|<b>S</b>EITDEM DIE BUNDESLADE FORT WAR BEFAND SICH DA EIN STEIN AUS DEN TAGEN DER ERSTEN PROPHETEN DER ‘GRUNDSTEIN’ GENANNT WURDE; ER WAR DREI FINGER HÖHER ALS DER ERDBODEN UND AUF DIESEN SETZTE ER DAS RÄUCHERWERK AB <sup>iii</sup>. ALSDANN NAHM ER DAS BLUT VON DEM DER ES UMRÜHRTE GING HINEIN WO ER HINEINGEGANGEN WAR STELLTE SICH DA WO ER GESTANDEN HAT UND SPRENGTE DAVON EINMAL AUFWÄRTS UND SIEBENMAL ABWÄRTS;\n ER SPRENGTE ABER NICHT OBEN ODER UNTEN ZIELEND SONDERN NUR WIE AUSHOLEND. ER ZÄHLTE WIE FOLGT: EINS EINS UND EINS EINS UND ZWEI EINS UND DREI EINS UND VIER EINS UND FÜNF EINS UND SECHS EINS UND SIEBEN. HLERAUF KAM ER HERAUS UND STELLTE ES AUF DAS GOLDENE GESTELL IM TEMPELSCHIFFE <sup>iv</sup>. ALSDANN BRACHTE MAN IHM DEN BOCK; ER SCHLACHTETE IHN UND NAHM DAS BLUT IN EIN BECKEN AUF GING HINEIN WO ER HINEINGEGANGEN WAR STELLTE SICH DA WO ER GESTANDEN HAT UND SPRENGTE DAVON EINMAL AUFWÄRTS UND SIEBENMAL ABWÄRTS. ER SPRENGTE ABER NICHT OBEN ODER UNTEN ZIELEND SONDERN NUR WIE AUSHOLEND. ER ZÄHLTE WIE FOLGT: EINS EINS UND EINS EINS UND ZWEI &amp;C. HIERAUF KAM ER HERAUS UND STELLTE ES AUF DAS ZWEITE GOLDENE GESTELL IM TEMPELSCHIFFE. R. JEHUDA SAGT DA WAR NUR EIN GESTELL. ER NAHM DAS BLUT DES FARREN FORT UND SETZTE DAS BLUT DES BOCKES AB\n DANN SPRENGTE ER DAVON GEGEN DEN VORHANG GEGENÜBER DER BUNDESLADE VON AUSSEN EINMAL AUFWÄRTS UND SIEBENMAL ABWÄRTS. ER ZIELTE NICHT &amp;C. ER ZÄHLTE WIE FOLGT &amp;C. HIERAUF NAHM ER DAS BLUT DES BOCKES UND SETZTE DAS BLUT DES FARREN AB DANN SPRENGTE ER DA VON AUF DEN VORHANG GEGENÜBER DER BUNDESLADE VON AUSSEN EINMAL AUFWÄRTS UND SIEBENMAL ABWÄRTS &amp;C. ALSDANN SCHÜTTETE ER DAS BLUT DES FARREN IN DAS BLUT DES BOCKES UND TAT DAS VOLLE BECKEN IN EIN LEERES.|מִשֶּׁנִּטַּל הָאָרוֹן, אֶבֶן הָיְתָה שָׁם מִימוֹת נְבִיאִים רִאשׁוֹנִים, וּשְׁתִיָּה הָיְתָה נִקְרֵאת, גְּבוֹהָה מִן הָאָרֶץ שָׁלשׁ אֶצְבָּעוֹת, וְעָלֶיהָ הָיָה נוֹתֵן: |True|True|Roman numeral mismatch|['iii', 'iv']
Mishnah Yoma 5:3||נָטַל אֶת הַדָּם מִמִּי שֶׁהָיָה מְמָרֵס בּוֹ, נִכְנַס לַמָּקוֹם שֶׁנִּכְנַס, וְעָמַד בַּמָּקוֹם שֶׁעָמַד, וְהִזָּה מִמֶּנּוּ אַחַת לְמַעְלָה וְשֶׁבַע לְמַטָּה, וְלֹא הָיָה מִתְכַּוֵּן לְהַזּוֹת לֹא לְמַעְלָה וְלֹא לְמַטָּה, אֶלָּא כְמַצְלִיף. וְכָךְ הָיָה מוֹנֶה, אַחַת, אַחַת וְאַחַת, אַחַת וּשְׁתַּיִם, אַחַת וְשָׁלשׁ, אַחַת וְאַרְבַּע, אַחַת וְחָמֵשׁ, אַחַת וָשֵׁשׁ, אַחַת וָשֶׁבַע. יָצָא וְהִנִּיחוֹ עַל כַּן הַזָּהָב שֶׁבַּהֵיכָל: |True|True|Roman numeral mismatch|['iii', 'iv']
Mishnah Yoma 5:4||הֵבִיאוּ לוֹ אֶת הַשָּׂעִיר, שְׁחָטוֹ וְקִבֵּל בַּמִּזְרָק אֶת דָּמוֹ. נִכְנַס לִמְקוֹם שֶׁנִּכְנַס, וְעָמַד בִּמְקוֹם שֶׁעָמַד, וְהִזָּה מִמֶּנּוּ אַחַת לְמַעְלָה וְשֶׁבַע לְמַטָּה, וְלֹא הָיָה מִתְכַּוֵּן לְהַזּוֹת לֹא לְמַעְלָה וְלֹא לְמַטָּה, אֶלָּא כְמַצְלִיף. וְכָךְ הָיָה מוֹנֶה, אַחַת, אַחַת וְאַחַת, אַחַת וּשְׁתַּיִם, אַחַת וְשָׁלשׁ, אַחַת וְאַרְבַּע, אַחַת וְחָמֵשׁ, אַחַת וָשֵׁשׁ, אַחַת וָשֶׁבַע. יָצָא וְהִנִּיחוֹ עַל כַּן הַשֵּׁנִי שֶׁהָיָה בַהֵיכָל. רַבִּי יְהוּדָה אוֹמֵר, לֹא הָיָה שָׁם אֶלָּא כַּן אֶחָד בִּלְבָד. נָטַל דַּם הַפָּר וְהִנִּיחַ דַּם הַשָּׂעִיר, וְהִזָּה מִמֶּנּוּ עַל הַפָּרֹכֶת שֶׁכְּנֶגֶד הָאָרוֹן מִבַּחוּץ, אַחַת לְמַעְלָה וְשֶׁבַע לְמַטָּה, וְלֹא הָיָה מִתְכַּוֵּן לְהַזּוֹת לֹא לְמַעְלָה וְלֹא לְמַטָּה, אֶלָּא כְמַצְלִיף. וְכָךְ הָיָה מוֹנֶה, אַחַת, אַחַת וְאַחַת, אַחַת וּשְׁתַּיִם, אַחַת וְשָׁלשׁ, אַחַת וְאַרְבַּע, אַחַת וְחָמֵשׁ, אַחַת וָשֵׁשׁ, אַחַת וָשֶׁבַע. נָטַל דַּם הַשָּׂעִיר וְהִנִּיחַ דַּם הַפָּר, וְהִזָּה מִמֶּנּוּ עַל הַפָּרֹכֶת שֶׁכְּנֶגֶד הָאָרוֹן מִבַּחוּץ, אַחַת לְמַעְלָה וְשֶׁבַע לְמַטָּה, וְלֹא הָיָה מִתְכַּוֵּן לְהַזּוֹת לֹא לְמַעְלָה וְלֹא לְמַטָּה, אֶלָּא כְמַצְלִיף. וְכָךְ הָיָה מוֹנֶה, אַחַת, אַחַת וְאַחַת, אַחַת וּשְׁתַּיִם, אַחַת וְשָׁלשׁ, אַחַת וְאַרְבַּע, אַחַת וְחָמֵשׁ, אַחַת וָשֵׁשׁ, אַחַת וָשֶׁבַע. עֵרָה דַם הַפָּר לְתוֹךְ דַּם הַשָּׂעִיר, וְנָתַן אֶת הַמָּלֵא בָרֵיקָן: |True|True|Roman numeral mismatch|['iii', 'iv']
Mishnah Yoma 5:5|WO FÄNGT ER AN WENN ER MIT DER ENTSÜNDIGUNGABWÄRTS BEGINNT? AM NORDÖSTLICHEN HORN DANN FOLGT DAS NORDWESTLICHE SÜDWESTLICHE UND SÜDÖSTLICHE. WO ER BEIM SÜNDOPFER AM ÄUSSEREN ALTAR BEGINNT DA HÖRTE ER AM INNEREN ALTAR AUF. R. ELIE͑ZER SAGTE : ER STAND AN EINER STELLE UND ENTSÜNDIGTE \n UND ALLE SPRENGTE ER VON UNTEN NACH OBEN AUSGENOMMEN DAS VOR IHM BEFINDLICHE AUF DAS ER VON OBEN NACH UNTEN SPRENGTE. |וְיָצָא אֶל הַמִּזְבֵּחַ אֲשֶׁר לִפְנֵי יְיָ, זֶה מִזְבַּח הַזָּהָב. הִתְחִיל מְחַטֵּא וְיוֹרֵד. מֵהֵיכָן הוּא מַתְחִיל, מִקֶּרֶן מִזְרָחִית צְפוֹנִית, צְפוֹנִית מַעֲרָבִית, מַעֲרָבִית דְּרוֹמִית, דְּרוֹמִית מִזְרָחִית. מְקוֹם שֶׁהוּא מַתְחִיל בַּחַטָּאת עַל מִזְבֵּחַ הַחִיצוֹן, מִשָּׁם הָיָה גוֹמֵר עַל מִזְבֵּחַ הַפְּנִימִי. רַבִּי אֱלִיעֶזֶר אוֹמֵר, בִּמְקוֹמוֹ הָיָה עוֹמֵד וּמְחַטֵּא. וְעַל כֻּלָּן הָיָה נוֹתֵן מִלְּמַטָּה לְמַעְלָה, חוּץ מִזּוֹ שֶׁהָיְתָה לְפָנָיו, שֶׁעָלֶיהָ הָיָה נוֹתֵן מִלְמַעְלָה לְמָטָּה: |True|False||['v', 'vi']
Mishnah Yoma 5:6|<sup>vii</sup><b>W</b>ENN ER VON ALL DEN DIENSTVERRICIITUNGEN DES VERSÖHNUNGSTAGES DIE IN IHRER REIHENFOLGE AUFGEZÄHLT SIND EINE SPÄTERE FRÜHER ALS DIE ANDERE VERRICHTET HAT SO HAT ER NICHTS GETAN. HAT ER DAS BLUT DES BOCKES VOR DEM BLUTE DES FARREN GESPRENGT SO SPRENGE ER NACH DEM BLUTE DES FARREN DAS BLUT DES BOCKES ABERMALS. IST VOR BEENDIGUNG DER SPRENGUNGEN INNERHALB DES ALLERHEILIGSTEN DAS BLUT AUSGEGOSSEN WORDEN SO HOLE ER ANDERES BLUT UND BEGINNE DIE SPRENGUNGEN INNERHALB VON VORNE. EBENSO IM TEMPELSCHIFFE UND EBENSO AM GOLDENEN ALTAR DENN SIE SIND ALLE BESONDERE ENTSÜNDIGUNGEN FÜR SICH. R. ELEA͑ZAR UND R. ŠIMO͑N SAGEN WO ER UNTERBROCHEN HAT DA BEGINNE ER.|הִזָּה עַל טָהֳרוֹ שֶׁל מִזְבֵּחַ שֶׁבַע פְּעָמִים, וּשְׁיָרֵי הַדָּם הָיָה שׁוֹפֵךְ עַל יְסוֹד מַעֲרָבִי שֶׁל מִזְבֵּחַ הַחִיצוֹן, וְשֶׁל מִזְבֵּחַ הַחִיצוֹן הָיָה שׁוֹפֵךְ עַל יְסוֹד דְּרוֹמִי. אֵלּוּ וָאֵלּוּ מִתְעָרְבִין בָּאַמָּה וְיוֹצְאִין לְנַחַל קִדְרוֹן, וְנִמְכָּרִין לַגַּנָּנִין לְזֶבֶל, וּמוֹעֲלִין בָּהֶן: |True|True|Roman numeral mismatch|['vii']
Mishnah Yoma 5:7||כָּל מַעֲשֵׂה יוֹם הַכִּפּוּרִים הָאָמוּר עַל הַסֵּדֶר, אִם הִקְדִּים מַעֲשֶׂה לַחֲבֵרוֹ, לֹא עָשָׂה כְלוּם. הִקְדִּים דַּם הַשָּׂעִיר לְדַם הַפָּר, יַחֲזֹר וְיַזֶּה מִדַּם הַשָּׂעִיר לְאַחַר דַּם הַפָּר. וְאִם עַד שֶׁלֹּא גָמַר אֶת הַמַּתָּנוֹת שֶׁבִּפְנִים נִשְׁפַּךְ הַדָּם, יָבִיא דָם אַחֵר וְיַחֲזֹר וְיַזֶּה בַתְּחִלָּה בִּפְנִים. וְכֵן בַּהֵיכָל, וְכֵן בְּמִזְבַּח הַזָּהָב, שֶׁכֻּלָּן כַּפָּרָה בִפְנֵי עַצְמָן. רַבִּי אֶלְעָזָר וְרַבִּי שִׁמְעוֹן אוֹמְרִים, מִמְּקוֹם שֶׁפָּסַק, מִשָּׁם הוּא מַתְחִיל: |True|True|Roman numeral mismatch|['vii']
Mishnah Yoma 6:1|<b>D</b>IE BEIDEN BÖCKE DES VERSÖHNUNGSTAGES SOLLEN GEBOTSMÄSSIG EINANDER GLEICHEN IN IHREM AÜSSEHEN IHREM WÜCHSE UND IHREM PREISE AUCH SIND SIE ZUSAMMEN ZU KAUFEN JEDOCH SIND SIE TAUGLICH AUCH WENN SIE EINANDER NICHT GLEICHEN. KAUFTE ER EINEN AN DIESEM TAGE UND DEN ANDEREN AM FOLGENDEN TAGE SO SIND SIE TAUGLICH\n IST EINER VON IHNEN VERENDET SO MUSS ER WENN ER VOR DEM LOSEN VERENDET IST FÜR DEN ZWEITEN EINEN ANDEREN ZUKAUFEN UND WENN ER NACH DEM LOSEN VERENDET IST EIN NEUES PAAR HERBEIHOLEN UND VON NEUEM LOSEN. ER SPRECHE: IST DER FÜR G0TT BESTIMMTE VERENDET SO TRETE DER DURCH DAS L0S FÜR G0TT BESTIMMTE AN SEINE STELLE UND IST DER FÜR A͑ZAZEL BESTIMMTE VERENDET SO TRETE DER DURCH DAS LOS FÜR A͑ZAZEL BESTIMMTE AN SEINE STELLE. DER ANDERE IST WEIDEN ZU LASSEN BIS ER EIN GEBRECHEN BEKOMMT UND ZU VERKAUFEN UND DER ERLÖS FÄLLT DEM FREIWILLIGEN OPFERFONDS ZU DENN DAS GEMEINDE-SÜNDOPFER IST NICHT VERENDEN ZU LASSEN; R. JEHUDA SAGT ES IST VERENDEN ZU LASSEN. FERNER SAGTE R. JEHUDA: IST DAS BLUT AUSGEGOSSEN WORDEN SO IST DER FORTZUSCHICKENDE BOCK VERENDEN ZU LASSEN IST DER FORTZUSCHICKENDE BOCK VERENDET SO IST DAS BLUT FORTZUGIESSEN.|שְׁנֵי שְׂעִירֵי יוֹם הַכִּפּוּרִים, מִצְוָתָן שֶׁיִּהְיוּ שְׁנֵיהֶן שָׁוִין בְּמַרְאֶה וּבְקוֹמָה וּבְדָמִים וּבִלְקִיחָתָן כְּאֶחָד. וְאַף עַל פִּי שֶׁאֵינָן שָׁוִין, כְּשֵׁרִין. לָקַח אֶחָד הַיּוֹם וְאֶחָד לְמָחָר, כְּשֵׁרִין. מֵת אֶחָד מֵהֶן, אִם עַד שֶׁלֹּא הִגְרִיל מֵת, יִקַּח זוּג לַשֵּׁנִי. וְאִם מִשֶּׁהִגְרִיל מֵת, יָבִיא זוּג אַחֵר וְיַגְרִיל עֲלֵיהֶם בַּתְּחִלָּה, וְיֹאמַר, אִם שֶׁל שֵׁם מֵת, זֶה שֶׁעָלָה עָלָיו הַגּוֹרָל לַשֵּׁם יִתְקַיֵּם תַּחְתָּיו. וְאִם שֶׁל עֲזָאזֵל מֵת, זֶה שֶׁעָלָה עָלָיו הַגּוֹרָל לַעֲזָאזֵל יִתְקַיֵּם תַּחְתָּיו. וְהַשֵּׁנִי יִרְעֶה עַד שֶׁיִּסְתָּאֵב, וְיִמָּכֵר וְיִפְּלוּ דָמָיו לִנְדָבָה, שֶׁאֵין חַטַּאת צִבּוּר מֵתָה. רַבִּי יְהוּדָה אוֹמֵר, תָּמוּת. וְעוֹד אָמַר רַבִּי יְהוּדָה, נִשְׁפַּךְ הַדָּם, יָמוּת הַמִּשְׁתַּלֵּחַ. מֵת הַמִּשְׁתַּלֵּחַ, יִשָּׁפֵךְ הַדָּם: |True|False||[]
