mishnah_tref,de_text
Mishnah Ketubot 3:4," <b>D</b><small>ER</small> V<small>ERFÜHRER HAT DREIERLEI UND DER</small> N<small>OTZÜCHTER VIERERLEI ZU ZAHLEN.</small> D<small>ER</small> V<small>ERFÜHRER HAT</small> B<small>ESCHÄMUNG,</small> M<small>INDERUNG</small><sup>321</sup><i class=""footnote"">Ihres Wertes durch die Defloration; ausführl. weiter.</i><small>UND DIE</small> G<small>ELDBUSSE ZU ZAHLEN; DER</small> N<small>OTZÜCHTER AUSSERDEM NOCH</small> S<small>CHMERZENSGELD.</small> W<small>ELCHEN</small> U<small>NTERSCHIED GIBT ES ZWISCHEN</small> N<small>OTZUCHT UND</small> V<small>ERFÜHRUNG?</small> D<small>ER</small> N<small>OTZÜCHTER MUSS</small> S<small>CHMERZENSGELD ZAHLEN, DER</small> V<small>ERFÜHRER ZAHLT KEIN</small> S<small>CHMERZENSGELD; DER</small> N<small>OTZÜCHTER MUSS SOFORT ZAHLEN, DER</small> V<small>ERFÜHRER, WENN ER SIE ENTFERNT; DER</small> N<small>OTZÜCHTER MUSS AUS SEINEM</small> G<small>EFÄSSE</small><sup>322</sup><i class=""footnote"">Er muß sie behalten, ob er will od. nicht.</i><small>TRINKEN, DER</small> V<small>ERFÜHRER DARF, WENN ER WILL</small>, <small>SIE ENTFERNEN</small>"
Mishnah Ketubot 3:5,". W<small>AS HEISST AUS SEINEM</small> G<small>EFÄSSE TRINKEN</small>? S<small>ELBST WENN SIE LAHM, BLIND ODER GRINDIG IST</small>. W<small>IRD VON IHR EINE</small> S<small>CHANDSACHE BEKANNT, ODER IST SIE ZUR</small> A<small>UFNAHME IN</small> J<small>ISRAÉL</small><sup>323</sup><i class=""footnote"">Die ein Jisraélit wegen ihrer Herkunft nicht heiraten darf.</i><small>UNTAUGLICH, SO DARF ER SIE NICHT BEHALTEN, DENN ES HEISST</small> :<sup>324</sup><i class=""footnote"">Dt. 22,29.</i><i>ihm soll sie zur Frau sein,</i> <small>EINE</small> F<small>RAU, DIE FÜR IHN TAUGLICH IST.</small>"
Mishnah Ketubot 3:6," <b>I</b><small>ST SIE EINE</small> W<small>AISE, DIE VERLOBT WAR UND GESCHIEDEN WURDE, SO IST ER, WIE</small> R. E<small>LEA͑ZAR SAGT, BEI</small> V<small>ERFÜHRUNG FREI</small><sup>344</sup><i class=""footnote"">Von der Geldbuße, da diese ihr selber gehören würde, u. sie darauf verzichtet hat.</i><small>UND BEI</small> N<small>OTZUCHT VERPFLICHTET</small>."
Mishnah Ketubot 3:7," <b>W</b><small>IE WIRD DIE</small> B<small>ESCHÄMUNG</small> <small>BERECHNET</small>? J<small>E NACH DEM</small> B<small>ESCHÄMENDEN</small><sup>347</sup><i class=""footnote"">Je geringer seine Stellung, desto größer die Beschämung; entgegengesetzt verhält es sich beim Beschämten.</i><small>UND DER</small> B<small>ESCHÄMTEN.</small> W<small>IE DIE</small> M<small>INDERUNG?</small> M<small>AN SCHÄTZT SIE, WIEVIEL SIE ALS ZU VERKAUFENDE</small> S<small>KLAVIN VORHER WERT WAR UND WIEVIEL SIE JETZT WERT IST.</small> D<small>IE GELDBUSSE IST FÜR JEDEN GLEICH.</small> J<small>EDE</small> Z<small>AHLUNG</small>, <small>DIE IN DER</small> T<small>ORA FESTGESETZT IST, GILT FÜR JEDEN GLEICH</small>."
Mishnah Ketubot 3:8," <b>W</b><small>ENN</small> V<small>ERKAUF</small><sup>358</sup><i class=""footnote"">Vgl. Anm. 6.</i><small>, KEINE</small> G<small>ELDBUSSE, UND WENN</small> G<small>ELDBUSSE, KEIN</small> V<small>ERKAUF.</small> B<small>EI EINER</small> M<small>INDERJÄHRIGEN FINDET</small> V<small>ERKAUF STATT, ABER KEINE</small> G<small>ELDBUSSE; BEI EINEM</small> MÄ<small>DCHEN</small><sup>359</sup><i class=""footnote"">Im Mädchenalter, während der 1. Hälfte des 13. Lebensjahres.</i><small>FINDET DIE</small> G<small>ELDBUSSE STATT, ABER KEIN</small> V<small>ERKAUF; BEI DER</small> M<small>ANNBAREN FINDET WEDER</small> V<small>ERKAUF NOCH DIE</small> G<small>ELDBUSSE STATT.</small>"
Mishnah Ketubot 3:9," <b>W</b><small>ENN JEMAND SAGT, ER HABE DTE</small> T<small>OCHTER DES</small> N. <small>VERFÜHRT, SO HAT ER AUF</small> G<small>RUND SEINER</small> S<small>ELBSTANZEIGE</small> B<small>ESCHÄMUNG UND</small> M<small>INDERUNG, JEDOCH NICHT</small><sup>369</sup><i class=""footnote"">Wer eine mit einer Geldbuße belegte Handlung freiwillig eingesteht, ist von der Zahlung der Geldbuße frei; cf. Bq. Fol. 74b.</i><small>DIE</small> G<small>ELDBUSSE ZU ZAHLEN.</small> W<small>ENN JEMAND SAGT, ER HABE GESTOHLEN, SO HAT ER AUF</small> G<small>RUND SEINER</small> S<small>ELBSTANZEIGE DEN</small> G<small>RUNDWERT, JEDOCH NICHT DAS</small> D<small>OPPELTE</small><sup>370</sup><i class=""footnote"">Gf. Ex. 21,37 u, 22,3.</i><small>ODER DAS</small> V<small>IER- UND</small> F<small>ÜNFFACHE</small><sup>370</sup><i class=""footnote"">Gf. Ex. 21,37 u, 22,3.</i><small>ZU BEZAHLEN</small>. S<small>AGT JEMAND</small>, <small>SEIN</small> O<small>CHS HABE</small> N. <small>ODER EINEN</small> O<small>CHSEN DES</small> N. <small>GETÖTET, SO MUSS ER AUF</small> G<small>RUND SEINER</small> S<small>ELBSTANZEIGE</small> E<small>RSATZ LEISTEN</small>; <small>WENN ABER, SEIN</small> O<small>CHS HABE EINEN</small> S<small>KLAVEN DES</small> N. <small>GETÖTET, SO HAT ER AUF</small> G<small>RUND SEINER</small> S<small>ELBSTANZEIGE NICHTS</small><sup>371</sup><i class=""footnote"">Der Ersatz für einen Sklaven ist in der Schrift (Ex. 21,32) festgesetzt, u. jede festgesetzte Zahlung gilt als Geldbuße; ob. Fol. 40a.</i><small>ZU ZAHLEN.</small> D<small>IE</small> R<small>EGEL IST: WER MEHR ALS DEN ANGERICHTETEN</small> S<small>CHADEN ZU ZAHLEN HAT, BRAUCHT BEI EINER</small> S<small>ELBSTANZEIGE NICHTS ZU ZAHLEN.</small>"
Mishnah Ketubot 4:1," <b>W</b>ENN <small>EIN</small> M<small>ÄDCHEN VERFÜHRT WORDEN IST, SO GEHÖREN</small> B<small>ESCHÄMUNGSGELD,</small> M<small>INDERUNGSGELD UND</small> G<small>ELDBUSSE IHREM</small> V<small>ATER, BEI DER</small> G<small>ENOTZÜCHTIGTEN AUCH DAS</small> S<small>CHMERZENSGELD.</small> S<small>TAND SIE VOR</small> G<small>ERICHT BEVOR DER</small> V<small>ATER STARB, SO GEHÖREN SIE DEM</small> V<small>ATER, UND WENN DER</small> V<small>ATER VERSTORBEN IST, DEN</small> B<small>RÜDERN</small><sup>1</sup><i class=""footnote"">Als Erben des Vaters, da sie ihm bei Lebzeiten zugesprochen worden sind.</i>; <small>KAM SIE NICHT DAZU, VOR</small> G<small>ERICHT ZU STEHEN, ALS BIS DER</small> V<small>ATER GESTORBEN IST, SO GEHÖREN SIE IHR SELBER.</small> S<small>TAND SIE VOR</small> G<small>ERICHT, BEVOR SIE MANNBAR WARD, SO GEHÖREN SIE DEM</small> V<small>ATER, UND WENN DER</small> V<small>ATER VERSTORBEN IST, DEN</small> B<small>RÜDERN; KAM SIE NICHT DAZU, VOR</small> G<small>ERICHT ZU STEHEN, ALS BIS SIE MANNBAR GEWORDEN IST, SO GEHÖREN SIE IHR SELBER.</small> R. Š<small>IMO͑N SAGT, WENN DER</small> V<small>ATER GESTORBEN IST BEVOR SIE EINGEFORDERT WURDEN, GEHÖREN SIE IHR SELBER</small>. I<small>HRE</small> H<small>ÄNDEARBEIT UND IHR</small> Fu<small>ND, AUCH WENN SIE</small> <small>NOCH NICHT EINGEFORDERT SIND, GEHÖREN, WENN DER</small> V<small>ATER STIRBT, DEN</small> B<small>RÜDERN</small><sup>2</sup><i class=""footnote"">Diese Ansprüche gelangen schon bei ihrem Entstehen in den Besitz des Vaters u. brauchen ihm nicht erst durch das Gericht zugesprochen zu werden.</i>."
Mishnah Ketubot 4:2," <b>W</b><small>ENN JEMAND SEINE</small> To<small>CHTER</small><sup>39</sup><i class=""footnote"">Die das Mannbarkeitsalter noch nicht erreicht u. sich in der Gewalt des Vaters befindet.</i><small>VERLOBT UND SIE GESCHIEDEN WIRD, DANN</small> <small>WIEDERUM</small> <small>VERLOBT UND SIE VERWITWET WIRD, SO GEHÖRT IHRE</small> M<small>ORGENGABE</small><sup>40</sup><i class=""footnote"">Aus beiden Verlobungen.</i><small>IHM ; WENN ER SIE ABER VERHEIRATET UND SIE GESCHIEDEN WIRD, DANN</small> <small>WIEDERUM</small> <small>VERHEIRATET UND SIE VERWITWET WIRD, SO GEHÖRT IHRE</small> M<small>ORGENGABE</small><sup>40</sup><i class=""footnote"">Aus beiden Verlobungen.</i><small>IHR SELBER</small><sup>41</sup><i class=""footnote"">Da sie durch die Heirat aus der Gewalt des Vaters gekommen ist.</i>. R. J<small>EHUDA SAGT, DIE ERSTE GEHÖRE DEM</small> V<small>ATER.</small> S<small>IE ERWIDERTEN IHM</small>: S<small>OBALD IHR</small> V<small>ATER SIE VERHEIRATET, HAT ER KEINE</small> G<small>EWALT MEHR ÜBER SIE</small>."
Mishnah Ketubot 4:3," <b>W</b><small>ENN MIT EINER</small> P<small>ROSELYTIN AUCH IHRE</small> T<small>OCHTER SICH BEKEHRT UND</small> U<small>NZUCHT</small><sup>65</sup><i class=""footnote"">Nach ihrer Verlobung.</i><small>GETRIEBEN HAT, SO IST SIE DURCH</small> E<small>RDROSSELUNG</small><sup>66</sup><i class=""footnote"">Gleich jeder anderen Ehebrecherin, u. nicht durch Steinigung.</i><small>HINZURICHTEN</small>, <small>AUCH ERFOLGT BEI IHR WEDER</small> <small>DAS</small> H<small>INAUSFÜHREN</small> <small>ZUR</small> T<small>ÜR DES</small> V<small>ATERHAUSES</small><sup>67</sup><i class=""footnote"">Wie bei einer geborenen Jisraélitin; cf. Dt. 22,21.</i><small>NOCH</small> <small>DIE</small> Z<small>AHLUNG</small> <small>DER HUNDERT</small> S<small>ELA͑</small><sup>68</sup><i class=""footnote"">Wenn die Beschuldigung des Ehemannes sich als falsch herausstellt, Dt. 22,19.</i>. I<small>ST IHRE</small> S<small>CHWÄNGERUNG NICHT IN</small> H<small>EILIGKEIT</small><sup>69</sup><i class=""footnote"">Vor der Bekehrung der Mutter.</i><small>UND IHRE</small> G<small>EBURT IN</small> H<small>EILIGKEIT ERFOLGT, SO IST SIE DURCH</small> S<small>TEINIGUNG</small> <small>HINZURICHTEN</small>, <small>JEDOCH ERFOLGT BEI IHR WEDER</small> <small>DAS</small> H<small>INAUSFÜHREN</small> <small>ZUR</small> T<small>ÜR DES</small> V<small>ATERHAUSES NOCH</small> <small>DIE</small> Z<small>AHLUNG</small> <small>DER</small> H<small>UNDERT</small> S<small>ELA͑</small>. I<small>ST IHRE</small> S<small>CHWÄNGERUNG UND IHRE</small> G<small>EBURT IN</small> H<small>EILIGKEIT ERFOLGT, SO GILT SIE IN JEDER</small> H<small>INSICHT ALS</small> J<small>ISRAÉLITIN.</small> H<small>AT EINE EINEN</small> V<small>ATER, ABER KEINE</small> T<small>ÜR DES</small> V<small>ATERHAUSES</small><sup>70</sup><i class=""footnote"">Wenn ihr Vater kein Haus hat.</i>, <small>ODER EINE</small> T<small>ÜR DES</small> V<small>ATERHAUSES, ABER KEINEN</small> V<small>ATER, SO IST SIE TROTZDEM DURCH</small> S<small>TEINIGUNG</small> <small>HINZURICHTEN</small>; <small>DIE</small> W<small>ORTE</small> <i>zur Tür ihres Vaterhauses</i> <small>SIND NICHTS WEITER ALS EINE</small> V<small>ORSCHRIFT</small><sup>71</sup><i class=""footnote"">Von deren Ausführbarkeit das Gesetz nicht abhängig ist.</i>."
Mishnah Ketubot 4:4," <b>D</b><small>ER</small> V<small>ATER HAT</small> V<small>ERFÜGUNGSRECHT ÜBER SEINE</small> T<small>OCHTER INBETREFF IHRER</small> A<small>NTRAUUNG DURCH</small> G<small>ELD,</small> U<small>RKUNDE</small><sup>139</sup><i class=""footnote"">Gf. Qid. Fol. 2a. Das Antrauungsgeld gehört ihm, ebenso darf er sie mit jedem, der ihm beliebt, verheiraten.</i><small>ODER</small> B<small>EIWOHNUNG; FERNER HAT ER</small> A<small>NRECHT AUF IHREN</small> F<small>UND, IHRE</small> H<small>ÄNDEARBEIT UND DIE</small> A<small>UFHEBUNG</small><sup>140</sup><i class=""footnote"">Cf. Num. 30,4ff.</i><small>IHRER</small> G<small>ELÜBDE, AUCH NIMMT ER IHREN</small> S<small>CHEIDEBRIEF</small><sup>141</sup><i class=""footnote"">Falls sie als Verlobte geschieden wird.</i><small>IN</small> E<small>MPFANG, JEDOCH HAT ER BEI IHREN</small> L<small>EBZEITEN KEIN</small> N<small>IESSBRAUCHSRECHT</small><sup>142</sup><i class=""footnote"">Von ihrem Vermögen, das ihr mütterlicherseits zugefallen ist.</i>. H<small>AT SIE SICH VERHEIRATET, SO IST IHM DER</small> E<small>HEMANN ÜBERLEGEN, INDEM ER BEI IHREN</small> L<small>EBZEITEN</small> N<small>IESSBRAUCHSRECHT HAT; FERNER OBLIEGT IHM IHRE</small> E<small>RNÄHRUNG, IHRE</small> L<small>OSKAUFUNG</small><sup>143</sup><i class=""footnote"">Wenn sie gefangen wird.</i><small>UND IHRE</small> B<small>EERDIGUNG.</small> R. J<small>EHUDA SAGT, SELBST DER</small> Ä<small>RMSTE IN</small> J<small>ISRAÉL NEHME</small><sup>144</sup><i class=""footnote"">Bei der Beerdigung seiner Frau.</i><small>WENIGSTENS ZWEI</small> F<small>LÖTEN</small> <small>BLÄSER</small> <small>UND EIN</small> K<small>LAGEWEIB.</small>"
Mishnah Ketubot 4:5," <b>S</b><small>IE BEFINDET SICH SOLANGE IN DER</small> G<small>EWALT DES</small> V<small>ATERS, BIS SIE ZUR</small> V<small>ERHEIRATUNG IN DIE</small> G<small>EWALT DES</small> E<small>HEMANNES KOMMT.</small> Ü<small>BERGIBT DER</small> V<small>ATER SIE DEN</small> B<small>OTEN DES</small> E<small>HEMANNES, SO BEFINDET SIE SICH IN DER</small> G<small>EWALT DES</small> E<small>HEMANNES.</small> G<small>EHT DER</small> V<small>ATER</small><sup>186</sup><i class=""footnote"">Mit ihr zum Ehemanne.</i><small>MIT DEN</small> B<small>OTEN DES</small> E<small>HEMANNES ODER GEHEN DIE</small> B<small>OTEN DES</small> V<small>ATERS MIT DEN</small> B<small>OTEN DES</small> E<small>HEMANNES, SO BEFINDET SIE SICH IN DER</small> G<small>EWALT DES</small> V<small>ATERS.</small> Ü<small>BERGEBEN DIE</small> B<small>OTEN DES</small> V<small>ATERS SIE DEN</small> B<small>OTEN DES</small> E<small>HEMANNES, SO BEFINDET SIE SICH IN DER</small> G<small>EWALT DES</small> E<small>HEMANNES.</small>"
Mishnah Ketubot 4:6,"<b>D</b><small>ER</small> V<small>ATER IST NICHT ZUR</small> E<small>RNÄHRUNG SEINER</small> T<small>OCHTER VERPFLICHTET,</small> F<small>OLGENDE</small> L<small>EHRE TRUG</small> R. E<small>LEA͑ZAR B.</small> A<small>͑ZARJA DEN</small> W<small>EISEN DER</small> A<small>KADEMIE ZU</small> J<small>ABNE VOR:</small> D<small>IE</small> S<small>ÖHNE ERBEN UND DIE</small> T<small>ÖCHTER SIND ZU ER NÄHREN</small><sup>209</sup><i class=""footnote"">Bezieht sich auf eine weit, folgende Lehre. Fol. 52b.</i>: <small>WIE NUN DIE</small> S<small>ÖHNE ERST NACH DEM</small> T<small>ODE IHRES</small> V<small>ATERS ERBEN, EBENSO SIND DIE</small> T<small>ÖCHTER ERST NACH DEM</small> T<small>ODE IHRES</small> V<small>ATERS ZU ERNÄHREN</small>."
Mishnah Ketubot 4:7," V<small>ERSGHRIEB ER IHR KEINE</small> M<small>ORGENGABE, SO ERHÄLT DIE</small> J<small>UNGFRAU ZWEITE HUNDERT</small> Z<small>UZ</small> <small>UND DIE</small> W<small>ITWE EINE</small> M<small>INE, DENN DIES IST EINE GERICHTLICHE</small> B<small>ESTIMMUNG.</small> V<small>ERSCHRIEB ER IHR ANSTELLE DER ZWEIHUNDERT</small> Z<small>UZ EIN</small> F<small>ELD IM</small> W<small>ERTE EINER</small> M<small>INE, OHNE GESCHRIEBEN ZU HABEN: ALLE</small><sup>263</sup><i class=""footnote"">Diese u. die weiter folgenden Formeln gehören zum Texte der Urkunde über die Morgengabe.</i>G<small>ÜTER, DIE ICH BESITZE, SEIEN FÜR DEINE</small> M<small>ORGENGABE HAFTBAR, SO IST ER DENNOCH HAFTBAR, DENN DIES IST EINE GERICHTLICHE</small> B<small>ESTIMMUNG</small>"
Mishnah Ketubot 4:8,". S<small>CHRIEB ER IHR NICHT</small>: W<small>ENN DU GEFANGEN WIRST, KAUFE ICH DICH LOS UND NEHME DICH WIEDER ZUR</small> F<small>RAU, – EINER</small> P<small>RIESTERSFRAU</small><sup>264</sup><i class=""footnote"">Die dadurch ihrem Manne verboten wird; cf. supra Fol. 27a.</i> : <small>UND BRINGE DICH IN DEINE</small> H<small>EIMAT ZURÜCK, – SO IST ER DENNOCH DAZU VERPFLICHTET, DENN DIES IST EINE GERICHTLICHE</small> B<small>ESTIMMUNG</small>"
Mishnah Ketubot 4:9,". W<small>IRD SIE GEFANGEN, SO MUSS ER SIE LOSKAUFEN; SAGT ER: DA IST IHR</small> S<small>CHEIDEBRIEF UND IHRE</small> M<small>ORGENGABE, MAG SIE SICH SELBER LOSKAUFEN, SO IST ER DAZU NICHT BEFUGT.</small> W<small>IRD SIE VERLETZT, SO MUSS ER SIE HEILEN LASSEN, SAGT ER: DA IST IHR</small> S<small>CHEIDEBRIEF UND IHRE</small> M<small>ORGENGABE, MAG SIE SICH SELBER HEILEN LASSEN, SO IST ER DAZU BEFUGT</small><sup>265</sup><i class=""footnote"">Die Heilung gehört zum Unterhalte, der bei der Geschiedenen fortfällt.</i>."
Mishnah Ketubot 4:10," <b>S</b><small>CHRIEB ER IHR NICHT</small> : <small>DIE MÄNNLICHEN</small> K<small>INDER, DIE DU VON MIR HABEN WIRST, SOLLEN AUSSER DEM</small> A<small>NTEILE, DEN SIE MIT IHREN</small> B<small>RÜDERN</small><sup>312</sup><i class=""footnote"">Von anderen Frauen bei der Teilung der Hinterlassenschaft des Vaters.</i><small>ERHALTEN, DEN</small> B<small>ETRAG DEINER</small> M<small>ORGENGABE ERBEN, SO IST ER DENNOCH DAZU</small><sup>313</sup><i class=""footnote"">Ihre Kinder erben ihre von ihrem Manne ererbte Morgengabe, obgleich sie zur Hinterlassenschaft des Vaters gehört, an der die Kinder all seiner Frauen beteiligt sind.</i><small>VERPFLICHTET, WEIL DIES EINE GERICHTLICHE</small> B<small>ESTIMMUNG IST</small>"
Mishnah Ketubot 4:11,". S<small>CHRIEB ER IHR NICHT</small> : <small>DIE WEIBLICHEN</small> K<small>INDER, DIE DU VON MIR HABEN WIRST, SOLLEN IN MEINEM</small> H<small>AUSE WEILEN UND VON MEINEM</small> V<small>ERMÖGEN ERNÄHRT WERDEN, BIS SIE</small> M<small>ÄNNER NEHMEN, SO IST ER DENNOCH DAZU VERPFLICHTET, WEIL DIES EINE GERICHTLICHE</small> B<small>ESTIMMUNG IST</small> ."
Mishnah Ketubot 4:12,"S<small>CHRIEB ER IHR NICHT</small>: <small>DU SOLLST IN MEINEM</small> H<small>AUSE WEILEN UND WÄHREND DER GANZEN</small> D<small>AUER DEINER</small> W<small>ITWENSCHAFT IN MEINEM</small> H<small>AUSE ERNÄHRT WERDEN, SO IST ER DENNOCH DAZU VERPFLICHTET, WEIL DIES EINE GERICHTLICHE</small> B<small>ESTIMMUNG IST. SO SCHRIEBEN DIE</small> L<small>EUTE IN</small> J<small>ERUŠALEM, UND WIE DIE</small> L<small>EUTE VON</small> J<small>ERUŠALEM, SCHRIEBEN AUCH DIE</small> L<small>EUTE IN</small> G<small>ALILÄA.</small> D<small>IE</small> L<small>EUTE VON</small> J<small>UDÄA SCHRIEBEN WIE FOLGT: BIS DIE</small> E<small>RBEN DIR DEINE</small> M<small>ORGENGABE AUSZAHLEN WOLLEN.</small> D<small>AHER KÖNNEN DIE</small> E<small>RBEN, WENN SIE WOLLEN, IHR IHRE</small> M<small>ORGENGABE AUSZAHLEN UND SIE ABFINDEN.</small>"
Mishnah Ketubot 5:1," <b>O</b>BGLEICH <small>SIE GESAGT HABEN, EINE</small> J<small>UNGFRAU ERHALTE ZWEIHUN DERT</small> Z<small>UZ</small> <small>UND EINE</small> W<small>ITWE EINE</small> M<small>INE, SO KANN ER DENNOCH, WENN ER HINZUFÜGEN WILL, AUCH HUNDERT</small> M<small>INEN HINZUFÜGEN; WIRD SIE VERWITWET ODER GESCHIEDEN, EINERLEI, OB NACH DER</small> V<small>ERLOBUNG ODER NACH DER</small> V<small>ERHEIRATUNG, SO KANN SIE ALLES</small><sup>1</sup><i class=""footnote"">Auch die freiwillige Zulage.</i> <small>EINFORDERN</small>. R. E<small>LE</small>A<small>͑ZAR B.</small> A<small>͑ZARJA SAGT, NACH DER</small> V<small>ERHEIRATUNG KÖNNE SIE ALLES EINFORDERN, NACH DER</small> V<small>ERLOBUNG KÖNNE EINE</small> J<small>UNGFRAU NUR DIE ZWEIHUNDERT</small> Z<small>UZ</small> <small>UND EINE</small> W<small>ITWE NUR DIE</small> M<small>INE EINFORDERN, DENN</small> <small>DIE</small> Z<small>ULAGE</small> <small>VERSCHRIEB ER IHR NUR IN DER</small> V<small>ORAUSSETZUNG, DASS ER SIE HEIRATET</small>. R. J<small>EHUDA SAGT, WENN ER WILL, SCHREIBE ER EINER</small> J<small>UNGFRAU EINE</small> U<small>RKUNDE ÜBER ZWEIHUNDERT</small> Z<small>UZ</small>, <small>UND SIE BESTÄTIGE IHM, EINE</small> M<small>INE ERHALTEN ZU HABEN, DESGLEICHEN EINER</small> W<small>ITWE ÜBER EINE</small> M<small>INE, UND SIE BESTÄTIGE IHM, FÜNFZIG</small> Z<small>UZ ERHALTEN ZU HABEN</small>. R. M<small>EÍR SAGT, WENN JEMAND EINER</small> J<small>UNGFRAU DIE ZWEIHUNDERT</small> Z<small>UZ</small> <small>ODER EINER</small> W<small>ITWE DIE</small> M<small>INE MINDERT, SO IST SEINE</small> B<small>EIWOHNUNG EINE AUSSEREHELICHE.</small>"
Mishnah Ketubot 5:2," <b>M</b><small>AN GEBE EINER</small> J<small>UNGFRAU, SOBALD DER</small> M<small>ANN SIE AUFGEFORDERT</small><sup>72</sup><i class=""footnote"">Vorbereitungen zur Heirat zu treffen.</i><small>HAT</small>, <small>EINE</small> F<small>RIST VON</small> <small>ZWÖLF</small> M<small>ONATEN, UM SICH AUSZUSTATTEN, UND WIE MAN SIE DER</small> F<small>RAU GIBT, EBENSO GEBE MAN SIE DEM</small> M<small>ANNE, UM SICH AUSZUSTATTEN; EINER</small> W<small>ITWE DREISSIG</small> T<small>AGE.</small> W<small>ENN DIE</small> Z<small>EIT HERANREICHT, UND SIE</small><sup>73</sup><i class=""footnote"">Cf. supra Fol. 2b.</i><small>NICHT GEHEIRATET WERDEN, SO SIND SIE AUF SEINE</small> K<small>OSTEN ZU UNTERHALTEN UND DÜRFEN</small><sup>74</sup><i class=""footnote"">Wenn er Priester ist.</i>H<small>EBE ESSEN</small>. R. T<small>RYPHON SAGT, MAN DÜRFE IHR ALLES IN</small> H<small>EBE</small><sup>75</sup><i class=""footnote"">Die sie während der Zeit ihrer Unreinheit, wo sie diese nicht genießen darf, verkaufen u. für den Erlös Profanes kaufen kann.</i><small>GEBEN;</small> R. A<small>͑QIBA SAGT, DIE</small> H<small>ÄLFTE</small> P<small>ROFANES UND DIE</small> H<small>ÄLFTE</small> H<small>EBE</small>"
Mishnah Ketubot 5:3,". D<small>ER</small> S<small>CHWAGER BERECHTIGT</small><sup>76</sup><i class=""footnote"">Die kinderlose Witwe seines Bruders, an der er die Schwagerehe zu vollziehen hat.</i><small>NICHT ZUM</small> E<small>SSEN VON</small> H<small>EBE,</small> V<small>ERBRACHTE SIE SECHS</small> M<small>ONATE UNTER IHREM</small> M<small>ANNE</small><sup>77</sup><i class=""footnote"">Angetraut u. nicht verheiratet.</i><small>UND SECHS</small> M<small>ONATE UNTER DEM</small> S<small>CHWAGER</small><sup>78</sup><i class=""footnote"">Der ebenfalls bis zum Ablauf der 12 Monate warten muß.</i><small>, ODER ALLE UNTER IHREM</small> M<small>ANNE, BIS AUF EINEN</small> T<small>AG UNTER DEM</small> S<small>CHWAGER, ODER ALLE UNTER DEM</small> S<small>CHWAGER, BIS AUF EINEN</small> T<small>AG UNTER IHREM</small> M<small>ANNE, SO DARF SIE KEINE</small> H<small>EBE ESSEN.</small> S<small>O DIE URSPRÜNGLICHE</small> M<small>IŠNA ; EIN SPÄTERES</small> G<small>ERICHT ABER LEHRTE,</small> DIE F<small>RAU</small><small>DÜRFE NICHT EHER</small> H<small>EBE ESSEN, ALS BIS SIE UNTER DEN</small> B<small>ALDACHIN GEKOMMEN IST.</small>"
