tikkun,daf,paragraph,line,phrase,formatting,footnotes
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],132,0,BeSiMḤaH‹in joy›,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],132,1,are,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],132,1,"MaḤaShaVaH‹thought›,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],132,2,and without,Formatting.FADED,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],132,2,Shyn,Formatting.FADED,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],132,2,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],132,2,Be-ḤaMaH‹in the sun›,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],132,2,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],132,2,equals,Formatting.FADED,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],132,2,"55‹HeN›,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],132,3,and this is,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],132,3,the,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],132,3,Shekhinah,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],132,4,–,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],132,4,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],132,4,"which has no unity except with Her own type,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],132,5,like the letters,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],132,5,"Hei-Nun◘‹◘ה-ן›‹55›,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],132,5,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],132,5,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],132,5,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],132,6,"and they are made ten,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],132,7,"and they are made a hundred,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],132,8,just as,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],132,8,the,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],132,8,Shekhinah,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],132,8,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],132,8,comprises all,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],132,8,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],132,8,facets of,Formatting.FADED,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],132,8,"ten,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],132,9,and all,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],132,9,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],132,9,facets of,Formatting.FADED,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],132,9,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],132,9,a,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],132,9,hundred.,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],133,0,And this is what is written:,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],133,1,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],133,1,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],133,1,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],133,1,HeN,Formatting.ITALICS,FootnoteType.CITATION/None[HeN]:Deut. 10:14
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],133,1,,Formatting.ITALICS,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],133,1,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],133,1,‹Behold!›‹55›,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],133,1,to H’,Formatting.ITALICS,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],133,1,,Formatting.ITALICS,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],133,1,ELoQeYKha,Formatting.ITALICS,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],133,2,"are the heavens,",Formatting.ITALICS,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],133,2,and the heavens of heavens…,Formatting.ITALICS,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],133,3,and the mystery of the matter:,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],133,3,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],133,3,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],133,3,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],133,3,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],133,3,Behold!‹HeiN›,Formatting.ITALICS,FootnoteType.CITATION/None[Behold!‹HeiN›]:Is. 50:9
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],133,3,ADNY…,Formatting.ITALICS,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],134,0,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],134,0,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],134,0,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],134,0,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],134,0,…and in peace‹u-ve-shalom›,Formatting.ITALICS,FootnoteType.CITATION/None[…and in peace‹u-ve-shalom›]:Is. 55:12
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],134,0,you will be lead…,Formatting.ITALICS,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],134,1,–,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],134,1,Shyn◘‹◘ש›,Formatting.BOLD,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],134,1,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],134,1,–,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],134,1,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],134,1,the three,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],134,1,"Patriarchs,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],134,2,Vav◘‹◘ו›,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],134,2,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],134,2,and,Formatting.FADED,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],134,2,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],134,2,Vav◘‹◘ו›,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],134,2,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],134,2,–,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],134,2,"‘the two messiahs’,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],134,2,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],134,2,while,Formatting.FADED,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],134,3,Mem-Lamed-Beiyt◘‹◘מ-ל-ב›,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],134,3,of,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],134,3,U-Be-ShaLoM‹and in peace›,Formatting.ITALICS,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],134,4,amounts,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],134,4,to 72.,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],135,0,And this is that which is stated:,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],135,1,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],135,1,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],135,1,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],135,1,"And I shall return in peace‹be-shalom›,",Formatting.ITALICS,"FootnoteType.CITATION/None[And I shall return in peace‹be-shalom›,]:Gen. 28:21"
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],135,2,to my father’s house...,Formatting.ITALICS,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],135,3,…joy‹simḥah›…,Formatting.ITALICS,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],135,3,is that of which it is stated:,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],135,4,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],135,4,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],135,4,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],135,4,Go eat in joy‹be-simḥah›,Formatting.ITALICS,FootnoteType.CITATION/None[Go eat in joy‹be-simḥah›]:Ecc. 9:7
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],135,4,"your bread,",Formatting.ITALICS,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],135,5,and drink with a good heart your wine…,Formatting.ITALICS,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],135,6,– this is ‘wine‹yayin›‹70›,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],135,6,"preserved in its grapes’,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],135,7,and about it is stated:,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],135,7,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],135,7,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],135,7,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],135,7,The,Formatting.ITALICS,FootnoteType.CITATION/None[The]:Ps. 25:14
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],135,7,‘mystery’‹sod›‹70›,Formatting.ITALICS,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],135,7,"of Y”Y,",Formatting.ITALICS,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],135,8,is,Formatting.ITALICS,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],135,8,for,Formatting.ITALICS,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],135,8,those,Formatting.ITALICS,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],135,8,who,Formatting.ITALICS,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],135,8,fear Him…,Formatting.ITALICS,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],135,9,"– ‘the good wine’ is the Righteous One,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],135,10,of whom it is stated:,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],135,10,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],135,10,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],135,10,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],135,10,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],135,10,The righteous,Formatting.ITALICS,FootnoteType.CITATION/None[The righteous]:Is. 57:1
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],135,10,‘lost’. A n d what,Formatting.ITALICS,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],135,11,did he lose?,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],135,12,"He lost that flow,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],135,13,and was,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],135,13,"left dried-up and parched,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],135,14,in the First and the Second Temples.’,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],136,0,Arose,Formatting.BOLD,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],136,0,an,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],136,0,Elder and said:,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],136,1,"ADNY ascends in thought, but not in number,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],136,2,and about It is stated:,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],136,3,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],136,3,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],136,3,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],136,3,Be silent‹HaS›‹65›,Formatting.ITALICS,FootnoteType.CITATION/None[Be silent‹HaS›‹65›]:Zech. 2:17
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],136,3,"all flesh before Y”Y,",Formatting.ITALICS,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],136,4,"for He is aroused from His holy habitation,",Formatting.ITALICS,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],136,5,for,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],136,5,"It will be aroused like one who is aroused from his sleep,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],136,6,"and then goes back to sleep,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],136,7,until YQVQ,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],136,7,is aroused –,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],136,7,Which,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],136,7,"is mercy,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],136,8,to fulfil,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],136,8,through it:,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],136,8,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],136,8,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],136,8,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],136,8,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],136,8,…and in,Formatting.ITALICS,FootnoteType.CITATION/None[…and in]:Is. 54:7
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],136,8,‘great’,Formatting.ITALICS,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],136,8,mercies I shall gather you…,Formatting.ITALICS,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],136,9,–,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],136,9,‘great’,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],136,9,She is called from the aspect of,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],136,9,‘the Great‹gadol›,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],136,9,"God’,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],136,10,Which,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],136,10,is,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],136,10,Ḥesed.,Formatting.FADED,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],137,0,And,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],137,0,the,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],137,0,Shekhinah,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],137,0,"ascends in it to be called ‘Great‹gedolah›’,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],137,1,"and through it specifically is ‘the mystery of redemption’,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],137,2,like this: YOD,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],137,2,QE VAV,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],137,2,"QE, YQVQ,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],137,3,"in VAV is ‘the mystery of redemption’,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],137,4,"which is inscribed in the Name of 72,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],137,5,which are:,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],137,5,"V-H-V A-N-Y V-H-V,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],137,6,the beginning letters of which are VAV‹13›:,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],137,7,"the thirteen attributes of mercy of the Torah,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],137,8,which was given from the right-hand side.,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],138,0,YOD,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],138,0,QE,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],138,0,QE,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],138,0,"remains,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],138,1,which adds up to 32‹L-B,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],138,1,"›‹heart›,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],138,2,and this is,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],138,2,Beiyt◘‹◘ב›,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],138,2,of,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],138,2,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],138,2,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],138,2,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],138,2,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],138,2,"Be-reishyt‹In the beginning›,",Formatting.ITALICS,"FootnoteType.CITATION/None[Be-reishyt‹In the beginning›,]:Gen. 1:1"
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],138,3,and,Formatting.FADED,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],138,3,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],138,3,Lamed◘‹◘ל›,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],138,3,of,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],138,3,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],138,3,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],138,3,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],138,3,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],138,3,To the eyes of all,Formatting.ITALICS,FootnoteType.CITATION/None[To the eyes of all]:Deut. 34:12
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],138,3,YisraeL‹Israel›.,Formatting.ITALICS,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],139,0,"And furthermore,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],139,1,it is the 32‹L-B,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],139,1,›‹heart›,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],139,1,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],139,1,mentions of,Formatting.FADED,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],139,1,"ELQYM of the act of creation,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],139,2,about which it is stated:,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],139,3,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],139,3,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[67a],139,3,,,
