tractate,chapter,content,page,
,,"הצד חגבים בשעת הטל פטור בשעת השרב חייב. לעז' בן מהבאי אומ' אף בשעת השרב אם היו מקלחין פטור. הצד בהמה חיה ועוף מאפר שאינן ברשות אדם אם היו מחוסרין צדה חייב. מן האפר שברשות אדם אע""פ שמחוסרין צדה פטור. הפורס מצודה על גבי בהמה חיה ועוף אע""פ נכנסין לתוכה פטור. לבהמה חיה ועוף אם נכנסין לתוכה חייב. המפרק בהמה חיה ועוף מן המצודה פטור.L",,
,,שנים שישבו על הפתח שניהם פטורין שאין ידוע אי זה מהן קודם. ישב זה ראשון וזה שני הראשון חייב והשני פטור. ישב אחד על הפתח ובא אחד וצדו מבפנים היושב על הפתח חייב והצדו מבפנים פטור. ישב אחד על הפתח ובא אחד וישב לו מבפנים ובא אחר וישב לו מבחוץ היושב על הפתח חייב ושנים האחרנים פטורין.L,,
,,"ישב אחד על הפתח ונמצא צבי בתוכו אע""פ שמתכוין לישב עד שתחשך פטור מפני שקדמה צדה למחשבה. אין לך שחייב אלא המתכוין לצוד. אם קדמה צידה למחשבה פטור.L",,
,,אין לועסין מוסתכי בשבת. אימתי בזמן שמתכוין לרפואה. אם מפני ריח הפה הרי זה מותר. לא ישוף אדם סם יבש בשניו. אימתי בזמן שמתכוין לרפואה אם מפני ריח הפה הרי זה מותר.L,,
,,החושש בשיניו לא יגמע בהן יין וחומץ ופולט אבל מגמע ובולע ומטביל כדרכו ואינו חושש.L,,
,,החושש בגרונו לא יערערנו בשמן אבל נותן שמן הרבה לתוך אנגרון ובולע.L,,
,,החושש בראשו וכן מי שעלו בו חטטין סך הוא את השמן ואינו סך יין וחומץ שהשמן דרכו לסיכה יין וחומץ,@,
,,אין דרכן לסיכה.L,,
,,"סך אדם שמן על גבי מכתו ובלבד שלא יטול במוך ובמטלית. עושין אלנתית לחולה בשבת. אימתי בזמן שטרפ' מערב שבת. לא טרפה מערב שבת אסורה שאין טורפין בתחלה בשבת. אין טורפין יין ושמן לחולה בשבת. רבי שמעון בן אלעזר אומר משום רבי מאיר טורפין יין ושמן לחולה בשבת. אמ' ר' שמעון בן לעזר פעם אחת חלה ר' מאיר ובקשנו לעשות לו ולא הניחני. אמ' לו רבינו תבטל דבריך בחייך? אמ' לנו אע""פ שאני אומ' כן לא מלאני לבי מימי לעבור על דברי חבירי.L",,
,,"שותין מי זבלים מי דקלים וכוס עיקרין ומדיח בהן פניו ידיו ורגליו. לא ידיח בהן את הסנדל ר' יוחנן הסנדלר מתיר. רבן שמעון בן גמליאל או' האשה רוחצת בנה ביין אע""פ שמתכונת לרפואה. רוחץ אדם במי טבריא ובים הגדול אבל לא במי המשרה ולא בימה של סדום אימתי בזמן שמתכוין לרפואה. אם לעלות מטומאה לטהרה הרי זה מותר.L",,
,,לא יתן מים על גבי ספוג ויתן על גבי מכתו אבל נותן הוא על גבי רגליו והן יורדין לספוג. נותן אדם מוך יבש וספוג יבש על גבי מכתו אבל לא גמי יבש ולא כתותין יבשין על גבי מכתו. נותנין מים לתוך קמח קלי ובלבד שלא יגבל. נותנין שמשמין ואגוזין לתוך הדבש ובלבד שלא יחבץ. מפרפרין גלוסקין לחולה בשבת ובלבד שלא יגבל אבל מחבץ הוא מעשה קדירה ואוכל. מודים חכמים לר' ליעזר שאין עושין אהלים כתחילה ביום טוב ואין צריך לומ' בשבת. [על מה נחלקו על המוסיפין שר' אליעזר אומר אין מוסיפין ביום טוב ואין צריך לומ' בשבת] וחכמים אומ' מוסיפין בשבת ואין צריך לומ' ביום טוב. ר' לעזר בי ר' שמעון או' המרכיב קנה של מנורה חייב ושל סיידין פטור. ר' סימאי או' קרן עגולה חייב ופשוטה פטור. נשמטו לו רצועות מנעל וסנדל או שנשמט רוב הרגל הרי זה יחזיר ובלבד שלא יקשור. סנדל שנפסקה אחת מאזניו או אחת מתרסיותיו יוצאין בו. שתים אסור מפני מסוי שבת. נפסק עקיבו או שניטל חוטמו או שנחלק לשנים אסור מפני מסוי שבת. נפסק חוטמו הרי זה יחזיר ובלבד שלא יקשור.L,,
,,הדגין והגבינין המסודרין על גבי קנים ועל גבי עלין מפרק ואוכל ובלבד שלא יחזיר. חותל של תמרה ופטליא של גרוגרות מקרע ואוכל ובלבד שלא יקשור. זה הכלל כל קשר שהוא של קיימא ויכול להתירו באחת מידיו או שאינו של קיימא ואין יכול להתירו באחת מידיו [אין חייבי' עליו עד שיהא קשר של קיימא ואי' יכול להתירו באחת מידיו]. חבל הקשור בפרה קושרו באבוס והקשור באבוס קושרו בפרה.L,,
,,חבל שבתוך הבית מטלטלין אותו שבהפתק אין מטלטלין אותו. אם התקינו בעל הבית להיות משתמש בו מטלטלין אותו. חבל דלי שנפסק אין קושרין אותו אלא עונבין אותו.L,,
,,מפצעין באיגוזין ומפרדין ברמונים ומחתכין בדבילה משבת לאותה שבת אבל לא משבת למוצאי שבת מפני שהוא כמתקן מקדש לחול. ר' יוסה אומ' מפצעין באיגוזין מפרדין ברמונים ומדיחין בכבושין ביום הכפורים עם חשיכה ואינו חושש מפני שהוא כמתקן מקודש לחול. מדיחין כלים משבת לאותה שבת אבל לא משבת זו לשבת אחרת. כיצד אכל בהן בלילי שבת מדיחן שיאכל בהן לשחרית. לשחרית מדיחן שיאכל בהן לסעודה. לסעודה מדיחן שיאכ' בהן למנחה. למנחה לא ידיחן מעתה. הכוסות מדיחן כל היום כולו מפני שאין קבע לשתייה. מדיחין עשרה כוסות שאם ירצה ישתה באחת מהן. מציעין עשר מטות שאם ירצה מסב באחת מהן. של בית רבן גמליאל לא היו מקפלין כלי לבן שלהן מפני שהן מחליפין.L,@,
,פרק 13,"אע""פ שאמרו אין קורין בכתבי הקדש אבל שונין בהן ודורשין בהן. ואם צריך לו דבר לבדוק נוטל ובודק. אמ' ר' נחמיה מפני מה אמרו אין קורין בכתבי הקדש מפני שטרי הדיוטות שיאמרו בכתבי הקדש אין קורין קול וחומר בשטרי הדיוטות.L",,
,,היו כתובין תרגום ובכל לשון מצילין אותן וגונזין אותן. אמ' ר' יוסה מעשה שהלך ר' חלפתא אצל רבן גמליאל לטבריא ומצאו שהיה יושב על שולחנו של יוחנן בן נזיף ובידו ספר איוב תרגום והיה קורא בו אמ' לו ר' חלפתא זכור הייתי ברבן גמליאל הזקן אבי אביך שהיה יושב על גב מעלה בהר הבית והביאו לפניו ספר איוב תרגום ואמ' לבניו וגנזו תחת הנדבך.L,,
,,באותה שעה שלח רבן גמליאל וגנזו ר' יוסה בי ר' יהודה או' עריבה של טיט כפה עליו. ר' אומ' שתי תשובות בדבר טיט לא היה בהר הבית דבר אחר וכי מאבדין אותן ביד אלא מניחין אותן במקום התורפה והן נרקבין מאיליהן.L,,
,,"היו כותבין בסם בסקרא בקומוס ובקנקנתום מצילין אותן וגונזין אותן. הברכות אע""פ שיש בהן מאותות השם ומענינות הרבה שבתורה אין מצילין אותן אבל (גונזין) נשרפין במקומן. מכן אמרו כותבי ברכות כשורפי תורה. ומעשה באחד שהיה כותב ברכות ואמרו עליו לפני ר' ישמעאל והלך ר' ישמעאל לבודקו. כשהיה עולה בסולם הרגיש בו. נטל טומוס של ברכות ונתנו לתוך ספל של מים. כלשון הזה אמ' לו ר' ישמעאל קשה עונש האחרון יותר מן הראשון.L",,
,,"הגליונים וספרי מינין אין מצילין אותן מפני הדליקה אלא נשרפין במקומן הן והזכרותיהן. ר' יוסה הגלילי אומ' בחול קודר את הזכרותיהן וגונזן ושורף את השאר. אמ' ר' טרפון אקפח את בני שאם יבאו לידי שאשרפם ואת ההזכרות שבהן שאפי' הרודף רודף אחרי נכנסתי לבית ע""ז ולא נכנסתי לבתיהן שעובדי ע""ז אין מכירין אותו וכופרין אותו והללו מכירין אותו וכופרין בו ועליהן אמ' הכתו' ואחר הדלת והמזוזה שמת זכרונך וגו'. אמ' ר' ישמעאל מה אם להטיל שלום בין איש לאשתו אמ' המקום ספר שנכתב בקדושה ימחה על המים ספרי מינין שמטילין איבה בין ישראל לאביהם שבשמים על אחת כמה וכמה שימחו הן והזכרותיהן ועליהן אמ' הכתו' הלא משנאיך ה' אשנא וגו' תכלית שנאה שנאתים וגו'. כשם שאין מצילין אותן מפני הדליקה כך אין מצילין אותן לא מן המפולת ולא מן המים ולא מכל דבר המאבד אותן.L",,
,,ספר שאחז האור בראשו אחד נוטלו וקורא בו אם כבה כבה. טלית שאחד האור בראשה אחד נוטלה ומתכסה בה אם כבתה כבתה. כלי שאחז האור בראשו אחד נוטלו ומשתמש בו אם כבה כבה. ספר שנפל לתוך התנור מטמא את התרומה. מכבין להציל כתבי הקדש אבל לא לתרומה. ייפה כח קדש מכח תרומה שהקדש מציל על כולו תרומה אין מצלת אלא כדרך שמציל מחליו. מצילין מיום טוב לשבת אבל לא משבת זו לשבת אחרת ולא משבת ליום טוב ולא משבת ליום הכפורים ולא מיום הכפורים לשבת ואין צורך לומ' מיום טוב לחול.L,,
