Quoting Book,Quoting Ref,Quoted Book,Quoted Ref,Snippet
Alshich on Torah,"Alshich on Torah, Leviticus 25:14:3",,,"והנה רז""ל (ב""מ דף נ""ח) למדו שהוא להודיע כי על מטלטלין ידבר שהוא דבר הנקנה מיד ליד. אך "
Alshich on Torah,"Alshich on Torah, Leviticus 25:17:1",,,"ולא תונו איש את עמיתו כו'. הנה דרשו רז""ל (בב""מ נ""ח) פסוק זה על אונאת דברים. שלא יאמר לו אם בעל תשובה הוא זכור מעשיך"
Alshich on Torah,"Alshich on Torah, Leviticus 25:17:1",,," אנכי אלא אדרבא קניתי על אשר לי שהוא מעין זכור מעשיך ומעין מאמר רעי (איוב י""ד) זכר נא מי הוא נקי כו'. שהיו מראים כי טובים הם ממנו. ולענין התכת"
Alshich on Torah,"Alshich on Torah, Leviticus 25:25:2",Sanhedrin,," שנת היובל שהוא בעתה. אשר אז הוא זמן שופר הנקרא יובל. והוא כמשז""ל (סנהדרין צ""ח) כי ברית כרותה לישראל שבסוף הגלות יחזרו בתשובה. וזהו ויצא ביובל "
Alshich on Torah,"Alshich on Torah, Leviticus 25:35:5",Nedarim,," בהולכים לבהמ""ד. והא' מהם הוא עושה ואינו הולך. אך האמת הוא כהא דתנן (בנדרים ל""א) הנודר מן המהולין אסור בערלי ישראל כו'. והוא למה ששורש כל איש יש"
Alshich on Torah,"Alshich on Torah, Leviticus 25:35:6",,," שאפי' אין לו אלא ככר לחם אחד ממנו נתן. (ה) כמעשה אליהו עם הצרפית (במלכים א' י""ו) שרצה יותן לו תחלה. ואח""כ תאכל היא ובניה. כך נתן כבר מלחמו לדל ט"
Alshich on Torah,"Alshich on Torah, Leviticus 25:36:2",Bava Metzia,,) שהוא לעבור עליו בלאוין הרבה. אך במה ששינה בלשון מקום הניח לנו ה
Alshich on Torah,"Alshich on Torah, Leviticus 25:36:4",Ketubot,," כיוונתי רק להיות לכם לאלקים. כי בהיותכם בח""ל לא היה לכם כן. כמז""ל (כתובות ק""י) כי כל יהודי הדר בח""ל כו'. וע""כ לכונן אלהותי בכם שהוא להיות לכם "
Alshich on Torah,"Alshich on Torah, Leviticus 25:36:9",Proverbs,," כי גדולה סכנת נסיון העושר מסכנת נסיון העיני והוא מאמר שלמה בחכמתו (משלי כ""ז) רש ועושר אל תתן לי וכו' ומשני נסיונות שאני בורח. הקשה משניהם הו"
Alshich on Torah,"Alshich on Torah, Leviticus 25:47:2",Bava Metzia,," הוא המתדבק אל הצדיק. ובין כשהצדיק הוא הולך ונמשך אחר הרשע. כמז""ל (ב""מ ע') שהישראל רשאי ללות ברבית כו' אך להלותו אסור. כי הישראל יתדבק בו "
Alshich on Torah,"Alshich on Torah, Leviticus 25:55:4",,," אשר הוצאתי אותם את עבדי הנזכר. גם הם מארץ מצרים. והוא מאמר התנא (פסחים דף קי""ו) בכל דור ודור חייב אדם להראות את עצמו כאלו הוא יצא ממצרים שאלו ל"
Alshich on Torah,"Alshich on Torah, Leviticus 26:3:7",,," וגם אתם להיות לי לעם שתהיו גם אתם נאותים אלי כדרך מז""ל (במדרש ש""ט בתהלים כ""ד) על פסוק צדק לבשתי וילבשני. יש נאה ללבושו ואין לבושו נאה לו. ויש"
Alshich on Torah,"Alshich on Torah, Leviticus 26:3:15",Sanhedrin,," גוף והנפש. וכמאמרינו על פסוק הנני נותן לו את בריתי שלום. שארז""ל (סנהדרין פ""ב) שהוא שיחיה לעולם. ולא יתכן כנותו את החיים בתואר שלום. אם לא כדב"
Alshich on Torah,"Alshich on Torah, Leviticus 26:3:22",,," יאמר שמהפך הקללות שהזדונות נעשית כזכיות. ע""י התשובה ולהיות שבגמרא (יומא דף פ""ח) אמרו כי כששב מיראה נעשו כשגגות וכאשר מאהבה נעשה זכיות ע""כ אמר א"
Alshich on Torah,"Alshich on Torah, Leviticus 26:23:2",,," ההרוגי' מפחד הנתני' ביד אויב בצאתם את העיר לקוברם. וכמ""ש אצלנו על פסוק (תהלים ס""ט) שפכו דמם כמים כו' שאחר אומרו נתנו את נבלת כו' שנרא' כי זולת הרו"
Alshich on Torah,"Alshich on Torah, Leviticus 26:23:2",,," בנפשותיכ' להוציא' מגויתיכ' וזה ונתתם ביד אויב והוא כי הנה ארז""ל (שבת ל""ג) כי איך היו נתנו ביד אויב אלא שע""י מה שהיה דבר בתוכם. והיו המתי'"
Alshich on Torah,"Alshich on Torah, Leviticus 26:26:1",,," למעלה משבור מטה לחם. כי טובים היו חללי חרב מחללי רעב. וכן ארז""ל (סנהדרין דף ס""ג) בשברי לכם מטה לחם זו קשה מכלן. וזה יאמר' אחר או' בשברי לכם כו'."
Alshich on Torah,"Alshich on Torah, Leviticus 26:29:2",,," חולה היות על פגרי גלוליהם שימותו דבקים בגלולים. וכעובדא דאליהו (בסנהדרין ס""ג) עם אותו נער שהיה מחטט שעורים באשפה. ואמר לו אליהו הילך גליסקא י"
Alshich on Torah,"Alshich on Torah, Leviticus 26:40:2",,," מהעון רצון וזכות כי ישובו מאהבה שזדונות יעשו כזכיות. כמ""ש בגמרא (יומא דף פ""ז) שכשהוא מאהבה נעשית זכיות. כאומר כאן מאהבה כאן מיראה. שהוא גדר א"
Alshich on Torah,"Alshich on Torah, Deuteronomy 6:9:1",Berakhot,," לפעמים לא יוכל אדם עם יצרו. כי ע""כ זאת היתה ברכת ריב""ז לתלמידיו (ברכות כ""ח) באומר יהי רצון שתהיה מורא שמים עליכם כמורא בשר ודם. וכאשר פירש "
Meshech Hochma,"Meshech Hochma, Bereshit 4",,," עולם מן הצדדין נברא [יומא דף נ""ד ע""ב עי""ש]. נפש. מצאנו לר' אליעזר (סוטה דף מ""ה ע""ב) דהולד נוצר מטיבורו עי""ש ות""ק פליג דמראשו נברא. שנה. ר' אליעזר ס"
Meshech Hochma,"Meshech Hochma, Bereshit 20",Yevamot,," נאסרת לבעלה הרי למד בקו""ח דשכיבת חמותו אוסרתו באשתו וכמו דיליף בקו""ח (יבמות צ""ה) אבל לטעם זה הוא דזה רק דסוטה נאסרת משום שיבטל היחס כיון שמזנית "
Meshech Hochma,"Meshech Hochma, Noakh 25",,," לישראל יעוי' קהלת רבה ק' ב' על מקרא ולחוטא נתן ענין לאסוף כו' יעו""ש (סנהדרין צ""א גביהה בן פסיסא). "
Meshech Hochma,"Meshech Hochma, Lekh Lekha 36",Eruvin,," המלכיות הה""ד אם לא כי צורם מכרם זה אברהם כו' מ""ר. ולפ""ז א""ש מה דאמרו (עירובין י""ט ע""א) דהבא על הנכרית כו' לא מבשקר לי' אברהם ונופל לגיהנם משום דדרשו ג"
Meshech Hochma,"Meshech Hochma, Lekh Lekha 46",,," ימול ביתך ומקנת כספיך והיתה בריתי בבשרכם כו'. בפרק אין מעמידין (עבודה זרה דף כ""ז) דריש דעו""ג פסול למול וכן מומר לערלות ועיין ירושלמי שבת פרק ר""א "
Meshech Hochma,"Meshech Hochma, Lekh Lekha 47",,,"וכיון שזכינו לזה א""ש מה דקאמר הגמרא בפרק החולץ (יבמות דף מ""ו) פשיטא כיון דאמר ר' יהודה בחדא סגי יעו""ש. דלכאורה קשה דהוה ליה ל"
Meshech Hochma,"Meshech Hochma, Vayera 3",,," דמחטים ומישן כו' ועשרון הוא מאכל אדם והאכל במ""ז ה""ז בריא ומבורך (עירובין פ""ג) וחייב בחלה ואסור לטמא חולין הטבולין לחלה (עו""ג נ""ו) לכן שרה שפי"
Meshech Hochma,"Meshech Hochma, Vayera 3",Menachot,," קמח סולת פירוש שמשלש סאים יהא סולת וזה עשרון מסאה כדאמר בלחם הפנים (מנחות דף ע""ו) כיון דמחטים ומישן כו' ועשרון הוא מאכל אדם והאכל במ""ז ה""ז בריא ו"
Meshech Hochma,"Meshech Hochma, Vayera 44",Pesachim,,"הנה האש והעצים ואיה השה לעולה פירוש שקרבן תמיד בעי ביקור (פסחים צ""ה) רק כדי שלא יהיה בו מום. אבל בב""נ לא פסלי מומין רק מחוסר אבר (ע"""
Meshech Hochma,"Meshech Hochma, Vayera 44",Menachot,," עצים ורק תמיד במזבח בעי שני גזרי עצים ואש קדוש ג""כ אינו טעון בבמה (מנחות כ""א) וזה ששאל הנה האש והעצים אלמא דין תמיד במזבח ואיה השה לעולה שטעו"
Meshech Hochma,"Meshech Hochma, Vayera 44",Avodah Zarah,," צ""ה) רק כדי שלא יהיה בו מום. אבל בב""נ לא פסלי מומין רק מחוסר אבר (ע""ז ה') ולא בעי ביקור בהם אך אברהם יצא מכלל ב""נ ובבמה אינו טעון עצים ור"
Meshech Hochma,"Meshech Hochma, Toldot 3",Yevamot,," בלדת אותם הרי היתה בת כ""ג שנה כשילדה צא מזה י""א שנה שאינה מולדת (יבמות י""ג) א""כ לא היתה עקרה רק י""ב שנים. הוא בגי' י""ב ודו""ק.
"
Meshech Hochma,"Meshech Hochma, Toldot 14",,," בבמה קטנה כמו דאמרו אין תרומת לחמי תודה בבמה אבל לחמים איכא (יעוין זבחים קי""ט) וכן נסכים אע""ג דאין קריבין בפ""ע אבל עם הזבח באין וכדברי רע""ק לכ"
Meshech Hochma,"Meshech Hochma, Vayishlakh 12",Gittin,," זה תשאל לשמי הענין על פי הירושלמי כבר מלתך אמורה. (הביאוהו תוס' גיטין ס""ב) והנה המברך צריך לידע השם שידע על מי יחול הברכה לא כן ביעקב שברכ"
Meshech Hochma,"Meshech Hochma, Vayeshev 8",,,"ה בצע כי נהרג את וכו', ר""מ אומר ובוצע ברך כל המברך את יהודה כו' (סנהדרין ו') הכוונה שהמעשה היה תכלית הטובה שירד יוסף למחיה לפניהם ולהקים שבו"
Meshech Hochma,"Meshech Hochma, Bo 34",,," מברך בשעת עשייתן היינו משום דחג הסוכות תעשה כתיב ולולב יליף מסוכה (סוכה י""א יעו""ש) וכן בציצית, אבל על אפיית מצה לא כתיבא דמברך משום דלא כתב "
Meshech Hochma,"Meshech Hochma, Bo 41",Shabbat,," בראש, שם מקור המושכלות, והציורים, והמדמה, והזוכר, וראש מלך שבאיברים (שבת ע""א). והנה ההרגשות כולן באין לאדם מיום הולדו וזה שאמרו אימת יצה""ר נתון"
Meshech Hochma,"Meshech Hochma, Bo 41",,," יצה""ר נתון באדם, פ' חלק, אבל השכל הוא בא כשנשתלם האדם ולכך קראוהו (נדרים ל""ב) ילד מסכן וחכם, לא כן ליצה""ר קראו מלך זקן וכסיל. והנה אמרו על יש"
Meshech Hochma,"Meshech Hochma, Bo 42",,," להטבע להעריץ מה שהלב מתרגש מהם לעבוד ע""ז ולכך אפוד מכפר על עו""ג (זבחים פ""ח).
"
Meshech Hochma,"Meshech Hochma, Bo 51",Eruvin,," המבשר על משיח ג""כ לא יבטלו אם לא כשיבוא משיח ואז כו""ע עבדים לישראל (עירובין מ""ג) ויעשה השי""ת מה שיהיה ברצונו. דוגמא ההלכה פסוקה דר""ז שבנות ישראל"
Meshech Hochma,"Meshech Hochma, Bo 66",,," בעודו עו""ג [ועיין חתם סופר]. אכן ר' יודא לטעמיה אזיל דסבר בפרק החולץ (יבמות דף מ""ו) דלגירות סגי בחדא או בטבילה או במילה וכי טבל את הבן נכנס בקדושת "
Meshech Hochma,"Meshech Hochma, Bo 69",Pesachim,," ועצם לא תשברו בו פירוש לאכול המוח אף אם כל עדת בנ""י יעשו אותו (עיין פסחים ע""ז מימרא דר' נתן) היינו אפילו אם נימנין כולן על פסח אחד וצריך לשבור"
Meshech Hochma,"Meshech Hochma, Bo 70",Yevamot,," אמו אף אם נאמר דטעמא הוי משום דעובר אין חציצה דהיינו רביתא (כמפורש יבמות ע""ח) והוי כאלו הטבילוהו לעובר וזה דוקא באם נודע שהיא מעוברת אבל אם ל"
Meshech Hochma,"Meshech Hochma, Bo 71",,," מוזהרת ע""ז א""כ אין המצוה שוה לשניהם לכן כתיב ואת אהרן פסקיה קרא (ב""ק ס""ה) ודו""ק.
"
Meshech Hochma,"Meshech Hochma, Yitro 7",Shevuot,," פירוש, כי דין ביחיד אסור רק בקבלו עליו ודינין בישיבה, ובע""ד בעמידה (שבועות ל'), אבל אם קבלו מותר הבע""ד לישב, וזה שאמר ממ""נ, אם לא קבלו אם כן צ"
Meshech Hochma,"Meshech Hochma, Yitro 45",Shabbat,," התורה עלה בהר סיני עם חומריותו וזהו מה לילוד אשה, הוא החומר בינינו (שבת פ""ח), וזה שהשיב להם, כלום משא ומתן יש ביניכם כו' לא תרצח, ל""ת, קנאה "
Meshech Hochma,"Meshech Hochma, Yitro 47",Menachot,," מקדשי כו' אלא כאיל נזיר מה איל נזיר כו' שלמים הוא דמקדשי ה""נ, (עיין מנחות מ""ו) ופירוש, כי עולה לשם וחטאת מכפר לא מקדש לחם רק שלמים, שלכן נקראו"
Meshech Hochma,"Meshech Hochma, Yitro 49",Zevachim,," משום דבני נח נצטוו בזה ע""י נח שבנה מזבח, או משום דלבית המטבחיים דמי (זבחים פ""ה) וצריך ברור עוד אולי דוקא בעושה על מנת להשתמש בו מנורה להדליק בה"
Meshech Hochma,"Meshech Hochma, Mishpatim 12",Zevachim,,"מתי לך מקום. ואיזה מקום קולטו זה מחנה לויה. רש""י. בפרק פרת חטאת (זבחים דף קי""ו) אמרינין ובשילה לא היו אלא שני מחנות בלבד יעו""ש דמסיק לקליטה. נר"
