Index Title,Bader-Jewishspritualheroes-Vol2.
"Bader-Jewishspritualheroes-Vol2., Rabbi Avahu of Caesaria.33","<img src='data:image/jpg;base64,/9j/4AAQSkZJRgABAQEBLAEsAAD/2wBDAAUDBAQEAwUEBAQFBQUGBwwIBwcHBw8LCwkMEQ8SEhEPERETFhwXExQaFRERGCEYGh0dHx8fExciJCIeJBweHx7/2wBDAQUFBQcGBw4ICA4eFBEUHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh7/wAARCABJASoDASIAAhEBAxEB/8QAGwABAAIDAQEAAAAAAAAAAAAAAAcIBQYJAwT/xAA1EAACAQMEAQQBAwIEBgMAAAABAgMABAUGBxESEwgUISIVFiMxMlEJJTNyNDdBdoG0NURS/8QAFAEBAAAAAAAAAAAAAAAAAAAAAP/EABQRAQAAAAAAAAAAAAAAAAAAAAD/2gAMAwEAAhEDEQA/APD1a+pvM2uor7QO297NjFx8stplsqI+s0kw7RvDD2HMaoeeZRwxYDoVVez1GyX5W8753I+9uPfXMva+uOz+4nHV5eZG/rceRGb5J+6k/wAirDeiLSmAg9RGRw2t7eFdQ4OKYY+xuOjxi9hlCyMrB+HljAcqoVxwGkBUxqT0FoOM9bNo3cHXGjfGultW5rEQx3IuvbW14627yjr9ni56PyFUEMpBAAPI+K6Gbj+mXaPWnhk/Afpu5i6r58AI7Tug7fVo+hiPJbkt07/VR24HFVN3d9KO4+i+97gIv1jiV4/cx0JF2n9A+1tyWPLMQPGZPqhZuooMnoD1j7l4SZI9U2uM1VaGVnkaSIWlzwU4VEeIeNVDAN8xMTyw5/jrZ/Zr1I7cbj+2x/v/ANP5+Xqn43JOE8sh6DrDL/RLy79VX6yN1J6AVQfaXdPVG2k2STBpjLzHZaIQ5TGZKzWe2vUCSKqSD4bqPK54VlB/huR8Vue0u0Gkd1tFW9vpjXUOJ3CglkS6w2ZKrBegsWR7ZkHfqsKuW+sh7L8hFKswdK6VQCz3D359NGcstN6ui/L4BuRZ297N57eaCNkQm1uB94uEQBY2+EEgZouWFW52a3p0FuvDKmmMhNHkbeLzXGMvYvFcxJ3Kh+ASrr8AkozBe6BupYCgkalKUClKUClKUClKUClKUClKUClKUClKUClKUClKUClKUClQzvL6kduNuPc4/wB/+oM/F2T8bjXD+KQdx1ml/oi4dOrL9pF7A9CKqBuT6kd3NxMo8GEv73TthF5LiKxwLyJKscayOXlmX9x+sRJfgrHxH26LxzQXs1/u9tpoOZ7fVOssZZXccqxSWcbm4uYyyd1LwxBpFUrwexUD5X5+w5hLWXrW0Pj/ACRaW0xms7NHcmPyXLpZW8kQ7fuo33f5IXhWjU8MeeCODVPXWitI6BvsBHfazxmuJbqKeXKWemL5VjtQD1hC3jJIrM3yxUxAqF444ZXqOaC1mpPW5rSe+R9OaN0/jrQRAPFfyTXchfk8sHRogF46jr1J5BPPzwPt0364M/BYumo9A4zI3ZlJSWwv3tIwnA4Uo6yktz2PbsBwQOPjkwNtjs1uPuJcWv6c0xemwufsMpdRmCyVBII3bysOH6sTyqdn+rcKeDU86b9D+fnsXfUevsZjrsSkJFYWD3cZTgcMXdoiG57Dr1I4APPzwAnnZr1I7cbj+2x/v/0/n5eqfjck4TyyHoOsMv8ARLy79VX6yN1J6AVM1cx98dktabH32MzU2WhurSa+kGOyeNM0ckDxENE0hKgQysPsqq7HmN+CevNbnYes/di2sbe3mxekryWKJUe4msphJMQOC7BJlUMf5PVVHJ+AB8UEzepj003WpdRDcHa2eHEanWU3V3aiY263My8us8Lr/p3BcAEkqrEhyyMGLzztXh9Saf28wuG1dn/z+ctLYR3l/wBT+63JIHJ+X6qQnduGfr2YAsRWzUoFKUoIG9Qfpo0juRDdZrBxw6e1V4pGSeCNUtryZn783KKvLMSXHkX7fflvJ1Vao1uVt3r3aDVVpDqC1mxl2JTPjMjaT8xzGJ+BLDKp5VgQrcHq6hkJVeRXV6sZqrAYbVOnb3T2ocdDkcXfReK4t5R9XH8ggj5VgQCGBBUgEEEA0FBtsfUX+Xt7XQ++uOstXaRl/aN/dWve9sSYxGkvZfl+ql+XA837jMHYgKfHdXaLGeHDbjenO51BqXC3F9Kjpj45JbnE3Ub94woAE6LwR1Lr2XorF28iU9Qfpc1Rt7Ddag0xJNqTTEEUlxcS9FW5sED/AAJEB/cUIQTIg4+rllRQCYz2a3V1dtPqKXMaWuYStzF4ruyulZ7a5A56l1VlPZSSVYEEckc9WYELM7HeseOeaDC7r2sNqoiIGdsonKkqi8eaBAx7MQ5Lx/HLKBGq8sLf2F3a39jb31jcw3VpcxLNBPDIHjlRhyrqw+GUgggj4INU5m0ztH6p8XkMto6H9GbiWdsZbiydY0iu5HZXaWUICZk8jOnnULIC4MikeNTo2gNzNy/TNr1NAa2gmvtM28rO9gvDqYZG/wCJs5WAJXlWYISFJMisEcsyh0FpWp7U7iaX3N0qNR6Uupp7RZfBOk0DRSQTdEdomBHBZRIvJUsvP8Ma2ygUpSgUpSgUpSgUpSgUpSgUpSgUpSgUpVYPUZ6rMBpmxvdObcXcOa1C8SBcrCUmsLQOCSysCRNKo68KAUBb7ElGjITZuzufo3a/Bx5TV2U9t7jutnaxIZLi7dF7FY0H/gdmKoCyhmXsKpBuj6jd0t4JpdH6TxE2Lx2RieFsViY3ury8TorOjyBezL9HJEaoCjMr9x818W1e0et97dRXG42vspNj9KzSy3WW1FeyxxtKkXHdYQ3wqgDqH6iKMRsPnp4zs+qN8NBbXaVk0j6crKa3u7mWJ8lqa9t+8lwEReCizDlmJLghkREJk6J9+yhBl7phdEbkrprc/FZO2is5YxlLXG3cHuY0kjDq0b8PGWCurdT8H+nlSeR9us9w5MjNa2+kcTDo7F22IGJeLHlEub+Eoiym9niSM3LSFAWDKF+PheSzNrF7d5/VmolmvLnJ57NX8scKvLI9zc3L/CIgJ5Z2+FUD5P8AAFWT9P8A6StSZvKWGe3Mtvw+AXiY4sykXt2OqsiuF/0UPYhuSJR0K9VJDgIG2v261duTqKLC6UxM10xlRLi7KMLazDdiHmkAIReEcj/q3UhQzcA3S2a9IOjdM+2ymurj9VZZOsnteDHYQuOjcdP6puGVxy5COrcNGDVgNG6U03o3Bx4TS2FssRYR8HxW0YXuwVV7uf5dyqqC7EseByTWZoFfFnspYYPB3+byk/t7DH20l1dS9GbxxRqWduFBJ4UE8AE/2r7a+LPYuwzmDv8ACZSD3FhkLaS1uou7L5IpFKuvKkEcqSOQQf7UFB/ULvJk/UPmcDoDQGmsmLQXxmggmMZnvZjGArsoBEKxgz8nyFSrdm69fiX8F6KtA/g7D87n9TflvbR++9leQe38/UeTx97ft07c9e3zxxz81Oe3G1m323fmbR2l7LGTT9hJc8vNcMrdeU8shZ+nKKenbryOeOeTW50ClKUClKUClKUCq8+oP0uaX3CmutQaYkh03qeeWS4uJejNbX7lPgSID+2xcAmRBz9nLK7EEWGpQch9SYDV232qks81jsnp7NWcomgZw0UilHIWaJx/UvdD1kQkEryCatNtTu5pHf2xG2W92Lxi5qeL2+FzcMSwyNIwQEK558NwzorDrxHIfoUH1SS026O3WkdydOy4XVeJhulMTpb3YRRc2ZbqS8MhBKNyiE/9G6gMGXkHnZ6idi9SbO5S2a5uPzGAvOFtctFAY1MvXlopE5bxv8EgdiGUcg8h1UNn13oXcf0sbh4zVWAynv8AGy8RQZJbcpb3XIBktLmLsevPUkDt8hQ6MHQ9Lf8Ap23003vFi7lba3/D5+z5a6xMs4kYRduFljfhfInyAT1BVjwRwUZqgbF+ou505i10Vudjv1joT2ywRWU9rDPLa+Ni8YUScCVO3UdJD9AqFCoTq2T3O2GjjsY9z/T9nptT4X3ySx2WLZ5L/FORG8YQqTIzIzAlSFljBQsG4dwHQWlVT9M/qstdSzHTW6V3jMRkViBtMwSLe2uQqDssxY9Y5TwWDDqjclQEIUPaygUpSgUpSgUpSgUpSgUpSgVjNVZ/DaW07e6h1DkYcdi7GLy3FxKfqg/gAAfLMSQAoBLEgAEkCtG303r0btLi2/M3Xu85NbNPYYiAny3HDBQWYAiJO3P3b+Qr9Q5UrVOb9t5vVZrW4exhmsdNxysYIppZUxNgY1+qs4UiS4IlALBS58nPCxjhQzXqD9Qmrt09RXWgdq4cmdPXMUlq0dlaM95mAPs7dQpkSLqh4ReCUL+T4bomf0Ts/txsRg7TXW/F/ZZLLXls62OnPai5RJurF168lZ3ClF7N1ijd/lmJjceOqtX7aem7Tt7pbax4c7uZJF+Py2dljLraFfs5AbmMN2YAQpyAYx5izR8PWDN5TUmudXzZLJT3ubz+XuVBIQvLcSsQqIiKP9qqijgABVAAAoN53s3317ujfXcORyc2O09JKTBhbWTrAicoVWUgAzsDGrdn5AbkqEB4HjtFsXuPud0ucBhva4luf82yJMFoeO4+rcFpftGUPjV+rEduoPNWM9P/AKQfxeUsNTbo3FlevDxNHgIR5Yu/VSvuJP4fqxcNEoKMVX7spKm3NhaWthY29jY20NraW0SwwQQxhI4kUcKiqPhVAAAA+ABQRZ6dti9N7O4u5a2uPzGfvOVustLAI2MXblYo05bxp8AkdiWYck8BFWWaUoFKUoFKUoFKUoFKUoFKUoFKUoFKUoFeN/aWt/Y3FjfW0N1aXMTQzwTRh45UYcMjKfhlIJBB+CDXtSgpn6m/Sj/8prXa+L+08+m4of8AcZGtSD/tIg4//QQ/0R1W3bXcTXu0GqrubT91NjLsSiDJ467g5jmMT8mKaJhyrAhl5HV1DOAy8mur1RZv5sbpHd+xgfLGbG5qzieOzylqq+RQQ3WOVSP3Ig57deQQeerL2bkKtX+N209TF9cSaMsodA7nzytd3Fne3BaxywJ4k6Oo/wBVUUSkrGpYtJyr/aRGzW9uvdhtRS6I3ZxOoLnCrFxDbTjvc2Yj5jRrZpGCyW58fTqG6fXsh+GDxxu7spuPs9nHyjWt7NibK5EljqHHAhF6snjkYoS1u/Z0ADkfcEIzgdjsGm9+cdqTSr6N30wM2sMcIjFYZu3WJctjB0A5jdgPIxeOIlmYE/buZQQlB0G0bqvTessHHm9LZqyy9hJwPLbSBujFVbo4/lHCspKMAw5HIFZmuYGXy9/s7q8ZnZvc33+AyneS0mglXylULp4r20kUcOndurSRhWDB04PIW0Gx3q80vqSGDE7jLDpvNPKUW8ijb8dKC6hAWLM0LfY8l/oAhYuOeoCz9Uz3l3Y9QW0G79ze53/NdDtkmexj9jEtpcWshcx2/uUiDpMqAjhiWDR9iHT+q41hd2t/Y299Y3MN1aXMSzQTwyB45UYcq6sPhlIIII+CDVf/AF55/SMGx+T07lMjjDqG5ltJsXZSFXuQROO0yL8si+NJ18nwPll55bghIF/vBpdNh7jd+x80+HWxaeCGZGikebv4lt24VurGbiMsAyg/bkr81WDZ7fH1Bbobv4mHGN/kH5K0/L22OxUXtLS15Bl7TSKzp2SOUjtJ2LchPnhawuptHaktP8P7B39y97cQ/qQZloLkGP2FnIstvGEDtyyPI6SjqBz7gtwRyxsB6Ccppu62BscXiJ7I5axuZzmYYkCSrLJM5ieQcAt2iEYD/IITqDyhACf6UqDN9PU1ofbS4bEWS/qjPr2ElnY3KCK2ZZAjJPN9vG/w/wBArMCnDBQwJCbb+7tbCxuL6+uYbW0tommnnmkCRxIo5Z2Y/CqACST8ACqs+oP1b4bBw3WntsHhzOUeKSJ8z/8AWspA/XmNWXi4bgMQwPj+UPMgLKIAv8/vrv3fXD3WRyY05PK0V5KC9pgbCOM+djO4/bCxKQ3aQtJwqfLHqDi8JqS22I3Lhymh83pnXV/HjWgubqbHzG1s7pnKyrbv3UycKnCzqQrpKw4+TQbnitoMrm/d7t+pDVF7pXC31y6T+5Rlyt3OeEjVIfG3jT4bhQhISE8IsfDjAbo+oHM5fTsugNv7CHR2gIontLewtk4ubi3PXnzyksezEMzBCO3ldXaXksY/1Jnte7s61S7ycuT1RqG5iEMMVvbd5CkalukcMS8KoAZiFUDksx+STVmdjvRxJPDBmt17qa1YSkjBWUqFiFdePNOhYdWAcFI/nhlIkVuVAV/2O2d1duxqKCzw9nNa4cSlb3MywMba2C9SwB+A8vDrxGDyewJ6ryw6DbF7KaN2lxa/hrX3ecmtlgv8vOD5bjhixCqSREnbj6L/ACFTsXKhq3/CYnFYPFw4vCYyyxlhB28VrZwLDFH2YseqKAByxJPA/kk19tApSlApSlApSlApSlApSlApSlApSlApSlApSlApSlApSlB439pa39jcWN9bQ3VpcxNDPBNGHjlRhwyMp+GUgkEH4INVz3W9H+gtU3xyWlL6bR13LL3nihg9zaOCXZisJZTGxLKAFcIqpwEHPNWSpQc4Na+kzeDTdiLy1sMZqKJYpJZlxF2XkiCAHjpKsbOzfPVYw5JUjjkjmINT6T1Vpf2/6m01msJ7nt7f8jYy2/l68duvdR247Lzx/HI/vXX6lByN29xOvrzKNlNv8Zqa4v8AH8drrBwTtLbeRWUcvCOU7KHH8jkdh/erAbO+k/WWs8p+pN1Lu9wthed7iWI3AfK3UjqHDv2DCPlnJbycycoVKDt2F8qUGv6q0dgNR6CvdEXlhDDhbqx9ksEEKKtugXhDEpUqjR8KyfXhSqkD4rnbuJspu5s9qefKYm1zU1lZeaS01DhBIOsCp95HMRL2/wBHIYOQPhwGdQWPTKlByH1JrfWmpbFLHUer9QZm0jlEyQX+SmuI1cAgOFdiA3DMOf54J/vWGspo4JmeW0hulMUiBJS4UFkKhx0ZT2UkMPnjlR2DLypvx/iO/wDJDDf9yQf+tc0/w4v+SGZ/7kn/APWtqCptzh9692vxF22B1NnbButrimgxzRY23UdYesIRVt4EHjVWK9VHTlv4JqX9r/RfqjKwxX2v85Dp2LyoWx9oq3VyyB2Dq0gbxxsVClWXyj7/ACAR1N7KUGmbTbYaN2vwcmL0ji/be46NeXUrmS4u3ReoaRz/AOT1UKgLMVVexrc6UoFKUoFKUoFKUoFKUoFKUoFKUoP/2Q==' />"
"Bader-Jewishspritualheroes-Vol2., Rabbi Chanina Bar Chama.1","R<small>ABBI</small> C<small>HANINA BAR</small> C<small>HAMA WAS ONE OF THE FIRST</small> ""Amoraim"" in Palestine, called also Rabbi Chanina the Great. <sup>1)</sup><i class=""footnote""><span dir=""rtl"">1) תענית כ""ז ב׳, יבמות מ""ג א׳, ירושלמי יבמות פּרק ב׳ הלכה א׳.</span></i> He was a priest and it was said that he always returned to parents the money which he received at the ceremony of ""redeeming a first-born son."" <sup>2)</sup><i class=""footnote""><span dir=""rtl"">2) בכורות נ""א ב׳.</span></i> He was said to devote himself to healing and he was acquainted with the nature of serpents. <sup>3)</sup><i class=""footnote""><span dir=""rtl"">3) יומא מ""ט א׳, ירושלמי תרומות פּרק ח׳ הלכה ג׳.</span></i>"
"Bader-Jewishspritualheroes-Vol2., Rabbi Chanina Bar Chama.2","Rabbi Chanina was born in Babylonia and he came to Palestine to study with Rabbi Jehudah ha-Nasi after he was already the father of a son whom he brought with himself. He then settled in Sephoris where the academy of Rabbi Jehudah was situated, but for some unknown reason he was not liked by the inhabitants of the city. Thus it was related that an epidemic once broke out in Sephoris, but it did not affect the street where Rabbi Chanina resided. The people were angered and said that he refused to pray for them, but Rabbi Chanina denied that his prayer could be of any avail as long as they conducted themselves immorally. Another time a drought occurred and although a fast day was declared no rain fell. Rabbi Chanina was then blamed and it was said that because he spoke evil of the people, God refused to heed their prayers. <sup>4)</sup><i class=""footnote""><span dir=""rtl"">4) ירושלמי תענית פּרק ג׳ הלכה ד׳.</span></i>"
"Bader-Jewishspritualheroes-Vol2., Rabbi Chanina Bar Chama.3","When Rabbi Chanina arrived in Palestine, he was already well versed in the Scriptures, but this knowledge hindered his career, for it incurred the displeasure of Rabbi Jehudah, whom he once corrected. Rabbi Jehudah at that time remarked: ""Where and from whom have you learned until now?"" ""From Rav Hamnuna the Scribe,"" Rabbi Chanina replied. ""Then go to Rav Hamnuna and have him ordain you,"" Rabbi Jehudah exclaimed."
"Bader-Jewishspritualheroes-Vol2., Rabbi Chanina Bar Chama.4","Only when the Nasi was nearing his death, did he command his son Rabban Gamliel to ordain Rabbi Chanina and to seat him in the first row in the academy. But Rabbi Chanina refused the last honor saying that Rabbi Ephes was older and therefore deserved the foremost seat. <sup>5)</sup><i class=""footnote""><span dir=""rtl"">5) כתובות ק""ג ב׳.</span></i> Rabbi Chanina believed that this act accounted for his long life and health, for even after he was eighty years of age, he could balance himself on one foot while removing his shoes. He added by saying: ""The fact that my mother bathed me in warm water and anointed me with oil during my childhood contributed to my long life."" <sup>6)</sup><i class=""footnote""><span dir=""rtl"">6) חולין כ""ד ב׳.</span></i>"
"Bader-Jewishspritualheroes-Vol2., Rabbi Chanina Bar Chama.5","But although Rabbi Chanina was not ordained during the lifetime of Rabbi Jehudah, he was nevertheless highly respected by him, and whenever Rabbi Jehudah visited the representative of the emperor or was visited by him, Rabbi Chanina was always at his side."
"Bader-Jewishspritualheroes-Vol2., Rabbi Chanina Bar Chama.6","One time, as Rabbi Chanina went on some mission to the Roman governor at Caesarea accompanied by Rabbi Joshua ben Levi, the governor arose to greet the messengers. His friends then asked him: ""Why do you rise to greet Jews?"", and the governor replied: ""These Jews resemble angels."" <sup>7)</sup><i class=""footnote""><span dir=""rtl"">7) ירושלמי ברכות פּרק ה׳ הלכה א׳.</span></i>"
"Bader-Jewishspritualheroes-Vol2., Rabbi Chanina Bar Chama.7","From various expressions of Rabbi Chanina we gather that he was acquainted with the science of medicine and people often turned to him for medical advice. <sup>8)</sup><i class=""footnote""><span dir=""rtl"">8) יומא מ""ט א׳.</span></i> But although he believed that all actions are determined from above and that one does not even stir a finger unless it has been so determined in heaven, <sup>9)</sup><i class=""footnote""><span dir=""rtl"">9) חולין ז׳ ב׳.</span></i> he nevertheless declared that fevers and chills were exceptions, <sup>10)</sup><i class=""footnote""><span dir=""rtl"">10) בבא מציעא ק""ז ב׳, בבא בתרא קמ""ד ב׳.</span></i> and that 99 out of 100 people died through their own fault in not avoiding colds. <sup>11)</sup><i class=""footnote""><span dir=""rtl"">11) ירושלמי שבת פּרק י""ד הלכה ג׳.</span></i> He likewise said: ""Why do the people of Babylonia escape the skin ailment known as <span dir=""rtl"">ראתן</span>? It is because they eat a herb called <span dir=""rtl"">תרדין</span> which grows among the thorns. This herb they mix with a special kind of wine fermented from dates."" <sup>12)</sup><i class=""footnote""><span dir=""rtl"">12) כתובות ע""ז ב׳.</span></i>"
"Bader-Jewishspritualheroes-Vol2., Rabbi Chanina Bar Chama.8","Rabbi Chanina was modest toward his master, but he consciously maintained his dignity among his colleagues. When he met Rabbi Chiya at the death of Rabbi Jehudah there arose a dispute between them as to who did more for the advancement of the Torah and Rabbi Chanina declared that if the Torah were to be forgotten entirely, he could reconstitute it with his ""pilpul."" <sup>13)</sup><i class=""footnote""><span dir=""rtl"">13) כתובות ק""ג ב׳.</span></i> It is also related that Rav (Aba Arecha) once read a chapter of the Torah before Rabbi Jehudah; as Rabbi Chiya entered in the middle of the reading, Rav began to read from the beginning again; then Bar-Kapara entered and again he reread the chapter. He repeated this also when Rabban Simeon, the son of the Nasi, entered in the middle of the reading, but when Rabbi Chanina entered, he refused to begin the chapter anew. This offended Rabbi Chanina and on thirteen successive eves of the Day of Atonement Rav visited Rabbi Chanina to ask his forgiveness, but the latter would not become reconciled. <sup>14)</sup><i class=""footnote""><span dir=""rtl"">14) יומא פ""ז ב׳.</span></i>"
"Bader-Jewishspritualheroes-Vol2., Rabbi Chanina Bar Chama.9","Rabbi Chanina maintained a close friendship with nearly all the contemporary Amoraim. One of these was Rabbi Jochanan, later the editor of the Jerusalem Talmud, who was first his pupil and later his close friend. Due to differences of opinion with Rabbi Chanina, Rabbi Jochanan left Sephoris and settled in Tiberias, <sup>15)</sup><i class=""footnote""><span dir=""rtl"">15) ירושלמי ביצה פּרק א׳ הלכה א׳.</span></i> but these differences did not weaken their friendship and Rabbi Jochanan often visited his master in Sephoris. <sup>16)</sup><i class=""footnote""><span dir=""rtl"">16) ויקרא רבה פּרשה כ""א פּיסקא ז׳.</span></i> When Rabbi Chanina fell sick before his death, Rabbi Jochanan went to visit him, but on the road he met a man of Sephoris and he asked him: ""What new things have happened in your city?"" and the man replied: ""A great rabbi died and everybody is hurrying to the funeral."" Rabbi Jochanan then understood that Rabbi Chanina had died and he rent his garments as a sign of mourning. <sup>17)</sup><i class=""footnote""><span dir=""rtl"">17) ירושלמי בבא מציעא פּרק ב׳ הלכה י""א.</span></i> Others told that Rabbi Jochanan carried thirteen garments to wear and that he tore all of them exclaiming: ""The man who nourished me with Torah has gone."" <sup>18)</sup><i class=""footnote""><span dir=""rtl"">18) מועד קטן כ""ד א׳.</span></i>"
