Index Title,Shevuot
Shevuot 21a:5,"R. Papa sagte: R. Abahu sagte dies nicht ausdrücklich, vielmehr ist dies durch einen Schluß gefolgert worden. R. Idi b. Abin sagte im Namen R. A͑mrams im Namen R. Jiçḥaqs im Namen R. Joḥanans: R. Jehuda sagte im Namen R. Jose des Galiläers: Wegen aller Verbote der Tora ist nur dann zu geißeln, wenn durch das Verbot eine Tätigkeit ausgeübt wird, wenn aber dadurch keine Tätigkeit ausgeübt wird, ist dieserhalb nicht zu geißeln, ausgenommen das [falsche] Schwören, das Umtauschen<sup>38</sup><i class=""footnote"">Eines Opfertiers; Vgl. S. 206 Anm. 88.</i>und das Fluchen seines Nächsten beim Gottesnamen."
Shevuot 21a:6,"Woher dies vom Schwören? R. Joḥanan erwiderte im Namen des R. Šimo͑n b. Joḥaj: Die Schrift sagt:<sup>39</sup><i class=""footnote"">Ex. 20,7.</i><i>du sollst den Namen des Herrn, deines Gottes</i>, <i>nicht umsonst aussprechen, denn er reinigt nicht;</i> das himmlische Gericht reinigt ihn nicht, wohl aber geißelt und reinigt ihn das irdische Gericht."
Shevuot 21a:7,"R. Papa sprach zu Abajje: Vielleicht meint es der Allbarmherzige wie folgt: er wird überhaupt nicht gereinigt!? – Hieße es: denn er wird nicht gereinigt, so würdest du recht haben, wenn es aber heißt: denn der Herr reinigt nicht, [so erkläre man,] der Herr reinigt ihn nicht, wohl aber geißelt und reinigt ihn das irdische Gericht. –"
Shevuot 21a:8,"Wir wissen dies also vom Nichtigkeitsschwure, woher dies vom Falschschwure? R. Joḥanan erklärte in seinem eigenen Namen: Es heißt zweimal<sup>40</sup><i class=""footnote"">Im angezogenen Schriftverse.</i><i>umsonst</i>, und da [die Wiederholung] nicht auf den Nichtigkeitsschwur zu beziehen ist, so beziehe man sie auf den Falschschwur."
Shevuot 21a:9,"Dagegen wandte R. Abahu ein: Auf welchen Falschschwur: wollte man sagen, wenn jemand geschworen hat, er werde nicht essen, und gegessen hat, so ist dies ja ein Verbot, wobei eine Tätigkeit ausgeübt wird, und wollte man sagen, wenn jemand geschworen hat, er werde essen, und nicht gegessen hat, so wird er ja nicht gegeißelt!? Es wird nämlich gelehrt: [Wenn jemand gesagt hat:] ein Schwur, daß er diesen Laib an diesem Tage essen werde, und der Tag vorüber ist, ohne daß er ihn gegessen hat, so ist er, wie R. Joḥanan und Reš Laqiš übereinstimmend sagen, nicht zu geißeln."
Shevuot 21a:10,"R. Joḥanan sagt, er sei nicht zu geißeln, weil dies ein Verbot ist, wobei keine Tätigkeit ausgeübt worden ist, und wegen eines Verbotes, wobei keine Tätigkeit ausgeübt wird, ist nicht zu geißeln; Reš Laqiš sagt, er sei zu geißeln, weil die Warnung nur eine eventuelle sein kann, und die eventuelle Warnung gilt nicht als Warnung."
Shevuot 21a:11,"Hierzu sagte R. Abahu: Wenn [er gesagt hat:] ich habe gegessen, oder: ich habe nicht gegessen<sup>41</sup><i class=""footnote"">Ein solcher gilt also als Falschschwur.</i>. – Welchen Unterschied gibt es denn<sup>42</sup><i class=""footnote"">Auch bei diesem Falschschwure wird ja keine Handlung begangen.</i>hierbei? Raba erwiderte: Die Tora hat ausdrücklich den Falschschwur mit dem Nichtigkeitsschwure verglichen: wie der Nichtigkeitsschwur assertorisch ist, ebenso ist auch der Falschschwur assertorisch."
Shevuot 21a:12,"R. Jirmeja wandte gegen R. Abáhu ein: [Sagt jemand:] Ein Schwur, daß ich diesen Laib nicht essen werde, ein Schwur, daß ich ihn nicht essen werde, so ist er, wenn er ihn gegessen hat, nur einmal schuldig."
Shevuot 21a:13,"Dies ist ein Bekräftigungsschwur, wegen dessen [Verletzung] man bei Vorsatz sich der Geißelung schuldig macht, und bei Unvorsätzlichkeit ein auf- und absteigendes Opfer darbringen muß."
Shevuot 21a:14,"[Die Worte] ‘dies ist’ schließen wohl den Fall aus, [wenn jemand geschworen hat:] ich habe gegessen, oder: ich habe nicht gegessen, daß er nämlich nicht zu geißeln ist!? – Nein, sie schließen den Fall, [wenn jemand geschworen hat:] ich habe gegessen, oder: ich habe nicht gegessen, hinsichtlich des Opfers aus; dies ist [ein Schwur,] wegen dessen [Verletzung] man bei Unvorsätzlichkeit ein auf- und absteigendes Opfer darbringen muß, nicht aber, wenn [jemand geschworen hat:] ich habe gegessen, oder: ich habe nicht gegessen. Dies nach R. Jišma͑él, welcher sagt, man sei wegen des promissorischen [Bekräftigungsschwures] nicht schuldig. – Wohl aber ist er zu geißeln;"
Shevuot 21b:1,"wie ist demnach der Schlußsatz zu erklären: dies ist ein Nichtigkeitsschwur, wegen dessen [Verletzung] man sich bei Vorsatz der Geißelung schuldig macht und bei Unvorsätzlichkeit frei ist; [die Worte] ‘dies ist’ schließen wohl den Fall aus, [wenn jemand geschworen hat:] ich habe gegessen, oder: ich habe nicht gegessen, daß er nämlich nicht zu geißeln ist!? –"
Shevuot 21b:2,"Nein, dies ist [ein Nichtigkeitsschwur], wegen dessen [Verletzung] man hei Unvorsätzlichkeit frei von einem Opfer ist; wenn [jemand aber geschworen hat:] ich habe gegessen, oder: ich habe nicht gegessen, so ist er bei Unvorsätzlichkeit ein Opfer schuldig. Dies nach R. A͑qiba, nach dem man wegen des assertorischen [Bekräftigungsschwures] wie wegen des promissorischen schuldig ist. –"
Shevuot 21b:3,"Du sagtest ja, der Anfangssatz vertrete die Ansicht R. Jišma͑éls, somit vertritt ja der Anfangssatz die Ansicht R. Jišma͑éls und der Schlußsatz die Ansicht R. A͑qibas!? – Das ganze vertritt die Ansicht R. A͑qibas, denn der Anfangssatz schließt nicht den Fall aus, wenn [jemand geschworen hat:] ich habe gegessen, oder: ich habe nicht gegessen, hinsichtlich des Opfers, vielmehr schließt er den Fall aus, wenn [jemand geschworen hat:] ich werde essen, und nicht gegessen hat, hinsichtlich der Geißelung, ein Opfer ist er aber schuldig. –"
Shevuot 21b:4,"Weshalb diese Unterscheidung<sup>43</sup><i class=""footnote"">Wieso ist es erwiesen, daß hier der promissorische Schwur ausgeschlossen ist.</i>? – Es ist einleuchtend, daß, wenn er von einem promissorischen [Schwure] spricht, er einen promissorischen Fall ausschließt, aber sollte er denn, wenn er von einem promissorischen spricht, einen assertorischen ausschließen!?"
Shevuot 21b:5,"[W<small>ENN JEMAND GESAGT HAT</small>:] <small>DASS ER NICHT ESSEN WERDE UND EIN</small> M<small>INIMUM GEGESSEN HAT, SO IST ER SCHULDIG &amp;C.</small> Sie fragten: Ist R. A͑qiba in der ganzen Tora der Ansicht R. Šimo͑ns, nach dem man wegen eines Minimums schuldig ist, denn es wird gelehrt, R. Šimo͑n sagte, hinsichtlich der Geißelung sei ein Minimum [strafbar], und nur hinsichtlich des Opfers sei die Olivengröße festgesetzt;"
Shevuot 21b:6,"demnach gilt dieser Streit auch von anderen Fällen, und sie streiten über diesen Fall nur deshalb, um die weitgehendste Ansicht der Rabbanan hervorzuheben: obgleich man sagen könnte, wenn er dies<sup>44</sup><i class=""footnote"">Daß sich sein Schwur auch auf ein Minimum erstrecke.</i>präzisiert hätte, wäre er schuldig, ebenso sei er schuldig, auch wenn er dies nicht präzisiert hat, so lehrt er uns, daß er dennoch frei ist;"
Shevuot 21b:7,"oder aber ist er sonst der Ansicht der Rabbanan, und nur hierbei berücksichtigt er folgendes: wenn er dies präzisiert hätte, wäre er schuldig, ebenso ist er schuldig, auch wenn er es nicht präzisiert hat? –"
Shevuot 21b:8,"Komm und höre: Sie sprachen zu R. A͑qiba: Wo finden wir denn, daß jemand wegen des Essens eines Minimums schuldig sei, daß dieser schuldig sein sollte!? Wenn dem nun so<sup>45</sup><i class=""footnote"">Daß er der Ansicht RŠ.s ist.</i>wäre, so sollte er ihnen erwidert haben, er sei in der ganzen Tora der Ansicht R. Šimo͑ns. –"
Shevuot 21b:9,"Er erwiderte ihnen nach ihrer Ansicht: ich bin in der ganzen Tora der Ansicht R. Šimo͑ns, aber auch ihr solltet mir beipflichten, daß er, da er schuldig wäre, wenn er dies präzisiert hätte, schuldig ist, auch wenn er es nicht präzisiert hat. Darauf erwiderten ihm die Rabbanan: nein. –"
Shevuot 21b:10,"Komm und höre: R. A͑qiba sagte: Wenn ein Nazir sein Brot in Wein eintunkt und ein olivengroßes Quantum sich vereinigen läßt, so ist er schuldig. Wenn man nun sagen wollte, er sei sonst der Ansicht R. Šimo͑ns, wozu ist nun die Vereinigung nötig!?"
Shevuot 21b:11,"Ferner haben wir gelernt: [Wenn jemand gesagt hat:] ein Schwur, daß ich nicht essen werde, und Aas, Totverletztes, Ekel- und Kriechtiere gegessen hat, so ist er schuldig, und nach R. Šimo͑n frei. Und auf unseren Einwand, weshalb er denn schuldig sei, der Schwur besteht ja bereits seit [der Gesetzgebung am] Berge Sinaj<sup>46</sup><i class=""footnote"">Das Essen der genannten Tiere ist ohnehin verboten, somit sollte der Schwur keine Gültigkeit haben.</i>, erwiderten Rabh, Šemuél und R. Joḥanan, wenn er mit den verbotenen auch erlaubte Dinge einbegriffen hat,"
Shevuot 21b:12,"und Reš Laqiš erklärte, es könne sich nur um den Fall handeln, wenn er ein halbes Quantum’ präzisiert<sup>47</sup><i class=""footnote"">Also auf ein Quantum,, das nach der Tora nicht strafbar ist.</i>hat, und zwar nach den Rabbanan, oder auch ohne Präzisierung, jedoch nach R. A͑qiba, welcher sagt, das sich auferlegte Verbot erstrecke sich auch auf ein Minimum."
Shevuot 21b:13,"Wenn man nun sagen wollte, er sei sonst der Ansicht R. Šimo͑ns, so besteht ja auch hinsichtlich des Minimums der Schwur bereits seit [der Gesetzgebung am] Berge Sinaj!? Hieraus ist also zu entnehmen, daß er sonst der Ansicht der Rabbanan ist. Schließe hieraus."
Shevuot 21b:14,"S<small>IE SPRACHEN ZU</small> R. A͑<small>QIBA:</small> W<small>O FINDEN WIR &amp;C.</small> Etwa nicht, dies ist ja bei einer Ameise<sup>48</sup><i class=""footnote"">Man ist wegen des Essens derselben schuldig, obgleich sie viel kleiner als eine Olive ist; cf. Mak. Fol. 13a.</i>der Fall!? – Anders ist es bei einem lebenden Geschöpfe. –"
Shevuot 21b:15,"Dies ist ja beim Heiligen<sup>49</sup><i class=""footnote"">Beim Genüsse von Heiligem ist man wegen des kleinsten Quantums schuldig, wenn es nur eine Peruta wert ist.</i>der Fall!? – Bei diesem ist der Wert einer Peruta erforderlich. –"
Shevuot 21b:16,"Dies ist ja bei der Präzisierung der Fall!? – Bei der Präzisierung ist es ebenso wie bei einem lebenden Geschöpfe<sup>50</sup><i class=""footnote"">Da er das Minimum präzisiert hat, so gewinnt es dadurch eine besondere Bedeutung.</i>."
Shevuot 21b:17,"– Dies ist ja bei der Erde<sup>51</sup><i class=""footnote"">Wenn jemand geschworen hat, keine Erde zu essen; bei dieser kommt es, da sie nicht eßbar ist, auf das Quantum nicht an.</i>der Fall."
Shevuot 22a:1,"Somit wäre hieraus die Frage Rabas zu entscheiden, welches Quantum normiert sei, wenn [man gesagt hat:] ein Schwur, daß ich keine Erde essen werde, und gegessen hat; [hieraus] wäre somit zu entnehmen, nur wenn man ein olivengroßes Quantum gegessen hat!? – Wir sprechen nur von eßbaren Dingen. –"
Shevuot 22a:2,"Dies ist ja beim Qonam<sup>52</sup><i class=""footnote"">Bei einem solchen erstreckt sich das Verbot auch auf das kleinste Quantum.</i>der Fall!? – Beim Qonam ist es ebenso wie bei der Präzisierung."
Shevuot 22a:3,"E<small>R ERWIDERTE IHNEN</small>: W<small>O FINDEN WIR DENN, DASS JEMAND WEGEN DES</small> S<small>PRECHENS EIN</small> O<small>PFER DARZUBRINGEN HAT, WÄHREND DIESER WEGEN DES</small> S<small>PRECHENS EIN</small> O<small>PFER DARZUBRINGEN HAT</small>. Etwa nicht, dies ist ja beim Gotteslästerer der Fall!? – Wir sprechen vom Sprechen, wodurch man sich einen Zwang auferlegt, während dieser durch das Sprechen eine Sünde begeht. –"
Shevuot 22a:4,"Dies ist ja beim Nazir<sup>53</sup><i class=""footnote"">Er nimmt die Heiligkeit auf sich durch das Sprechen; nach Ablauf der Frist muß er ein Opfer darbringen.</i>der Fall!? –Wir sprechen nur von einem Opfer wegen des Sprechens, während dieser das Opfer zu dem Zwecke darbringt, damit ihm der Weingenuß erlaubt werde<sup>54</sup><i class=""footnote"">Zur Aufhebung des sich auferlegten Zwanges.</i>. – Dies ist ja beim Heiligen<sup>55</sup><i class=""footnote"">Die Sache wird durch das Sprechen geheiligt.</i>der Fall!? –"
Shevuot 22a:5,"Wir sprechen nur von einem Falle, wenn jemand nur sich ein Verbot auferlegt, während dieses für die ganze Welt verboten ist. – Dies ist ja beim Qonam der Fall!? –"
Shevuot 22a:6,"Er ist der Ansicht, beim Qonam gebe es keine Veruntreuung<sup>56</sup><i class=""footnote"">Durch Genuß von Geheiligtem; cf. Lev. 5,15ff.</i>."
Shevuot 22a:7,"Raba sagte: Sie streiten nur über den Fall, wenn er es<sup>57</sup><i class=""footnote"">Daß sich der Schwur auch auf ein Minimum erstrecke.</i>nicht präzisiert, wenn er es aber präzisiert, so ist er nach aller Ansicht auch wegen eines Minimums [schuldig]. – Weshalb? – Bei der Präzisierung ist es ebenso wie bei einem lebenden Geschöpfe."
Shevuot 22a:8,"Ferner sagte Raba: Sie streiten nur über den Fall, [wenn er geschworen hat], daß er nicht essen werde, wenn aber, daß er nicht kosten werde, so ist er nach aller Ansicht auch wegen eines Minimums [schuldig]. – Selbstverständlich!? – Man könnte glauben, was die Leute unter ‘kosten’<sup>58</sup><i class=""footnote"">Man gebraucht oft vom Genießen od. Essen den Ausdruck ‘kosten’.</i>verstehen, so lehrt er uns."
Shevuot 22a:9,"R. Papa sagte: Sie streiten nur über Schwüre, beim Qonam aber sind alle der Ansicht, daß man auch wegen eines Minimums [schuldig sei]. – Weshalb? – Beim Qonam ist es, da man das Essen überhaupt nicht<sup>59</sup><i class=""footnote"">Die Formel lautet nur: dies gelte mir als Qonam.</i>erwähnt, ebenso, als würde man es präzisiert haben."
Shevuot 22a:10,"Man wandte ein: Zwei mit einem Qonam [belegte Quantitäten<sup>60</sup><i class=""footnote"">Die einzeln keine Olivengröße haben.</i>] werden vereinigt, zwei mit einem Schwure [belegte Quantitäten] werden nicht vereinigt ; R. Meír sagt, der Qonam gleiche dem Schwure. Wozu ist nun die Vereinigung nötig, wenn du sagst, man sei auch wegen eines Minimums schuldig!? –"
Shevuot 22a:11,"Wenn er gesagt hat: das eine gelte für mich hinsichtlich des Essens als Qonam und das andere gelte für mich hinsichtlich des Essens als Qonam<sup>61</sup><i class=""footnote"">Wenn man die Qonamformel über jedes besonders gesprochen hat.</i>. – Wieso werden sie demnach vereinigt, schließlich hat ja weder das eine noch das andere das erforderliche Quantum!? – Wenn er gesagt hat, beide sollen für mich hinsichtlich des Essens als Qonam gelten. –"
Shevuot 22a:12,"Dem entsprechend bei Schwüren, wenn er gesagt hat: ein Schwur, daß ich von beiden nicht essen werde; weshalb werden sie demnach nicht vereinigt!? R. Pinḥas erwiderte: Anders ist es bei den Schwüren; da sie hinsichtlich der Sündopfer von einander getrennt<sup>62</sup><i class=""footnote"">In einem solchen Falle muß man event. 2 Sündopfer darbringen.</i>sind, so werden sie nicht vereinigt –"
Shevuot 22a:13,"Wieso sagt R. Meír demnach, der Qonam gleiche dem Schwure; erklärlich ist dies von den Schwüren, da sie hinsichtlich der Opfer getrennt sind, weshalb aber werden sie beim Qonam nicht [vereinigt] !? – Wende es um: R. Meír sagt, der Schwur gleicht dem Qonam, und zwar hält er nichts van [der Erklärung des] R. Pinḥas."
Shevuot 22a:14,"Rabina erwiderte: R. Papa spricht von der Geißelung, während diese Lehre vom Opfer<sup>63</sup><i class=""footnote"">Wegen der Veruntreuung.</i>spricht, wobei das Quantum eine Peruṭa wert sein muß. –"
Shevuot 22a:15,"Demnach wären die Rabbanan der Ansicht, beim Qonam gebe es eine Veruntreuung, und dem widersprechend wird gelehrt: [Wenn jemand gesagt hat:] dieser Laib sei Geheiligtes, und er ihn ißt, einerlei ob er selber oder ein anderer, so begeht er eine Veruntreuung. Daher gibt es bei diesem eine Auslösung<sup>64</sup><i class=""footnote"">Die Heiligkeit wird auf die eingetauschte Sache übertragen.</i>. [Wenn er aber sagt:] dieser Laib <sup>,</sup>sei mir Geheiligtes, so kann er selber an diesem eine Veruntreuung begehen, nicht aber kann ein anderer an diesem eine Veruntreuung begehen. Daher gibt es bei diesem keine Auslösung – so R. Meír."
Shevuot 22b:1,"Die Weisen sagen, weder er selber noch ein anderer begehe an diesem eine Veruntreuung, weil !es beim Qonam keine Veruntreuung gibt!? –"
Shevuot 22b:2,"Wende es um: [weder er selber noch ein anderer kann an diesem eine Veruntreuung begehen,] weil es beim Qonam keine Veruntreuung gibt – so R. Meír. Die Weisen sagen, er selber begehe an diesem eine Veruntreuung, nicht aber begeht ein anderer an diesem eine Veruntreuung. –"
Shevuot 22b:3,"Wieso sagte R. Meír demnach, der Qonam gleiche dem Schwure, wonach beim Qonam die Quantitäten nicht vereinigt werden, wohl aber gibt es bei diesem eine Veruntreuung, R. Meír sagt ja, beim Qonam gebe es überhaupt keine Veruntreuung!? –"
Shevuot 22b:4,"Er sagte dies nach der Ansicht der Rabbanan: nach mir gibt es beim Qonam überhaupt keine Veruntreuung, aber auch ihr müßt mir ja zugeben, daß der Qonam dem Schwure gleiche. –"
Shevuot 22b:5,"Und die Rabbanan!? – Beim Schwure ist die Erklärung des R. Pinḥas<sup>65</sup><i class=""footnote"">Trennung bezüglich der Opfer.</i>zu berücksichtigen, beim Qonam aber ist die Erklärung des R. Pinḥas nicht zu berücksichtigen."
Shevuot 22b:6,"Raba sagte: [Wenn jemand gesagt hat:] ein Schwur, daß ich nicht essen werde, und Erde gegessen hat, so ist er frei. Folgendes aber fragte Raba: Bei welchem Quantum [ist man schuldig], wenn [man gesagt hat:] ein Schwur, daß ich keine Erde essen werde: hatte er, da er vom Essen gesprochen hat, Olivengröße im Sinne, oder ist er wegen dieser, da Menschen sie nicht zu essen pflegen, auch bei einem Minimum [schuldig]? – Dies bleibt unentschieden."
Shevuot 22b:7,"Raba fragte: Bei welchem Quantum [ist man schuldig, wenn jemand gesagt hat:] ein Schwur, daß ich keine Traubenkerne essen werde: hatte er, da diese gemengt<sup>66</sup><i class=""footnote"">Mit den Trauben zusammen.</i>gegessen werden, Olivengröße im Sinne, oder hatte er, da sie separat nicht gegessen werden, auch ein Minimum im Sinne? – Dies bleibt unentschieden."
