Index Title,Ibn Ezra on Genesis
Ibn Ezra on Genesis 3:6:4,"<b>ועץ החיים.</b> שיוסיף חיים ויחיה האדם שנים רבות<i data-commentator=""Yahel Ohr"" data-order=""נד""></i> ואין מלת לעולם עד עולם ועד, והנה כן ""ועבדו לעולם"" (שמות כא ו)<i data-commentator=""Yahel Ohr"" data-order=""נה""></i><i data-commentator=""Karnei Ohr"" data-order=""כב""></i> ""וישב שם עד עולם"" (ש""א א כב)<i data-commentator=""Yahel Ohr"" data-order=""נו""></i><i data-commentator=""Karnei Ohr"" data-order=""כג""></i>, ורבים אחרים, ומפרשים אמרו בפ' ""כי ביום אכלך ממנו מות תמות"", כי לא נברא על מתכונת שימות<i data-commentator=""Karnei Ohr"" data-order=""כד""></i> רק כאשר חטא נגזר עליו המות<i data-commentator=""Yahel Ohr"" data-order=""נז""></i><i data-commentator=""Karnei Ohr"" data-order=""כה""></i>, ורבים ישאלו מה חטאו זרעו<i data-commentator=""Yahel Ohr"" data-order=""נח""></i>, ואלה דברי רוח, כי רוח אחד לאדם ולבהמה שבה יהיה וירגיש בעולם הזה, וכמות זה כן מות זה<i data-commentator=""Yahel Ohr"" data-order=""נט""></i> מלבד החלק העליון שיש לאדם מותר מן הבהמה, וכבר הביא אחד מרופאי יון ראיות גמורות שלא יתכן שלא יהיה לחיי האדם קצב<i data-commentator=""Yahel Ohr"" data-order=""ס""></i>:"
Ibn Ezra on Genesis 3:8:1,"<b>וישמעו מתהלך בגן.</b><i data-commentator=""Karnei Ohr"" data-order=""כו""></i>, קול השם<i data-commentator=""Yahel Ohr"" data-order=""סא""></i><i data-commentator=""Karnei Ohr"" data-order=""כז""></i>, וזה היה סמוך לערב<i data-commentator=""Yahel Ohr"" data-order=""סב""></i> בעת התנופף רוח היום<i data-commentator=""Yahel Ohr"" data-order=""סג""></i>, ומצאנו לקול הליכה, כמו ""קולה כנחש ילך"" (ירמי' מו בב) ""קול השופר הולך וחזק מאוד"" (שמות יט יט)<i data-commentator=""Karnei Ohr"" data-order=""כח""></i>, ויאמר ר' יונה המדקדק הספרדי<i data-commentator=""Yahel Ohr"" data-order=""סד""></i> כי הטעם והאדם מתהלך בגן<i data-commentator=""Yahel Ohr"" data-order=""סה""></i><i data-commentator=""Karnei Ohr"" data-order=""כט""></i>, גם הוא אמר שפי' ביום אכלך ממנו אלף שנים כדרך הדרש<i data-commentator=""Yahel Ohr"" data-order=""סו""></i>, ואחרים אמרו ביום ששי נברא וביום ששי מת<i data-commentator=""Yahel Ohr"" data-order=""סז""></i>, ואחרים אמרו אז תהיה חייב מיתה<i data-commentator=""Yahel Ohr"" data-order=""סח""></i>, ואחרים אמרו כי יש מות עונש, כמו ""כי בן מות האיש העושה זאת"" (ש""ב יב ה)<i data-commentator=""Yahel Ohr"" data-order=""סט""></i>, ואחרים אמרו כי מאז תחול שתמות<i data-commentator=""Yahel Ohr"" data-order=""ע""></i> והביאו ראיה מהתינוק<i data-commentator=""Yahel Ohr"" data-order=""עא""></i><i data-commentator=""Karnei Ohr"" data-order=""ל""></i>, והישר בעיני מה שאמרו הקדמונים<i data-commentator=""Yahel Ohr"" data-order=""עב""></i> שעשה תשובה, כטעם רגע אדבר<i data-commentator=""Yahel Ohr"" data-order=""עג""></i>:"
Ibn Ezra on Genesis 3:9:1,"<b>ויקרא.</b> טעם אַיֶכָּה פתחון הדברים<i data-commentator=""Yahel Ohr"" data-order=""עד""></i><i data-commentator=""Karnei Ohr"" data-order=""לא""></i>, וכן ""אי הבל אחיך"" (למטה ד ט) והנה כחש קין והשיב לו השם ""קול דמי אחיך צועקים"":"
Ibn Ezra on Genesis 3:11:1,"<b>לבלתי</b> עם למ""ד כטעם שלא<i data-commentator=""Yahel Ohr"" data-order=""עה""></i>, ובלא למ""ד כטעם רק<i data-commentator=""Yahel Ohr"" data-order=""עו""></i><i data-commentator=""Karnei Ohr"" data-order=""לב""></i>,<i data-commentator=""Yahel Ohr"" data-order=""עז""></i>."
Ibn Ezra on Genesis 3:11:2,"אֲכָל ממנו. שם הפועל<i data-commentator=""Yahel Ohr"" data-order=""עח""></i> וכן, לבלתי שמור מצותיו (דבר' ח יא)<i data-commentator=""Yahel Ohr"" data-order=""עט""></i>:"
Ibn Ezra on Genesis 3:12:1,"<b>אשר נתת עמדי,</b> אתה נתת הנותנת לי<i data-commentator=""Yahel Ohr"" data-order=""פ""></i><i data-commentator=""Karnei Ohr"" data-order=""לג""></i>, וטעם עמדי בגן<i data-commentator=""Yahel Ohr"" data-order=""פא""></i>, והוא כמו עמי<i data-commentator=""Yahel Ohr"" data-order=""פב""></i>, אכן<i data-commentator=""Yahel Ohr"" data-order=""פג""></i> לא מצאנוהו כי אם בלשון יחיד המדבר<i data-commentator=""Yahel Ohr"" data-order=""פד""></i>."
Ibn Ezra on Genesis 3:12:2,"וָאוֹכל האל""ף סימן המדבר<i data-commentator=""Yahel Ohr"" data-order=""פה""></i> והנח הגעלם שיש אחריו תמורת אלף השרש<i data-commentator=""Yahel Ohr"" data-order=""פו""></i>, ובא עם קמץ קטן<i data-commentator=""Yahel Ohr"" data-order=""פז""></i> בעבור שהוא סוף פסוק, ולא יתכן שיבוא וי""ו קמוץ עם הפועל כי לעולם הוא בשוא<i data-commentator=""Yahel Ohr"" data-order=""פח""></i>:"
Ibn Ezra on Genesis 3:13:1,"<b>השיאני</b> פתני<i data-commentator=""Yahel Ohr"" data-order=""פט""></i><i data-commentator=""Karnei Ohr"" data-order=""לד""></i>:"
Ibn Ezra on Genesis 3:14:1,"<b>ארור</b>.<i data-commentator=""Yahel Ohr"" data-order=""צ""></i> לנחש שיהי' חייו קצרים, והנכון שיהי' חסר בהליכתו<i data-commentator=""Yahel Ohr"" data-order=""צא""></i><i data-commentator=""Karnei Ohr"" data-order=""לה""></i>."
Ibn Ezra on Genesis 3:14:2,"על גחונך, החזה<i data-commentator=""Yahel Ohr"" data-order=""צב""></i><i data-commentator=""Karnei Ohr"" data-order=""לו""></i> ולא נדע אם הנו""ן שרש כאדון<i data-commentator=""Yahel Ohr"" data-order=""צג""></i> או נוסף כזדון<i data-commentator=""Yahel Ohr"" data-order=""צד""></i>, והאומר שנקרא כן בעבור הרוח שיגיח ממנו<i data-commentator=""Yahel Ohr"" data-order=""צה""></i> זה דרך דרש, וכן אמרו על גיחון<i data-commentator=""Yahel Ohr"" data-order=""צו""></i> גם פישון מגזרת כי תפושו (ירמי' נ יא)<i data-commentator=""Yahel Ohr"" data-order=""צז""></i><i data-commentator=""Karnei Ohr"" data-order=""לז""></i> גם פרת מגזרת פרו ורבו<i data-commentator=""Yahel Ohr"" data-order=""צח""></i>, והנה הנהר הגדול הוא חדקל עמד בפניהם ולא יכלו לעבור<i data-commentator=""Yahel Ohr"" data-order=""צט""></i> ויאמרו שתי מלות הן, שהמים חדים וקלים<i data-commentator=""Yahel Ohr"" data-order=""ק""></i>:"
Ibn Ezra on Genesis 3:15:1,"<b>ואיבה.</b><i data-commentator=""Yahel Ohr"" data-order=""קא""></i>:<i data-commentator=""Karnei Ohr"" data-order=""לח""></i> הוא ישופך ראש. זרעה יככה בראש<i data-commentator=""Yahel Ohr"" data-order=""קב""></i> וכן אשר בשערה ישופני (איוב ט יז)<i data-commentator=""Yahel Ohr"" data-order=""קג""></i><i data-commentator=""Karnei Ohr"" data-order=""לט""></i>, דלא תראה מהכתוב אחריו<i data-commentator=""Yahel Ohr"" data-order=""קד""></i>, ויחסר הבי""ת<i data-commentator=""Yahel Ohr"" data-order=""קה""></i> כמו בי""ת הנמצא בית ד' (מ""ב יב יז)<i data-commentator=""Yahel Ohr"" data-order=""קו""></i><i data-commentator=""Karnei Ohr"" data-order=""מ""></i>:"
Ibn Ezra on Genesis 3:15:2,"<b>עקב.</b> הוא הרגל<i data-commentator=""Yahel Ohr"" data-order=""קז""></i> ואם הראש ראשון<i data-commentator=""Yahel Ohr"" data-order=""קח""></i> זה אחרון<i data-commentator=""Yahel Ohr"" data-order=""קט""></i>, וכן ""ואת עקבו מים (יהושע ה יג)<i data-commentator=""Yahel Ohr"" data-order=""קי""></i><i data-commentator=""Karnei Ohr"" data-order=""מא""></i>:"
Ibn Ezra on Genesis 3:16:1,"<b>הַרְבֶּה אַרְבֶּה</b><i data-commentator=""Yahel Ohr"" data-order=""קיא""></i><i data-commentator=""Karnei Ohr"" data-order=""מב""></i>, שם הפועל<i data-commentator=""Yahel Ohr"" data-order=""קיב""></i>:"
Ibn Ezra on Genesis 3:16:2,"<b>עצבונך</b>. בעת הענוי, בצאת דם בתולים<i data-commentator=""Yahel Ohr"" data-order=""קיג""></i><i data-commentator=""Karnei Ohr"" data-order=""מג""></i>:"
Ibn Ezra on Genesis 3:16:3,"<b>והרונך</b>.<i data-commentator=""Yahel Ohr"" data-order=""קיד""></i> הנו""ן נוסף<i data-commentator=""Yahel Ohr"" data-order=""קטו""></i>, כי ההריון כבד על האשה<i data-commentator=""Yahel Ohr"" data-order=""קטז""></i> וכן הלידה<i data-commentator=""Yahel Ohr"" data-order=""קיז""></i><i data-commentator=""Karnei Ohr"" data-order=""מד""></i>:"
Ibn Ezra on Genesis 3:16:4,"<b>תשוקתך.</b> משמעתך<i data-commentator=""Yahel Ohr"" data-order=""קיח""></i><i data-commentator=""Karnei Ohr"" data-order=""מה""></i>, והטעם שתשמעי כל אשר יצוה עליך<i data-commentator=""Yahel Ohr"" data-order=""קיט""></i><i data-commentator=""Karnei Ohr"" data-order=""מו""></i> כי את ברשותו לעשות חפצו<i data-commentator=""Yahel Ohr"" data-order=""קכ""></i><i data-commentator=""Karnei Ohr"" data-order=""מז""></i>:"
Ibn Ezra on Genesis 3:17:1,"<b>ולאדם.</b> ארורה האדמה, שלא תוציא תבואה רבה<i data-commentator=""Yahel Ohr"" data-order=""קכא""></i>:"
Ibn Ezra on Genesis 3:17:2,"<b>בעצבון תאכלנה.</b> תאכל תבואתה<i data-commentator=""Yahel Ohr"" data-order=""קכב""></i>, והיא דרך קצרה, וכן והיו באוכלי שולחנך<i data-commentator=""Yahel Ohr"" data-order=""קכג""></i> (מ""א ב ז)<i data-commentator=""Karnei Ohr"" data-order=""מח""></i>:"
Ibn Ezra on Genesis 3:18:1,"<b>וקוץ.</b> גדול<i data-commentator=""Yahel Ohr"" data-order=""קכד""></i> וקטן ממנו דרדר<i data-commentator=""Karnei Ohr"" data-order=""מט""></i>, והוא לבדו דר<i data-commentator=""Yahel Ohr"" data-order=""קכה""></i><i data-commentator=""Karnei Ohr"" data-order=""נ""></i> כי אחיו נעדר<i data-commentator=""Yahel Ohr"" data-order=""קכו""></i><i data-commentator=""Karnei Ohr"" data-order=""נא""></i>,"
Ibn Ezra on Genesis 3:18:2,"וטעם בעצבון לפתח ולשדד ולזרוע<i data-commentator=""Yahel Ohr"" data-order=""קכז""></i>, ועוד רעה הולה שיצמח קוץ בתוך התבואה<i data-commentator=""Yahel Ohr"" data-order=""קכח""></i>"
Ibn Ezra on Genesis 3:18:3,"וטעם את עשב השדה הוא הלחם. כי בגן חיותו מפרי העץ<i data-commentator=""Yahel Ohr"" data-order=""קכט""></i>,"
Ibn Ezra on Genesis 3:19:1,"וטעם בזעת אפך שהוא צריך לטרוח לזרות ולטחון וללוש ולבשל ולא כמאכל הבהמות<i data-commentator=""Yahel Ohr"" data-order=""קל""></i>, ופי' בזעת ידוע מדבריהם ז""ל<i data-commentator=""Yahel Ohr"" data-order=""קלא""></i>, והוא על משקל שינה, ושרשו ""יזע""<i data-commentator=""Yahel Ohr"" data-order=""קלב""></i> וכמוהו ""לא יחגרו ביזע"" (יחז' מד יח), עד שיבואו לידי זיעה<i data-commentator=""Yahel Ohr"" data-order=""קלג""></i><i data-commentator=""Karnei Ohr"" data-order=""נב""></i>, ואחר שידענו שהאדם נברא מהד' שרשים מה טעם כי ממנו לקחת<i data-commentator=""Yahel Ohr"" data-order=""קלד""></i>, והתשובה כי העצמות תולדותם מהעפר<i data-commentator=""Yahel Ohr"" data-order=""קלה""></i> ועל כן הם כבדות, ואין להם הרגשה<i data-commentator=""Yahel Ohr"" data-order=""קלו""></i> והם מוסדי הגוף<i data-commentator=""Yahel Ohr"" data-order=""קלז""></i>, הלא תראה ""ותקרבו עצמות עצם אל עצמו"" (יחז' לז ז) כי הם דמות בית בנוי, ואח""כ ""והנה עליהם גידים ובשר עלה ויקרם עליהם עור"" (שם ח) וכן והעליתם את עצמותי (למטה נ כה)<i data-commentator=""Yahel Ohr"" data-order=""קלח""></i>:"
Ibn Ezra on Genesis 3:20:1,"<b>ויקרא חוה.</b><i data-commentator=""Yahel Ohr"" data-order=""קלט""></i> הוי""ו והיו""ד מתחלפים, וכן הנה יד ד' הויה (שמות ט ג), ואתה הוה להם למלך<i data-commentator=""Yahel Ohr"" data-order=""קמ""></i> (נחמי' ו, יו""ד)<i data-commentator=""Karnei Ohr"" data-order=""נג""></i> ולא קראה ביו""ד<i data-commentator=""Yahel Ohr"" data-order=""קמא""></i> כי מה הפרש יש בין, שמה ובין שם החיות<i data-commentator=""Yahel Ohr"" data-order=""קמב""></i>:"
Ibn Ezra on Genesis 3:20:2,"<b>אם כל חי.</b> מבני אדם<i data-commentator=""Yahel Ohr"" data-order=""קמג""></i><i data-commentator=""Karnei Ohr"" data-order=""נד""></i>:"
Ibn Ezra on Genesis 3:21:1,"<b>כתנור עור.</b> יש אומר כי בתחלה הי' עצם ובשר ועתה קרם עליהם עור<i data-commentator=""Yahel Ohr"" data-order=""קמד""></i>, וי""א כתנות לעורם<i data-commentator=""Yahel Ohr"" data-order=""קמה""></i><i data-commentator=""Karnei Ohr"" data-order=""נה""></i>, ואחרים אומרים כי יש בהמה בדמות אדם, והשם צוה ונפשט עורה<i data-commentator=""Yahel Ohr"" data-order=""קמו""></i> ואין לנו לבקש בזאת רק נאמין שהשם עשה לאדם גם לאשתו כתנות עור<i data-commentator=""Yahel Ohr"" data-order=""קמז""></i><i data-commentator=""Karnei Ohr"" data-order=""נו""></i>, ומי ימלל גבורותיו, ומי יספר מעשיו ונפלאותיו, ואין חקר לגדולתו:"
Ibn Ezra on Genesis 3:22:1,"<b>ויאמר.</b> כאשר יהיה אֶחָד בפתח קטן<i data-commentator=""Yahel Ohr"" data-order=""קמח""></i>, יהיה בטעם<i data-commentator=""Yahel Ohr"" data-order=""קמט""></i>, וענינו מוכרת<i data-commentator=""Yahel Ohr"" data-order=""קנ""></i>, ואם יהיה בפתח גדול<i data-commentator=""Yahel Ohr"" data-order=""קנא""></i>, יהיה סמוך<i data-commentator=""Yahel Ohr"" data-order=""קנב""></i>, וכן כְּאַחַד שבטי ישראל<i data-commentator=""Yahel Ohr"" data-order=""קנג""></i> (למטה מט טז), על כן לא יתכן מדקדוק הלשון להיות פירושו כמו אֶחָד<i data-commentator=""Yahel Ohr"" data-order=""קנד""></i><i data-commentator=""Karnei Ohr"" data-order=""נז""></i> ומה טעם יהיה לו<i data-commentator=""Yahel Ohr"" data-order=""קנה""></i> והיה בעל הטעמים<i data-commentator=""Yahel Ohr"" data-order=""קנו""></i> ראוי לדבק ממנו עם לדעת<i data-commentator=""Yahel Ohr"" data-order=""קנז""></i><i data-commentator=""Karnei Ohr"" data-order=""נח""></i>,"
Ibn Ezra on Genesis 3:22:2,"ופי' ממנו לשון רבים<i data-commentator=""Yahel Ohr"" data-order=""קנח""></i>, כמו איש ממנו<i data-commentator=""Yahel Ohr"" data-order=""קנט""></i> (למטה סג ו), וכבר ביארתי בס' היסוד למה נדגש נו""ן הרבים<i data-commentator=""Yahel Ohr"" data-order=""קס""></i>, ואנשי מזרח הקוראים אותו בלא דגשות<i data-commentator=""Yahel Ohr"" data-order=""קסא""></i> יטעו<i data-commentator=""Yahel Ohr"" data-order=""קסב""></i><i data-commentator=""Karnei Ohr"" data-order=""נט""></i>, וטעם הפסוק<i data-commentator=""Yahel Ohr"" data-order=""קסג""></i> כמו והייתם כאלהים יודעי טוב ורע<i data-commentator=""Yahel Ohr"" data-order=""קסד""></i><i data-commentator=""Karnei Ohr"" data-order=""ס""></i> או פי' על מחשבתו<i data-commentator=""Yahel Ohr"" data-order=""קסה""></i><i data-commentator=""Karnei Ohr"" data-order=""סא""></i>, ואל תתמה על, מלת ממנו<i data-commentator=""Yahel Ohr"" data-order=""קסו""></i>, כי כמוהו ""נעשה אדם בצלמנו"" (למעלה א כו), הבה נרדה (למטה יא ז)<i data-commentator=""Yahel Ohr"" data-order=""קסז""></i>, וזה דבור השם עם המלאכים<i data-commentator=""Yahel Ohr"" data-order=""קסח""></i>:"
Ibn Ezra on Genesis 3:23:1,"<b>וישלחהו.</b> כל שלוח ואחריו מ""ם כמו גרוש והוא לגנאי<i data-commentator=""Yahel Ohr"" data-order=""קסט""></i> כמו שלח מעל פני (ירמי' טו א), ולא כאשר אמר חכם גדול בפרדי שהוא לשון כבוד, כמו הולך. עמם לשלחם (למטה יח טז)<i data-commentator=""Yahel Ohr"" data-order=""קע""></i>, וכמו וישלחהו וילך בשלום (ש""ב ג כג)<i data-commentator=""Yahel Ohr"" data-order=""קעא""></i>, שאם כן יהיה כבוד האדמה גדל מכבוד גן עדן<i data-commentator=""Yahel Ohr"" data-order=""קעב""></i>, ואם אמר למה נכתב ""ויגרש את האדם""<i data-commentator=""Yahel Ohr"" data-order=""קעג""></i> אם פירושו וישלחהו ויגרשהו, כן פירושו<i data-commentator=""Yahel Ohr"" data-order=""קעד""></i> כאשר גרשו השכין את הכרובים<i data-commentator=""Yahel Ohr"" data-order=""קעה""></i><i data-commentator=""Karnei Ohr"" data-order=""סב""></i>"
