Sanhedrin 2a:1	<sup>i</sup> <b>G</b>ELDANGELEGENHEITEN$fn1 <small>WERDEN VOR DREI</small> [R<small>ICHTERN VERHANDELT</small>], R<small>AUB UND</small> K<small>ÖRPERVERLETZUNGEN</small>$fn2 <small>VOR DREI</small>, S<small>CHADEN- UND HALBER</small> S<small>CHADENERSATZ</small>$fn3, Z<small>AHLUNG DES</small> D<small>OPPELTEN</small>$fn4 <small>UND DES</small> V<small>IER ODER</small> F<small>ÜNFFACHEN</small>$fn5 <small>VOR DREI</small>,
Sanhedrin 25a:19	Und beides ist nötig. Würde er es nur von dem Falle gelehrt haben, wenn es von ihm selber abhängt, [so könnte man glauben,] nur da, weil keiner auf einen Verzicht gefaßt ist, denn jeder glaubt, 
Sanhedrin 25b:1	er sei überlegen, nicht aber wenn es von seiner Taube abhängt. 
Sanhedrin 25b:2	Und würde er es nur von dem Falle gelehrt haben, wenn es von seiner Taube abhängt, [so könnte man glauben,] nur da, weil jeder annimmt, es hänge nur vom Klopfen$fn51ab, und glaubt, er verstehe besser zu klopfen, nicht aber, wenn es von ihm selber abhängt. Daher ist beides nötig. 
Sanhedrin 25b:3	Man wandte ein: Glücksspieler sind diejenigen, die mit Würfeln spielen; und sie sagten es nicht nur von Würfeln, sondern auch von Nußund Granatäpfelschalen. 
Sanhedrin 25b:4	Was gilt bei ihnen als Umkehr? Wenn sie ihre Würfel zerbrechen und [vom Spiele] vollständig zurücktreten, daß sie nicht einmal umsonst spielen. 
Sanhedrin 25b:5	Wucherer, ob verleihen oder leihen. Was gilt bei ihnen als Umkehr? Wenn sie ihre Schuldscheine zerreißen und [vom Wucher] vollständig zurücktreten, daß sie nicht einmal einem Nichtjuden [auf Wucher] leihen. 
Sanhedrin 25b:6	Taubenfliegenlassende, das sind diejenigen, die auf Tauben wetten$fn52; und sie sagten es nicht nur von Tauben, sondern auch von jedem anderen Vieh, Wild und Geflügel. Was gilt bei ihnen als Umkehr? Wenn sie ihre Taubenschläge zerbrechen und davon vollständig zurücktreten, daß sie es selbst in der Wüste$fn53nicht mehr tun. 
Sanhedrin 25b:7	Siebentjahrsfrucht-Händler, das sind diejenigen, die mit Siebentjahrsfrucht Handel treiben. Was gilt bei ihnen als Umkehr? Wenn ein zweites Siebentjahr heranreicht und sie davon zurücktreten. 
Sanhedrin 25b:8	Hierzu sagte R. Neḥemja: die Umkehr darf nicht nur in Worten bestehen, vielmehr muß sie auch ihr Vermögen beeinflussen, und zwar: er muß sagen: Ich N., Sohn des N., habe für zweihundert Zuz Siebentjahrsfrüchte aufgespeichert, sie sollen an die Armen verschenkt sein. 
Sanhedrin 25b:9	Hier wird dies also auch vom Vieh gelehrt. Allerdings kann dies beim Vieh vorkommen nach demjenigen, der ‘ob deine Taube meine Taube überholt’ erklärt, aber gibt es denn nach demjenigen, der Vogelfänger erklärt, ein solches Vieh$fn54!? – 
Sanhedrin 25b:10	Freilich, der Auerochs, nach demjenigen, welcher sagt, der Auerochs gehöre zum Vieh. Wir haben nämlich gelernt: Der Auerochs gehört zum Vieh; R. Jose sagt, zum Wild$fn55.
Sanhedrin 25b:11	Es wird gelehrt: Zu diesen fügten sie noch Räuber$fn56und Gewalttäter$fn57 hinzu. – 
Sanhedrin 25b:12	Ein Räuber ist ja nach der Tora [unzulässig]!? – In dem Falle, wenn er sich den Fund eines Tauben, Blöden oder Minderjährigen [angeeignet hat]. 
Sanhedrin 25b:13	Anfangs glaubten sie, so etwas komme nur selten vor, oder auch, dies sei nur des Friedens$fn58wegen [verboten]; als sie aber einsahen, daß dies immerhin Geldraub ist, erklärten sie die Rabbanan als unzulässig. 
Sanhedrin 25b:14	Von den Gewalttätern glaubten sie anfangs, [ihre Handlung] sei verzeihlich, da sie ja Geld erstatten; als sie aber einsahen, daß sie Gewalt anwenden, bestimmten es die Rabbanan von ihnen.
Sanhedrin 25b:15	Ferner fügten sie zu diesen noch die Hirten, Steuereinnehmer und Zöllner hinzu. 
Sanhedrin 25b:16	Von den Hirten glaubten sie anfangs, daß sie es$fn59nur unbedacht tun; als sie aber sahen, daß sie dies absichtlich tun, bestimmten es die Rabbanan von ihnen. Von den Steuereinnehmern und Zöllnern glaubten sie anfangs, sie nehmen nur das, was ihnen gesetzlich festgesetzt ist, als sie aber sahen, daß sie melir nehmen, erklärten sie sie als unzulässig.
Sanhedrin 25b:17	Raba sagte: Bei den Hirten, von denen sie sprechen, ist es einerlei, ob es Hirten von Großvieh oder Hirten von Kleinvieh sind. – 
Sanhedrin 25b:18	Kann Raba dies denn gesagt haben, er sagte ja, daß ein Hirt von Kleinvieh im Jisraéllande unzulässig und außerhalb des Landes zulässig, und ein Hirt von Großvieh auch im Jisraéllande zulässig sei!? – Dies wurde von Züchtern gelehrt. 
Sanhedrin 25b:19	Dies leuchtet auch ein, denn er lehrt: [sagt jemand:] jene drei Rinderhirten sind ihm glaubwürdig$fn60; doch wohl als Zeugen. – 
Sanhedrin 25b:20	Nein, als Richter. Dies ist auch zu beweisen, denn er lehrt: drei Rinderhirten; wozu sind, wenn als Zeugen, drei erforderlich? – 
Sanhedrin 25b:21	Wozu [lehrt er dies], wenn als Richter, von drei Hirten, dies gilt ja auch von drei anderen, die vom Rechte nichts gelernt haben!? – 
Sanhedrin 25b:22	Er meint es wie folgt: selbst diese, die sich in bewohnten Gegenden nicht aufhalten$fn61.
Sanhedrin 25b:23	R. Jehuda sagte: Der unbescholtene Hirt$fn62ist unzulässig, der unbescholtene Steuereinnehmer$fn62ist zulässig. 
Sanhedrin 25b:24	Der Vater des R. Zera betrieb dreizehn Jahre die Steuererhebung; wenn der Statthalter von Mesopotamien$fn63nach der Stadt kam, und jener die Rabbanan sah, sprach er zu ihnen:$fn64<i>Wohlan, mein Volk, geh in deine Kammern</i>. Und wenn er die übrigen Leute der Stadt sah, sprach er zu ihnen: Der Statthalter ist nach der Stadt gekommen, jetzt wird er den Vater vor dem Sohne und den Sohn vor dem Vater schlachten$fn65. 
Sanhedrin 26a:1	Da versteckten sich alle. Als dieser dann kam, sprach er zu ihm: Von wem sollte ich [Steuern] einziehen!? 
Sanhedrin 26a:2	Als seine Seele zur Ruhe einkehren sollte, sprach er: Nehmt die dreizehn Maa͑, die in meinem Laken eingebunden sind, und gebt sie jenem; ich habe sie von ihm erhoben und brauche sie nun nicht mehr.
Sanhedrin 26a:3	R. Š<small>IMO͑N SAGTE</small>: F<small>RÜHER NANNTE MAN SIE</small> S<small>IEBENTJAHRSFRUCHT</small>-S<small>AMMLER</small>. 
Sanhedrin 26a:4	Was sagte er damit? R. Jehuda erwiderte: Er meint es wie folgt: früher hatten sie bestimmt, daß Sammler von Siebentjahrsfrucht zulässig und Händler von Siebentjahrsfrucht unzulässig sein sollen; 
Sanhedrin 26a:5	als sich aber Leute mehrten, die den Armen$fn66Geld gaben, und diese sie sammelten und jenen brachten, bestimmten sie, daß sowohl diese als auch jene unzulässig sein sollen. 
Sanhedrin 26a:6	Die Söhne des Reḥaba wandten dagegen ein: Wieso heißt es demnach: als sich die Zwingherren mehrten, es müßte ja heißen: als sich die Händler mehrten!? – 
Sanhedrin 26a:7	Vielmehr, früher hatten sie bestimmt, daß sowohl diese als auch jene unzulässig sein sollen, als sich aber die Zwingherren mehrten, die nämlich Naturalabgaben erhoben, ordnete man an, daß Sammler zulässig und Händler unzulässig sein sollen. So ließ R. Jannaj bekannt machen: Geht, säet im Siebentjahre, wegen der Naturalabgaben.
Sanhedrin 26a:8	R. Ḥija b. Zarnuqi und R. Šimo͑n b. Jehoçadaq gingen einst nach A͑sja, um das Jahr zu interkalieren; da begegnete ihnen Reš Laqiš und schloß sich ihnen an, indem er dachte: ich will gehen und sehen, wie sie es machen. 
Sanhedrin 26a:9	Als er einen Mann pflügen sah, sprach er zu ihnen: Ein Priester$fn67pflügt da. Sie erwiderten ihm: Er kann sagen, er sei da nur gemietet$fn68. 
Sanhedrin 26a:10	Er sah auch jemand Weinranken bestutzen; da sprach er zu ihnen: Ein Priester bestutzt da. Sie erwiderten ihm: Er kann sagen, er brauche [die Ranken] zu einem Flechtwerke in der Kelter. Er entgegnete ihnen: Das Herz weiß, ob zu einem Flechtwerke oder zu einem Schlechtwerke. – 
Sanhedrin 26a:11	Worauf machte er sie zuerst aufmerksam; wollte man sagen, auf das erste, so sollten sie ihm auch beim zweiten erwidert haben, er könne sagen, er sei da nur gemietet!? – Vielmehr, auf dieses machte er sie zuerst aufmerksam und nachher auf jenes. – 
Sanhedrin 26a:12	Weshalb gerade ein Priester? – Weil sie im Verdachte stehen, das Siebentjahrgesetz [zu übertreten], 
Sanhedrin 26a:13	denn es wird gelehrt: Wenn eine Seá Hebe in hundert Seá Siebentjahrsfrucht gekommen ist, so geht es auf, wenn aber in weniger, so lasse man sie verfaulen. 
Sanhedrin 26a:14	Dagegen wandten wir ein, weshalb man sie denn verfaulen lasse, man sollte sie ja einem Priester zum Hebe-Preise verkaufen, abzüglich dieser Seá$fn69, 
Sanhedrin 26a:15	und R. Ḥija erwiderte im Namen U͑las, dies besage, daß die Priester im Verdachte stehen, das Siebentjahrsgesetz zu übertreten$fn70. – 
Sanhedrin 26a:16	Hierauf sprachen sie: Dieser ist ein Störenfried$fn71. Als sie da anlangten, stiegen sie auf einen Söller und zogen die Leiter$fn72herauf. 
Sanhedrin 26a:17	Da kam er zu R. Joḥanan und sprach zu ihm: Sind Leute, die das Siebentjahrsgesetz zu übertreten verdächtig sind, das Jahr zu interkalieren befähigt? 
Sanhedrin 26a:18	Darauf sprach er: Dies ist eigentlich keine Frage, hierbei ist es ebenso wie bei jenen$fn73drei Rinderhirten, auf deren Berechnung die Rabbanan sich stützten. 
Sanhedrin 26a:19	Später aber sagte er: Es ist doch nicht gleich; da waren es die Rabbanan, die das Jahr in terk alier ten, diese aber sind ein Bund von Frevlern, und ein Bund von Frevlern zählt nicht mit. Da sprach R. Joḥanan: Das ist das Schlimme$fn74. 
Sanhedrin 26a:20	Als jene später zu R. Joḥanan kamen, sprachen sie zu ihm: Er nannte uns Rinderhirten, und der Meister sagte ihm dazu nichts! Da erwiderte er ihnen: Was sollte ich ihm denn sagen, auch wenn er euch Schafhirten genannt hätte!?
Sanhedrin 26a:21	Welches Bewenden hat es mit dem Bunde von Frevlern$fn75? – Šebhna trug vor dreizehn Myriaden vor und Ḥizqija trug vor elf Myriaden vor; 
Sanhedrin 26a:22	als Sanḥerib kam und Jerušalem belagerte, schrieb Šebhna folgendes auf einen Zettel und entsandte ihn$fn76mit einem Pfeile: Šebhna und seine Partei wollen den Frieden, Ḥizqija und seine Partei wollen den Frieden nicht. So heißt es:$fn77<i>Fürwahr, die Frevler spannen den Bogen, haben ihren Pfeil auf der Sehne zurechtgelegt</i>. 
Sanhedrin 26a:23	Da fürchtete Ḥizqija, indem er dachte, vielleicht neigt der Heilige, gepriesen sei er, nach der Mehrheit, und da die Mehrheit sich ergeben will, so werden sie sich ebenfalls ergeben müssen. Hierauf kam der Prophet und sprach zu ihm:$fn78<i>Ihr sollt nicht Bund sagen zu all dem, was das Volk Bund sagt</i>. Diese sind nämlich ein Bund von Frevlern, und ein Bund von Frevlern zählt nicht mit. 
Sanhedrin 26a:24	Als [Šebhna] sich später ein Grab auf dem Begräbnisplatze des davidischen Hauses aushauen wollte, kam der Prophet und sprach zu ihm: $fn79<i>Was hast du hier und wen hast da hier, daß du dir hier ein Grab aushauen läßt</i>.$fn80<i>Siehe, der Herr schleudert dich, wie man einen Mann schleudert</i>. 
Sanhedrin 26a:25	Rabh erklärte: Das Geschleudertwerden eines Mannes ist lästiger als das der Frau.
Sanhedrin 26a:26	$fn80<i>Er wird dich umhüllen</i>. R. Jose b. R. Ḥanina sagte: Dies lehrt, daß er aussätzig geworden war; hier heißt es <i>umhüllen</i> und dort$fn81 heißt es: <i>den Bart soll er umhüllen</i>.
Sanhedrin 26a:27	$fn82<i>Und er wickelt dich und schleudert dich wie einen Ball in ein weit offenes Land &amp;c</i>. Es wird gelehrt: Er wünschte die Schande seines Herrn, daher wurde seine Ehre in Schande verwandelt. Als er hinausginge$fn83, kam Gabriél und verschloß die Tür vor seinen Leuten. 
Sanhedrin 26b:1	Jene fragten ihn: Wo sind deine Leute? Da erwiderte er: Sie traten zurück. Da sprachen sie: Du verspottest ims also! Hierauf durchlochten sie ihm die Fersen, banden ihn an die Schwänze ihrer Pferde und schleiften ihn über Dornen und Stacheln.
Sanhedrin 26b:2	R. Elea͑zar sagte: Šebhna war ein Lüstling, denn über ihn heißt es: $fn84<i>auf, gehe zu diesem Verwalter</i>, und dort$fn85heißt es: <i>sie war ihm eine Verwalterin</i>.
Sanhedrin 26b:3	Es heißt:$fn86<i>wenn die Grundpfeiler eingerissen werden, was hat der Gerechte getan</i>. R. Jehuda und R. E͑na [streiten hierüber]: Einer erklärt: Wenn Ḥizqija und seine Partei niedergerissen werden, was hat der Gerechte$fn87getan? Und einer erklärt: Wenn der Tempel niedergerissen wird, was hat der Gerechte getan? U͑la erklärte: Wenn die Gedanken jenes Frevlers nicht niedergerissen$fn88wurden, was hat der Gerechte getan? – 
Sanhedrin 26b:4	Erklärlich ist der Vers: <i>wenn die Grundpfeiler [šathoth] niedergerissen werden</i>, 
Sanhedrin 26b:5	nach demjenigen, der erklärt: wenn die Gedanken jenes Frevlers nicht niedergerissen wurden, wie dies aus dem Wortlaute hervorgeht, denn es heißt:$fn89<i>David nahm sich [vajašeth] diese Worte zu Herzen</i>. Auch nach demjenigen, der ihn auf den Tempel bezieht, denn wir haben gelernt, daß sich seit den Tagen der ersten Propheten [im Tempel] ein Stein befunden hatte, der ‘Grundstein’ [šethija] genannt wurde. 
Sanhedrin 26b:6	Wo finden wir aber, nach demjenigen, der ihn auf Ḥizqija und seine Partei bezieht, daß die Frommen mit ‘šathoth’ bezeichnet werden!? – 
Sanhedrin 26b:7	Es heißt: $fn90<i>denn des Herrn sind der Erde Säulen, und er setzte auf sie [vajašeth] das Weltall</i>. Wenn du willst, entnehme ich es hieraus:$fn91<i>er hegt wunderbaren Plan, eine hohe Einsicht [tušija]</i>.
Sanhedrin 26b:8	R. Ḥanan sagte: Weshalb wird [die Tora] ‘tušija’ [Einsicht] genannt? Weil sie die Kraft des Menschen schwächt [matešeth]. Eine andere Erklärung: Tušija, weil sie heimlich [ḥašaj] verliehen wurde, wegen des Satans$fn92. Eine andere Erklärung: Tušija, etwas abstraktes, worauf die Welt gestützt ist [tohu-šutath].
Sanhedrin 26b:9	U͑la sagte: [Andere] Gedanken beeinträchtigen das Studium der Tora, denn es heißt:$fn93<i>er vereitelt die Gedanken der Listigen, ihre Hände schaffen nichts Einsichtiges</i>. 
Sanhedrin 26b:10	Rabba sagte: Betreffen sie [die Tora] selbst, so beeinträchtigen sie es nicht, denn es heißt:$fn94<i>viele Gedanken sind in eines Menschen Herzen, aber der Ratschluß des Herrn, der wird bestehen</i>; der Ratschluß, der das Wort Gottes betrifft, bleibt bestehen.
Sanhedrin 26b:11	R. J<small>EHUDA SAGTE</small>: N<small>UR DANN</small>. R. Abahu sagte im Namen R. Elea͑zars: Die Halakha ist wie R. Jehuda. 
Sanhedrin 26b:12	Ferner sagte R. Abahu im Namen R. Elea͑zars: Diese alle$fn95sind bei Gericht bekannt zu machen. 
Sanhedrin 26b:13	Über den Hirten streiten R. Aḥa und Rabina; einer sagt, er benötige der Bekanntmachung, und einer sagt, er benötige nicht der Bekanntmachung. – 
Sanhedrin 26b:14	Einleuchtend ist nach demjenigen, der sagt, er benötige nicht der Bekanntmachung, die Lehre R. Jehudas im Namen Rabhs, daß nämlich der unbescholtene Hirt unzulässig sei, wieso aber ist der unbescholtene Hirt unzulässig nach demjenigen, welcher sagt, er benötige der Bekanntmachung!? – 
Sanhedrin 26b:15	Man mache ihn bekannt, auch wenn er unbescholten ist.
Sanhedrin 26b:16	Einst wurde eine Schenkungsurkunde vorgelegt, auf der zwei Räuber [als Zeugen] unterzeichnet waren. R. Papa b. Šemuél wollte [die Urkunde] als gültig erklären, da [die Zeugen] nicht bei Gericht bekannt gemacht worden waren, 
Sanhedrin 26b:17	da sprach Raba zu ihm: Zugegeben, daß das Bekanntmachen erforderlich ist bei einem, der nur rabbanitisch als Räuber gilt, aber ist es etwa erforderlich bei einem, der nach der Tora als Räuber gilt$fn96!?
Sanhedrin 26b:18	
Sanhedrin 26b:19	R. Naḥman sagte: Wer von jener Sache$fn97ißt, ist als Zeuge unzulässig; 
Sanhedrin 26b:20	dies jedoch nur dann, wenn er es öffentlich tut, nicht aber, wenn heimlich; und auch wenn öffentlich, nur dann, wenn er es heimlich tun kann und sich öffentlich der Schande preisgibt, ist es ihm aber anders nicht möglich, so ist dies ja sein Lebensunterhalt.
Sanhedrin 26b:21	R. Naḥman sagte: Wer der Unzucht verdächtig ist, ist als Zeuge zulässig. R. Šešeth sprach: Sage doch, Meister, die vierzig$fn98auf seiner Schulter, und er ist zulässig!? 
Sanhedrin 26b:22	Raba sagte: R. Naḥman pflichtet jedoch bei, daß er in Ehesachen unzulässig ist. Rabina, nach anderen R. Papa, sagte: Nicht, um sie als ledig zu erklären, wohl aber um sie als verheiratet zu erklären$fn99. – 
Sanhedrin 26b:23	Dies ist ja selbstverständlich!? – Man könnte glauben. dies$fn100sei ihm lieber, denn es heißt:$fn101<i>gestohlenes Wasser ist süß</i>$fn102<i>&amp;c.</i>, so lehrt er es uns. So steht sie nämlich leichter zu seiner Verfügung.
Sanhedrin 26b:24	Ferner sagte R. Naḥman: Wer im Nisan oder im Tišri stiehlt$fn103, gilt nicht als Dieb; 
Sanhedrin 26b:25	dies gilt jedoch nur von einem Quotenpächter, wenn es eine Kleinigkeit ist, und wenn es die Reife erlangt hat. 
Sanhedrin 26b:26	Ein Feldarbeiter des R. Zebid stahl einst einen Kab Gerste, und er erklärte ihn als unzulässig; ein anderer stahl einen Dattelkamm, und er erklärte ihn ebenfalls als unzulässig. 
Sanhedrin 26b:27	Einst bestatteten Totengräber jemand am ersten Tage des Wochenfestes; da exkommunizierte sie R. Papa und erklärte sie als unzulässig für die Zeugenaussage. Hierauf erklärte sie R. Hona, Sohn des R. Jehošua͑, als zulässig. 
Sanhedrin 26b:28	R. Papa sprach zu ihm: Sie sind ja Frevler!? – Sie glauben damit ein gottgefälliges Werk auszuüben. – 
Sanhedrin 26b:29	Man exkommunizierte sie ja dieserhalb!? – Sie glauben, die Rabbanan haben ihnen dadurch Sühne verschafft.
Sanhedrin 26b:30	Es wurde gelehrt: 
Sanhedrin 27a:1	Der überführte Falschzeuge ist, wie Abajje sagt, rückwirkend$fn104unzulässig, und wie Raba sagt, von dann ab$fn105unzulässig. 
Sanhedrin 27a:2	Abajje sagt, er sei rückwirkend unzulässig, denn er ist seit der Zeit seiner Bekundung ein Frevler, und die Tora sagt:$fn106<i>biete dem Frevler nicht deine Hand</i>, man lasse den Frevler nicht als Zeuge zu. 
Sanhedrin 27a:3	Raba sagt, er sei von dann ab unzulässig, denn [das Gesetz vom] überführten Falschzeugen ist ein Novum, – was veranlaßt dich, jenen zu glauben, glaube diesen$fn107, – somit tritt auch die Wirkung erst mit der Zeit dieses Novums$fn108ein. 
Sanhedrin 27a:4	Manche sagen, auch Raba erkenne die Begründung Abajjes an, nur sage er deshalb, [die Unzulässigkeit] beginne erst von da an, damit die Käufer keinen Nachteil erleiden$fn109. – 
Sanhedrin 27a:5	Welchen Unterschied gibt es zwischen ihnen? – Einen Unterschied gibt es zwischen ihnen, wenn zwei einen Zeugen überführt$fn110haben. Oder auch, wenn sie einen wegen Raubes als unzulässig überführt$fn111haben. 
Sanhedrin 27a:6	R. Jirmeja aus Diphte erzählte, R. Papi habe eine Entscheidung nach Raba getroffen. Mar b. R. Aši sagte, die Halakha sei wie Abajje. 
Sanhedrin 27a:7	Die Halakha ist bei <i>JA͑L QGM</i>$fn112nach Abajje zu entscheiden.
Sanhedrin 27a:8	Über einen Abtrünnigen, der Aas aus Gier ißt, stimmen alle überein, daß er unzulässig$fn113sei, 
Sanhedrin 27a:9	einer aber, der es aus Trotz tut, wie Abajje sagt, unzulässig, und wie Raba sagt, zulässig. 
Sanhedrin 27a:10	Abajje sagt, er sei unzulässig, denn er ist ein Frevler, und die Tora sagt, daß man keinen Frevler als Zeugen zulasse. Raba sagt, er sei zulässig, denn dies gilt nur von einem Frevler wegen Raubes$fn114. 
Sanhedrin 27a:11	Man wandte ein: Man lasse den Frevler nicht als Zeugen zu, man lasse den Gewalttäter nicht als Zeugen zu, das sind Räuber und solche, die sich gegen die Eide vergehen. Doch wohl sowohl gegen den Nichtigkeitseid$fn115als auch gegen den Eid in Geldsaclien!? – 
