Niddah 2a:1	<sup>i</sup> <b>Š</b>AMMAJ <small>SAGT, ALLE</small> F<small>RAUEN HABEN</small>$fn1 <small>AN IHRER</small> Z<small>EIT GENUG</small>$fn2; H<small>ILLEL SAGT, SEIT DER</small> [<small>VORLETZTEN</small>] U<small>NTERSUCHUNG BIS ZUR</small> [<small>LETZTEN</small>] U<small>NTERSUCHUNG</small>$fn3, <small>AUCH WENN VIELE</small> T<small>AGE</small> [<small>DAZWISCHEN LIEGEN</small>],
Niddah 24a:11	Da sprach er zu ihnen: Geht und erklärt als rein, was ihr als unrein erklärt habt. Ihr glaubt dabei erschwert zu haben, es ist aber eine Erschwerung, die zu einer Erleichterung führt, denn ihr habt ihr die Reinheitstage$fn86 gewährt.
Niddah 24a:12	Es wurde gelehrt: Ein mit zwei Rücken oder zwei Wirbelsäulen ausgestoßenes Geschöpf ist, wie Rabh sagt, bei einem Weibe keine Geburt, und bei einem Vieh zum Essen verboten, und wie Šemuél sagt, bei einem Weibe eine Geburt und bei einem Vieh zum Essen erlaubt. — 
Niddah 24a:13	Worin besteht ihr Streit? — In einer Lehre des R. Ḥanin b. Abba, denn R. Ḥanin b. Abba sagte:$fn87<i>Das Geteilte</i>, ein Geschöpf, das zwei Rücken$fn88und zwei Wirbelsäulen hat. 
Niddah 24a:14	Rabh ist der Ansicht, ein solches Geschöpf gebe es nicht auf der Welt, und der Allbarmherzige lehrte Moše nur den Fall, wenn es sich im Leibe der Mutter$fn89findet. Šemuél aber ist der Ansicht, ein solches Geschöpf gebe es in der Welt, und der Allbarmherzige lehrte Moše den Fall, wenn es sich auf der Welt befindet; im Leibe der Mutter$fn90aber ist es erlaubt. 
Niddah 24a:15	R. Simi b. Ḥija wandte gegen Rabh ein: R. Ḥanina b. Antigonos sagte: Wer zwei Rücken und zwei Wirbelsäulen hat, ist für den Tempeldienst untauglich. Demnach ist solches lebensfähig!? (Dies ist ein Einwand gegen Rabh.) Dieser erwiderte: Du bist Simi!? Dessen Wirbelsäule nur gekrümmt$fn91ist. 
Niddah 24a:16	Man wandte ein: Es gibt unter den Geburten, die verboten$fn92sind; die viermonatliche beim Kleinvieh und die achtmonatliche beim Großvieh, darunter ist sie verboten. Ausgenommen eine, die zwei Rücken und zwei Wirbelsäulen hat. 
Niddah 24a:17	‘Ausgenommen’ heißt wohl, ausgenommen aus der Allgemeinheit der Geburten, daß sie nämlich auch im Leibe der Mutter verboten ist!? — 
Niddah 24a:18	Rabh erklärt es nach seiner Ansicht und Šemuél erklärt es nach seiner Ansicht. Rabh erklärt es nach seiner Ansicht: Eine viermonatliche beim Kleinvieh und eine achtmonatliche beim Großvieh, darunter ist sie verboten. 
Niddah 24a:19	Dies nur dann, wenn sie bereits in den Weltenraum gekommen ist, im Leibe der Mutter aber ist sie erlaubt. Ausgenommen eine, die zwei Rücken und zwei Wirbelsäulen hat, die auch im Leibe der Mutter verboten ist. 
Niddah 24b:1	Und Šemuél erklärt es nach seiner Ansicht: Eine viermonatliche beim Kleinvieh und eine achtmonatliche beim Großvieh, darunter ist sie verboten. Dies nur dann, wenn sie nicht voll ausgetragen ist, ist sie aber voll ausgetragen, so ist sie erlaubt. Ausgenommen eine, die zwei Rücken und zwei Wirbelsäulen hat, die, auch wenn sie voll ausgetragen ist, wenn sie in den Weltenraum gekommen ist, verboten, und im Leibe der Mutter erlaubt ist.
Niddah 24b:2	Ein Jünger rezitierte vor Rabh: Man könnte glauben, wenn sie ein Geschöpf mit formlosem Körper oder ein Geschöpf mit formlosem Kopfe ausgestoßen hat, sei sie (die Mutter) geburtsunrein, so heißt es:$fn93<i>wenn ein Weib Samen bringt und einen Knaben gebiert &amp;c. und am achten Tage zu beschneiden &amp;c</i>. 
Niddah 24b:3	Nur was am achten Tage zu beschneiden geeignet ist, ausgenommen dieses, das am achten Tage zu beschneiden nicht geeignet ist. Da sprach Rabh zu ihm: Ergänze noch wie folgt: oder das zwei Rücken und zwei Wirbelsäulen hat.
Niddah 24b:4	R. Jirmeja b. Abba wollte eine Entscheidung nach Šemuél treffen, da sprach R. Hona zu ihm: Du glaubst wohl zu erschweren, aber es ist eine Erschwerung, die zu einer Erleichterung führt, denn du gewährst ihr die Reinheitsblutung$fn86. Entscheide lieber nach Rabh, denn es ist für uns feststehend, daß bei kanonischen Dingen die Halakha wie Rabh sei, ob erleichternd oder erschwerend.
Niddah 24b:5	Raba sagte: Sie sagten, ein Weib gebäre mit neun und gebäre mit sieben [Monaten]; gebiert nun ein Großvieh, das mit neun gebiert, auch mit sieben oder nicht? 
Niddah 24b:6	R. Naḥman b. Jiçḥaq erwiderte: Komm und höre: Darunter ist sie verboten. Dies bezieht sich wohl auf ein Großvieh. — Nein, auf ein Kleinvieh. — 
Niddah 24b:7	Was soll dies: allerdings ist dies zu lehren nötig, wenn du auf ein Großvieh sagst, denn man könnte glauben, da bei einem Weibe eine solche [Geburt] lebt, lebe sie auch bei einem Großvieh, so lehrt er uns, daß sie nicht lebe; 
Niddah 24b:8	wenn du aber auf ein Kleinvieh sagst, so ist dies ja selbstverständlich, sollte denn eine dreimonatliche leben können!? — 
Niddah 24b:9	Dies ist nötig; man könnte glauben, zwei Monate weniger lebe alles, so lehrt er uns.
Niddah 24b:10	R. Jehuda sagte im Namen Šemuéls: Hat sie eine Art Lilith abortiert, so ist sie (die Mutter) geburtsunrein, es ist eine Geburt, nur hat sie Flügel. Ebenso wird auch gelehrt: R. Jose sagte: Einst ereignete es sich in Simoni, daß eine Frau eine Art Lilith abortierte, und als die Sache vor die Weisen kam, sagten sie, es sei eine Geburt, nur habe sie Flügel. 
Niddah 24b:11	Über eine Frau, die eine Art Schlange abortiert hat, entschied Ḥanina, Bruderssohn des R. Jehošua͑, daß sie (die Mutter) geburtsunrein sei. Hierauf ging R. Joseph und erzählte dies R. Gamliél. Da ließ er R. Jehošua͑ sagen: Hole deinen Bruderssohn und komm [zu mir]. 
Niddah 24b:12	Als sie gingen, kam ihnen die Schwiegertochter Ḥaninas entgegen und sprach zu ihm: Meister, wie ist es, wenn eine Frau eine Art Schlange abortiert? Er erwiderte ihr: Sie (die Mutter) ist rein. Da sprach sie zu ihm: In deinem Namen sagte mir ja meine Schwiegermutter, die Mutter sei unrein!? Da sprach er zu ihr: Aus dem Grunde, weil ihr Augenstern rund ist, wie der eines Menschen. Durch diese Worte erinnerte sich R. Jehošua͑, und er ließ R. Gamliél sagen: Durch mich veranlaßt, traf Ḥanina jene Entscheidung. 
Niddah 24b:13	Abajje sagte: Hieraus ist zu entnehmen, daß ein Gelehrter, wenn er etwas sagt, auch den Grund sage, damit er, wenn man es ihm vorhält, sich daran erinnere.
Niddah 24b:14	<sup>iii</sup> <b>H</b><small>AT</small> [<small>EINE</small> F<small>RAU</small>] <small>EINE</small> E<small>IHAUT VOLL</small> W<small>ASSER, VOLL</small> B<small>LUT ODER VOLL</small> G<small>EBILDE AUSGESTOSSEN, SO BRAUCHT SIE KEINE</small> G<small>EBURT ZU BERÜCKSICHTIGEN; IST SIE ABER GESTALTET</small>$fn94, <small>SO VERWEILE SIE</small>$fn2 <small>WIE BEI EINEM</small> K<small>NABEN UND EINEM</small> M<small>ÄDCHEN</small>. <sup>iv,1</sup> H<small>AT EINE</small> F<small>RAU EINEN</small> S<small>ANDEL ODER EINE</small> N<small>ACHGEBURT AUSGESTOSSEN, SO VERWEILE SIE WIE BEI EINEM</small> K<small>NABEN UND EINEM</small> M<small>ÄDCHEN</small>.
Niddah 24b:15	GEMARA. Allerdings sind Blut und Wasser nichts, bei Gebilden aber ist ja zu berücksichtigen, vielleicht war es eine Geburt und hat sich aufgelöst!? Abajje erwiderte: Wieviel rohen Wein müßte die Mutter von dieser getrunken haben, daß die Geburt in ihrem Leibe sich aufgelöst haben sollte. 
Niddah 24b:16	Raba erwiderte: In unserer Lehre heißt es ‘voll’, und wenn es eine aufgelöste [Geburt] wäre, müßte etwas fehlen. R. Ada b. Ahaba erwiderte: In unserer Lehre heißt es ‘Gebilde’$fn95, und wenn es eine aufgelöste [Geburt] wäre, müßte es nur ein Gebilde sein.
Niddah 24b:17	Es wird gelehrt: Abba Šaúl sagte: Ich war Totengräber und beobachtete die Gebeine der Toten. Wer den Wein roh trank, dessen Gebeine waren verbrannt; wer [zu sehr] verschnitten, dessen Gebeine waren durchtränkt; wer richtig, dessen Gebeine waren fett. Wer mehr trank als er aß, dessen Gebeine waren verbrannt; wer mehr aß als er trank, dessen Gebeine waren durchtränkt; wer entsprechend, dessen Gebeine waren fett.
Niddah 24b:18	Es wird gelehrt: Abba Šaúl, nach anderen R. Joḥanan, sagte: Ich war Totengräber. Einst lief ich hinter einem Reh her und geriet in den Keulenknochen eines Toten; drei Parasangen lief ich hinter ihm her, doch erreichte ich das Reh nicht und der Keulenknochen war nicht zuende. Als ich umgekehrt war, sagte man mir, er war von O͑g, dem Könige von Bašan$fn96.
Niddah 24b:19	Es wird gelehrt: Abba Šaúl sagte: Ich war Totengräber. Einst öffnete sich unter mir eine Höhle, und ich stand bis zur Nase in der Augenhöhle eines Toten. Als ich zurückgekehrt war, sagte man mir, es war das Auge Abšaloms$fn97. 
Niddah 24b:20	Vielleicht glaubst du, Abba Šaúl war ein Zwerg, so war er der längste seines Zeitalters. R. Tryphon reichte ihm bis zur Schulter, und R. Tryphon war der längste seines Zeitalters. Diesem reichte R. Meír bis zur Schulter, und R. Meír war der längste seines Zeitalters. Diesem reichte Rabbi bis zur Schulter, und Rabbi war der längste seines Zeitalters. 
Niddah 24b:21	Diesem reichte R. Ḥija bis zur Schulter, und R. Ḥija war der längste seines Zeitalters. Diesem reichte Rabh bis zur Schulter, und Rabh war der längste seines Zeitalters. Diesem reichte R. Jehuda bis zur Schulter, und R. Jehuda war der längste seines Zeitalters. Diesem reichte der Tischdiener Ada bis zur Schulter, 
Niddah 25a:1	und der Ortsvorsteher von Pumbeditha reichte dem Tischdiener Ada bis zur Hälfte, und jeder andere reichte dem Ortsvorsteher von Pumbeditha bis zu den Lenden.
Niddah 25a:2	Man fragte Rabbi: Wie ist es, wenn eine Frau eine Eihaut voll Fleisch ausgestoßen hat? Er erwiderte ihnen: Ich habe darüber nichts gehört. 
Niddah 25a:3	Da sprach R. Jišma͑él b. R. Jose vor ihm: Folgendes sagte mein Vater: wenn voll Blut, sei sie menstruationsunrein, wenn voll Fleisch, sei sie geburtsunrein. 
Niddah 25a:4	Da sprach dieser: Würdest du uns im Namen deines Vaters etwas neues gesagt haben, so würden wir auf dich gehört haben, 
Niddah 25a:5	nun aber, wo er das erstere nach der Ansicht eines einzelnen sagte, nach Symmachos$fn98, der es im Namen R. Meírs sagte, kann er vielleicht auch das andere nach R. Jehošua͑ gesagt haben, und die Halakha ist nicht wie R. Jehošua͑. 
Niddah 25a:6	Es wird nämlich gelehrt: Hat eine Frau eine ungestaltete Eihaut ausgestoßen, so ist dies, wie R. Jehošua͑ sagt, eine Geburt, und wie die Weisen sagen, keine Geburt.
Niddah 25a:7	R. Šimo͑n b. Laqiš sagte im Namen R. Oša͑jas: Der Streit besteht nur über eine trübe$fn99, eine klare$fn100aber ist nach aller Ansicht keine Geburt. R. Jehošua͑ b. Levi aber sagt, der Streit bestehe über eine klare. 
Niddah 25a:8	Sie fragten: Besteht der Streit nur über eine klare, eine trübe aber ist nach aller Ansicht eine Geburt, oder besteht der Streit über diese und über jene? — Dies bleibt unentschieden. 
Niddah 25a:9	Man wandte ein: R. Jehošua͑ b. Ḥananja trug vor:$fn101<i>Und Gott, der Herr, machte für Adam und seine Frau Hemden aus Haut und bekleidete sie</i>. Dies lehrt, daß der Heilige, gepriesen sei er, dem Menschen nicht eher eine Haut macht, als bis er ausgebildet ist. 
Niddah 25a:10	Demnach kommt es auf die Haut an, einerlei ob trübe oder klar. Allerdings ist der Schriftvers nötig, 
Niddah 25a:11	wenn du sagst, der Streit bestehe nur über eine klare, wozu aber ist ein Schriftvers nötig, wenn du sagst, der Streit bestehe über eine trübe, dies$fn99ist ja einleuchtend!? Hieraus ist vielmehr zu entnehmen, daß sie über eine klare streiten. Schließe hieraus. 
Niddah 25a:12	Ebenso sagte R. Naḥman im Namen des Rabba b. Abuha, der Streit bestehe nur über eine trübe, eine klare aber sei nach aller Ansicht keine Geburt. 
Niddah 25a:13	Raba wandte gegen R. Naḥman ein: Aber sie sagten: das Zeichen der bereits erfolgten Geburt$fn102beim Kleinvieh sei der Blutschmutz, beim Großvieh die Eihaut und bei einem Weibe die Nachgeburt oder die Eihaut. 
Niddah 25a:14	Die Eihaut ist also beim Vieh nicht entbindend. Erklärlich ist es nun, wenn du sagst, der Streit bestehe über eine klare, 
Niddah 25a:15	daß bei einem Weibe, bei dem die Schrift einbegriffen hat, die Eihaut entbinde, und bei einem Vieh, bei dem dio Schrift nicht einbegriffen hat, die Eihaut nicht entbinde, 
Niddah 25a:16	wenn du aber sagst, der Streit bestehe über eine trübe, so ist dies$fn103ja eine Wahrscheinlichkeit; welchen Unterschied gibt es demnach zwischen einem Weibe und einem Vieh!? — 
Niddah 25a:17	Du glaubst wohl, dies sei R. Jehošua͑ entschieden, R. Jehošua͑ ist es zweifelhaft, und er richtet sich bei dem einen und beim anderen erschwerend. 
Niddah 25a:18	Da handelt es sich beim Weibe um eine Geldsache$fn104, und bei einer Geldsache ist in einem Zweifel erleichternd zu verfahren$fn105, 
Niddah 25a:19	und beim Vieh um ein kanonisches Verbot, denn es$fn106ist zur Schur und zur Arbeit [verboten], und bei einem kanonischen Verbote ist im Zweifel erschwerend zu entscheiden. Hierbei aber handelt es sich beim Weibe um einen Zweifel inbetreff der Unreinheit, und es ist erschwerend zu entscheiden. — 
Niddah 25a:20	Ist es ihm denn zweifelhaft, er beruft sich ja auf einen Schriftvers!? — Der Schriftvers ist nur eine Anlehnung.
Niddah 25a:21	R. Ḥanina b. Šelemja sprach zu Rabh: Da ist Rabbi, da ist R. Jišma͑éi b. R. Jose, da ist R. Oša͑ja und da ist$fn107R. Jehošua͑ b. Levi, wessen Ansicht ist nun der Meister? 
Niddah 25a:22	Dieser erwiderte: Ich sage, sie habe ob so oder so$fn108 nichts zu berücksichtigen. 
Niddah 25a:23	Šemuél aber sagt, sie habe ob so oder so wohl zu berücksichtigen. Šemuél vertritt hierbei seine Ansicht, denn als R. Dimi kam, sagte er: Nie haben sie in Nehardea͑ eine Eihaut$fn109als rein erklärt, außer in jenem Falle, wo einst eine Eihaut vor Šemuél kam, auf die er ein Haar auf die eine Seite legte und es auf der anderen Seite sah. Er sagte dann: Wäre sie von einer Geburt, so würde sie nicht so durchsichtig sein.
Niddah 25a:24	I<small>ST SIE GESTALTET &amp;C</small>. Die Rabbanan lehrten: Welche ist eine gestaltete Eihaut? Abba Šaúl sagte: die Erschaffung [des Kindes] beginnt mit dem Kopfe und den beiden Augen, wie zwei Fliegentropfen. R. Ḥija lehrte: Sie sind von einander entfernt. Die beiden Nasen[löcher] wie zwei Fliegentropfen. 
Niddah 25a:25	R. Ḥija lehrte: Sie sind einander nahe. Sein Mund wie ein gespanntes Haar, sein Glied wie eine Linse, und ist es ein weibliches, die Scheide wie [das Spältchen] über die Länge eines Gerstenkorns, 
Niddah 25a:26	und es hat keine Einschnitte an den Händen$fn110und den Füßen. Über es heißt es in den Propheten:$fn111<i>Ließest du nicht wie Milch mich zerrinnen, und wie Rahm gerinnen? Mit Haut und Fleisch bekleidest du mich, und du durchwebst mich mit Gebein und Sehnen; Leben und Liebe gewährtest du mir, und deine Obhut wahrte meines Odems</i>. 
Niddah 25a:27	Man untersuche sie$fn112 nicht mit Wasser, denn Wasser ist scharf und zersetzt sie, 
Niddah 25b:1	vielmehr untersuche man sie mit Öl, denn Öl ist mild und macht sie klar, auch untersuche man sie nur vor der Sonne. 
Niddah 25b:2	Wie untersuche man sie? — Wie man sie untersuche, wie wir eben gesagt haben!? — Vielmehr, womit untersuche man sie, um festzustellen, ob es ein männliches oder ein weibliches Wesen ist. 
Niddah 25b:3	Abba Šaúl b. Naš, manche sagen, Abba Šaúl b. Ramas, erwiderte: Man hole ein Spänchen mit glatter Spitze und tippe damit auf diese Stelle; hakt es, so ist es ein männliches, wenn aber nicht, so ist es ein weibliches. 
Niddah 25b:4	R. Naḥman sagte im Namen des Rabba b. Abuha: Dies nur dann, wenn von unten nach oben, wenn aber seitlich, so können es die Wände des Muttermundes sein.
Niddah 25b:5	 R. Ada b. Ababa sagte: Es wird gelehrt: Ist es ein weibliches, die Scheide .wie [das Spältchen] eines gespaltenen Gerstenkorns. R. Naḥman wandte ein: Vielleicht ist es der Hodenspalt!? Abajje erwiderte: Wenn sogar die Hoden selber nicht zu merken sind, wie sollte der Hodenspalt zu merken sein!?
Niddah 25b:6	R. A͑mram sagte: Es wird gelehrt: Seine beiden Hüften wie zwei Fäden Glanzwolle. Hierzu sagte R. A͑mram: Wie Einschlagfäden. Und die beiden Arme wie zwei Fäden Glanzwolle. Hierzu sagte R. A͑mram: Wie Kettenfäden. 
Niddah 25b:7	Šemuél sprach zu R. Jehuda: Scharfsinniger, triff keine Entscheidung, bis es Haare hat. — Kann Šemuél dies denn gesagt haben, Šemuél sagte ja, sie habe ob so oder so$fn108zu berücksichtigen!? 
Niddah 25b:8	R. Ami b. Šemuél erwiderte: Mir wurde es von Meister Šemuél erklärt: sie hat wohl zu berücksichtigen, die Reinheitstage$fn113aber werden ihr nur dann gewährt, wenn es Haare hat. — 
Niddah 25b:9	Demnach ist dies Samuel zweifelhaft, aber einst wurde ja Meister Šemuél eine Eihaut vorgelegt, und er sagte, sie sei einundvierzig Tage alt, und als man nachrechnete seit dem Tage, an dem sie ein Reinheitsbad genommen hatte, bis zu jenem Tage, und es nur vierzig Tage waren, 
Niddah 25b:10	sagte er, jener habe ihr während ihrer Menstruation beigewohnt, und als man ihn band$fn114, gestand er es ein!? — Anders Šemuél, der groß an Kunde war.
Niddah 25b:11	H<small>AT EINE</small> F<small>RAU EINEN</small> S<small>ANDEL AUSGESTOSSEN</small>. Die Rabbanan lehrten: Ein Sandel gleicht einem Fische des Meeres. Ursprünglich war er eine richtige Geburt, nur wurde sie zerdrückt. R. Šimo͑n b. Gamliél sagt, der Sandel gleiche der Zunge eines großen Rindes. Im Namen unserer Meister bekundeten sie, der Sandel müsse$fn115eine Gesichtsform haben. 
Niddah 25b:12	R. Jehuda sagte im Namen Šemuéls: Die Halakha ist, der Sandel müsse eine Gesichtsform haben. R. Ada sagte im Namen des R. Joseph im Namen des R. Jiçḥaq: Der Sandel muß eine Gesichtsform haben, wenn auch nur hinten. Wie wenn jemand, dem sein Nächster eine Maulschelle versetzt, das Gesicht nach hinten wendet.
Niddah 25b:13	In den Tagen des R. Jannaj wollten sie den Sandel ohne Gesichtsform als rein$fn116erklären, da sprach R. Jannaj zu ihnen: Ihr erklärt Geburten$fn116 als rein. — 
Niddah 25b:14	Es wird ja aber gelehrt, im Namen unserer Meister bekundeten sie, der Sandel müsse eine Gesichtsform haben!? R. Rebaj b. Abajje erwiderte im Namen R. Joḥanans: Diese Lehre stammt aus einer Bekundung des R. Neḥunja$fn117. R. Zee͑ra sprach: R. Bebaj hat bei dieser Lehre Glück gehabt. Ich und er saßen beide vor R. Joḥanan, als er diese Lehre vortrug; er aber hat das Glück gehabt, mir zuvorzukommen und es zu sagen. — 
Niddah 25b:15	Wozu erwähnten sie überhaupt den Sandel, es gibt ja keinen Sandel ohne Geburt$fn118!? — 
Niddah 25b:16	Ist eine weibliche Geburt dabei, so ist dem auch so, hier aber handelt es sich um den Fall, wenn eine männliche Geburt dabei ist. 
Niddah 25b:17	Da R. Jiçḥaq b. Ami gesagt hat, wenn die Frau zuerst Erguß hat, gebäre sie ein Männliches, und wenn der Mann zuerst Erguß hat, gebäre sie ein Weibliches, so könnte man glauben, wie dieses männlich ist, sei auch jener männlich$fn119
Niddah 25b:18	so lehrt er uns, sie können gleichzeitig Erguß gehabt haben, eines ist männlich und eines weiblich. 
