content,base text ref,problem
<b>איזהו המחוור שבכולן.</b> איזהו מהפסוקים מבורר ומפורש שבכולן שצריך לנקות עצמו לפני בני אדם:,JTmock Shekalim 3:2:11,
מתני' <b>וזורקו לפני התורם.</b> מתכוונים היו שיפלו שקליהם לתוך הקופה ויקנו מהם קרבנות ציבור ולא יהיו משירי הלשכה:,JTmock Shekalim 3:3:1,
<b>שלשה פעמים על כל פעם ופעם היה אומר אתרום והם אומרים תרום.</b> וכן דרך לשון חכמים להיות משולש:,JTmock Shekalim 3:3:1,
"<b>תרם את הראשונה.</b> הקופות הגדולות של ט' סאין שתרם מן הלשכה היו מכוסות במטפחות ואחר כך כשתרם מהן בקופות הקטנות של ג' סאין היה תורם הקופה הקטנה שכתוב עליה א' מאחת מקופות הגדולות ומכסה אותה במטפחת ואח""כ מגלה הקופה הגדולה השניה וממלא ממנה קופה הקטנה שכתוב עליה ב' ומכסה אותה וכן בשלישית אלא שלא היה מכסה אותה לסימן שממנה יתחיל בפרוס העצרת:",JTmock Shekalim 3:3:1,
"<b>הראשונה לשם א""י.</b> שהן שלחו שקליהם תחלה:",JTmock Shekalim 3:3:1,
<b>ושנייה לשום כרכים המוקפין.</b> כגון עמון ומואב ומיהו בכל פעם היו תורמין על שם כל ישראל על הגבוי ועל העתיד לגבות ולא הזכיר התנא חלוקי מקומות הללו אלא להודיען שתקנו ג' פרקים אלו כדי שיתנו מקומות הרחוקות על לבן וישלחו שקניהן:,JTmock Shekalim 3:3:1,
"גמ' ופריך <b>אילו.</b> מי שהיו מונחים לפניו שני כריים של תבואה ותרם מאחד על חבירו מי לא פטר גם השני א""כ ה""נ מאי נפקא להו לדבית ר""ג אם הוא תורם של חצי שקלן שלהן או לא:",JTmock Shekalim 3:3:2,
<b>ומשני הנחת רוח הוא להן.</b> שיהא הקרבן קרב מממונם ראשונה ולא יהא לשירי הלשכה:,JTmock Shekalim 3:3:2,
<b>שמט את הקטבליות.</b> מכולן נעשה הכל שיריים:,JTmock Shekalim 3:3:3,
<b>איצטלא.</b> בגדים וחמש חליפות שמלות מתרגמין וחמש איצטלון:,JTmock Shekalim 3:3:3,
"<b>אע""פ שיש בראשונה נוטל מן השניה.</b> אקופות הגדולות קאי שאינו נוטל מן הראשונה כל הג' קופות קטנות בפרוס הפסח אלא מכל אחת מהן נטל קופה אחת וכדפירשתי במתניתין:",JTmock Shekalim 3:3:4,
<b>שלמה שלישית.</b> שהוציאו כל המעות שבקופה שלישית לצורך הקרבנות:,JTmock Shekalim 3:3:4,
<b>שלמו שלשתן.</b> שאין בקופות גדולות מעות צריכין כל ישראל לשקול מחדש שקלים אחרים שהמעות שנשאר בלשכה ולא נכנס לתוך קופות הגדולות הוא שיריים ואינן כשרין שוב ליקח מהן קרבנות:,JTmock Shekalim 3:3:4,
<b>מועלין בשיריים.</b> שנשארו בלשכה שמא יצטרכו להן בסוף כשיכלה כל המעות שבתוך הקופות:,JTmock Shekalim 3:3:4,
"<b>וכן היה ר""פ וכו'.</b> אהא דקאמר ר""מ דמועלין בשיריים שמא יצטרכו להן בסוף מייתי הא דר""פ שצריך האדם להיות זהיר וזריז שלא יבא לידי חטא:",JTmock Shekalim 3:3:5,
"<b>זריזות.</b> הזריז במצות לעשותן כהוגן ומרחיק מעצמו כל דבר שיכול לבא ע""י לעבירה מביא את האדם שהוא נקי בעשיותיו ומעבירות שבידו:",JTmock Shekalim 3:3:5,
<b>טהרה.</b> שאף עונותיו הראשונים יתלבנו ויוטהר נשמתו:,JTmock Shekalim 3:3:5,
<b>קדושה.</b> קדושת הלב והמחשבה:,JTmock Shekalim 3:3:5,
<b>לידי ענוה.</b> שכל מי שיש בו רוח קדושה חפץ להיות יותר קדוש גם כי יפלס מעגלי צדק של שאר בני אדם ושאין דרכיו מבוררים כל הצורך וזה הוא עיקר ענוה שמכיר פחיתת ערכו:,JTmock Shekalim 3:3:5,
"<b>לידי יראת חטא.</b> שאל יאמר אני אלך בשוק של זונות ולא אחטא וכמו שאמר שלמה המלך ע""ה שכיון שהוא עניו ויאמר שהוא שפל אנשים יהיה ירא חטא:",JTmock Shekalim 3:3:5,
<b>לידי חסידות.</b> והיינו שיעשה דברים שהם לפנים משורת הדין כדי שלא יבא לידי שום חטא:,JTmock Shekalim 3:3:5,
<b>לידי רוח הקודש.</b> שכיון שהוא עושה לפנים משורת הדין עושין עמו מן השמים דברים שהן חוץ מהטבע ומודיעין לו רזי התורה:,JTmock Shekalim 3:3:5,
"<b>לידי תחיית המתים.</b> שע""י שישרה רוח קדושה על עצמות יחיו וכמפורש ביחזקאל:",JTmock Shekalim 3:3:5,
<b>לידי אליהו.</b> שקודם התחייה האחרונה יבא אליהו:,JTmock Shekalim 3:3:5,
"<b>וכלה מכפר את הקדש.</b> ולשון וכילה משמע זריזות מלשון כלוי ומשמע זהירות דהיינו זריזות וכתיב קרא אחרינא וכפר בעדו ובעד העם הוא הכפרה הכוללת לכולם אלמא ע""י זריזות בא הנקיה הגמורה:",JTmock Shekalim 3:3:5,
<b>וכפר עליה הכהן וטהרה.</b> מן השבועה שנשבעה כשכרעה לילד ואף ששוגגת היא צריכה טהרה:,JTmock Shekalim 3:3:5,
<b>וטהרו וקידשו.</b> לבתר טהרה אתיא קדושה:,JTmock Shekalim 3:3:5,
<b>כי כה אמר רם ונשא.</b> מדכתיב מרום וקדוש אשכון דהיינו שעם היותו מרום ישכון עם הקדוש והדר קאמר שישכון את דכא ושפל רוח שהוא העניו משמע דמקדושה יבוא האיש להיות עניו ולהכי קאמר שיהיה ה' עם הקדוש ויהיה עם דכא ושפל רוח:,JTmock Shekalim 3:3:5,
"<b>ה""ג דכתיב עקב ענוה.</b> בעבור ובשכר ענוה יבא לידי יראת ה':",JTmock Shekalim 3:3:5,
"<b>אז דברת.</b> אין הקב""ה מדבר בחזון אלא לחסידיו:",JTmock Shekalim 3:3:5,
"<b>רה""ק מביא לידי תחיית המתים.</b> דכתיב ונתתי רוחי והוא רה""ק וחייתם אח""כ:",JTmock Shekalim 3:3:5,
"ה""ג לידי אליהו זכור לטוב דכתיב הנה אנכי שולח לכם את אליה הנביא לפני בא יום ה' הגדול והנורא והשיב לב אבות על בנים ולב בנים על אבותם:",JTmock Shekalim 3:3:5,
"<b>כל מי שהוא קבוע וכו'.</b> פי' שהוא דר בקביעות בא""י שהיאמכפרת עון כדכתיב העם היושב בה נשוא עון:",JTmock Shekalim 3:3:5,
<b>ואוכל פירותיו בטהרה.</b> שגורם טהרת הגוף:,JTmock Shekalim 3:3:5,
"<b>ומדבר בלה""ק.</b> שגורם טהרת הנפש:",JTmock Shekalim 3:3:5,
"<b>וקורא ק""ש בבוקר ובערב.</b> שמקיים והגית בו יומם ולילה שהתורה עיקר טהרת נשמה:",JTmock Shekalim 3:3:5,
"<b>מובטח לו שהוא בן עה""ב.</b> אפילו גופו יזדכך ויזכה לחיים נצחים והם חיי עולם הבא אי נמי בלא דין ויסורין יזכה לעולם הבא:",JTmock Shekalim 3:3:5,
<small>סליק פרק שלישי</small>,JTmock Shekalim 3:3:5,
מתני' <b>התרומה מה היו עושין בה.</b> מה שנתנו לתוך הקופות מה היו עושין בהן:,JTmock Shekalim 4:1:1,
<b>וכל קרבנות הציבור.</b> לאתויי קטרת:,JTmock Shekalim 4:1:1,
<b>ספיחי'.</b> תבואה העולה מאליה ממה שנשר בקציר ונותנים שכר לשומרים שימנעו רגלי בהמה משם ויודיעו לבני אדם שהם לצורך העומר ושתי הלחם שאינן באין אלא מן החדש ומן הארץ ונותנין שכרן מן התרומה דצורך קרבן כקרבן דמי:,JTmock Shekalim 4:1:1,
"<b>שומר חנם.</b> ואף אם קנה אותן מן ההפקר כששמרן חנם סבר ר""י דקרבן יחיד משתנה לקרבן ציבור:",JTmock Shekalim 4:1:1,
<b>אף אתה אומר וכו'.</b> כלומר אי אתה מודה שאינן באין אלא משל ציבור ואם שמרן חנם וזכה בהם נמצא שאינן באין משל ציבור ולשיטתם השיבו דסברי קרבן יחיד אינו משתנה לשל ציבור:,JTmock Shekalim 4:1:1,
"גמ' <b>מה ראו וכו'.</b> אמתניתין דפ""ד דתענית קאי דתנן התם זמן עצי הכהנים והעם תשעה וקשיא ליה מה ראו להימנות הא אפילו כל יחיד יכול לנדב עצים כדתנן לקמן פ""ו:",JTmock Shekalim 4:1:2,
"<b>אלא בשעה וכו'.</b> וקמ""ל שהעצים שלהן קודמין לכל שאר עצים שבלשכה:",JTmock Shekalim 4:1:2,
<b>הנביאים שביניהן.</b> שהיו באותו הדור כגון חגי זכריה ומלאכי ועזרא ונחמיה:,JTmock Shekalim 4:1:2,
<b>אלא משלהן.</b> מעצים שהתנדבו הן:,JTmock Shekalim 4:1:2,
"<b>דר""י היא.</b> הא דאמרינן שעצים לקרבנות ציבור באים משל יחיד אתיא כר' יוסי דמתני':",JTmock Shekalim 4:1:2,
"<b>דברי הכל היא.</b> ואפילו כרבנן דע""כ לא פליגי רבנן ור""י אלא בגופו של קרבן:",JTmock Shekalim 4:1:2,
<b>אבל במכשירי קרבן.</b> כגון עצים לקרבנות הכל מודים דמשתנה מיחיד לציבור:,JTmock Shekalim 4:1:2,
<b>כתונת לבנה.</b> הכהן לשרת בו בקדש:,JTmock Shekalim 4:1:2,
<b>צריכה למסור לציבור.</b> מיהו אם מסרה מותר לעבוד בו:,JTmock Shekalim 4:1:2,
<b>במכשירי קרבן.</b> כגון כתונת:,JTmock Shekalim 4:1:2,
"<b>ה""ג מתני' מסייעא לר' יוסי.</b> וה""פ מהך ברייתא דמגילת תענית מוכח כדאמר ר' יוסי בשם ר' אילא דד""ה היא:",JTmock Shekalim 4:1:2,
"<b>בשעת הקרבן.</b> בזמן שבהמ""ק קיים:",JTmock Shekalim 4:1:2,
"<b>רי""א אין נוהגין אלא בשעת הקרבן.</b> ש""מ דרבנן דפליגי עליה דר""י סוברים דנוהג אפילו שלא בשעת הקרבן ופשיטא שמודים שהיו זמנים להבאת העצים וכמתניתין דתענית:",JTmock Shekalim 4:1:2,
"<b>והיינו מתענין ולא משלימין.</b> מפני שי""ט שלהן היה שבני סנאה בן בנימן הקריבו עצים בעשרה באב כדתנן בתענית פ""ד וזה היה ודאי אחר החרבן דבזמן הבית אין צום בט""ב ואס""ד דלא היו העצים אלו אלא לצורך קרבנות יחיד ודינו כקרבן יחיד למה יהיה להן י""ט אף שלא בשעת קרבן בשלמא בשעת קרבן ניחא דאף יחיד שמביא קרבן הוה ליה כי""ט כדאמרינן בריש פ' מקום שנהגו אלא לאחר החרבן מאי טעמא אלא ודאי דאף לקרבנות ציבור התנדבו אלו ונשאר הי""ט לדורות ומסתמא לא פליגי רבנן דמתני' עליה דראב""צ דקי""ל מעשה רב:",JTmock Shekalim 4:1:2,
"מתני'. דתנן שומרי ספיחים בשביעית וכו' ש""מ דאין העומר ושתי הלחם באין אלא מארץ וכדפרישית במתני' אתיא כר""י דאמר שאין העומר בא מח""ל דאי כר""י בר' יהודה דאמר העומר בא מח""ל ל""ל שומרי ספיחים תיפוק ליה שאפשר להביאו מח""ל:",JTmock Shekalim 4:1:3,
"<b>אין העומר בא מן הסוריא.</b> רבותא קמ""ל דאפילו מן הסוריא דדמיא לא""י במקצת אינו בא וכ""ש מח""ל ממש:",JTmock Shekalim 4:1:3,
"<b>תמן תנינן.</b> מנחות פ""ט:",JTmock Shekalim 4:1:3,
<b>שאין באין אלא מן החדש.</b> דכתיב מנחה חדשה:,JTmock Shekalim 4:1:3,
"<b>ומן הארץ.</b> דגבי שתי לחם כתיב ממושבותיכם וגבי עומר כתיב וקצרתם את קצירה ולא קציר של ח""ל:",JTmock Shekalim 4:1:3,
"<b>תמן תנינן.</b> בפ""ק דכלים:",JTmock Shekalim 4:1:3,
<b>והביכורים.</b> דכתיב ולקחת מראשית כל פרי האדמה אשר תביא מארצך:,JTmock Shekalim 4:1:3,
"<b>תמן תנינן.</b> בפ""ק דשביעית:",JTmock Shekalim 4:1:3,
<b>מה חריש רשות.</b> דכתיב בחריש ובקציר תשבות ודרשינן מה חריש דהוא דוקא רשות שהרי אין לך חריש שיחרוש לשם מצוה דחפילו גבי עומר אם מצא חרוש אינו חורש אף קציר נמי שהוא רשות הוא דאסור בשבת אבל קציר של מצוה כגון קציר העומר שמצוה לקצור לשם העומר דוחה שבת:,JTmock Shekalim 4:1:3,
"<b>ה""ג ר""י כדעתיה דאמר אין העומר בא מסוריא.</b> וכ""ה במס' שביעית וה""פ ר""י לשיטתיה דסובר שאין העומר בא אלא מן הארץ ואפי' בשביעית קוצרין אותו בארץ דקציר דידיה דוחה שביעית מפני שהוא מצוה וה""ה דדוחה שבת:",JTmock Shekalim 4:1:3,
"<b>ד""ה היא.</b> ומתני' איירי בשנת בצורת ולא מצאו תבואה בח""ל וצריכין להביא מספיחי א""י:",JTmock Shekalim 4:1:3,
<b>ההן עומר וכו'.</b> האי עומר אם אין שם ספיחים מהו שיזרע לצרכו לכתחילה בשביעית:,JTmock Shekalim 4:1:3,
<b>לא נמצא.</b> אם נזרע בשביעית כקומץ על שיריים שאינן נאכלין שהרי השיריים אסורין באכילה וקומץ שאינו מתיר שיריים לאכילה אינו קומץ:,JTmock Shekalim 4:1:3,
"<b>נעשה כחמשה דברים וכו'.</b> דתנן בפ' כיצד צולין ה' דברים באין בטומאה ואינן נאכלין בטומאה העומר ושתי הלחם וכו' וה""נ עומר שנזרע בשביעית אין שיריו נאכל כאילו בא בטומאה:",JTmock Shekalim 4:1:3,
