Index Title,Menachot
Menachot 12a:9,"<sup>456</sup><i class=""footnote"">Wenn man beim Aufräuchern des Haufens beabsichtig! hat, es außerhalb der Frist zu essen.</i>oder von der Veruntreuung<sup>457</sup><i class=""footnote"">Am Geheiligten, wenn man den Haufen vorschriftsmäßig aufgeräuchert hat.</i>zu entheben<sup>458</sup><i class=""footnote"">Da der Haufe aufgeräuchert werden darf, obgleich es dadurch den Priestern nicht freigegeben wird.</i>? 
"
Menachot 12a:10,"R. Hona erwiderte: Selbst nach R. A͑qiba, welcher sagt, das [Blut]sprengen sei beim Hinausgekommenen<sup>459</sup><i class=""footnote"">Opferfleisch, das aus dem Tempelhofe gekommen ist.</i>von Wirkung<sup>460</sup><i class=""footnote"">Hinsichtlich der Veruntreuung; man begeht daran keine Veruntreuung, obgleich es in diesem Falle durch das Biutsprengen zum Essen nicht erlaubt wird.</i>, gilt dies nur vom Hinausgekommenen, das vollständig vorhanden 
"
Menachot 12a:11,"und nur durch einen anderen Umstand<sup>461</sup><i class=""footnote"">Durch das Hinauskommen; vom Opferfleische selbst fehlt nichts.</i>untauglich geworden ist, beim Unvollständigen aber, wobei die Untauglichkeit an der Sache selbst haftet, ist die Aufräucherung nicht von Wirkung. 
"
Menachot 12a:12,"Raba sprach zu ihm: Im Gegenteil, selbst nach R. Elie͑zer, welcher sagt, das [Blut]sprengen sei beim Hinausgekommenen nicht von Wirkung, gilt dies nur vom Hinausgekommenen, das sich nicht innerhalb befindet, beim Unvollständigen aber, das sich innerhalb befindet, ist die Aufräucherung von Wirkung. 
"
Menachot 12a:13,"Raba sagte: Dies entnehme ich aus dem, was wir gelernt haben: Hebt man den Haufen vom Speisopfer ab in der Absicht, das Zurückbleibende oder eine Olive vom Zurückbleibenden außerhalb zu essen. R. Ḥija aber lehrte<sup>462</sup><i class=""footnote"">Die in der Mišna genannten Fälle.</i>nur ‘hebt man den Haufen ab vom Speisopfer’, nicht aber ‘oder eine Olive’. 
"
Menachot 12a:14,"Er lehrt wohl deshalb nicht ‘oder eine Olive’, weil [hier von dem Falle gesprochen<sup>463</sup><i class=""footnote"">Dies ist unter ‘eine Olive’ in unserer Mišna zu verstehen.</i>wird], wenn vom Zurückbleibenden fehlt und nur eine Olive vorhanden ist, und da er<sup>464</sup><i class=""footnote"">RḤ., der gegen den Autor der Mišna nicht streitet, sondern aus folgendem Grunde es hinsichtlich einer Olive nicht lehrt.</i>hinsichtlich des Hineintuns in das Gefäß, des Hinbringens und der Aufräucherung nicht ‘oder eine Olive’ lehren<sup>465</sup><i class=""footnote"">Dies müßte entsprechend zu verstehen sein, wenn vom Haufen beim Abheben nur eine Olive vorhanden ist, u. in diesem Falle ist er untauglich u. kann nicht mehr verwerflich werden.</i>kann, 
"
Menachot 12b:1,"so lehrt er es auch nicht hinsichtlich des Zurückbleibenden, und im Schlußsatze (der Lehre R. Ḥijas) wird gelehrt, es sei verwerflich, und man mache sich der Ausrottung schuldig. Demnach ist die Aufräucherung<sup>466</sup><i class=""footnote"">Wenn vom Zurückbleibenden etwas fehlt.</i>von Wirkung. Abajje sprach zu ihm: 
"
Menachot 12b:2,"Nein, hier ist die Ansicht R. Elea͑zars vertreten, denn wir haben gelernt: Hat man vom Haufen, vom Weihrauch, vom Räucherwerke<sup>467</sup><i class=""footnote"">Das morgens u. abends im Tempel zu räuchern ist.</i>, vom Speisopfer der Priester, vom Speisopfer des gesalbten Priesters und vom Speisopfer des Gußopfers eine Olive außerhalb dargebracht, so ist man schuldig; nach R. Elea͑zar ist man frei, es sei denn, daß man es vollständig dargebracht hat. 
"
Menachot 12b:3,"Da er nun hinsichtlich der Aufräucherung des Haufens nicht ‘oder eine Olive vom Haufen außerhalb’ lehren<sup>468</sup><i class=""footnote"">Da nach RE. die Aufräucherung ungültig ist, u. somit auch keine Verwerflichmachung erfolgen kann. Aus diesem Grunde lehrt es RH. nicht, u. nicht deshalb, weil hier von dem Falle gesprochen wird, wenn vom Zurückbleibenden nur eine Olive zurückgeblieben ist.</i>kann, lehrt er auch hinsichtlich des Zurückbleibenden nicht ‘oder eine Olive’. – 
"
Menachot 12b:4,"Wieso lehrt er es nach R. Elea͑zar von der Aufräucherung des Haufens, nach ihm müßte es ja von der Aufräucherung des Haufens und des Weihrauchs gelehrt werden!? Wir haben nämlich gelernt: Hat man von Haufen und Weihrauch eines außerhalb dargebracht, so ist man schuldig; nach R. Elea͑zar ist man frei, bis man auch das andere dargebracht hat. – 
"
Menachot 12b:5,"Dies gilt vom Haufen des Sünd-Speisopfers<sup>469</sup><i class=""footnote"">Das ohne Weihrauch dargebracht wird.</i>. – 
"
Menachot 12b:6,"Sollte der Autor sich darauf beschränkt haben, es nur vom Haufen des Sünd-Speisopfers zu lehren!? – Allerdings. Ebenso erklärte auch R. Dimi, als er kam, im Namen R. Elea͑zars, dies gelte vom Haufen des Sünd-Speisopfers, und zwar nach R. Elea͑zar, 
"
Menachot 12b:7,"Später sagte Raba: Das, was ich gesagt habe, ist nichts, denn es wird gelehrt:<sup>470</sup><i class=""footnote"">Lev. 24,9.</i><i>Hochheilig ist es</i>; ist von einem etwas abgebrochen worden, so sind alle Brote untauglich. 
"
Menachot 12b:8,"Demnach sind, wenn eines hinausgekommen ist, die innerhalb zurückbleibenden tauglich. Derjenige, welcher sagt, das [Blut]sprengen sei beim Hinausgekommenen von Wirkung, ist ja R. A͑qiba, und er lehrt, wenn etwas von einem abgebrochen worden ist, sei es nicht<sup>471</sup><i class=""footnote"">Die Brote u. die Schalen Weihrauch entsprechen dem Opferfleische u. dem Blute; wenn hierbei die Brote untauglich sind, so ist im entsprechenden Falle auch das Opferfleisch untauglich.</i>[tauglich]. 
"
Menachot 12b:9,"Abajje sprach zu ihm: Er lehrt ja nicht: ist aber eines hinausgekommen, vielleicht [folgere man:] ist aber eines unrein geworden, so sind die übrigen tauglich, 
"
Menachot 12b:10,"weil das Stirnblatt<sup>472</sup><i class=""footnote"">Vgl. S. 57 Anm. 8.</i>es wohlgefällig macht, nicht aber, wenn eines hinausgekommen ist; also nach R. Elie͑zer, welcher sagt, das [Blut]sprengen sei beim Hinausgekommenen nicht von Wirkung!? 
"
Menachot 12b:11,"Eigentlich sollte er es auch vom hinausgekommenen [Brote] lehren, nur lehrt er es deshalb vom abgebrochenen, um hervorzuheben, daß selbst wenn nur etwas abgebrochen worden ist und es sich innerhalb befindet, die Aufräucherung nicht von Wirkung sei. Nach R. A͑qiba aber, welcher sagt, das [Blut]sprengen sei beim Hinausgekommenen von Wirkung, ist die Aufräucherung von Wirkung auch beim Unvollständigen.
"
Menachot 12b:12,"<sup>iv,2</sup> <b>W</b><small>ENN EINE HALBE</small> O<small>LIVE ZU ESSEN</small><sup>473</sup><i class=""footnote"">Wenn der Haufe abgehoben worden ist in der Absicht, dies am folgenden Tage zu tun.</i><small>UND EINE HALBE</small> O<small>LIVE AUFZURÄUCHERN, SO IST ES TAUGLICH, DENN DAS</small> E<small>SSEN UND DAS</small> A<small>UFRÄUCHERN WERDEN NICHT VEREINIGT</small><sup>474</sup><i class=""footnote"">In beiden Fällen ist das zur Untauglichmachung des Opfers erforderliche Quantum nicht vorhanden.</i>.
"
Menachot 12b:13,"GEMARA. Also nur dann, wenn zu essen und aufzuräuchern, wenn aber zu essen, und was nicht zu essen<sup>475</sup><i class=""footnote"">Den Haufen, beides am folgenden Tage.</i>ist, zu essen, werden sie vereinigt, 
"
Menachot 12b:14,"und dem widersprechend heißt es im Anfangsatz: zu essen, was zu essen ist, oder aufzuräuchern, was aufzuräuchern ist: nur<sup>476</sup><i class=""footnote"">In diesem Falle ist bei einem vollständigen Quantum die Absicht von Wirkung.</i>was zu essen ist, nicht aber, was nicht zu essen<sup>477</sup><i class=""footnote"">In einem solchen Falle ist die Absicht nicht von Wirkung, somit kann auch keine Vereinigung erfolgen.</i>ist. Wer ist der Autor? 
"
Menachot 12b:15,"R. Jirmeja erwiderte: Hier ist die Ansicht R. Elie͑zers vertreten, welcher sagt, die Absicht hinsichtlich des von einem Menschen zu Verzehrenden, durch den Altar, und des vom Altar zu Verzehrenden, durch einen Menschen [verzehren zu lassen], sei von Wirkung. 
"
Menachot 12b:16,"Wir haben nämlich gelernt: Hebt man vom Speisopfer den Haufen ab [in der Absicht], zu essen, was nicht zu essen ist, oder aufzuräuchern, was nicht aufzuräuchern ist, so ist es tauglich; nach R. Elie͑zer aber untauglich. 
"
Menachot 12b:17,"Abajje erwiderte: Du kannst auch sagen, die der Rabbanan, denn man deduziere nicht: wenn aber zu essen, und was nicht zu essen ist, zu essen, sondern: wenn aber zu essen und zu essen, was zu essen ist<sup>478</sup><i class=""footnote"">Dh. 2 halbe Quantitäten vom Zurückbleibenden; nur in diesem Falle werden sie vereinigt.</i>. – 
"
Menachot 12b:18,"Was lehrt er uns demnach, dies lehrt er ja ausdrücklich: eine Olive außerhalb und eine Olive am folgenden Tage, eine Olive am folgenden Tage und eine Olive außerhalb, eine halbe Olive außerhalb und eine halbe Olive am folgenden Tage, oder eine halbe Olive am folgenden Tage und eine halbe Olive außerhalb zu essen, so ist es untauglich, und darauf ist die Ausrottung nicht gesetzt!? 
"
Menachot 13a:1,"Wozu braucht es wiederum gelehrt zu werden: wenn etwa, daß sie vereinigt werden, wenn zu essen und<sup>478</sup><i class=""footnote"">Dh. 2 halbe Quantitäten vom Zurückbleibenden; nur in diesem Falle werden sie vereinigt.</i>zu essen, was zu essen ist, so geht dies ja schon aus dem Anfangsatze hervor; dieser lehrt: wenn eine halbe Olive außerhalb und eine halbe Olive am folgenden Tage, so ist es untauglich, demnach ist es verwerflich, wenn eine halbe Olive am folgenden Tage und eine halbe Olive<sup>479</sup><i class=""footnote"">Beide halbe Oliven werden vereinigt.</i>am folgenden Tage. 
"
Menachot 13a:2,"Wenn etwa essen und aufräuchern<sup>480</sup><i class=""footnote"">Daß sie nicht vereinigt werden.</i>, so ist dies ja durch eine Deduktion aus dem Anfangsatze zu entnehmen: 
"
Menachot 13a:3,"wenn sie nicht vereinigt werden, wenn zu essen und zu essen, was nicht zu essen ist, um wieviel weniger, wenn zu essen und aufzuräuchern!? – 
"
Menachot 13a:4,"Der Fall, wenn essen und aufräuchern, ist nötig; man könnte glauben, dies gelte nur von jenem<sup>481</sup><i class=""footnote"">Wenn man die Hälfte vom Haufen u. die Hälfte vom Zurückbleibenden zu essen beabsichtigt.</i>Falle, 
"
Menachot 13a:5,"wenn man Unrichtiges<sup>482</sup><i class=""footnote"">Das Aufzuräuchernde zu essen.</i>beabsichtigt, hierbei<sup>483</sup><i class=""footnote"">Wenn die Absicht das Essen u. das Aufräuchern betrifft.</i>aber, wo die Absicht inbetreff des einen richtig ist und die Absicht inbetreff des anderen richtig ist, werden sie wohl vereinigt, so lehrt er uns.
"
Menachot 13a:6,"
"
Menachot 13a:7,"HEBT <small>MAN VOM</small> S<small>PEISOPFER DEN</small> H<small>AUFEN AB</small> [<small>IN DER</small> A<small>BSICHT</small>], <small>AM FOLGENDEN</small> T<small>AGE DAS</small> Z<small>URÜCKBLEIBENDE ZU ESSEN ODER DEN</small> H<small>AUFEN AUFZURÄUCHERN, SO PFLICHTET</small> R. J<small>OSE</small><sup>1</sup><i class=""footnote"">Der über den folgenden Fall streitet.</i> <small>IN DIESEM</small> F<small>ALLE BEI, DASS ES VERWERFLICH UND MAN DER</small> A<small>USROTTUNG SCHULDIG SEI</small>. W<small>ENN</small> [<small>IN DER</small> A<small>BSICHT</small>], <small>DEN</small> W<small>EIHRAUCH AM FOLGENDEN</small> T<small>AGE AUFZURÄUCHERN, SO IST ES, WIE</small> R. J<small>OSE SAGT, UNTAUGLICH, UND DARAUF IST DIE</small> A<small>USROTTUNG NICHT GESETZT; UND DIE</small> W<small>EISEN SAGEN, ES SEI VERWERFLICH UND MAN IST DER</small> A<small>USROTTUNG SCHULDIG</small>.
"
Menachot 13a:8,"S<small>IE SPRACHEN ZU IHM</small>: W<small>OMIT IST ES HIERBEI ANDERS, ALS BEIM</small> S<small>CHLACHTOPFER</small><sup>2</sup><i class=""footnote"">Das untauglich ist, wenn man beim Schlachten beabsichtigt, die Opferteile, denen der Weihrauch des Speisopfers entspricht, am folgenden Tage aufzuräuchern.</i>? E<small>R ERWIDERTE IHNEN</small>: B<small>EIM</small> S<small>CHLACHTOPFER SIND</small> B<small>LUT</small>, F<small>LEISCH UND</small> O<small>PFERTEILE EINES, DER</small> W<small>EIHRAUCH ABER KOMMT NICHT VOM</small> S<small>PEISOPFER</small>.
"
Menachot 13a:9,"GEMARA. Wozu lehrt er, daß R. Jose hinsichtlich dieses Falles beipflichte? – 
"
Menachot 13a:10,"Weil er nachher lehren will, wenn [in der Absicht], den Weihrauch am folgenden Tage aufzuräuchern, sei es, wie R. Jose sagt, untauglich und darauf sei die Ausrottung nicht gesetzt, man könnte glauben, 
"
Menachot 13a:11,"der Grund R. Joses sei, weil man durch die Hälfte des Erlaubtmachenden<sup>3</sup><i class=""footnote"">Das Zurückbleibende des Speisopfers wird durch die Aufräucherung des Haufens u. des Weihrauches zum Essen erlaubt.</i>nicht untauglich machen könne, und dies gelte somit auch vom ersten Falle, 
"
Menachot 13b:1,"so lehrt er uns, daß er in diesem Falle beipflichte.
"
Menachot 13b:2,"W<small>ENN</small> [<small>IN DER</small> A<small>BSICHT</small>], <small>DEN</small> W<small>EIHRAUCH AM FOLGENDEN</small> T<small>AGE AUFZURÄUCHERN, SO IST ES, WIE</small> R. J<small>OSE SAGT, UNTAUGLICH, UND DARAUF IST DIE</small> A<small>USROTTUNG NICHT GESETZT</small>. Reš Laqiš sagte: R. Jose ist der Ansicht, das Erlaubtmachende mache das Erlaubtmachende nicht verwerflich<sup>4</sup><i class=""footnote"">Durch die Absicht, den Weihrauch außerhalb der Frist aufzuräuchern, wird der das Speisopfer ebenfalls erlaubtmachende Haufe nicht verwerflich.</i>. 
"
Menachot 13b:3,"Ebenso verhält es sich auch bei den zwei Schalen Weihrauch der Schaubrote, bei denen das Erlaubtmachende nicht das Erlaubtmachende verwerflich macht<sup>5</sup><i class=""footnote"">Wenn man eine aufgeräuchert hat in der Absicht, die andere am folgenden Tage aufzuräuchern, so wird sie dadurch nicht verwerflich.</i>. – Wozu ist das ‘ebenso’ nötig<sup>6</sup><i class=""footnote"">Wenn RJ. dieser Ansicht ist, so gilt dies ja selbstverständlich von jedem Falle, wo 2 erlaubtmachende Dinge vorhanden sind.</i>? – 
"
Menachot 13b:4,"Man könnte glauben, der Grund R. Joses beim Weihrauch sei, weil er nicht zur Art des Speisopfers<sup>7</sup><i class=""footnote"">Das aus Mehl besteht.</i> gehört, bei den zwei Schalen Weihrauch dagegen, wobei die eine zur Art der anderen gehört, machen sie einander verwerflich, so lehrt er uns. – Wieso kannst du sagen, der Grund R. Joses beim Weihrauch sei nicht, weil er nicht zur Art des Speisopfers gehört, im Schlußsatze lehrt er ja: 
"
Menachot 13b:5,"Sie sprachen zu ihm: Womit ist es hierbei anders als beim Schlachtopfer? Er erwiderte ihnen: Beim Schlachtopfer sind Blut, Fleisch und Opferteile eines, der Weihrauch aber kommt nicht vom Speisopfer<sup>8</sup><i class=""footnote"">Dies wird also ausdrücklich als Unterscheidungsgrund angegeben.</i>. – 
"
Menachot 13b:6,"Unter ‘kommt nicht vom Speisopfer’ ist zu verstehen, es ist vom Speisopfer nicht abhängig. Nicht wie das Zurückbleibende vom Haufen abhängig ist, denn es darf nicht gegessen werden, solange dieser nicht aufgeräuchert worden ist, ist es auch der Weihrauch; vielmehr darf man beliebig sowohl den einen als auch den anderen zuerst aufräuchern<sup>9</sup><i class=""footnote"">Der Haufe u. der Weihrauch sind bei der Aufräucherung von einander unabhängig, dagegen darf beim Schlachtopfer die Aufräucherung der Opferteile erst nach dem Blutsprengen erfolgen.</i>. – 
"
Menachot 13b:7,"Und die Rabbanan<sup>10</sup><i class=""footnote"">Hierbei sind es ja 2 von einander getrennte erlaubtmachende Dinge u. sollten einander nicht verwerflich machen.</i>!? – Nur dann sagen wir, das Erlaubtmachende mache das Erlaubtmachende nicht verwerflich, wenn nicht beide durch dasselbe Gefäß bestimmt worden<sup>11</sup><i class=""footnote"">Für ihren Zweck.</i>sind, wenn man beispielsweise eines der [beiden] Lämmer<sup>12</sup><i class=""footnote"">Die am Wochenfeste darzubringen sind (cf. Lev. 23,19), durch welche die 2 Brote (cf. ib. V. 17) geheiligt u. zum Essen erlaubt werden.</i>geschlachtet hat [in der Absicht], vom anderen am folgenden Tage zu essen, wenn aber beide durch dasselbe Gefäß bestimmt worden<sup>13</sup><i class=""footnote"">Wie hierbei der Haufe u. der Weihrauch.</i>sind, so gehören sie zusammen.
"
Menachot 13b:8,"R. Jannaj sagte: Das Herauslesen des Weihrauches<sup>14</sup><i class=""footnote"">Aus dem Mehl, nach dem Abheben des Haufens.</i>durch einen Gemeinen ist ungültig. – Aus welchem Grunde? R. Jirmeja erwiderte: Hierbei wurde [das Gesetz] vom Hinbringen<sup>15</sup><i class=""footnote"">Es gleicht dem Hinbringen des Opferblutes zum Altar, das nur durch einen Priester erfolgen darf.</i>berücksichtigt. Er ist der Ansicht, das Hinbringen ohne [Tätigkeit der] Füße<sup>16</sup><i class=""footnote"">Das Hinreichen mit der Hand.</i>gelte als Hinbringen, und das Hinbringen durch einen Gemeinen ist ungültig. 
"
Menachot 13b:9,"R. Mari sagte: Auch wir haben demgemäß gelernt: Die Regel hierbei<sup>17</sup><i class=""footnote"">Bei der Untauglich- und Verwerflichmachung des Speisopfers; cf. supra Fol. 11b.</i>ist: wenn man den Haufen abhebt, in das Gefäß legt, hinbringt oder aufräuchert. 
"
Menachot 13b:10,"Allerdings entspricht<sup>18</sup><i class=""footnote"">Bei der Vergleichung der Herrichtung des Speisopfers mit der des Schlachtopfers.</i>das Abheben des Haufens dem Schlachten, das Hinbringen dem Hinbringen, die Aufräucherung dem Sprengen, was aber tut man<sup>19</sup><i class=""footnote"">Dh. welcher Dienstverrichtujig beim Schlachtopfer gleicht dies.</i>mit dem Hineinlegen in das Gefäß: 
"
Menachot 13b:11,"wollte man sagen, es gleiche der [Blut]- aufnahme, so gleicht es ja dieser nicht, dies<sup>20</sup><i class=""footnote"">Das Hineinfließen des Blutes in das Gefäß.</i>erfolgt von selbst, hierbei aber muß man [den Haufen] nehmen und hineinlegen. 
"
Menachot 13b:12,"Vielmehr gilt es, da es unerläßlich ist, als wichtiger Dienst und wird der [Blut]aufnahme gleichgestellt, ebenso gilt auch dies<sup>21</sup><i class=""footnote"">Das Herauslesen des Weihrauches.</i>, da es unerläßlich ist, als wichtiger Dienst und wird dem Hinbringen gleichgestellt. – 
"
Menachot 13b:13,"Nein, tatsächlich gleicht es<sup>22</sup><i class=""footnote"">Das Hineinlegen des Haufens in das Gefäß.</i>der [Blut]aufnahme, wenn du aber einwendest, dies erfolge von selbst, hierbei aber müsse man [den Haufen] nehmen und in das Gefäß hineinlegen, [so ist zu entgegnen:] 
"
Menachot 13b:14,"bei beiden erfolgt ja die Heiligung durch das Gefäß, was ist nun der Unterschied, ob es von selbst erfolgt oder man [den Haufen] nimmt und hineinlegt!?
"
Menachot 13b:15,"<sup>ii,1</sup> <b>H</b><small>AT MAN DIE BEIDEN</small> L<small>ÄMMER GESCHLACHTET</small> [<small>IN DER</small> A<small>BSICHT</small>], <small>EINEN DER</small> K<small>UCHEN</small><sup>23</sup><i class=""footnote"">Die mit diesen dargebracht werden; cf. Lev. 17.</i> <small>AM FOLGENDEN</small> T<small>AGE ZU ESSEN, ODER HAT MAN DIE BEIDEN</small> S<small>CHALEN</small><sup>24</sup><i class=""footnote"">Weihrauch, die zu den Schaubroten gehören u. bei der Fortnahme aufzuräuchern sind.</i><small>AUFGERÄUCHERT</small> [<small>IN DER</small> A<small>BSICHT</small>], <small>EINE DER</small> [B<small>ROT</small>]<small>SCHICHTEN AM FOLGENDEN</small> T<small>AGE ZU ESSEN, SO IST, WIE</small> R. J<small>OSE SAGT, DER BETREFFENDE</small> K<small>UCHEN UND DIE BETREFFENDE</small> S<small>CHICHT, HINSICHTLICH WELCHER MAN BEABSICHTIGT HAT, VERWERFLICH, UND MAN IST WEGEN DIESER</small><sup>25</sup><i class=""footnote"">Wegen des Essens derselben.</i><small>DER</small> A<small>USROTTUNG SCHULDIG, UND DIE ANDEREN SIND UNTAUGLICH, UND DARAUF IST DIE</small> A<small>USROTTUNG NICHT GESETZT; DIE</small> W<small>EISEN SAGEN, DIESE UND JENE SEIEN VERWERFLICH, UND MAN SEI DERENTWEGEN DER</small> A<small>USROTTUNG SCHULDIG</small>.
"
