Index Title,Oholot
Mishnah Oholot 15:6,"VI. I<small>ST EIN</small> H<small>AUS MIT</small> S<small>TROH VOLLGESTOPFT, SODASS ZWISCHEN DIESEM UND DEN</small> B<small>ALKEN KEINE</small> F<small>AUSTWEITE IST, SO SIND, WENN EINE</small> U<small>NREINHEIT SICH IM</small> [S<small>TROH</small>] <small>BEFINDET, DIE</small> G<small>ERÄTE GEGENÜBER DEM</small> A<small>USGANGE</small><sup>6</sup><i class=""footnote"">fn1149,Dem freien Raume an der Tür.</i> <small>UNREIN, UND WENN EINE</small> U<small>NREINHEIT SICH AUSSEN</small><sup>7</sup><i class=""footnote"">fn1150,Im leeren Raume über dem Stroh.</i> <small>BEFINDET, DIE</small> G<small>ERÄTE IM</small> [S<small>TROH</small>], <small>WENN DA EIN</small> R<small>AUM VON EINER</small> H<small>ANDBREITE ZU EINER</small> H<small>ANDBREITE IN</small> H<small>ÖHE EINER</small> H<small>ANDBREITE IST, REIN, UND WENN NICHT, UNREIN</small>. I<small>ST ZWISCHEN DEM</small> S<small>TROH UND DEN</small> B<small>ALKEN EINE</small> F<small>AUSTWEITE, SO SIND SIE OB SO ODER SO UNREIN</small>."
Mishnah Oholot 15:7,"VII. H<small>AT MAN EIN</small> H<small>AUS MIT</small> E<small>RDE ODER</small> G<small>ERÖLL VOLLGEFÜLLT UND ES AUFGEGEBEN</small><sup>8</sup><i class=""footnote"">fn1151,Es da für immer lassen will.</i>, <small>DASSELBE GILT VON EINEM</small> H<small>AUFEN</small> G<small>ETREIDE</small><sup>9</sup><i class=""footnote"">fn1152,Im Freien, in dem eine Unreinheit sich befindet.</i> <small>ODER EINEM</small> H<small>AUFEN</small> G<small>ERÖLL, SELBST WIE DER</small> S<small>TEINHAUFEN DES</small> A͑<small>KHAN</small><sup>10</sup><i class=""footnote"">fn1153,Cf. Jos. 7,26.</i>, <small>SO DRINGT DIE</small> U<small>NREINHEIT, AUCH WENN SIE SICH NEBEN DEN</small> G<small>ERÄTEN BEFINDET, AUF WÄRTS UND ABWÄRTS</small><sup>11</sup><i class=""footnote"">fn1154,Die Geräte an der Seite bleiben rein.</i>."
Mishnah Oholot 15:8,"VIII. W<small>ER IM</small> V<small>ORRAUME EINER</small> G<small>RUFT</small><sup>12</sup><i class=""footnote"">fn1155,Die an den Wänden Sargnischen hat; cf. Bb. Fol. 100b.</i><small>STEHT, IST, WIE DIE</small> S<small>CHULE</small> Š<small>AMMAJS SAGT, REIN, WENN ER VIER</small> E<small>LLEN HAT, UND WIE DIE</small> S<small>CHULE</small> H<small>ILLELS SAGT, VIER</small> H<small>ANDBREITEN</small>. V<small>ERWENDET MAN EINEN</small> B<small>ALKEN ALS</small> V<small>ERSCHLUSS FÜR EIN</small> G<small>RAB, OB AUFRECHT STEHEND ODER AUF DER</small> S<small>EITE LIEGEND, SO IST ER NUR GEGENÜBER DER</small> T<small>ÜR UNREIN</small>. V<small>ERWENDET MAN</small> [<small>NUR</small>] <small>DAS</small> E<small>NDE ALS</small> V<small>ERSCHLUSS FÜR EIN</small> G<small>RAB, SO IST ER NUR BIS ZU VIER</small> H<small>ANDBREITEN UNREIN, WENN MAN NÄMLICH</small> [<small>DAS ÜBRIGE</small>] <small>SPÄTER WEGSCHNEIDET</small>. R. J<small>EHUDA SAGT, DAS GANZE SEI VERBUNDEN</small>."
Mishnah Oholot 15:9,"IX. V<small>ERWENDET MAN EIN</small> F<small>ASS VOLL MIT REINEN</small> F<small>LÜSSIGKEITEN UND MIT EINEM FESTSCHLIESSENDEN</small> D<small>ECKEL VERSEHEN ALS</small> V<small>ERSCHLUSS FÜR EIN</small> G<small>RAB, SO IST, WER ES BERÜHRT</small><sup>13</sup><i class=""footnote"">fn1156,Solange es am Grabe ist, gleicht es dem Toten.</i>, <small>SIEBENTÄGIG UNREIN, UND DAS</small> F<small>ASS UND DIE</small> F<small>LÜSSIGKEITEN SIND REIN</small><sup>14</sup><i class=""footnote"">fn1157,Nach der Entfernung; das fest geschlossene Tongefäß ist für die Unreinheit nicht empfänglich.</i>. V<small>ERWENDET MAN EIN</small> V<small>IEH ALS</small> V<small>ERSCHLUSS FÜR EIN</small> G<small>RAB, SO IST, WER ES BERÜHRT, SIEBENTÄGIG UNREIN</small>. R. M<small>EÍR SAGT, WAS EINEN</small> L<small>EBENSODEM HAT, SEI NICHT ALS</small> G<small>RAB</small>-V<small>ERSCHLUSS UNREIN</small>."
Mishnah Oholot 15:10,"X. W<small>ENN JEMAND EINEN</small> T<small>OTEN BERÜHRT UND</small> G<small>ERÄTE BERÜHRT, EINEN</small> T<small>OTEN BEZELTET UND</small> G<small>ERÄTE BERÜHRT, SO SIND SIE UNREIN; WENN ER EINEN</small> T<small>OTEN BEZELTET UND</small> G<small>ERÄTE BEZELTET, EINEN</small> T<small>OTEN BERÜHRT UND</small> G<small>ERÄTE BEZELTET, SO SIND SIE REIN; IST ABER IN SEINER</small> H<small>AND EINE</small> F<small>AUSTWEITE, SO SIND SIE UNREIN</small>. W<small>ENN IN ZWEI</small> H<small>ÄUSERN ZWEI HALBE</small> O<small>LIVENGRÖSSEN</small><sup>15</sup><i class=""footnote"">fn1158,Von einem Toten.</i><small>SICH BEFINDEN UND JEMAND SEINE BEIDEN</small> H<small>ÄNDE IN DIESE HINEINSTECKT, SO BRINGT ER, WENN IN JEDER SEINER</small> H<small>ÄNDE</small> F<small>AUSTWEITE IST, DIE</small> U<small>NREINHEIT HINEIN, WENN ABER NICHT, SO BRINGT ER DIE</small> U<small>NREINHEIT NICHT HINEIN</small>."
Mishnah Oholot 16:1,"<b>A</b>LLE <small>BEWEGLICHEN</small> S<small>ACHEN BRINGEN DIE</small> U<small>NREINHEIT HINEIN BEI DER</small> D<small>ICKE EINES</small> O<small>CHSENSTECKENS</small>. R. T<small>RYPHON SPRACH:</small> I<small>CH WILL MEINE</small> K<small>INDER NIEDERSCHLAGEN</small><sup>1</sup><i class=""footnote"">fn1159,Dh. verlieren, begraben; bekannte Redewendung RT.s zur Bekräftigung seiner Behauptung; cf. Bm. Fol. 85a.</i>, <small>WENN DIES NICHT EINE ZERSCHLAGENE</small> L<small>EHRE IST</small>. J<small>EMAND HAT ETWAS GEHÖRT UND SICH GEIRRT</small>. E<small>IN</small> A<small>CKERBAUER GING MIT DEM</small> O<small>CHSENSTECKEN AUF DER</small> S<small>CHULTER VORÜBER UND EINE</small> S<small>EITE BEZELTETE EIN</small> G<small>RAB; MAN ERKLÄRTE IHN ALS UNREIN WEGEN</small> [U<small>NREINHEIT DER</small>] <small>EINEN</small> T<small>OTEN BEZELTENDEN</small> G<small>ERÄTE</small><sup>2</sup><i class=""footnote"">fn1160,Der Baum wurde als unrein erklärt, weil er den Ochsenstecken berührt hatte, nicht aber, wie jener glaubte, weil er ihn bezeltet hatte.</i>. R. A͑<small>QIBA SPRACH:</small> I<small>CH WILL ES BERICHTIGEN, DASS DIE</small> W<small>ORTE DER</small> W<small>EISEN BESTEHEN BLEIBEN</small>. A<small>LLE BEWEGLICHEN</small> S<small>ACHEN ÜBERTRAGEN DIE</small> U<small>NREINHEIT AUF DEN</small> M<small>ENSCHEN, DER SIE TRÄGT, BEI DER</small> D<small>ICKE EINES</small> O<small>CHSENSTECKENS, AUF SICH SELBER BEI EINEM</small> M<small>INIMUM, UND AUF ANDERE</small> M<small>ENSCHEN UND</small> G<small>ERÄTE BEI</small> F<small>AUSTWEITE</small>."
Mishnah Oholot 16:2,"II. Z<small>UM</small> B<small>EISPIEL:</small> W<small>ENN EINE</small> S<small>PINDEL IN DER</small> W<small>AND STECKT UND EINE HALBE</small> O<small>LIVE</small><sup>3</sup><i class=""footnote"">fn1161,Von einem Toten.</i> <small>UNTER DIESER UND EINE HALBE</small> O<small>LIVE ÜBER DIESER SICH BEFINDET, AUCH WENN NICHT GENAU GEGENÜBER, SO IST SIE UNREIN</small>. E<small>S ERGIBT SICH ALSO, DASS ES DIE</small> U<small>NREINHEIT AUF SICH SELBER BEI EINEM</small> M<small>INIMUM ÜBERTRÄGT</small>. W<small>ENN EIN</small> T<small>ÖPFER MIT DER</small> T<small>RAGE AUF DER</small> S<small>CHULTER VORÜBERGEHT UND EINE</small> S<small>EITE EIN</small> G<small>RAB BEZELTET, SO SIND DIE</small> G<small>ERÄTE AN DER ANDEREN</small> S<small>EITE REIN</small>. H<small>AT DIE</small> T<small>RAGE EINE</small> F<small>AUSTWEITE, SO SIND SIE UNREIN</small>. N<small>AHE</small> H<small>ÜGELCHEN, OB ZUR</small> S<small>TADT ODER ZUR</small> L<small>ANDSTRASSE, OB NEUE ODER ALTE, SIND UNREIN</small><sup>4</sup><i class=""footnote"">fn1162,Weil da eine Leiche begraben sein kann; cf. Ket. Fol. 20b.</i>; <small>FERNE SIND, WENN NEU, REIN, UND WENN ALT, UNREIN</small>. W<small>AS HEISST NAHE?</small> F<small>ÜNFZIG</small> E<small>LLEN</small>. A<small>LTE?</small> S<small>ECHZIG</small> J<small>AHRE – SO</small> R. M<small>EÍR</small>. R. J<small>EHUDA SAGT, NAHE, WENN ES KEINE NÄHEREN GIBT, UND ALTE, WENN NIEMAND SICH IHRER</small><sup>5</sup><i class=""footnote"">fn1163,Seit wann sie da sind.</i> <small>ERINNERT</small>."
Mishnah Oholot 16:3,"III. W<small>ENN JEMAND ERSTMALIG</small><sup>6</sup><i class=""footnote"">fn1164,Wenn da vorher kein Grab bekannt war.</i> <small>EINEN</small> T<small>OTEN AUF GEWÖHNLICHE</small> W<small>EISE</small><sup>7</sup><i class=""footnote"">fn1165,Cf. Naz. Fol. 65a.</i> <small>LIEGEN FINDET, SO SCHAFFE EU IHN SAMT SEINER</small> E<small>RDUNTERLAGE</small><sup>8</sup><i class=""footnote"">fn1166,Manche Texte u. ebenso die Parallelstelle Naz. 64b haben <span dir=""rtl"">תפוסתו</span>, wohl richtiger, v. <span dir=""rtl"">תפש</span>, <i>erfassen,</i> die vom Toten erfaßte, in Besitz genommene Erde, während <span dir=""rtl"">תבוסתו</span> auf einer Verwechslung mit <span dir=""rtl"">תבוסה</span> von <span dir=""rtl"">בוס</span>, <i>zertreten</i>, beruhen dürfte.</i> <small>FORT ; FINDET ER ZWEI, SO SCHAFFE ER SIE SAMT IHRER</small> E<small>RDUNTERLAGE FORT</small>. F<small>INDET ER DREI, SO IST DIES, WENN ES VON EINEM BIS ZUM ANDEREN VIER BIS ACHT</small> E<small>LLEN SIND</small>, R<small>AUM FÜR DIE</small> B<small>AHRE UND DIE</small> T<small>OTENGRÄBER, EINE</small> G<small>RÄBERSTÄTTE</small><sup>9</sup><i class=""footnote"">fn1167,Wörtl. Nachbarschaft von Gräbern; die Toten dürfen nicht fortgeschafft werden.</i>, <small>UND ER UNTERSUCHE VON DA AB ZWANZIG</small> E<small>LLEN WEITER</small>. F<small>INDET ER AM</small> E<small>NDE DER ZWANZIG</small> E<small>LLEN NOCH EINEN, SO UNTERSUCHE ER VON DIESEM AB ZWANZIG</small> E<small>LLEN WEITER, DENN DIE</small> S<small>ACHE HAT EINE</small> S<small>TÜTZE</small><sup>10</sup><i class=""footnote"">fn1168,Wörtl. hat Füße; daß es ein Begräbnisplatz ist.</i>. H<small>ÄTTE ER IHN ABER ZUERST GEFUNDEN, SO DÜRFTE ER IHN SAMT SEINER</small> E<small>RDUNTERLAGE FORTSCHAFFEN</small>."
Mishnah Oholot 16:4,"IV. D<small>ER</small> U<small>NTERSUCHENDE UNTERSUCHE EINE</small> E<small>LLE UND ÜBERGEHE EINE</small> E<small>LLE, BIS ER AUF EINEN</small> F<small>ELSEN ODER AUF JUNGFRÄULICHE</small> E<small>RDE STÖSST</small>. W<small>ER DIE</small> E<small>RDE VON DER</small> S<small>TELLE DER</small> U<small>NREINHEIT FORTBRINGT, DARF NOCH SEINE</small> H<small>EBE ESSEN, WER EINEN</small> S<small>CHUTTHAUFEN</small><sup>11</sup><i class=""footnote"">fn1169,Unter dem ein Toter sich befindet.</i><small>ABTRÄGT, DARF SEINE</small> H<small>EBE NICHT ESSEN</small>."
Mishnah Oholot 16:5,"V. W<small>ENN ER UNTERSUCHT UND ZU EINEM</small> S<small>TROME, EINEM</small> T<small>EICHE</small><sup>12</sup><i class=""footnote"">fn1170,Cf. Bq. Fol. 61a.</i><small>ODER EINEM ÖFFENTLICHEN</small> W<small>EGE GELANGT, SO KANN ER AUFHÖREN</small>. A<small>UF EINEM</small> F<small>ELDE, AUF DEM</small> M<small>ENSCHEN ERSCHLAGEN WORDEN SIND, BRAUCHT MAN NUR DIE</small> K<small>NOCHEN EINZELN AUFZULESEN, UND ALLES IST REIN</small>. W<small>ER EIN</small> G<small>RAB</small><sup>13</sup><i class=""footnote"">fn1171,Das nur provisorisch errichtet wurde.</i><small>VON SEINEM</small> F<small>ELDE FORTSCHAFFT, LESE JEDEN</small> K<small>NOCHEN EINZELN AUF, UND ALLES IST REIN</small>. A<small>US EINER</small> G<small>RUBE, IN DIE MAN</small> F<small>EHLGEBURTEN ODER</small> E<small>RSCHLAGENE WIRFT, BRAUCHT MAN NUR DIE</small> K<small>NOCHEN EINZELN AUFZULESEN, UND ALLES IST REIN</small>. R. Š<small>IMO͑N SAGT, HAT MAN SIE VON VORNHEREIN ALS</small> G<small>RAB BESTIMMT, SO GEHÖRT DIE</small> E<small>RDUNTERLAGE DAZU</small>."
Mishnah Oholot 17:1,"<b>W</b>ER <small>EIN</small> G<small>RAB ÜBERPFLÜGT, MACHT EINEN</small> G<small>RÄBERPFLUG</small>. W<small>IE WEIT MACHT ER IHN</small>? E<small>INE</small> F<small>URCHENSTRECKE, HUNDERT</small> E<small>LLEN, EINE</small> F<small>LÄCHE VON VIER</small> S<small>EÁ</small>. R. J<small>OSE SAGT, EINE</small> F<small>LÄCHE VON FÜNF</small>. D<small>IES NUR ABWÄRTS, AUFWÄRTS ABER LEGE MAN EIN</small> V<small>IERTEL</small> [K<small>AB</small>] W<small>ICKEN</small>[<small>SAAT</small>] <small>IN DEN</small> T<small>RICHTER DES</small> P<small>FLUGES, UND BIS ZUR</small> S<small>TELLE, WODREI</small> W<small>ICKEN NEBENEINANDER WACHSEN</small><sup>1</sup><i class=""footnote"">fn1172,Dh. 3 Körner zusammen herausfallen.</i>, <small>MACHT ER EINEN</small> G<small>RÄBERPFLUG</small>. R. J<small>OSE SAGT, NUR ABWÄRTS UND NICHT AUFWÄRTS</small><sup>2</sup><i class=""footnote"">fn1173,Abwarts macht man überhaupt keinen Gräberpflug, weil durch das Rütteln des Pfluges die Knochen herabfallen.</i>."
Mishnah Oholot 17:2,"II. W<small>ENN JEMAND PFLÜGT UND GEGEN EINEN</small> F<small>ELSEN ODER GEGEN EINE</small> S<small>TEINWAND ANSCHLÄGT</small><sup>3</sup><i class=""footnote"">fn1174,Sodaß die Erde vom Pfluge abgeschüttelt wird.</i>, <small>ODER DEN</small> P<small>FLUG</small> [<small>ABSICHTLICH</small>] <small>ABSCHÜTTELT, SO MACHT ER EINEN</small> G<small>RÄBERPFLUG NUR BIS DAHIN</small>. R. E<small>LIE͑ZER SAGT, EIN</small> G<small>RÄBERPFLUG MACHE EINEN</small> G<small>RÄBERPFLUG</small><sup>4</sup><i class=""footnote"">fn1175,Beginnt er mit dem Pflügen mitten im Gräberpfluge, so beginne er von neuem von dieser Stelle ab.</i>. R. J<small>EHOŠUA͑ SAGT, ZUWEILEN MACHE ER UND ZUWEILEN MACHE ER NICHT, UND ZWAR: WENN ER EINE HALBE</small> Fu<small>RCHENFLÄCHE GEPFLÜGT HAT, DANN ABERMALS EINE HALBE</small> F<small>URCHENFLÄCHE PFLÜGT, EBENSO NACH DEN</small> S<small>EITEN</small><sup>5</sup><i class=""footnote"">fn1176,Nachdem er die Hälfte in gerader Richtung gepflügt hat.</i>, <small>MACHE ER EINEN</small> G<small>RÄBERPFLUG, WENN ER ABER EINE GANZE</small> F<small>URCHENFLÄCHE GEPFLÜGT HAT UND DARAUF WEITER NACH AUSSEN PFLÜGT, MACHE ER KEINEN</small> G<small>RÄBERPFLUG</small>."
Mishnah Oholot 17:3,"III. W<small>ER VON EINER</small> K<small>NOCHENGRUBE</small><sup>6</sup><i class=""footnote"">fn1177,Die etymolog. Erklärung Maimonides aus <span dir=""rtl"">מלא</span>, voll, <span dir=""rtl"">טמיא</span>, Knochen, ist, wenn auch nicht sehr einleuchtend, immerhin befriedigender als die der neueren Lexikographen.</i> <small>ODER EINEM</small> K<small>NOCHENHAUFEN AUS PFLÜGT, ODER EIN</small> F<small>ELD, AUF DEM EIN</small> G<small>RAB SICH VERLOREN HAT ODER SPÄTER</small><sup>7</sup><i class=""footnote"">fn1178,Nach dem Pflügen.</i> <small>GEFUNDEN WIRD, ODER EINES, DAS NICHT IHM GEHÖRT, UND EBENSO EIN</small> N<small>ICHTJUDE, DER PFLÜGT, MACHT KEINEN</small> G<small>RÄBERPFLUG, DENN SOGAR FÜR</small> S<small>AMARITANER GIBT ES KEINEN</small> G<small>RÄBERPFLUG</small><sup>8</sup><i class=""footnote"">fn1179,Für sie gilt diese Bestimmung nicht, u. um so weniger für Nichtjuden.</i>."
Mishnah Oholot 17:4,"IV. W<small>ENN EIN</small> G<small>RÄBERPFLUG</small>-F<small>ELD OBERHALB EINES REINEN LIEGT UND</small> R<small>EGEN VOM</small> G<small>RÄBERPFLUG</small>-F<small>ELDE AUF DAS REINE HINABGESPÜLT WORDEN IST, SO HAT DIES ES, SELBST WENN ES ROT WAR UND WEISS GEWORDEN IST, ODER WEISS WAR UND ROT GEWORDEN IST, NICHT ZUM</small> G<small>RÄBERPFLUGE GEMACHT</small>."
Mishnah Oholot 17:5,"V. W<small>ENN AUF EINEM</small> F<small>ELDE EIN</small> G<small>RAB SICH VERLOREN HAT UND MAN AUF DIESEM EIN</small> H<small>AUS UND EINEN</small> S<small>ÖLLER DARÜBER GEBAUT HAT, SO IST, WENN DIE</small> T<small>ÜR DES</small> S<small>ÖLLERS GENAU GEGENÜBER DER</small> T<small>ÜR DES</small> H<small>AUSES IST, DER</small> S<small>ÖLLER</small><sup>9</sup><i class=""footnote"">fn1180,Ist das Grab unter dem Hause, so wird die Unreinheit durch die Decke zurückgehalten, ist es unter der Schwelle, so kann sie nur in das Haus dringen, u. unter der Wand kann die Unreinheit sich nur senkrecht ausdehnen.</i> <small>REIN, WENN ABER NICHT, SO IST DER</small> S<small>ÖLLER UNREIN</small><sup>10</sup><i class=""footnote"">fn1181,Ist die Unreinheit unter der Tür des Söllers, so steigt sie nach oben u. gelangt durch die Tür in den Innenraum.</i>. E<small>RDE VON EINEM</small> G<small>RÄBERPFLUGE ODER</small> E<small>RDE AUS DEM</small> A<small>USLANDE, DIE AN</small> K<small>RAUTSTENGELN MITGEBRACHT WORDEN IST, WIRD</small><sup>11</sup><i class=""footnote"">fn1182,Die Teilchen, die einzeln nicht verunreinigend sind.</i><small>ZUM</small> Q<small>UANTUM EINES</small> S<small>IEGELS DER</small> W<small>ARENSÄCKE</small><sup>12</sup><i class=""footnote"">fn1183,In diesem Quantum ist sie verunreinigend; cf. Bek. Fol. 22a.</i><small>VEREINIGT – SO</small> R. E<small>LIE͑ZEB</small>. D<small>IE</small> W<small>EISEN SAGEN, NUR WENN AN EINER</small> S<small>TELLE SOVIEL IST, WIE DAS</small> S<small>IEGEL DER</small> W<small>ARENSÄCKE</small>. R. J<small>EHUDA SAGTE:</small> E<small>INST KAMEN AN DIE</small> S<small>ÖHNE DER</small> H<small>OCHPRIESTER</small> B<small>RIEFE AUS DEM</small> Ü<small>BERSEELANDE, AN DENEN UNGEFÄHR EINE ODER ZWEI</small> S<small>EA͑</small> S<small>IEGEL WAREN, UND DIE</small> W<small>EISEN HATTEN DABEI KEINE</small> B<small>EDENKEN WEGEN</small> U<small>NREINHEIT</small><sup>13</sup><i class=""footnote"">fn1184,Demnach werden die einzelnen Siegel nicht zum Quantum eines Warensack-Siegels vereinigt.</i>."
Mishnah Oholot 18:1,"<b>A</b>UF <small>WELCHE</small> W<small>EISE HALTE MAN</small> W<small>EINLESE AUF EINEM</small> G<small>RÄBERPFLU GE</small><sup>1</sup><i class=""footnote"">fn1185,Ohne daß der Wein unrein werde.</i>? M<small>AN BESPRENGE DIE</small> M<small>ENSCHEN UND DIE</small> G<small>ERÄTE UND WIEDERHOLE</small><sup>2</sup><i class=""footnote"">fn1186,Die Besprengung des Leichenunreinen hat am 3. u. am 7. Reinheitstage zu erfolgen; cf. Num. 19,12.</i> <small>DIES, SODANN HALTE MAN DIE</small> L<small>ESE UND BRINGE SIE AUSSERHALB DES</small> G<small>RÄBERPFLUGES</small><sup>3</sup><i class=""footnote"">fn1187,Die Trauben werden unbefeuchtet nicht unrein.</i> <small>HINAUS, UND ANDERE NEHMEN SIE IHNEN AB UND BRINGEN SIE IN DIE</small> K<small>ELTER</small>. B<small>ERÜHREN DIE EINEN</small><sup>4</sup><i class=""footnote"">fn1188,Die ersteren, die durch den Gräberpflug rabbanitisch unrein sind.</i> <small>DIE ANDEREN, SO SIND SIE UNREIN</small>. S<small>O NACH DER</small> S<small>CHULE</small> H<small>ILLELS</small>. D<small>IE</small> S<small>CHULE</small> Š<small>AMMAJS SAGT, MAN FASSE DIE</small> S<small>ICHEL MIT</small> B<small>AST</small><sup>5</sup><i class=""footnote"">fn1189,Der für die Unreinheit nicht empfänglich ist.</i> <small>AN ODER WINZERE MIT EINEM SCHARFEN</small> S<small>TEINE</small><sup>5</sup><i class=""footnote"">fn1189,Der für die Unreinheit nicht empfänglich ist.</i>, <small>LASSE</small> [<small>DIE</small> T<small>RAUBEN</small>] <small>IN</small> D<small>EN</small> W<small>INZERKORB</small> [<small>FALLEN</small>] <small>UND BRINGE SIE IN DIE</small> K<small>ELTER</small>. R. J<small>OSE SAGTE</small> : D<small>IES GILT NUR VON EINEM</small> W<small>EINBERGE, DER</small> G<small>RÄBERPFLUG GEWORDEN IST, HAT MAN ABER EINEN</small> G<small>RÄBERPFLUG BEPFLANZT, SO SIND</small> [<small>DIE</small> T<small>RAUBEN</small>] <small>AUF DEM</small> M<small>ARKTE ZU VERKAUFEN</small><sup>6</sup><i class=""footnote"">fn1190,Und als Trauben zu essen; sie dürfen nicht gepreßt werden, da sie durch die Befeuchtung verunreinigungsfähig werden.</i>."
Mishnah Oholot 18:2,"II. E<small>S GIBT DREIERLEI</small> G<small>RÄBERPFLÜGE</small>. H<small>AT MAN EIN</small> G<small>RAB GEPFLÜGT, SO DARF</small> [<small>DAS</small> F<small>ELD</small>] <small>MIT JEDER</small> A<small>RT</small> [B<small>AUM</small>]<small>PFLANZUNG BEPFLANZT WERDEN, NICHT ABER MIT JEDER</small> A<small>RT</small> S<small>AAT BESÄT WERDEN, SONDERN NUR MIT SOLCHER, DIE GEMÄHT WIRD</small>. H<small>AT MAN DIESE AUSGERISSEN</small><sup>7</sup><i class=""footnote"">fn1191,Anstatt wie üblich zu mähen.</i>, <small>SO MUSS MAN</small> [<small>DEN</small> E<small>RTRAG</small>] <small>DASELBST SCHOBERN UND MIT ZWEI</small> S<small>IEBEN</small><sup>8</sup><i class=""footnote"">fn1192,Wegen des unreinen Staubes.</i> <small>DURCHSIEBEN – SO</small> R. M<small>EÍR</small>. D<small>IE</small> W<small>EISEN SAGEN</small>, G<small>ETREIDE MIT ZWEI</small> S<small>IEBEN UND</small> H<small>ÜLSENFRÜCHTE</small><sup>9</sup><i class=""footnote"">fn1193,Die mehr Schmutz haben.</i> <small>MIT DREI</small> S<small>IEBEN</small>. D<small>AS</small> S<small>TROH UND DIE</small> S<small>TENGEL VERBRENNE MAN</small>. D<small>IESES</small><sup>10</sup><i class=""footnote"">fn1194,Das Feld u. Erdschollen von diesem.</i><small>VERUNREINIGT DURCH</small> B<small>ERÜHREN UND DURCH</small> T<small>RAGEN, NICHT ABER VERUNREINIGT ES DURCH</small> B<small>EZELTUNG</small>."
Mishnah Oholot 18:3,"III. E<small>IN</small> F<small>ELD, IN DEM EIN</small> G<small>RAB SICH VERLOREN HAT, DARF MIT JEDER</small> A<small>RT VON</small> S<small>AAT BESÄT WERDEN, NICHT ABER MIT IRGENDEINER</small> A<small>RT</small> [B<small>AUM</small>]<small>PFLANZUNG BEPFLANZT WERDEN</small><sup>11</sup><i class=""footnote"">fn1195,Damit man nicht es zu betreten veranlaßt werde.</i>. M<small>AN DARF DA KEINE</small> [O<small>BST</small>]<small>BÄUME STEHEN LASSEN, AUSGENOMMEN LEERE</small> B<small>ÄUME, DIE KEINE</small> F<small>RÜCHTE TRAGEN</small>. D<small>IESES VERUNREINIGT DURCH</small> B<small>ERÜHREN, DURCH</small> T<small>RAGEN UND DURCH</small> B<small>EZELTUNG</small>."
Mishnah Oholot 18:4,"IV. E<small>IN</small> T<small>RAUERFELD</small><sup>12</sup><i class=""footnote"">fn1196,Wörtl. Feld der Weinenden; nahe dem Begräbnisplatze, wo die Trauergemeinschaft sich versammelt. Handschriften haben <span dir=""rtl"">כוכין</span>, Nischenfeld, mit provisorischen Grabnischen (vgl. S. 683 Anm. 12); diese Lesart hat auch die Tosephta, die sie auch demgemäß erklärt.</i><small>DARF NICHT BEPFLANZT UND NICHT BESÄT WERDEN, UND SEINE</small> E<small>RDE IST REIN; MAN DARF SOGAR DARAUS</small> Ö<small>FEN FÜR DAS</small> H<small>EILIGTUM MACHEN</small>. D<small>IE</small> S<small>CHULE</small> Š<small>AMMAJS UND DIE</small> S<small>CHULE</small> H<small>ILLELS STIMMEN ÜBEREIN, DASS MAN ES</small><sup>13</sup><i class=""footnote"">fn1197,Das in Mišna II genannte Feld, wie weiter angegeben.</i><small>UNTERSUCHE FÜR DEN, DER DAS</small> P<small>ESAḤOPFER</small><sup>14</sup><i class=""footnote"">fn1198,Das in Reinheit hergerichtet werden muß u. nicht unterlassen werden darf.</i><small>HERRICHTEN WILL, ES ABER NICHT ZU UNTERSUCHEN BRAUCHT WEGEN DER</small> H<small>EBE</small><sup>15</sup><i class=""footnote"">fn1199,Die in Reinheit zu essen ist, jed. nicht gegessen werden muß.</i>. W<small>EGEN EINES</small> N<small>AZIRÄERS</small><sup>16</sup><i class=""footnote"">fn1200,Der ein solches Feld betreten hat.</i><small>IST ES, WIE DIE</small> S<small>CHULE</small> Š<small>AMMAJS SAGT, ZU UNTERSUCHEN, UND WIE DIE</small> S<small>CHULE</small> H<small>ILLELS SAGT, NICHT ZU UNTERSUCHEN</small><sup>17</sup><i class=""footnote"">fn1201,Er ist zweifelhaft unrein, auch wenn man nichts findet.</i>. W<small>IE UNTERSUCHE MAN ES?</small> M<small>AN HOLE LEICHT ZERFALLENDE</small> E<small>RDE, LEGE SIE IN EIN FEINLÖCHRIGES</small> S<small>IEB UND ZERREIBE SIE</small>. F<small>INDET SICH DA EIN GERSTENGROSSER</small> K<small>NOCHEN, SO IST ER UNREIN</small>."
